pdf_sha256,artifact_pointer,page_number,approved_page,page_access_status,pdf_page_count,text_layer_char_count,qualitative_row_count,error_type_sanitized,ocr_used,rendered_image_used,page_text_persisted
44e7b85b4e747c8df2ca7b531800885c135b8006bb15ae284ff645b1833a6563,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0164_sr_dcae25c8b0630a7188cd55ee.pdf,32,true,text_layer_present,74,2948,1,,false,false,false
44e7b85b4e747c8df2ca7b531800885c135b8006bb15ae284ff645b1833a6563,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0164_sr_dcae25c8b0630a7188cd55ee.pdf,33,true,text_layer_present,74,3045,2,,false,false,false
44e7b85b4e747c8df2ca7b531800885c135b8006bb15ae284ff645b1833a6563,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0164_sr_dcae25c8b0630a7188cd55ee.pdf,34,true,text_layer_present,74,2438,1,,false,false,false
44e7b85b4e747c8df2ca7b531800885c135b8006bb15ae284ff645b1833a6563,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0164_sr_dcae25c8b0630a7188cd55ee.pdf,42,true,text_layer_present,74,2517,1,,false,false,false
4508c5cfdda65636926dc4fb3c2e7a8176ca1eb87dc55c7f2f698c4df86415b0,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0373_sr_14a719294983d39462d4aa03.pdf,31,true,text_layer_present,32,1994,1,,false,false,false
4508c5cfdda65636926dc4fb3c2e7a8176ca1eb87dc55c7f2f698c4df86415b0,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0373_sr_14a719294983d39462d4aa03.pdf,32,true,text_layer_present,32,1995,1,,false,false,false
450cf6a4a0ec124ea219f4fefce8bd02772c0520c4b4f03bd8a7ba436f02151f,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0145_sr_be95ac3ad1ecc8de7da6a319.pdf,20,true,text_layer_present,58,3091,2,,false,false,false
450cf6a4a0ec124ea219f4fefce8bd02772c0520c4b4f03bd8a7ba436f02151f,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0145_sr_be95ac3ad1ecc8de7da6a319.pdf,21,true,text_layer_present,58,3225,3,,false,false,false
456ad4e8608a0afab6d5ee79d3f88d8856c80147e89cc57d9235d95137a53714,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0298_sr_b2c34bb09493514105371bf3.pdf,35,true,text_layer_present,78,2206,3,,false,false,false
45aa5b7db4823629799e27115b8d8f435464e4a95695e1fb9b0b64b65acac806,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0110_sr_59f25b66606b8f3e8d2e13e3.pdf,10,true,text_layer_present,74,2897,2,,false,false,false
45aa5b7db4823629799e27115b8d8f435464e4a95695e1fb9b0b64b65acac806,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0110_sr_59f25b66606b8f3e8d2e13e3.pdf,25,true,text_layer_present,74,2400,1,,false,false,false
45aa5b7db4823629799e27115b8d8f435464e4a95695e1fb9b0b64b65acac806,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0110_sr_59f25b66606b8f3e8d2e13e3.pdf,9,true,text_layer_present,74,2543,2,,false,false,false
45e7287c538208b5d45031a91122864149f8ffd46ebb7850b4aa6c4fb5f4ade9,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0025_sr_0a72e867dbee9c8896d6458b.pdf,10,true,text_layer_present,84,2503,5,,false,false,false
4680b64b4cc660fd552f1c91813e9efb47624b52ded8ad335e9204b0627ddeab,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0173_sr_ded7b20dce43ab65ac227ef0.pdf,7,true,text_layer_present,26,2225,2,,false,false,false
46924b892a6c0f4177e597fe3ded7704976d5302b9132be5bbeb9f5c907b37e7,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0066_sr_cb7fb1a1f8c778e5c956f7ff.pdf,25,true,text_layer_present,55,2012,3,,false,false,false
46c1e7b4a56098753b7dc4ef91022ad8e2b1d75c13c57e7f91d4b394431b4862,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0473_sr_66f1bcfc906b687ba2b5f6b1.pdf,1,true,text_layer_present,10,1569,1,,false,false,false
46c1e7b4a56098753b7dc4ef91022ad8e2b1d75c13c57e7f91d4b394431b4862,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0473_sr_66f1bcfc906b687ba2b5f6b1.pdf,2,true,text_layer_present,10,1301,2,,false,false,false
4714cc08edafb13bde6e6bf17c8c946e78a719d60d16a87516da4d3f0e4a9c11,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0225_sr_e77936a08256f24d1ce59358.pdf,14,true,text_layer_present,122,3325,2,,false,false,false
4714cc08edafb13bde6e6bf17c8c946e78a719d60d16a87516da4d3f0e4a9c11,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0225_sr_e77936a08256f24d1ce59358.pdf,15,true,text_layer_present,122,3670,1,,false,false,false
47b89a595110cb7719b72cf5875de4df7f1ab938453c37beedbb9ee9029c206c,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0156_sr_9061457f4f218c9f440ac688.pdf,13,true,text_layer_present,58,2363,1,,false,false,false
47b89a595110cb7719b72cf5875de4df7f1ab938453c37beedbb9ee9029c206c,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0156_sr_9061457f4f218c9f440ac688.pdf,14,true,text_layer_present,58,1856,1,,false,false,false
47b8cfe8161c9dd3c28361f104c69214ad960890538e3309c8dd21ba7871b913,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0157_sr_9d914a791403e7794310e9b9.pdf,12,true,text_layer_present,36,2920,3,,false,false,false
47fb606fffb9df61eb7a4d59744778486a231b51703716339d676185e82b03fd,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0288_sr_51805c2d6db81766e735ee97.pdf,18,true,text_layer_present,51,2435,2,,false,false,false
47fb606fffb9df61eb7a4d59744778486a231b51703716339d676185e82b03fd,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0288_sr_51805c2d6db81766e735ee97.pdf,19,true,text_layer_present,51,2450,1,,false,false,false
4815b88ba67803a7b1c3821a9c11b353fe5df63501965c889b32d269f1bb7ad4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_e0c2f6c228ae0a4b145d66d5.pdf,22,true,text_layer_present,94,1712,3,,false,false,false
4815b88ba67803a7b1c3821a9c11b353fe5df63501965c889b32d269f1bb7ad4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_e0c2f6c228ae0a4b145d66d5.pdf,23,true,text_layer_present,94,354,1,,false,false,false
482b08da862611f82691139501aede00944579f588decb92832d758a9887cd6b,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0125_sr_6321f1a152ec8a147d43e2e3.pdf,14,true,text_layer_present,64,3575,2,,false,false,false
482b08da862611f82691139501aede00944579f588decb92832d758a9887cd6b,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0125_sr_6321f1a152ec8a147d43e2e3.pdf,15,true,text_layer_present,64,3197,2,,false,false,false
482ca2e64c33e1b87f6678a441d67405cff781dbf792a300c29012e22a7f1321,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0021_sr_044123cacbff938890077498.pdf,4,true,text_layer_present,21,2567,1,,false,false,false
482ca2e64c33e1b87f6678a441d67405cff781dbf792a300c29012e22a7f1321,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0021_sr_044123cacbff938890077498.pdf,5,true,text_layer_present,21,2967,1,,false,false,false
482ca2e64c33e1b87f6678a441d67405cff781dbf792a300c29012e22a7f1321,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0021_sr_044123cacbff938890077498.pdf,6,true,text_layer_present,21,3699,2,,false,false,false
487fa477c4123a158297c60e95cc90890df4ae947c6c5b6d2e518ccb34e3c511,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0064_sr_430fcbbab84061947a85f49c.pdf,10,true,text_layer_present,77,2440,1,,false,false,false
487fa477c4123a158297c60e95cc90890df4ae947c6c5b6d2e518ccb34e3c511,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0064_sr_430fcbbab84061947a85f49c.pdf,9,true,text_layer_present,77,2745,3,,false,false,false
494a57fa103455df147b3be5f440903838e57fd753d32afa557e4c5fce3261dd,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0056_sr_98dd831c62fb2b2ac16e0774.pdf,25,true,text_layer_present,107,3314,2,,false,false,false
49509c596b399fb15608d66a33291ba2599b8ded67124cdc076627e5f25bbb5e,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0067_sr_29be04399ee7807610da281c.pdf,29,true,text_layer_present,57,3236,3,,false,false,false
49e2c21a3982ee7748ad8d4fa028ff2ebdf7dfe61b7aa566ca1d07e62bf00a8a,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0335_sr_363e174c712cbd0cdcdcd485.pdf,7,true,text_layer_present,34,3040,1,,false,false,false
4a9a141f3dafedaa495e8f620377d74e47c1d65dfdb7997028e8c8b6cdc04506,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0255_sr_fbf239c04e7132ff0ba59438.pdf,17,true,text_layer_present,36,2275,2,,false,false,false
4ac71d98dd4cbe637da048295d0fa3c0fab6c801cc85c8b42a0c20a6b29e6f07,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0095_sr_78d3b225a23048dc9e1c1ed3.pdf,5,true,text_layer_present,21,2732,5,,false,false,false
4adf3b83bfd15bdf2f9f4b2f7512ebded076143ae0108859d4460eaf55f873a2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0083_sr_4338fac56dd21fb93a61285b.pdf,31,true,text_layer_present,92,1667,1,,false,false,false
4b0e9d150d3e8b316efc20e76e4933ab4712cbae60bc677c019828ae503fa933,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0303_sr_ca337a39af3e5992ea8af87d.pdf,13,true,text_layer_present,29,2694,1,,false,false,false
4b517ddb335bb186d5940b530a270e59a76878f88a619a889a3471f346628806,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0082_sr_e50a4c040bab2ef3208c6f57.pdf,12,true,text_layer_present,34,3666,1,,false,false,false
4b517ddb335bb186d5940b530a270e59a76878f88a619a889a3471f346628806,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0082_sr_e50a4c040bab2ef3208c6f57.pdf,5,true,text_layer_present,34,3313,1,,false,false,false
4b517ddb335bb186d5940b530a270e59a76878f88a619a889a3471f346628806,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0082_sr_e50a4c040bab2ef3208c6f57.pdf,6,true,text_layer_present,34,3015,1,,false,false,false
4b5829d150595a8872a936e601990a29c61a395e997b747f61fa0081e493327b,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0334_sr_45445c846e1325dc2c623bdb.pdf,13,true,text_layer_present,36,2658,1,,false,false,false
4b9e7a97bc7dde01b48d892c754bc7f91e3c1d0e4fcde774b66a50fe327d55f3,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0017_sr_d318dfe76382102bb1f2300e.pdf,15,true,text_layer_present,67,915,1,,false,false,false
4b9e7a97bc7dde01b48d892c754bc7f91e3c1d0e4fcde774b66a50fe327d55f3,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0017_sr_d318dfe76382102bb1f2300e.pdf,16,true,text_layer_present,67,855,1,,false,false,false
4b9e7a97bc7dde01b48d892c754bc7f91e3c1d0e4fcde774b66a50fe327d55f3,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0017_sr_d318dfe76382102bb1f2300e.pdf,17,true,text_layer_present,67,2583,3,,false,false,false
4bc577c3d6e4e2af284f34d993892fad3cabd4509a5bdac81f1dbc824b5de79c,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0008_sr_85c56ab5824fb977fae5847f.pdf,13,true,text_layer_present,49,3183,2,,false,false,false
4cc0bedfcbb28316c8a1b17a5dbd2d107bbe6d543236017f7ed9d71dee7d2b5b,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0212_sr_695838eab079c2e7243af1c2.pdf,14,true,text_layer_present,30,3053,3,,false,false,false
4cd2e406ab74c986fc6a6efac09fda0f405de56cee4ae11b553f76af78326e0e,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0128_sr_619954c9a46a066236139857.pdf,29,true,text_layer_present,66,4429,1,,false,false,false
4d00518361569a13632b5dcd1ec037ee7b50b29d0418da7b087790f317e39315,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0246_sr_ba30b76f782e4bddbd6dbbdd.pdf,7,true,text_layer_present,30,2392,2,,false,false,false
4d00967c36321307a9fc545700c86c5ebeb6920f50e5b0bd0e7c58edb0821883,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0038_sr_f9903c1e872a382ef6514c51.pdf,5,true,text_layer_present,25,2356,1,,false,false,false
4d00baf9a82f25f979f23009dbbee590bff8f2efb09e1f8e4fb5543a20de976b,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0316_sr_fd4e0615972c7697479a2009.pdf,9,true,text_layer_present,71,3493,1,,false,false,false
4d28e4e28478673134d10d7f8f4030a1003890a884fc5297f4ba4b6060f781bf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0237_sr_4e108e514a55eddbbfbd66af.pdf,22,true,text_layer_present,67,2829,1,,false,false,false
4d28e4e28478673134d10d7f8f4030a1003890a884fc5297f4ba4b6060f781bf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0237_sr_4e108e514a55eddbbfbd66af.pdf,23,true,text_layer_present,67,2687,1,,false,false,false
4d28e4e28478673134d10d7f8f4030a1003890a884fc5297f4ba4b6060f781bf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0237_sr_4e108e514a55eddbbfbd66af.pdf,24,true,text_layer_present,67,3091,1,,false,false,false
4d6004afa0f02126e097c82a464f367cb83a5b714ef458f31e9c9243763f10d2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0278_sr_956836a17ad4adc9e017c155.pdf,12,true,text_layer_present,52,3177,1,,false,false,false
4daf3fa8d7b72f7bde9f660e4a259736f02f2c12a22651b8446d47275d360981,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0116_sr_c8c9bee4a7daa666b5b3d709.pdf,7,true,text_layer_present,23,2917,1,,false,false,false
4daf3fa8d7b72f7bde9f660e4a259736f02f2c12a22651b8446d47275d360981,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0116_sr_c8c9bee4a7daa666b5b3d709.pdf,8,true,text_layer_present,23,2442,1,,false,false,false
4dd325fd2402a474955a8ce9f47a7736c0d43663d83a75fba64afc1279d3b3a6,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0268_sr_a56cee7e292af725237b0a56.pdf,14,true,text_layer_present,42,3087,1,,false,false,false
4dde9c541e65e2d07dc3ef24fab47438e275f3ff911fe7e278e81f5b120e8805,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0119_sr_0f570b70da1f58b65d1a404a.pdf,10,true,text_layer_present,38,3430,1,,false,false,false
4dea59640c9d650bb80f17d8af8ad3f81a5d1aeb59c85ea972d14d800afa9dec,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0094_sr_ec7ce2d88841d24c1779a274.pdf,20,true,text_layer_present,57,3695,1,,false,false,false
4dea59640c9d650bb80f17d8af8ad3f81a5d1aeb59c85ea972d14d800afa9dec,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0094_sr_ec7ce2d88841d24c1779a274.pdf,6,true,text_layer_present,57,2720,1,,false,false,false
4dea59640c9d650bb80f17d8af8ad3f81a5d1aeb59c85ea972d14d800afa9dec,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0094_sr_ec7ce2d88841d24c1779a274.pdf,7,true,text_layer_present,57,3812,1,,false,false,false
4e131e0145ad312e30b2a016d25425915f651e2fa383c9e35398389d1f062619,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0405_sr_74b645787722250df4c379e5.pdf,3,true,text_layer_present,31,521,1,,false,false,false
4e2305023ff6780fc98c1494528fec5aaa76e02656a7746976c3a04bc4651b81,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0479_sr_5f0368a2840df9c86be0eb1f.pdf,4,true,text_layer_present,8,1856,2,,false,false,false
4effedc5f539d50919dc900a0a1c922077b478cf243f0e034b8c38cf5e3980c9,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0205_sr_422f92537eff6798d03d240b.pdf,45,true,text_layer_present,101,3162,1,,false,false,false
4f2d3783f8f8f7a5af30af7e032ff3dac4f8650e1fa519acb0d3ff809cb82ca5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0385_sr_b9f67702d7d02c7fc116c191.pdf,7,true,text_layer_present,45,2924,1,,false,false,false
4f2d4b68922242957127e3ded4d722fa91cb54223b9672fbf2ce0ee095f8a296,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0042_sr_8b7154f7a0d917b4848ffa1f.pdf,5,true,text_layer_present,9,1917,1,,false,false,false
4f44546b12812c3986de7470b069f28d7a53e7d37d8836ce291260bf8f2da6f1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0452_sr_69c25330ff103bbf3e192a07.pdf,10,true,text_layer_present,42,1970,1,,false,false,false
4f4c7679c95bed8335ef88e4fd88d221d95d6f70a836863bdcf4b0ff089134ea,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0287_sr_5c657a474680374ee3137215.pdf,11,true,text_layer_present,47,2656,1,,false,false,false
4f4c7679c95bed8335ef88e4fd88d221d95d6f70a836863bdcf4b0ff089134ea,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0287_sr_5c657a474680374ee3137215.pdf,6,true,text_layer_present,47,3305,2,,false,false,false
4f4c7679c95bed8335ef88e4fd88d221d95d6f70a836863bdcf4b0ff089134ea,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0287_sr_5c657a474680374ee3137215.pdf,7,true,text_layer_present,47,2597,2,,false,false,false
4f5015d9c0063b52daf721a032631b111c9a76e187391cabdc2cb2abcfeb598a,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0072_sr_0ad9375efa82b4edfb95b372.pdf,16,true,text_layer_present,62,1684,1,,false,false,false
4f5cfeef9299d69c94b4a9235c25c908e69513732447e893ee37b4cec59119bb,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0074_sr_17d760119fd798e31102faf3.pdf,8,true,text_layer_present,33,2567,1,,false,false,false
4f5cfeef9299d69c94b4a9235c25c908e69513732447e893ee37b4cec59119bb,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0074_sr_17d760119fd798e31102faf3.pdf,9,true,text_layer_present,33,3091,3,,false,false,false
4f9bede56759e4d77fda828feda3c131418d2842ebe2156a2080a5545d73dad9,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0489_sr_f37d0cfb4d8b1c9f28a3ae8f.pdf,1,true,text_layer_present,5,1644,1,,false,false,false
4f9bede56759e4d77fda828feda3c131418d2842ebe2156a2080a5545d73dad9,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0489_sr_f37d0cfb4d8b1c9f28a3ae8f.pdf,4,true,text_layer_present,5,1117,1,,false,false,false
4f9bede56759e4d77fda828feda3c131418d2842ebe2156a2080a5545d73dad9,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0489_sr_f37d0cfb4d8b1c9f28a3ae8f.pdf,5,true,text_layer_present,5,1416,1,,false,false,false
4fd911f8453a31b57eda607c55a9dca01a01e8bfe82383a659efa3dbde6ad855,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf,10,true,text_layer_present,76,2007,1,,false,false,false
4fd911f8453a31b57eda607c55a9dca01a01e8bfe82383a659efa3dbde6ad855,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf,18,true,text_layer_present,76,2927,1,,false,false,false
4fd911f8453a31b57eda607c55a9dca01a01e8bfe82383a659efa3dbde6ad855,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf,9,true,text_layer_present,76,3261,1,,false,false,false
4ffce9772f6e4c8ffc97ca480bf85ed773eaea528673a9f64e485aff559bf61e,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0200_sr_0f253031a3e1d599c51c1b5a.pdf,4,true,text_layer_present,19,2169,2,,false,false,false
4ffce9772f6e4c8ffc97ca480bf85ed773eaea528673a9f64e485aff559bf61e,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0200_sr_0f253031a3e1d599c51c1b5a.pdf,5,true,text_layer_present,19,2116,2,,false,false,false
50bdc55f0cac98b1f9e1f0cd64d44cc35af4618d9b4943911e1f09fcbca4c040,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0257_sr_b322fa78aaa201c508028b8c.pdf,7,true,text_layer_present,45,2550,1,,false,false,false
515d0c5ca11430ef8eec0295c355177bbade2b8eaa195471935fc2f8cd8ea557,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0350_sr_8a8a003f693014d5a1bc5d3c.pdf,22,true,text_layer_present,48,3683,1,,false,false,false
51b22d3496450ecb532c6771164afe1b199d12bef4223ad145cd36ebe14703b0,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0114_sr_9394110e2c6a238467797d2c.pdf,22,true,text_layer_present,49,4754,2,,false,false,false
5215019f9f8da777def782b4afd5bc74ea97aed159bea05304d4683d3c457933,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0165_sr_823d9d4ff628a0e6c71b1587.pdf,13,true,text_layer_present,49,3375,1,,false,false,false
