quantitative_observation_id,extraction_case_id,mixed_join_key,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,compensation_type,occupation_unit_classification_rank,rate_value,salary_value,hourly_rate,annual_salary,pay_band,step,grade,percentage_increase,effective_date,currency_or_unit,bounded_evidence_pointer,confidence,reason_code,qa_status,cumulative_cohort,source_seed_observation_id,qa_original_status,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_provisional_lane,targeted_qa_resolution_ids,targeted_qa_resolution_classification,targeted_qa_resolution_status,targeted_qa_reason_codes,targeted_qa_source_observation_id,active_in_qa_corrected_lane,readable_conflict_qa_resolution_id,readable_conflict_qa_classification,readable_conflict_qa_status,readable_conflict_qa_reason_codes,readable_conflict_qa_source_observation_id,active_in_readable_conflict_qa_lane,raw_retained_content_hash,pdf_readiness_id,controlled_occupation_class,occupation_class_bridge_status,source_type_bridge,source_corpus_bridge,source_cite_bridge,retrieval_date_bridge,retrieval_method_bridge,artifact_pointer_bridge,contract_period_start_bridge,contract_period_end_bridge,negotiation_cycle_id,city_unit_negotiation_cycle_key,matched_set_id,identity_bridge_status,analysis_matching_status,current_active,current_qa_status,current_qa_status_source,mixed_membership_status,normalized_scalar_value,normalized_range_minimum,normalized_range_maximum,normalized_currency,normalized_frequency,normalized_wage_concept,annualization_status,normalized_effective_date,effective_date_parse_status,quantitative_transformation_reason_code,analysis_candidate_eligible,analysis_promotion_eligible,analysis_quarantine_reasons,unresolved_conflict_resolution_id,followup_cycle_bridge_status,followup_cycle_source_fields,followup_occupation_bridge_status,followup_occupation_support_fields,followup_retrieval_bridge_status,followup_retrieval_support_fields,followup_normalized_effective_date,followup_effective_date_parse_status,followup_analysis_candidate_eligible,followup_analysis_quarantine_reasons,followup_parse_improvement_reason_code
qobs_1d7d158d133ce3bbd4166ed8,cex1000_eb7dc44c20c18a89fcdb452e,mix_2c84159193bbd5600d88b53c,doc_639bc0f67a48192904333263,ttd_efec7c9566a49586e3c6c7a0,sr_9be2714c35f982a0b98e158e,NSCQ-OR-20260720-0083,OR,Lebanon,CITY OF LEBANON,non_safety,cba,,,22,percentage_increase,,,,,,,,,5%,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0231_sr_9be2714c35f982a0b98e158e.pdf#page=22,medium,ARTICLE_14_WORKING_ASSIGNMENT_HIGHER_HIS,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,qobs_1d7d158d133ce3bbd4166ed8,,true,,not_in_targeted_queue,not_applicable,,qobs_1d7d158d133ce3bbd4166ed8,true,,not_in_targeted_queue,not_applicable,,qobs_1d7d158d133ce3bbd4166ed8,true,3c8ae79cab8c802be0ee3a9fba14a7255d5ad538ef7cafa770aa525a22b013e6,pr_36e918e368e940fc495a4557,,quarantined_no_controlled_explicit_label,cba,causal,https://www.lebanonoregon.gov/DocumentCenter/View/537/AFSCME---Effective-2023-to-2026-PDF,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0231_sr_9be2714c35f982a0b98e158e.pdf,2023-07-01,2026-06-30,cycle_55e7c957c418d8982f206a70,cuc_7420512b9e011698fa742a3b,,complete_one_to_one,exact_period_unmatched,true,provisional_unverified,qa_status,active,5,,,PERCENT,percentage_change,percentage_increase,not_performed,,blank,exact_percentage_token,true,false,,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,,blank,true,,prior_parse_preserved
qobs_920f3fceeb3dbada33284a1f,cex1000_a44b3c575baa6a255ff1f2e9,mix_be42faeca35407fd8ed9aa18,doc_bfa0cc2b950d1c528754ec42,ttd_defe1dc5b88d6b04a6320228,sr_0e50aba627f675d9cd60553e,NSCQ-OR-20260720-0124,OR,Newport,CITY OF NEWPORT,non_safety,cba,,,12,percentage_increase,,,,,,,,,5%,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0058_sr_0e50aba627f675d9cd60553e.pdf#page=12,medium,CT2_PROMOTION_MINIMUM_5PCT,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,qobs_920f3fceeb3dbada33284a1f,,true,,not_in_targeted_queue,not_applicable,,qobs_920f3fceeb3dbada33284a1f,true,,not_in_targeted_queue,not_applicable,,qobs_920f3fceeb3dbada33284a1f,true,043322fec55ad03397db9a8ed56bbbfcec40833746bc9cdc761cd1ac464d3d5e,pr_f16b8ddb251215c36f57f388,,quarantined_no_controlled_explicit_label,cba,causal,https://cdd.newportoregon.gov/dept/adm/hr/documents/NEA_Bargaining_Agreement_090922.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0058_sr_0e50aba627f675d9cd60553e.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,active,5,,,PERCENT,percentage_change,percentage_increase,not_performed,,blank,exact_percentage_token,true,false,,,quarantined_no_exact_full_date_pair,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,,blank,true,,prior_parse_preserved
qobs_3adebf1826662fe343e0330c,cex1000_179508e5981d054054110870,,doc_a0e469c8b1c2cf2138d89364,ttd_af21270ba846ddf29219aa76,sr_0ecb7c3c06e7ccddaf63beb5,NSCQ-OR-20260720-0177,OR,Seaside,CITY OF SEASIDE,non_safety,cba,,,15,percentage_increase,,,,,,,,,3.5%,"Effective July 1, 2025",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0052_sr_0ecb7c3c06e7ccddaf63beb5.pdf#page=15,high,WAGE_SCHEDULE_ADJUSTMENT_EFFECTIVE,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,qobs_3adebf1826662fe343e0330c,,true,,not_in_targeted_queue,not_applicable,,qobs_3adebf1826662fe343e0330c,true,,not_in_targeted_queue,not_applicable,,qobs_3adebf1826662fe343e0330c,true,089cc257b42339f91f936bf2c03a6d54b958b135f5736f5b38e4bcacf2487fde,pr_55e48d7e3beec2822781f3c2,,quarantined_no_controlled_explicit_label,cba,causal,https://www.cityofseaside.us/DocumentCenter/View/1346/2024-2027-SEA-Contract-PDF,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0052_sr_0ecb7c3c06e7ccddaf63beb5.pdf,2024-07-01,2027-06-30,cycle_3dd20cb09e76285428363afe,cuc_4280beadbf558b63fa985432,,complete_one_to_one,exact_period_unmatched,true,provisional_unverified,qa_status,none,3.5,,,PERCENT,percentage_change,percentage_increase,not_performed,,unparsed_or_ambiguous,exact_percentage_token,false,false,effective_date_not_exactly_parseable,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2025-07-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_381da7b94d98d79cf0c8632e,cex1000_179508e5981d054054110870,,doc_a0e469c8b1c2cf2138d89364,ttd_af21270ba846ddf29219aa76,sr_0ecb7c3c06e7ccddaf63beb5,NSCQ-OR-20260720-0177,OR,Seaside,CITY OF SEASIDE,non_safety,cba,,,15,percentage_increase,,,,,,,,,3.5%,"Effective July 1, 2026",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0052_sr_0ecb7c3c06e7ccddaf63beb5.pdf#page=15,high,WAGE_SCHEDULE_ADJUSTMENT_EFFECTIVE,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,qobs_381da7b94d98d79cf0c8632e,,true,,not_in_targeted_queue,not_applicable,,qobs_381da7b94d98d79cf0c8632e,true,,not_in_targeted_queue,not_applicable,,qobs_381da7b94d98d79cf0c8632e,true,089cc257b42339f91f936bf2c03a6d54b958b135f5736f5b38e4bcacf2487fde,pr_55e48d7e3beec2822781f3c2,,quarantined_no_controlled_explicit_label,cba,causal,https://www.cityofseaside.us/DocumentCenter/View/1346/2024-2027-SEA-Contract-PDF,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0052_sr_0ecb7c3c06e7ccddaf63beb5.pdf,2024-07-01,2027-06-30,cycle_3dd20cb09e76285428363afe,cuc_4280beadbf558b63fa985432,,complete_one_to_one,exact_period_unmatched,true,provisional_unverified,qa_status,none,3.5,,,PERCENT,percentage_change,percentage_increase,not_performed,,unparsed_or_ambiguous,exact_percentage_token,false,false,effective_date_not_exactly_parseable,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2026-07-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_9419d27bbbe7189d69e69760,cex1000_4d0a4031fcaab2278ad92e92,,doc_c5896368f41a7d5c32f8133f,ttd_ddbcf83cdbdad7eecb42b447,sr_b9a4c0aae38f8c7432f688da,NSCQ-WA-20260720-0038,WA,Bellingham,CITY OF BELLINGHAM,non_safety,cba,,,29,percentage_increase,,4.0%,,,,,,,4.0%,"January 1, 2024",general wage adjustment,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0094_sr_b9a4c0aae38f8c7432f688da.pdf#page=29,high,APPENDIX_A_GENERAL_WAGE_ADJUSTMENT,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,qobs_9419d27bbbe7189d69e69760,,true,,not_in_targeted_queue,not_applicable,,qobs_9419d27bbbe7189d69e69760,true,,not_in_targeted_queue,not_applicable,,qobs_9419d27bbbe7189d69e69760,true,2b0450f2bf798e86998771d4487ffdd6e587965efc240654e6359cffb7be6bdb,pr_f501d1a678214722dcd5f089,,quarantined_no_controlled_explicit_label,cba,causal,https://cob.org/wp-content/uploads/Teamsters-Local-231-Collective-Bargaining-Agreement-24-26.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0094_sr_b9a4c0aae38f8c7432f688da.pdf,2024-01-01,2026-12-31,cycle_a0bbe382112fb93ebcb5b2a4,cuc_9f722c85440169dc0c70f089,,complete_one_to_one,exact_period_unmatched,true,provisional_unverified,qa_status,none,4.0,,,PERCENT,percentage_change,percentage_increase,not_performed,,unparsed_or_ambiguous,exact_percentage_token,false,false,effective_date_not_exactly_parseable,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2024-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_4022854d64f3be458b2241fa,cex1000_4d0a4031fcaab2278ad92e92,,doc_c5896368f41a7d5c32f8133f,ttd_ddbcf83cdbdad7eecb42b447,sr_b9a4c0aae38f8c7432f688da,NSCQ-WA-20260720-0038,WA,Bellingham,CITY OF BELLINGHAM,non_safety,cba,,,29,percentage_increase,,3.0%,,,,,,,3.0%,"January 1, 2025",general wage adjustment,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0094_sr_b9a4c0aae38f8c7432f688da.pdf#page=29,high,APPENDIX_A_GENERAL_WAGE_ADJUSTMENT,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,qobs_4022854d64f3be458b2241fa,,true,,not_in_targeted_queue,not_applicable,,qobs_4022854d64f3be458b2241fa,true,,not_in_targeted_queue,not_applicable,,qobs_4022854d64f3be458b2241fa,true,2b0450f2bf798e86998771d4487ffdd6e587965efc240654e6359cffb7be6bdb,pr_f501d1a678214722dcd5f089,,quarantined_no_controlled_explicit_label,cba,causal,https://cob.org/wp-content/uploads/Teamsters-Local-231-Collective-Bargaining-Agreement-24-26.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0094_sr_b9a4c0aae38f8c7432f688da.pdf,2024-01-01,2026-12-31,cycle_a0bbe382112fb93ebcb5b2a4,cuc_9f722c85440169dc0c70f089,,complete_one_to_one,exact_period_unmatched,true,provisional_unverified,qa_status,none,3.0,,,PERCENT,percentage_change,percentage_increase,not_performed,,unparsed_or_ambiguous,exact_percentage_token,false,false,effective_date_not_exactly_parseable,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2025-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_ec5fee205a307a57f288674a,cex1000_4d0a4031fcaab2278ad92e92,,doc_c5896368f41a7d5c32f8133f,ttd_ddbcf83cdbdad7eecb42b447,sr_b9a4c0aae38f8c7432f688da,NSCQ-WA-20260720-0038,WA,Bellingham,CITY OF BELLINGHAM,non_safety,cba,,,29,percentage_increase,,3.0%,,,,,,,3.0%,"January 1, 2026",general wage adjustment,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0094_sr_b9a4c0aae38f8c7432f688da.pdf#page=29,high,APPENDIX_A_GENERAL_WAGE_ADJUSTMENT,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,qobs_ec5fee205a307a57f288674a,,true,,not_in_targeted_queue,not_applicable,,qobs_ec5fee205a307a57f288674a,true,,not_in_targeted_queue,not_applicable,,qobs_ec5fee205a307a57f288674a,true,2b0450f2bf798e86998771d4487ffdd6e587965efc240654e6359cffb7be6bdb,pr_f501d1a678214722dcd5f089,,quarantined_no_controlled_explicit_label,cba,causal,https://cob.org/wp-content/uploads/Teamsters-Local-231-Collective-Bargaining-Agreement-24-26.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0094_sr_b9a4c0aae38f8c7432f688da.pdf,2024-01-01,2026-12-31,cycle_a0bbe382112fb93ebcb5b2a4,cuc_9f722c85440169dc0c70f089,,complete_one_to_one,exact_period_unmatched,true,provisional_unverified,qa_status,none,3.0,,,PERCENT,percentage_change,percentage_increase,not_performed,,unparsed_or_ambiguous,exact_percentage_token,false,false,effective_date_not_exactly_parseable,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2026-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_b5d7244110c76ef602811ce4,cex1000_c073fc0e24e4e41112c38c2d,,doc_bd403e4e2a4c289b25c27912,ttd_79ae70200ed22df7abe1865a,sr_56b32c1a6ca732bea2446d8f,NSCQ-WA-20260720-0187,WA,Ferndale,CITY OF FERNDALE,police,cba,,,10,percentage_increase,,,,,,,Step1,,1%,"January 1, 2018",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0077_sr_56b32c1a6ca732bea2446d8f.pdf#page=10,medium,W9_14_01_2018_STEP_INCREASE,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,qobs_b5d7244110c76ef602811ce4,,true,,not_in_targeted_queue,not_applicable,,qobs_b5d7244110c76ef602811ce4,true,,not_in_targeted_queue,not_applicable,,qobs_b5d7244110c76ef602811ce4,true,366a5012e842fd7bfc59098513995044281065b17ea03c80c2b5512853ab195b,pr_36919c7bbe4acb9f1ba7a56d,police,exact_public_safety_unit_type,cba,causal,https://ferndale.civicweb.net/document/10420/,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0077_sr_56b32c1a6ca732bea2446d8f.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,none,1,,,PERCENT,percentage_change,percentage_increase,not_performed,,unparsed_or_ambiguous,exact_percentage_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2018-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_f0a30354e2392193c9887d3b,cex1000_c073fc0e24e4e41112c38c2d,,doc_bd403e4e2a4c289b25c27912,ttd_79ae70200ed22df7abe1865a,sr_56b32c1a6ca732bea2446d8f,NSCQ-WA-20260720-0187,WA,Ferndale,CITY OF FERNDALE,police,cba,,,10,percentage_increase,,,,,,,Step2,,1%,"January 1, 2018",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0077_sr_56b32c1a6ca732bea2446d8f.pdf#page=10,medium,W9_14_01_2018_STEP_INCREASE,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,qobs_f0a30354e2392193c9887d3b,,true,,not_in_targeted_queue,not_applicable,,qobs_f0a30354e2392193c9887d3b,true,,not_in_targeted_queue,not_applicable,,qobs_f0a30354e2392193c9887d3b,true,366a5012e842fd7bfc59098513995044281065b17ea03c80c2b5512853ab195b,pr_36919c7bbe4acb9f1ba7a56d,police,exact_public_safety_unit_type,cba,causal,https://ferndale.civicweb.net/document/10420/,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0077_sr_56b32c1a6ca732bea2446d8f.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,none,1,,,PERCENT,percentage_change,percentage_increase,not_performed,,unparsed_or_ambiguous,exact_percentage_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2018-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_3d5d2274fcfc2bedbb175f01,cex1000_c073fc0e24e4e41112c38c2d,,doc_bd403e4e2a4c289b25c27912,ttd_79ae70200ed22df7abe1865a,sr_56b32c1a6ca732bea2446d8f,NSCQ-WA-20260720-0187,WA,Ferndale,CITY OF FERNDALE,police,cba,,,10,percentage_increase,,,,,,,Step3,,1.5%,"January 1, 2018",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0077_sr_56b32c1a6ca732bea2446d8f.pdf#page=10,medium,W9_14_01_2018_STEP_INCREASE,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,qobs_3d5d2274fcfc2bedbb175f01,,true,,not_in_targeted_queue,not_applicable,,qobs_3d5d2274fcfc2bedbb175f01,true,,not_in_targeted_queue,not_applicable,,qobs_3d5d2274fcfc2bedbb175f01,true,366a5012e842fd7bfc59098513995044281065b17ea03c80c2b5512853ab195b,pr_36919c7bbe4acb9f1ba7a56d,police,exact_public_safety_unit_type,cba,causal,https://ferndale.civicweb.net/document/10420/,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0077_sr_56b32c1a6ca732bea2446d8f.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,none,1.5,,,PERCENT,percentage_change,percentage_increase,not_performed,,unparsed_or_ambiguous,exact_percentage_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2018-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_82bebb8a6b35fa113c063cbf,cex1000_c073fc0e24e4e41112c38c2d,,doc_bd403e4e2a4c289b25c27912,ttd_79ae70200ed22df7abe1865a,sr_56b32c1a6ca732bea2446d8f,NSCQ-WA-20260720-0187,WA,Ferndale,CITY OF FERNDALE,police,cba,,,10,percentage_increase,,,,,,,Step4,,2%,"January 1, 2018",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0077_sr_56b32c1a6ca732bea2446d8f.pdf#page=10,medium,W9_14_01_2018_STEP_INCREASE,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,qobs_82bebb8a6b35fa113c063cbf,,true,,not_in_targeted_queue,not_applicable,,qobs_82bebb8a6b35fa113c063cbf,true,,not_in_targeted_queue,not_applicable,,qobs_82bebb8a6b35fa113c063cbf,true,366a5012e842fd7bfc59098513995044281065b17ea03c80c2b5512853ab195b,pr_36919c7bbe4acb9f1ba7a56d,police,exact_public_safety_unit_type,cba,causal,https://ferndale.civicweb.net/document/10420/,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0077_sr_56b32c1a6ca732bea2446d8f.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,none,2,,,PERCENT,percentage_change,percentage_increase,not_performed,,unparsed_or_ambiguous,exact_percentage_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2018-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_56b421db3da34c667ab26881,cex1000_c073fc0e24e4e41112c38c2d,,doc_bd403e4e2a4c289b25c27912,ttd_79ae70200ed22df7abe1865a,sr_56b32c1a6ca732bea2446d8f,NSCQ-WA-20260720-0187,WA,Ferndale,CITY OF FERNDALE,police,cba,,,10,percentage_increase,,,,,,,Step5,,3.5%,"January 1, 2018",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0077_sr_56b32c1a6ca732bea2446d8f.pdf#page=10,medium,W9_14_01_2018_STEP_INCREASE,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,qobs_56b421db3da34c667ab26881,,true,,not_in_targeted_queue,not_applicable,,qobs_56b421db3da34c667ab26881,true,,not_in_targeted_queue,not_applicable,,qobs_56b421db3da34c667ab26881,true,366a5012e842fd7bfc59098513995044281065b17ea03c80c2b5512853ab195b,pr_36919c7bbe4acb9f1ba7a56d,police,exact_public_safety_unit_type,cba,causal,https://ferndale.civicweb.net/document/10420/,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0077_sr_56b32c1a6ca732bea2446d8f.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,none,3.5,,,PERCENT,percentage_change,percentage_increase,not_performed,,unparsed_or_ambiguous,exact_percentage_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2018-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
