adjudication_case_id,calibration_id,page_number,page_role,content_artifact_path,rendered_image_path,render_status,rendered_bytes,rendered_sha256,render_error
adj_b616cd8d7d986e0d128f,cal_7845f67d41be5d195219e6b6,13,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0119_sr_0f570b70da1f58b65d1a404a.pdf,rendered_pages/adj_b616cd8d7d986e0d128f/page_0013.jpg,rendered,201520,e2835b81c3b8f1f41c6a29055bd166d106621d59ffcac3664a60eed0611b1c5b,
adj_b616cd8d7d986e0d128f,cal_7845f67d41be5d195219e6b6,20,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0119_sr_0f570b70da1f58b65d1a404a.pdf,rendered_pages/adj_b616cd8d7d986e0d128f/page_0020.jpg,rendered,255930,add85886a7e89094b4996134f2fd5b1da37f390249f5622c600a5b4be55647f1,
adj_b616cd8d7d986e0d128f,cal_7845f67d41be5d195219e6b6,21,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0119_sr_0f570b70da1f58b65d1a404a.pdf,rendered_pages/adj_b616cd8d7d986e0d128f/page_0021.jpg,rendered,177787,4d1dabcfd3da304367efd427e52fea03b56ea02bc8e0e479420e08a11b8a4148,
adj_d84ff3b261602413fc25,cal_7db0e44dde1faec77d813e1b,1,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0479_sr_5f0368a2840df9c86be0eb1f.pdf,rendered_pages/adj_d84ff3b261602413fc25/page_0001.jpg,rendered,165929,275ff4ac009883d42e2286f3c841c6ff9f1b978ef3e279c451a73ed94896b233,
adj_d84ff3b261602413fc25,cal_7db0e44dde1faec77d813e1b,2,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0479_sr_5f0368a2840df9c86be0eb1f.pdf,rendered_pages/adj_d84ff3b261602413fc25/page_0002.jpg,rendered,169202,78904fc546f81293b9b3d38de45195070b43a49d3e4fdabe3d425be2aa39fa43,
adj_d84ff3b261602413fc25,cal_7db0e44dde1faec77d813e1b,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0479_sr_5f0368a2840df9c86be0eb1f.pdf,rendered_pages/adj_d84ff3b261602413fc25/page_0003.jpg,rendered,185413,89870e1afb9af4071b9b2c24adeb1625876ab3cc046e100ec355ad04dec5120d,
adj_d84ff3b261602413fc25,cal_7db0e44dde1faec77d813e1b,4,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0479_sr_5f0368a2840df9c86be0eb1f.pdf,rendered_pages/adj_d84ff3b261602413fc25/page_0004.jpg,rendered,131990,05a128e54dd6487704cc7add278c3d6d38340335b9a28af63f34b35e72742084,
adj_d84ff3b261602413fc25,cal_7db0e44dde1faec77d813e1b,5,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0479_sr_5f0368a2840df9c86be0eb1f.pdf,rendered_pages/adj_d84ff3b261602413fc25/page_0005.jpg,rendered,171375,497a8c1aa8cff4125e4b623d1377868fabd24760717f9ff2cb5d23c5fee24c22,
adj_d84ff3b261602413fc25,cal_7db0e44dde1faec77d813e1b,7,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0479_sr_5f0368a2840df9c86be0eb1f.pdf,rendered_pages/adj_d84ff3b261602413fc25/page_0007.jpg,rendered,45925,432fccb1503cc3f65153b3a2e41ae951c0de0022031abde60546c89057bb6b4e,
adj_7214e2f70428f4cae649,cal_81d9a782eed3ef59e8cf53c8,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0133_sr_acb5ecbffecbf0b6b5bb75dd.pdf,rendered_pages/adj_7214e2f70428f4cae649/page_0001.jpg,rendered,56088,ea930c9aba9e84336876bbc8d73708d5219d3ccf7510f519457c195ef44cc66c,
adj_7214e2f70428f4cae649,cal_81d9a782eed3ef59e8cf53c8,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0133_sr_acb5ecbffecbf0b6b5bb75dd.pdf,rendered_pages/adj_7214e2f70428f4cae649/page_0002.jpg,rendered,149851,cc49ee19ebc71019da7eec55c0553a68187b0278ca88778e9a9842b8701dd3d2,
adj_7214e2f70428f4cae649,cal_81d9a782eed3ef59e8cf53c8,4,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0133_sr_acb5ecbffecbf0b6b5bb75dd.pdf,rendered_pages/adj_7214e2f70428f4cae649/page_0004.jpg,rendered,173848,42872d7d512482167d12da82b68de27fb625ca78d683f9c39ccbe6ff8156d78b,
adj_7214e2f70428f4cae649,cal_81d9a782eed3ef59e8cf53c8,17,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0133_sr_acb5ecbffecbf0b6b5bb75dd.pdf,rendered_pages/adj_7214e2f70428f4cae649/page_0017.jpg,rendered,155539,e5e21f190003c70d41cdbf90a9af46f6afcebc8ff3bf8446576c20776d5c8504,
adj_7214e2f70428f4cae649,cal_81d9a782eed3ef59e8cf53c8,37,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0133_sr_acb5ecbffecbf0b6b5bb75dd.pdf,rendered_pages/adj_7214e2f70428f4cae649/page_0037.jpg,rendered,77252,121bc251651d19c2168b08b2a8dd90cd81c5ccaf0a0640dc314e5bc255e04e68,
adj_7214e2f70428f4cae649,cal_81d9a782eed3ef59e8cf53c8,38,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0133_sr_acb5ecbffecbf0b6b5bb75dd.pdf,rendered_pages/adj_7214e2f70428f4cae649/page_0038.jpg,rendered,136696,a7b24f8091369eb47546b3a98bd25c811cd90490d69c357a677fd154b9f454c8,
adj_ce04ac35d44f63cd165d,cal_832e6ddab7670a3ef19d679e,1,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0111_sr_5d59ea80e3cb7e6a7692ac7f.pdf,rendered_pages/adj_ce04ac35d44f63cd165d/page_0001.jpg,rendered,13032,0bbe2367a52ca277093516621cfbb4a89b20f95a483577c48478f207a11595d0,
adj_ce04ac35d44f63cd165d,cal_832e6ddab7670a3ef19d679e,4,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0111_sr_5d59ea80e3cb7e6a7692ac7f.pdf,rendered_pages/adj_ce04ac35d44f63cd165d/page_0004.jpg,rendered,176449,3866759d45ea6ea975e3f240be997e9b90906907ebbedf57b424a0220a6f567f,
adj_ce04ac35d44f63cd165d,cal_832e6ddab7670a3ef19d679e,5,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0111_sr_5d59ea80e3cb7e6a7692ac7f.pdf,rendered_pages/adj_ce04ac35d44f63cd165d/page_0005.jpg,rendered,202723,189c07f7f28d81281411c1bbe082fb447a83bf87e039c0396b30a4572f2655d2,
adj_ce04ac35d44f63cd165d,cal_832e6ddab7670a3ef19d679e,11,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0111_sr_5d59ea80e3cb7e6a7692ac7f.pdf,rendered_pages/adj_ce04ac35d44f63cd165d/page_0011.jpg,rendered,208753,cddae6c88db9acec899ad5f7e312950399c02633efdf1b71e087e3bbd1e5f156,
adj_ce04ac35d44f63cd165d,cal_832e6ddab7670a3ef19d679e,18,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0111_sr_5d59ea80e3cb7e6a7692ac7f.pdf,rendered_pages/adj_ce04ac35d44f63cd165d/page_0018.jpg,rendered,156684,a670aaa39204014128585bd2921d1598acf12e0120b6299c43a4ebcfd2635b3e,
adj_ce04ac35d44f63cd165d,cal_832e6ddab7670a3ef19d679e,20,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0111_sr_5d59ea80e3cb7e6a7692ac7f.pdf,rendered_pages/adj_ce04ac35d44f63cd165d/page_0020.jpg,rendered,58451,fd9b2126455a1eccfbc2186ce29efa110367468ca619e9a91ac371d397d8a4da,
adj_a8acf879998506d5e546,cal_8341f144d0dbe9b4f6f2dcda,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0478_sr_767d500d00d33a4b8112ae8b.pdf,rendered_pages/adj_a8acf879998506d5e546/page_0001.jpg,rendered,224225,1b52f5a71b336db1bbd13a096746cc09fa05fd66db167ff597c6bea9ecb54981,
adj_a8acf879998506d5e546,cal_8341f144d0dbe9b4f6f2dcda,2,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0478_sr_767d500d00d33a4b8112ae8b.pdf,rendered_pages/adj_a8acf879998506d5e546/page_0002.jpg,rendered,118949,eb41bc8c328477e412b4d4583eb4adfad761f048d9fc279bc1dbde4853387923,
adj_a8acf879998506d5e546,cal_8341f144d0dbe9b4f6f2dcda,3,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0478_sr_767d500d00d33a4b8112ae8b.pdf,rendered_pages/adj_a8acf879998506d5e546/page_0003.jpg,rendered,182564,9b3a39f2c613e3809c38bb0e9e0222434becbcaed8611e4a79cb4d113604790c,
adj_a8acf879998506d5e546,cal_8341f144d0dbe9b4f6f2dcda,4,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0478_sr_767d500d00d33a4b8112ae8b.pdf,rendered_pages/adj_a8acf879998506d5e546/page_0004.jpg,rendered,37862,5b0de4b1e8a27e9557d3a41d80b6efd56a200114469991cd4a3e6f2aeae4e010,
adj_a8acf879998506d5e546,cal_8341f144d0dbe9b4f6f2dcda,5,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0478_sr_767d500d00d33a4b8112ae8b.pdf,rendered_pages/adj_a8acf879998506d5e546/page_0005.jpg,rendered,90039,bfd1a15ae24ff323f410cb3c9b26fed3e9067c7153771e630e7c4f9fb0c40642,
adj_cc5f2780f157339aabd6,cal_87047e8ea3c1d1bc56da2b90,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0048_sr_70f70cdfc1b3a3d0bdbc9cf2.pdf,rendered_pages/adj_cc5f2780f157339aabd6/page_0001.jpg,rendered,62985,7748b7dfbf33a80f0fcb0592e9e5069c48c13a2d20d2f281635bc978e753abba,
adj_cc5f2780f157339aabd6,cal_87047e8ea3c1d1bc56da2b90,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0048_sr_70f70cdfc1b3a3d0bdbc9cf2.pdf,rendered_pages/adj_cc5f2780f157339aabd6/page_0002.jpg,rendered,223109,09fd0162fa5fc82f4bb6e064938e9d023bf760ef4b74019528b3d2065e60f62a,
adj_cc5f2780f157339aabd6,cal_87047e8ea3c1d1bc56da2b90,4,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0048_sr_70f70cdfc1b3a3d0bdbc9cf2.pdf,rendered_pages/adj_cc5f2780f157339aabd6/page_0004.jpg,rendered,149640,789e46600937748deb5bd6c488393fe30c427ed6e6c2ab654efa93b9bbd0fcc9,
adj_cc5f2780f157339aabd6,cal_87047e8ea3c1d1bc56da2b90,10,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0048_sr_70f70cdfc1b3a3d0bdbc9cf2.pdf,rendered_pages/adj_cc5f2780f157339aabd6/page_0010.jpg,rendered,219682,44e8cb7186729a64dfb3c7ffe1f14f8461c9716af14a0ee0ccc7eef98a04a3ac,
adj_cc5f2780f157339aabd6,cal_87047e8ea3c1d1bc56da2b90,14,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0048_sr_70f70cdfc1b3a3d0bdbc9cf2.pdf,rendered_pages/adj_cc5f2780f157339aabd6/page_0014.jpg,rendered,49772,629830f0b726e0efde66ea2627550d28fc52057274a0bc4fef15783f19add3f9,
adj_cc5f2780f157339aabd6,cal_87047e8ea3c1d1bc56da2b90,15,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0048_sr_70f70cdfc1b3a3d0bdbc9cf2.pdf,rendered_pages/adj_cc5f2780f157339aabd6/page_0015.jpg,rendered,205487,b4b9f8ab50f367da6e9188f52ffd6a686119ee62b29dca1eea13c2a3f462543d,
adj_3c82be327f8cf6b702d4,cal_871b8130bf4245601b1a841b,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0484_sr_01a6ca1e036caa63d95335f7.pdf,rendered_pages/adj_3c82be327f8cf6b702d4/page_0001.jpg,rendered,89387,b314856cc0bcabf1915cf8e91368272c782c53a6290f36518aaf7f8581789754,
adj_3c82be327f8cf6b702d4,cal_871b8130bf4245601b1a841b,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0484_sr_01a6ca1e036caa63d95335f7.pdf,rendered_pages/adj_3c82be327f8cf6b702d4/page_0002.jpg,rendered,112500,b60cc39bd694612772a53f768a94cb7eb06a657ee5a09f3fd92e7209d979836a,
adj_3c82be327f8cf6b702d4,cal_871b8130bf4245601b1a841b,3,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0484_sr_01a6ca1e036caa63d95335f7.pdf,rendered_pages/adj_3c82be327f8cf6b702d4/page_0003.jpg,rendered,44636,e1d9895c53f5b1243e3ae425b1a36d7d0397cc42da93f7d3daeff106f702b1a5,
adj_3c82be327f8cf6b702d4,cal_871b8130bf4245601b1a841b,4,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0484_sr_01a6ca1e036caa63d95335f7.pdf,rendered_pages/adj_3c82be327f8cf6b702d4/page_0004.jpg,rendered,199196,17c9b3c20f6fe76ab6aa634f4190880380705653ec35753989924e742ea98eb5,
adj_3c82be327f8cf6b702d4,cal_871b8130bf4245601b1a841b,5,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0484_sr_01a6ca1e036caa63d95335f7.pdf,rendered_pages/adj_3c82be327f8cf6b702d4/page_0005.jpg,rendered,7010,795da31fd5201080d682c8d93cc30c9b34eb4ea6656f02f8b934b6156482644f,
adj_ad974bc660cfb4f66f69,cal_8dc01e6871029b30cc13920c,1,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0140_sr_1ddc258e503ab45a893f612d.pdf,rendered_pages/adj_ad974bc660cfb4f66f69/page_0001.jpg,rendered,89954,75b237f1030b611c8d1caacf7fafbf0a26cea03e428de2c1c89a6427881c291d,
adj_ad974bc660cfb4f66f69,cal_8dc01e6871029b30cc13920c,28,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0140_sr_1ddc258e503ab45a893f612d.pdf,rendered_pages/adj_ad974bc660cfb4f66f69/page_0028.jpg,rendered,170852,4a488e119f99614b8e479f53bbcfc5d0cb56c0341bcd1e56a93e2c95511214fe,
adj_ad974bc660cfb4f66f69,cal_8dc01e6871029b30cc13920c,29,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0140_sr_1ddc258e503ab45a893f612d.pdf,rendered_pages/adj_ad974bc660cfb4f66f69/page_0029.jpg,rendered,188354,4e6fb0ddab08ef87ddc6387a99b2572871e797b7b20dcc71fbea1cd4d050472e,
adj_ad974bc660cfb4f66f69,cal_8dc01e6871029b30cc13920c,43,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0140_sr_1ddc258e503ab45a893f612d.pdf,rendered_pages/adj_ad974bc660cfb4f66f69/page_0043.jpg,rendered,188338,83bcf387a3c8b6b5135da601479c10240ff05d1918ad5f87294b3f63dd6f0405,
adj_ad974bc660cfb4f66f69,cal_8dc01e6871029b30cc13920c,48,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0140_sr_1ddc258e503ab45a893f612d.pdf,rendered_pages/adj_ad974bc660cfb4f66f69/page_0048.jpg,rendered,206960,8f4c4ce7860bd2725c6b88f8d24dbdff929b66a2074972542fc13c9f4fbcdfbf,
adj_ad974bc660cfb4f66f69,cal_8dc01e6871029b30cc13920c,49,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0140_sr_1ddc258e503ab45a893f612d.pdf,rendered_pages/adj_ad974bc660cfb4f66f69/page_0049.jpg,rendered,195417,3ed76e88ae89ae1eb5849b2952212e10e11eaafb4b27bf334184f6b9823fafe8,
adj_cbb0e2bc500151e1edec,cal_96ffbdb214517b3a6a6649d0,1,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0215_sr_4df4fd624fdf69f3a89531f7.pdf,rendered_pages/adj_cbb0e2bc500151e1edec/page_0001.jpg,rendered,21906,4d80322345dc0480f939ba58491f2f127381cac7a775a7e2704f43ab9e7cbcc6,
adj_cbb0e2bc500151e1edec,cal_96ffbdb214517b3a6a6649d0,19,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0215_sr_4df4fd624fdf69f3a89531f7.pdf,rendered_pages/adj_cbb0e2bc500151e1edec/page_0019.jpg,rendered,144679,9276d7e2014ad951738d8ed4300dd3a0df413069d75208fcd5cfd20672b94c0f,
adj_cbb0e2bc500151e1edec,cal_96ffbdb214517b3a6a6649d0,20,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0215_sr_4df4fd624fdf69f3a89531f7.pdf,rendered_pages/adj_cbb0e2bc500151e1edec/page_0020.jpg,rendered,178211,e7230a75cbba27d4f623b43d5ae32ed519d82b2e7fb21964034f7c7aeb597563,
adj_cbb0e2bc500151e1edec,cal_96ffbdb214517b3a6a6649d0,22,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0215_sr_4df4fd624fdf69f3a89531f7.pdf,rendered_pages/adj_cbb0e2bc500151e1edec/page_0022.jpg,rendered,120199,5bde36194b57481bf4046c812bc9dc282b389b4dfaca7a95efc37f6775bb7d04,
adj_cbb0e2bc500151e1edec,cal_96ffbdb214517b3a6a6649d0,24,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0215_sr_4df4fd624fdf69f3a89531f7.pdf,rendered_pages/adj_cbb0e2bc500151e1edec/page_0024.jpg,rendered,202692,67f1d6ecb8b95015875957960a59709201bb404a413760931f38122049bcf73a,
adj_cbb0e2bc500151e1edec,cal_96ffbdb214517b3a6a6649d0,25,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0215_sr_4df4fd624fdf69f3a89531f7.pdf,rendered_pages/adj_cbb0e2bc500151e1edec/page_0025.jpg,rendered,180181,3b3d42618fce1dc5c64c47710c1477ca4100609a5899317e00fe76708dd3900d,
adj_a19373344ecd2480d1ac,cal_9824026160d8547991edff93,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0467_sr_952118c54eec2305e424bae1.pdf,rendered_pages/adj_a19373344ecd2480d1ac/page_0001.jpg,rendered,154540,2b08f1b1a57ab453483b00a53fbd3e3777954cbf49f22a1174ff1912f4bcd8e4,
adj_a19373344ecd2480d1ac,cal_9824026160d8547991edff93,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0467_sr_952118c54eec2305e424bae1.pdf,rendered_pages/adj_a19373344ecd2480d1ac/page_0002.jpg,rendered,96172,7e7634a9d2eaff6ef0e5c056101eef1706c73759a551247ad37dd251176955f5,
adj_a19373344ecd2480d1ac,cal_9824026160d8547991edff93,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0467_sr_952118c54eec2305e424bae1.pdf,rendered_pages/adj_a19373344ecd2480d1ac/page_0003.jpg,rendered,54192,987d452c9bd7884177ffab0233cbe00f0253d3f841ba4ba148c83a5fd2eb63c8,
adj_a19373344ecd2480d1ac,cal_9824026160d8547991edff93,4,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0467_sr_952118c54eec2305e424bae1.pdf,rendered_pages/adj_a19373344ecd2480d1ac/page_0004.jpg,rendered,18975,bdc704d89c53105581372fe9eee0e4e491cfef73fc4c1eda5041c0d025be0f4a,
adj_c8a0a7706ff6c73f1cfe,cal_9b0d02f472072c62b56bf808,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0472_sr_244222ff567949a7e4ba4dbf.pdf,rendered_pages/adj_c8a0a7706ff6c73f1cfe/page_0001.jpg,rendered,171519,b6eedfd45561723bb6ad41a7e3d279e384e6e5a39544550e5b9c592f573a1972,
adj_c8a0a7706ff6c73f1cfe,cal_9b0d02f472072c62b56bf808,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0472_sr_244222ff567949a7e4ba4dbf.pdf,rendered_pages/adj_c8a0a7706ff6c73f1cfe/page_0002.jpg,rendered,144938,ff6101867b057689263c54c69d3f2ff5c475df73cafa1c7a80fb9b2498172764,
adj_c8a0a7706ff6c73f1cfe,cal_9b0d02f472072c62b56bf808,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0472_sr_244222ff567949a7e4ba4dbf.pdf,rendered_pages/adj_c8a0a7706ff6c73f1cfe/page_0003.jpg,rendered,184732,61c055d7512b1d816cc2aedc07858e74ebaf0a9dcaea0a3f9479d509970ea70f,
adj_c8a0a7706ff6c73f1cfe,cal_9b0d02f472072c62b56bf808,7,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0472_sr_244222ff567949a7e4ba4dbf.pdf,rendered_pages/adj_c8a0a7706ff6c73f1cfe/page_0007.jpg,rendered,163985,1824e9ce1f1bfd92032fc227aa314edf5f5e4d83d4e4912f488e237b0052714c,
adj_c8a0a7706ff6c73f1cfe,cal_9b0d02f472072c62b56bf808,12,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0472_sr_244222ff567949a7e4ba4dbf.pdf,rendered_pages/adj_c8a0a7706ff6c73f1cfe/page_0012.jpg,rendered,157637,46cad4821c78d37afc9862e8e71a6da28a1685f0e479d4cb8bc3fba99012d30a,
adj_c8a0a7706ff6c73f1cfe,cal_9b0d02f472072c62b56bf808,14,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0472_sr_244222ff567949a7e4ba4dbf.pdf,rendered_pages/adj_c8a0a7706ff6c73f1cfe/page_0014.jpg,rendered,115745,afb1f767efc3fe51b7d1c1557117a54776c19719779e6c574b4fda935c2ba703,
adj_f8facb1fc2918ed1211f,cal_9be75c1e7fbfe27a4db1d91e,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf,rendered_pages/adj_f8facb1fc2918ed1211f/page_0001.jpg,rendered,167630,c71b8da6c9962865356ccbb2fbfc13f5494190ccf32c8cf84aca68a195b1510a,
adj_f8facb1fc2918ed1211f,cal_9be75c1e7fbfe27a4db1d91e,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf,rendered_pages/adj_f8facb1fc2918ed1211f/page_0003.jpg,rendered,101049,a26172acf0a7bb2027551a1dc671ac5c2d1fda6ad354e191119bd755ba25aa9d,
adj_f8facb1fc2918ed1211f,cal_9be75c1e7fbfe27a4db1d91e,4,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf,rendered_pages/adj_f8facb1fc2918ed1211f/page_0004.jpg,rendered,186029,8f3f12148859f3c2d589f26537bf8a0144c04a9efd5418f44c74c6e9bf24d58e,
adj_f8facb1fc2918ed1211f,cal_9be75c1e7fbfe27a4db1d91e,26,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf,rendered_pages/adj_f8facb1fc2918ed1211f/page_0026.jpg,rendered,179916,ff71d39ae9f3c0b5cb951ed9cf21f8f2344819b41c49c5fb76be61358729ddff,
