national_readiness_record_id,source_layer,municipality,state,region,source_family,side_label,pay_basis,compensation_type,readiness_status,readiness_gate,claim_boundary,blockers,no_national_claim
BRMNATQA-2af9470ade407eb57b6ffab8,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Baxter,MN,Midwest,cba,police_direct,allowance,allowance_reimbursement,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-af7218d85ebbc96a2db59828,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Denning,NY,Northeast,wage_schedule,remains_unclear,annual_salary,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-4bef3aeedf3ac0b6d5b397c9,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Knowlton,NJ,Northeast,agenda_packet_or_minutes,remains_unclear,percentage_raise,cola_or_raise,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-16066e2f32474b95f1232819,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Sugar Camp,WI,Midwest,agenda_packet_or_minutes,remains_unclear,hourly,base_wage,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-e6042ddc3fa02dd607027058,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Washington,OH,Midwest,wage_schedule,remains_unclear,pay_grade,classification_pay_band,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-3e869a2d96001513b72287ca,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Luxemburg,IA,Midwest,personnel_policy,remains_unclear,hourly,base_wage,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-9ffa246d65e8aae8121d389c,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Arbela,MI,Midwest,budget_or_pay_plan,remains_unclear,budget_amount,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-6037893c2af0eb9ee32d601e,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Rushville,NY,Northeast,agenda_packet_or_minutes,non_safety_direct,hourly,base_wage,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-b523f2fb6e36e36a701911c4,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Broome,NY,Northeast,other_local_government_pay_policy,remains_unclear,unknown_or_mixed,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-70c50e9b85ea74d0f96e62cc,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Kemah,TX,South,budget_or_pay_plan,police_direct,budget_amount,cola_or_raise,national_mechanism_readiness_ready,pass,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-546d18e6cb34ef59c1fdd25b,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,New Scotland,NY,Northeast,agenda_packet_or_minutes,remains_unclear,hourly,step_progression,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-37f18eda5f51e78b00303103,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Harper,KS,Midwest,agenda_packet_or_minutes,police_direct,unknown_or_mixed,other,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""pay_basis_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-ec625684bf220d79c9022d51,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,North Cornwall,PA,Northeast,cba,fire_direct,step_schedule,allowance_reimbursement,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-925ac77ca4b2780f317fdfbf,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Kaukauna,WI,Midwest,wage_schedule,fire_direct,unknown_or_mixed,salary_schedule,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved""]",true
BRMNATQA-a1a5ebd829c469674d7c9b30,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Duluth,MN,Midwest,cba,remains_unclear,hourly,base_wage,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-4b0f2e2e74cf1c7b916bcce3,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Grosse Ile,MI,Midwest,cba,police_direct,unknown_or_mixed,other,national_needs_pay_basis_repair,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-1f4881692c58f80a6e90d9b3,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Colona,IL,Midwest,wage_schedule,non_safety_direct,annual_salary,other,national_mechanism_readiness_ready,pass,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-051df5f4b444718db480391b,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Norwalk,OH,Midwest,cba,police_direct,unknown_or_mixed,other,national_needs_pay_basis_repair,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-6e8d207a890de4cbb050bbdb,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Rye,PA,Northeast,agenda_packet_or_minutes,remains_unclear,unknown_or_mixed,base_wage,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-3be5441301ffc0a4225993ab,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Stafford,NY,Northeast,agenda_packet_or_minutes,non_safety_direct,hourly,base_wage,national_mechanism_readiness_ready,pass,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-03912323980ffee738425ff3,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Warrior Run,PA,Northeast,agenda_packet_or_minutes,remains_unclear,hourly,base_wage,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-8b1e5b6d285668b7ca516222,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Delaware,OH,Midwest,cba,police_direct,pay_grade,classification_pay_band,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-82f2090ee10973b6e2fee4b0,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Darby,OH,Midwest,cba,remains_unclear,percentage_raise,cola_or_raise,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-6fc7ca1423a165bf16a659b5,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Neva,WI,Midwest,agenda_packet_or_minutes,fire_direct,hourly,base_wage,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-17c0073f8fdaf4f2ca7df3ea,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Franklin,OH,Midwest,other_local_government_pay_policy,remains_unclear,step_schedule,base_wage,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable""]",true
BRMNATQA-61961373684b9653f3f6e676,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Okawville,IL,Midwest,budget_or_pay_plan,remains_unclear,overtime_rate,overtime_holiday,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-65becc3b234293cd1bf6108b,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Ford Heights,IL,Midwest,arbitration_award,remains_unclear,unknown_or_mixed,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-a097e31c0a806f90fa846db7,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,North Cornwall,PA,Northeast,cba,fire_direct,hourly,base_wage,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-b7201b5ff1f38cfc87a557f1,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Monroe,OH,Midwest,cba,police_direct,unknown_or_mixed,base_wage,national_needs_period_repair,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""pay_basis_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-4e8a18b983940525a9032667,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Rye,PA,Northeast,agenda_packet_or_minutes,write_off,unknown_or_mixed,other,national_write_off,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-f3eecccf48a1278c81f2dd22,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Dodge,KS,Midwest,mou_or_memorandum,police_direct,hourly,base_wage,national_mechanism_readiness_ready,pass,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-ded6d3e200011e3cbd9a928b,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Bloomfield,MI,Midwest,wage_schedule,fire_direct,monthly,step_progression,national_mechanism_readiness_ready,pass,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-4d9ec3638bf75787dae3f4c9,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Franklin,OH,Midwest,other_local_government_pay_policy,remains_unclear,monthly,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable""]",true
BRMNATQA-4432b627873fcceb411b1e83,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,East Nassau,NY,Northeast,budget_or_pay_plan,remains_unclear,budget_amount,budget_or_pay_plan,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-0930907037cafde4a90ce970,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Biwabik,MN,Midwest,cba,write_off,overtime_rate,overtime_holiday,national_write_off,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-60e934e180168c4942ad055c,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Pinehurst,GA,South,factfinding_report,police_direct,monthly,base_wage,national_mechanism_readiness_ready,pass,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-e5f4e7755e14b72c4dcfe70d,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Vermillion,SD,Midwest,agenda_packet_or_minutes,police_direct,cola_cpi,cola_or_raise,national_mechanism_readiness_ready,pass,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-c72efe05fff445bd99e57249,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Harrison,OH,Midwest,cba,remains_unclear,unknown_or_mixed,non_base_compensation,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-4a20923ea44d471a751115ea,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Springfield,OH,Midwest,cba,police_direct,pay_grade,classification_pay_band,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-44432d5e8b38ec5c28afe44e,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,May,MN,Midwest,wage_schedule,remains_unclear,unknown_or_mixed,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-f9c4a94d6bad6df6b8df47a1,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Mantorville,MN,Midwest,personnel_policy,non_safety_direct,allowance,allowance_reimbursement,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-cf7626ed26f90fbc0ff1b2af,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Bedford,OH,Midwest,salary_ordinance,police_direct,overtime_rate,overtime_holiday,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-f1838285eb7a58e1dcded4c1,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Jackson,IN,Midwest,salary_ordinance,fire_direct,hourly,base_wage,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-dd926461e72e907fc7616c79,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Farmersville,OH,Midwest,budget_or_pay_plan,police_direct,budget_amount,other,national_mechanism_readiness_ready,pass,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-aa83c2a708fe6b9ba5a49556,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Prairieville,MI,Midwest,budget_or_pay_plan,remains_unclear,hourly,budget_or_pay_plan,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-7ecdb0eb9a06105307b0771e,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Spurgeon,IN,Midwest,budget_or_pay_plan,write_off,overtime_rate,overtime_holiday,national_write_off,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-2b457d2d7a5a0de05fa07670,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Lawrence,KS,Midwest,mou_or_memorandum,remains_unclear,unknown_or_mixed,longevity_service,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-20d226e7328c01d879bd68c7,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Circleville,OH,Midwest,cba,remains_unclear,unknown_or_mixed,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-dfac7757094d8e550d84c7ff,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Wilkins,PA,Northeast,other_local_government_pay_policy,remains_unclear,overtime_rate,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""role_unit_anchor_unresolved_or_not_applicable""]",true
BRMNATQA-77ccc1e8089eb086195e8545,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Ohio,OH,Midwest,factfinding_report,police_direct,overtime_rate,overtime_holiday,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-062538a0d168ee77a6999e1c,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Stockbridge,MI,Midwest,wage_schedule,remains_unclear,allowance,allowance_reimbursement,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-33dc9c0d0228db14576e53cf,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Peninsula,OH,Midwest,agenda_packet_or_minutes,police_direct,unknown_or_mixed,non_base_compensation,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-63bac4874849f02c1e7e8e27,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,East Fallowfield,PA,Northeast,agenda_packet_or_minutes,mixed_direct,hourly,base_wage,national_readiness_stratum_ready,pass,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""readiness_stratum_requirements_met""]",true
BRMNATQA-b9b7b6f4ba79fb7da9ae553f,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Hanover,NY,Northeast,salary_ordinance,remains_unclear,unknown_or_mixed,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-9a09570fcb22e1b78c25d081,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Pinehurst,GA,South,factfinding_report,police_direct,hourly,base_wage,national_mechanism_readiness_ready,pass,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-2fe174f14ec8fede75abe70b,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Franklin,OH,Midwest,wage_schedule,remains_unclear,percentage_raise,cola_or_raise,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable""]",true
BRMNATQA-0bf050e14d54e00b0f7d9202,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Summerhill,NY,Northeast,budget_or_pay_plan,remains_unclear,allowance,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-0fbd9af9cb8b1d6a606d7b0c,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Franklin,OH,Midwest,other_local_government_pay_policy,remains_unclear,monthly,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable""]",true
BRMNATQA-7837e212348dd03182f39b1f,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Washington,OH,Midwest,arbitration_award,remains_unclear,annual_salary,stipend_premium,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-efaf15bf23bdafa01102dd65,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Ruscombmanor,PA,Northeast,personnel_policy,police_direct,unknown_or_mixed,other,national_needs_pay_basis_repair,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-a5c53f2c6564d8d1c211aa57,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Sauk Centre,MN,Midwest,wage_schedule,remains_unclear,unknown_or_mixed,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-28313c235083c0d7312ae06a,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Schuylkill,PA,Northeast,agenda_packet_or_minutes,police_direct,unknown_or_mixed,other,national_needs_pay_basis_repair,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""municipality_missing_clear_side_balance""]",true
