mechanism_record_id,source_layer,original_record_id,municipality,state,side_label,mechanism_class,mechanism_strength,claim_boundary,source_lineage,no_causal_claim
WCM-c5d8fddbdb61163cc8214356,broad_state_4x2500,WCRS-87807d27818a5398aef27e18,Freehold,NJ,police_direct,non_base_compensation,very_high,repair_needed,https://twp.freehold.nj.us/AgendaCenter/ViewFile/Agenda/_03122025-798,true
WCM-3e0bd7a252aeb4428d257494,broad_state_4x2500,WCRS-7ae7fcd5b7cef78c8ca13e29,Freehold,NJ,police_direct,non_base_compensation,moderate,mechanism_only,https://twp.freehold.nj.us/AgendaCenter/ViewFile/Agenda/_03122025-798,true
WCM-f8fd949ce91dd56a6a4cbbb3,broad_state_4x2500,WCRS-bd520f6bb53d44fd15d72b6d,Freehold,NJ,police_direct,non_base_compensation,high,repair_needed,https://twp.freehold.nj.us/AgendaCenter/ViewFile/Agenda/_03122025-798,true
WCM-72eac820b28a2623b2b0bdc5,broad_state_4x2500,WCRS-7717444a8de5b1f8a73b4df0,Sloan,NY,remains_unclear,quantitative_base_wage_needs_normalization,moderate,mechanism_only,https://villageofsloan.org/index_htm_files/2016-17%20VoS%20OSC%20Budget.pdf,true
WCM-3ab18fafedeeab246a927324,broad_state_4x2500,WCRS-fb179c5e60530903ae600931,Sloan,NY,remains_unclear,market_recruitment_retention,moderate,mechanism_only,https://villageofsloan.org/index_htm_files/2016-17%20VoS%20OSC%20Budget.pdf,true
WCM-01a907625790b31afb761386,broad_state_4x2500,WCRS-f3a42965a76a99dd187712fe,Sloan,NY,remains_unclear,quantitative_base_wage_needs_normalization,moderate,mechanism_only,https://villageofsloan.org/index_htm_files/2016-17%20VoS%20OSC%20Budget.pdf,true
WCM-c3ec6f5ff695854b2928a34b,broad_state_4x2500,WCRS-0ee9c4e4a1af6f06accf04df,Delhi,OH,remains_unclear,strike_no_strike_dispute_process,moderate,mechanism_only,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-04-1004.pdf,true
WCM-1c782ec206bfac4437f99e9b,broad_state_4x2500,WCRS-6858c88f05079793f71df15d,Delhi,OH,remains_unclear,retroactivity_implementation,moderate,mechanism_only,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-04-1004.pdf,true
WCM-ed53a81223fcf9f2a34732f0,broad_state_4x2500,WCRS-bd52e006e9bea20065e27434,Delhi,OH,remains_unclear,strike_no_strike_dispute_process,high,supporting_example_ready,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-04-1004.pdf,true
WCM-169f65e4bd8504ebe0b9111c,broad_state_4x2500,WCRS-b309229391429b089382291b,Delhi,OH,remains_unclear,strike_no_strike_dispute_process,very_high,claim_ready,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-04-1004.pdf,true
WCM-9f354836bda262da2a67df38,broad_state_4x2500,WCRS-8c355b0a989f036ef555e1e0,Delhi,OH,remains_unclear,non_base_compensation,moderate,mechanism_only,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-04-1004.pdf,true
WCM-7bf88294e4d3e4e4aaaf4abf,broad_state_4x2500,WCRS-38d1e961c4397611c31ab454,Delhi,OH,remains_unclear,strike_no_strike_dispute_process,high,supporting_example_ready,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-04-1004.pdf,true
WCM-502d9aa900403dfd68af6b66,broad_state_4x2500,WCRS-890231740aac4783edcea707,Delhi,OH,remains_unclear,non_base_compensation,moderate,mechanism_only,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-04-1004.pdf,true
WCM-2a7dde623bc275f78390a124,broad_state_4x2500,WCRS-94e6edf426bf248648409923,Delhi,OH,remains_unclear,non_base_compensation,moderate,conditional_with_caveats,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-04-1004.pdf,true
WCM-2dfa11038d5f4ce6268db928,broad_state_4x2500,WCRS-a082c793722c2efab3d5dab4,Delhi,OH,remains_unclear,retroactivity_implementation,very_high,repair_needed,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-04-1004.pdf,true
WCM-81306fee46eba8ee1a1739c5,broad_state_4x2500,WCRS-99561878819ac8a3219bbef1,Hogansville,GA,police_direct,quantitative_base_wage_needs_normalization,very_high,repair_needed,https://cityofhogansville.org/Assets/Files/Work%20Session-20250616.pdf,true
WCM-5f9b65f01d7f5483b591d859,broad_state_4x2500,WCRS-4453e0352bd561ccd5a9de71,Hogansville,GA,police_direct,quantitative_base_wage_needs_normalization,high,repair_needed,https://cityofhogansville.org/Assets/Files/Work%20Session-20250616.pdf,true
WCM-226ee9711a3bc09cf968fe66,broad_state_4x2500,WCRS-622cc8fd0b7c91c83a5d2a56,Hogansville,GA,police_direct,quantitative_base_wage_needs_normalization,very_high,repair_needed,https://cityofhogansville.org/Assets/Files/Work%20Session-20250616.pdf,true
WCM-8f6cd648b5ec6f9964cca8bb,broad_state_4x2500,WCRS-fbbbcb544f73695e02900b5b,Knightstown,IN,police_direct,automatic_wage_growth,high,repair_needed,https://townofknightstown.in.gov/wp-content/uploads/2025/09/202501_Town-Council-Meeting-Minutes.pdf,true
WCM-23293ea970135bc80c6b7bd7,broad_state_4x2500,WCRS-b82e5d4bd430741bbf16eb74,Knightstown,IN,police_direct,automatic_wage_growth,high,repair_needed,https://townofknightstown.in.gov/wp-content/uploads/2025/09/202501_Town-Council-Meeting-Minutes.pdf,true
WCM-43334e4eba4f8dc6ae887c1e,broad_state_4x2500,WCRS-7275c841e02a6ba457d7b41e,Knightstown,IN,police_direct,quantitative_base_wage_needs_normalization,very_high,repair_needed,https://townofknightstown.in.gov/wp-content/uploads/2025/09/202501_Town-Council-Meeting-Minutes.pdf,true
WCM-acb47ddb7da282255e6e7144,broad_state_4x2500,WCRS-c74e724bfd1e4b17276da698,Knightstown,IN,police_direct,quantitative_base_wage_needs_normalization,very_high,repair_needed,https://townofknightstown.in.gov/wp-content/uploads/2025/09/202501_Town-Council-Meeting-Minutes.pdf,true
WCM-12e0c108d089f155a43c8851,broad_state_4x2500,WCRS-fccf63877a6e537e3da218e5,Knightstown,IN,police_direct,quantitative_base_wage_needs_normalization,very_high,repair_needed,https://townofknightstown.in.gov/wp-content/uploads/2025/09/202501_Town-Council-Meeting-Minutes.pdf,true
WCM-a70c297ef779576e63ac7009,broad_state_4x2500,WCRS-36c653e177700fd82f62d401,Valley Grande,AL,remains_unclear,retroactivity_implementation,high,repair_needed,https://cityofvalleygrande.com/wp-content/uploads/2020/12/11-2-2020-minutes.pdf,true
WCM-7a95570ff14a1152a585fd6d,broad_state_4x2500,WCRS-48725fd95b2c670e97c4b36d,South Glens Falls,NY,police_direct,non_base_compensation,moderate,mechanism_only,https://seethroughny.net/contracts/VillageofSouthGlensFalls_P_2022.pdf,true
WCM-5db0c411edf418a4119d58b3,broad_state_4x2500,WCRS-adaf14eb1e92f07fe345e6f7,South Glens Falls,NY,police_direct,non_base_compensation,moderate,mechanism_only,https://seethroughny.net/contracts/VillageofSouthGlensFalls_P_2022.pdf,true
WCM-adf3bc7d92693cc7ced173b7,broad_state_4x2500,WCRS-f8243f79edd218b3869f16be,South Glens Falls,NY,police_direct,strike_no_strike_dispute_process,moderate,mechanism_only,https://seethroughny.net/contracts/VillageofSouthGlensFalls_P_2022.pdf,true
WCM-8c06fe7a79133f4bb1fd3b3c,broad_state_4x2500,WCRS-1d9ef0c484a9b29daff455b5,South Glens Falls,NY,police_direct,strike_no_strike_dispute_process,moderate,mechanism_only,https://seethroughny.net/contracts/VillageofSouthGlensFalls_P_2022.pdf,true
WCM-49d3ed04ff86c7420c2644d0,broad_state_4x2500,WCRS-0364ad5c770d35d40d71786d,South Glens Falls,NY,police_direct,strike_no_strike_dispute_process,moderate,mechanism_only,https://seethroughny.net/contracts/VillageofSouthGlensFalls_P_2022.pdf,true
WCM-bb41e4a8c08d231c38d4a29d,broad_state_4x2500,WCRS-f186c28b39ed4edb553f9bfa,South Glens Falls,NY,police_direct,retroactivity_implementation,high,supporting_example_ready,https://seethroughny.net/contracts/VillageofSouthGlensFalls_P_2022.pdf,true
WCM-68877644a6a2e75b559d2939,broad_state_4x2500,WCRS-07838d70fd346f3f843fbe3c,South Glens Falls,NY,police_direct,retroactivity_implementation,very_high,repair_needed,https://seethroughny.net/contracts/VillageofSouthGlensFalls_P_2022.pdf,true
WCM-a0c921f312cffea5389bd4fd,broad_state_4x2500,WCRS-7f45ea45037c6fa1482affed,South Glens Falls,NY,police_direct,retroactivity_implementation,high,repair_needed,https://seethroughny.net/contracts/VillageofSouthGlensFalls_P_2022.pdf,true
WCM-407c7b70b814026e61661f05,broad_state_4x2500,WCRS-7dbd114732d72a63098b3286,South Glens Falls,NY,police_direct,retroactivity_implementation,very_high,repair_needed,https://seethroughny.net/contracts/VillageofSouthGlensFalls_P_2022.pdf,true
WCM-75513d3ef657c448c1ef1844,broad_state_4x2500,WCRS-71c45b8175850ce65fb7cf50,South Glens Falls,NY,police_direct,non_base_compensation,very_high,repair_needed,https://seethroughny.net/contracts/VillageofSouthGlensFalls_P_2022.pdf,true
WCM-30ad0fd89c7a9bd637f02ed4,broad_state_4x2500,WCRS-6817b6877c17a4bc696c5e9a,South Glens Falls,NY,police_direct,retroactivity_implementation,very_high,claim_ready,https://seethroughny.net/contracts/VillageofSouthGlensFalls_P_2022.pdf,true
WCM-7d69ad2f9b393f24029649c4,broad_state_4x2500,WCRS-19544acacd60e8d9f3b193cf,South Glens Falls,NY,police_direct,non_base_compensation,moderate,mechanism_only,https://seethroughny.net/contracts/VillageofSouthGlensFalls_P_2022.pdf,true
WCM-1e25767d8ab2d2f6319861c7,broad_state_4x2500,WCRS-7da4779dd7eda1b607a9a473,South Glens Falls,NY,police_direct,non_base_compensation,very_high,repair_needed,https://seethroughny.net/contracts/VillageofSouthGlensFalls_P_2022.pdf,true
WCM-a2434da21fe8b65386089652,broad_state_4x2500,WCRS-5b5c77a4caeb9fc618cad116,Alden,NY,remains_unclear,retroactivity_implementation,very_high,repair_needed,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/22/97/19/2297193868946153992890398285213732309,true
WCM-cb845066c46aaa957136c146,broad_state_4x2500,WCRS-519425d2119ef7ef371b2e13,Alden,NY,remains_unclear,strike_no_strike_dispute_process,moderate,mechanism_only,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/22/97/19/2297193868946153992890398285213732309,true
WCM-a41f592c2837fd234d51e8ba,broad_state_4x2500,WCRS-6e128c76aa123bcf209c6321,Alden,NY,remains_unclear,non_base_compensation,moderate,mechanism_only,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/22/97/19/2297193868946153992890398285213732309,true
WCM-d7d4d130ba157e308fb51c1b,broad_state_4x2500,WCRS-b0a9d78051b8d1a8b6ab9d3c,Alden,NY,remains_unclear,strike_no_strike_dispute_process,very_high,claim_ready,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/22/97/19/2297193868946153992890398285213732309,true
WCM-733fbae8a6438897d80c4b59,broad_state_4x2500,WCRS-7018b5a85018c7cf7a8be834,Alden,NY,remains_unclear,strike_no_strike_dispute_process,moderate,mechanism_only,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/22/97/19/2297193868946153992890398285213732309,true
WCM-c0e07e1bde25a5b47eb53761,broad_state_4x2500,WCRS-529124d474a571a94a1ad857,Alden,NY,remains_unclear,non_base_compensation,moderate,mechanism_only,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/22/97/19/2297193868946153992890398285213732309,true
WCM-317a49ac393d0073ac250a05,broad_state_4x2500,WCRS-032dd61e725a4210591610cb,Alden,NY,remains_unclear,retroactivity_implementation,high,repair_needed,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/22/97/19/2297193868946153992890398285213732309,true
WCM-4231d119197bdd2e57f59f29,broad_state_4x2500,WCRS-fb6bb60fd9d8d01b0dc935a8,Alden,NY,remains_unclear,retroactivity_implementation,moderate,mechanism_only,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/22/97/19/2297193868946153992890398285213732309,true
WCM-38d375285dca6df53f230943,broad_state_4x2500,WCRS-0510939d4bc45367197394fc,Alden,NY,remains_unclear,automatic_wage_growth,very_high,repair_needed,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/22/97/19/2297193868946153992890398285213732309,true
WCM-130e5814323973acc4eb6c69,broad_state_4x2500,WCRS-a1c93a8a9530bdd70afe2df0,Alden,NY,remains_unclear,quantitative_base_wage_needs_normalization,high,repair_needed,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/22/97/19/2297193868946153992890398285213732309,true
WCM-38c21a088d8da55670c0f584,broad_state_4x2500,WCRS-25f8aaae75d88bbaa68ff2f4,Alden,NY,remains_unclear,automatic_wage_growth,high,repair_needed,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/22/97/19/2297193868946153992890398285213732309,true
WCM-055409068b5f92dd909ff418,broad_state_4x2500,WCRS-e25b5c813bfc640c49dbe8c9,Alden,NY,remains_unclear,automatic_wage_growth,moderate,mechanism_only,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/22/97/19/2297193868946153992890398285213732309,true
WCM-6a40f1227cb23f7cd58b9bcb,broad_state_4x2500,WCRS-53d0a7ccb8a33efad0e90620,Helotes,TX,remains_unclear,non_base_compensation,moderate,mechanism_only,https://helotes-tx.gov/wp-content/uploads/2022/02/11-Certification-Pay-Budget.pdf,true
WCM-c9bf69cd78f0d4f8e1e8b5ee,broad_state_4x2500,WCRS-98325c04df52ae6d159c12b1,Helotes,TX,remains_unclear,non_base_compensation,moderate,mechanism_only,https://helotes-tx.gov/wp-content/uploads/2022/02/11-Certification-Pay-Budget.pdf,true
WCM-6b6012a104b6c20bc2798264,broad_state_4x2500,WCRS-a3e7bc8439094307c0fefe63,Saddle Brook,NJ,remains_unclear,retroactivity_implementation,high,repair_needed,https://saddlebrooknj.us/wp-content/uploads/2021/12/Ordinance_1714-21.pdf,true
WCM-4bc0c360041b890f4f3d146f,broad_state_4x2500,WCRS-9208d6b38ae78a6116210c7d,Westmoreland,TN,remains_unclear,weak_context_exclusion,moderate,mechanism_only,https://westmorelandtn.gov/wp-content/uploads/2019/12/Policy-and-procedures-2019.pdf,true
WCM-7509f19a0c0f9538055716b8,broad_state_4x2500,WCRS-fc7c77ee15d8d6b5a93d5080,Westmoreland,TN,remains_unclear,non_base_compensation,moderate,mechanism_only,https://westmorelandtn.gov/wp-content/uploads/2019/12/Policy-and-procedures-2019.pdf,true
WCM-315dedf0ca78d53ab9a5085d,broad_state_4x2500,WCRS-42a7a6e66821546368b631db,Westmoreland,TN,remains_unclear,non_base_compensation,moderate,mechanism_only,https://westmorelandtn.gov/wp-content/uploads/2019/12/Policy-and-procedures-2019.pdf,true
WCM-73caf08252b6523ac46cc35d,broad_state_4x2500,WCRS-e9cd365a2c420697d3fa4640,Westmoreland,TN,remains_unclear,non_base_compensation,moderate,mechanism_only,https://westmorelandtn.gov/wp-content/uploads/2019/12/Policy-and-procedures-2019.pdf,true
WCM-42fa905630cee99a024845b2,broad_state_4x2500,WCRS-b9fdba4668ed56d2a3510245,Westmoreland,TN,remains_unclear,weak_context_exclusion,moderate,mechanism_only,https://westmorelandtn.gov/wp-content/uploads/2019/12/Policy-and-procedures-2019.pdf,true
WCM-615275de677c9b457a2ab6b4,broad_state_4x2500,WCRS-3183e921683548a6dc2047ae,Westmoreland,TN,remains_unclear,step_schedule_seniority,moderate,mechanism_only,https://westmorelandtn.gov/wp-content/uploads/2019/12/Policy-and-procedures-2019.pdf,true
WCM-4f4927a4ac719a958c983fdc,broad_state_4x2500,WCRS-64289f8ef6b624530a812bc2,Westmoreland,TN,remains_unclear,weak_context_exclusion,moderate,mechanism_only,https://westmorelandtn.gov/wp-content/uploads/2019/12/Policy-and-procedures-2019.pdf,true
WCM-da1fcb73f31712ca657fac58,broad_state_4x2500,WCRS-876b14af1a11eafbb19d6407,Westmoreland,TN,remains_unclear,quantitative_base_wage_needs_normalization,moderate,mechanism_only,https://westmorelandtn.gov/wp-content/uploads/2019/12/Policy-and-procedures-2019.pdf,true
WCM-0e8399a48f74cfa030684c1b,broad_state_4x2500,WCRS-22c2fa5a3f9bce6f671575b0,Westmoreland,TN,remains_unclear,budget_fiscal_constraint,moderate,mechanism_only,https://westmorelandtn.gov/wp-content/uploads/2019/12/Policy-and-procedures-2019.pdf,true
WCM-67608fc7d1eb00cb0f5bfa1e,broad_state_4x2500,WCRS-ed179f036a38869dd1e6936c,Westmoreland,TN,remains_unclear,weak_context_exclusion,moderate,mechanism_only,https://westmorelandtn.gov/wp-content/uploads/2019/12/Policy-and-procedures-2019.pdf,true
WCM-5046f58abc64c28bf0a4190d,broad_state_4x2500,WCRS-639b24f049e6d37900ac3d39,Westmoreland,TN,remains_unclear,non_base_compensation,moderate,mechanism_only,https://westmorelandtn.gov/wp-content/uploads/2019/12/Policy-and-procedures-2019.pdf,true
WCM-53441f1a0aa5e31968f0d6a4,broad_state_4x2500,WCRS-322325c600be1624a3f3aee5,Westmoreland,TN,remains_unclear,quantitative_base_wage_needs_normalization,high,repair_needed,https://westmorelandtn.gov/wp-content/uploads/2019/12/Policy-and-procedures-2019.pdf,true
WCM-c40750077bc094c60a7f6f51,broad_state_4x2500,WCRS-a982b70ece040abc8aea8543,Westmoreland,TN,remains_unclear,non_base_compensation,moderate,mechanism_only,https://westmorelandtn.gov/wp-content/uploads/2019/12/Policy-and-procedures-2019.pdf,true
WCM-a2ffe9f6609f54abf0ce81fc,broad_state_4x2500,WCRS-5d20f06022276e12f5fdcafe,Westmoreland,TN,remains_unclear,retroactivity_implementation,moderate,mechanism_only,https://westmorelandtn.gov/wp-content/uploads/2019/12/Policy-and-procedures-2019.pdf,true
WCM-e30c6f270ccd70c9cc278c0c,broad_state_4x2500,WCRS-ee0039a206d6c06d4d8b2a12,Westmoreland,TN,remains_unclear,retroactivity_implementation,moderate,mechanism_only,https://westmorelandtn.gov/wp-content/uploads/2019/12/Policy-and-procedures-2019.pdf,true
WCM-ec43630cf781b6f49a596afb,broad_state_4x2500,WCRS-0fc0db86b60a795acf139734,Adams,MN,remains_unclear,strike_no_strike_dispute_process,moderate,mechanism_only,https://adamsmn.com/uploads/1/2/3/6/12365068/08-12-2025_regular_city_council_meeting_minutes__1_.pdf,true
WCM-428b6207e715b97ae36009dd,broad_state_4x2500,WCRS-4bfabea8b951d5eed3db18fc,Adams,MN,remains_unclear,automatic_wage_growth,very_high,repair_needed,https://adamsmn.com/uploads/1/2/3/6/12365068/08-12-2025_regular_city_council_meeting_minutes__1_.pdf,true
WCM-7b85928a3997a56ea94ed541,broad_state_4x2500,WCRS-167b51e120eff0211aa990bc,Adams,MN,remains_unclear,automatic_wage_growth,high,repair_needed,https://adamsmn.com/uploads/1/2/3/6/12365068/08-12-2025_regular_city_council_meeting_minutes__1_.pdf,true
WCM-05e58fc66f9a9e29c96ce93b,broad_state_4x2500,WCRS-6144dd7559d45d8b10d4352d,Scottdale,PA,police_direct,quantitative_base_wage_needs_normalization,very_high,repair_needed,https://scottdaleborough.com/wp-content/uploads/2025/02/06-June-2024-Minutes.pdf,true
WCM-bb14fd2b180e9f249b115b4e,broad_state_4x2500,WCRS-1d28715fee172abf94fea17c,Scottdale,PA,police_direct,quantitative_base_wage_needs_normalization,high,repair_needed,https://scottdaleborough.com/wp-content/uploads/2025/02/06-June-2024-Minutes.pdf,true
WCM-09fead8384d8aa09030f6aae,broad_state_4x2500,WCRS-aad2745d88b101c308826d96,Fleetwood,PA,police_direct,strike_no_strike_dispute_process,moderate,mechanism_only,https://fleetwoodboro.com/wp-content/uploads/2022-04-11-Meeting-Minutes_Rev1-002.pdf,true
WCM-b66734e5db24d7b69c76942c,broad_state_4x2500,WCRS-c77a1d5f9b4b3e48ab135cb3,Fleetwood,PA,police_direct,strike_no_strike_dispute_process,moderate,mechanism_only,https://fleetwoodboro.com/wp-content/uploads/2022-04-11-Meeting-Minutes_Rev1-002.pdf,true
WCM-de581f26b056f11f07b4d697,broad_state_4x2500,WCRS-bd560f8d084921b7e7b8b5d6,New Strawn,KS,remains_unclear,quantitative_base_wage_needs_normalization,very_high,repair_needed,https://newstrawn.org/wp-content/uploads/November-14-2024-City-Council-Minutes.pdf,true
WCM-9cb069eb141cb2ebc6b129e1,broad_state_4x2500,WCRS-10d7331604fc3e293873db23,Sugarcreek,OH,police_direct,retroactivity_implementation,high,repair_needed,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,true
WCM-e97051200b3be45c35ac1bca,broad_state_4x2500,WCRS-7bce5b5c97b96b96385df04c,Sugarcreek,OH,police_direct,weak_context_exclusion,moderate,mechanism_only,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,true
WCM-9c2744eb34f718ec1d0ec0d5,broad_state_4x2500,WCRS-ee942822fecc4585de4a0f0f,Sugarcreek,OH,police_direct,non_base_compensation,moderate,mechanism_only,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,true
WCM-9d3554ab443b1be5ac551b50,broad_state_4x2500,WCRS-c3483672c86ba3e6756868f3,Sugarcreek,OH,police_direct,strike_no_strike_dispute_process,very_high,claim_ready,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,true
WCM-589c848769ec577a24115c98,broad_state_4x2500,WCRS-f64e41e420a9f6bb9e5867b6,Sugarcreek,OH,police_direct,non_base_compensation,moderate,mechanism_only,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,true
WCM-be998e95c859e7015ed09a10,broad_state_4x2500,WCRS-993df49c03208e5f44690b99,Sugarcreek,OH,police_direct,strike_no_strike_dispute_process,moderate,mechanism_only,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,true
WCM-4c7131d6b4b2481f5eff0e21,broad_state_4x2500,WCRS-c0aa3c55b5912910c35d5a77,Sugarcreek,OH,police_direct,retroactivity_implementation,high,repair_needed,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,true
WCM-efc45b8463cec23ebd33b09c,broad_state_4x2500,WCRS-0753332869ba11f08c0cf886,Sugarcreek,OH,police_direct,non_base_compensation,very_high,repair_needed,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,true
WCM-dd853816bf31f6188723ded9,broad_state_4x2500,WCRS-98e8edbb48b5c3f687233198,Sugarcreek,OH,police_direct,non_base_compensation,very_high,repair_needed,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,true
WCM-a153dce15dc767cf13b6a21a,broad_state_4x2500,WCRS-c4ebe0ab3447bb69137639cc,Sugarcreek,OH,police_direct,non_base_compensation,high,repair_needed,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,true
WCM-337eabcc3b3120a9eadb2420,broad_state_4x2500,WCRS-f19b6951eacd7e7c9c367bf9,Sugarcreek,OH,police_direct,non_base_compensation,very_high,repair_needed,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,true
WCM-973cf0d6e6cd75a551bdaac4,broad_state_4x2500,WCRS-d6a15f490cc435bdc197a2c2,Sugarcreek,OH,police_direct,non_base_compensation,high,repair_needed,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,true
WCM-a3ef9d01805c5e381509301e,broad_state_4x2500,WCRS-f5b4011ae1741a3a515ecc4a,Sugarcreek,OH,police_direct,non_base_compensation,moderate,mechanism_only,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,true
WCM-d2212b094889d86593120869,broad_state_4x2500,WCRS-82aaf4e96e3116a5b90b825c,Sugarcreek,OH,police_direct,strike_no_strike_dispute_process,very_high,claim_ready,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,true
WCM-c016b993e2c37534782ed9fe,broad_state_4x2500,WCRS-110b81dc8dff2146d354df3e,Sugarcreek,OH,police_direct,strike_no_strike_dispute_process,moderate,mechanism_only,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,true
WCM-783e8fc54159115f11dd9a89,broad_state_4x2500,WCRS-58c955ae209c1a30e1afdf2f,Stillwater,NJ,remains_unclear,quantitative_base_wage_needs_normalization,very_high,repair_needed,https://stillwatertownshipnj.com/wp-content/uploads/2025/03/2025-02-Salary-Ordinance.pdf,true
WCM-d50bce3834a14ae8007aae3e,broad_state_4x2500,WCRS-f931210dbfbc011864b24c94,Stillwater,NJ,remains_unclear,quantitative_base_wage_needs_normalization,very_high,repair_needed,https://stillwatertownshipnj.com/wp-content/uploads/2025/03/2025-02-Salary-Ordinance.pdf,true
WCM-f5b7ff952a7b4514a7530433,broad_state_4x2500,WCRS-8c3d5a7c87f05ade76e126c5,Stillwater,NJ,remains_unclear,quantitative_base_wage_needs_normalization,very_high,repair_needed,https://stillwatertownshipnj.com/wp-content/uploads/2025/03/2025-02-Salary-Ordinance.pdf,true
WCM-f9fe758f935ccbe32398e068,broad_state_4x2500,WCRS-3deea1a950c83892417ae017,Stillwater,NJ,remains_unclear,quantitative_base_wage_needs_normalization,very_high,repair_needed,https://stillwatertownshipnj.com/wp-content/uploads/2025/03/2025-02-Salary-Ordinance.pdf,true
WCM-78ab949e710731e6bb10fab7,broad_state_4x2500,WCRS-e32d36eba0fd55983a47d6b3,Stillwater,NJ,remains_unclear,non_base_compensation,high,repair_needed,https://stillwatertownshipnj.com/wp-content/uploads/2025/03/2025-02-Salary-Ordinance.pdf,true
WCM-2078f27cd8de6a78cf718136,broad_state_4x2500,WCRS-4aea7a619e9f2c463433b17c,Stillwater,NJ,remains_unclear,non_base_compensation,very_high,repair_needed,https://stillwatertownshipnj.com/wp-content/uploads/2025/03/2025-02-Salary-Ordinance.pdf,true
WCM-b62a8a6f273cedccbc5f624b,broad_state_4x2500,WCRS-dd5d482656246ca412bcfdf0,Stillwater,NJ,remains_unclear,non_base_compensation,high,repair_needed,https://stillwatertownshipnj.com/wp-content/uploads/2025/03/2025-02-Salary-Ordinance.pdf,true
WCM-d3086a62dc3a6360121f5631,broad_state_4x2500,WCRS-a512c9cab67bf91fb691580e,Bainbridge,OH,police_direct,retroactivity_implementation,high,repair_needed,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-10-1104.pdf,true
WCM-393e3237e89abd9d37fc87fa,broad_state_4x2500,WCRS-eb9bab7d89c8a23691539b06,Bainbridge,OH,police_direct,strike_no_strike_dispute_process,very_high,claim_ready,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-10-1104.pdf,true
