whole_corpus_source_record_id,source_batch,original_source_id,municipality,state,region,source_type,source_family,cba_non_cba_hint,rated_span_count,source_lineage,validation_status
WCSR-4f0ce2a2b3e27d814cebdbd9,broad_state_4x2500,B4X2500LIVE-20260729-009856,San Juan Bautista,CA,West,pdf,wage_schedule,non_cba_or_other_hint,16,https://cms6.revize.com/revize/sanjuanbautistaca/document_center/City%20Council/packet/2019/Packet%20052119.pdf,canonical_valid_input
WCSR-c9289ca1314db105dd366daf,broad_state_4x2500,B4X2500LIVE-20260729-009857,San Juan Bautista,CA,West,pdf,other_local_government_pay_policy,non_cba_or_other_hint,14,https://cms6.revize.com/revize/sanjuanbautistaca/document_center/City%20Council/packet/2023/Agenda%20Packet_04182023.pdf,canonical_valid_input
WCSR-3f6474739eb0d26cfea76291,broad_state_4x2500,B4X2500LIVE-20260729-009859,Sutter Creek,CA,West,pdf,mou_or_memorandum,non_cba_or_other_hint,13,https://seiu1021.org/sites/main/files/file-attachments/sutter_creek-city_mou_7.1.2022-6.30.2023.pdf,canonical_valid_input
WCSR-c69ec53f965e56be565760ec,broad_state_4x2500,B4X2500LIVE-20260729-009871,Cripple Creek,CO,West,pdf,budget_or_pay_plan,non_cba_or_other_hint,10,https://cityofcripplecreek.com/media/4111,canonical_valid_input
WCSR-33c19981fe6b0761c89ab1ef,broad_state_4x2500,B4X2500LIVE-20260729-009883,Mountain Village,CO,West,pdf,budget_or_pay_plan,non_cba_or_other_hint,18,https://townofmountainvillage.com/site/assets/files/26152/august-20-2015-town-council-packet.pdf,canonical_valid_input
WCSR-5305f2c9421eb14b654f9b8d,broad_state_4x2500,B4X2500LIVE-20260729-009884,Mountain Village,CO,West,pdf,other_local_government_pay_policy,non_cba_or_other_hint,18,https://townofmountainvillage.com/site/assets/files/26197/february-11-2016-town-council-meeting-packet.pdf,canonical_valid_input
WCSR-e73fa024ef86f6faf929b9f9,broad_state_4x2500,B4X2500LIVE-20260729-009887,Paonia,CO,West,pdf,budget_or_pay_plan,non_cba_or_other_hint,15,https://townofpaonia.co/town-of-paonia-personnel-manual.pdf,canonical_valid_input
WCSR-e5a2ebba22eebbc30762b381,broad_state_4x2500,B4X2500LIVE-20260729-009898,Yampa,CO,West,pdf,wage_schedule,non_cba_or_other_hint,10,https://townofyampa.com/vertical/sites/%7B23C43B37-68F4-4698-8614-E6D418B8FFB3%7D/uploads/Board_Packet_12-3-2025_v3.pdf,canonical_valid_input
WCSR-55a9ee2cb48936928057c906,broad_state_4x2500,B4X2500LIVE-20260729-009906,Arlington,OR,West,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,2,https://cityofarlingtonoregon.com/wp-content/uploads/2025/04/78de2288d1ad8f2b3e66ee9c6be315e2.pdf,canonical_valid_input
WCSR-aca5f2fb94a30395322f0740,broad_state_4x2500,B4X2500LIVE-20260729-009907,Butte Falls,OR,West,pdf,other_local_government_pay_policy,non_cba_or_other_hint,1,https://static1.squarespace.com/static/605415f930750b6bc426bfd0/t/671fd154843ae716f6f34fc5/1730138452632/Ordinance%2B%23282.1.pdf,canonical_valid_input
WCSR-4af2879daa50289daa3d3682,broad_state_4x2500,B4X2500LIVE-20260729-009908,Butte Falls,OR,West,pdf,other_local_government_pay_policy,non_cba_or_other_hint,2,https://static1.squarespace.com/static/605415f930750b6bc426bfd0/t/671fce0535d03f7517df1c0e/1730137605739/Ordinance%2B%23173B.pdf,canonical_valid_input
WCSR-e945c60de5fd6592a9daaccd,broad_state_4x2500,B4X2500LIVE-20260729-009911,Haines,OR,West,other_document,agenda_packet_or_minutes,non_cba_or_other_hint,1,https://cityofhainesor.org/uploads/1/0/7/3/10737093/aprilmtgmin.4.28.2026.doc,canonical_valid_input
WCSR-77053f2d6d3639501cd8d16e,broad_state_4x2500,B4X2500LIVE-20260729-009913,Merrill,OR,West,pdf,wage_schedule,non_cba_or_other_hint,5,https://cityofmerrill.org/wp-content/uploads/Public-Works-Director-Pay-Schedule.pdf,canonical_valid_input
WCSR-3519f9a208659483637a46b5,broad_state_4x2500,B4X2500LIVE-20260729-009914,Merrill,OR,West,pdf,wage_schedule,non_cba_or_other_hint,5,https://cityofmerrill.org/wp-content/uploads/Utility-Worker-Pay-Schedule-1.pdf,canonical_valid_input
WCSR-af204c025607bab51aa3229c,broad_state_4x2500,B4X2500LIVE-20260729-009915,Merrill,OR,West,other_document,wage_schedule,non_cba_or_other_hint,6,https://cityofmerrill.org/wp-content/uploads/Recorder-Pay-Schedule-2.5-Increase.docx,canonical_valid_input
WCSR-fd2baac596f35b4845a54cbb,broad_state_4x2500,B4X2500LIVE-20260729-009918,Moro,OR,West,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,5,https://img1.wsimg.com/blobby/go/56508e58-528f-42dd-929b-f8e2b5b2755c/downloads/85aa0d79-296c-4713-b4fb-32aaa35748b8/%284%29%20April%202026%20MInutes.pdf,canonical_valid_input
WCSR-8a34c32cb77745b8924f5546,broad_state_4x2500,B4X2500LIVE-20260729-009919,Altamont,UT,West,html,other_local_government_pay_policy,non_cba_or_other_hint,7,https://altamontutah.gov/title-3-000-municipal-government,canonical_valid_input
WCSR-7359271029e9b800d4de7f05,broad_state_4x2500,B4X2500LIVE-20260729-009929,Castle Valley,UT,West,pdf,other_local_government_pay_policy,non_cba_or_other_hint,5,https://webgen1files1.revize.com/castlevalleyut/Documents/Administration/Town%20Employment/EmployeePolicyManualAmendedFinal%201-18-2023.pdf,canonical_valid_input
WCSR-04d8baacaca4536013a8808d,broad_state_4x2500,B4X2500LIVE-20260729-009940,Eureka,UT,West,pdf,wage_schedule,non_cba_or_other_hint,5,https://eureka.utah.gov/documents/52/CMOct112022.pdf,canonical_valid_input
WCSR-76fe2bbaa714192dd49d1107,broad_state_4x2500,B4X2500LIVE-20260729-009971,Odessa,WA,West,other_document,wage_schedule,non_cba_or_other_hint,3,https://img1.wsimg.com/blobby/go/1e13a94e-d0c0-43d2-a3da-1497bfcf2e80/downloads/df88d805-2084-4254-babd-c74c8545124d/2024%20SALARY%20SCHEDULE.xlsx,canonical_valid_input
WCSR-c9191c66312fddcecf695689,broad_state_4x2500,B4X2500LIVE-20260729-009977,Twisp,WA,West,pdf,wage_schedule,non_cba_or_other_hint,18,https://cms5.revize.com/revize/twispwa/11.26.24%20Packet%20UPDATED.pdf,canonical_valid_input
WCSR-d73db1130a8bd1cef4fbf957,combined_broad,CBSRD-20260728-0005e6a7f3b9970a3b1a,Bath,OH,Midwest,,wage_schedule,,10,CBSRD-20260728-0005e6a7f3b9970a3b1a,canonical_valid_input
WCSR-0083135a77e77946cdc779c2,combined_broad,CBSRD-20260728-0005fe24b67bf9acd64e,Brookhaven,NY,Northeast,,cba,,16,CBSRD-20260728-0005fe24b67bf9acd64e,canonical_valid_input
WCSR-4e5440aeeccc6e2ecd6f9ca8,combined_broad,CBSRD-20260728-00528f5fb88eded77f2a,North Whitehall,PA,Northeast,,cba_or_compensation_study_or_classification_study_or_wage_schedule,,4,CBSRD-20260728-00528f5fb88eded77f2a,canonical_valid_input
WCSR-08f43f3d58ffa6d84bdfda8c,combined_broad,CBSRD-20260728-0061669df1285293686f,Twinsburg,OH,Midwest,,cba,,13,CBSRD-20260728-0061669df1285293686f,canonical_valid_input
WCSR-f4394c1dc588b37296d63658,combined_broad,CBSRD-20260728-009ecef6dee39ce27404,Harriman,TN,South,,wage_schedule,,15,CBSRD-20260728-009ecef6dee39ce27404,canonical_valid_input
WCSR-6571ae2d2780156f1ac50165,combined_broad,CBSRD-20260728-00bb8cba3a51e7bada68,Merrimack,NH,Northeast,,cba,,13,CBSRD-20260728-00bb8cba3a51e7bada68,canonical_valid_input
WCSR-7e2bd603fbf468827d4a4cc9,combined_broad,CBSRD-20260728-00c69e84c8f5923e3ecb,Wymore,NE,Midwest,,agenda_packet_or_minutes,,1,CBSRD-20260728-00c69e84c8f5923e3ecb,canonical_valid_input
WCSR-6a0c9df090aedba26a472b06,combined_broad,CBSRD-20260728-00d0c3fff23ffc3a2884,Batesville,MS,South,,civil_service_or_hr_pay_plan,,4,CBSRD-20260728-00d0c3fff23ffc3a2884,canonical_valid_input
WCSR-47a0f900e64312cc0949330b,combined_broad,CBSRD-20260728-00e3b8d340e514fde399,Lancaster,SC,South,,budget_or_pay_plan,,5,CBSRD-20260728-00e3b8d340e514fde399,canonical_valid_input
WCSR-9bef90e717a9342318cc8d6e,combined_broad,CBSRD-20260728-00fe5b295a955fe3efd2,Inglewood,CA,West,,collective_bargaining_agreement_or_moa_or_wage_schedule,,3,CBSRD-20260728-00fe5b295a955fe3efd2,canonical_valid_input
WCSR-7febf5cf9e78aad93015d489,combined_broad,CBSRD-20260728-0135eafb519dda16551f,Mead,CO,West,,wage_schedule,,3,CBSRD-20260728-0135eafb519dda16551f,canonical_valid_input
WCSR-c9b01f53a189ada5ef48edcd,combined_broad,CBSRD-20260728-014e094ec86b6655dd13,Coupeville,WA,West,,budget_or_pay_plan,,7,CBSRD-20260728-014e094ec86b6655dd13,canonical_valid_input
WCSR-6bb17f6987e348361c0bd866,combined_broad,CBSRD-20260728-0157cbc11ec72da8abe9,Inman,SC,South,,wage_schedule,,7,CBSRD-20260728-0157cbc11ec72da8abe9,canonical_valid_input
WCSR-b0fe23640c99798163cc1e67,combined_broad,CBSRD-20260728-01694b0abd195b31722b,Tremonton,UT,West,,wage_schedule,,9,CBSRD-20260728-01694b0abd195b31722b,canonical_valid_input
WCSR-499e590dd0e693d74c8da590,combined_broad,CBSRD-20260728-018a36019a1140dfe2e7,Dundee,FL,South,,agenda_packet_or_minutes,,6,CBSRD-20260728-018a36019a1140dfe2e7,canonical_valid_input
WCSR-6b4ebfff808d483fa2d34e35,combined_broad,CBSRD-20260728-0198939bfb794fb2e37c,Okmulgee,OK,South,,agenda_packet_or_minutes,,1,CBSRD-20260728-0198939bfb794fb2e37c,canonical_valid_input
WCSR-cff95de3b3969cb4138e87e9,combined_broad,CBSRD-20260728-019d3404663d1c42be32,Lonsdale,MN,Midwest,,agenda_packet_or_minutes,,3,CBSRD-20260728-019d3404663d1c42be32,canonical_valid_input
WCSR-2608b32521e0a6ea14378036,combined_broad,CBSRD-20260728-02083eba30294e343ebe,Ambler,PA,Northeast,,mou_or_memorandum,,2,CBSRD-20260728-02083eba30294e343ebe,canonical_valid_input
WCSR-603a5c70a10c7c003e6eec59,combined_broad,CBSRD-20260728-02240007fe6513e6684b,Ogdensburg,NY,Northeast,,arbitration_award,,13,CBSRD-20260728-02240007fe6513e6684b,canonical_valid_input
WCSR-8ab9870d35003b4466692771,combined_broad,CBSRD-20260728-023c72922417e0e1d852,Angola,IN,Midwest,,salary_ordinance,,3,CBSRD-20260728-023c72922417e0e1d852,canonical_valid_input
WCSR-8d5cb496d30a7ea3562930fc,combined_broad,CBSRD-20260728-025cbf4c1e3db2b48569,Shelby,OH,Midwest,,cba,,13,CBSRD-20260728-025cbf4c1e3db2b48569,canonical_valid_input
WCSR-c26f63fd2c47be88d4b41a9f,combined_broad,CBSRD-20260728-02653811b91599463ee6,Pelham,NY,Northeast,,civil_service_or_hr_pay_plan,,1,CBSRD-20260728-02653811b91599463ee6,canonical_valid_input
WCSR-2174f656c5d1e6bd79b31ba9,combined_broad,CBSRD-20260728-0293927a54573f1cc656,Salisbury,NC,South,,wage_schedule,,3,CBSRD-20260728-0293927a54573f1cc656,canonical_valid_input
WCSR-7cf627300fa8769fa0d525f3,combined_broad,CBSRD-20260728-02aea74307de563a8d5e,Coon Rapids,MN,Midwest,,collective_bargaining_agreement_or_moa_or_wage_schedule,,5,CBSRD-20260728-02aea74307de563a8d5e,canonical_valid_input
WCSR-a294a416b2ad78ffb68c717a,combined_broad,CBSRD-20260728-02af0e01c920f17e925d,Seymour,WI,Midwest,,arbitration_award,,12,CBSRD-20260728-02af0e01c920f17e925d,canonical_valid_input
WCSR-d5998d38ca96393d373d0572,combined_broad,CBSRD-20260728-02c6ca61d3849553715f,Brookhaven,GA,South,,cba_or_arbitration_award_or_factfinding_or_impasse_record,,4,CBSRD-20260728-02c6ca61d3849553715f,canonical_valid_input
WCSR-4d4648a86e6ba3777cb9c3e5,combined_broad,CBSRD-20260728-02e35080a2bf0d9a660c,Washington Grove,MD,South,,other_local_government_pay_policy,,1,CBSRD-20260728-02e35080a2bf0d9a660c,canonical_valid_input
WCSR-b02ad6390557558b01b0522a,combined_broad,CBSRD-20260728-02eb57de2b2ac177374a,Detroit,MI,Midwest,,collective_bargaining_agreement_or_moa_or_wage_schedule,,13,CBSRD-20260728-02eb57de2b2ac177374a,canonical_valid_input
WCSR-709eda4952175be14062d839,combined_broad,CBSRD-20260728-02fdcc1aa0e77ad8603f,Souderton,PA,Northeast,,agenda_packet_or_minutes,,2,CBSRD-20260728-02fdcc1aa0e77ad8603f,canonical_valid_input
WCSR-11b72aa9d98d0c5422f66a9a,combined_broad,CBSRD-20260728-0303f1e90d7a97633ac8,Oakwood,OH,Midwest,,agenda_packet_or_minutes,,12,CBSRD-20260728-0303f1e90d7a97633ac8,canonical_valid_input
WCSR-2a842574685333ea7951ce82,combined_broad,CBSRD-20260728-030c67f025fe0c9cd873,Waterboro,ME,Northeast,,personnel_policy,,3,CBSRD-20260728-030c67f025fe0c9cd873,canonical_valid_input
WCSR-143688621eb61457714f7c93,combined_broad,CBSRD-20260728-032035f5c828189fa556,Little Rock,IL,Midwest,,cba_or_compensation_study_or_classification_study_or_wage_schedule,,4,CBSRD-20260728-032035f5c828189fa556,canonical_valid_input
WCSR-48d9adfccfa442994ba10f93,combined_broad,CBSRD-20260728-0328ec802169b1c56804,Athens,WV,South,,budget_or_pay_plan,,1,CBSRD-20260728-0328ec802169b1c56804,canonical_valid_input
WCSR-016595784a3ea2a662a6dfc2,combined_broad,CBSRD-20260728-03701aae532bd9190426,Aberdeen,NC,South,,budget_or_pay_plan,,3,CBSRD-20260728-03701aae532bd9190426,canonical_valid_input
WCSR-0e9672a89f55a6fe7de2847f,combined_broad,CBSRD-20260728-037c86c438969103531a,Dartmouth,MA,Northeast,,cba,,5,CBSRD-20260728-037c86c438969103531a,canonical_valid_input
WCSR-d4a7aaaec14808ca41c3ab6b,combined_broad,CBSRD-20260728-038b021eecea56a5f30e,Granbury,TX,South,,budget_or_pay_plan,,3,CBSRD-20260728-038b021eecea56a5f30e,canonical_valid_input
WCSR-3b661631dc947f61384209d2,combined_broad,CBSRD-20260728-038eb31c252ca3a2efc4,Bloomer,WI,Midwest,,arbitration_award,,4,CBSRD-20260728-038eb31c252ca3a2efc4,canonical_valid_input
WCSR-7be45c5e24a7927220ec6bd6,combined_broad,CBSRD-20260728-03b39f4326e339b8d342,Belle Isle,FL,South,,budget_or_pay_plan,,13,CBSRD-20260728-03b39f4326e339b8d342,canonical_valid_input
WCSR-ebd787fc2195810c8ed4af19,combined_broad,CBSRD-20260728-03b9c470a11b9371ab5c,Pittsville,MD,South,,budget_or_pay_plan,,1,CBSRD-20260728-03b9c470a11b9371ab5c,canonical_valid_input
WCSR-28899b53176820e9632a60f8,combined_broad,CBSRD-20260728-03cf0231bda8a45f68c8,Walhalla,ND,Midwest,,salary_ordinance,,4,CBSRD-20260728-03cf0231bda8a45f68c8,canonical_valid_input
WCSR-cd01a058e7a3291a8ca3ce34,combined_broad,CBSRD-20260728-03dfe472500133997e12,Henderson,TN,South,,agenda_packet_or_minutes,,5,CBSRD-20260728-03dfe472500133997e12,canonical_valid_input
WCSR-86fb85624167d4a9260020fe,combined_broad,CBSRD-20260728-03e5eb66aaace22acec5,Delmar,DE,South,,cba,,2,CBSRD-20260728-03e5eb66aaace22acec5,canonical_valid_input
WCSR-ce08f2a7ea0f23bcbbce04cc,combined_broad,CBSRD-20260728-03e675495693e5e6fb9a,Burlington,ND,Midwest,,personnel_policy,,2,CBSRD-20260728-03e675495693e5e6fb9a,canonical_valid_input
WCSR-9917e10c4d643956a51cfbb0,combined_broad,CBSRD-20260728-03eda3514b4c1b71b2c9,Rockport,ME,Northeast,,wage_schedule,,2,CBSRD-20260728-03eda3514b4c1b71b2c9,canonical_valid_input
WCSR-deed772a39905b7b7ce90629,combined_broad,CBSRD-20260728-040f93f52445513a2491,Poolesville,MD,South,,budget_or_pay_plan,,4,CBSRD-20260728-040f93f52445513a2491,canonical_valid_input
WCSR-ee0a04ccf08b7a2290b981e0,combined_broad,CBSRD-20260728-0410b27bac71ba0bcaeb,Eau Claire,WI,Midwest,,collective_bargaining_agreement_or_moa_or_wage_schedule,,1,CBSRD-20260728-0410b27bac71ba0bcaeb,canonical_valid_input
WCSR-65ba89ce3b0fd9e05bfb8827,combined_broad,CBSRD-20260728-042955f7f116673483a1,North Syracuse,NY,Northeast,,wage_schedule,,6,CBSRD-20260728-042955f7f116673483a1,canonical_valid_input
WCSR-5de16c74193ded5675b2636c,combined_broad,CBSRD-20260728-042a6f27e8ec33537991,Sudbury,MA,Northeast,,wage_schedule,,11,CBSRD-20260728-042a6f27e8ec33537991,canonical_valid_input
WCSR-616eb381721965b250703431,combined_broad,CBSRD-20260728-042c820e54ffddf1e17e,Berkeley,MO,Midwest,,cba,,9,CBSRD-20260728-042c820e54ffddf1e17e,canonical_valid_input
WCSR-90b99bf287498834c90ca0be,combined_broad,CBSRD-20260728-0432db7dc5816f225629,Carlin,NV,West,,cba,,16,CBSRD-20260728-0432db7dc5816f225629,canonical_valid_input
WCSR-75b3c568c7c8864c1be5301e,combined_broad,CBSRD-20260728-0454b1f915fbac573100,Guilford,CT,Northeast,,wage_schedule,,14,CBSRD-20260728-0454b1f915fbac573100,canonical_valid_input
WCSR-56c1d8251142fb99b3bbc18f,combined_broad,CBSRD-20260728-045514d63c568aa7d781,West Bloomfield charter,MI,Midwest,,cba,,10,CBSRD-20260728-045514d63c568aa7d781,canonical_valid_input
WCSR-3091a272fca085d159a64911,combined_broad,CBSRD-20260728-046b6bfa11d6c5a66a0e,Upper St. Clair,PA,Northeast,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,12,CBSRD-20260728-046b6bfa11d6c5a66a0e,canonical_valid_input
WCSR-5d1b97940a9c6e96bb28d31c,combined_broad,CBSRD-20260728-047ddf7b6ca0bd073b57,Circle,MT,West,,agenda_packet_or_minutes,,2,CBSRD-20260728-047ddf7b6ca0bd073b57,canonical_valid_input
WCSR-b058c41ac1f51f8b128a6dc7,combined_broad,CBSRD-20260728-0484cbeef9dfc5beb531,Payette,ID,West,,personnel_policy,,3,CBSRD-20260728-0484cbeef9dfc5beb531,canonical_valid_input
WCSR-07c6bb15933d3969e7ab52f7,combined_broad,CBSRD-20260728-0496d80e0f130a3e2879,Pine City,MN,Midwest,,mou_or_memorandum,,2,CBSRD-20260728-0496d80e0f130a3e2879,canonical_valid_input
WCSR-1a66f8bf262e51691cf128f0,combined_broad,CBSRD-20260728-04abf06e9299d800dffa,Azle,TX,South,,budget_or_pay_plan,,16,CBSRD-20260728-04abf06e9299d800dffa,canonical_valid_input
WCSR-b454340f3637b713f0f50ca2,combined_broad,CBSRD-20260728-04b3f0ae054ef92d3bad,Tenino,WA,West,,wage_schedule,,2,CBSRD-20260728-04b3f0ae054ef92d3bad,canonical_valid_input
WCSR-5849656144c93b85f05bf7ec,combined_broad,CBSRD-20260728-04bec6dcc1f5ff84e81e,Dade City,FL,South,,agenda_packet_or_minutes,,1,CBSRD-20260728-04bec6dcc1f5ff84e81e,canonical_valid_input
WCSR-ea6ac9723da58f03ddac97d6,combined_broad,CBSRD-20260728-04c0903c4ba62552d6e9,Oradell,NJ,Northeast,,agenda_packet_or_minutes,,1,CBSRD-20260728-04c0903c4ba62552d6e9,canonical_valid_input
WCSR-69d6b466c5e8fa9d4ccde340,combined_broad,CBSRD-20260728-04f2de6bcc6d4b2f8d33,Calera,AL,South,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,1,CBSRD-20260728-04f2de6bcc6d4b2f8d33,canonical_valid_input
WCSR-1b725f158668d6baf73eda41,combined_broad,CBSRD-20260728-04f3b32ff4001eb966e2,Fort Wright,KY,South,,agenda_packet_or_minutes,,1,CBSRD-20260728-04f3b32ff4001eb966e2,canonical_valid_input
WCSR-b3ef2f0b582a2395c834bc6e,combined_broad,CBSRD-20260728-0505b253a8e4165f7ee3,Yerington,NV,West,,cba,,15,CBSRD-20260728-0505b253a8e4165f7ee3,canonical_valid_input
WCSR-ea1cd4674e7210d3b6ddd4e9,combined_broad,CBSRD-20260728-051d0f3d2b6aad0ed12e,Lincoln Park,NJ,Northeast,,agenda_packet_or_minutes,,2,CBSRD-20260728-051d0f3d2b6aad0ed12e,canonical_valid_input
WCSR-a3a9f6a140456228b93f02a1,combined_broad,CBSRD-20260728-052d6bfef0148de21a8b,Tahlequah,OK,South,,agenda_packet_or_minutes,,5,CBSRD-20260728-052d6bfef0148de21a8b,canonical_valid_input
WCSR-5a7c076812017a5ce76c7029,combined_broad,CBSRD-20260728-055996affb88511181ee,Soap Lake,WA,West,,agenda_packet_or_minutes,,1,CBSRD-20260728-055996affb88511181ee,canonical_valid_input
WCSR-909c1441824df19b8f33fcd8,combined_broad,CBSRD-20260728-05a0c3be86aaed6c2f7c,Beach Park,IL,Midwest,,cba_or_compensation_study_or_classification_study_or_wage_schedule,,4,CBSRD-20260728-05a0c3be86aaed6c2f7c,canonical_valid_input
WCSR-990865fb74cb50eedd4a7fe2,combined_broad,CBSRD-20260728-05a7ea86bd6c1d998f72,Story City,IA,Midwest,,wage_schedule,,2,CBSRD-20260728-05a7ea86bd6c1d998f72,canonical_valid_input
WCSR-290adf7f636a7d8b0459b293,combined_broad,CBSRD-20260728-05a98dd437b20a36a438,Apache Junction,AZ,West,,budget_or_pay_plan,,1,CBSRD-20260728-05a98dd437b20a36a438,canonical_valid_input
WCSR-804459ccf4b1ee73dd11222d,combined_broad,CBSRD-20260728-05c3f165bc5e7142c769,Lake Jackson,TX,South,,mou_or_memorandum,,3,CBSRD-20260728-05c3f165bc5e7142c769,canonical_valid_input
WCSR-79cee76eb2576939d0903243,combined_broad,CBSRD-20260728-05de5c73c13234026ecf,El Mirage,AZ,West,,mou_or_memorandum,,14,CBSRD-20260728-05de5c73c13234026ecf,canonical_valid_input
WCSR-459a4fe283a2423f80949924,combined_broad,CBSRD-20260728-062a3478a4e123421dea,Brownstown charter,MI,Midwest,,cba_or_arbitration_award_or_factfinding_or_impasse_record,,11,CBSRD-20260728-062a3478a4e123421dea,canonical_valid_input
WCSR-6b60716fa3c269e9b185771b,combined_broad,CBSRD-20260728-062b7db3f272ca7a7ae6,Anderson,OH,Midwest,,cba_or_arbitration_award_or_factfinding_or_impasse_record,,5,CBSRD-20260728-062b7db3f272ca7a7ae6,canonical_valid_input
WCSR-17f54a50e7f701a0f401c1e6,combined_broad,CBSRD-20260728-06851a63be5a4d764da7,Doylestown,PA,Northeast,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,1,CBSRD-20260728-06851a63be5a4d764da7,canonical_valid_input
WCSR-476f3c1bdc9824743b1f8f59,combined_broad,CBSRD-20260728-06a6f2fcdfbf2c92553d,Winterville,NC,South,,agenda_packet_or_minutes,,2,CBSRD-20260728-06a6f2fcdfbf2c92553d,canonical_valid_input
WCSR-ac144efe5eebc87f7dcbbf7f,combined_broad,CBSRD-20260728-06c2ac85c8642dd2e397,Snellville,GA,South,,other_local_government_pay_policy,,6,CBSRD-20260728-06c2ac85c8642dd2e397,canonical_valid_input
WCSR-040e88b7d9b391be8b3d652e,combined_broad,CBSRD-20260728-06e52b168f73e08c2c04,Steger,IL,Midwest,,agenda_packet_or_minutes,,1,CBSRD-20260728-06e52b168f73e08c2c04,canonical_valid_input
WCSR-16236ce6d2a7cda90f1a70f0,combined_broad,CBSRD-20260728-06f0ce980cf69db6f553,Junction City,OR,West,,agenda_packet_or_minutes,,3,CBSRD-20260728-06f0ce980cf69db6f553,canonical_valid_input
WCSR-2334a86f11c529f679653831,combined_broad,CBSRD-20260728-072da4a578a4ecb3678b,Eatonville,WA,West,,cba,,14,CBSRD-20260728-072da4a578a4ecb3678b,canonical_valid_input
WCSR-ec5293d1b0f7123d8456f66b,combined_broad,CBSRD-20260728-0735d8de7c162ade1511,Cecil,PA,Northeast,,cba_or_compensation_study_or_classification_study_or_wage_schedule,,1,CBSRD-20260728-0735d8de7c162ade1511,canonical_valid_input
WCSR-bd1fd8fca905b4dbc4fd4e83,combined_broad,CBSRD-20260728-073ae7376ac454d91c4d,Gray,ME,Northeast,,agenda_packet_or_minutes,,2,CBSRD-20260728-073ae7376ac454d91c4d,canonical_valid_input
WCSR-b9a6beb4e094dd31b3266c2f,combined_broad,CBSRD-20260728-073dc20c8b5a27f7cc5b,Robbinsdale,MN,Midwest,,cba,,8,CBSRD-20260728-073dc20c8b5a27f7cc5b,canonical_valid_input
WCSR-87467a326a33e500e3da6ead,combined_broad,CBSRD-20260728-0771f8aac74d0c1e85a9,Conover,NC,South,,classification_study,,8,CBSRD-20260728-0771f8aac74d0c1e85a9,canonical_valid_input
WCSR-82c8306595054a90eb137779,combined_broad,CBSRD-20260728-077c198f590e0f83f1b4,St. Albans,VT,Northeast,,agenda_packet_or_minutes,,3,CBSRD-20260728-077c198f590e0f83f1b4,canonical_valid_input
WCSR-95d9bb96b79f7676377882ed,combined_broad,CBSRD-20260728-07a77771482c2af15576,Toledo,OH,Midwest,,cba,,14,CBSRD-20260728-07a77771482c2af15576,canonical_valid_input
WCSR-bdf8479d5036d3ead270c081,combined_broad,CBSRD-20260728-07b37620c7b2674e78ed,Hooksett,NH,Northeast,,cba,,13,CBSRD-20260728-07b37620c7b2674e78ed,canonical_valid_input
WCSR-9fc5560082180279aa2f0723,combined_broad,CBSRD-20260728-07bb58081dc0a6af9bc6,Shepherdsville,KY,South,,cba,,2,CBSRD-20260728-07bb58081dc0a6af9bc6,canonical_valid_input
WCSR-2ddddb5f08f69ebc59fb474b,combined_broad,CBSRD-20260728-07be2e1f2ddfde015164,Florence,SC,South,,civil_service_or_hr_pay_plan,,1,CBSRD-20260728-07be2e1f2ddfde015164,canonical_valid_input
WCSR-919e100c7b9ef6df06fe43df,combined_broad,CBSRD-20260728-07cc170700545e23e95a,Maywood,NJ,Northeast,,salary_ordinance,,14,CBSRD-20260728-07cc170700545e23e95a,canonical_valid_input
WCSR-7f3900ebbc1a229c360d564f,combined_broad,CBSRD-20260728-07cf1de5d90a4a3ac000,Crooks,SD,Midwest,,other_local_government_pay_policy,,3,CBSRD-20260728-07cf1de5d90a4a3ac000,canonical_valid_input
WCSR-f5176a65236653ec01026b07,combined_broad,CBSRD-20260728-07ec8de40307a6a36fd7,Moreland Hills,OH,Midwest,,agenda_packet_or_minutes,,2,CBSRD-20260728-07ec8de40307a6a36fd7,canonical_valid_input
WCSR-edf5b8597a73e5c18be9cc18,combined_broad,CBSRD-20260728-07f4298b09f1237af349,Clifton Forge,VA,South,,budget_or_pay_plan,,1,CBSRD-20260728-07f4298b09f1237af349,canonical_valid_input
WCSR-75912cd0309008b056223364,combined_broad,CBSRD-20260728-07f92c9348bfc9a0b4b9,St. Matthews,KY,South,,agenda_packet_or_minutes,,1,CBSRD-20260728-07f92c9348bfc9a0b4b9,canonical_valid_input
WCSR-283f045050f5e8899f8c2acf,combined_broad,CBSRD-20260728-081c60214a9ea75d9c6f,Manor,PA,Northeast,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,3,CBSRD-20260728-081c60214a9ea75d9c6f,canonical_valid_input
WCSR-5aa6fd8138f5b0b26ed4eea0,combined_broad,CBSRD-20260728-08200d78f43c90b82ab4,St. Francis,MN,Midwest,,unknown_or_needs_review,,5,CBSRD-20260728-08200d78f43c90b82ab4,canonical_valid_input
