extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,disposition,page_relationship,bounded_evidence_pointer,confidence,reason_codes,short_rationale,qa_status
cex_b6bf42cbfa913bbbe9264282,doc_2ee7e75de3aa2f6441e71540,ttd_d2ef442d7b62458f0caf704a,sr_5bd733956eb98319e0038812,NSCQ-IL-20260720-0210,IL,Sycamore,CITY OF SYCAMORE,non_safety,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0218_sr_5bd733956eb98319e0038812.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0218_sr_5bd733956eb98319e0038812.pdf#page=9|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0218_sr_5bd733956eb98319e0038812.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0218_sr_5bd733956eb98319e0038812.pdf#page=14,low,WPAGE_SCHEDULE_CONTENT_NOT_VISIBLE_IN_BN|NO_NUMERIC_PAY_RATE_OR_WAGE_VALUE_TOKENS|PACKET_PAGES_DOMINATED_BY_TABLE_OF_CONTA|MECHANISM_TEXT_PRESENT_BUT_NOT_COMPENSAT,"The provided pages do not show any visible wage/compensation values (e.g., wage schedule amounts, pay rates, steps, effective dates). Content shown is primarily table of contents, agreement purpose, and grievance/arbitration/seniority provisions without compensation figures.",excluded_provisional
cex_092470801ccd403f0bba6606,doc_afc56f4bae1e0ce44a8758d3,ttd_cdc6e9b889825a27e70dff2d,sr_dd4541b8db8c35e10f4c7417,NSCQ-IL-20260720-0206,IL,Sycamore,CITY OF SYCAMORE,police,cba,reference_only,adjacent_to_evidence,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0229_sr_dd4541b8db8c35e10f4c7417.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0229_sr_dd4541b8db8c35e10f4c7417.pdf#page=21|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0229_sr_dd4541b8db8c35e10f4c7417.pdf#page=23|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0229_sr_dd4541b8db8c35e10f4c7417.pdf#page=44,low,NO_APPENDIX_A_WAGE_SCHEDULE_VALUES_IN_BN|VISIBLE_TEXT_CONTAINS_PAY_GRADE_AND_GRIE,"This packet contains only pay-grade/grievance mechanisms (reasonableness criteria, retroactivity to installation date, arbitration selection) and does not include any wage amounts from the wage schedule.",needs_review
cex_8d9a0e2f35959dd202ed1123,doc_ea0c8105858a51f07d95381e,ttd_2a25919a713603d820e39c55,sr_d15cc4585f5931e83c8142a3,NSCQ-IL-20260720-0089,IL,Wheaton,CITY OF WHEATON,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0001_sr_d15cc4585f5931e83c8142a3.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0001_sr_d15cc4585f5931e83c8142a3.pdf#page=23,medium,LACK_OF_VISIBLE_BASE_PAY_COMPENSATION_T0|ONLY_UNION_DEDUCTIONS_DESCRIBED_NOT_COMP|NO_EFFECTIVE_DATES_OR_AMOUNTS_FOR_WAGE_S,This packet does not show any wage/salary/rate/step values; it only describes union dues and fair share fee deduction rules.,excluded_provisional
cex_c217fde01f076c641eb7da08,doc_6c9e01aa3a656e17c08a3b48,ttd_577c0a57cfb8d5c3e25d1598,sr_89b7aa8dd094d99070a01ac8,NSCQ-KS-20260720-0020,KS,Hutchinson,CITY OF HUTCHINSON,non_safety,cba,reference_only,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0032_sr_89b7aa8dd094d99070a01ac8.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0032_sr_89b7aa8dd094d99070a01ac8.pdf#page=4|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0032_sr_89b7aa8dd094d99070a01ac8.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0032_sr_89b7aa8dd094d99070a01ac8.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0032_sr_89b7aa8dd094d99070a01ac8.pdf#page=16|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0032_sr_89b7aa8dd094d99070a01ac8.pdf#page=30,low,WSPTOC1,"This page packet contains only a table of contents and headings referencing wage-related articles/appendices (e.g., Article 14 Wages, Article 15 Overtime Pay, Appendix A 2023 Base Pay Range), but no visible base or non-base wage value tokens or compensation terms within the bounded text.",needs_review
cex_ea7b9f8bedce9c08b1bcc443,doc_8c8c3a7460b22546722c18f8,ttd_e66ac25d2b825128cc024995,sr_c50daf209d5be0027a9268f2,NSCQ-MA-20260720-0153,MA,Amesbury,CITY OF AMESBURY,police,cba,reference_only,no_candidate_page,,unknown,ONLY_COVER_OR_TERMS_PAGE_VISIBLE_NO_COMP,Packet shows contract agreement cover page with dates only; no compensation or wage/benefit provisions are visible.,needs_review
cex_39adfa260d261fefa38565cd,doc_f64793a653f9f0ec20379197,ttd_ce2ac0af170a114c2f3d93d1,sr_9fb9839defcf501eb8e3b88b,NSCQ-MA-20260720-0081,MA,Fitchburg,CITY OF FITCHBURG,fire,cba,reference_only,points_to_later_evidence,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0046_sr_9fb9839defcf501eb8e3b88b.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0046_sr_9fb9839defcf501eb8e3b88b.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0046_sr_9fb9839defcf501eb8e3b88b.pdf#page=9|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0046_sr_9fb9839defcf501eb8e3b88b.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0046_sr_9fb9839defcf501eb8e3b88b.pdf#page=18|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0046_sr_9fb9839defcf501eb8e3b88b.pdf#page=38,low,PROVIDED_PAGES_CONTAIN_TABLE_OF_CONTENTS|NO_VISIBLE_COMPENSATION_VALUES_OR_NUMER1|REFERENCES_TO_COMPENSATION_SECTIONS_APPE,"The packet only shows agreement cover pages and table-of-contents references to wage/overtime/benefit sections, with no visible pay amounts, rates, steps, or effective-date value tokens.",needs_review
cex_3d261d26bd34f8dd1f7c5b3d,doc_71e8a625d96635d5ea601def,ttd_2dcfca881584984a9537912f,sr_73011ec445506ac1995e1272,NSCQ-MA-20260720-0080,MA,Fitchburg,CITY OF FITCHBURG,police,cba,second_review,adjacent_to_evidence,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0241_sr_73011ec445506ac1995e1272.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0241_sr_73011ec445506ac1995e1272.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0241_sr_73011ec445506ac1995e1272.pdf#page=16|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0241_sr_73011ec445506ac1995e1272.pdf#page=18|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0241_sr_73011ec445506ac1995e1272.pdf#page=31,medium,FOURTH_STEP_25Y_ELIGIBILITY_AND_RELATIVE|NIGHT_SHIFT_DIFFERENTIAL_3PCT|NIGHT_DIFF_CALCULATION_BASIS_EFFECTIVE_B|SPECIALTY_PAY_TWO_YEAR_ASSIGNMENT_AND_BI|SPECIALTY_JOB_REOPENER_TOKEN|FIELD_TRAINING_STIPEND_VISIBLE_TOKEN|PROFESSIONAL_STANDARD_STIPEND_9_50_EFF_7|FOREGO_ANNUAL_2500_EQUIPMENT_UPGRADES,"Within the bounded pages, visible compensation tokens include step-related pay scaling for a 4th step tied to 25 years, night shift differential percentages, specialty pay conditions with a $50 per-shift example, and non-base stipends/equipment-related terms showing 9.00%/9.50% and $2,500.",needs_review
cex_5cff60bdcf97c4e84cf3dd69,doc_e2a26a493782f0be3aa6613b,ttd_348ef61ff88dcd39dca5754c,sr_545f93691c9ab9bf19198e3b,NSCQ-MA-20260720-0051,MA,Malden,CITY OF MALDEN,fire,cba,reference_only,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0027_sr_545f93691c9ab9bf19198e3b.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0027_sr_545f93691c9ab9bf19198e3b.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0027_sr_545f93691c9ab9bf19198e3b.pdf#page=15|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0027_sr_545f93691c9ab9bf19198e3b.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0027_sr_545f93691c9ab9bf19198e3b.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0027_sr_545f93691c9ab9bf19198e3b.pdf#page=32,low,BOUNDED_PACKET_CONTAINS_ONLY_TABLE_OF_OR|BOUNDED_PACKET_CONTAINS_ONLY_NON_COMPENS,"The provided pages are limited to cover/TOC content and non-compensation articles; no visible pay, wage, step/grade, rates, effective-date terms, or specific fringe/benefit value tokens appear in the bounded text.",needs_review
cex_8b0c73af286572dee6602a84,doc_727b890512c170b17c2864f2,ttd_218d7324e5e5576bedb43dfb,sr_d882ff954af7870349812a31,NSCQ-MA-20260720-0052,MA,Malden,CITY OF MALDEN,non_safety,cba,reference_only,points_to_later_evidence,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0040_sr_d882ff954af7870349812a31.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0040_sr_d882ff954af7870349812a31.pdf#page=3|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0040_sr_d882ff954af7870349812a31.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0040_sr_d882ff954af7870349812a31.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0040_sr_d882ff954af7870349812a31.pdf#page=8|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0040_sr_d882ff954af7870349812a31.pdf#page=16|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0040_sr_d882ff954af7870349812a31.pdf#page=17,unknown,WMCBAAGES,"The provided packet only shows article headings and an attachment reference to a base pay salary chart, but no visible wage/compensation dollar amounts, pay grades, rates, or effective-date mechanics needed to extract provisional compensation evidence.",needs_review
cex_f0043b71068f815915194e68,doc_25fa4f3e70ec9b1129087a2d,ttd_1c67f5b8f12866236109c62b,sr_29d13cc3ac0342844971e76f,NSCQ-MA-20260720-0114,MA,Northampton,CITY OF NORTHAMPTON,non_safety,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0388_sr_29d13cc3ac0342844971e76f.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0388_sr_29d13cc3ac0342844971e76f.pdf#page=37,high,CBA2E1031,"In the provided pages, the only mention of 'provisional' employees (Article 13.07) contains permanence/status language and does not provide any provisional-related compensation amount, rate, pay rule, or effective-date pay mechanism.",excluded_provisional
cex_b59bacf098fdf924c2f31541,doc_8f886ebdc21b9d31d488ba35,ttd_731a35973330b7a170ca0717,sr_2f48b909621ca34c2e1c3219,NSCQ-MA-20260720-0112,MA,Northampton,CITY OF NORTHAMPTON,police,cba,reference_only,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0370_sr_2f48b909621ca34c2e1c3219.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0370_sr_2f48b909621ca34c2e1c3219.pdf#page=8|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0370_sr_2f48b909621ca34c2e1c3219.pdf#page=15|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0370_sr_2f48b909621ca34c2e1c3219.pdf#page=22|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0370_sr_2f48b909621ca34c2e1c3219.pdf#page=29|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0370_sr_2f48b909621ca34c2e1c3219.pdf#page=37|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0370_sr_2f48b909621ca34c2e1c3219.pdf#page=65,low,CBAINDEXMENTIONED_SCHEDULE_ONLY|NO_VISIBLE_PAY_AMOUNTS_OR_RATE_VALUES_IN,"Within the provided pages, only a rule about grievances excluding the general salary schedule is visible; no actual wage/compensation amounts, rates, or benefit value tokens are shown.",needs_review
cex_bc90ab8c57d7c151b60cc7d6,doc_0a296cfbdc9b589463cc9c6f,ttd_5e04b53cd9ca42877e18d787,sr_87561cb576b4d10aae27f59e,NSCQ-MA-20260720-0023,MA,Seekonk,TOWN OF SEEKONK,non_safety,cba,reference_only,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0087_sr_87561cb576b4d10aae27f59e.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0087_sr_87561cb576b4d10aae27f59e.pdf#page=3|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0087_sr_87561cb576b4d10aae27f59e.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0087_sr_87561cb576b4d10aae27f59e.pdf#page=13|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0087_sr_87561cb576b4d10aae27f59e.pdf#page=22,medium,PACKET_PAGES_DO_NOT_INCLUDE_BASE_WAGES_F,Pages provided contain non-base compensation provisions (court appearance pay rule and tuition reimbursement limits/eligibility) but no salary/wage table values.,needs_review
cex_9f6d29a20f2ad34968b1dd8e,doc_2de03a35a559c4098f8bbc5d,ttd_55f4faf1628a5a61afa15f97,sr_67ccc174fd4302aa47b65768,NSCQ-MD-20260720-0041,MD,Cambridge,CITY OF CAMBRIDGE,non_safety,wage_schedule_or_compensation_plan,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=37|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=55|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=73|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=82|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=90|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=161|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=162,medium,PROVISIONAL_COMPENSATION_EVIDENCE_ONLY|VISIBLE_VALUES_RELATED_TO_HEALTH_INSUR,The packet does not show a wage schedule or compensation plan; it only contains budget line items including ISF (Health Insurance) amounts.,excluded_provisional
cex_f09f98cdd100384e9ec8b5aa,doc_fe7fc88796654a4051ba9a5c,ttd_97278cc9341d1f52876104d7,sr_c2de7412319b83818bb2469b,NSCQ-MD-20260720-0024,MD,Salisbury,CITY OF SALISBURY,fire,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c2de7412319b83818bb2469b.pdf#page=1|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c2de7412319b83818bb2469b.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c2de7412319b83818bb2469b.pdf#page=15|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c2de7412319b83818bb2469b.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c2de7412319b83818bb2469b.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c2de7412319b83818bb2469b.pdf#page=32,low,NO_VISIBLE_BASE_PAY_COMPENSATION_AMOUNTS|EVIDENCE_RELATES_TO_DUES_CHECKOFF_ADMIN|ONLY_CONTRACT_EFFECTIVE_DATE_CONTEXT_PEN,"This packet shows CBA effective-date context and dues check-off administration terms, but no visible base-pay compensation figures (rates/steps/salary/grade) needed for provisional compensation evidence.",excluded_provisional
cex_202712666f1c1a3ba28e239c,doc_210a6e79a0178c6dd6c6bad4,ttd_dadd6ab9f05bba8ee9fa8227,sr_c3f7ff16279343d8bf391901,NSCQ-ME-20260720-0022,ME,Westbrook,CITY OF WESTBROOK,fire,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0025_sr_c3f7ff16279343d8bf391901.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0025_sr_c3f7ff16279343d8bf391901.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0025_sr_c3f7ff16279343d8bf391901.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0025_sr_c3f7ff16279343d8bf391901.pdf#page=23|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0025_sr_c3f7ff16279343d8bf391901.pdf#page=28|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0025_sr_c3f7ff16279343d8bf391901.pdf#page=50,low,SRO1ASD0121_V1,No visible base-pay rate/step/annual salary or other compensation amounts are provided in the supplied pages; only a partial dues-deduction term appears without numeric values.,excluded_provisional
cex_ab94c841d8fb04815f81ca55,doc_9545b0359a27893e87913596,ttd_a1c5a1e6ddc7e56066933151,sr_a84b8ab2b9d133758340dce4,NSCQ-MI-20260720-0062,MI,Battle Creek,CITY OF BATTLE CREEK,non_safety,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0193_sr_a84b8ab2b9d133758340dce4.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0193_sr_a84b8ab2b9d133758340dce4.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0193_sr_a84b8ab2b9d133758340dce4.pdf#page=25|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0193_sr_a84b8ab2b9d133758340dce4.pdf#page=47|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0193_sr_a84b8ab2b9d133758340dce4.pdf#page=48,medium,LACK_OF_VISIBLE_COMPENSATION_AMOUNTS_OR,"Page 7 includes a pay-protection rule (no loss of pay) for grievance procedure representatives; no wage rates, salary figures, or pay changes are visible in the provided packet.",excluded_provisional
cex_16cd981b43d44e4606e7d3bb,doc_01c1ce0d9bc4370e282e7277,ttd_6cc00b79c5b2e342c6134752,sr_4f9146fdff4cb0c2603278c1,NSCQ-MI-20260720-0080,MI,Jackson,CITY OF JACKSON,non_safety,cba,reference_only,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0405_sr_4f9146fdff4cb0c2603278c1.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0405_sr_4f9146fdff4cb0c2603278c1.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0405_sr_4f9146fdff4cb0c2603278c1.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0405_sr_4f9146fdff4cb0c2603278c1.pdf#page=20|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0405_sr_4f9146fdff4cb0c2603278c1.pdf#page=26|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0405_sr_4f9146fdff4cb0c2603278c1.pdf#page=30|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0405_sr_4f9146fdff4cb0c2603278c1.pdf#page=58,low,WAGE_NUMERIC_TOKENS_NOT_PRESENT_IN_SUPPL,"Provided pages are mostly table of contents/structural outlines; only non-base compensation-related token visible is 'leave without pay' for Association activity, with no wage rates, amounts, or compensation formulas shown.",needs_review
cex_3e92d39df7d2ec430a2cf150,doc_53b592bf4b5269e434b37602,ttd_61e122e5eaf3c5a6a478c2f0,sr_50d0f1e892c91ed1e730e319,NSCQ-MI-20260720-0093,MI,Madison Heights,CITY OF MADISON HEIGHTS,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0115_sr_50d0f1e892c91ed1e730e319.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0115_sr_50d0f1e892c91ed1e730e319.pdf#page=9|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0115_sr_50d0f1e892c91ed1e730e319.pdf#page=24|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0115_sr_50d0f1e892c91ed1e730e319.pdf#page=39|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0115_sr_50d0f1e892c91ed1e730e319.pdf#page=68,low,PROVISIONAL_COMPENSATION_EVIDENCE_NOT_DE|VISIBLE_PAGES_CONTAIN_GRIEVANCE_PROCEDUR|NO_WAGE_OR_PAY_AMOUNTS_VISIBLE_IN_PACKET,"Pages in the provided packet show table of contents and grievance/arbitration procedure terms but no visible wage/compensation amounts, rates, schedules, or effective-date pay terms.",excluded_provisional
