candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_region,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,verification_timestamp,candidate_only_lineage_status
TS4L-31ea7739fccc0b46e682,lane_2,tier_c,verification_ready_low,101,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://beavervalleyfop.org/members-only/pa-labor-relations-board-decisions/,Beaver Valley FOP — compiled Pennsylvania Labor Relations Board decisions list (includes an entry referencing “Middletown Borough Police Officers Association” and an impasse leading to interest arbitration),Middletown,PA,Northeast,safety_and_non_safety_bargaining_units,public_safety (police),Middletown Borough Police Officers Association (as referenced by list entry; exact docket/case not shown in locator snippet),2014-2024 (entry likely within broader historical range; exact award/decision date not specified in locator snippet),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,middletown_borough_PA — likely,possibly_overlaps_2014_2024 (page is a decisions index; specific entry date not in locator snippet),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Middletown,PA,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2024 (entry likely within broader historical range; exact award/decision date not specified in locator snippet),head_http_200,2026-07-27T12:57:28Z,verified_source_lead_not_downloaded
TS4L-31ee2d57f210fed90057,lane_2,tier_c,verification_ready_low,102,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://mariettaga.gov/m/newsflash/home/detail/4364,"Marietta City Council Approves Largest Single Pay Increase for Public Safety Employees • Marietta, GA",Marietta,GA,South,safety_and_non_safety_bargaining_units,public safety (police/fire) employees,,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same_city=likely (City of Marietta, GA)",overlaps_target_window=unknown,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Marietta,GA,South,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2024 target window,head_http_200,2026-07-27T12:57:28Z,verified_source_lead_not_downloaded
TS4L-32a6915c23e1d49c1619,lane_2,tier_c,verification_ready_medium,115,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://westwarwickri.gov/vertical/sites/%7B7B7C7E47-F7C1-4511-8CF3-EA8EBAF7D539%7D/uploads/2021-2024-Council-94-CBA.pdf,"2021-2024 Council 94 CBA (West Warwick, RI)",West Warwick,RI,Northeast,safety_and_non_safety_bargaining_units,Non-safety municipal employees (as typically represented by Council 94; label-based),Council 94 (Local 2045) Municipal employees (as reflected in West Warwick CBA labeling),2021-2024,2021-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Same municipality match (West Warwick, RI) implied by source host and filename",Overlaps target window (2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,West Warwick,RI,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2021-2024,head_http_200,2026-07-27T12:57:03Z,verified_source_lead_not_downloaded
TS4L-348610033d1fdf4ba378,lane_2,tier_c,verification_ready_low,110,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.gtnj.org/index.php/i-want-to/find-a-form-or-document/employee-contracts/police,Galloway Township Municipal Government - Police (Employee Contracts) / Document Library,Galloway,NJ,Northeast,safety_and_non_safety_bargaining_units,Safety (Police),PBA Superior Officers; Rank & File Police (as listed in the document library),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,exact_same_city_municipality_locator,unknown_overlap_with_2014_2024_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Galloway,NJ,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2024 target window,head_http_200,2026-07-27T12:57:12Z,verified_source_lead_not_downloaded
TS4L-365cffc258271b820e47,lane_2,tier_c,verification_ready_medium,118,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.teanecknj.gov/media/ansnjh20/afscme-agreememt-2022-2026-signed.pdf,AFSCME Agreement 2022-2026 (Signed) (Teaneck Township),Teaneck,NJ,Northeast,safety_and_non_safety_bargaining_units,Non-safety public employees (AFSCME unit—needs specific sub-unit confirmation),AFSCME (Teaneck unit—specific local/department not confirmed from locator alone),2022-2026,2022-01-01,2026-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_teaneck_match,overlaps_target_window_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Teaneck,NJ,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2022-2026,head_http_200,2026-07-27T12:57:03Z,verified_source_lead_not_downloaded
TS4L-393ebd36aa6cf5ee1df9,lane_2,tier_c,verification_ready_low,97,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.stratfordct.gov/documents/town-hall/town-departments-%26-services/human-resources/collective-bargaining-agreements/23871891,"Town of Stratford, CT — Documents: Collective Bargaining Agreements (Human Resources)",Stratford,CT,Northeast,safety_and_non_safety_bargaining_units,Public safety (fire/police) and other covered employee groups (as listed on page),"Includes, at minimum: Firefighter Union Local 998 (IAFF) and Police Union Local 407 (as shown on page)","Multiple contract periods listed on page (e.g., Fire: 7/1/2022–6/30/2026; Police: 7/1/2021–6/30/2025) (as shown on page)",2021-07-01,2026-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,yes,overlaps 2014-2024 window (contains cycles extending through 2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Stratford,CT,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"Multiple contract periods listed on page (e.g., Fire: 7/1/2022–6/30/2026; Police: 7/1/2021–6/30/2025) (as shown on page)",head_http_200,2026-07-27T12:57:41Z,verified_source_lead_not_downloaded
TS4L-3a971fb93837705eb027,lane_2,tier_c,verification_ready_medium,106,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.ridleytwp.org/_files/ugd/6e8aba_3e99a7cb465947779f556253981ffb14.pdf,Ridley Township Board of Commissioners agenda packet (mentions 2022 through 2024 Ridley Township Police FOP contract ratification),Ridley,PA,Northeast,safety_and_non_safety_bargaining_units,Police (public safety),Delaware County FOP Lodge 27 (Ridley Township police bargaining unit referenced),2022-2024 (as referenced: “2022 through 2024 Ridley Township Police FOP”),2022,2024,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Direct municipality match (Ridley Township, PA).",Overlaps expected window (2014-2024).,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Ridley,PA,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2022-2024 (as referenced: “2022 through 2024 Ridley Township Police FOP”),head_http_200,2026-07-27T12:57:19Z,verified_source_lead_not_downloaded
TS4L-3a9e3d6a07ff0bc230b0,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.freeholdboroughnj.gov/government/documents/forms-documents/financial-documents/labor-agreements/1567-2022-2026-cwa-agreement/file,"AGREEMENT BETWEEN THE BOROUGH OF FREEHOLD & COMMUNICATION WORKERS OF AMERICA (CWA) LOCAL 1032 (Jan 1, 2022 – Dec 31, 2026) [PDF]",Freehold,NJ,Northeast,safety_and_non_safety_bargaining_units,Non-public-safety municipal employees (CWA bargaining unit),Communications Workers of America (CWA) Local 1032,"January 1, 2022 through December 31, 2026",2022,2024,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_freehold_borough_nj,overlaps_target_window_2014_2024 (2022-2024 overlap),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Freehold,NJ,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"January 1, 2022 through December 31, 2026",head_http_200,2026-07-27T12:57:04Z,verified_source_lead_not_downloaded
TS4L-3cf16f6fd1fb9aeeb02d,lane_2,tier_c,verification_ready_medium,106,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2019/19-MED-10-1139.pdf,"MOU/Addendum (SERB/Ohio Public Sector) — Delhi Township Fire Department / International Association of Firefighters, Local 3389 (Addendum PDF)",Delhi,OH,Midwest,safety_and_non_safety_bargaining_units,Firefighters / Public Safety (IAFF),"International Association of Firefighters, Local 3389 (Delhi Township)","MOU dated and effective December 18, 2019; referenced as attached to parties’ CBA (PDF hosted under 19-MED-10-1139 addendums)",,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same_city_inferred_from_party_name_(""Delhi Township"")",unknown,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Delhi,OH,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"MOU dated and effective December 18, 2019; referenced as attached to parties’ CBA (PDF hosted under 19-MED-10-1139 addendums)",head_http_200,2026-07-27T12:57:19Z,verified_source_lead_not_downloaded
TS4L-3d658f09d33d25ffc2ec,lane_2,tier_c,verification_ready_medium,110,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-06-0808.pdf,"Collective Bargaining Agreement — City of Franklin, Ohio & Local 3742, International Association of Fire Fighters (IAFF) (Fire & EMS)",Franklin,OH,Midwest,safety_and_non_safety_bargaining_units,Public safety (fire/EMS),IAFF Local 3742 — Firefighter/EMT or Paramedic (and ranks incl. Lieutenant/Captain as defined),Not fully confirmed from snippet alone (SERB contract PDF; target window is 2014-2024).,2021-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,overlapping_with_2014_2024_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Franklin,OH,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Not fully confirmed from snippet alone (SERB contract PDF; target window is 2014-2024).,head_http_200,2026-07-27T12:57:08Z,verified_source_lead_not_downloaded
TS4L-3d9dda7b9f0668698ada,lane_2,tier_c,verification_ready_low,109,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.ny.gov/city-rye-and-rye-police-association,STATE OF NEW YORK — Public Employment Relations Board: City of Rye and Rye Police Association,Rye,NY,Northeast,safety_and_non_safety_bargaining_units,police (uniformed law enforcement) (inferred from Rye Police Association),Rye Police Association,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Same municipality (Rye, NY) in title/heading",Unknown (target window 2014-2024; period not specified in the search snippet),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Rye,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2024 target window,head_http_200,2026-07-27T12:57:15Z,verified_source_lead_not_downloaded
TS4L-3e38807638970ac344a6,lane_2,tier_c,verification_ready_low,103,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.cityofalabaster.com/430/Employee-Documents,"City of Alabaster, AL — Employee Documents",Alabaster,AL,South,safety_and_non_safety_bargaining_units,public safety and other city employee groups (documents page index),,2014-2024 (document index; period not specified in locator),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_expected (City of Alabaster source),unknown_overlap,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Alabaster,AL,South,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2024 (document index; period not specified in locator),head_http_200,2026-07-27T12:57:22Z,verified_source_lead_not_downloaded
TS4L-3e87aa1823fbe0e290ba,lane_2,tier_c,verification_ready_low,110,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.westseneca.gov/Archive/ViewFile/Item/94,"PBA Contract: 2017 to 2020 (Part 1) — Town of West Seneca, NY / West Seneca Police Benevolent Association",West Seneca,NY,Northeast,safety_and_non_safety_bargaining_units,police (safety),West Seneca Police Benevolent Association (PBA),2017 to 2020 (Part 1),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,West Seneca,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2017 to 2020 (Part 1),head_http_200,2026-07-27T12:57:12Z,verified_source_lead_not_downloaded
TS4L-3e8946e43d8ce6d74cd0,lane_2,tier_c,verification_ready_medium,114,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.ny.gov/system/files/documents/2024/03/ia88-038-award-3-19-90.pdf,PERB Award of Arbitration (PERB IA88-038): Town of New Windsor and Police Benevolent New Windsor Association (received 3/19/1990),New Windsor,NY,Northeast,safety_and_non_safety_bargaining_units,Police (safety),Police Benevolent New Windsor Association / New Windsor PBA,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match_found,outside_target_window_2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,New Windsor,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2024 target window,head_http_200,2026-07-27T12:57:04Z,verified_source_lead_not_downloaded
TS4L-3f1fdbc5bfc43bba3c37,lane_2,tier_c,verification_ready_low,102,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.hanoverparkillinois.org/Archive/ViewFile/Item/110,2015 - 2017 MAP Patrol Bargaining Union Contract (Village of Hanover Park) — ViewFile Item 110,Hanover,IL,Midwest,safety_and_non_safety_bargaining_units,police (patrol officers),MAP Patrol Bargaining Union (MAP),2015-2017,2015,2017,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_name_match_hanover_park_il_not_exact_hanover_il,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Hanover,IL,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2015-2017,head_http_200,2026-07-27T12:57:23Z,verified_source_lead_not_downloaded
TS4L-4110bec65da237b060f5,lane_2,tier_c,verification_ready_medium,98,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|cycle_metadata_value,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2013/13-MED-10-1321.pdf,"SERB Conciliation Award (Deerfield Township; International Association of Firefighters, Local 4286) — SERB No. 2013-MED-10-1321 (award dated May 30, 2014)",Deerfield,OH,Midwest,safety_and_non_safety_bargaining_units,Firefighters (IAFF Local 4286),"International Association of Firefighters, Local 4286 (Deerfield Township unit)","Conciliation award issued May 30, 2014 for SERB No. 2013-MED-10-1321",2014,2014-2017 (award-to-,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Deerfield (Deerfield Township, Warren County, OH) match",Overlaps target window (award dated 2014; likely relevant to subsequent CBA terms through 2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Deerfield,OH,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"Conciliation award issued May 30, 2014 for SERB No. 2013-MED-10-1321",head_http_200,2026-07-27T12:57:36Z,verified_source_lead_not_downloaded
TS4L-4207c829bf7c304d5022,lane_2,tier_c,verification_ready_low,102,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|cycle_metadata_value,https://www.forneytx.gov/AgendaCenter/ViewFile/Item/10265?fileID=18445,"City Council Agenda Item Summary Report (March 19, 2024): Meet and Confer Agreement between the City of Forney and the Forney Professional Firefighters Association (to expire Sep 30, 2024)",Forney,TX,South,safety_and_non_safety_bargaining_units,Firefighters (safety bargaining unit via firefighters association),Forney Professional Firefighters Association,"To expire September 30, 2024 (meet & confer period referenced by the council item)",2023-10-01,2024-09-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Forney city (City of Forney) / Forney firefighters association,Overlaps target window (2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Forney,TX,South,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"To expire September 30, 2024 (meet & confer period referenced by the council item)",head_http_200,2026-07-27T12:57:28Z,verified_source_lead_not_downloaded
TS4L-42e5d12c51cc5eadcfbf,lane_2,tier_c,verification_ready_medium,108,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://cityofnewalbany.com/wp-content/uploads/2022/06/041922-bowmin.pdf,New Albany (IN) Board of Public Works & Safety minutes (041922) — includes grievance hearing for Local #410 firefighters,New Albany,IN,Midwest,safety_and_non_safety_bargaining_units,Firefighters / Professional Fire Fighters Union,New Albany Professional Firefighters Union Local #410,2022-04-19 grievance hearing (minutes document; contract period not specified in lead),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,overlapping_with_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,New Albany,IN,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2022-04-19 grievance hearing (minutes document; contract period not specified in lead),head_http_200,2026-07-27T12:57:16Z,verified_source_lead_not_downloaded
TS4L-448fc9c2de3ee9d6fa68,lane_2,tier_c,verification_ready_low,110,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.ny.gov/compulsory-interest-arbitration-awards?page=60,PERB: Compulsory Interest Arbitration Awards (index; includes a Town of Colonie / Colonie Police Benevolent Association entry),Colonie,NY,Northeast,safety_and_non_safety_bargaining_units,Police (indexed arbitration awards),Colonie Police Benevolent Association,2014-2018 filter context shown on the index page (exact award year not confirmed in snippet),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,potential_overlap_with_2014_2018_via_index_filter_context,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Colonie,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2018 filter context shown on the index page (exact award year not confirmed in snippet),head_http_200,2026-07-27T12:57:12Z,verified_source_lead_not_downloaded
TS4L-44b2dea6ae849920d97c,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.ny.gov/compulsory-interest-arbitration-awards?page=62,PERB: Compulsory Interest Arbitration Awards (listing includes Town of Tonawanda and Town of Tonawanda Police Club),Tonawanda,NY,Northeast,safety_and_non_safety_bargaining_units,Police (safety bargaining unit lead capacity),Town of Tonawanda Police Club,2019-2023 (from listing page segment; exact award period not extracted),2019,2023,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,expected_overlap_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Tonawanda,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2019-2023 (from listing page segment; exact award period not extracted),head_http_200,2026-07-27T12:57:04Z,verified_source_lead_not_downloaded
TS4L-44c8dd46390352913256,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://dspace.njstatelib.org/items/e881d5cf-28df-4db6-bfab-43af92fa2eb1,Biennial Report of the Public Employment Relations Commission on the Police and Fire Public Interest Arbitration Reform Act (PERC police/fire interest arbitration context),Bridgewater,NJ,Northeast,safety_and_non_safety_bargaining_units,police and fire (context for strike/no-strike constraint),,Biennial report (published content; retrieve within 2014-2024 window as relevant during follow-up),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,not municipality-specific (statewide background; not a Bridgewater-only record),may overlap with target window depending on which biennial report year(s) are selected during follow-up,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Bridgewater,NJ,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Biennial report (published content; retrieve within 2014-2024 window as relevant during follow-up),head_http_200,2026-07-27T12:57:40Z,verified_source_lead_not_downloaded
TS4L-46b6a28caf64fa601b84,lane_2,tier_c,verification_ready_medium,106,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/fact-finding/2014/documents/city%20of%20york%20pera-f-13-325-e.pdf,Pennsylvania Labor Relations Board — Fact-Finding Report — City of York and Teamsters Local 776 (Case No. PERA-F-13-325-E) (Fact Finding; year 2014 folder),York,PA,Northeast,safety_and_non_safety_bargaining_units,Teamsters (Local Union No. 776),Teamsters Local Union No. 776,Fact-finding report document (case PERA-F-13-325-E; in 2014 fact-finding document folder),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"City of York, York County, Pennsylvania (match)",Likely within 2014-2024 target window (in 2014 fact-finding folder; specific bargaining cycle dates not stated in search snippet),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,York,PA,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Fact-finding report document (case PERA-F-13-325-E; in 2014 fact-finding document folder),head_http_200,2026-07-27T12:57:19Z,verified_source_lead_not_downloaded
TS4L-476f8bdab2a86e3b09a8,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://perb.ny.gov/system/files/documents/2024/05/m2012-054.pdf,"PERB fact-finding document PDF: Town of Union, NY and CSEA, Local 806/804 (impasse) (PDF locator)",Union,NY,Northeast,safety_and_non_safety_bargaining_units,public sector (CSEA bargaining unit; specific composition not confirmed from locator alone),CSEA local (as named in PDF),"Impasse arising from CBA expiration Dec 31, 2012; bargaining began Jan 2013 (as indicated in the PDF text preview snippet)",2013,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Town of Union, NY (named in PDF snippet/locator content)",Overlaps target window indirectly (impasse started pre-2014); CBA/arbitration years within 2014-2024 not confirmed from locator alone,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Union,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"Impasse arising from CBA expiration Dec 31, 2012; bargaining began Jan 2013 (as indicated in the PDF text preview snippet)",head_http_200,2026-07-27T12:57:40Z,verified_source_lead_not_downloaded
TS4L-484ebea358aa6b0d2b62,lane_2,tier_c,verification_ready_medium,118,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/documents/contracts/Johnston-Police-CBA-Exp-6-30-2022.pdf,Johnston-Police-CBA-Exp-6-30-2022.pdf (Rhode Island Division of Municipal Finance: Contracts),Johnston,RI,Northeast,safety_and_non_safety_bargaining_units,safety (police),Johnston Police bargaining unit (union/cba identified in document),Expires 06/30/2022 (CBA period in document),2019-07-01,2022-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Johnston,RI,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Expires 06/30/2022 (CBA period in document),head_http_200,2026-07-27T12:57:03Z,verified_source_lead_not_downloaded
TS4L-4e3940d1a1ed7f4ce9a9,lane_2,tier_c,verification_ready_medium,114,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.ny.gov/system/files/documents/2024/03/ia86-007-award-5-22-87.pdf,PERB Award of Arbitration (PERB IA-86-7): Town of New Windsor and New Windsor Police Association (received 5/22/1987),New Windsor,NY,Northeast,safety_and_non_safety_bargaining_units,Police (safety),New Windsor Police Association,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match_found,outside_target_window_2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,New Windsor,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2024 target window,head_http_200,2026-07-27T12:57:04Z,verified_source_lead_not_downloaded
TS4L-50a3f963cab4fb5058fe,lane_2,tier_c,verification_ready_medium,98,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|cycle_metadata_value,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-16-068-arb-award.pdf,ILRB Interest Arbitration Award PDF (S-MA-16-068) — County of St. Clair / Fraternal Order of Police Labor Council,St. Clair,IL,Midwest,safety_and_non_safety_bargaining_units,Public safety (police/sheriff sworn) — Fraternal Order of Police Labor Council,Illinois Fraternal Order of Police Labor Council (FOP Labor Council),2016 arbitration award (exact effective start/end not captured in lead snippet),2016-01-01,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,strong_match,overlaps_2014_2024_expected_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,St. Clair,IL,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2016 arbitration award (exact effective start/end not captured in lead snippet),head_http_200,2026-07-27T12:57:36Z,verified_source_lead_not_downloaded
