state,municipality,unit_type,contract_or_document_period,download_queue_rows,retained_sources,coverage_status
NJ,Delran,non_safety_municipal_units,CY 2020 municipal budget cycle (presentation),1,1,retained_source_not_ingested
NJ,Denville,safety_and_non_safety_compensation_units,Confidential Salary Ordinance labeled 2022–2025 (salary/conditions for employees not governed by collective bargaining).,1,1,retained_source_not_ingested
NJ,Denville,safety_and_non_safety_compensation_units,"Salary ordinance tied to MOA signed Sep 22, 2021; includes salary schedule beginning 1/1/2022 and additional effective dates through the document period label (2022-2025).",1,1,retained_source_not_ingested
NJ,East Orange,non_safety_comparator,2022–2027 (stated in locator title),1,1,retained_source_not_ingested
NJ,Edison,safety_and_non_safety_bargaining_units,2014 arbitration-related proceeding referenced,1,1,retained_source_not_ingested
NJ,Egg Harbor,safety_and_non_safety_bargaining_units,Appears to be fact-finding related to an impasse; likely within 2014-2024 window (document age suggests mid-2010s).,1,1,retained_source_not_ingested
NJ,Egg Harbor,safety_and_non_safety_bargaining_units,Meeting notice dated 2014-08-14; references SN-2013-029 & SN-2013-030,1,1,retained_source_not_ingested
NJ,Egg Harbor,safety_and_non_safety_bargaining_units,PERC synopsis published 2014-08-14; docket numbers SN-2013-029 & SN-2013-030 (time window plausibly within 2013-2014),1,1,retained_source_not_ingested
NJ,Fairview,non_safety_comparator,"Memorandum of Understanding term: January 1, 2024 through December 31, 2026 (as referenced as attached to the resolution)",1,1,retained_source_not_ingested
NJ,Freehold,safety_and_non_safety_bargaining_units,"January 1, 2022 through December 31, 2026",3,3,retained_source_not_ingested
NJ,Galloway,safety_and_non_safety_bargaining_units,2014-2024 target window,2,2,retained_source_not_ingested
NJ,Glassboro,non_safety_comparator,"Includes “Transp Aides MOA Copy of Glassboro 25-28 MOA to BOE 1-20-26” / aligns to July 1, 2025–June 30, 2028 salary-guide years",1,1,retained_source_not_ingested
NJ,Glassboro,non_safety_comparator,Salary guide covering the GEA MOA period (document content indicates 2025-2028 alignment; filename appears as base year guide),1,1,retained_source_not_ingested
NJ,Hamilton,safety_and_non_safety_bargaining_units,"Three-year contract beginning January 1, 2019 (end year not captured in snippet)",1,1,retained_source_not_ingested
NJ,Harrison,safety_and_non_safety_compensation_units,"Effective January 1 for 2016, 2017, 2018, 2019, 2020 (salary schedule years listed)",1,1,retained_source_not_ingested
NJ,Irvington,safety_and_non_safety_bargaining_units,inferred: 2016-2017 (interest arbitration award lifecycle referenced in snippet: initial award July 2016; remand; decision Jan 2017),1,0,no_retained_source_in_tier_c
NJ,Lakewood,safety_and_non_safety_bargaining_units,2014 (meeting/minutes; resolution authorizing execution of a CBA),1,1,retained_source_not_ingested
NJ,Lodi,non_safety_comparator,2025-2029,2,2,retained_source_not_ingested
NJ,Long Branch,non_safety_comparator,2023-2026,1,1,retained_source_not_ingested
NJ,Lower,non_safety_municipal_units,January 2024 - December 2026,1,1,retained_source_not_ingested
NJ,Lower,non_safety_municipal_units,"MOA economic/non-economic retroactivity to Agreement effective 1/1/24 (replacement for existing CBA expiring Dec 31, 2023)",1,1,retained_source_not_ingested
NJ,Lower,non_safety_municipal_units,contract period not extracted (document hosted as 'Spvr.pdf'),1,1,retained_source_not_ingested
NJ,Lyndhurst,non_safety_municipal_units,Adopted Budget: 2016 (fiscal year),1,1,retained_source_not_ingested
NJ,Manchester,safety_and_non_safety_bargaining_units,2013-2014 (arbitration-related grievance; synopsis dated 2014-01-30),1,1,retained_source_not_ingested
NJ,Manchester,safety_and_non_safety_bargaining_units,2013-2014 (unit clarification matter; synopsis dated 2014-04-24),1,1,retained_source_not_ingested
NJ,Millburn,non_safety_municipal_units,2024-2028,1,0,no_retained_source_in_tier_c
NJ,Millburn,non_safety_municipal_units,Ordinance 2599-22 (Salary Ordinance) — years 2021-2025,1,1,retained_source_not_ingested
NJ,Monroe,safety_and_non_safety_bargaining_units,2014-2024 (award periods vary; table used to find Monroe Township specific dockets within target window),1,1,retained_source_not_ingested
NJ,Monroe,safety_and_non_safety_bargaining_units,2023-2026 (MOA ratified in packet; overlaps 2024 target window),1,1,retained_source_not_ingested
NJ,Moorestown,non_safety_municipal_units,"Memorandum of Agreement covering January 1, 2013 through December 31, 2018 (successor agreement; successor continuation into 2014-2016)",1,1,retained_source_not_ingested
NJ,Moorestown,non_safety_municipal_units,"Three-year labor agreement for January 1, 2014 through December 31, 2016",1,1,retained_source_not_ingested
NJ,Mount Olive,safety_and_non_safety_bargaining_units,Not specified in lead (Appellate decision dated 2025; refers to CNA/arbitration context involving Mount Olive police officers),1,0,no_retained_source_in_tier_c
NJ,Mount Olive,safety_and_non_safety_bargaining_units,Not specified in lead (PERC synopsis PDF dated 2022-05-26; Docket No. SN-2022-022),1,1,retained_source_not_ingested
NJ,Mount Olive,safety_and_non_safety_bargaining_units,Not specified in lead (PERC synopsis dated 2010-09-23; may reference settlement/interest arbitration award procedural history),1,1,retained_source_not_ingested
NJ,New Providence,non_safety_comparator,"January 1, 2012 through December 31, 2014",1,1,retained_source_not_ingested
NJ,Newark,non_safety_comparator,2010-2015 (includes 2013-2015 years),1,1,retained_source_not_ingested
NJ,Newark,non_safety_comparator,"July 1, 2011 - June 30, 2015",1,1,retained_source_not_ingested
NJ,Ocean,safety_and_non_safety_bargaining_units,"January 1, 2016 through December 31, 2017",1,1,retained_source_not_ingested
NJ,Ocean,safety_and_non_safety_bargaining_units,"January 1, 2020 through December 31, 2023",1,1,retained_source_not_ingested
NJ,Pemberton,non_safety_municipal_units,2021-2024 (agreement period reflected in file title),1,1,retained_source_not_ingested
NJ,Pemberton,non_safety_municipal_units,CY 2024 (salary ordinance proposed for 2024),1,1,retained_source_not_ingested
NJ,Ramsey,non_safety_comparator,"January 1, 2022 through December 31, 2025",1,1,retained_source_not_ingested
NJ,Ramsey,non_safety_comparator,"January 1, 2024 through December 31, 2025",1,1,retained_source_not_ingested
NJ,Randolph,non_safety_municipal_units,2014-2024 window (landing page for agreements; includes 2024 RTEA and PERC non-police/fire summary items),1,1,retained_source_not_ingested
NJ,Randolph,non_safety_municipal_units,2024 (PERC non-police and fire collective negotiations agreement summary form),1,1,retained_source_not_ingested
NJ,Randolph,non_safety_municipal_units,"Effective January 1, 2024 (agreement document within 2024-2026 cycle)",1,1,retained_source_not_ingested
NJ,South Brunswick,safety_and_non_safety_bargaining_units,2014-2024 target window,1,1,retained_source_not_ingested
NJ,Teaneck,safety_and_non_safety_bargaining_units,2022-2026,1,1,retained_source_not_ingested
NJ,West Deptford,non_safety_municipal_units,"Ordinance #2014-03 (2014 salaries and compensation of officials and employees) — referenced within Jan 16, 2014 meeting minutes",1,1,retained_source_not_ingested
NJ,West Deptford,non_safety_municipal_units,"Ordinance #O-2016-21 (2016 salaries and compensation of officers and employees) — referenced within Oct 19, 2016 minutes",1,1,retained_source_not_ingested
NJ,West Milford,non_safety_municipal_units,12-31-2014 (sidebar; referenced as 2014),1,1,retained_source_not_ingested
NJ,West Milford,non_safety_municipal_units,2015-2019,1,1,retained_source_not_ingested
NJ,West Orange,safety_and_non_safety_bargaining_units,2012-2014 (referenced in arbitration award context),1,1,retained_source_not_ingested
NJ,Woolwich,safety_and_non_safety_compensation_units,"Year 2024 (effective “As of January 1, 2024” per the ordinance structure)",1,1,retained_source_not_ingested
NM,Albuquerque,non_safety_comparator,"References agreements effective September 30, 2017–June 30, 2018 and other timeframes; also references Albuquerque Police Officers Association through June 30, 2020",1,0,no_retained_source_in_tier_c
NM,Hobbs,non_safety_comparator,"July 1, 2022 through June 30, 2025 (and/or related continuation/amendment context; see packet)",1,1,retained_source_not_ingested
NM,Hobbs,non_safety_comparator,"July 1, 2022 through June 30, 2027 (as referenced within the packet)",1,1,retained_source_not_ingested
NV,Carson,non_safety_comparator,"July 1, 2023 through June 30, 2027",1,1,retained_source_not_ingested
NY,Albany,non_safety_comparator,2015-2018 (overlaps expected 2016-2022 successor window partially),1,1,retained_source_not_ingested
NY,Beekman,safety_and_non_safety_compensation_units,"January 1, 2021–December 31, 2023 (referenced) and amended/extended to January 1, 2024–December 31, 2027 (referenced in MOA text)",1,1,retained_source_not_ingested
NY,Beekman,safety_and_non_safety_compensation_units,"Manual adopted effective January 1, 2016 (per referenced description in search snippets)",1,1,retained_source_not_ingested
NY,Bethlehem,safety_and_non_safety_bargaining_units,"Article date Oct 23, 2015; references an arbitration outcome",1,1,retained_source_not_ingested
NY,Buffalo,non_safety_comparator,MOA labeled for 2025 successor period (exact start/end dates not extracted here),1,1,retained_source_not_ingested
NY,Chili,safety_and_non_safety_bargaining_units,Agreement dated 1st day of January 2017 (successor agreement period not fully determined from lead snippet),1,0,no_retained_source_in_tier_c
NY,Cicero,safety_and_non_safety_bargaining_units,01.01.2022–12.31.2025 (as listed on the Town’s agreements page),1,1,retained_source_not_ingested
NY,Cicero,safety_and_non_safety_bargaining_units,Includes PBA contract 01.01.2023–12.31.2027; CSEA Highway Agreement 01.01.2022–12.31.2025 (page also lists other agreements outside 2014-2024),1,1,retained_source_not_ingested
NY,Clay,safety_and_non_safety_bargaining_units,2014-2024 target window,1,0,no_retained_source_in_tier_c
NY,Colonie,safety_and_non_safety_bargaining_units,2014-2018 filter context shown on the index page (exact award year not confirmed in snippet),1,0,no_retained_source_in_tier_c
NY,Dryden,safety_and_non_safety_compensation_units,"Mentions current labor agreement effective June 1, 2013 to May 31, 2016 (as described in the study)",1,1,retained_source_not_ingested
NY,Fishkill,non_safety_municipal_units,2014 (budget year),1,1,retained_source_not_ingested
NY,Fishkill,non_safety_municipal_units,2016 (budget year),1,1,retained_source_not_ingested
NY,Geddes,safety_and_non_safety_compensation_units,"O&T: 2019-2022; PBA: Jan 1, 2022 through Dec 31, 2023 (per document text snippet)",1,1,retained_source_not_ingested
NY,Greece,safety_and_non_safety_bargaining_units,Compulsory interest arbitration decision and award (PERB No. IA91-004 per the page content),1,0,no_retained_source_in_tier_c
NY,Greece,safety_and_non_safety_bargaining_units,Interest arbitration award (covers period commencing 1/1/1998 through 12/31/2000 per the award on the page),1,0,no_retained_source_in_tier_c
NY,Islip,safety_and_non_safety_bargaining_units,"January 1, 2014 – December 31, 2016",1,0,no_retained_source_in_tier_c
NY,Islip,safety_and_non_safety_bargaining_units,"January 1, 2017 – December 31, 2020",1,0,no_retained_source_in_tier_c
NY,Islip,safety_and_non_safety_bargaining_units,"January 1, 2021 – December 31, 2024",1,0,no_retained_source_in_tier_c
NY,Jamestown,non_safety_comparator,2022-2025 (with appendix salary schedules covering 2016-2021 per document snippet),1,1,retained_source_not_ingested
NY,Jamestown,non_safety_comparator,Not a single contract (directory/index),1,1,retained_source_not_ingested
NY,Lackawanna,non_safety_comparator,2013 City Council communications referencing Chapter 36-19 wage schedule/classification (context around non-bargaining-unit wage schedule changes),1,1,retained_source_not_ingested
NY,Lancaster,safety_and_non_safety_bargaining_units,2014-2018 (award listing window); case received 10/5/2015,1,0,no_retained_source_in_tier_c
NY,Lockport,non_safety_municipal_units,2017 (with wage increase schedule through 2024 and beyond indicated),1,1,retained_source_not_ingested
NY,Lockport,non_safety_municipal_units,"2023 update (implied coverage into subsequent years, including effective dates)",1,1,retained_source_not_ingested
NY,Lockport,non_safety_municipal_units,Through Dec. 2026,1,1,retained_source_not_ingested
NY,Manlius,safety_and_non_safety_bargaining_units,"Appears to cover Jan 1, 2021 through Dec 31, 2023 (as shown in the hosted document text snippet)",1,1,retained_source_not_ingested
NY,Manlius,safety_and_non_safety_bargaining_units,Interest arbitration award following a wage re-opener impasse (1987),1,0,no_retained_source_in_tier_c
NY,Milton,non_safety_municipal_units,2014 (audit reference label 2014M-357; report issued in 2015),1,1,retained_source_not_ingested
NY,Moreau,safety_and_non_safety_compensation_units,"Comparative salary schedule columns include Adopted 2018, Adopted 2019, Adopted 2020, Adopted 2021, Adopted 2022, Adopted 2023 (document year 2024 adopted budget)",1,1,retained_source_not_ingested
NY,Mount Pleasant,safety_and_non_safety_bargaining_units,Impose-process listing page; underlying record includes Declaration of Impasse in 2014 and fact-finding within the 2016 period,1,0,no_retained_source_in_tier_c
NY,Mount Pleasant,safety_and_non_safety_bargaining_units,"Successor negotiations for CBA expired on December 31, 2010 and continued in effect; Declaration of Impasse filed August 21, 2014; fact-finding appointed April 27, 2016",1,0,no_retained_source_in_tier_c
NY,New Hartford,non_safety_municipal_units,Calendar year 2017 (Non-union Benefits and Compensation; also mileage rate policy language for FY 2017),1,1,retained_source_not_ingested
NY,New Hartford,non_safety_municipal_units,Calendar year 2024 (2024 Salary Schedule),1,1,retained_source_not_ingested
NY,New Rochelle,non_safety_comparator,"January 1, 2021 through December 31, 2026",2,2,retained_source_not_ingested
NY,New Windsor,safety_and_non_safety_bargaining_units,2014-2024 target window,2,0,no_retained_source_in_tier_c
NY,Newburgh,safety_and_non_safety_bargaining_units,2014-2018 (indexed by received fiscal year on PERB awards page),1,0,no_retained_source_in_tier_c
NY,Newburgh,safety_and_non_safety_bargaining_units,2019-2023 (award PDF dated 9/9/20; case number IA2017-009),1,0,no_retained_source_in_tier_c
NY,North Greenbush,safety_and_non_safety_compensation_units,"PERB Case No. IA2003-010; M2002-284 (older than the requested window, but may include wage/benefit classification and comparability rationale useful for method/structure)",1,0,no_retained_source_in_tier_c
NY,Olean,non_safety_comparator,"Begins: July 1, 2021; Ends: June 30, 2025",1,1,retained_source_not_ingested
NY,Olean,non_safety_comparator,"Begins: September 1, 2020; Ends: August 31, 2025",1,1,retained_source_not_ingested
NY,Owego,non_safety_municipal_units,Audit (2018) referencing employee/payroll documentation (exact period not identified in lead snippet),1,1,retained_source_not_ingested
NY,Owego,non_safety_municipal_units,Discussion includes 2014-2016 budget context (per lead snippet),1,1,retained_source_not_ingested
NY,Peekskill,non_safety_comparator,"Includes January 1, 2006 through December 31, 2009 (and indicates agreement running to 2010); relevant overlap with 2009–2010 target years",1,0,no_retained_source_in_tier_c
NY,Poughkeepsie,safety_and_non_safety_bargaining_units,Case No. IA93-036 (year received appears to be ~1993; outside requested 2014-2024 window),1,0,no_retained_source_in_tier_c
NY,Poughkeepsie,safety_and_non_safety_bargaining_units,PERB Case No. M2010-266 (fact-finding; outside requested 2014-2024 window),1,0,no_retained_source_in_tier_c
NY,Rome,non_safety_comparator,2013 (MOA),1,0,no_retained_source_in_tier_c
NY,Rye,safety_and_non_safety_bargaining_units,2014-2024 target window,3,1,retained_source_not_ingested
NY,Salina,safety_and_non_safety_bargaining_units,Not stated in snippet; document dated 2025-05-14 (case identifier E-2676 referenced),1,0,no_retained_source_in_tier_c
NY,Saugerties,non_safety_municipal_units,"2015 Adopted Budget (approved as of Aug 31, 2014)",1,0,no_retained_source_in_tier_c
NY,Smithtown,safety_and_non_safety_bargaining_units,Effective Date: 2015-07-01; Expiration Date: 2024-06-30,1,0,no_retained_source_in_tier_c
NY,Southold,non_safety_municipal_units,2014-2024 (access point to specific CBA documents/periods),1,1,retained_source_not_ingested
NY,Southold,non_safety_municipal_units,2024 (budget year; supports fiscal constraint/pay plan context across 2014-2024 research window),1,1,retained_source_not_ingested
NY,Southold,non_safety_municipal_units,"includes explicit compensation mechanism; snippet indicates force through December 31, 2016",1,1,retained_source_not_ingested
NY,Stony Point,safety_and_non_safety_compensation_units,"Memorandum of Agreement commencing January 1, 2014 for four (4) years (successor CBA period referenced by meeting minutes)",1,1,retained_source_not_ingested
NY,Stony Point,safety_and_non_safety_compensation_units,"Wage increases Memorandum of Agreement (successor/supplemental wage MOA referenced; current PBA CBA noted as expired Dec 31, 2017)",1,1,retained_source_not_ingested
NY,Sweden,safety_and_non_safety_compensation_units,"2014 (salary schedule set via resolution dated January 2, 2014)",1,1,retained_source_not_ingested
NY,Thompson,safety_and_non_safety_compensation_units,2014-2024 target window,1,1,retained_source_not_ingested
NY,Tonawanda,safety_and_non_safety_bargaining_units,2016-2018 (referenced standoff; exact PERB report period not extracted),1,1,retained_source_not_ingested
NY,Tonawanda,safety_and_non_safety_bargaining_units,2019-2023 (from listing page segment; exact award period not extracted),1,0,no_retained_source_in_tier_c
NY,Union,safety_and_non_safety_bargaining_units,"Impasse arising from CBA expiration Dec 31, 2012; bargaining began Jan 2013 (as indicated in the PDF text preview snippet)",1,0,no_retained_source_in_tier_c
NY,Warwick,safety_and_non_safety_bargaining_units,2014-2018 (indexed as such by PERB; case received 7/17/2015; Case Number: IA2014-008),1,0,no_retained_source_in_tier_c
NY,West Seneca,safety_and_non_safety_bargaining_units,2014-2024 target window,1,1,retained_source_not_ingested
NY,West Seneca,safety_and_non_safety_bargaining_units,2017 to 2020 (Part 1),1,1,retained_source_not_ingested
NY,West Seneca,safety_and_non_safety_bargaining_units,"Effective January 1, 2020 to December 31, 2022",1,1,retained_source_not_ingested
NY,White Plains,non_safety_comparator,1975-1976,2,0,no_retained_source_in_tier_c
OH,Boardman,safety_and_non_safety_bargaining_units,Conciliation Award (issued in/for 2013 proceedings; successor agreement period likely 2014–2016),1,1,retained_source_not_ingested
OH,Brookville,non_safety_comparator,Document dated 07/25/2022; effective/term dates not confirmed in lead metadata,1,1,retained_source_not_ingested
OH,Brookville,non_safety_comparator,"July 1, 2020 through June 30, 2023 (overlaps Jan 1, 2021 through June 30, 2022)",1,1,retained_source_not_ingested
OH,Bucyrus,non_safety_comparator,2023-25 (tentative; overlaps 2024),1,1,retained_source_not_ingested
OH,Clear Creek,safety_and_non_safety_bargaining_units,2021-2023,1,1,retained_source_not_ingested
OH,Cleveland,non_safety_comparator,2025-2028,2,2,retained_source_not_ingested
OH,Deerfield,safety_and_non_safety_bargaining_units,CBA associated with SERB Case 19-MED-06-0577 (contract document in SERB Contracts repository; dated/period details inside record),1,1,retained_source_not_ingested
OH,Deerfield,safety_and_non_safety_bargaining_units,"Conciliation award issued May 30, 2014 for SERB No. 2013-MED-10-1321",1,1,retained_source_not_ingested
OH,Delhi,safety_and_non_safety_bargaining_units,"MOU dated and effective December 18, 2019; referenced as attached to parties’ CBA (PDF hosted under 19-MED-10-1139 addendums)",1,1,retained_source_not_ingested
OH,Dublin,non_safety_comparator,"January 1, 2023 – December 31, 2025",1,1,retained_source_not_ingested
OH,Franklin,safety_and_non_safety_bargaining_units,Not fully confirmed from snippet alone (SERB contract PDF; target window is 2014-2024).,1,1,retained_source_not_ingested
OH,Genoa,safety_and_non_safety_bargaining_units,2021-2023,1,1,retained_source_not_ingested
OH,Groveport,non_safety_comparator,"July 1, 2022 through June 30, 2024",1,1,retained_source_not_ingested
OH,Jackson,safety_and_non_safety_bargaining_units,"Effective Sep 1, 2021 to Aug 31, 2024 (document references parties’ collective bargaining agreement period)",1,1,retained_source_not_ingested
OH,Loveland,non_safety_comparator,"Effective May 5, 2020 through May 1, 2023",2,2,retained_source_not_ingested
OH,Mentor-on-the-Lake,non_safety_comparator,"June 25, 2016 to June 24, 2019 (wage re-opener effective June 25, 2018)",1,1,retained_source_not_ingested
OH,Miami,non_safety_comparator,"Effective July 1, 2022 through June 30, 2025",1,1,retained_source_not_ingested
OH,Mount Healthy,non_safety_comparator,"July 1, 2021 through June 30, 2022",1,1,retained_source_not_ingested
OH,Norwich,safety_and_non_safety_bargaining_units,"January 1, 2022 through December 31, 2024 (per document header visible in locator snippet)",1,1,retained_source_not_ingested
OH,Perry,safety_and_non_safety_bargaining_units,2015 (fact-finding report in the 2015 directory; bargaining-cycle period not extracted),1,1,retained_source_not_ingested
OH,Riverside,non_safety_comparator,"2022-2025 (amended by Board of Education on July 28, 2022)",1,1,retained_source_not_ingested
OH,Springboro,non_safety_comparator,"2019-2021 (amendment text indicates revisions through June 30, 2021)",1,1,retained_source_not_ingested
OH,Willard,non_safety_comparator,"Effective July 1, 2017 through June 30, 2020",1,1,retained_source_not_ingested
OH,Willard,non_safety_comparator,"Effective July 1, 2019 through June 30, 2022",1,1,retained_source_not_ingested
OH,Willard,non_safety_comparator,"Effective July 1, 2021 through June 30, 2024",1,1,retained_source_not_ingested
OK,Claremore,non_safety_municipal_units,2019/2020 (collective bargaining agreement referenced),1,1,retained_source_not_ingested
OK,Claremore,non_safety_municipal_units,2021/2022 (collective bargaining agreement referenced),1,1,retained_source_not_ingested
OK,Claremore,non_safety_municipal_units,FY-17 / 2017/2018 (collective bargaining agreement referenced),1,1,retained_source_not_ingested
OK,Jenks,safety_and_non_safety_bargaining_units,"Effective July 1, 2023 to (not including) July 1, 2025 (per “ARTICLE 32 DURATION OF AGREEMENT” shown in agenda file excerpt)",1,1,retained_source_not_ingested
OK,Moore,non_safety_comparator,2025-2026 (negotiated contract and procedural agreement),1,1,retained_source_not_ingested
OK,Owasso,non_safety_comparator,2024-2025 (FY 2024-25),1,1,retained_source_not_ingested
OK,Owasso,non_safety_comparator,2024-2025 (negotiated agreement document),1,1,retained_source_not_ingested
PA,Amity,safety_and_non_safety_compensation_units,2014-2024 target window,1,1,retained_source_not_ingested
PA,Caln,safety_and_non_safety_compensation_units,"January 1, 2018 to December 31, 2022 (per audit text)",1,1,retained_source_not_ingested
PA,Cheltenham,safety_and_non_safety_bargaining_units,Contract terms shown on the page (includes years spanning 2014-2024),1,0,no_retained_source_in_tier_c
PA,Cheltenham,safety_and_non_safety_bargaining_units,Opinion date appears to fall within 2014-2024 window (2018 in URL/path and snippet),1,1,retained_source_not_ingested
PA,Chester,non_safety_comparator,Chapter 9 plan document (published/hosted 2024-11); references 'Teamsters CBA' and indicates it is between the City and the Teamsters as amended,1,1,retained_source_not_ingested
PA,Chester,non_safety_comparator,"Financial recovery plan dated 2016-08-12; includes agreement-expiration information (e.g., FOP and Firefighters Local 1400 expire 12/31/2016 as indicated in the excerpt)",1,1,retained_source_not_ingested
PA,Chester,non_safety_comparator,"Recovery plan document (published/dated 2020-08-20) referencing prior/expiring agreements (e.g., FOP/Firefighters expire 12/31/2016 as noted in the document excerpt)",1,1,retained_source_not_ingested
PA,Cranberry,safety_and_non_safety_bargaining_units,"Successor negotiations following CBA expired December 31, 2024 (fact-finding in 2025)",1,1,retained_source_not_ingested
PA,Cranberry,safety_and_non_safety_bargaining_units,three-year collective bargaining agreement (ratification announced April 2014; successor period not explicitly confirmed in snippet),1,0,no_retained_source_in_tier_c
PA,East Norriton,safety_and_non_safety_compensation_units,"December 31, 2019 audit financial statement period",1,1,retained_source_not_ingested
PA,East Norriton,safety_and_non_safety_compensation_units,"December 31, 2023 audit financial statement period",1,1,retained_source_not_ingested
PA,East Norriton,safety_and_non_safety_compensation_units,FY2024 financial statements period (document labeled FY2024),1,1,retained_source_not_ingested
PA,Ephrata,non_safety_comparator,2024-2025 (within target window); schedule references multi-year CBA context in snippet,1,1,retained_source_not_ingested
PA,Ephrata,non_safety_comparator,Contains links to collective bargaining agreements and pay schedules (individual linked documents may cover portions of 2023-2027),1,0,no_retained_source_in_tier_c
PA,Falls,safety_and_non_safety_bargaining_units,"arbitration award referenced as Jan. 5, 2022; dispute involves disciplinary matter ending with a reduced suspension",1,1,retained_source_not_ingested
PA,Falls,safety_and_non_safety_bargaining_units,"references January 5, 2022 arbitration award (successor/dispute context tied to 2022); hearing/charge filed July 28, 2023",1,1,retained_source_not_ingested
PA,Franconia,safety_and_non_safety_compensation_units,2023-10-16 (minutes referencing prior police collective bargaining agreement),1,1,retained_source_not_ingested
PA,Franconia,safety_and_non_safety_compensation_units,2024-12-16 (agenda item referencing extension),1,1,retained_source_not_ingested
PA,Hatfield,non_safety_municipal_units,Budget year 2024 (approved 12/20/2023),1,1,retained_source_not_ingested
PA,Haverford,safety_and_non_safety_bargaining_units,"effective January 1, 2024 through December 31, 2024 (referenced within 2024 BOC materials)",1,0,no_retained_source_in_tier_c
PA,Lower Allen,non_safety_municipal_units,Document/publication dated 2025-04-02 (audit/report package including Non-Uniformed Pension Plan governed by Ordinance 2015-01 and related agreements),1,1,retained_source_not_ingested
PA,Lower Paxton,safety_and_non_safety_bargaining_units,2014-2024 target window,1,1,retained_source_not_ingested
PA,Lower Paxton,safety_and_non_safety_bargaining_units,Reference to prior arbitration award (year not confirmed within lead snippet; appears discussed in 2014 testimony),1,0,no_retained_source_in_tier_c
PA,Lower Southampton,non_safety_municipal_units,2014-2024 target window,1,1,retained_source_not_ingested
PA,McCandless,safety_and_non_safety_bargaining_units,2014-2024 target window,2,2,retained_source_not_ingested
PA,Middletown,safety_and_non_safety_bargaining_units,2014-2024 (entry likely within broader historical range; exact award/decision date not specified in locator snippet),1,1,retained_source_not_ingested
PA,Middletown,safety_and_non_safety_bargaining_units,2015 (final order year; underlying negotiation/arbitration/impasse period not specified in locator snippet),1,1,retained_source_not_ingested
PA,Millcreek,safety_and_non_safety_bargaining_units,References successor agreement / arbitration-informed bargaining timeline (2020 opinion),1,1,retained_source_not_ingested
PA,Northampton,safety_and_non_safety_bargaining_units,Contract listed: 1/1/2016–12/31/2020,1,1,retained_source_not_ingested
PA,Patton,safety_and_non_safety_compensation_units,Budget year 2023 (mentions police pay governed by CBA; non-uniform merit increase noted),1,1,retained_source_not_ingested
PA,Pittsburgh,non_safety_comparator,"wage determination includes dated effective wage amounts (e.g., effective Feb 1, 2016; Feb 1, 2017; Feb 1, 2018 shown in snippet)",1,1,retained_source_not_ingested
PA,Reading,non_safety_comparator,"Effective January 1, 2023 and expiring December 31, 2026 (retroactive provisions referenced)",1,1,retained_source_not_ingested
PA,Ridley,safety_and_non_safety_bargaining_units,2022-2024 (as referenced: “2022 through 2024 Ridley Township Police FOP”),1,1,retained_source_not_ingested
PA,Ridley,safety_and_non_safety_bargaining_units,Not explicitly stated in snippet; referenced as a police collective bargaining agreement with wage increase/residency/medical benefit modifications (dated within the referenced packet),1,1,retained_source_not_ingested
PA,Scott,safety_and_non_safety_compensation_units,Budget year 2021,1,1,retained_source_not_ingested
PA,Shaler,non_safety_municipal_units,2014 (order document in 2014 PLRB orders folder),1,1,retained_source_not_ingested
PA,Springfield,non_safety_municipal_units,2016-2020 (document); CBA-related wage increases referenced for at least 2015 within narrative,1,1,retained_source_not_ingested
PA,State College,non_safety_comparator,07/01/2023 - 06/30/2028,2,2,retained_source_not_ingested
PA,State College,non_safety_comparator,2022 - 2027,1,1,retained_source_not_ingested
PA,Swatara,safety_and_non_safety_bargaining_units,"Representation/certification matter referenced around incumbent agreement in its fourth year (petition filed January 30, 2018; NOC June 4, 2018; final order likely 2018 cycle)",1,1,retained_source_not_ingested
PA,Tredyffrin,safety_and_non_safety_bargaining_units,Not stated (fact finding listed without dates on resume snippet),1,1,retained_source_not_ingested
PA,Upper Allen,non_safety_municipal_units,"FY ended December 31, 2021 (ACFR coverage)",1,1,retained_source_not_ingested
PA,Upper Dublin,safety_and_non_safety_bargaining_units,"Hearing: January 13, 2015; Case No. ACT 88-14-37-E (fact-finding window spanning 2014-2015)",1,1,retained_source_not_ingested
PA,Upper Dublin,safety_and_non_safety_bargaining_units,"Report date: June 30, 2014 (Act 88 impasse / fact-finding window within 2014)",1,1,retained_source_not_ingested
PA,Upper Macungie,safety_and_non_safety_bargaining_units,"CBA and Act 111 interest arbitration referenced in opinion; the interest arbitration award referenced in related procedural history is dated Jan 24, 2011 with retroactive effective period through Dec 31, 2013 (as described in search snippets for related decisions)",1,1,retained_source_not_ingested
PA,Upper Macungie,safety_and_non_safety_bargaining_units,"May 1, 2017 through April 30, 2020 (current CBA term referenced on page)",1,1,retained_source_not_ingested
PA,Upper Moreland,non_safety_municipal_units,Collective Bargaining Agreement (exact contract term/expiration not captured in the minutes excerpt shown by the crawl),1,1,retained_source_not_ingested
PA,Upper Moreland,non_safety_municipal_units,"Four-year collective bargaining contract term; minutes state expiration on December 31, 2020",1,1,retained_source_not_ingested
PA,Upper Providence,non_safety_municipal_units,Five-year plan shown with compensation line items across 2015-2020 (per snippet text),1,1,retained_source_not_ingested
