extracted_text_id,retained_source_id,candidate_id,lane_id,target_mechanism_family,dry_run_status,live_span_extraction_status,artifact_hash_valid,url_open_planned,download_planned,ocr_planned,pdf_rendering_planned,model_api_planned,rating_planned
TXT321-e10f5083d9ac0878f698,RS429-66fa6f654cb677ff7e4e,TS4L-b35f887ea07f8d108ef0,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-49fe5f582e7a553003e8,RS429-6ba2a952f5fdfea35bcf,TS4L-0b4106c58196f61fae52,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-9101f0e484c63dad0464,RS429-6d5cfe6d79ae7af4ce1b,TS4L-1cad58835412642d9173,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-145cc75963f5d5b3c67f,RS429-707c34876407db7dbda8,TS4L-1df40ff88b7f3e987c7e,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-2ccfcbe6731b271a49b1,RS429-7428b901edb3ce4ed023,TS4L-46b38ea2c8a767d795e0,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-ef5a756370679a6724e5,RS429-7460e98a6e1ea96185fe,TS4L-851d781de98837dff4eb,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-39223bced05076659598,RS429-769e79f112c8071eaad6,TS4L-87da16ee320ec62aad7f,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-43a9cb1a2f2040f8eed2,RS429-773cefcbf02cb2939f20,TS4L-5a9c67b82e7e68ae1331,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-4366b6de1a30c3705223,RS429-79f4d52337952b6594c7,TS4L-f650c6fd04d0862a546f,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-d1a9ac2a41897fc8c819,RS429-7e37005ce6c93f93eb35,TS4L-15fec28f95b7d7f4168e,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-c3ec7e38d9b07c9c735f,RS429-82372559f2e4c74656ec,TS4L-4db5ed3abe3298faed6d,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-95d7f6e6d7dbe8dab351,RS429-84572d32706a5f123b69,TS4L-6f16f57240a347254f76,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-60cf142e431941f1d13a,RS429-88d233473375f09b5751,TS4L-a8ba7c297d868e5f3809,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-07401a8d834b010bd106,RS429-8941a232e1d79e3edb8c,TS4L-ec0ee49bff59a4402ab2,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f395e0bebeb1308a7148,RS429-8e2915cb9ad9a064768c,TS4L-47bc35df77cb459f9100,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-73d8b5e67f2e3e492052,RS429-8f933243a02762451883,TS4L-77d7ffa473078182a4d6,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-5fc9ca312b5fc5120e1b,RS429-904d75e5f0c6489a7a4c,TS4L-15ee8aea347cd6f19f73,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-a27bb6ee835c6fdaca8a,RS429-923e437f46f7785ffc2f,TS4L-749a617d404866ff93bd,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-03c37e422c605d834910,RS429-94ae681f6f038acba78b,TS4L-a87b8b8449d028cc65e0,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-e31e677ea05dc6d30d36,RS429-94d0eff8ffa1df6361ff,TS4L-b21f1a9452910a919fef,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-471ffde2c2b682216928,RS429-960c8d3409236a312742,TS4L-df3fa512e0e25bc6bf1a,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-fbc998856316613b2246,RS429-9742dcd0457668d7c5e0,TS4L-d42c88a8a55d50db9039,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-a8244076e687c4e7cce4,RS429-98c70cf2aeecb8f230c1,TS4L-5e172c0886e7033b3f82,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-044f89785f4db6dcb32d,RS429-98c9c15e73373b56303b,TS4L-3bb92eb78617d70a41ee,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-d343f93fe8d24aaa7793,RS429-98f40994f88588d761a0,TS4L-520a07ebf4561f009575,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-4943af2c1e3e5d836bb1,RS429-992ef0e89126e71fd1cb,TS4L-38e99e8f52612d0633ec,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-a9f3d33fc9ea300916d7,RS429-a0ca14c54da898599b64,TS4L-c1a7b71f39f65eef3392,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-92b6921135c4ec9a56e8,RS429-a36494c6af205c67d58c,TS4L-1263f090769ff1705a2f,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f171f53239e9b99090f2,RS429-a463800998ac670329ea,TS4L-e14130ff35581184a33d,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-9bff75ff9630633c4ff4,RS429-af8a9133ba3232e0ec8f,TS4L-db95eb3b8ab636148dbd,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-9975d0031032d53256e0,RS429-b098d45fb3a507609f10,TS4L-89794d2bc0f628b20b24,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-5640c8dd0bc9bc9b3bf9,RS429-b201e2cb1e4368aa04d9,TS4L-5c74288cf14e904abce0,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-fc0c22a5c2f1cbb43883,RS429-b7b21a3e8b3125efe40a,TS4L-de9f5497bb7da92e0591,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-9ba5f89b1d4735f49ecf,RS429-ba802cd3f87d7031530c,TS4L-ee8390c21fe3041ccf24,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-5f4fa175ee82e24984c0,RS429-bb584e3a5c1e28e534cb,TS4L-65919c2632c5c4ecc811,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-924f9c37cf290ac7ee51,RS429-bbc75c702f9a426b2493,TS4L-86fc9a9b40c3017546c9,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-d603d1a852ed6e602213,RS429-bbe6795bf9d25b9c2e06,TS4L-5b271ec82e04377e0fb5,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-78bb034b369d133d37ee,RS429-bdd561e3099a7165fd64,TS4L-f8bfd25f9865018517ba,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-7e4e8dd32f5d9771fa8c,RS429-c1911e453a975167f396,TS4L-8e3e335736343674eb0e,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-0e5de7075e0e5b7ee062,RS429-c2da85650090257f4a35,TS4L-3b33b6337549143b691b,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-6892685e250efd8b9b04,RS429-c3bb0ede0ee5a169c4e2,TS4L-1060acb949fb3fb2e122,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-a2c05d611954f0fff4f8,RS429-c4856d292a3c29ec0152,TS4L-de07b6df35c5b7517903,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-a70aefd30694ec391ba9,RS429-c53ed2e90325e246974d,TS4L-65f4d9945f2fab545eb7,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-d4647a204db883f2e47c,RS429-c6832562c3f7d73bf144,TS4L-93c9ae0c4d54845f4fd0,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f1e7a555a38992ee1594,RS429-c774da19ec24ed6f14b1,TS4L-1c7cefa9bbbd7df8a29a,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-89cdcefa7b329d9a58bb,RS429-c7a975b175e79ca7830d,TS4L-927732af8c44f8cb92c6,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-ff374550b9bc1574136c,RS429-cbbb9661e3f9b8d34853,TS4L-c4d96d4f150ee82e68ca,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-6fe905f196db3d5ebf5c,RS429-d01210de0252cf2ac72c,TS4L-d8fb994ed93e3130a5b3,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-865e6b52728eb4b6a72e,RS429-d0bad09b7643f0b49ea1,TS4L-1abec87e5e40f790ad74,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-b7f209b4b1412cf0cc50,RS429-d19dbf83fd200219f6c2,TS4L-dff4b26f58d93c025db6,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f273dbb9ae529ec7e434,RS429-d3ac7b498679fa511642,TS4L-e47ebd99040a813416e9,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-9f89b394a005fd35ca66,RS429-d4340099f36f4b09cb12,TS4L-0bf0c53b487e939cd752,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-3a192d2a906cbf519634,RS429-d57944d1baff984a4ee3,TS4L-9460b82039d871d1199a,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-a658327527294c326021,RS429-dbc285cef43cf1986dca,TS4L-b9a7960cb5ab882c75ad,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-4dec2fe22e1ae8b0fd00,RS429-dd9f3233a529b9ef080c,TS4L-574756cabf17e85416eb,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-93ed0e4711cf82f01f7a,RS429-df384c0aa568a77ed90d,TS4L-8e048606808bb3b878b1,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-3dfbbb36e3b0154c5c20,RS429-e056075faf2240560826,TS4L-7c1a29d100be920563a9,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-b25898299e7744f01fee,RS429-e47c577c53f5e7929762,TS4L-8a29958a381a9c4dbf6c,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-cab5c2b3aa262375fb39,RS429-eaf50db26015eee2b795,TS4L-3d3dcbc2ee0b9abfdce4,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-2aaaf1a7a821a8f2a9d9,RS429-ed9d2eba3f6a30014238,TS4L-726b4981e819c1cb6b08,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-8c7c671aa24b85ff6f70,RS429-eec25b8e240340054389,TS4L-ecacca213b9dc7054153,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-8061f63758fcc04541c6,RS429-efa287a7061eb5f7b3ce,TS4L-0f78c5bba4a0b2da0dcf,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-970d3f6798b4e99ccf69,RS429-f50c6616bef078d369cf,TS4L-12c679dc6c564bba3616,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-67307538e2734ae89d2a,RS429-f81328e39eaeadd78a56,TS4L-da00298d7335ea245d8a,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f831bef132eb7612b8b0,RS429-f8750fcd2c1c61c952c2,TS4L-a88533ca5d4738f32e0e,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-6797e31fd55ee9ba956b,RS429-f9db4af4733e544c2f32,TS4L-7668370ae7109bdbb0e8,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-d7582c9f684037e633b5,RS429-fbb7d36481ee012e327c,TS4L-ec36c07573a27b9ec2df,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-eac5c176e8de85aac15b,RS429-fd0ccc73ac6b6427a279,TS4L-cb18b94e3ad10c1d57b4,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-65a13ce5eacb9e72915c,RS429-0ba632159901d9147c56,TS4L-183a5ce5f9604c622ea8,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-e6cdbb81363413c90bce,RS429-1ee25937a3558f653a71,TS4L-ace4a6e50b4076e3d7e7,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-ac7849b17245084d6d77,RS429-1ffc5dbae6fe3c75d51b,TS4L-674cad3731f920125c14,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-2529644ab1c1a5b84651,RS429-27fd1eccd684ba728d9e,TS4L-90f12774d63446c1e19e,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-05c41828654efbc6377a,RS429-3105b68bf974730d3742,TS4L-080697bedd7170aecb93,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-e09d4e3ccfef24c6ada0,RS429-3a73d36a383a411d2809,TS4L-18553362102cb656135e,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-42192caa4d2efba96a92,RS429-6e5ab2d6ded448f8e0c7,TS4L-aa8fb6ead6383dc0cef8,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-2df2affb74d50863e949,RS429-98e561e7090613259fc5,TS4L-64d859ae4b491811e187,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-16cf71e8c539ba8732ab,RS429-9fa9ae0f4e0789cd044b,TS4L-fca4da6b48675a101ef6,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-296aa381aeec7d4fd9cd,RS429-a2e45b84b083dce0bb5b,TS4L-65203e774a76590d9aaf,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-edccf9a8018ff9c3e457,RS429-b1a3b01e0a405c9070dc,TS4L-b36f521fb5314f49a831,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-88bb4d0fa5d4be0696a7,RS429-b9de63f5e8f42552f7ac,TS4L-599474a83d00e7da8727,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-9953ab5f577f76b274c7,RS429-ba3ec6f40a104c283cb6,TS4L-389cc3777c281929cf3c,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-d9bc11387f6ceae3595a,RS429-cbe0da526179585f1bbe,TS4L-74a131ec80077425474a,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-7198f33fd7e96222530f,RS429-d947779f74592f44d7d8,TS4L-4e44b97514440076b554,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-abe8714abc2310f4fbf9,RS429-dd7b642ae6e783ac0371,TS4L-d14c633055da94d6b8eb,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-b130b4118bbba6fd889d,RS429-e4dfe15d38cf1ead399f,TS4L-701973e36f83f82d0442,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-7c3bbcc52b4fae221dc3,RS429-e72db08a2afea851b0c2,TS4L-0c3b9a4c35c94ddc46ea,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f87506e64311dc9fe551,RS429-ed6df7effb853071ecf2,TS4L-03535454b8fd51304c11,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-cda177357cd28cf0eb85,RS429-f466d4c4269fa03274db,TS4L-e2c07b9d1894d390df8e,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-027ab534529ab07481b5,RS429-f7d34d7045dee866a6ef,TS4L-a5268e0cd51901304b46,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-b8cf410f349622ef6d1e,RS429-f8bdcf5c866d25f76090,TS4L-c7dd0752628791a05e02,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-744da59ec36b723de669,RS429-fdc4938041027f5315a0,TS4L-74207c6075e6a896e216,lane_3,fiscal_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-ac7bf669e13c41569845,RS429-0132ed84f3bf4bf5b701,TS4L-42f8eb1de1a2caa25bb1,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-90818017f4dd82b46db8,RS429-014d2d743e3a2bb78b67,TS4L-e1eae5f3d2e7c748fb3e,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-2c3778cad84afcb2572d,RS429-07b30c02d9ad39dbf093,TS4L-a6a7307908e1e9ae836e,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-085f14b22a1d7e9e3f17,RS429-0d3536c73343a706c8bb,TS4L-7dafb4077c191db93062,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-5693b260c4fd82cb814a,RS429-0ed24e3adf9aa2354992,TS4L-604b81012705eb969b1d,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-81efa16b351cb8855590,RS429-122ecd2cfac40bc7a4a7,TS4L-61965fe90eb701bd26fb,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-9ce9b8d03eb5439ee9f7,RS429-135641aa2b35e6a985c2,TS4L-0c65caa80dc764fab8b4,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-0dd30a93331feb965d09,RS429-17fea37f5017dbd4d12e,TS4L-90546cb749da56340e73,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-3cf2ea89d6efabe8cc3c,RS429-1c20553c19a83884f3a2,TS4L-4d5585b3f58119f2b5a3,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-e81896c5c2b27b3cc331,RS429-1cf60e8b29dbe4551602,TS4L-70c533a0e9abd443f837,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-d06789f3ea8c6f7c8535,RS429-1f1a2fb471ba39221492,TS4L-191101dbdbb6c9e3de3b,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-d7b498883e9bd2a3541a,RS429-1f5fae068ee6f1f5fab7,TS4L-894315785f344603405c,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-13c4975e33fc06e7ceb6,RS429-244a754857727a0ad4d1,TS4L-7f5f3f9f47060378c295,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-44fea28ec6d6dfd9e0af,RS429-251407d41bc1a2f00fd0,TS4L-53cb55b2ec502323e8ee,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-cc49d3e580e3c3b65018,RS429-2627a88573b0e8bfe7a3,TS4L-1221e1ccebe6a797d249,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-6695eea6b992c519b45a,RS429-26d26412a4c8f129b0c6,TS4L-09eb87d5b91159998cbf,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-c90c4a3e79a3b3e86249,RS429-2a974743b59a0badd696,TS4L-e610825389420bc6695b,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-03558ca9a864bcb122a5,RS429-2e87eae132d28f998c3d,TS4L-be57969a09c3d62ab241,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-9092db5cafee43ab50ca,RS429-32577d5072424b6350e9,TS4L-1dfede0bdbb13fc5788d,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-7221a67b160ac7bf19d4,RS429-3562f188f529e2642700,TS4L-669720ef20a6058e3d34,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-1da11d7fb74b6dbda38e,RS429-37d509202897eb8b798c,TS4L-a886e0c411c01094fbb0,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f59802abc303b0fc5926,RS429-38c2c12a9693d248914e,TS4L-ba4fa3048c1763c0ab59,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f74f68490056d4aa755b,RS429-39f96296daeb9ccf854a,TS4L-425e0f812c6f90d84bbb,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-10c89216d2629748668d,RS429-3e38a656c6c35b8826c9,TS4L-76b70aeb1b1f3d968e66,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-89b1266e782db3946a87,RS429-4133af639ea44efb2fe9,TS4L-1b8f71d1d831167fdde2,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-b92132fb328f4cd46167,RS429-427373d4bcd6846cde04,TS4L-7f01edd583693798db4b,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-6f151b9d3907d3e059e5,RS429-4924eae1dd737b1c7aa9,TS4L-c40539765fe6970d8cb1,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-21bccc8a39fc9e1d4a5f,RS429-4e3862b1242ea307854e,TS4L-f28c69328ee3c6dacba7,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-4c246f8700aa55a4aaf9,RS429-5791d59dacd517e25f98,TS4L-db257cb0b4a609e6da8a,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-abefa7b814207285b336,RS429-5900249b81cfe9259953,TS4L-c8fdd97976713e097694,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-e1f1bbc7892b75c0698f,RS429-5ae4c771afffd9a33c20,TS4L-2b78cb0b5f05c8511918,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-4f8cf343a210efbf9040,RS429-5b742fb1130165074ed7,TS4L-608b8751f7db27779a66,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-472b2a429dc422c1f3a0,RS429-5dce456d856cc1505b63,TS4L-3e44ad51ec46a2f90cf8,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-9bffbf3e0612c311d34b,RS429-5e49eb51a12f152941ea,TS4L-8932588240626b451acf,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-b51d8c38132d36962b49,RS429-5f129b1882a0fa0fac12,TS4L-84112c8ca04322cbd869,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
