target_id,municipality_id,municipality,state,region,county,government_type,population,population_band,official_website_available,expected_query_difficulty,lane_id,lane_sequence,source_family_query_family,source_corpus_routing_hint,growth_continuity_query_hint,primary_query,secondary_query,allowed_search_scope,eligible_universe_lineage,covered_union_lineage,prior_coverage_status,unscouted_selection_reason,prior_durable_exclusion_flag,prior_durable_exclusion_reason,planned_status,live_status,checkpoint_status,global_analysis_readiness
BRM5-20260731-12046,cog_2025_104840,Grandview,KS,Midwest,Ford County (20057; primary),township,513,under_1000,false,limited_official_site,scout_lane_004,824,budget_pay_plan,causal_or_pay_record,longevity shift specialty non-base pay,"""Grandview"" KS municipal budget pay plan compensation","""Grandview"" KS longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12047,cog_2025_104872,Grant,KS,Midwest,Jewell County (20089; primary),township,166,under_1000,false,limited_official_site,scout_lane_004,825,compensation_classification_plan,causal_or_pay_record,bargaining settlement factfinding terms,"""Grant"" KS compensation classification plan job grades","""Grant"" KS bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12048,cog_2025_104968,Grant,KS,Midwest,Riley County (20161; primary),township,879,under_1000,false,limited_official_site,scout_lane_004,826,personnel_policy,causal_or_pay_record,market recruitment retention pay review,"""Grant"" KS personnel policy employee wages compensation","""Grant"" KS market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12049,cog_2025_165055,Grant,KS,Midwest,Crawford County (20037; primary),township,232,under_1000,false,limited_official_site,scout_lane_004,827,civil_service_hr,causal_or_pay_record,cycle wage schedules prior current,"""Grant"" KS civil service HR pay classification","""Grant"" KS cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12050,cog_2025_165091,Grant,KS,Midwest,Douglas County (20045; primary),township,390,under_1000,false,limited_official_site,scout_lane_004,828,agenda_minutes_packet,causal_or_pay_record,percentage raise across the board,"""Grant"" KS council agenda minutes packet labor pay","""Grant"" KS percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12051,cog_2025_164927,Grasshopper,KS,Midwest,Atchison County (20005; primary),township,494,under_1000,false,limited_official_site,scout_lane_004,829,arbitration_factfinding_labor_relations,causal,COLA CPI wage increase,"""Grasshopper"" KS interest arbitration factfinding labor relations award","""Grasshopper"" KS COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12052,cog_2025_126866,Greeley,KS,Midwest,Anderson County (20003; primary),municipal,274,under_1000,false,limited_official_site,scout_lane_004,830,local_pay_policy_payroll,causal_or_pay_record,step schedule progression grades,"""Greeley"" KS local pay policy payroll wage rates","""Greeley"" KS step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12053,cog_2025_104692,Grenola,KS,Midwest,Elk County (20049; primary),municipal,148,under_1000,false,limited_official_site,scout_lane_004,831,broad_pay_employee_compensation_index,discovery_route_separate_corpora,retroactive wage implementation effective date,"""Grenola"" KS employee compensation labor pay documents index","""Grenola"" KS retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12054,cog_2025_126900,Grinnell,KS,Midwest,Gove County (20063; primary),municipal,256,under_1000,false,limited_official_site,scout_lane_004,832,cba_agreement,causal,longevity shift specialty non-base pay,"""Grinnell"" KS collective bargaining agreement labor contract","""Grinnell"" KS longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12055,cog_2025_104899,Gypsum Creek,KS,Midwest,McPherson County (20113; primary),township,170,under_1000,false,limited_official_site,scout_lane_004,833,mou_memorandum_settlement,causal,bargaining settlement factfinding terms,"""Gypsum Creek"" KS memorandum MOU settlement labor agreement","""Gypsum Creek"" KS bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12056,cog_2025_225562,Hampden,KS,Midwest,Coffey County (20031; primary),township,144,under_1000,false,limited_official_site,scout_lane_004,834,wage_salary_schedule,causal_or_pay_record,market recruitment retention pay review,"""Hampden"" KS wage schedule salary schedule employee pay","""Hampden"" KS market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12057,cog_2025_127227,Hanover,KS,Midwest,Washington County (20201; primary),township,927,under_1000,false,limited_official_site,scout_lane_004,835,salary_pay_ordinance,causal_or_pay_record,cycle wage schedules prior current,"""Hanover"" KS salary ordinance pay ordinance compensation","""Hanover"" KS cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12058,cog_2025_127210,Harlan,KS,Midwest,Smith County (20183; primary),township,73,under_1000,false,limited_official_site,scout_lane_004,836,budget_pay_plan,causal_or_pay_record,percentage raise across the board,"""Harlan"" KS municipal budget pay plan compensation","""Harlan"" KS percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12059,cog_2025_138405,Harrison,KS,Midwest,Rice County (20159; primary),township,154,under_1000,false,limited_official_site,scout_lane_004,837,compensation_classification_plan,causal_or_pay_record,COLA CPI wage increase,"""Harrison"" KS compensation classification plan job grades","""Harrison"" KS COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12060,cog_2025_165225,Harrison,KS,Midwest,Jewell County (20089; primary),township,31,under_1000,false,limited_official_site,scout_lane_004,838,personnel_policy,causal_or_pay_record,step schedule progression grades,"""Harrison"" KS personnel policy employee wages compensation","""Harrison"" KS step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12061,cog_2025_165389,Harrison,KS,Midwest,Nemaha County (20131; primary),township,304,under_1000,false,limited_official_site,scout_lane_004,839,civil_service_hr,causal_or_pay_record,retroactive wage implementation effective date,"""Harrison"" KS civil service HR pay classification","""Harrison"" KS retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12062,cog_2025_127024,Harvey,KS,Midwest,Cowley County (20035; primary),township,94,under_1000,false,limited_official_site,scout_lane_004,840,agenda_minutes_packet,causal_or_pay_record,longevity shift specialty non-base pay,"""Harvey"" KS council agenda minutes packet labor pay","""Harvey"" KS longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12063,cog_2025_165339,Herkimer,KS,Midwest,Marshall County (20117; primary),township,217,under_1000,false,limited_official_site,scout_lane_004,841,arbitration_factfinding_labor_relations,causal,bargaining settlement factfinding terms,"""Herkimer"" KS interest arbitration factfinding labor relations award","""Herkimer"" KS bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12064,cog_2025_165226,Highland,KS,Midwest,Jewell County (20089; primary),township,45,under_1000,false,limited_official_site,scout_lane_004,842,local_pay_policy_payroll,causal_or_pay_record,market recruitment retention pay review,"""Highland"" KS local pay policy payroll wage rates","""Highland"" KS market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12065,cog_2025_165707,Highland,KS,Midwest,Washington County (20201; primary),township,21,under_1000,false,limited_official_site,scout_lane_004,843,broad_pay_employee_compensation_index,discovery_route_separate_corpora,cycle wage schedules prior current,"""Highland"" KS employee compensation labor pay documents index","""Highland"" KS cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12066,cog_2025_165405,Highpoint,KS,Midwest,Ness County (20135; primary),township,30,under_1000,false,limited_official_site,scout_lane_004,844,cba_agreement,causal,percentage raise across the board,"""Highpoint"" KS collective bargaining agreement labor contract","""Highpoint"" KS percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12067,cog_2025_204511,Huron,KS,Midwest,Atchison County (20005; primary),municipal,72,under_1000,false,limited_official_site,scout_lane_004,845,mou_memorandum_settlement,causal,COLA CPI wage increase,"""Huron"" KS memorandum MOU settlement labor agreement","""Huron"" KS COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12068,cog_2025_165391,Illinois,KS,Midwest,Nemaha County (20131; primary),township,529,under_1000,false,limited_official_site,scout_lane_004,846,wage_salary_schedule,causal_or_pay_record,step schedule progression grades,"""Illinois"" KS wage schedule salary schedule employee pay","""Illinois"" KS step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12069,cog_2025_165085,Independence,KS,Midwest,Doniphan County (20043; primary),township,261,under_1000,false,limited_official_site,scout_lane_004,847,salary_pay_ordinance,causal_or_pay_record,retroactive wage implementation effective date,"""Independence"" KS salary ordinance pay ordinance compensation","""Independence"" KS retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12070,cog_2025_165708,Independence,KS,Midwest,Washington County (20201; primary),township,91,under_1000,false,limited_official_site,scout_lane_004,848,budget_pay_plan,causal_or_pay_record,longevity shift specialty non-base pay,"""Independence"" KS municipal budget pay plan compensation","""Independence"" KS longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12071,cog_2025_164946,Independent,KS,Midwest,Barton County (20009; primary),township,645,under_1000,false,limited_official_site,scout_lane_004,849,compensation_classification_plan,causal_or_pay_record,bargaining settlement factfinding terms,"""Independent"" KS compensation classification plan job grades","""Independent"" KS bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12072,cog_2025_165152,Indiana,KS,Midwest,Graham County (20065; primary),township,29,under_1000,false,limited_official_site,scout_lane_004,850,personnel_policy,causal_or_pay_record,market recruitment retention pay review,"""Indiana"" KS personnel policy employee wages compensation","""Indiana"" KS market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12073,cog_2025_126982,Iola,KS,Midwest,Allen County (20001; primary),township,776,under_1000,false,limited_official_site,scout_lane_004,851,civil_service_hr,causal_or_pay_record,cycle wage schedules prior current,"""Iola"" KS civil service HR pay classification","""Iola"" KS cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12074,cog_2025_165086,Iowa,KS,Midwest,Doniphan County (20043; primary),township,1452,1000_4999,false,limited_official_site,scout_lane_004,852,agenda_minutes_packet,causal_or_pay_record,percentage raise across the board,"""Iowa"" KS council agenda minutes packet labor pay","""Iowa"" KS percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12075,cog_2025_104791,Irving,KS,Midwest,Brown County (20013; primary),township,305,under_1000,false,limited_official_site,scout_lane_004,853,arbitration_factfinding_labor_relations,causal,COLA CPI wage increase,"""Irving"" KS interest arbitration factfinding labor relations award","""Irving"" KS COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12076,cog_2025_165626,Itasca,KS,Midwest,Sherman County (20181; primary),township,288,under_1000,false,limited_official_site,scout_lane_004,854,local_pay_policy_payroll,causal_or_pay_record,step schedule progression grades,"""Itasca"" KS local pay policy payroll wage rates","""Itasca"" KS step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12077,cog_2025_165228,Jackson,KS,Midwest,Jewell County (20089; primary),township,105,under_1000,false,limited_official_site,scout_lane_004,855,broad_pay_employee_compensation_index,discovery_route_separate_corpora,retroactive wage implementation effective date,"""Jackson"" KS employee compensation labor pay documents index","""Jackson"" KS retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12078,cog_2025_165435,Jackson,KS,Midwest,Osborne County (20141; primary),township,29,under_1000,true,standard_official_site,scout_lane_004,856,cba_agreement,causal,longevity shift specialty non-base pay,"""Jackson"" KS collective bargaining agreement labor contract","""Jackson"" KS longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12079,cog_2025_127030,Jefferson,KS,Midwest,Dickinson County (20041; primary),township,183,under_1000,false,limited_official_site,scout_lane_004,857,mou_memorandum_settlement,causal,bargaining settlement factfinding terms,"""Jefferson"" KS memorandum MOU settlement labor agreement","""Jefferson"" KS bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12080,cog_2025_127138,Johnson,KS,Midwest,Ness County (20135; primary),township,49,under_1000,false,limited_official_site,scout_lane_004,858,wage_salary_schedule,causal_or_pay_record,market recruitment retention pay review,"""Johnson"" KS wage schedule salary schedule employee pay","""Johnson"" KS market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12081,cog_2025_185514,Junction,KS,Midwest,Osage County (20139; primary),township,1234,1000_4999,false,limited_official_site,scout_lane_004,859,salary_pay_ordinance,causal_or_pay_record,cycle wage schedules prior current,"""Junction"" KS salary ordinance pay ordinance compensation","""Junction"" KS cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12082,cog_2025_104763,Kanorado,KS,Midwest,Sherman County (20181; primary),municipal,150,under_1000,false,limited_official_site,scout_lane_004,860,budget_pay_plan,causal_or_pay_record,percentage raise across the board,"""Kanorado"" KS municipal budget pay plan compensation","""Kanorado"" KS percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12083,cog_2025_185486,Kapioma,KS,Midwest,Atchison County (20005; primary),township,249,under_1000,false,limited_official_site,scout_lane_004,861,compensation_classification_plan,causal_or_pay_record,COLA CPI wage increase,"""Kapioma"" KS compensation classification plan job grades","""Kapioma"" KS COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12084,cog_2025_104869,Kaw,KS,Midwest,Jefferson County (20087; primary),township,1392,1000_4999,false,limited_official_site,scout_lane_004,862,personnel_policy,causal_or_pay_record,step schedule progression grades,"""Kaw"" KS personnel policy employee wages compensation","""Kaw"" KS step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12085,cog_2025_165682,Kingery,KS,Midwest,Thomas County (20193; primary),township,92,under_1000,false,limited_official_site,scout_lane_004,863,civil_service_hr,causal_or_pay_record,retroactive wage implementation effective date,"""Kingery"" KS civil service HR pay classification","""Kingery"" KS retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12086,cog_2025_127084,Kingman,KS,Midwest,Kingman County (20095; primary),township,103,under_1000,false,limited_official_site,scout_lane_004,864,agenda_minutes_packet,causal_or_pay_record,longevity shift specialty non-base pay,"""Kingman"" KS council agenda minutes packet labor pay","""Kingman"" KS longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12087,cog_2025_126915,Labette,KS,Midwest,Labette County (20099; primary),municipal,54,under_1000,false,limited_official_site,scout_lane_004,865,arbitration_factfinding_labor_relations,causal,bargaining settlement factfinding terms,"""Labette"" KS interest arbitration factfinding labor relations award","""Labette"" KS bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12088,cog_2025_185530,Lacey,KS,Midwest,Thomas County (20193; primary),township,129,under_1000,false,limited_official_site,scout_lane_004,866,local_pay_policy_payroll,causal_or_pay_record,market recruitment retention pay review,"""Lacey"" KS local pay policy payroll wage rates","""Lacey"" KS market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12089,cog_2025_185487,Lake City,KS,Midwest,Barber County (20007; primary),township,66,under_1000,false,limited_official_site,scout_lane_004,867,broad_pay_employee_compensation_index,discovery_route_separate_corpora,cycle wage schedules prior current,"""Lake City"" KS employee compensation labor pay documents index","""Lake City"" KS cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12090,cog_2025_165165,Lane,KS,Midwest,Greenwood County (20073; primary),township,76,under_1000,false,limited_official_site,scout_lane_004,868,cba_agreement,causal,percentage raise across the board,"""Lane"" KS collective bargaining agreement labor contract","""Lane"" KS percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12091,cog_2025_104941,Larned,KS,Midwest,Pawnee County (20145; primary),township,244,under_1000,false,limited_official_site,scout_lane_004,869,mou_memorandum_settlement,causal,COLA CPI wage increase,"""Larned"" KS memorandum MOU settlement labor agreement","""Larned"" KS COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12092,cog_2025_164890,Lebanon,KS,Midwest,Smith County (20183; primary),municipal,182,under_1000,false,limited_official_site,scout_lane_004,870,wage_salary_schedule,causal_or_pay_record,step schedule progression grades,"""Lebanon"" KS wage schedule salary schedule employee pay","""Lebanon"" KS step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12093,cog_2025_165328,Lehigh,KS,Midwest,Marion County (20115; primary),township,317,under_1000,false,limited_official_site,scout_lane_004,871,salary_pay_ordinance,causal_or_pay_record,retroactive wage implementation effective date,"""Lehigh"" KS salary ordinance pay ordinance compensation","""Lehigh"" KS retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12094,cog_2025_164721,Leona,KS,Midwest,Doniphan County (20043; primary),municipal,38,under_1000,true,standard_official_site,scout_lane_004,872,budget_pay_plan,causal_or_pay_record,longevity shift specialty non-base pay,"""Leona"" KS municipal budget pay plan compensation","""Leona"" KS longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12095,cog_2025_165065,Liberty,KS,Midwest,Decatur County (20039; primary),township,61,under_1000,false,limited_official_site,scout_lane_004,873,compensation_classification_plan,causal_or_pay_record,bargaining settlement factfinding terms,"""Liberty"" KS compensation classification plan job grades","""Liberty"" KS bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12096,cog_2025_165079,Liberty,KS,Midwest,Dickinson County (20041; primary),township,313,under_1000,false,limited_official_site,scout_lane_004,874,personnel_policy,causal_or_pay_record,market recruitment retention pay review,"""Liberty"" KS personnel policy employee wages compensation","""Liberty"" KS market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12097,cog_2025_165437,Liberty,KS,Midwest,Osborne County (20141; primary),township,13,under_1000,true,standard_official_site,scout_lane_004,875,civil_service_hr,causal_or_pay_record,cycle wage schedules prior current,"""Liberty"" KS civil service HR pay classification","""Liberty"" KS cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-12098,cog_2025_104808,Lincoln,KS,Midwest,Cloud County (20029; primary),township,350,under_1000,false,limited_official_site,scout_lane_004,876,agenda_minutes_packet,causal_or_pay_record,percentage raise across the board,"""Lincoln"" KS council agenda minutes packet labor pay","""Lincoln"" KS percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
