extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,disposition,page_relationship,bounded_evidence_pointer,confidence,reason_codes,short_rationale,qa_status,cumulative_cohort,source_seed_observation_id,qa_original_status,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_provisional_lane,targeted_qa_reference_id,source_quantitative_observation_id,targeted_qa_resolution_ids,targeted_qa_resolution_classification,targeted_qa_resolution_status,targeted_qa_reason_codes,targeted_qa_source_observation_id,active_in_qa_corrected_lane,readable_conflict_qa_resolution_id,readable_conflict_qa_classification,readable_conflict_qa_status,readable_conflict_qa_reason_codes,readable_conflict_qa_source_observation_id,active_in_readable_conflict_qa_lane,raw_retained_content_hash,pdf_readiness_id,controlled_occupation_class,occupation_class_bridge_status,source_type_bridge,source_corpus_bridge,source_cite_bridge,retrieval_date_bridge,retrieval_method_bridge,artifact_pointer_bridge,contract_period_start_bridge,contract_period_end_bridge,negotiation_cycle_id,city_unit_negotiation_cycle_key,matched_set_id,identity_bridge_status,analysis_matching_status,current_active,current_qa_status,current_qa_status_source,mixed_membership_status,control_only,analysis_outcome_eligible
cex1000_cdbf1f470974e032eb7179d8,doc_e5f0c7fcc1cf1cc1984f4070,ttd_95a33e7b4fc9b67fa5f3c992,sr_90c43425100d8115f3ca1195,NSCQ-OH-20260720-0544,OH,Ironton,CITY OF IRONTON,police,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0274_sr_90c43425100d8115f3ca1195.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0274_sr_90c43425100d8115f3ca1195.pdf#page=16|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0274_sr_90c43425100d8115f3ca1195.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0274_sr_90c43425100d8115f3ca1195.pdf#page=33,low,BOUNDARY_PACKET_PAGES_CONTAIN_NO_VISIBLE,"The provided page excerpts focus on contract structure/recognition and procedural topics (dues deductions, seniority, layoffs, corrective action) and include no visible base-wage amounts/rates/steps or compensation-setting mechanisms.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,0cc0a6005d98f69b9965b6428e13cdfa92874b32728ae2585bf6b8ce21ef8224,pr_34589c173a19fe5cab07d7a8,police,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-12-1314.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0274_sr_90c43425100d8115f3ca1195.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex1000_527d9449e4f7167bd895b748,doc_538ee60b597e397aae0b3e4a,ttd_e55fa2572b76bb4322549aa4,sr_3c2317596c0127ecb37eb5bc,NSCQ-OH-20260720-0079,OH,Lancaster,CITY OF LANCASTER,police,cba,reference_only,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0144_sr_3c2317596c0127ecb37eb5bc.pdf#page=13|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0144_sr_3c2317596c0127ecb37eb5bc.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0144_sr_3c2317596c0127ecb37eb5bc.pdf#page=25|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0144_sr_3c2317596c0127ecb37eb5bc.pdf#page=28|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0144_sr_3c2317596c0127ecb37eb5bc.pdf#page=31,unknown,AMOUNT_OR_FORMULA_FOR_BASE_COMPENSATION_|NO_EFFECTIVE_DATE_OR_RATE_VALUE_VISIBLE|SEEN_TEXT_RELATES_TO_DUES_DEDUCTION_AND_|DISCUSSIONS_OF_GENERAL_ENTITLEMENT_NOT_A,"The packet text discusses union dues/deduction administration, meeting/committee provisions, and generic references to wages/fringe benefits, but contains no visible base-pay amounts, formulas, rates, or wage-adjustment mechanisms to structure as compensation evidence.",needs_review,new_500_scale,,needs_review,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,6fcc9bc22ef6199720595f60a12c4859ca6f4ad0e64fdea2e44ba2f22729eecd,pr_1aa4c2b32015bab63720dc84,police,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-07-0710.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0144_sr_3c2317596c0127ecb37eb5bc.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,needs_review,qa_status,none,true,false
cex1000_e73201e4a36d2f3bfd9702ff,doc_f895a76fad8572339df9f89f,ttd_b561d17cd31678bd3d95e20c,sr_8aa6ae97c02dbb31f2a197dd,NSCQ-OH-20260720-0613,OH,Logan,CITY OF LOGAN,non_safety,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0142_sr_8aa6ae97c02dbb31f2a197dd.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0142_sr_8aa6ae97c02dbb31f2a197dd.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0142_sr_8aa6ae97c02dbb31f2a197dd.pdf#page=8|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0142_sr_8aa6ae97c02dbb31f2a197dd.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0142_sr_8aa6ae97c02dbb31f2a197dd.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0142_sr_8aa6ae97c02dbb31f2a197dd.pdf#page=32,unknown,BOUNDING_PACKET_PAGES_CONTAIN_ONLY_TABLE|NO_BASE_PAY_AMOUNTS_OR_SCHEDULE_VALUES|NO_VISIBLE_COMPENSATION_MECHANISM_TERMS,"The provided pages include only a table of contents and general contract articles (e.g., recognition/exclusions/union dues mechanics) without any visible base-wage amounts or wage-setting mechanisms.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,49bd1499d28a5ba576919847936d1a5373391a76bd0930982fe1a649ca216c40,pr_05b10c5d5cb92815cf9db120,,non_safety_subclass_not_supported_without_inference,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-03-0246.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0142_sr_8aa6ae97c02dbb31f2a197dd.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex1000_201f2dcec74ebd48efa06b19,doc_9721b262838bb8936ffa0574,ttd_bf5471bb1bca4f369678a349,sr_262122261156a89830ff3011,NSCQ-OH-20260720-0443,OH,Marietta,CITY OF MARIETTA,non_safety,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0285_sr_262122261156a89830ff3011.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0285_sr_262122261156a89830ff3011.pdf#page=22|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0285_sr_262122261156a89830ff3011.pdf#page=33,high,NO_VISIBLE_BASE_COMPENSATION_TOKENS_IN_B|NO_VISIBLE_COMPENSATION_MECHANISM_OR_NON|PAGES_CONTENT_IS_GRIEVANCE_PROCEDURE_AND,"The provided pages contain grievance/arbitration procedure text and agreement front matter only; no base wage amounts, schedules, or pay/compensation mechanisms, and no non-base wage components are shown in the visible excerpts.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,a06de353ce146026bb7e46bdd0809d639d035ad823fdfbabfd105146698ef5bb,pr_cc535ff70711acb060cd502a,,non_safety_subclass_not_supported_without_inference,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1329.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0285_sr_262122261156a89830ff3011.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex1000_d1c21ed170ba4c24db83f5b8,doc_dd7779e4c78f37326066a23c,ttd_c5bc40fce8d3549f5b915bf8,sr_4586be26064cd1ac01726414,NSCQ-OH-20260720-0264,OH,Mayfield Heights,CITY OF MAYFIELD HEIGHTS,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0332_sr_4586be26064cd1ac01726414.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0332_sr_4586be26064cd1ac01726414.pdf#page=9|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0332_sr_4586be26064cd1ac01726414.pdf#page=13|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0332_sr_4586be26064cd1ac01726414.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0332_sr_4586be26064cd1ac01726414.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0332_sr_4586be26064cd1ac01726414.pdf#page=36,unknown,BOUNDING_PACKET_HAS_NO_VISIBLE_COMPENSN_,"No visible base-wage amounts, compensation formulas/mechanisms, or non-base compensation terms appear in the provided page excerpts.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,2bc9303110233377083c20b513d6fcd40ba093b55a504e9a2401ec4e0594e63c,pr_4d9b2ec8e58ba6b0af97ab63,police,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1143.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0332_sr_4586be26064cd1ac01726414.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex1000_9a85cc120f63aead888df0ee,doc_ff9327da89addd0bd39adc2e,ttd_ccd67e75d0c680e6b4427e8a,sr_9975c42ceabd3fe79821e6c1,NSCQ-OH-20260720-0359,OH,Miamisburg,CITY OF MIAMISBURG,police,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0180_sr_9975c42ceabd3fe79821e6c1.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0180_sr_9975c42ceabd3fe79821e6c1.pdf#page=16|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0180_sr_9975c42ceabd3fe79821e6c1.pdf#page=23|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0180_sr_9975c42ceabd3fe79821e6c1.pdf#page=44,low,BOUNDING_PACKET_CONTAINS_NO_BASE_WAGE_AM|NO_OVERTIME_RATE_OR_BASE_PAY_AMOUNT_VISU|TEXT_IS_PROCEDURAL_GRIEVANCE_ARBITRATION,Pages shown discuss grievance/arbitration procedures and overtime opportunity rules without any visible base wage amounts or compensation rate/value terms needed to structure provisional compensation evidence.,excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,44b6c90e9d97a81c953b03bebb7081d447fd56c50a1df0251779bb853d066cd6,pr_c786a38c49fe616238b0264f,police,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1352.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0180_sr_9975c42ceabd3fe79821e6c1.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex1000_c50e2176c19dbb71fd33c1f3,doc_f28f944d6ece0111fdd176bc,ttd_db336a7949786600e8092aa5,sr_f25de0113c89b8efae428654,NSCQ-OH-20260720-0571,OH,Milford,CITY OF MILFORD,police,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0222_sr_f25de0113c89b8efae428654.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0222_sr_f25de0113c89b8efae428654.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0222_sr_f25de0113c89b8efae428654.pdf#page=16,unknown,SCANNED_PAGES_CONTAIN_NO_VISIBLE_BASE_WA|NO_VISIBLE_COMPENSATION_MECHANISM_OR_NON,"The provided page packet contains only non-compensation/administrative contract sections (e.g., recognition/severability/seniority/probationary text) and does not show any base wage amounts, wage schedules, or pay-related mechanisms, nor any non-base wage components.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,186b6de179366904917a79bc170d22e8ead04103e40d7b789502c5d7000c656e,pr_2d5900dd5feefd6fad03dc78,police,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-04-0450.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0222_sr_f25de0113c89b8efae428654.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex1000_351803e71d8dfc4ba4721d54,doc_b9bfcdfe80778de0b1099892,ttd_74dc1dea8055a19164e3a467,sr_9a6b0fc1f49f4786a7420d76,NSCQ-OH-20260720-0756,OH,Moraine,CITY OF MORAINE,fire,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0276_sr_9a6b0fc1f49f4786a7420d76.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0276_sr_9a6b0fc1f49f4786a7420d76.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0276_sr_9a6b0fc1f49f4786a7420d76.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0276_sr_9a6b0fc1f49f4786a7420d76.pdf#page=41|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0276_sr_9a6b0fc1f49f4786a7420d76.pdf#page=42,unknown,NO_VISIBLE_COMPENSATION_TERMS_IN_PACKET,"This bounded page packet contains headings/administrative contract sections (e.g., union business, grievance/management rights, table of contents) but no visible base wage amounts/rates, wage computation rules, or non-base compensation provisions to extract as structured provisional compensatione118",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,da7637d4f1bc6216c8908a80988e06d0351c962fa2d6254cde080b91d895fba5,pr_85b0e0cfc864ffc80016c93e,fire,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-05-0751.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0276_sr_9a6b0fc1f49f4786a7420d76.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex1000_5f64492d0aed14a457df8ddb,doc_046f3891685a7013d3f9837d,ttd_7a8cb857315413e58db09fea,sr_961b10dd386dd33c9c08e650,NSCQ-OH-20260720-0755,OH,Moraine,CITY OF MORAINE,police,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0323_sr_961b10dd386dd33c9c08e650.pdf#page=16|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0323_sr_961b10dd386dd33c9c08e650.pdf#page=24|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0323_sr_961b10dd386dd33c9c08e650.pdf#page=26|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0323_sr_961b10dd386dd33c9c08e650.pdf#page=45,unknown,NO_VISIBLE_COMPENSATION_EVIDENCE,"The provided page packet contains grievance procedure, arbitration process, and layoff/recall rules; no base wage rates/steps/grades or pay indexing/adjustment mechanisms are visible, and no non-base wage amounts or benefit/pension/leave terms are shown.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,ee96c0fca8a60ef7d2285070cb67ed928a34181406169f5f7925799d843dfe43,pr_f02eae08c28b4cf080ab3b5a,police,exact_controlled_public_safety_class,cba,causal,https://www.moraine.oh.us/pdf/Guides/CBA%20-%20Patrol%20-%202018-2021.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0323_sr_961b10dd386dd33c9c08e650.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex1000_96470f953776ed50409302b5,doc_5d4ddec6c741e2a6636af5ab,ttd_65fc818c291e4d80fbbf473d,sr_03da8b49364241f1f654635e,NSCQ-OH-20260720-0578,OH,Napoleon,CITY OF NAPOLEON,non_safety,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0137_sr_03da8b49364241f1f654635e.pdf#page=24,unknown,NO_VISIBLE_BASE_WAGE_EVIDENCE_ON_PROVIDE,"Pages 23-25 and 1 contain grievance procedure and city facility/equipment provisions without any visible base wage, wage rate, salary/grade/step amounts, or wage-setting mechanisms.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,6ebbe309080c7d463e168dee3a97a86bcf5bd6597291afa93fb3c8e888f1b67a,pr_15de983b607a4a335617e592,,non_safety_subclass_not_supported_without_inference,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-08-0737.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0137_sr_03da8b49364241f1f654635e.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex1000_0dc6ddb07846f8b62e60b284,doc_71a1100be08be2df01d67332,ttd_48bd54c84442bc6ac1fd31ca,sr_401bfce69a1f1d02d7c9ec3a,NSCQ-OH-20260720-0347,OH,Niles,CITY OF NILES,fire,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0136_sr_401bfce69a1f1d02d7c9ec3a.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0136_sr_401bfce69a1f1d02d7c9ec3a.pdf#page=21,unknown,NO_BASE_WAGE_VALUES_VISIBLE|NO_COMPENSATION_MECHANISM_TOKENS_IDENTIF|NO_NON_BASE_WAGE_COMPONENTS_VISIBLE,"The packet pages discuss grievance/arbitration procedures and seniority/leave rules, but no provisional compensation amounts (base pay rates/salary/steps) or explicit non-base compensation components are visible.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,06eeaff8dc81bb64ebd5ebb7c308d0b1cae82c217a8132c549751e41bcfda020,pr_7dc992aece14297070aea385,fire,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2014/14-MED-09-1277.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0136_sr_401bfce69a1f1d02d7c9ec3a.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex1000_862d44b9d9e24517671ed53e,doc_36d45ce9e49147080a7d7d83,ttd_5acbf04db623ed86ab763b87,sr_3b2d53aa210d773060297986,NSCQ-OH-20260720-0605,OH,North College Hill,CITY OF NORTH COLLEGE HILL,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0342_sr_3b2d53aa210d773060297986.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0342_sr_3b2d53aa210d773060297986.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0342_sr_3b2d53aa210d773060297986.pdf#page=22|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0342_sr_3b2d53aa210d773060297986.pdf#page=24,unknown,NO_VISIBLE_BASE_WAGE_OR_COMPENSATION_TER,"In the provided page packet, no base wage amounts/rates/steps/grades, nor compensation mechanisms (e.g., wage schedules, reopener provisions, formula logic tied to pay), nor non-base wage components are visibly stated.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,9e2def1214aded8a441581e49473f5f34e09825a0c7631f8c650cc456ea903bc,pr_5def9e3e012b93d1a54f7f53,police,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-10-0989.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0342_sr_3b2d53aa210d773060297986.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex1000_ed53dafbcaec2d55bbe07e28,doc_974f08287632d97503710c9e,ttd_83d51fcae8f3e7dd2bad251c,sr_95e23696dc54bbe634892353,NSCQ-OH-20260720-0716,OH,Northwood,CITY OF NORTHWOOD,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0296_sr_95e23696dc54bbe634892353.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0296_sr_95e23696dc54bbe634892353.pdf#page=21|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0296_sr_95e23696dc54bbe634892353.pdf#page=24,unknown,NO_VISIBLE_BASE_WAGE_AMOUNTS_OR_RATE_TER|NO_VISIBLE_WAGE_REOPENERS_OR_COMPENSATI|PACKET_PAGES_APPEAR_TO_CONTAIN_NON_WAGE_,"The bounded packet pages provided do not show any base wage rates, salary/step tables, or wage-setting mechanisms; they primarily include agreement framework/table-of-contents and seniority/work rules.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,2f5b62f04e4a2f4e149110ed5c0a11c0019ad617eb70a48b1568d9a060429b55,pr_1e6bf1392a23b999667ed3d0,police,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-03-0230.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0296_sr_95e23696dc54bbe634892353.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
