mixed_join_key,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,quantitative_observation_ids,qualitative_observation_ids,quantitative_observation_count,qualitative_observation_count,confidence,reason_codes,qa_status,cumulative_cohort,source_seed_observation_id,qa_original_status,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_provisional_lane,targeted_qa_resolution_ids,targeted_qa_resolution_classification,targeted_qa_resolution_status,targeted_qa_reason_codes,targeted_qa_source_observation_id,active_in_qa_corrected_lane,targeted_qa_original_quantitative_observation_ids,targeted_qa_corrected_quantitative_observation_ids,readable_conflict_qa_resolution_id,readable_conflict_qa_classification,readable_conflict_qa_status,readable_conflict_qa_reason_codes,readable_conflict_qa_source_observation_id,active_in_readable_conflict_qa_lane,readable_conflict_qa_original_quantitative_observation_ids,readable_conflict_qa_corrected_quantitative_observation_ids,raw_retained_content_hash,pdf_readiness_id,controlled_occupation_class,occupation_class_bridge_status,source_type_bridge,source_corpus_bridge,source_cite_bridge,retrieval_date_bridge,retrieval_method_bridge,artifact_pointer_bridge,contract_period_start_bridge,contract_period_end_bridge,negotiation_cycle_id,city_unit_negotiation_cycle_key,matched_set_id,identity_bridge_status,analysis_matching_status,current_active,current_qa_status,current_qa_status_source,mixed_membership_status
mix_0f5139244a875be08f172d4a,cex1000_fa87f512eef49fbeb4c6f3bc,doc_340fb6286f3228b4fc0e20ea,ttd_ff217689b9b1c89eb1dcbf83,sr_67bd374478003304a1a3360e,NSCQ-OH-20260720-0692,OH,Chardon,CITY OF CHARDON,police,cba,qobs_7a2d38d8c151610e46126ec7|qobs_78948f8482d9d52f0a3a6922|qobs_c45b88c6a2c31268e3d26263|qobs_13829280cd42eff0598aebd8|qobs_8d413570c169a7e317699748,lobs_7a2d38d8c151610e46126ec7|lobs_78948f8482d9d52f0a3a6922,5,2,medium,ARTICLEXXVIII_28_01_RATE_SCHEDULE|ARTICLEXXVIII_28_01_MUNICIPAL_INCOME_TAX|ARTICLEXXVIII_28_01_STEP_ADVANCEMENT|ARTICLEXXI__20_01_OVERTIME|ARTICLEXXIII_23_01_COURT_TIME_MIN_4_HRS_|ARTICLEXXIV_24_01_LONGETIVITY_AMOUNTS|ARTICLEXXV_25_01_UNIFORM_ALLOWANCE_900|ARTICLEXXVI_26_01_FITNESS_BONUS_SCHEDULE,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,mix_0f5139244a875be08f172d4a,,true,,not_in_targeted_queue,not_applicable,,mix_0f5139244a875be08f172d4a,true,qobs_7a2d38d8c151610e46126ec7|qobs_78948f8482d9d52f0a3a6922|qobs_c45b88c6a2c31268e3d26263|qobs_13829280cd42eff0598aebd8|qobs_8d413570c169a7e317699748,qobs_7a2d38d8c151610e46126ec7|qobs_78948f8482d9d52f0a3a6922|qobs_c45b88c6a2c31268e3d26263|qobs_13829280cd42eff0598aebd8|qobs_8d413570c169a7e317699748,,not_in_targeted_queue,not_applicable,,mix_0f5139244a875be08f172d4a,true,qobs_7a2d38d8c151610e46126ec7|qobs_78948f8482d9d52f0a3a6922|qobs_c45b88c6a2c31268e3d26263|qobs_13829280cd42eff0598aebd8|qobs_8d413570c169a7e317699748,qobs_7a2d38d8c151610e46126ec7|qobs_78948f8482d9d52f0a3a6922|qobs_c45b88c6a2c31268e3d26263|qobs_13829280cd42eff0598aebd8|qobs_8d413570c169a7e317699748,158634fcd4d89677bc11044dec99d4345bd8e80a501ad11cc78d590319a1c708,pr_36062dae7ea612da49b9b188,police,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-11-1212.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0304_sr_67bd374478003304a1a3360e.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,provisional_unverified,qa_status,active
mix_c90224f74ea11a4ad1bfc151,cex1000_105e7a4aee79bfcfdfc1c761,doc_ab05e72db6085c58d05ae26e,ttd_8cb4beece819b9fc9b2df458,sr_2551e4d630b9d0f7177a62ad,NSCQ-OH-20260720-0227,OH,Chillicothe,CITY OF CHILLICOTHE,fire,cba,qobs_66ba067a11d65f2c59200009|qobs_7983d846789ea6a209e3b8e6|qobs_b46cca9980ff62248d84c526|qobs_cd1e50e24dcc52d5b71e3e76|qobs_5eb491ae4e5cfce4dc3623d7,lobs_66ba067a11d65f2c59200009|lobs_7983d846789ea6a209e3b8e6,5,2,medium,QUANT_HOURLY_SALARY_RANGE_TOKENS_VISIBLE|QUAL_EFFECTIVE_DATE_RULE_VISIBLE|QUAL_RANK_DIFFERENTIAL_FORMULA_VISIBLE|NON_BASE_RATIFICATION_AND_PAY_PLAN_BONUS,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,mix_c90224f74ea11a4ad1bfc151,,true,,not_in_targeted_queue,not_applicable,,mix_c90224f74ea11a4ad1bfc151,true,qobs_66ba067a11d65f2c59200009|qobs_7983d846789ea6a209e3b8e6|qobs_b46cca9980ff62248d84c526|qobs_cd1e50e24dcc52d5b71e3e76|qobs_5eb491ae4e5cfce4dc3623d7,qobs_66ba067a11d65f2c59200009|qobs_7983d846789ea6a209e3b8e6|qobs_b46cca9980ff62248d84c526|qobs_cd1e50e24dcc52d5b71e3e76|qobs_5eb491ae4e5cfce4dc3623d7,,not_in_targeted_queue,not_applicable,,mix_c90224f74ea11a4ad1bfc151,true,qobs_66ba067a11d65f2c59200009|qobs_7983d846789ea6a209e3b8e6|qobs_b46cca9980ff62248d84c526|qobs_cd1e50e24dcc52d5b71e3e76|qobs_5eb491ae4e5cfce4dc3623d7,qobs_66ba067a11d65f2c59200009|qobs_7983d846789ea6a209e3b8e6|qobs_b46cca9980ff62248d84c526|qobs_cd1e50e24dcc52d5b71e3e76|qobs_5eb491ae4e5cfce4dc3623d7,56a8b6ab93294ae798091fd685c9affed9b8aa1146bbe403e3057b938e266064,pr_a301eb683314412444e35e2d,fire,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-12-1129.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0223_sr_2551e4d630b9d0f7177a62ad.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,provisional_unverified,qa_status,active
mix_89ad43f1ab91b3545f534867,cex1000_1624b029545f0542b6d7301b,doc_70fd7ea67f3a1fd0bfa04605,ttd_9bf6504ac4b77882115beb80,sr_5cb098293d8264f2b774c459,NSCQ-OH-20260720-0228,OH,Chillicothe,CITY OF CHILLICOTHE,non_safety,cba,qobs_0d7e86f3d4a527a7fccfff06,lobs_0d7e86f3d4a527a7fccfff06,1,1,low,WAGE_ADJUSTMENT_ON_CLASSIFICATION_CHANGE|STEP_CAP_ON_INCREASE|PREMIUM_RATE_CALL_IN|MINIMUM_REPORTING_PAY|TUITION_REIMBURSEMENT,needs_review,new_500_scale,,needs_review,pending_1000_qa,pending,mix_89ad43f1ab91b3545f534867,,true,,not_in_targeted_queue,not_applicable,,mix_89ad43f1ab91b3545f534867,true,qobs_0d7e86f3d4a527a7fccfff06,qobs_0d7e86f3d4a527a7fccfff06,,not_in_targeted_queue,not_applicable,,mix_89ad43f1ab91b3545f534867,true,qobs_0d7e86f3d4a527a7fccfff06,qobs_0d7e86f3d4a527a7fccfff06,dd66a8ab08a6a8e1bd4626c8e45102805888c22fe04bcb6f06e5198dc8018346,pr_88d8e6a9ec0e14d5fa984ece,,non_safety_subclass_not_supported_without_inference,cba,causal,https://cms7files.revize.com/chillicotheohnew/document_center/Department/HR/City%20of%20Chilicothe%202023%202026%20Final%20Draft%2012.13.2023%20Clean%20Ver.%201.19.24.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0270_sr_5cb098293d8264f2b774c459.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,needs_review,qa_status,active
mix_dda0269dbc08adf8739a901f,cex1000_813427765ecad5ad3acf3dea,doc_54c5a920837b7ed56462f933,ttd_16b74094daae656616d19235,sr_a0f7fb62d1a4f42d5b7afc79,NSCQ-OH-20260720-0073,OH,Cleveland Heights,CITY OF CLEVELAND HEIGHTS,police,cba,qobs_bcc2454b37c7eaf27ef624aa|qobs_d940a44dc683c9a113918b4e|qobs_5e1ad1aa3c5e0e1bb74a0f7d|qobs_2e83faa44e3edcc830f24fe5|qobs_2280cd4490dc8d252d5db09c,lobs_bcc2454b37c7eaf27ef624aa|lobs_d940a44dc683c9a113918b4e,5,2,medium,APPENDIXB_COMPENSATION_SCHEDULE_2025_1ST|APPENDIXB_COMPENSATION_SCHEDULE_2026_1ST|APPENDIXB_COMPENSATION_SCHEDULE_3RD_YEAR|APPENDIXB_COMPENSATION_SCHEDULE_2025_2ND|APPENDIXB_COMPENSATION_SCHEDULE_2026_2ND|APPENDIXB_EFFECTIVE_DATE_PERCENT_INCREAS|APPENDIXB_STEP_PLACEMENT_DISCRETION|APPENDIXB_INVESTIGATOR_PLAIN_CLOTHES_PAY,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,mix_dda0269dbc08adf8739a901f,,true,,not_in_targeted_queue,not_applicable,,mix_dda0269dbc08adf8739a901f,true,qobs_bcc2454b37c7eaf27ef624aa|qobs_d940a44dc683c9a113918b4e|qobs_5e1ad1aa3c5e0e1bb74a0f7d|qobs_2e83faa44e3edcc830f24fe5|qobs_2280cd4490dc8d252d5db09c,qobs_bcc2454b37c7eaf27ef624aa|qobs_d940a44dc683c9a113918b4e|qobs_5e1ad1aa3c5e0e1bb74a0f7d|qobs_2e83faa44e3edcc830f24fe5|qobs_2280cd4490dc8d252d5db09c,,not_in_targeted_queue,not_applicable,,mix_dda0269dbc08adf8739a901f,true,qobs_bcc2454b37c7eaf27ef624aa|qobs_d940a44dc683c9a113918b4e|qobs_5e1ad1aa3c5e0e1bb74a0f7d|qobs_2e83faa44e3edcc830f24fe5|qobs_2280cd4490dc8d252d5db09c,qobs_bcc2454b37c7eaf27ef624aa|qobs_d940a44dc683c9a113918b4e|qobs_5e1ad1aa3c5e0e1bb74a0f7d|qobs_2e83faa44e3edcc830f24fe5|qobs_2280cd4490dc8d252d5db09c,c3d897a59303872615c1e0e3f8d98ae0efb2ef92ad75f5a2ff94b3f6cc468e01,pr_bf633ebe133625e8c2a813cb,police,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-12-1140.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0342_sr_a0f7fb62d1a4f42d5b7afc79.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,provisional_unverified,qa_status,active
mix_233bcb2c18ca7ed6ab333c82,cex1000_69c088d9c1d8d1188650aac5,doc_74c52749180b79049b146397,ttd_c9520d0df814307d843800a2,sr_71a1aac70754ec4988359577,NSCQ-OH-20260720-0550,OH,Columbiana,CITY OF COLUMBIANA,non_safety,cba,qobs_0568b757c63dfc0f3879125a|qobs_41718d6519c7dfb26af3a50f,lobs_0568b757c63dfc0f3879125a,2,1,medium,DISCIPLINE_MONEY_DURING_SUSPENSION_RECOR|WORKING_SUSPENSION_MINIMUM_WAGE_COMPENS|ARBITRATOR_NO_AUTHORITY_TO_SET_NEW_OR_DI,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,mix_233bcb2c18ca7ed6ab333c82,,true,,not_in_targeted_queue,not_applicable,,mix_233bcb2c18ca7ed6ab333c82,true,qobs_0568b757c63dfc0f3879125a|qobs_41718d6519c7dfb26af3a50f,qobs_0568b757c63dfc0f3879125a|qobs_41718d6519c7dfb26af3a50f,,not_in_targeted_queue,not_applicable,,mix_233bcb2c18ca7ed6ab333c82,true,qobs_0568b757c63dfc0f3879125a|qobs_41718d6519c7dfb26af3a50f,qobs_0568b757c63dfc0f3879125a|qobs_41718d6519c7dfb26af3a50f,28e3924c79c6d770ba41931648518396d29d42eca0747b913333ee52d8f79cd0,pr_a18a091eb8ab8406b372ef2e,,non_safety_subclass_not_supported_without_inference,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-03-0236.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0194_sr_71a1aac70754ec4988359577.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,provisional_unverified,qa_status,active
mix_1356d2acaa1ea09298f44453,cex1000_e897e5f10efa9d1d510b4876,doc_529a4f537e61a1ece6790da1,ttd_40b47f6d39fccf6ea964dc86,sr_c6701ea411ab3db2e78c530d,NSCQ-OH-20260720-0744,OH,Deer Park,CITY OF DEER PARK,police,cba,qobs_b5a2e0fdd3d6ebf1ec6f50fe|qobs_50b50243ebe97d4496a1e05e|qobs_3830e610835dd04b7af298c1|qobs_af15033542b0579cf761689d|qobs_2c01d3e22fddee1cfadde289,lobs_b5a2e0fdd3d6ebf1ec6f50fe,5,1,medium,ARTICLE_17_1_BASE_WAGE_INCREASE_2021|ARTICLE_15_2_OVERTIME_1_5_TIMES_RATE|ARTICLE_15_4_COMP_TIME_1_5_MAX_80_PAY_IN,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,mix_1356d2acaa1ea09298f44453,,true,,not_in_targeted_queue,not_applicable,,mix_1356d2acaa1ea09298f44453,true,qobs_b5a2e0fdd3d6ebf1ec6f50fe|qobs_50b50243ebe97d4496a1e05e|qobs_3830e610835dd04b7af298c1|qobs_af15033542b0579cf761689d|qobs_2c01d3e22fddee1cfadde289,qobs_b5a2e0fdd3d6ebf1ec6f50fe|qobs_50b50243ebe97d4496a1e05e|qobs_3830e610835dd04b7af298c1|qobs_af15033542b0579cf761689d|qobs_2c01d3e22fddee1cfadde289,,not_in_targeted_queue,not_applicable,,mix_1356d2acaa1ea09298f44453,true,qobs_b5a2e0fdd3d6ebf1ec6f50fe|qobs_50b50243ebe97d4496a1e05e|qobs_3830e610835dd04b7af298c1|qobs_af15033542b0579cf761689d|qobs_2c01d3e22fddee1cfadde289,qobs_b5a2e0fdd3d6ebf1ec6f50fe|qobs_50b50243ebe97d4496a1e05e|qobs_3830e610835dd04b7af298c1|qobs_af15033542b0579cf761689d|qobs_2c01d3e22fddee1cfadde289,444f8ca52390a8aa0a7361be02d27cc0406066cc0a26427980a48ba39894bfbf,pr_6a0ea781f8cde6232845ae04,police,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-1015.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0022_sr_c6701ea411ab3db2e78c530d.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,provisional_unverified,qa_status,active
mix_0e8eeae11283ee5bba8233fc,cex1000_70f70606b241fe5548ecfddf,doc_254432fbbc6c63e8fe487a72,ttd_612566aff56a3691dfde25c3,sr_bfbd04e73c9d8ed3a7bfc0a8,NSCQ-OH-20260720-0568,OH,East Liverpool,CITY OF EAST LIVERPOOL,fire,cba,qobs_ce2ff9fc8eb472a651d42ad0|qobs_9e3abffd61bedc96934afc19|qobs_53127bf78dbd8ce12903bd94|qobs_89a2680a679e546752def0f0|qobs_52c4cbe956802957078ff10e,lobs_ce2ff9fc8eb472a651d42ad0|lobs_9e3abffd61bedc96934afc19,5,2,medium,ASSISTANT_CHIEF_TRAINING_RULE_95PCT|FIRE_CLASS_SERVICE_TIME_THRESHOLDS|LONGEVITY_PAY_AFTER_20_YEARS_70_MONTHLY|LONGEVITY_PAY_AFTER_25_YEARS_75_MONTHLY|VACATION_SCHEDULE_BEFORE_2011_WORK_DAYS|VACATION_SCHEDULE_AFTER_2011_WORK_DAYS_T|BASE_PAY_TABLE_TOKEN_CURRENT_ANNUAL_SALR|BASE_PAY_TABLE_TOKEN_CURRENT_HOURLY,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,mix_0e8eeae11283ee5bba8233fc,,true,,not_in_targeted_queue,not_applicable,,mix_0e8eeae11283ee5bba8233fc,true,qobs_ce2ff9fc8eb472a651d42ad0|qobs_9e3abffd61bedc96934afc19|qobs_53127bf78dbd8ce12903bd94|qobs_89a2680a679e546752def0f0|qobs_52c4cbe956802957078ff10e,qobs_ce2ff9fc8eb472a651d42ad0|qobs_9e3abffd61bedc96934afc19|qobs_53127bf78dbd8ce12903bd94|qobs_89a2680a679e546752def0f0|qobs_52c4cbe956802957078ff10e,,not_in_targeted_queue,not_applicable,,mix_0e8eeae11283ee5bba8233fc,true,qobs_ce2ff9fc8eb472a651d42ad0|qobs_9e3abffd61bedc96934afc19|qobs_53127bf78dbd8ce12903bd94|qobs_89a2680a679e546752def0f0|qobs_52c4cbe956802957078ff10e,qobs_ce2ff9fc8eb472a651d42ad0|qobs_9e3abffd61bedc96934afc19|qobs_53127bf78dbd8ce12903bd94|qobs_89a2680a679e546752def0f0|qobs_52c4cbe956802957078ff10e,8544c5d841e464c7fc1642359c838bd4d7c0b626b5c0e355c44abe059821df8c,pr_1c9f1cb487f8abf25f053a26,fire,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-03-0286.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0287_sr_bfbd04e73c9d8ed3a7bfc0a8.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,provisional_unverified,qa_status,active
mix_a5fbd5e5603ba2bc75838f3b,cex1000_321fe1e506e4533b7c1f4c32,doc_4471dd866fe280b2574a017d,ttd_a803dd6f1cb8b4328fdea1fa,sr_363e174c712cbd0cdcdcd485,NSCQ-OH-20260720-0566,OH,East Liverpool,CITY OF EAST LIVERPOOL,police,cba,qobs_a6c0c82e6153ae6352b1abdf|qobs_c038bc011b60f99c9dfca259,lobs_a6c0c82e6153ae6352b1abdf,2,1,medium,BASE_HOURLY_RATES_FOUND_P7|CERTIFICATION_PLACEMENT_MECHANISM_P7|LONGEVITY_AND_SPECIAL_RETIREMENT_NONBASE|OVERTIME_ROTATION_NONBASE,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,mix_a5fbd5e5603ba2bc75838f3b,,true,,not_in_targeted_queue,not_applicable,,mix_a5fbd5e5603ba2bc75838f3b,true,qobs_a6c0c82e6153ae6352b1abdf|qobs_c038bc011b60f99c9dfca259,qobs_a6c0c82e6153ae6352b1abdf|qobs_c038bc011b60f99c9dfca259,,not_in_targeted_queue,not_applicable,,mix_a5fbd5e5603ba2bc75838f3b,true,qobs_a6c0c82e6153ae6352b1abdf|qobs_c038bc011b60f99c9dfca259,qobs_a6c0c82e6153ae6352b1abdf|qobs_c038bc011b60f99c9dfca259,49e2c21a3982ee7748ad8d4fa028ff2ebdf7dfe61b7aa566ca1d07e62bf00a8a,pr_201552db93c6a0ac95affe89,police,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-CON-01-0410.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0335_sr_363e174c712cbd0cdcdcd485.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,provisional_unverified,qa_status,active
mix_05adf4ff0c9131becac9b448,cex1000_d6f21fbb84b699340eece4d5,doc_d7cc1a827d134c2d250ca5ea,ttd_ed4477646a17851c31b59874,sr_fd47b22c124ecb4117d45fad,NSCQ-OH-20260720-0285,OH,Forest Park,CITY OF FOREST PARK,police,cba,qobs_39ddb750f290642e496e56ce|qobs_a008ddba96a9c3de6b66e5a9|qobs_6521e4befc47dabba6a305f1|qobs_3cf2b7d7b86114e4c9bbeebf|qobs_6ad93e1182044335bf2c69c0,lobs_39ddb750f290642e496e56ce,5,1,medium,WAGE_INCREASE_EFFECTIVE_DATE_PCT|HOURLY_RATE_BY_STEP|CONDITIONAL_WAGE_PACING_NON_REPRESENTED|VACATION_WEEK_TIERS_LENGTH_OF_SERVICE|PENSION_PICK_UP_EMPLOYEE_CONTRIBUTION_10,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,mix_05adf4ff0c9131becac9b448,,true,,not_in_targeted_queue,not_applicable,,mix_05adf4ff0c9131becac9b448,true,qobs_39ddb750f290642e496e56ce|qobs_a008ddba96a9c3de6b66e5a9|qobs_6521e4befc47dabba6a305f1|qobs_3cf2b7d7b86114e4c9bbeebf|qobs_6ad93e1182044335bf2c69c0,qobs_39ddb750f290642e496e56ce|qobs_a008ddba96a9c3de6b66e5a9|qobs_6521e4befc47dabba6a305f1|qobs_3cf2b7d7b86114e4c9bbeebf|qobs_6ad93e1182044335bf2c69c0,,not_in_targeted_queue,not_applicable,,mix_05adf4ff0c9131becac9b448,true,qobs_39ddb750f290642e496e56ce|qobs_a008ddba96a9c3de6b66e5a9|qobs_6521e4befc47dabba6a305f1|qobs_3cf2b7d7b86114e4c9bbeebf|qobs_6ad93e1182044335bf2c69c0,qobs_39ddb750f290642e496e56ce|qobs_a008ddba96a9c3de6b66e5a9|qobs_6521e4befc47dabba6a305f1|qobs_3cf2b7d7b86114e4c9bbeebf|qobs_6ad93e1182044335bf2c69c0,39b61df481ccafe9ac63fb2cf9815b2b60f9b60720e3431cd677d21a9967919d,pr_aa6473852a1f58f3ae329b74,police,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-09-0868.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0321_sr_fd47b22c124ecb4117d45fad.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,provisional_unverified,qa_status,active
mix_5b4ad8bcfcb7f2669f5d4d0b,cex1000_565363e57d970edc3f374bcd,doc_2fdf9cb449d5fe426fb9edaa,ttd_0fa91d91fc1735ae8d3ae9d9,sr_b326c6aab3383f98c336ff2d,NSCQ-OH-20260720-0233,OH,Fostoria,CITY OF FOSTORIA,police,cba,qobs_0dafb0aeb03cbb1c3a4573fb|qobs_5d491da97e5bd4ea38d133a7|qobs_d2b8754ea32c1cc5775bbd7e|qobs_c8f09269eef5ce838c88e7fb|qobs_99a60eb055946848281f6cbb,lobs_0dafb0aeb03cbb1c3a4573fb,5,1,medium,SERGEANTS_RATES_AND_STEP_DURATIONS_ON_P8|OVERTIME_PREMIUM_MULTIPLIERS_ON_P9,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,mix_5b4ad8bcfcb7f2669f5d4d0b,,true,,not_in_targeted_queue,not_applicable,,mix_5b4ad8bcfcb7f2669f5d4d0b,true,qobs_0dafb0aeb03cbb1c3a4573fb|qobs_5d491da97e5bd4ea38d133a7|qobs_d2b8754ea32c1cc5775bbd7e|qobs_c8f09269eef5ce838c88e7fb|qobs_99a60eb055946848281f6cbb,qobs_0dafb0aeb03cbb1c3a4573fb|qobs_5d491da97e5bd4ea38d133a7|qobs_d2b8754ea32c1cc5775bbd7e|qobs_c8f09269eef5ce838c88e7fb|qobs_99a60eb055946848281f6cbb,,not_in_targeted_queue,not_applicable,,mix_5b4ad8bcfcb7f2669f5d4d0b,true,qobs_0dafb0aeb03cbb1c3a4573fb|qobs_5d491da97e5bd4ea38d133a7|qobs_d2b8754ea32c1cc5775bbd7e|qobs_c8f09269eef5ce838c88e7fb|qobs_99a60eb055946848281f6cbb,qobs_0dafb0aeb03cbb1c3a4573fb|qobs_5d491da97e5bd4ea38d133a7|qobs_d2b8754ea32c1cc5775bbd7e|qobs_c8f09269eef5ce838c88e7fb|qobs_99a60eb055946848281f6cbb,2fd6ca01fc5d90707d6dc1c6de84b67745c9c9a1dc6965ea07a9678cc5f6c5c9,pr_2bea392e3395dcd97a975746,police,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1150.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0360_sr_b326c6aab3383f98c336ff2d.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,provisional_unverified,qa_status,active
mix_24c2f33467bcb7052324dbc4,cex1000_683561bfcad806a94ae1cf69,doc_3d307b2d287b3fa6d5d09f82,ttd_c5512fa6e60d85503922353f,sr_4b1835c1679574eea2785c27,NSCQ-OH-20260720-0582,OH,Girard,CITY OF GIRARD,police,cba,qobs_e82e7118575ddf8d478a6002,lobs_e82e7118575ddf8d478a6002,1,1,medium,BASE_WAGE_EVIDENCE_PRESENT_ON_PAGE_21|QUALITATIVE_PAY_RATE_MECHANISM_VIA_DISPL,provisional_unverified,new_500_scale,,provisional_unverified,pending_1000_qa,pending,mix_24c2f33467bcb7052324dbc4,,true,,not_in_targeted_queue,not_applicable,,mix_24c2f33467bcb7052324dbc4,true,qobs_e82e7118575ddf8d478a6002,qobs_e82e7118575ddf8d478a6002,,not_in_targeted_queue,not_applicable,,mix_24c2f33467bcb7052324dbc4,true,qobs_e82e7118575ddf8d478a6002,qobs_e82e7118575ddf8d478a6002,6654b651701012ba1989396baeb7f745a7bb82b004271ed2b523862fd6e19c41,pr_6c21c8d218911ea40b211c1b,police,exact_controlled_public_safety_class,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1055.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0340_sr_4b1835c1679574eea2785c27.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,provisional_unverified,qa_status,active
