candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,content_type_hint,download_status,extraction_status,rating_status,causal_status,verification_timestamp,notes
TS4L-3afef3a04ba631c00d5b,lane_4,tier_b,verification_ready_medium,https://wsprings.com/DocumentCenter/View/10152/Public-Works---Teamsters-700-Final-Agreement-2023-2026-PDF,Public Works - Teamsters 700 Final Agreement 2023-2026 (PDF) (Village of Western Springs),Western Springs,IL,safety_and_non_safety_compensation_units,Public Works (Maintenance Journeyman levels),Teamsters 700,2023-2026,2023-01-01,2026-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same municipality (Western Springs) indicated by wsprings.com hosting,overlaps expected window (2014-2024) via 2023-2024 portion,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:21Z,HEAD only; attempts=1; elapsed_seconds=0.265; identity_score=0; final_host_hash=71cec2aa6022; final_locator_hash=91561a87c3cabfc0bc16; no body or raw headers retained.
TS4L-50d9d2eaae104fc28604,lane_1,tier_b,verification_ready_medium,https://www.sarasotafl.gov/files/assets/city/v/1/hr/documents/union-contracts/teamsters-memorandum-of-understanding-fy20242025.pdf,Teamsters: Memorandum of Understanding – FY2024-2025 (City of Sarasota),Sarasota,FL,non_safety_comparator,Teamsters (Local Union #173) - drivers/warehousemen & allied workers group covered by Teamsters CBA,Local Union #173 (International Brotherhood of Teamsters) - as referenced by the City’s Teamsters section,FY2024-2025 (within 10/01/2022 - 09/30/2025 contract term),2022-10-01,2025-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_municipality,overlaps_expected_period,unavailable,head_http_403,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:21Z,HEAD only; attempts=1; elapsed_seconds=0.336; identity_score=0; final_host_hash=7eba8ef9d436; final_locator_hash=94c0e4fb0e905381cf54; no body or raw headers retained.
TS4L-8726a276cf1f6264654c,lane_1,tier_b,verification_ready_medium,https://www.ocea.org/assets/files/mous/fmef-mou.pdf,AGREEMENT BETWEEN THE CITY OF FULLERTON AND THE Fullerton Municipal Employees Federation (FMEF) — MOA (PDF),Fullerton,CA,non_safety_comparator,Municipal Employees (non-safety comparator unit),Fullerton Municipal Employees Federation (FMEF),"Locked target overlap: Jan 1, 2024 through Jun 30, 2028 (document appears to cover compensation for a multi-year term)","January 7, 2023 (as ","June 30, 2027 (overl",collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"City match (Fullerton, CA)","Overlaps requested period (starts before Jan 1, 2024; continues past Jan 1, 2024)",unavailable,head_http_403,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:22Z,HEAD only; attempts=1; elapsed_seconds=0.401; identity_score=0; final_host_hash=80fcda56a57a; final_locator_hash=8df70b8bb2923b935527; no body or raw headers retained.
TS4L-b1bb7afb02d7239db83f,lane_1,tier_b,verification_ready_medium,https://www.sarasotafl.gov/files/assets/city/v/1/hr/documents/union-contracts/teamster-contract-20222025.pdf,Agreement between the City of Sarasota and the International Brotherhood of Teamsters (Local Union #173) (10/01/2022 - 09/30/2025),Sarasota,FL,non_safety_comparator,Teamsters (Local Union #173) - Citrus/Cannery/Food Processing and Allied Workers; Drivers; Warehousemen & Helpers,Local Union #173 (International Brotherhood of Teamsters),10/01/2022 - 09/30/2025,2022-10-01,2025-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_municipality,exact_overlap_with_expected_period,unavailable,head_http_403,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:23Z,HEAD only; attempts=1; elapsed_seconds=0.31; identity_score=0; final_host_hash=7eba8ef9d436; final_locator_hash=30c1fa1a9904fc614754; no body or raw headers retained.
TS4L-d3ac0e319440e35a8299,lane_1,tier_b,verification_ready_medium,https://irvineta.org/wp-content/uploads/2016/08/ITAcon2016-2012017_finalcontractboardapproved11-15-16TOPOST_002.pdf,"ITA Agreement — July 1, 2016 to June 30, 2017 (Irvine Teachers Association / IUSD)",Irvine,CA,non_safety_comparator,certificated teachers (education),Irvine Teachers Association (ITA),"July 1, 2016 through June 30, 2017",2016-07-01,2017-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"yes (Irvine, CA)",overlaps expected period (2015-2017),unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:23Z,HEAD only; attempts=1; elapsed_seconds=0.212; identity_score=0; final_host_hash=92fa1faf89a2; final_locator_hash=fc91e27579c21f704740; no body or raw headers retained.
TS4L-f5ea777e483009192256,lane_1,tier_b,verification_ready_medium,https://www.wilkes-barre.city/human-resources/files/cdl-driver-laborer-full-time-temp-vacancy-march-2020,"City of Wilkes-Barre Human Resources — CDL Driver / Laborer (Full-Time Temp Vacancy) notice, posted March 2020",Wilkes-Barre,PA,non_safety_comparator,Non-safety operations/maintenance support roles (CDL driver / laborer),Public Service Employees Local #1310 (referenced for coverage determination),Unknown (referenced as an “aforesaid Collective Bargaining Agreement” covering Article VII; posting date March 2020),unknown_from_lead,unknown_from_lead,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,matches_municipality_by_context,likely_within_2014_2024_window_by_posting_date,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:23Z,HEAD only; attempts=1; elapsed_seconds=0.402; identity_score=0; final_host_hash=767a150c89f1; final_locator_hash=ad3b36aaaba07a603cdf; no body or raw headers retained.
TS4L-0d8fc1c2cf9c543f3b28,lane_4,tier_b,verification_ready_medium,https://www.mashpeema.gov/DocumentCenter/View/560/June-15-2020-Finance-Committee-Report----Special-and-Annual-Town-Meeting-Warrants,"June-15-2020 Finance Committee Report — Special and Annual Town Meeting Warrants (mentions IAFF Local 2519 effective July 1, 2020)",Mashpee,MA,safety_and_non_safety_compensation_units,Fire (Firefighters),"Mashpee Permanent Fire Fighters Association, International Association of Fire Fighters (IAFF) Local 2519","Effective July 1, 2020 (for additional FY2021 expenditures related to newly negotiated contract)",2020-07-01,2021-06-30 (inferred,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same municipality match (Mashpee, MA) indicated by mashpeema.gov domain.",Overlaps target window (2020-2021).,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:23Z,HEAD only; attempts=1; elapsed_seconds=0.195; identity_score=0; final_host_hash=0152eb76740e; final_locator_hash=046aea6989b2351111de; no body or raw headers retained.
TS4L-1d394b17aeabc902e837,lane_1,tier_b,verification_ready_medium,https://www.lith.org/home/showpublisheddocument/2469/637545339458600000,PUBLIC MEETING NOTICE AND AGENDA — Collective Bargaining Agreement between the Village of Lake in the Hills and Metropolitan Alliance of Police (includes wage schedule) [web document locator],Lake in the Hills,IL,non_safety_comparator,Metropolitan Alliance of Police bargaining unit (document references wage schedule; may include non-sworn/civilian classifications depending on the agreement/parties listed),Metropolitan Alliance of Police (MAP) — Lake in the Hills chapter reference shown in document context,Terms referenced through a 2023 end-date context (exact contract term not fully determined from the locator alone),,2023-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match,potentially_overlaps_2020-2023,unavailable,head_http_403,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:23Z,HEAD only; attempts=1; elapsed_seconds=0.478; identity_score=0; final_host_hash=9ca5808b333f; final_locator_hash=d30cc5add4df9031fdbd; no body or raw headers retained.
TS4L-22e619930f71561cf311,lane_4,tier_b,verification_ready_medium,https://www.hgcity.org/home/showpublisheddocument/4264/638882952477270000,City Council Staff Report Packet (Resolution No. 020-2025; Revised Salary Schedule for AFSCME Management Unit),Hawaiian Gardens,CA,safety_and_non_safety_compensation_units,AFSCME Management Unit employees (salary schedule/class & compensation adjustments referenced),AFSCME (Management Unit),"Resolution No. 020-2025 adopting revised salary schedule; effective retroactive to July 1, 2024 and revision effective July 1, 2025 (per staff report snippet)",2024-07-01,2025-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same municipality (Hawaiian Gardens, CA) in document title/snippet",overlaps expected window (2024-2025 effective dates fall within 2014-2024 window boundary at 2024),unavailable,head_http_403,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:24Z,HEAD only; attempts=1; elapsed_seconds=0.38; identity_score=0; final_host_hash=dc429c19d87a; final_locator_hash=2ee716a496489bc61352; no body or raw headers retained.
TS4L-341e3218de706f361308,lane_2,tier_b,verification_ready_medium,https://www.newmilfordps.org/collectivebargainingagreements,Collective Bargaining Agreements — New Milford Public Schools (Arbitration Awards section includes NMBOE and NMEA Arbitration Award 2015.pdf),New Milford,CT,safety_and_non_safety_bargaining_units,Education staff (NMEA / New Milford Education Association),NMBOE vs. NMEA (New Milford Education Association) arbitration award recipient unit(s),Arbitration Award 2015 (documented as 'NMBOE and NMEA Arbitration Award 2015.pdf'),2015,2015,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match_expected,within_target_window_(2014-2024),unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:24Z,HEAD only; attempts=1; elapsed_seconds=0.343; identity_score=0; final_host_hash=12f6e88d2c6f; final_locator_hash=80e533859f283547bd17; no body or raw headers retained.
TS4L-40e19fe10463cd546caf,lane_4,tier_b,verification_ready_medium,https://www.townofmoreau.org/Budgets/2025%20Tentative%20Budget.pdf,Town of Moreau 2025 Tentative Budget (includes “2025 Town of Moreau Comparative Salary Schedule” with adopted years 2019-2024),Moreau,NY,safety_and_non_safety_compensation_units,Town employee/position compensation lines (mix of public safety and non-safety positions),,"Comparative salary schedule columns include Adopted 2019, Adopted 2020, Adopted 2021, Adopted 2022, Adopted 2023, Adopted 2024 (document year 2025 tentative budget)",2019,2024,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same municipality (Moreau, NY) indicated by document title/site",overlaps expected window (2014-2024) via adopted-year columns 2019-2024,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:24Z,HEAD only; attempts=1; elapsed_seconds=0.159; identity_score=0; final_host_hash=4da593b6363f; final_locator_hash=24afe439da72844e863e; no body or raw headers retained.
TS4L-4484d6c60941ca117988,lane_1,tier_b,verification_ready_medium,https://www.shreveportla.gov/DocumentCenter/View/2008/Council-Proceedings---November-26-2013?bidId=,"Council Proceedings of the City of Shreveport, Louisiana (DocumentCenter) — November 26, 2013 (CC 3827; Resolution No. 206 of 2013 referenced)",Shreveport,LA,non_safety_comparator,City departments listed in the resolution/context for AFSCME Local 13-25 collective bargaining coverage (operational and administrative departments referenced in excerpt),AFSCME Local 13-25,Resolution authorizing execution of a Collective Bargaining Agreement (specific start/end dates not provided in snippet),2012-12-20 (negotiat,2015-11 (approximate,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_expected_match,high_overlap_with_likely_initial_executed_contract_cycle,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:24Z,HEAD only; attempts=1; elapsed_seconds=0.199; identity_score=0; final_host_hash=723ad79ca99a; final_locator_hash=cd2b6b0a0358105031be; no body or raw headers retained.
TS4L-494245207c05bb278b35,lane_2,tier_b,verification_ready_medium,https://www.cantonmi.gov/DocumentCenter/View/1174/AFSCME?bidId=,"AFSCME Local #3860 — Collective Bargaining Agreement (Jan 1, 2024 - Dec 31, 2026)",Canton charter,MI,safety_and_non_safety_bargaining_units,Non-safety (public sector municipal employees),International Union of AFSCME Local #3860,"January 1, 2024 - December 31, 2026",2024-01-01,2026-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"likely_same_municipality_match (Charter Township of Canton, MI)",overlaps_expected_window (includes 2024),unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:24Z,HEAD only; attempts=1; elapsed_seconds=0.166; identity_score=0; final_host_hash=7be534631023; final_locator_hash=5a36455c975e15b8b451; no body or raw headers retained.
TS4L-57f878e49dc0c014496d,lane_2,tier_b,verification_ready_medium,https://www.ecode360.com/DE0193/document/260540082.pdf,"ORDINANCE OF THE TOWNSHIP OF DEPTFORD AUTHO (PDF) (mentions Deptford Township and a collective bargaining agreement with NJ State Policemen’s Benevolent Association, Deptford Local 122)",Deptford,NJ,safety_and_non_safety_bargaining_units,police (PBA Local 122) and other covered municipal employees depending on referenced CNA(s),NJ State Policemen’s Benevolent Association (Deptford Local 122) (as referenced in the document),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,unknown_cycle_overlap,unavailable,head_http_403,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:24Z,HEAD only; attempts=1; elapsed_seconds=0.358; identity_score=0; final_host_hash=7c673be1d3c1; final_locator_hash=8158a68cd672fffa2a41; no body or raw headers retained.
TS4L-59229599ce05f7e8e53e,lane_4,tier_b,verification_ready_medium,https://www.lockhart-tx.org/upload/page/0060/salary%20and%20benefits%203.27.2021.pdf,"salary and benefits 3.27.2021 (Lockhart, TX) — includes Fire Department Step Pay Plan (Civil Service Personnel) *Effective October 3, 2020",Lockhart,TX,safety_and_non_safety_compensation_units,Fire (Civil Service classified personnel); also may include Police/other classified civil service pay schedules within same packet,,"Step Pay Plan effective dates shown inside; includes *Effective October 3, 2020 (with estimated annual rates shown for multiple tenure steps)",2020-10-03 (effectiv,Unknown from lead-on,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same city (Lockhart, TX) expected; city-hosted PDF",Overlaps target window (2014-2024) via effective 2020 date,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:24Z,HEAD only; attempts=1; elapsed_seconds=0.302; identity_score=0; final_host_hash=803582d275d6; final_locator_hash=fd708b4c536f0dfc97cc; no body or raw headers retained.
TS4L-74a63c6d7a02a4545ed4,lane_4,tier_b,verification_ready_medium,https://townofevansny.gov/~documents/agendas-recordings-minutes/town-board-minutes-agenda/2023-town-board-agendas-minutes-recordings/2023-town-board-meeting-work-session-minutes/2023-organizational-meeting-amended/?layout=file,Town of Evans organizational meeting minutes (amended) — Resolution 2023-020 wages established in accordance with union contracts (includes PBA),Evans,NY,safety_and_non_safety_compensation_units,Safety + non-safety combined listing (PBA safety; multiple non-safety units also listed),"PBA (Police Benevolent Association) and other listed units (IBEW #41, CSEA #815, UAW Amalgamated Local 55, SEIU Local 200)",Wages established for calendar year 2023 (union contracts referenced; detailed pay terms expected to be in the underlying union contracts),2023-01-01,2023-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same_city_expected (Town of Evans, NY referenced)",overlaps_target_window (2023 within 2014-2024),unavailable,head_http_403,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:25Z,HEAD only; attempts=1; elapsed_seconds=0.149; identity_score=0; final_host_hash=f8d24759a05f; final_locator_hash=78cef71f5697f7095167; no body or raw headers retained.
TS4L-855b63af21637f8b3703,lane_1,tier_b,verification_ready_medium,https://www.shreveportla.gov/DocumentCenter/View/1880/Council-Proceedings---November-12-2013,"Council Proceedings of the City of Shreveport, Louisiana (DocumentCenter) — November 12, 2013 (CC 3827)",Shreveport,LA,non_safety_comparator,AFSCME Local 13-25 represented city employees (agreement presented for council approval; mirrors personnel rules),AFSCME Local 13-25 (AFSCME / Louisiana Public Employees Council No. 17 referenced in later council text),Initial two-year term with an option to renew for two additional years (as described in the council proceedings text excerpt),2013-11 (council app,2015-11 (approx. end,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_expected_match,high_overlap_with_likely_first_executed_contract_term,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:25Z,HEAD only; attempts=1; elapsed_seconds=0.258; identity_score=0; final_host_hash=723ad79ca99a; final_locator_hash=4d05446fab8e30ea020e; no body or raw headers retained.
TS4L-897957a7417729c41aee,lane_1,tier_b,verification_ready_medium,https://northplattene.gov/DocumentCenter/View/1669,"City of North Platte, NE — 2024-2027 Salary Schedule Changes as per Agreement (DocumentCenter/View/1669)",North Platte,NE,non_safety_comparator,Public Service / City of North Platte represented employees (non-safety comparator target lead),City of North Platte (represented bargaining unit context; union not confirmed from locator snippet),2024-2027 (header shown in search snippet),2024-01-01 (inferred,2027-12-31 (inferred,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same city (North Platte, NE)",partial/uncertain overlap with 10/1/2022–9/30/2024 (overlap likely none if effective is 2024–2027),unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:25Z,HEAD only; attempts=1; elapsed_seconds=0.297; identity_score=0; final_host_hash=5128b06f5f94; final_locator_hash=c4cb6339ea76287ca085; no body or raw headers retained.
TS4L-8e4fe60d4953445436a1,lane_2,tier_b,verification_ready_medium,https://www.milfordma.gov/DocumentCenter/View/2792/STM-October-30-2023-Minutes,"SPECIAL TOWN MEETING (Town of Milford, MA) — October 30, 2023 Minutes (Article 26: Milford Permanent Firefighters Association Local 2140 CBA cost items)",Milford,MA,safety_and_non_safety_bargaining_units,public safety (fire),Milford Permanent Firefighters Association Local 2140,Referenced as a collective bargaining agreement cost items supplement (exact term not captured in lead snippet),2023-01 (inferred as,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,exact_city_match,likely_overlaps_2014_2024_window,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:25Z,HEAD only; attempts=1; elapsed_seconds=0.303; identity_score=0; final_host_hash=afe1f334d6c9; final_locator_hash=e03486f628695b2492a3; no body or raw headers retained.
TS4L-9bef9dcbad176e502912,lane_1,tier_b,verification_ready_medium,https://city.milwaukee.gov/ImageLibrary/User/jkamme/LaborContracts/2018.08.09-MPSO18-201.pdf,City of Milwaukee labor agreement (2018.08.09-MPSO18-201.pdf),Milwaukee,WI,non_safety_comparator,non_safety_comparator,,"2018-2019 (effective pay period 1, 2019 language shown in snippet)",2018-12-30 (effectiv,2019 (end-date not c,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Milwaukee (City of Milwaukee document; unverified match to target unit type),Overlaps expected period (2018-2019) (unverified),unavailable,head_http_403,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:25Z,HEAD only; attempts=1; elapsed_seconds=0.377; identity_score=0; final_host_hash=dfb8d17a4ddf; final_locator_hash=e8f9e93955a00e628682; no body or raw headers retained.
TS4L-a67b2a35435e70c2e74a,lane_2,tier_b,verification_ready_medium,https://www.danversma.gov/DocumentCenter/View/???/Police-MOA---FY2022-FY2024,"Police MOA - FY2022-FY2024 (Danvers, MA) (PDF) [locator derived from Danvers Collective Bargaining Agreements page listing]",Danvers,MA,safety_and_non_safety_bargaining_units,Police,Police bargaining unit (Danvers),FY2022–FY2024 (per listing title),2022,2024,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,overlaps_2014_2024,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:27Z,HEAD only; attempts=1; elapsed_seconds=0.115; identity_score=0; final_host_hash=56d19be005a9; final_locator_hash=308da0fcc16460349f6d; no body or raw headers retained.
TS4L-c1f65896960b59fdacbe,lane_1,tier_b,verification_ready_medium,https://www.nashuanh.gov/DocumentCenter/View/25004/NPD---UFPO-2022-2026,NPD --- UFPO --- 2022-2026 (Collective Bargaining Agreement),Nashua,NH,non_safety_comparator,Police (department/union document; unit acronym UFPO),UFPO (as named in document title),"July 1, 2022 — June 30, 2026",2022-07-01,2026-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Municipality: Nashua, NH (matches expected city)","Expected period overlap (July 1, 2022 — June 30, 2026)",unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:27Z,HEAD only; attempts=1; elapsed_seconds=0.207; identity_score=0; final_host_hash=15637b246235; final_locator_hash=b43486936d36acd6e285; no body or raw headers retained.
TS4L-d353d5e28f321f7ad289,lane_2,tier_b,verification_ready_medium,https://www.firelawblog.com/wp-content/uploads/sites/19/2023/04/US_DIS_AZD_2_23cv612_d90633990e360_COMPLAINT_NO-EXHIBITS.pdf,"Glynn v. El Mirage, City of et al — Complaint (No Exhibits) (Doc. 1) (Case 2:23-cv-00612-MTL) (mentions a December 2021 arbitration decision relating to the Local 4361 MOU)",El Mirage,AZ,safety_and_non_safety_bargaining_units,Firefighters (IAFF Local 4361 / Northwest Valley Firefighters Association),"Northwest Valley Firefighters Association, International Association of Fire Fighters Local 4361",Referenced arbitration decision: December 2021 (MOU referenced; contract dates not confirmed in the locator result),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same municipality (El Mirage, AZ) indicated by case caption",overlaps target window via referenced December 2021 arbitration decision (exact bargaining-cycle dates not confirmed from search snippet),unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:27Z,HEAD only; attempts=1; elapsed_seconds=1.614; identity_score=0; final_host_hash=a1e1332d8587; final_locator_hash=8470d2ba6ce58b1539e1; no body or raw headers retained.
TS4L-d66f2523633b39a2db88,lane_2,tier_b,verification_ready_medium,https://www.portagein.gov/DocumentCenter/View/4740/Police-150-CBA_2021,"COLLECTIVE BARGAINING AGREEMENT (Police 150) — Portage Police Department (Jan 1, 2021–Dec 31, 2021)",Portage,IN,safety_and_non_safety_bargaining_units,Police (safety),"Operating Engineers, Local 150 (Portage Police Department bargaining unit)","January 1, 2021 through December 31, 2021",2021-01-01,2021-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Exact municipality match: Portage, IN",Overlaps target window (2014–2024),unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:28Z,HEAD only; attempts=1; elapsed_seconds=0.331; identity_score=0; final_host_hash=68f9462df482; final_locator_hash=b202aee35df5cdaca954; no body or raw headers retained.
TS4L-d7d00a18aa29d1ff8495,lane_2,tier_b,verification_ready_medium,https://cms5.revize.com/revize/cityofsaginawmi/Documents%20Center/Department/Human%20Resources/Unions%20and%20Compensation/IAFF-2022-2026.pdf,City of Saginaw and IAFF — Collective Bargaining Agreement (2022-2026),Saginaw charter,MI,safety_and_non_safety_bargaining_units,Firefighters,IAFF Local 102,2022-2026 (IAFF 2022-2026 document),2022-07-01,2026-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match_inferred,overlaps_2014_2024_window,unavailable,head_http_404,,,,,,head_http_404,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:28Z,HEAD only; attempts=1; elapsed_seconds=0.087; identity_score=0; final_host_hash=35b929168f14; final_locator_hash=8f2cae70bdd99e02151e; no body or raw headers retained.
TS4L-d9f2a9d2bff80c8781f8,lane_1,tier_b,verification_ready_medium,https://www.montgomeryil.org/DocumentCenter/View/1398/14-CAFR-VOMontgomery-?bidId=,"Village of Montgomery, Illinois — FY2014 CAFR / document section mentioning existing IUOE Local 150 agreement through April 30, 2015",Montgomery,IL,non_safety_comparator,Public Works field employees (non-safety unit type comparator candidate),IUOE Local 150 (International Union of Operating Engineers),"Existing agreement through April 30, 2015 (exact start date not confirmed in lead snippet)",,2015-04-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same_city_match_expected (Village of Montgomery, IL)",overlap_possible (expected 2012-05-01 to 2013-04-30; only end date 2015-04-30 confirmed in lead snippet),unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:28Z,HEAD only; attempts=1; elapsed_seconds=0.218; identity_score=0; final_host_hash=b2e1f37dbf7d; final_locator_hash=9a852de8aa273127d894; no body or raw headers retained.
TS4L-dd8c77aca43ca419f414,lane_4,tier_b,verification_ready_medium,https://www.bedfordma.gov/DocumentCenter/View/3850/Police-Patrol-Contract-FY18-FY21,"Police Patrol Contract FY18–FY21 (Bedford, MA) [PDF]",Bedford,MA,safety_and_non_safety_compensation_units,Public Safety (Police Patrol),Police Patrol (specific union/local not extracted in this lead),FY18–FY21,2018-07-01,2021-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Exact municipality match (Bedford, MA).",Overlaps 2014-2024 target window (FY18–FY21 falls within).,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:28Z,HEAD only; attempts=1; elapsed_seconds=0.209; identity_score=0; final_host_hash=f54c083e12bf; final_locator_hash=c171e6592cd0af4e8d2a; no body or raw headers retained.
TS4L-eefe9b15a31184821fcd,lane_2,tier_b,verification_ready_medium,https://wellesleyma.gov/DocumentCenter/View/44472/Firefighters---Local-1795-IAFF---July-2023,"Town of Wellesley — Collective Bargaining Agreement: Firefighters (Local 1795 IAFF) (July 1, 2023 through June 30, 2026)",Wellesley,MA,safety_and_non_safety_bargaining_units,Firefighters (public safety),Local 1795 International Association of Firefighters (IAFF),"July 1, 2023 through June 30, 2026",2023-07-01,2026-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_target_window (covers 2014-2024 via years 2023-2024),unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:28Z,HEAD only; attempts=1; elapsed_seconds=0.19; identity_score=0; final_host_hash=dc33145ea01c; final_locator_hash=5b933ef5589eeb33dc3c; no body or raw headers retained.
