candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,content_type_hint,download_status,extraction_status,rating_status,causal_status,verification_timestamp,notes
TS4L-ce1da22ac5eb83d91718,lane_4,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2014/14-MED-10-1571.pdf,Collective Bargaining Agreement — American Township Professional Firefighters (IAFF Local 4020) (SERB case: 2014-MED-10-1571),American,OH,safety_and_non_safety_compensation_units,Public safety (firefighters),American Township Professional Firefighters / International Association of Firefighters Local 4020,"January 1, 2015 to December 31, 2017",2015-01-01,2017-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Likely (American Township, Ohio)",Overlaps target window (2014-2024),wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:23Z,HEAD only; attempts=1; elapsed_seconds=0.448; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=0dabd5229699de30033a; no body or raw headers retained.
TS4L-d5a891b71798f468c27e,lane_2,tier_b,verification_ready_medium,https://apps.greenwichct.org/rtmarchive/upload/medialibrary/7b7/COMPARISON%20DOCUMENT%20Town%20of%20Greenwich%20Teamsters%20Local%20456%202014%20-%202016%20Contract%20-%20Draft%20Greenwich.pdf,Draft Collective Bargaining Agreement Based on the Interest Arbitration Award (Case No. 2017-MBA-261) — Town of Greenwich and Local #456 International Brotherhood of Teamsters,Greenwich,CT,safety_and_non_safety_bargaining_units,non-safety (labor/blue-collar bargaining unit; Teamsters),Local #456 International Brotherhood of Teamsters,"July 1, 2014 – June 30, 2016 (with extension through June 30, 2019 per document formatting)",2014-07-01,2019-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Exact match (Town of Greenwich, CT)",Overlaps expected 2014-2024 window,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:23Z,HEAD only; attempts=1; elapsed_seconds=0.219; identity_score=13; final_host_hash=c97ba485817b; final_locator_hash=b34950c67525e8a1889d; no body or raw headers retained.
TS4L-ec80009326a389148fb7,lane_2,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1139.pdf,"Collective Bargaining Agreement (SERB/Ohio Public Sector) — Township of Delhi (Ohio) with Delhi Township Professional Fire Fighters - Local 3389, IAFF (Contract PDF)",Delhi,OH,safety_and_non_safety_bargaining_units,Firefighters / Public Safety (IAFF),"Delhi Township Professional Fire Fighters - Local 3389, IAFF",Contract entered 1st day of January 2020 (URL indicates 19-MED-10-1139),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same_city_inferred_from_party_name_(""Delhi"" and ""Delhi Township"")",unknown,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:23Z,HEAD only; attempts=1; elapsed_seconds=0.592; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=a69a47768e10ded12af3; no body or raw headers retained.
TS4L-2d08931f281fc52e3e87,lane_1,tier_b,verification_ready_medium,https://www.albanyny.gov/AgendaCenter/ViewFile/Item/932?fileID=3658,MEMORANDUM OF AGREEMENT Between ALBANY POLIC (Albany Police MOA; includes 1/1/2020-12/31/2022 term and retro 2016-2021 in summary snippet),Albany,NY,non_safety_comparator,Police officers/detectives (likely safety-side; included only as a same-city bargaining comparator lead for wage scheduling references across 2016-2021),"Albany Police Officers Union, Local 2841 / Council 82 (per title/summary snippet)",1/1/2020-12/31/2022 (with retro wage references back to 2016-2021 mentioned in snippet),2016,2022,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Same-city (City of Albany, NY)",Overlaps expected period (2016-2022) via retro references and term coverage,wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:24Z,HEAD only; attempts=1; elapsed_seconds=0.306; identity_score=13; final_host_hash=4f4671f8df2f; final_locator_hash=f6eafc45094405912243; no body or raw headers retained.
TS4L-6d811201eb736b4ead94,lane_1,tier_b,verification_ready_medium,https://docs.mountprospect.org/WebLink/DocView.aspx?dbid=0&id=2180940&repo=VOMP,"Collective Bargaining Agreement (Term January 1, 2023 through December 31, 2025) — Metropolitan Alliance of Police Mount Prospect Sergeants Chapter #85 and the Village of Mount Prospect (Exhibit A / Sergeant Wage Schedule 2023–2025)",Mount Prospect,IL,non_safety_comparator,Police sergeants (negotiated wage schedule included for 2023–2025),Metropolitan Alliance of Police Mount Prospect Sergeants Chapter #85,"January 1, 2023 through December 31, 2025 (CBA; includes Appendix/Sergeant Wage Schedule 2023–2025)",2023-01-01,2025-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Mount Prospect, IL (same-city match expected from source title/parties)",Overlaps expected period 2023–2025 (exact match for 2023–2025),wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:25Z,HEAD only; attempts=1; elapsed_seconds=1.434; identity_score=13; final_host_hash=d8a4137d86f0; final_locator_hash=97663a60d56434776f30; no body or raw headers retained.
TS4L-9666f40cd02e302fa525,lane_1,tier_b,verification_ready_medium,https://www.nashville.gov/sites/default/files/2023-06/2023PayPlan.pdf?ct=1687976730,Metropolitan Government of Nashville and Davidson County - 2023PayPlan.pdf (salary grade step table; effective 7/1/2023),Nashville-Davidson County,TN,non_safety_comparator,Metro salary grades (pay tables for non-Police/Fire general pay plan),,Effective 7/1/2023 (pay tables),2023-07-01,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,overlaps_expected_period_2023,wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:25Z,HEAD only; attempts=1; elapsed_seconds=0.457; identity_score=11; final_host_hash=0e2112c12f66; final_locator_hash=8dede8e226fdc1bbdedb; no body or raw headers retained.
TS4L-c7e50174d20faefae5dc,lane_1,tier_b,verification_ready_medium,https://www.menomoneefalls.gov/1285/Human-Resources,"Human Resources | Menomonee Falls, WI - Official Website (page listing contract documents by years, including police association contract years)",Menomonee Falls,WI,non_safety_comparator,Unknown (HR page index for employee groups/contracts),Menomonee Falls Police Association (listed on page for a year range; inferred from snippet shown),2023-2024 (implied availability around HR contract listings; exact match not extracted here),2023-01-01,2024-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same_city_candidate (Menomonee Falls, WI)",expected_period_overlap_candidate (page indicates contract document listings around relevant years),wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:27Z,HEAD only; attempts=1; elapsed_seconds=0.426; identity_score=13; final_host_hash=5797e3b544ff; final_locator_hash=3e59b7a6c94e9ae0d90a; no body or raw headers retained.
TS4L-e9cd622e34fc601e343c,lane_1,tier_b,verification_ready_medium,https://www.cityofalexandriala.com/city-working-to-increase-police-officer-base-pay/,"City Working To Increase Police Officer Base Pay (Alexandria, LA)",Alexandria,LA,non_safety_comparator,Police officers (base pay / salary schedule context),Alexandria Police Officers Association Local 833 (as referenced in article),"Five-year deal referenced as voted/approved April 19, 2016 (exact execution date and through-end not included in lead snippet)",2016-04-19 (voted/ap,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Yes (Alexandria, LA explicitly in page/site name)","Overlaps possible depending on whether referenced five-year term begins at/near April 19, 2016",wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:28Z,HEAD only; attempts=1; elapsed_seconds=0.854; identity_score=11; final_host_hash=01f1f60561c9; final_locator_hash=b96f9289bc62e9169e2d; no body or raw headers retained.
TS4L-0758dc6efcec286d1931,lane_1,tier_b,verification_ready_medium,https://www.ci.camden.nj.us/wp-content/uploads/2024/10/City-Supervisory-Unit-Contract-22-25.pdf,City of Camden & Supervisory CWA Local 1014 — Collective Bargaining Agreement (22-25),Camden,NJ,non_safety_comparator,Municipal employees covered by CWA Local 1014 (supervisory bargaining unit),CWA Local 1014 (Supervisory unit),"January 01, 2022 – December 31, 2025",2022-01-01,2025-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"exact_municipality_match (City of Camden, NJ)",overlaps_expected_period (overlap: 2022-01-01 through 2024-12-31),wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:29Z,HEAD only; attempts=1; elapsed_seconds=0.175; identity_score=13; final_host_hash=128badce46d5; final_locator_hash=5667b735a58df996b001; no body or raw headers retained.
TS4L-1494178938ccac4546d1,lane_1,tier_b,verification_ready_medium,https://www.ci.camden.nj.us/wp-content/uploads/2024/10/City-Non_Supervisory-Contract-22-25.pdf,City of Camden & Non Supervisory CWA Local 1014 — Collective Bargaining Agreement (22-25),Camden,NJ,non_safety_comparator,Municipal employees covered by CWA Local 1014 (non-supervisory bargaining unit),CWA Local 1014 (Non Supervisory unit),"January 01, 2022 – December 31, 2025",2022-01-01,2025-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"exact_municipality_match (City of Camden, NJ)",overlaps_expected_period (overlap: 2022-01-01 through 2024-12-31),wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:29Z,HEAD only; attempts=1; elapsed_seconds=0.172; identity_score=13; final_host_hash=128badce46d5; final_locator_hash=8e7d1130e8860e46b262; no body or raw headers retained.
TS4L-1bfd2a8e2fefc5bb4783,lane_1,tier_b,verification_ready_medium,https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/6724dfa82c1d0759d7cc9d6f/1730469800929/ActiveContract%2B-%2BShakopee%2BPD%2BSergeants%2B-%2B12-31-2026.pdf,"ActiveContract - Shakopee PD Sergeants - 12-31-2026 (Labor Agreement) (Law Enforcement Labor Services, Inc.)",Shakopee,MN,non_safety_comparator,Law Enforcement,Police Sergeants,"Effective January 1, 2024 - December 31, 2026",2024-01-01,2026-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"municipality match likely (City of Shakopee, MN)","overlaps expected period (July 15, 2024 - Dec 31, 2026 is contained within Jan 1, 2024 - Dec 31, 2026)",wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:29Z,HEAD only; attempts=1; elapsed_seconds=0.146; identity_score=13; final_host_hash=ab466ba2adb8; final_locator_hash=4802e5155c606375bb3f; no body or raw headers retained.
TS4L-1f7519eb317c013d4301,lane_1,tier_b,verification_ready_medium,https://www.granville.oh.us/s/Council-packet-071724-bj6a.pdf,"Granville Village Council packet (07/17/2024): amendment to collective bargaining agreement (effective July 2, 2024 through Dec 31, 2024; agreement effective Jan 1, 2022 through Dec 31, 2024)",Granville,OH,non_safety_comparator,Police officers (FOP officers),FOP Officers (Fraternal Order of Police Officers) — Village of Granville,"Collective bargaining agreement: Jan 1, 2022 through Dec 31, 2024; wage schedule amended beginning July 2, 2024 through Dec 31, 2024",2022-01-01,2024-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"yes (Granville, OH)",aligns with requested 2022-01-01 to 2024-12-31 period; wage schedule amendment begins 2024-07-02,wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:29Z,HEAD only; attempts=1; elapsed_seconds=1.18; identity_score=13; final_host_hash=ab466ba2adb8; final_locator_hash=e2c744951cb4686aff5b; no body or raw headers retained.
TS4L-45a90f29580d0c69a0dc,lane_2,tier_b,verification_ready_medium,https://www.orangevillage.com/wp-content/uploads/2023/10/Ord.-2023-15-FOP-Collective-Barg-Agreement-signed-10-11-23.pdf,Ord. 2023-15 (signed 10/11/23): FOP Collective Bargaining Agreement - Orange Village,Orange,OH,safety_and_non_safety_bargaining_units,"Public safety (police); Fraternal Order of Police Lodge #57, Orange Division","Police bargaining units (per appended agreement; e.g., officer and promoted units)",2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Orange, OH (Orange Village) match (high-confidence by municipality and ordinance reference)",Overlaps 2014-2024 target window (signed 10-11-23; Ord. 2023-15),wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:30Z,HEAD only; attempts=1; elapsed_seconds=0.243; identity_score=13; final_host_hash=4216afe4343b; final_locator_hash=5629b7fa1a11d02edafb; no body or raw headers retained.
TS4L-d84c4924b8c12bdf2ad0,lane_1,tier_b,verification_ready_medium,https://apps.cityofmesquite.com/city_secweb/resolutions/2022-34.pdf,"City of Mesquite Resolution 2022-34 – Memorandum of Understanding effective October 1, 2022 through September 30, 2026",Mesquite,TX,non_safety_comparator,public safety (police; potential non-safety counterpart scouting anchor),Mesquite Police Association,"Effective October 1, 2022 through September 30, 2026",2022-10-01,2026-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Mesquite, TX (yes)",overlaps expected period (2022-2026) (yes),wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:37Z,HEAD only; attempts=1; elapsed_seconds=0.48; identity_score=13; final_host_hash=4e7c6c12995b; final_locator_hash=b1527ac03bab618cfe95; no body or raw headers retained.
TS4L-f272124bffba8258d9a1,lane_1,tier_b,verification_ready_medium,https://cms4files.revize.com/blueashnew/document_center/2025%20Council%20Files/Minutes/2-13-25%20Council%20Minutes%20-%20FINAL.pdf,Blue Ash City Council 2-13-25 Council Minutes (Resolution No. 2025-08: multi-year collective bargaining agreement for Police Sergeants),Blue Ash,OH,non_safety_comparator,Police Sergeants (FOP/OLC),Blue Ash Police Sergeants (FOP/OLC),"Contract period from February 15, 2025 – February 11, 2028",2025-02-15,2028-02-11,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,matches municipality (Blue Ash) per document,overlaps expected period (explicit contract period stated),wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:37Z,HEAD only; attempts=1; elapsed_seconds=0.121; identity_score=13; final_host_hash=d306eb21ffe8; final_locator_hash=8dec0e25cf4501156824; no body or raw headers retained.
TS4L-f9c3468ce9d5e61d56cb,lane_1,tier_b,verification_ready_medium,https://assets.nationbuilder.com/teamsters117/pages/159/attachments/original/1748370192/City_of_Federal_Way_%28Commanders%29_22-24_CBA.pdf?1748370192=,City of Federal Way (Police Commanders) Collective Bargaining Agreement (CBA) 22-24,Federal Way,WA,non_safety_comparator,Police Commanders (command-level law enforcement),City of Federal Way (Police Commanders) — Teamsters Local Union No. 117,22-24 (contract document indicated as 22-24),2022-01-01 (inferred,2024-12-31 (inferred,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"exact_city_match (Federal Way, WA)",overlaps_expected_period (explicit 22-24 label),wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:37Z,HEAD only; attempts=1; elapsed_seconds=0.87; identity_score=13; final_host_hash=80a0c11f7d94; final_locator_hash=ff490b4211d9647bfdd7; no body or raw headers retained.
TS4L-10e4e0bf6fbc72ab1701,lane_1,tier_b,verification_ready_medium,https://newportrichey.novusagenda.com/AgendaPublic/AttachmentViewer.ashx?AttachmentID=12180&ItemID=7742,"Collective Bargaining Agreement (City of New Port Richey / West Central Florida Police Benevolent Association) — Oct 1, 2024 through Sep 30, 2027",New Port Richey,FL,non_safety_comparator,"Police/communications classifications (e.g., dispatchers/communications within police bargaining unit—non-safety comparator target)",West Central Florida Police Benevolent Association (PBA),"October 1, 2024 through September 30, 2027",2024-10-01,2027-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match_yes,overlaps_expected_cycle_exact_term,wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:37Z,HEAD only; attempts=1; elapsed_seconds=0.312; identity_score=13; final_host_hash=8407e4582443; final_locator_hash=02d2a39933d777d51c35; no body or raw headers retained.
TS4L-1adaacbe5a2226abbada,lane_2,tier_b,verification_ready_medium,https://www.nj.gov/perc/documents/NJ_PERC_Synopses_2011.09.22.pdf,NJ PERC Synopses (includes P.E.R.C. No. 2012-13: Township of Voorhees; Voorhees Police/Sergants/Senior Officers Assn),Voorhees,NJ,safety_and_non_safety_bargaining_units,"Police (FOP Lodge 56: Officers, Sergeants, Senior Officers)",VOORHEES POLICE OFFICERS ASSOCIATION; VOORHEES SERGEANTS ASSOCIATION; VOORHEES SENIOR OFFICERS ASSOCIATION OF FOP LODGE 56 (and FOP-NJ Labor Council),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_name_present_in_snippet,outside_target_window_assumed,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:37Z,HEAD only; attempts=1; elapsed_seconds=0.142; identity_score=13; final_host_hash=5a3543267331; final_locator_hash=b59b3c294a6e5bb5d73f; no body or raw headers retained.
TS4L-2a9a84c96c5b06c9c289,lane_1,tier_b,verification_ready_medium,https://pbcpba.org/wp-content/uploads/2026/01/Jupiter-Island-2025-2028-PSO-Corp-Dispatch-Collective-Bargaining-Agmt.pdf,Town of Jupiter Island — 2025-2028 PSO/Corporal/Dispatch Collective Bargaining Agreement (Public Safety Dispatchers/PSO/Corps) (PDF),Jupiter,FL,non_safety_comparator,Public Safety Officers / Corporals / Public Safety Dispatchers,Palm Beach County Police Benevolent Association (PBA) (authorized representative for JIPSD per document header/lead extract),"October 1, 2025 through September 30, 2028",2025-10-01,2028-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Same-region comparison only (Jupiter Island, FL — not the Town of Jupiter municipal government)",Strong overlap with prompt-inferred Oct 1 / Sep 30 cycle and FY 2025/2026/2027/2028-style structure,wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:54Z,HEAD only; attempts=1; elapsed_seconds=0.492; identity_score=13; final_host_hash=5ed66cf92ea5; final_locator_hash=487a08c1f1e8fa3fe46c; no body or raw headers retained.
TS4L-65c3f28f9b342b72836e,lane_1,tier_b,verification_ready_medium,https://newportrichey.novusagenda.com/agendapublic/AttachmentViewer.ashx?AttachmentID=9742&ItemID=6653,Memorandum of Agreement (City of New Port Richey / West Central Florida Police Benevolent Association) — amends pay provisions (referenced in agenda materials),New Port Richey,FL,non_safety_comparator,Police/communications classifications referenced in wage amendment tables,West Central Florida Police Benevolent Association (PBA),"Amends Article 14 of the CBA effective Oct 1, 2021 through Sep 30, 2024 (used as a wage/schedule lead pattern for comparator unit identification)",2021-10-01,2024-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match_yes,does_not_overlap_expected_cycle_term,wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:55Z,HEAD only; attempts=1; elapsed_seconds=0.163; identity_score=13; final_host_hash=8407e4582443; final_locator_hash=428b8b1c0c2577ed5125; no body or raw headers retained.
TS4L-7629855d9cd510b97e32,lane_2,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-09-1160.pdf,"SERB Fact-Finding Report (City of Hamilton, Ohio and IAFF Local 20 referenced in report text snippet) - 2024 directory PDF",Hamilton,OH,safety_and_non_safety_bargaining_units,Firefighters (IAFF),"Hamilton Professional Fire Fighters, IAFF, Local 20 (as referenced in search snippet)",Successor bargaining / fact-finding context; references the 2022 Agreement in snippet (exact successor cycle dates not confirmed from search snippet),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Hamilton city match (high confidence, explicitly referenced in snippet)","Yes (2024 fact-finding report, within 2014-2024 window)",wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:57Z,HEAD only; attempts=1; elapsed_seconds=0.417; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=5834c35dafbbb85aa03d; no body or raw headers retained.
TS4L-be6c4aec4914e8b79d76,lane_1,tier_b,verification_ready_medium,https://werc.wi.gov/grievance_awards/6577.pdf,"Shawano-Gresham School District, WERC MA-12099 (Jones, 9/18/03)",Shawano,WI,non_safety_comparator,School district support staff (exclusive representative for aides/custodial/maintenance/secretarial/clerical/food service; includes instructional aides and related classifications),Association (exclusive bargaining representative referenced in decision; support staff unit incl. instructional aides),2001-2003 collective bargaining agreement (referenced within decision; decision date 9/18/2003),2001,2003,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,partial_match (Shawano-Gresham School District includes Shawano area; target municipality: Shawano),partial_overlap (expected 2003-2004; source references predecessor agreement ending 2003 and thus may inform/bridge the target period),wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:58Z,HEAD only; attempts=1; elapsed_seconds=0.496; identity_score=13; final_host_hash=ee78e0a5d5ff; final_locator_hash=f039c51d55ed5fc63d4f; no body or raw headers retained.
TS4L-dbe00daf7dc68b97de59,lane_1,tier_b,verification_ready_medium,https://www.citrusheights.net/AgendaCenter/ViewFile/Item/7781?fileID=37486,"Agenda Center – ViewFile/Item 7781 (mentions contract terms October 1, 2023 through June 30, 2026 and relates to CHPEA MOU items)",Citrus Heights,CA,non_safety_comparator,Police employees (non-sworn) / CHPEA,Citrus Heights Police Employees Association (CHPEA),"October 1, 2023 - June 30, 2026",2023-10-01,2026-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match,overlaps_expected_period,wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:59Z,HEAD only; attempts=1; elapsed_seconds=0.32; identity_score=13; final_host_hash=a64b9d73dd6f; final_locator_hash=b215bcb74c8871e6cacd; no body or raw headers retained.
TS4L-e32e23ab62fb9314915e,lane_4,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0763.pdf,Collective Bargaining Agreement (SERB): Goshen Township Board of Trustees & Fraternal Order of Police (FOP) Sergeants (19-MED-09-0763),Goshen,OH,safety_and_non_safety_compensation_units,Public safety (police) - Sergeants,Fraternal Order of Police (FOP) Sergeants,"Effective January 1, 2020 through December 31, 2022",2020-01-01,2022-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,match,overlaps_with_2014_2024,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:59Z,HEAD only; attempts=1; elapsed_seconds=0.538; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=32dcedcb10b08fcbeccf; no body or raw headers retained.
TS4L-f3d0ef0461908ea8b7b1,lane_2,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-08-0862.pdf,"Collective Bargaining Agreement - City of Springfield, Ohio and Fraternal Order of Police - Ohio Labor Council (PDF)",Springfield,OH,safety_and_non_safety_bargaining_units,Law enforcement (police officers),Fraternal Order of Police - Ohio Labor Council (FOP),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"matches Springfield, OH (City of Springfield, Ohio)",within target window (2014-2024) based on document date/collection year in locator,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:59Z,HEAD only; attempts=1; elapsed_seconds=0.56; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=f4b32b1013fd71dc7d4e; no body or raw headers retained.
TS4L-134d9f2ca0c0cb01855f,lane_1,tier_b,verification_ready_medium,https://www.statereference.com/items/dlr_contracts/20170627_moa_afscme_council_93_7_1_15_to_6_30_18_lynn_city_of,"MOA - AFSCME, Council 93 7-1-15 to 6-30-18 (Lynn, City of) - StateReference",Lynn,MA,non_safety_comparator,City employees (AFSCME Council 93 bargaining unit; MOA),"AFSCME, Council 93 (Lynn, City of)",7/1/2015 to 6/30/2018,2015-07-01,2018-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,match,overlaps_2014_2018,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:32:00Z,HEAD only; attempts=1; elapsed_seconds=0.362; identity_score=13; final_host_hash=ce0f435a9030; final_locator_hash=50f15109c5a28df5d3c3; no body or raw headers retained.
