source_SHA_256,physical_path,page_count,reason,canonical_page_count,resolution_status,resolution_basis,bounded_parser_output
07b6cfa04a2bc509b63236a010f0828dc52bb104d04a8617234cea1cc4adac8e,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/07b6cfa04a2bc509b63236a010f0828dc52bb104d04a8617234cea1cc4adac8e.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,145,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           Microsoft Word - {87B454F7-BF14-406D-9050-AF3478534CE9}.docx
Author:          vdolan
Producer:        Microsoft: Print To PDF
CreationDate:    Thu Nov 11 14:58:39 2021 EST
ModDate:         Tue Nov 23 16:16:06 2021 EST
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           145
Encrypted:       yes (print:yes copy:yes change:no addNotes:yes algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       7829475 bytes
Optimized:       no
PDF version:     1.7

"
08aab2c4df9b7354a0462d59d19bde8226bd664acecaefcf1f1c631009ce3250,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/08aab2c4df9b7354a0462d59d19bde8226bd664acecaefcf1f1c631009ce3250.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,2,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Creator:         Adobe InDesign CC 2015 (Windows)
Producer:        Adobe PDF Library 15.0
CreationDate:    Mon May 23 17:49:22 2016 EDT
ModDate:         Fri May 27 10:06:51 2016 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            none
JavaScript:      no
Pages:           2
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       795804 bytes
Optimized:       no
PDF version:     1.6

"
0a68fe2e0b3735c7a5dae795f6135cd90f046fae06fd07600b05eb48cfd7b444,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/0a68fe2e0b3735c7a5dae795f6135cd90f046fae06fd07600b05eb48cfd7b444.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,6,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:            - LOM202223 City of Cammack Village (City of Cammack Village 2023 LOM202223 [12/31/2023] (In Process))
Author:          Arkansas Division of Legislative Audit
Creator:         Aspose Ltd.
Producer:        Aspose.Pdf for .NET 17.9
CreationDate:    Thu Jan  9 14:17:50 2025 EST
ModDate:         Mon Jan 13 07:58:03 2025 EST
Custom Metadata: yes
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            none
JavaScript:      no
Pages:           6
Encrypted:       yes (print:yes copy:no change:no addNotes:yes algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       145313 bytes
Optimized:       yes
PDF version:     1.7

"
0d730b91185646cc0553f79ea8dcd24a163caead0ab77d1eae73ca881f230594,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/0d730b91185646cc0553f79ea8dcd24a163caead0ab77d1eae73ca881f230594.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,4726,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           Supporting Schedule
Subject:         June 2025 Adopted Budget, Fiscal Year 2026
Keywords:        V 1.0
Author:          New York City Mayor's Office of Management and Budget (OMB)
Creator:         PScript5.dll Version 5.2
Producer:        Acrobat Distiller 5.0.5 (Windows)
CreationDate:    Wed Jan 14 12:20:58 2004 EST
ModDate:         Wed Jul  2 12:09:08 2025 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           4726
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES-256)
Page size:       792 x 612 pts (letter)
Page rot:        0
File size:       5608839 bytes
Optimized:       yes
PDF version:     1.7

Syntax Error: Expected the optional content group list, but wasn't able to find it, or it isn't an Array
"
0dc23a0635af1bee6103d2bc3cd42f6622402cd6b76988b2288ff325242022cc,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/0dc23a0635af1bee6103d2bc3cd42f6622402cd6b76988b2288ff325242022cc.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,2,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           Bucyrus Individual Return 23 (Web)
Author:          Steve Davidson
Creator:         QuarkXPress 9.5.4.1
Producer:        Acrobat Distiller 8.0.0 (Macintosh)
CreationDate:    Thu Aug 17 18:49:30 2023 EDT
ModDate:         Fri Aug 18 14:11:58 2023 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           2
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       606179 bytes
Optimized:       yes
PDF version:     1.7

"
0e508f37afb70e976d518cc1279a9f5944fd4d81220118dd67348acb57bab0a7,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/0e508f37afb70e976d518cc1279a9f5944fd4d81220118dd67348acb57bab0a7.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,405,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           FY 2023 First Quarterly Update | FY 2023 Enacted Budget Financial Plan
Author:          NYS Division of the Budget
Creator:         PScript5.dll Version 5.2.2
Producer:        Acrobat Distiller 21.0 (Windows)
CreationDate:    Mon Aug  1 16:38:19 2022 EDT
ModDate:         Mon Aug 22 10:31:51 2022 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           405
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       4822641 bytes
Optimized:       yes
PDF version:     1.7

Syntax Error: Expected the optional content group list, but wasn't able to find it, or it isn't an Array
"
0e73b9046ef1803d0c3f22f4609d5caff8427c9bf0060e6d98cd7bb7b6ee187f,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/0e73b9046ef1803d0c3f22f4609d5caff8427c9bf0060e6d98cd7bb7b6ee187f.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,129,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Creator:         Toolkit http://www.activepdf.com
Producer:        Toolkit http://www.activepdf.com
CreationDate:    Thu Jun 15 10:07:53 2023 EDT
ModDate:         Thu Jun 22 16:48:52 2023 EDT
Custom Metadata: yes
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           129
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       1903148 bytes
Optimized:       no
PDF version:     1.7

"
10b4cf87f353a9c0d3e6e6d235c62e7b1e5355b56031041f3ee86a01740027c5,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/10b4cf87f353a9c0d3e6e6d235c62e7b1e5355b56031041f3ee86a01740027c5.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,551,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           February 2026 Preliminary Budget Expense Revenue Contract
Subject:         February 2026 Financial Plan, Fiscal Years 2026-2030

Author:          New York City Mayor's Office of Management and Budget (OMB)
Creator:         Adobe InDesign 20.3 (Windows)
Producer:        Adobe PDF Library 17.0
CreationDate:    Wed Jun  4 10:41:47 2025 EDT
ModDate:         Wed Mar  4 14:12:30 2026 EST
Custom Metadata: no
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           551
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       5106668 bytes
Optimized:       yes
PDF version:     1.7

"
1112efef8e1d6dc7e7b649a6a882e32a2f60e855e91e93ddb81026d9ca72df9f,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/1112efef8e1d6dc7e7b649a6a882e32a2f60e855e91e93ddb81026d9ca72df9f.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,182,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           0100.10 - 2023 Goodhue County ACFR Final (Goodhue County SAUD 2023 [12/31/2023] (In Process))
Author:          Epelzer
Creator:         Aspose Ltd.
Producer:        Aspose.Pdf for .NET 17.9
CreationDate:    Tue Jun 25 15:51:40 2024 EDT
ModDate:         Fri Jun 28 14:11:59 2024 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           182
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       2092882 bytes
Optimized:       yes
PDF version:     1.7

"
123223a2682444a963d7f3e83e730fe240fb7d04c5c35b8b0c494652c2aad950,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/123223a2682444a963d7f3e83e730fe240fb7d04c5c35b8b0c494652c2aad950.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,58,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           A Benefit Analysis of Promoting Formal Education within the Workforce
Subject:         R125
Author:          Bruce Koellner
Creator:         Acrobat PDFMaker 10.1 for Word
Producer:        Adobe PDF Library 10.0
CreationDate:    Tue Feb  4 09:58:08 2014 EST
ModDate:         Tue Feb  4 10:02:19 2014 EST
Custom Metadata: yes
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            none
JavaScript:      no
Pages:           58
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       246293 bytes
Optimized:       no
PDF version:     1.6

"
13c4e7050d206e9db4d581f587bc1b6540b97a24da99ac1ef2fc4bf49e9bcb65,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/13c4e7050d206e9db4d581f587bc1b6540b97a24da99ac1ef2fc4bf49e9bcb65.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,211,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Author:          Cheng, Gary - OCFO
Creator:         Acrobat PDFMaker 20 for Word
Producer:        Adobe PDF Library 20.13.96
CreationDate:    Mon Nov 16 16:41:50 2020 EST
ModDate:         Mon Nov 16 19:20:41 2020 EST
Custom Metadata: yes
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           211
Encrypted:       yes (print:yes copy:no change:no addNotes:yes algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       6555490 bytes
Optimized:       yes
PDF version:     1.7

"
15432652a507ee41cf54d1d0f9f93ba78c3b1d181a6ee8e9079044f40b8c8afa,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/15432652a507ee41cf54d1d0f9f93ba78c3b1d181a6ee8e9079044f40b8c8afa.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,12,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           Butler Township Police Pension Plan - Luzerne County - Audit Period Ended December 31, 2023
Author:          paul.predmore
Creator:         Acrobat PDFMaker 24 for Word
Producer:        Adobe PDF Library 24.1.163
CreationDate:    Wed Jun 12 13:08:27 2024 EDT
ModDate:         Wed Jun 12 13:08:29 2024 EDT
Custom Metadata: yes
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            none
JavaScript:      no
Pages:           12
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       299382 bytes
Optimized:       yes
PDF version:     1.6

"
16795f917468827dfcd0d680848ecd02ac6755a2672723096dd1d6bae84046cb,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/16795f917468827dfcd0d680848ecd02ac6755a2672723096dd1d6bae84046cb.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,342,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           2023 Minnesota City Finances Report
Author:          jjernberg
Creator:         PScript5.dll Version 5.2.2
Producer:        Acrobat Distiller 15.0 (Windows)
CreationDate:    Fri Dec 15 13:45:23 2017 EST
ModDate:         Tue Mar  3 08:13:21 2026 EST
Custom Metadata: no
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           342
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       5289893 bytes
Optimized:       no
PDF version:     1.7

"
18e21a64cd50c027b828d2b42e8b89fc7c60ccca86da48cd31f67ebbd22ff7cb,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/18e21a64cd50c027b828d2b42e8b89fc7c60ccca86da48cd31f67ebbd22ff7cb.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,3,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:
Creator:         Acrobat PDFMaker 26 for Word
Producer:        Adobe PDF Library 26.1.59
CreationDate:    Tue Jul 14 10:18:08 2026 EDT
ModDate:         Tue Jul 14 10:19:22 2026 EDT
Custom Metadata: yes
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            none
JavaScript:      no
Pages:           3
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       192026 bytes
Optimized:       yes
PDF version:     1.7

"
1ab99b3daac782eef0e8a3b516617a8bdbd37ba266273909d7dc5f3407f84a60,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/1ab99b3daac782eef0e8a3b516617a8bdbd37ba266273909d7dc5f3407f84a60.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,736,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           State Operations Appropriations Bill | FY 2025 NYS Executive Budget
Author:          NYS Division of the Budget
Creator:         PScript5.dll Version 5.2.2
Producer:        Acrobat Distiller 22.0 (Windows)
CreationDate:    Mon Jan 15 16:17:54 2024 EST
ModDate:         Tue Jan 16 00:00:43 2024 EST
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            none
JavaScript:      no
Pages:           736
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       1398835 bytes
Optimized:       yes
PDF version:     1.7

"
200f6821752717b6ddd2f4e60c3be69d819aff7618dfb8a36dbca7c47d6c141d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/200f6821752717b6ddd2f4e60c3be69d819aff7618dfb8a36dbca7c47d6c141d.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,263,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Author:          Jill Gunzel
Creator:         Acrobat PDFMaker 20 for Excel
Producer:        Adobe PDF Library 20.9.95
CreationDate:    Fri Jun 26 20:47:20 2020 EDT
ModDate:         Tue Jun 30 20:28:41 2020 EDT
Custom Metadata: yes
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           263
Encrypted:       yes (print:yes copy:no change:no addNotes:yes algorithm:AES)
Page size:       360 x 504 pts
Page rot:        0
File size:       4078346 bytes
Optimized:       yes
PDF version:     1.7

"
204e51cdcbe27dcdda5dbf212f3b8d007412a2f140554f479b2dfd57cb471594,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/204e51cdcbe27dcdda5dbf212f3b8d007412a2f140554f479b2dfd57cb471594.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,14,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           East Fallowfield Township Police Pension Plan - Chester County - Reduced Period Engagement - Period Ended December 31, 2024
Author:          paul.predmore
Creator:         Acrobat PDFMaker 24 for Word
Producer:        Adobe PDF Library 24.2.23
CreationDate:    Tue Jan 20 09:54:50 2026 EST
ModDate:         Tue Jan 20 09:54:53 2026 EST
Custom Metadata: yes
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            none
JavaScript:      no
Pages:           14
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       361032 bytes
Optimized:       yes
PDF version:     1.6

"
22614b9bfc7d96d79d740eaddfcfdafc22cfa815eadfaa4857c0fb0a37e9902c,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/22614b9bfc7d96d79d740eaddfcfdafc22cfa815eadfaa4857c0fb0a37e9902c.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,152,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           Microsoft Word - {709BF431-93B4-4E18-9031-B45F7A96D965}.docx
Author:          bnear
Creator:         PScript5.dll Version 5.2.2
Producer:        Adobe Acrobat Standard 2017 17 Paper Capture Plug-in
CreationDate:    Tue Nov 23 10:16:00 2021 EST
ModDate:         Tue Nov 30 11:08:21 2021 EST
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           152
Encrypted:       yes (print:yes copy:yes change:no addNotes:yes algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       2638264 bytes
Optimized:       yes
PDF version:     1.7

"
228e51d89e9066f8d151b79315a434f485bcecb6a20981decba98ebaa2cb2230,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/228e51d89e9066f8d151b79315a434f485bcecb6a20981decba98ebaa2cb2230.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,34,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:
Subject:         Police Administration and Command Employees
Author:          For the PeriosCranePL
Creator:         Acrobat PDFMaker 24 for Word
Producer:        Acrobat Sign
CreationDate:    Thu Aug 22 12:17:55 2024 EDT
ModDate:         Mon Aug 26 15:57:39 2024 EDT
Custom Metadata: yes
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           34
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       1263398 bytes
Optimized:       yes
PDF version:     1.7

"
2683bb38a4b04bec99c14a7a818e250e3fb730ee5536d0288388e7f1ad072a7c,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2683bb38a4b04bec99c14a7a818e250e3fb730ee5536d0288388e7f1ad072a7c.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,10,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           CITY OF AURORA, COLORADO
Author:          mjuran.widnermichow
Creator:         Microsoft® Word 2021
Producer:        Acrobat Sign
CreationDate:    Wed Jul 24 13:09:43 2024 EDT
ModDate:         Wed Jul 24 13:36:33 2024 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           10
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       482400 bytes
Optimized:       no
PDF version:     1.7

"
26be133fd06f6924c5591d8c5796634ec4f61fbdf3136f881877c2c8aa762533,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/26be133fd06f6924c5591d8c5796634ec4f61fbdf3136f881877c2c8aa762533.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,22,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"ModDate:         Wed Dec 20 14:31:15 2023 EST
Custom Metadata: no
Metadata Stream: no
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            none
JavaScript:      no
Pages:           22
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       673848 bytes
Optimized:       no
PDF version:     1.7

"
292254bb784879d603b1ff17057f7b6bcc32972bbbd8b0bf6ae969cefd6257e6,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/292254bb784879d603b1ff17057f7b6bcc32972bbbd8b0bf6ae969cefd6257e6.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,158,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           untitled
Producer:        Acrobat Distiller 10.1.16 (Windows)
CreationDate:    Fri Jun  8 16:12:46 2018 EDT
ModDate:         Fri Jun  8 22:39:57 2018 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           158
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       1824635 bytes
Optimized:       no
PDF version:     1.6

"
2b55399593b47a1ccde1d6569fc8e416675d989e5c4b138ad001f2303002d406,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2b55399593b47a1ccde1d6569fc8e416675d989e5c4b138ad001f2303002d406.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,25,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           USDA OIG cover
Creator:         Adobe InDesign 18.5 (Windows)
Producer:        Adobe PDF Library 17.0
CreationDate:    Fri Sep 29 10:24:42 2023 EDT
ModDate:         Thu Sep 26 17:06:48 2024 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           25
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       9197931 bytes
Optimized:       yes
PDF version:     1.7

"
2d1bac07716acb3bea61daa8c81bad1b359eaa85ed6e47c5e94eff7cf5235d3f,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2d1bac07716acb3bea61daa8c81bad1b359eaa85ed6e47c5e94eff7cf5235d3f.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,82,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           Microsoft Word - {25707286-6EB9-498F-927B-6E17EE65AC26}
Author:          RTDennis
Creator:         PScript5.dll Version 5.2.2
Producer:        Acrobat Distiller 17.0 (Windows)
CreationDate:    Thu Feb 23 19:17:25 2023 EST
ModDate:         Thu Feb 23 19:19:50 2023 EST
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           82
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       966875 bytes
Optimized:       no
PDF version:     1.7

"
2e48484a264a4049dba51f4510130a0a78a6bc0034b1a827278b48e941c66a13,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2e48484a264a4049dba51f4510130a0a78a6bc0034b1a827278b48e941c66a13.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,122,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           Microsoft Word - 24-05-C.2 TRIP Report Word Document
Author:          ACresap
Creator:         PScript5.dll Version 5.2.2
Producer:        Acrobat Distiller 24.0 (Windows)
CreationDate:    Wed May 28 12:36:18 2025 EDT
ModDate:         Tue Sep  2 13:29:41 2025 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           122
Encrypted:       yes (print:yes copy:yes change:yes addNotes:yes algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       1338225 bytes
Optimized:       no
PDF version:     1.6

"
2f30aae707c7b23225aa792cfcfafb5bbd31446b37d4b0e895b5b034e760b2ff,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2f30aae707c7b23225aa792cfcfafb5bbd31446b37d4b0e895b5b034e760b2ff.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,224,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           2025 ACFR WData
Author:          anonymous
Creator:         Workiva
Producer:        Wdesk Fidelity Content Translations Version 014.007.039
CreationDate:    Thu Jan  8 18:28:41 2026 EST
ModDate:         Thu Jan  8 19:08:16 2026 EST
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           224
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       2305536 bytes
Optimized:       yes
PDF version:     1.7

"
2f7087a5cabccf3c5abd76d715be2c4bdc7f371f10ad4c62bca73ef534aaba92,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2f7087a5cabccf3c5abd76d715be2c4bdc7f371f10ad4c62bca73ef534aaba92.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,2,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           Bucyrus Business Gen Info 23
Author:          Steve Davidson
Creator:         QuarkXPress 9.5.4.1
Producer:        Acrobat Distiller 8.0.0 (Macintosh)
CreationDate:    Wed Aug 16 21:59:22 2023 EDT
ModDate:         Fri Aug 18 14:14:10 2023 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           2
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       607499 bytes
Optimized:       yes
PDF version:     1.7

"
