collision_group_id,collision_type,path_key,canonical_source_count,canonical_source_ids,resolved_by_hash_prefix,requires_manual_repair
PATHCOLL-000082,readable_path_before_hash,originals/la/doyline/payroll-or-earnings/2014/law.html,8,6fdfb49ef990d1b24ffc1e99a0c69eac27dc556a330a1d9e42bb5067308120ff|bbe64375c0d7abed702c83aa886dfc941b2c6255507df0c94dc0fcec1504161d|c162ec0b93431786028c127a27a20c288716771c027816319ad9a1a60605a274|c7194285f7955256ea38cafdfe605718d38ad7cd8b6accb39c5d2afeb24c56c5|c72cdd512e556ce86063291e4547e540a777854b4328d3ea51a333f2a9a19358|dda3ca15dc08e056ecf388a2ba953d0279276e65ba32819dd67f05edc0ab9629|eb6b8963a644a5aed6089d08019054dfb5e199b6d2af66d5289c93bef7bb0f83|efbffc41acfc4a294b6718035298e378c5de5eb375addf4757577d91e74e4fe3,True,False
PATHCOLL-000083,readable_path_before_hash,originals/la/mansfield/other-document/period-unknown/agendas-minutes-minutes-year-specific-document-entry-check-for-labor-wage-attach.html,2,0cbb7bfb5fb61edf4c2d6093f1838409bfe0244157a968108c9007196e323a8a|292f01cb9e0359294e1badc7f601756b0c6ff1128cc93759cf8a07daacf60273,True,False
PATHCOLL-000084,readable_path_before_hash,originals/la/oberlin/payroll-or-earnings/2025/download.pdf,2,4820b7996e093fdf28f9256600be9af0f1f2603c967a6d48e8f6d6d7dbd2b2a3|d0acdfd239897e4fec5a1ef223e9a142964381ce8fe3180eb47cf1d819e8fdb4,True,False
PATHCOLL-000085,readable_path_before_hash,originals/la/simsboro/payroll-or-earnings/period-unknown/viewdocument.pdf,2,856f08babd5cf43e6bdb0e60c3f7a79a8ecf6b839f1b7001a915104d20c96664|c17251908705d6b5f9686a47f8f50940482fd4df7df918e74e8dfcb41e685d31,True,False
PATHCOLL-000086,readable_path_before_hash,originals/ma/brimfield/payroll-or-earnings/2023/archive.html,2,01c2a902f04892d0b0b55eb860b06005683345a27a11e895f6eb39b6b65ec707|e0808106b7e2fed7695d89942159c6e49dc3c4ab4a49d0eb39f8fdfd917a49fd,True,False
PATHCOLL-000087,readable_path_before_hash,originals/ma/gill/payroll-or-earnings/2025/fy25.html,2,dbf8277b85a3d5cb73edcd7b19abf3e15e3cb5a1a8c4ddff5517c54d614fb8de|fae7b0125df4bb08d07f1ae0153c1c0939f25954649bd5c86632777344e84dc9,True,False
PATHCOLL-000088,readable_path_before_hash,originals/ma/norfolk/payroll-or-earnings/2020/educatorcontractsdownload.pdf,2,c4f1682c2c31f63b15cf15f94f2e8786b8bdb8022f41a19d543ef6d78b1648e2|f28eba9ad23253be4bac2f842a737b7f456d3824d9afc56a1b769fffac80000d,True,False
PATHCOLL-000089,readable_path_before_hash,originals/ma/orange/payroll-or-earnings/2022/15996903.html,2,055bea71d7b63445301865719c0c39f768e3338376ac4f70612d325cbc73ad14|936cbab999cd95e6f6d817ba61ac1cffd3eb3362d0f23d6faa147224e4d95af3,True,False
PATHCOLL-000090,readable_path_before_hash,originals/ma/rowe/payroll-or-earnings/2023/content.pdf,2,a5f7be51ac8bd91334f3896ac9d88cbb9d233977b1e17eedc2d5ced9d8f68769|afe1af323a72107ee11fd58331acec27c7063ba3992ccf4b7a0136f24a1f83a6,True,False
PATHCOLL-000091,readable_path_before_hash,originals/me/andover/payroll-or-earnings/2020/calendar.html,2,79b1773d242009dafabdd97ae52ded3170c7f27e205c40baac1ecff73e14947d|8f0b10f5d2499a9555bd7514754b0fdc235ae39af300d7411b0d79dcf1c93684,True,False
PATHCOLL-000092,readable_path_before_hash,originals/me/berwick/collective-bargaining/period-unknown/collective-bargaining-agreement-between-town-of-berwick-and-teamsters-local-unio.pdf,2,8af92dc08b0b18150587501dc3f748192f6bacc1109ecf8f73caa5e7293d5048|bfebb7077ca20bcc72a48481e815ebdd4d12a0dbff1a4eb4691386239c11cc3e,True,False
PATHCOLL-000093,readable_path_before_hash,originals/me/bradley/payroll-or-earnings/2026/92.html,2,3edbfa51bad241484a3c0039ce9041c5c382912c60039802ded18335927d6546|914a935f29e002fe8e1c480b4fae3ec19d327fc1a7e73905eeeb722f3c22be49,True,False
PATHCOLL-000094,readable_path_before_hash,originals/me/hampden/collective-bargaining/period-unknown/fire-and-ambulance-collective-bargaining-agreement-hampden.pdf,2,850f4f594443ad4d9887ba77751d579ed6a955e02ef070a33cae7e80b0c66ef7|d795031d80286c3b67060a3a522f49f5c63b5ee9e81ef6fa8deb7ea49e9846e6,True,False
PATHCOLL-000095,readable_path_before_hash,originals/me/ogunquit/collective-bargaining/period-unknown/town-of-ogunquit-ogunquit-professional-fire-fighters-iaff-local-3771-collective.pdf,2,454b15619e876b39e1c8abcac1b20b63a9e87afb91601d86b5b129dade849777|53632026aa068a3d8be9c91a7618e25ff1b7cf533a943c43f3b52dcbbebf887d,True,False
PATHCOLL-000096,readable_path_before_hash,originals/me/ogunquit/payroll-or-earnings/2017/archive.html,2,25d726c5a48c448c06ef4c3624bec6ed009e9a63871b8a32e13b9ab5dff7b658|8b9a582eb7c9e251ae0512e99c189193b56bc4d99c5c840235b99f15097a07bb,True,False
PATHCOLL-000097,readable_path_before_hash,originals/me/shapleigh/payroll-or-earnings/2015/display-ps.html,2,6c498265a1ab4db9635535f8ef3bf1ae8c673dbbe563fae117d2afd91601d060|a59b44a651230142e6ac38430a03a43b42de24a68c8ba5579c88897c17418199,True,False
PATHCOLL-000098,readable_path_before_hash,originals/me/waldoboro/collective-bargaining/period-unknown/agreement-between-the-town-of-waldoboro-and-council-93-american-federation-of-st.pdf,2,367edb7d733bd1f841ecd45734af26ef474babc3829a3321c28ff58eb2332731|c030963a956894ae8d30eac32617cb8c71fc5891895b0db9fe397593c94fc5c0,True,False
PATHCOLL-000099,readable_path_before_hash,originals/mi/augusta-charter/budget-or-finance/2022/fy2022-budget.html,2,26b330c637c676d3c0e87510452a5f4b8f21578e43642ac336f97ee96b045da6|5b733b89cf8db265d28044103e8ee820c586c98b944115c7956b3adcace92c13,True,False
PATHCOLL-000100,readable_path_before_hash,originals/mi/augusta-charter/payroll-or-earnings/2015/docview.html,4,85aa2c5228a278138957389c120c6e4cadeee5c1eda102ef9ce2046ee85642e5|8becb997244d5c004c22b875dd0356bca5418bb170d110ea6889da71f8a78b22|b5b494ece671aa65a826b1b8e133923b316df3600930c7ce6f23aafb2bbb2698|de4cabdbf1cf9cbaa8f6fbb239c64c87f3e697585cc81780b13f20e7a2837ef2,True,False
PATHCOLL-000101,readable_path_before_hash,originals/mi/augusta-charter/payroll-or-earnings/2021/docview.html,2,6bbc14d01748d5de62084142b01649239ad885b85016738358b00ee372ade3ef|a335429e1496defc20e60a6fafe17410175617b25c24d3f17d01a3a44410ffd2,True,False
PATHCOLL-000102,readable_path_before_hash,originals/mi/augusta-charter/payroll-or-earnings/2021/index.html,3,6197940c9b2e44f7ac42bd60de5b776df34bd2f68f2c721c26dc25a6a4240bf1|9527b9ad9f7eab5c494c147499c46908b8708a882947b883020e3b7573e0d945|b1f77880224da86125121ea1af0a68ae013a5338c131b2a27f9f182dd84e0b71,True,False
PATHCOLL-000103,readable_path_before_hash,originals/mi/bangor/staffing-or-human-resources/2025/careers.html,2,666ce12d2f434b95d9b080a5fb44cf48f21599a77a8dc4d02019635630a65d2e|cd84b0454ef5029c8c00ff4cd069fd96f3fda7f38f41d4d3dfeacc6a2c96d718,True,False
PATHCOLL-000104,readable_path_before_hash,originals/mi/bay/payroll-or-earnings/2019/archive.html,2,2b1df3224454ff5bcebd4798e4153b2a4f1d481da44abe88c08af4a87a5efb74|4902f72bed2f0f0e5eeb53c320a6fae47b6352b477cd8b6eb179d9f365a8d5b1,True,False
PATHCOLL-000105,readable_path_before_hash,originals/mi/bay/payroll-or-earnings/2022/index.html,2,1bbf363bb3000e85e2eaa9c6da3781ef0e15efe34b4ac4d3af195850c642d4f7|edcd36344ede727d79f8ea54fd4975feb5f20d795c85e9359b4ad8ce24ef7650,True,False
PATHCOLL-000106,readable_path_before_hash,originals/mi/bay/staffing-or-human-resources/2026/directory.html,2,3d50665c9feadaa6dfd82daaa89acdcbbc4930b57dfd7864b57ac6a552f4e1dd|6283342567fb9728a234b8c8c6829bfa320b281423163548aabc141f0c29c85d,True,False
PATHCOLL-000107,readable_path_before_hash,originals/mi/carrollton/payroll-or-earnings/2023/305.html,2,00d3a9a9dc4d2df90b4ab232fb4e5d8ea0753791c7f245bfe66b1b845406163d|32f769224416cf4f422aa94c8c082803b4950cf0417b7f17b59b8f1e7e8adcfd,True,False
PATHCOLL-000108,readable_path_before_hash,originals/mi/chesaning/payroll-or-earnings/2023/establishment.html,2,94d2d6ca91d942dcbb73807649eb3d34847e1c041606693bf9de26725ed38edc|d7e84c3645d4112b774a4a49ab7707b06c500e7ab45f10fe35413e05dfa863b3,True,False
PATHCOLL-000109,readable_path_before_hash,originals/mi/commerce-charter/collective-bargaining/period-unknown/collective-bargaining-agreement-commerce-township-document-hosted-in-msu-lir-con.pdf,2,62fd6b62605f1b323850d27e028f3b3979412c07841a79e0bc49a8ac358e7112|e19f6714dd8906feea55ce24cc3ed8f13ba8d5f027c704665d7e6047070acb13,True,False
PATHCOLL-000110,readable_path_before_hash,originals/mi/fruitport-charter/collective-bargaining/period-unknown/merc-meeting-packet-virtual-attendees-fruitport-township-and-police-officers-lab.pdf,2,03fac6bd9d2776231a2f761fb199c7e3c1c8fe6655bd976a9b2a42da7f2ada56|32c4b1c5acacb358f882112113f49962ea39c3fb823ed036f7cb91f5189b21c1,True,False
PATHCOLL-000111,readable_path_before_hash,originals/mi/new-haven/collective-bargaining/2024-2027/collective-bargaining-agreement-between-the-village-of-new-haven-and-teamsters-l.pdf,2,321ff2103969607f313260e5663a212bb8f63067e8ffc2d88108c9ff13487f64|eedc0b31f9caed4a6eb2b4a3b889c6b65d8e9db7274dfe553035367e2ccf52b9,True,False
PATHCOLL-000112,readable_path_before_hash,originals/mn/austin/payroll-or-earnings/2019/document.pdf,11,0d2207c939f510e7557a054792e99801535a18c343a898953f2de8dfba950500|0d3828d5def6d41d1ff61f63c385b92a7e790d1ed0940e750dd9f242593b02b2|1a627e3871c7d782cd112b096a9a4cca5d336bb26dde240c28223832297c9dc8|68b30abba1947b4cb8a86d54f66713063e6373e4e17be2568090ed9b3a94c44f|7b9e26db00c0e7c87d56257be460211e8d070a26a37184b14ec7c6a2e692115f|93237cd227c6e63278cee6f4335de7c1d00fbc6a5f836de38d1e20a16e44ef2c|c6fcaf5ad1382b1321ff31a7bdee6f80872dc6e22eed428b2e80cbabd580b405|c8e91b058b35ab0ccc4515e493a6e097c5941ea4ecbb3c222dc29cfe7bda6545|d31a2a4458f70a9dd517cf8cecde4c862149bea4474e9cf12e04e92ac5afbde0|d4a4c3de2e4c5dacce5a3fd47310a951657f33dd4355d4e8ff715b17101ee716|f2ee8e1929117e503311f88ff5d7b5614fdd0029c3135eb0c845319d9fc84952,True,False
PATHCOLL-000113,readable_path_before_hash,originals/mn/austin/payroll-or-earnings/2025/document.pdf,5,1c7e75bd5f79a4b80109845bf229cda36998d5c51c5f5c5c7fe1c110a1538f3e|72b4c1910d2b69ed124130a5ed987c977ce883bc9e3711a877d1cda0af6069b1|7ea83c3e6a1c675d0e27b3c61ada95cbd85344becde3adc0be48017e838a6e77|90bc4c341dff7ad0638939abafcf4b10d285fcc6433cfe44eb219a34bedec7ce|a557a4aa33c567ba24a36f52e60415cd9da5bb97a20010b4f5078bccbe9b0e01,True,False
PATHCOLL-000114,readable_path_before_hash,originals/mn/austin/payroll-or-earnings/2025/job-title-pay.html,2,1110fca0ed70c7d66298789459e015f6d0c1898d8035dec5134793bcac810386|eae33589cc02dbec81245c51cdfa596f846788660d6c03200d7f6cf875c4870c,True,False
PATHCOLL-000115,readable_path_before_hash,originals/mn/austin/payroll-or-earnings/2026/document.pdf,4,0c5c18d504828d48fa640dce75c6c247f3c17a446ee09e0107552670d9fcda00|bd4c1e6ecbeb481e28412f5be4e77c782e4e0f0d28b6bfb3ee176bd16605942f|c2521b0387c8bd1ec99834ac385be06240bd1d58e67983edc0468fdb950157cd|c9f4781ff36b4d454e09e5090183eabd3898d7f5936097f3a66e9ea877e0457e,True,False
PATHCOLL-000116,readable_path_before_hash,originals/mn/austin/payroll-or-earnings/2026/featureserver.html,2,8bdd4f67be252dfee96b7230c45b483b60e4bf61788f3b4fcdc1aa0371e7cf53|959ecef34fbb99326806b09fe7daa5146ae7f474b704566fe46a686e67d90452,True,False
PATHCOLL-000117,readable_path_before_hash,originals/mn/austin/payroll-or-earnings/2026/index.html,2,4553d8299db97a2019629d454c62078c95b02ffc32a463bb48fdbb7961f5d17e|53bb2647a8ae111c54ea593e0e34f71e7e47d7bf240b6bdb3abfdf0ca1b7a5f6,True,False
PATHCOLL-000118,readable_path_before_hash,originals/mn/austin/salary-schedule-or-pay-plan/2019/document.pdf,6,20789a75cf1be61c2f08d97b52ddbef5610ca7579f756f4ad0fe7be66477a689|30554a80c11b162efa61ae28db74d3ce95909b01a6ddc3bb15f3fd605894b36d|5a4452cb3e8a9bfbd8fe25e21ac164445624b7506229b1338c63ed0f14456fb7|6e3c809092c9fddbf329d9d5d317e8459b25861de076cda6a46aa2346d3aa887|cbb3bc09f7aae5502226f4dc9c36d0e2f765ce2ecf4162bea161a899b485eb93|d39f206800e70050d5269a48ec7146c9c194ffefa190fd7599f1026745987a64,True,False
PATHCOLL-000119,readable_path_before_hash,originals/mn/austin/salary-schedule-or-pay-plan/2025/document.pdf,2,4c9e181512117724ef60cc1740ed567e024eed9fe6ddcc90e8774545426728a5|b1773647e7e3266e449ac75936058cf906658fee3fb8453579f5d3c821f2b5c4,True,False
PATHCOLL-000120,readable_path_before_hash,originals/mn/badger/payroll-or-earnings/period-unknown/docview.html,2,ca523120331f4049fab4de3212e36ae522f73cbdfef48d465be77bd9e7b92c29|f0b0e3d4665cb5e1e76c06ff95a1ce33b1295c3a68fcb52e41e6a3e9db501e80,True,False
PATHCOLL-000121,readable_path_before_hash,originals/mn/bagley/payroll-or-earnings/2023/archive.html,2,434f49388bf2a65b61ed60cb98f5faa841095cc6a35003d20fe2fbea394f6a95|5fa57bd852b5c6345b8b81225b931fb68e1afe3e34947f7461d78239453a6113,True,False
PATHCOLL-000122,readable_path_before_hash,originals/mn/balkan/payroll-or-earnings/2022/index.html,2,a977c35a058602e146c7eb9fa302e83c2bd599da4228e20ccf5808f831725235|c2f042c29cd970c33c6408632a95e73e0252d1d839a5120ce6da31fad04cbd50,True,False
PATHCOLL-000123,readable_path_before_hash,originals/mn/becker/payroll-or-earnings/2018/archive.html,2,0a7d025df19d36bd4126eec07f9bc7782ff402dc6fcb97b5da8a1dce3cd77319|4f5e0cb1d0177f0cd0713621a8fb0f4da37937f77ab83ff5bed84980506dbbf3,True,False
PATHCOLL-000124,readable_path_before_hash,originals/mn/becker/payroll-or-earnings/2018/calendar.html,6,1337675c95b9a85e40e2e6f3f405fea151670c0c43b15105c290379c7291b192|551fc8ad2bc75300dfd2d0404422567a002e78b08d4b3587be36f6d812b15bfe|6f69b31422bbaacce1128158b0f1e92a1a8097515262f30ffc0b85d853e6c4a6|79ad153189092af93a7046b9e6a2ba3990c80c1a1044e8e842ee6bbb0e472122|a73dd3a6d94a5c86c6cfcddd5c94ed8e98566321a8dff35ee7d9a2b392ee38d0|b48b832c824cb7c7e54f9b14f961f1165723fb6ae5ff1151eb2f4e48976666a4,True,False
PATHCOLL-000125,readable_path_before_hash,originals/mn/belle-plaine/payroll-or-earnings/2023/annual-reports.html,2,047a2370c007866c3d38c8edfcb5492b0d32e730d9f3eecba10ab488ea45e6d8|6b31fb2c1b7400d93e31b9d17251915881b4a4218ff04593f89503d143509383,True,False
PATHCOLL-000126,readable_path_before_hash,originals/mn/belle-plaine/payroll-or-earnings/2023/archive.html,2,5110fa11f6a07253085822c64b93cfc54fe47b0f733d62ea206a3a720ab36614|aca24387f167edb5d1d846c7cb93a84862b1cc3fa7628e7ef4e99347adf8d57e,True,False
PATHCOLL-000127,readable_path_before_hash,originals/mn/belle-plaine/staffing-or-human-resources/2024/faq.html,2,4c1ef375a89db71199784a7f9a951306b006830bf6ee060f9071988b5f56971d|5cd0c7037093e3aa3a8e71b64d58c5c346e7ab8a3895457be39381a1699f798f,True,False
PATHCOLL-000128,readable_path_before_hash,originals/mn/bemidji/payroll-or-earnings/2025/index.html,9,1f91ab8de6ffb21e1ff9d3dca3a04633fc14092a3bee1aa7a8d2cf11fcc9af08|2054f005a655f19182b299d7e92f88b569fcfe22415103d7a617c90310a4051d|3bf304cf4eff15069d09336b6866eff609af3fd3c30549219d9d329f126e64eb|7f2c90b23336d74f93ef4f3c26ffd7d0b055042e7d0c56812498b8aefff4d526|b38037ddb38171bd7ca73e725b6e3585800a349ce07a0b74d91b4d3eda954401|bdf50267afc23a1282c44ab52208fb90284e626516408f981a1ffc150d009643|bff795bc28c78fb2acb1a894df7040cf71e847162f728b6d3bb0d560c8c65e08|c73d791571ff3fd5d8b0333daf44aa8c23e9a69202545ea7722dc5306366800d|c747928fb40c8a41987a85a40fe72e81267976763dfbe811f0f8c860c29842e5,True,False
PATHCOLL-000129,readable_path_before_hash,originals/mn/benson/ordinance-or-policy/2024/index.html,4,0f9afb0d46cd2fda48e7bb5451597627b3d342eeb9181dceecbd4eff5f31f90a|5f18d94591e24e86202a3c3b08360805021bad214bfae42f291eadda3bda297d|7ba043d823480311044701c692307cd366ec83f62c72259c2efe982d4139e1ce|d0870d423c19a8da023e80da9e309f5fb8a461e380e88767515daa75f0eba720,True,False
PATHCOLL-000130,readable_path_before_hash,originals/mn/benson/ordinance-or-policy/2025/index.html,5,2990002bc92931ee4126d3dbf9779f46860d6a293ccb693f877b8e6f07804130|3f6c751425ba5320191b9bd56d3476f8c7b237ef1522ee45bad05ce4437e8e41|45efb7084e60091a00856cf4404aa765b953864849e9b9b1e04c40515ed1e6d6|5992beece871a38dd336d2812c3992c168e61153aa8e1adae9aa61f7747ed5db|ce8cc1fcbd99665499773a1032c3657af8223120a097f7b250ff9e446c892643,True,False
PATHCOLL-000131,readable_path_before_hash,originals/mn/blackduck/payroll-or-earnings/2018/zypurl.html,3,15f909656790666d061ddc80c5ad96953f73a4711be4c265d4fda071f6ece0c1|180a6ea63c5afa887f463cf7f6ab048a2cbaa27408f8586b435c7b5c3e5fbc38|28e2aad13fb926ecc0cb19e1a8597d97c30cfbb15989f0d29ef20f06a7dfe208,True,False
PATHCOLL-000132,readable_path_before_hash,originals/mn/blooming-prairie/payroll-or-earnings/2026/city-budget.html,2,55cd679c4feb76b4de21bd688677b88db7da607b781ebfa91cdff4e7661d0966|ae2f95ddef42bda968c61919d8a11c657fb98668feca21db14477e83d95f4696,True,False
PATHCOLL-000133,readable_path_before_hash,originals/mn/blooming-prairie/payroll-or-earnings/2026/local-government.pdf,2,070a916d8c58ed8d7b4592f903e695227d4333a90c28dfe55e1aed56c08411c8|fadd764f6b8157aeb46c36ef19d1a6a1de898e37dfd49cc7df83af4fb1fba63f,True,False
PATHCOLL-000134,readable_path_before_hash,originals/mn/canton/payroll-or-earnings/2023/archive.html,4,0fd087878a19e144d82682c20f27b12328ad13bd352741d61bb6c4ccf4203b1b|12ee4a0336a39201868ca9e0ae432eee337280cbc6d5533d5e23e5df5e3ad27d|6b2e5013b2d85daea6ac5f284d831afe809ef39c2367dade105b310b33c0a78e|7fccf11c3c402fc0794beedd947060cca1377f60ba642307ff89217944517905,True,False
PATHCOLL-000135,readable_path_before_hash,originals/mn/cass-lake/budget-or-finance/2026/cass4.pdf,2,b5a4e82d520abd0fd3eb710d3739ec2b5a5a9658522b2d1bbca51b39ad0714db|c5127bba7cd9ab00b3607889b8f2b89fb1061960efe833caae3f0276f1b5b963,True,False
PATHCOLL-000136,readable_path_before_hash,originals/mn/crow-wing/payroll-or-earnings/2018/archive.html,2,0d7275d3026fa1bc37cc0f3468fa5b6b359d1aea54fd3b1b4b6c22092353ba07|f084466e74409ef314e8abf1bc699ba315128ce5bd51257a70d880645c565973,True,False
PATHCOLL-000137,readable_path_before_hash,originals/mn/long-lake/payroll-or-earnings/period-unknown/human-resources.html,2,4b35b006086911c9d369c12fd5e07a2f093e648bf0402f34a93c004844ee7636|508a23d593a4d156bc6c9dae66339afb11818bd492676c34b925b508a0968bb7,True,False
PATHCOLL-000138,readable_path_before_hash,originals/mn/madelia/payroll-or-earnings/period-unknown/benefits.html,2,62268b24232262b96d163ab98acbc8001e97957ca6f8e53d4cb95aeda17ea252|edec23eaba0dd8970756ae3efa464e94aae3ddab5d3a19bd4ec88c52963e3a59,True,False
PATHCOLL-000139,readable_path_before_hash,originals/mn/maple-lake/payroll-or-earnings/2026/index.html,2,4a827911d692588bf9e01b033c27b7b3f058ae046c2955dbf5c7a1a6f2a40ac0|87e5e94f4a33e30d3b0376943174f1a608f8906baf661d61bc4abc8fee0a5754,True,False
PATHCOLL-000140,readable_path_before_hash,originals/mn/osakis/collective-bargaining/period-unknown/agreement-between-city-of-osakis-and-law-enforcement-labor-services-inc-local-no.pdf,2,0565d29e094adc96ba8cc2df53cedf89846a9baeaf20801025ed9821f8d2b5fb|9ed19c77222a99b9081ec1ec6151d1b16320cb8c6be68551ca05d5d65fb5582e,True,False
PATHCOLL-000141,readable_path_before_hash,originals/mn/sauk-centre/payroll-or-earnings/period-unknown/index.html,3,3adfe4b9e79f2b0742d54e3b1316a7d98c3fec79ebb4f4474b7b65ff4167fdb1|78c84a17542f3106cd43c7284fb3e514ed1be737c56c8e8a3650560551beb252|abcb17ecf64ba4873b352a643bed3eb62dc30125dafa4840c549afb99c755b2f,True,False
PATHCOLL-000142,readable_path_before_hash,originals/mo/jackson/salary-schedule-or-pay-plan/2026/ordinance-amending-pay-plan-wage-and-salary-administration-plan-for-the-city-of.pdf,2,857b5d37728282e65c4e7f33a5fdbbcfe8bd3e2d312b1b973b6e26fd5d52af2e|f1f9052dc8b3b9cc2263475bf33ce8157463c1b2d9418794f213ca682affb559,True,False
PATHCOLL-000143,readable_path_before_hash,originals/mo/liberty/other-document/period-unknown/city-council-regular-session-minutes-ordinance-approving-a-collective-bargaining.pdf,2,7000988c680c35f66f2227fe593e2810960a4a6d5d5bfebf1de68d652dff59fe|7f2ef0ba81a2449010d4ed6d98606b6a270fb8e117fe0d941be5460f31b9b68a,True,False
PATHCOLL-000144,readable_path_before_hash,originals/nc/atlantic-beach/payroll-or-earnings/2020/871.html,2,8a7238b3eae7833a20f80fdfc361b6d4dd775a955283cc2af443422e846999d9|e549dde773d9ca9f5d11ec181578c0e5696f09f7131b7466795e56b3081e88ff,True,False
PATHCOLL-000145,readable_path_before_hash,originals/nc/atlantic-beach/payroll-or-earnings/2020/newsflash.html,3,2ed74f5bc6f384ca0b650c9f44eecb9bbf4d14b630dadfa2a219f877756709c0|35450684004af514bd159d86e49e55701e02fd5d6cbed8974d8fac94d70a5955|9b7ba15eb4e62da70ad7423266d4c17e91837e20e6bd8d87ec99b70b1e0c14eb,True,False
PATHCOLL-000146,readable_path_before_hash,originals/nc/atlantic-beach/payroll-or-earnings/2025/open.pdf,3,0fa07b3f8bf0e9f38f03b56b74a9bb7b0381119e648e0d301a05020d2d9e410f|e4631735c266949fbac7eadd4b963d13c2feb1e045efbab080367176c98ef144|f63f480c443964e4f35b0bc4fa7bcb74bfa76f1e95b46341d7948975e77c737d,True,False
PATHCOLL-000147,readable_path_before_hash,originals/nc/belville/benefits-or-pension/2022/b.html,2,616f48b412f90b81993a834c2e24ad2acc93b934c23fee1c90eb644a798d1a14|a6be6ce04548671b5dc1bdcd90de8501eeac2180f69d0187cf4ef0f00904a141,True,False
PATHCOLL-000148,readable_path_before_hash,originals/nc/belville/benefits-or-pension/2022/employee-benefits.html,2,57d8bb8e9b2b737022df334cc331cbc79b904a1913b523b55a06b55980b8615d|5eada0181bd5db131b8e7a1757201a2110ccf5b506844fa6d813af13d0b497aa,True,False
PATHCOLL-000149,readable_path_before_hash,originals/nc/belville/payroll-or-earnings/2022/open.pdf,5,0058e0f00ef13a16db2736deb7d75313ae8035a729b0c966b4a0b08c37a14f93|336df0fdc36ec156c9d412fa60c9d888d84235e1225159153075b6c681c9ff3c|4d8ffb0b5796bc2d5ab0504dcd9740d10697e00789d0cf2ccd7c51d309ad5640|98d89ad26dbc291af7ae897c6b54ec3e15580f9f8834cf9cd6dda405839b4912|e5e93fa7b286ef3625609e3eb30b2f28253d441ef7a8e87df1066df7111e0f9a,True,False
PATHCOLL-000150,readable_path_before_hash,originals/nc/blowing-rock/payroll-or-earnings/2023/archive.html,4,1b9544f0a16d4e94a8a7bbc748e2e43a6023ca78d5afb3fd42e73ba15329e882|2d41f16e630c1a504ceff28b70d8a1899c90d83185548083da01e78e1d6523d0|43e45cb0300da8b132032c73df7de0adf2db041f0b9307c9475101673bfca796|a0d7e5b046516a8bc592c17d71e59a979450951a707c787c592209d08ab05e3e,True,False
PATHCOLL-000151,readable_path_before_hash,originals/nc/blowing-rock/payroll-or-earnings/2023/open.pdf,2,b976023bec4a01205d5f18069f1cbd1c07cd496a54654b3a6f135f9d6771106b|c130d36c880fcc85f7125019880cb3c12e71710a62c3664bea8d5ee3cbd564fa,True,False
PATHCOLL-000152,readable_path_before_hash,originals/nc/coats/payroll-or-earnings/2025/content.pdf,2,280f6ec2157881000e0bb1048d9e3317223658c885214bad0c9f1f14f0b97ebf|75baefc35a3d046707762ca4a5d546c24c41daf6fb9763a38fc829bf06b0dc5e,True,False
PATHCOLL-000153,readable_path_before_hash,originals/nc/coats/payroll-or-earnings/2025/download.pdf,2,55d41b6ece8e09e112f8c7c26e5bb6f61ddce222adeb86f86607bf4a151648d8|b39d822d6d2fb7a2c7bd69be4e1208dc8278106d8b57f2b8c48e5e858993dbf3,True,False
PATHCOLL-000154,readable_path_before_hash,originals/nc/coats/payroll-or-earnings/2025/open.pdf,2,664fbe2b57dcb61ba4871cf8412c0aa5a8fc0ce844afed37dab2f14a58436898|7f2e23346edef40d9bf5874a86fa82eadac72772088fe6a845b82dc093ab432b,True,False
PATHCOLL-000155,readable_path_before_hash,originals/nc/coats/payroll-or-earnings/2025/zypurl.html,2,7137e09b922efa9682bc53359ccc286802c6cd89966cf30c390cb2b5687c2643|72738fef760c9757bbcb04c6ca0adff1a0cd115b62dfec22fbe8537c5375d61b,True,False
PATHCOLL-000156,readable_path_before_hash,originals/nc/east-spencer/payroll-or-earnings/2025/sessionlaws.html,2,41e92ea341767f3d6243b4037c8d97631f33e64dcf94d7c0332c3a99a3dae91f|46dc5aadc116fbd88daaec0491a0fe87d9b64be6d642dc01c0a27f68f739a378,True,False
PATHCOLL-000157,readable_path_before_hash,originals/nc/swansboro/payroll-or-earnings/2024/finance.html,2,2d5ff2da69204ee92400fabf53293662d62b3601b696c9473a7e7b1cb779bd14|f7aefa520fcea28a143718d98c198056f81aaa7693f40516b138bf25b9188298,True,False
PATHCOLL-000158,readable_path_before_hash,originals/nd/fairmount/other-document/period-unknown/city-of-fairmount-public-notice-city-council-meeting-minutes-includes-discussion.pdf,2,1e8f2d10be20fe2b0e117c0e37007d1fc253b9048d5ea3f675e8d7f142d5b00d|737cf47871ef83cd33f92b5ce2a604023ffc056635b4f6a970a0536c8d27729f,True,False
PATHCOLL-000159,readable_path_before_hash,originals/ne/bayard/other-document/2024/city-of-bayard-regular-meeting-agenda-april-9-2024-new-hires-salary-changes.pdf,2,8dcacab8b5ada7aaba9d3cc8b36451d60d5e8c08e10e61d478a5f813c508d509|d408430beaf7a02d008978e0839b7f35b85cc4db46ccbd1ebe7ce59530afebfe,True,False
