candidate_id,lane_id,scout_target_id,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,secondary_mechanism_families,match_priority_tier,matched_safety_or_non_safety_counterpart_id,same_city_match_status,overlapping_cycle_status,duplicate_risk,prior_seen_status,reason_selected,search_query_used,retrieval_status,verification_status,extraction_status,rating_status,causal_status,notes
TS4L-510ba791a7189f3e5571,lane_1,TS4-1-78021e7433df6085,https://news.leanderisd.org/lisd-board-approves-2-5-of-midpoint-increase-for-all-employees/,Leander ISD News — “LISD Board Approves 2.5% of Midpoint Increase for All Employees” (2024–25 compensation plan content),Leander,TX,non_safety_comparator,education staff/teachers (district compensation context),,2024–25 (compensation plan described; bargaining unit contract terms not confirmed in the lead),2024-09-01,2025-08-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-TX-20260720-0084,same_city,unclear,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Leander TX non_safety_comparator unclear non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead provides district-wide compensation-plan details for 2024–25 and may link to associated employment agreements or negotiated compensation schedules for non-safety units within Leander ISD.
TS4L-931d14c9e2fcabf73509,lane_1,TS4-1-7788720be7a051d6,https://missouricitytx.civicweb.net/document/279990/Consideration%20and%20Possible%20Action%20-%20Second%20and%20.pdf?handle=A66BE8367EB642BBA13E7BC8A0186676,"Memo - 24-285 — Consideration and Possible Action (Second and Final Reading): Ordinance adopting a new pay plan for non-exempt personnel and exempt personnel (excluding civil service Fire/Police and appointed employees) [supporting material: 2024.04.08 Pay Adjustment Ordinance (Non-civil service), Non Civil-Service May 2024v2]",Missouri City,TX,non_safety_comparator,non_safety_comparator,,"Effective May 5, 2024 (pay plan update for non-civil service)",,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-TX-20260720-0088,"Missouri City, TX","Overlaps (Aug 1, 2023–Sep 30, 2024) via May 5, 2024 effective date",low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,"Missouri City TX non_safety_comparator August 1, 2023 through September 30, 2024 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead: non-civil service pay plan/wage schedule materials referenced in supporting materials for City of Missouri City. Used for non-safety comparator search (excludes civil service Fire/Police and appointed employees per memo subject).
TS4L-33f470e431bd28547a07,lane_1,TS4-1-7788720be7a051d6,https://missouricitytx.civicweb.net/document/33126/Consideration%20and%20Possible%20Action%20-%20First%20of%20Tw.pdf?handle=96590B2D8037420EB564895CDBB44B4C,Memo - 23-418 — Consideration and Possible Action (First of Two Readings): Ordinance adopting a new pay plan for full-time non-exempt personnel and exempt personnel (excluding civil service Fire/Police and appointed employees) [2023.05.01.2 Pay Adjustment Ordinance (Non-civil service)],Missouri City,TX,non_safety_comparator,non_safety_comparator,,"2023 pay plan update for non-civil service (referenced in memo as May 7, 2023 effective in related agenda items)",,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-TX-20260720-0088,"Missouri City, TX","Overlaps (Aug 1, 2023–Sep 30, 2024) if May 2023 pay plan remained in effect through the 2024 update",low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,"Missouri City TX non_safety_comparator August 1, 2023 through September 30, 2024 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Lead: prior non-civil service pay adjustment materials for the same city, likely covering much of the requested period. Subject scope excludes civil service Fire/Police (closer to non-safety comparator)."
TS4L-02335aaa610656d2497a,lane_1,TS4-1-7788720be7a051d6,https://missouricitytx.civicweb.net/document/279973/Consideration%20and%20Possible%20Action%20-%20Second%20and%20.pdf?handle=4C855C7A776D4E688B1DFD7059137120,"24-284 AGENDA REQUEST — Consideration and Possible Action (Second and Final Reading): civil service pay increases (effective May 5, 2024 referenced in memo background)",Missouri City,TX,non_safety_comparator,non_safety_comparator,,"Effective May 5, 2024 (civil service pay changes referenced in memo)",,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-TX-20260720-0088,"Missouri City, TX","Overlaps (Aug 1, 2023–Sep 30, 2024) via May 5, 2024 effective date",low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,"Missouri City TX non_safety_comparator August 1, 2023 through September 30, 2024 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead: city pay-change documentation for the civil service system (included as a potential wage schedule source; may still include safety classifications depending on how the civil service system is defined in Missouri City).
TS4L-078e6b3bb5040048bf7c,lane_1,TS4-1-1141cdc76435220a,https://resources.finalsite.net/images/v1757942092/noblesvilleschoolsorg/u6ieaphsterehvutvcah/ContractsADs.pdf,Noblesville Schools – ContractsADs (includes “Contract For Non-Teaching Employees” with dated term and salary schedule content),Noblesville,IN,non_safety_comparator,Non-teaching employees (school district bargaining unit context),Contract For Non-Teaching Employees (name as shown within document),07/01/2024 – 06/30/2026 (overlaps 2024-2025),2024-07-01,2025-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-IN-20260720-0022,"yes (Noblesville Schools, Noblesville, IN)",yes (term spans 2024-2025),low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Noblesville IN non_safety_comparator 2024-2025 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead points to a Noblesville-area non-safety comparator contract document that includes a salary schedule table and an explicit contract term.
TS4L-32000d7f971794d2ca13,lane_1,TS4-1-1141cdc76435220a,https://www.noblesville.in.gov/egov/documents/1709656664_49404.pdf,"2024 Pay Schedule (City of Noblesville, IN) – PDF (includes pay-period calendar entries including 1st pay of 2025)",Noblesville,IN,non_safety_comparator,City employees (wage/pay schedule context; unit not specified on the locator),,2024 pay schedule (contains dates covering pay periods into early 2025),2024-01-01,2024-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-IN-20260720-0022,"yes (City of Noblesville, IN)",partially (document includes pay periods crossing into early 2025),low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Noblesville IN non_safety_comparator 2024-2025 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead for wage schedule coverage relevant to 2024-2025 comparisons; use to anchor timing of pay periods.
TS4L-92c6721bb2f371712e7a,lane_1,TS4-1-1141cdc76435220a,https://www.noblesville.in.gov/DocumentCenter/View/331/2025-Pay-Schedule-PDF,"2025 Pay Schedule (City of Noblesville, IN) – PDF",Noblesville,IN,non_safety_comparator,City employees (wage/pay schedule context; unit not specified on the locator),,2025 pay schedule (references “1st pay of 2026” at the end),2025-01-01,2025-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-IN-20260720-0022,"yes (City of Noblesville, IN)",yes (fully within 2025 portion of 2024-2025 window),low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Noblesville IN non_safety_comparator 2024-2025 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead for non-safety wage schedule comparison timing within Noblesville across 2024-2025.
TS4L-e68f2e4a7885d4a1f436,lane_1,TS4-1-8d26ff56c9e98acd,https://www.stcharlescitymo.gov/DocumentCenter/View/9453,"DocumentCenter/View/9453 (City of St. Charles, MO)",St. Charles,MO,non_safety_comparator,non_safety_comparator,,"effective later of date stated / Article 9.05 or ordinance effectiveness; operative period text observed as ending Dec 31, 2022 (start year not confirmed from accessible pages)",,2022-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-MO-20260720-0012,same_city_expected,expected_overlap_end_2022-12-31,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,"St. Charles MO non_safety_comparator effective later of date stated / Article 9.05 or ordinance effectiveness; operative period text observed as ending Dec 31, 2022 (start year not confirmed from accessible pages) non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Search result indicates at least one agreement expiring on December 31, 2022; candidate lead for Article 9.05/duration-style operative period text (non-safety comparator target sourcing)."
TS4L-8fe9ece34ee50f69c767,lane_1,TS4-1-8d26ff56c9e98acd,https://www.stcharlescitymo.gov/Archive/ViewFile/Item/138,"2020 Annual Budget (City of St. Charles, MO) - Archive/ViewFile/Item/138",St. Charles,MO,non_safety_comparator,non_safety_comparator,Fire union agreement (reference in budget narrative),"effective later of date stated / Article 9.05 or ordinance effectiveness; operative period text observed as ending Dec 31, 2022 (start year not confirmed from accessible pages)",,2022-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-MO-20260720-0012,same_city_expected,mentions_expiry_2022-12-31,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,"St. Charles MO non_safety_comparator effective later of date stated / Article 9.05 or ordinance effectiveness; operative period text observed as ending Dec 31, 2022 (start year not confirmed from accessible pages) non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Budget text references that the current Fire union agreement expires on December 31, 2022; lead to locate the underlying CBA/MOA with duration/operative period language for the target cycle."
TS4L-5660b6085a60b202f213,lane_1,TS4-1-8d26ff56c9e98acd,https://www.stcharlescitymo.gov/AgendaCenter/ViewFile/Agenda/_10162018-787,"Notice of Special City Council Meeting (St. Charles, MO) - AgendaCenter/ViewFile/Agenda/_10162018-787",St. Charles,MO,non_safety_comparator,non_safety_comparator,,"effective later of date stated / Article 9.05 or ordinance effectiveness; operative period text observed as ending Dec 31, 2022 (start year not confirmed from accessible pages)",,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-MO-20260720-0012,same_city_expected,duration_clause_context_art_9_05_present,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,"St. Charles MO non_safety_comparator effective later of date stated / Article 9.05 or ordinance effectiveness; operative period text observed as ending Dec 31, 2022 (start year not confirmed from accessible pages) non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Search snippet shows Article 9.05 'Duration of Agreement' language (duration/effective later/operative period style content). Lead for the same-city agreement text that may connect to a contract cycle ending Dec 31, 2022 (start year not confirmed)."
TS4L-76ec9b2dbf03157e90cf,lane_1,TS4-1-f75b8d8866f4c435,https://www.wilmingtoncitycouncil.com/wp-content/uploads/2019/11/4748-Resolution-Approving-Collective-Bargaining-Agreement-with-Local-Union-1102-for-7-18-to-6-30-22-W0108344x920B6.pdf,"Resolution Approving Collective Bargaining Agreement with Local Union 1102 (July 1, 2018–June 30, 2022) — City of Wilmington, Delaware (PDF)",Wilmington,DE,non_safety_comparator,white-collar employees (as described for AFSCME Local 1102),AFSCME Local 1102 (Delaware Public Employees Council 81),"July 1, 2018 through June 30, 2022 (per resolution synopsis/title)",2018-07-01,2022-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-DE-20260720-0001,same_city,unknown,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Wilmington DE non_safety_comparator unclear (wage tables shown with effective dates; full contract term not confirmed in inspected excerpt) non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Lead for non-safety comparator wage tables tied to AFSCME Local 1102 CBA term (City of Wilmington, DE)."
TS4L-4623e87e77692493efd4,lane_1,TS4-1-f75b8d8866f4c435,https://www.wilmingtoncitycouncil.com/wp-content/uploads/2017/08/October-20-2016-4277-res-16-078.pdf,"Amendment of Collective Bargaining Agreement — AFSCME Local 320 (July 7, 2015–June 30, 2018) — City of Wilmington, Delaware (PDF)",Wilmington,DE,non_safety_comparator,union-represented municipal employees (AFSCME Local 320),AFSCME Local 320,"CBA referenced as July 7, 2015 through June 30, 2018 (as stated in the amendment)",2015-07-07,2018-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-DE-20260720-0001,same_city,unknown,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Wilmington DE non_safety_comparator unclear (wage tables shown with effective dates; full contract term not confirmed in inspected excerpt) non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead for additional wage/benefit tables/exhibits possibly associated with AFSCME Local 320 CBA period and reopeners.
TS4L-ea8cab44b7c61bc8e9ba,lane_1,TS4-1-f75b8d8866f4c435,https://www.wilmingtonde.gov/home/showpublisheddocument/11732/638290964889900000,"Non-Union — 2023 Base Salary Structure - Steps (City of Wilmington, DE) (Hosted Document Page)",Wilmington,DE,non_safety_comparator,non-union classified employees (salary steps/base structure),Non-Union (not a CBA unit),2023 (document indicates '2023 BASE SALARY STRUCTURE - STEPS'; effective dates not confirmed in the snippet),,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-DE-20260720-0001,same_city,unknown,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Wilmington DE non_safety_comparator unclear (wage tables shown with effective dates; full contract term not confirmed in inspected excerpt) non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead for non-union wage/salary step tables intended for non-safety comparison against bargaining units.
TS4L-ba6e66ef78ebdc93f2a9,lane_1,TS4-1-3ef6ba7dbd2019cc,https://www.sanmarcosteachers.org/_files/ugd/91fe1f_9e60ef2a6e7446ffaaaeb2575e57fb6b.pdf,"SMEA/SMUSD Master Contract (PDF) — July 1, 2024 to June 30, 2026",San Marcos,TX,non_safety_comparator,Educators (SMEA/SMUSD certificated bargaining unit),San Marcos Educators’ Association (SMEA) / San Marcos Unified School District (SMUSD),"July 1, 2024 – June 30, 2026 (as indicated by source locator metadata)",2024-07-01,2026-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-TX-20260720-0091,"San Marcos (CA) — same name, not confirmed as TX",Overlaps 2023-2026 (covers 2024-2026; does not cover 2023).,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,San Marcos TX non_safety_comparator 2023-2026 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,High-specificity lead for a non-safety education bargaining unit; period largely within 2023-2026 expected window.
TS4L-1832b974e6926c4eb6c9,lane_1,TS4-1-3ef6ba7dbd2019cc,https://www.smusd.org/common/pages/UserFile.aspx?fileId=109446512,San Marcos Unified School District — Certificated Salary Schedule (2025/2026),San Marcos,TX,non_safety_comparator,Certificated personnel (teachers/educators),SMUSD certificated salary schedule (linked to SMEA/SMUSD bargaining structure),2025/2026 certificated salary schedule (effective date described on page/file),2025-07-01,2026-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-TX-20260720-0091,"San Marcos (CA) — same name, not confirmed as TX",Overlaps 2023-2026 (covers 2025-2026).,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,San Marcos TX non_safety_comparator 2023-2026 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Wage-schedule style document that can serve as a non-safety comparator within the expected 2023-2026 span.
TS4L-6d2cbd7cd7630a1fb5cb,lane_1,TS4-1-3ef6ba7dbd2019cc,https://www.smusd.org/negotiations-update,San Marcos Unified School District — Negotiations Updates (SMEA/SMUSD CBA timing references),San Marcos,TX,non_safety_comparator,Educators (SMEA/SMUSD bargaining context),San Marcos Educators’ Association (SMEA) / SMUSD,"Two-year term beginning July 1, 2024 through June 30, 2026 (as referenced on the page)",2024-07-01,2026-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-TX-20260720-0091,"San Marcos (CA) — same name, not confirmed as TX",Overlaps 2023-2026 (covers 2024-2026).,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,San Marcos TX non_safety_comparator 2023-2026 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead pointer page that may help locate the specific CBA and/or schedules for the non-safety education bargaining unit.
TS4L-9323980bd3ed4fe670ca,lane_1,TS4-1-21be30a77c0d7f80,https://cms3.revize.com/revize/harlingen/Document/Departments/Human%20Resources/Civil%20Services/Fire_CBA_2021_2022_thru_2023_2024.pdf,"CITY OF HARLINGEN, TEXAS – HPFFA, Local #3404 – FY 2021-2022 thru FY 2023-2024 (Collective Bargaining Labor Agreement)",Harlingen,TX,non_safety_comparator,Firefighters (HPFFA Local #3404) [source appears to be safety unit; target is non-safety comparator],"HPFFA, Local #3404",FY 2021-2022 thru FY 2023-2024,2021,2024,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-TX-20260720-0093,"Harlingen, TX (same city)",Overlaps expected period (2021-2024),low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Harlingen TX non_safety_comparator 2021-2024 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"High-specificity lead for Harlingen labor compensation documents in the 2021-2024 window; however the unit appears to be firefighters (public safety), so it may not match the requested non-safety comparator target."
TS4L-c1f3f097f1a778b74e8d,lane_1,TS4-1-21be30a77c0d7f80,https://cms3.revize.com/revize/harlingen/Document/Departments/Human%20Resources/Civil%20Services/Fire%20CBA%20FY%202024-2027.pdf,"CITY OF HARLINGEN, TEXAS – HPFFA – Collective Bargaining Labor Agreement (FY 2024-2027)",Harlingen,TX,non_safety_comparator,Firefighters (HPFFA) [source appears to be safety unit; target is non-safety comparator],HPFFA (local not shown in search snippet),FY 2024-2027,2024,2027,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-TX-20260720-0093,"Harlingen, TX (same city)",Overlaps expected period (2021-2024) only at boundary year 2024,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Harlingen TX non_safety_comparator 2021-2024 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Another Harlingen-hosted labor agreement document with wage/paytable content; likely useful as a comparison reference point but appears to be a public safety unit.
TS4L-8b443c0884a3eba8a542,lane_1,TS4-1-21be30a77c0d7f80,https://myharlingen.us/recruitment.htm,City of Harlingen – Recruitment (includes Police Department Salary Schedule; pages/snippets indicate step-based pay amounts),Harlingen,TX,non_safety_comparator,Police (salary schedule info) [source appears to be public safety; target is non-safety comparator],,2021-2024,2021,2024,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-TX-20260720-0093,"Harlingen, TX (same city)",Unclear (page provides salary amounts; does not clearly state the 2021-2024 contract period in snippet),low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Harlingen TX non_safety_comparator 2021-2024 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Wage/salary schedule lead located on a Harlingen domain; search snippet shows police step-based salary amounts and a link to download a Police Department Salary Schedule. Useful as a wage-schedule artifact, but appears to be safety/police rather than non-safety."
TS4L-6016ff429ca2ddce6a39,lane_1,TS4-1-3d169834e5f73034,https://maplegrovemn.gov/AgendaCenter/ViewFile/Agenda/_12162024-659?packet=true,"Maple Grove, MN Agenda Center (packet) — “Approval of police officer tentative agreement”; agreement duration January 1, 2025 through December 31, 2027",Maple Grove,MN,non_safety_comparator,Police Department (officer unit referenced in agenda packet),"Police Officers — LELS (Law Enforcement Labor Services, Inc.)","January 1, 2025 through December 31, 2027",2025-01-01,2027-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-MN-20260720-0027,maple_grove_mn,overlaps_2025_2027,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,"Maple Grove MN non_safety_comparator January 1, 2025 through December 31, 2027 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Agenda packet indicates a tentative labor agreement with stated duration matching 2025-2027.
TS4L-65b18939c7f8666f12de,lane_1,TS4-1-3d169834e5f73034,https://www.maplegrovemn.gov/AgendaCenter/ViewFile/Item/7026?fileID=23874,"Maple Grove, MN Agenda Center — “Park Board Action Form Template”; agreement duration January 1, 2025 through December 31, 2027 (tentative labor agreement with City parks unit)",Maple Grove,MN,non_safety_comparator,Parks (bargaining unit referenced by Park Board action form),,"January 1, 2025 through December 31, 2027",2025-01-01,2027-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-MN-20260720-0027,maple_grove_mn,overlaps_2025_2027,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,"Maple Grove MN non_safety_comparator January 1, 2025 through December 31, 2027 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Park Board action form references a tentative labor agreement with duration matching the target period; bargaining unit name not shown in the snippet.
TS4L-36a06b45a2d72738faa1,lane_1,TS4-1-31a26da778e5299b,https://www.tulare.ca.gov/home/showpublisheddocument/22342/638641762117000000,City of Tulare (Consent agenda item referencing attachments): CLOCEA MOU 7/1/2024-6/30/2027 + Updated Salary Schedule + Salary Increase Summary,Tulare,CA,non_safety_comparator,CLOCEA-represented employees (non-safety comparator; specific classification groups not confirmed in the lead snippet),CLOCEA,"July 1, 2024 through June 30, 2027",2024-07-01,2027-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-CA-20260720-0299,same_city (City of Tulare),overlaps_expected_period (exact stated term in lead context),low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,"Tulare CA non_safety_comparator July 1, 2024 through June 30, 2027 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Lead locates a City of Tulare item explicitly referencing a ""CLOCEA MOU 7/1/2024-6/30/2027"" and attachments including an ""Updated Salary Schedule"" and ""Salary Increase Summary""."
TS4L-e4d8594ae792aa41d110,lane_1,TS4-1-31a26da778e5299b,https://www.tulare.ca.gov/home/showpublisheddocument/24593/639116721681100000,City of Tulare: Updated/Master Salary Schedule (referenced as salary schedule content; dated within expected cycle),Tulare,CA,non_safety_comparator,City of Tulare employee classifications covered by the master/updated salary schedule (non-safety comparator; specific bargaining unit mapping not confirmed in lead snippet),,"Dated within July 1, 2024 through June 30, 2027 window (exact term not confirmed in lead snippet)",2024-07-01,2027-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-CA-20260720-0299,same_city (City of Tulare),overlaps_expected_period (document appears dated inside the expected window per search snippet),low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,"Tulare CA non_safety_comparator July 1, 2024 through June 30, 2027 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Lead points to a City of Tulare salary schedule document page that is likely linked to negotiated increases (snippet references retroactive salary increase context), usable as a wage-schedule comparator candidate."
