document_identity_id,retained_content_hash_reference,retained_content_hash_status,extraction_case_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,quantitative_source_row_count,quantitative_active_row_count,qualitative_source_row_count,qualitative_active_row_count,mixed_source_row_count,mixed_active_row_count,non_base_wage_source_row_count,non_base_wage_active_row_count,reference_and_exclusion_source_row_count,reference_and_exclusion_active_row_count,has_inactive_provenance_rows,has_duplicate_provenance,has_explicit_unresolved_conflict
doc_21063364ef7fd4bb01260468,doc_21063364ef7fd4bb01260468,opaque_sha256_derived_identity_from_frozen_selection,cexrem_ff2a5ca804e54542f3120a34,ttd_e06a9f8a09ffa5d19459755c,sr_1db9e94b90949b112bd9158d,NSCQ-MA-20260720-0159,MA,Winthrop Town,CITY OF WINTHROP TOWN,non_safety,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_210a6e79a0178c6dd6c6bad4,doc_210a6e79a0178c6dd6c6bad4,opaque_sha256_derived_identity_from_frozen_selection,cex_202712666f1c1a3ba28e239c,ttd_dadd6ab9f05bba8ee9fa8227,sr_c3f7ff16279343d8bf391901,NSCQ-ME-20260720-0022,ME,Westbrook,CITY OF WESTBROOK,fire,cba,0,0,0,0,0,0,1,1,1,1,false,false,false
doc_217979883e3efe727d99b5d9,doc_217979883e3efe727d99b5d9,opaque_sha256_derived_identity_from_frozen_selection,cex_527d357f4098f3fe88a0c046,ttd_5f128dc01792f95755af394b,sr_77c90542858b7430570075e2,NSCQ-AK-20260720-0007,AK,Juneau,CITY AND BOROUGH OF JUNEAU,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_21c4752a70c0b224ab138298,doc_21c4752a70c0b224ab138298,opaque_sha256_derived_identity_from_frozen_selection,cexrem_ceabae304ba1af91a0876e6f,ttd_3e4928e1b6a4bbe791ed4558,sr_bfa590e1ac615d07b85ff550,NSCQ-FL-20260720-0102,FL,Port Orange,CITY OF PORT ORANGE,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_21cb9bf90fd57d3370a070ff,doc_21cb9bf90fd57d3370a070ff,opaque_sha256_derived_identity_from_frozen_selection,cexrem_3af1f37c780814ebc1993c5c,ttd_fd56a64ed5eae572ae29f91f,sr_147c2eb1dbbfd570b18b07dc,NSCQ-OH-20260720-0484,OH,Bucyrus,CITY OF BUCYRUS,fire,cba,0,0,0,0,0,0,1,1,0,0,false,false,false
doc_21cd72522a60340cd0068b65,doc_21cd72522a60340cd0068b65,opaque_sha256_derived_identity_from_frozen_selection,cexrem_09333daf1350b506379bd8a0,ttd_f3df93411e60bc135da8f57a,sr_4e108e514a55eddbbfbd66af,NSCQ-IL-20260720-0243,IL,Vernon Hills,VILLAGE OF VERNON HILLS,police,cba,0,0,3,3,0,0,3,3,0,0,false,false,false
doc_21fa897bf8a43fc5ba5aa89c,doc_21fa897bf8a43fc5ba5aa89c,opaque_sha256_derived_identity_from_frozen_selection,cex1000_5b620ddea68a17914f1a69b4,ttd_f1974e734c9c23176dc9c7e0,sr_e25242f63c3e044be597058e,NSCQ-MI-20260720-0153,MI,Owosso,CITY OF OWOSSO,fire,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_221fe50da6e8e8683a97a7a0,doc_221fe50da6e8e8683a97a7a0,opaque_sha256_derived_identity_from_frozen_selection,cexrem_ca7316c873a8aa3d26ac21d9,ttd_c1f129bcb615f21705891d98,sr_1962283bcf4c038a37ef99cb,NSCQ-OH-20260720-0652,OH,Martins Ferry,CITY OF MARTINS FERRY,non_safety,cba,0,0,1,1,0,0,3,3,0,0,false,false,false
doc_2226fc2e253aa11b0ca2c28b,doc_2226fc2e253aa11b0ca2c28b,opaque_sha256_derived_identity_from_frozen_selection,cex1000_a68d8f5c75d4ff611acf8f1f,ttd_59e1314f6005658b0f866848,sr_6468bd23b6098be0063ed6b9,NSCQ-OH-20260720-0013,OH,Kettering,CITY OF KETTERING,non_safety,cba,4,4,1,1,1,1,0,0,0,0,false,false,false
doc_2241ff0914c46fdef9ae3e21,doc_2241ff0914c46fdef9ae3e21,opaque_sha256_derived_identity_from_frozen_selection,cexrem_adba4b6abd33cb89c08c183a,ttd_2f86370314669ecf6faa4d08,sr_db228b655ef9bb13f47acc3d,NSCQ-OR-20260720-0076,OR,Hermiston,CITY OF HERMISTON,police,cba,0,0,0,0,0,0,4,4,0,0,false,false,false
doc_2244ef2187b2147b20e3860c,doc_2244ef2187b2147b20e3860c,opaque_sha256_derived_identity_from_frozen_selection,cexrem_f88b68bd871bd1d9c097420c,ttd_28a97d7d41432e64bc4d43a7,sr_7ed65c7cfcbeafc1acfe031d,NSCQ-TX-20260720-0081,TX,Baytown,CITY OF BAYTOWN,fire,cba,0,0,0,0,0,0,4,4,0,0,false,false,false
doc_224dc863ac7a0e83b6c28bb9,doc_224dc863ac7a0e83b6c28bb9,opaque_sha256_derived_identity_from_frozen_selection,cex1000_f2cf25e01b89c0caf5facaf1,ttd_404a28b2ecfc55721024285c,sr_81bf5e6c08488988c4a658ea,NSCQ-WA-20260720-0111,WA,Tumwater,CITY OF TUMWATER,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_227de425955d84dbdd15ffc2,doc_227de425955d84dbdd15ffc2,opaque_sha256_derived_identity_from_frozen_selection,cex1000_498b36a7ed9eae35db6dc67e,ttd_0643122c32d2873f1860f0cb,sr_0430a2f485d6615adab29133,NSCQ-OH-20260720-0266,OH,Mayfield Heights,CITY OF MAYFIELD HEIGHTS,non_safety,cba,1,1,0,0,0,0,0,0,0,0,false,false,false
doc_228e02864972c2e5e46cadb0,doc_228e02864972c2e5e46cadb0,opaque_sha256_derived_identity_from_frozen_selection,cexrem_a960bff1b6640a7f2788a097,ttd_b350dbb85eb751a94daffea7,sr_525e35e3e859587cf03d0453,NSCQ-WI-20260720-0089,WI,Stevens Point,CITY OF STEVENS POINT,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_229dc5c8bf0e1dd5ff214f63,doc_229dc5c8bf0e1dd5ff214f63,opaque_sha256_derived_identity_from_frozen_selection,cex1000_b68a399da444327a5fb0ef90,ttd_55acf4f543c57867b09f07e4,sr_7187fb52de98056d84bd4275,NSCQ-CA-20260720-0315,CA,Redondo Beach,CITY OF REDONDO BEACH,non_safety,cba,5,5,2,2,1,1,2,2,0,0,false,false,false
doc_22bc5994693c015c3af6fa39,doc_22bc5994693c015c3af6fa39,opaque_sha256_derived_identity_from_frozen_selection,cexrem_5726fdf55532fee2af0bc9e4,ttd_fdc5ce9be3c0125c300d083f,sr_fd8d13d176b6713d6566ec0b,NSCQ-KS-20260720-0027,KS,Dodge City,CITY OF DODGE CITY,police,cba,0,0,0,0,0,0,1,1,0,0,false,false,false
doc_22e92f53194f71e25353cdca,doc_22e92f53194f71e25353cdca,opaque_sha256_derived_identity_from_frozen_selection,cexrem_e0363850997bc97a8fcd3ba7,ttd_1e1334f3ae6d7f69ebfd0e2d,sr_1d43880c4a30164b6e002e17,NSCQ-MI-20260720-0035,MI,Southfield,CITY OF SOUTHFIELD,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_2302b300e961dab4d15320f0,doc_2302b300e961dab4d15320f0,opaque_sha256_derived_identity_from_frozen_selection,cexrem_29f00adf9cd7e3c229ddc6d7,ttd_94410483a446c88b964bcf75,sr_d1fee15d5d9ef4a05e5dd3fd,NSCQ-CA-20260720-0318,CA,Lodi,CITY OF LODI,fire,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_235f6a51b43b354d53060661,doc_235f6a51b43b354d53060661,opaque_sha256_derived_identity_from_frozen_selection,cex_a558c07178db4a720a0891f1,ttd_e38f4e3de975cccabf872fb0,sr_b709f6a342d73381626a5e74,NSCQ-ME-20260720-0021,ME,Westbrook,CITY OF WESTBROOK,police,cba,0,0,2,2,0,0,3,3,0,0,false,false,false
doc_238fa0b4f6dd7e3a5e7ab8cf,doc_238fa0b4f6dd7e3a5e7ab8cf,opaque_sha256_derived_identity_from_frozen_selection,cex_96ad81b830d3ceb5d1071672,ttd_04d88d8c1b3a36076d324b47,sr_044123cacbff938890077498,NSCQ-PA-20260720-0079,PA,Monroeville,MUNICIPALITY OF MONROEVILLE,non_safety,cba,2,2,4,4,1,1,2,2,0,0,false,false,false
doc_23a297ce93d7c11c3f4b2b41,doc_23a297ce93d7c11c3f4b2b41,opaque_sha256_derived_identity_from_frozen_selection,cex1000_eb29788b7defa029e6292b51,ttd_430c43c0a619d0b51b37ea69,sr_963c494f0afd7047d508dc82,NSCQ-OH-20260720-0260,OH,Sidney,CITY OF SIDNEY,fire,cba,5,5,0,0,0,0,5,5,0,0,false,false,false
doc_23d6ddc08a2b15eef9a0d55e,doc_23d6ddc08a2b15eef9a0d55e,opaque_sha256_derived_identity_from_frozen_selection,cex1000_f20861615551a9e1dcd85471,ttd_d9a2bea2f90fb4cbff150481,sr_cd072d14e12acb6cd254a9df,NSCQ-OH-20260720-0361,OH,Defiance,CITY OF DEFIANCE,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_23e0118fa7ae86e6ad80a2b1,doc_23e0118fa7ae86e6ad80a2b1,opaque_sha256_derived_identity_from_frozen_selection,cex_d6bf2daf3a3a5645a50aedf9,ttd_9dda7d5ecea592906a1ac042,sr_c8c9bee4a7daa666b5b3d709,NSCQ-PA-20260720-0066,PA,York,CITY OF YORK,non_safety,cba,0,0,2,2,0,0,5,5,0,0,false,false,false
doc_23fb90125b9220543f475c46,doc_23fb90125b9220543f475c46,opaque_sha256_derived_identity_from_frozen_selection,cex1000_d558db3d8b95fe8e73599e74,ttd_bbeb4bf832c8c2db57e3f8d4,sr_bfff09039c42912372e55e09,NSCQ-CA-20260720-0384,CA,Watsonville,CITY OF WATSONVILLE,non_safety,cba,3,3,1,1,1,1,2,2,0,0,false,false,false
doc_24384eba211f73f5f778e366,doc_24384eba211f73f5f778e366,opaque_sha256_derived_identity_from_frozen_selection,cex_6bc8189fc225ce3a5787d6e8,ttd_34395d9a973d8fefd275d54a,sr_50f45094c7727cbad5319175,NSCQ-IL-20260720-0211,IL,Alton,CITY OF ALTON,police,cba,0,0,0,0,0,0,3,3,0,0,false,false,false
doc_244a0cc91b4f6c818ab0091e,doc_244a0cc91b4f6c818ab0091e,opaque_sha256_derived_identity_from_frozen_selection,cex1000_c82a8b33cbcc161d390c6be7,ttd_564d2ad69312b70d11b92ad2,sr_b6d6927a3bc646fbcecb42a0,NSCQ-IL-20260720-0121,IL,Carpentersville,VILLAGE OF CARPENTERSVILLE,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_24f461e2452c8809ac27e6a4,doc_24f461e2452c8809ac27e6a4,opaque_sha256_derived_identity_from_frozen_selection,cexrem_bb09f43375f2efd2485db0fa,ttd_a0952e90ce14a9d6cd544524,sr_673d727c5fe7aaaf3a9c69a1,NSCQ-IL-20260720-0241,IL,Round Lake Beach,VILLAGE OF ROUND LAKE BEACH,police,cba,0,0,0,0,0,0,1,1,0,0,false,false,false
doc_24fe23eeea928c886d64db1c,doc_24fe23eeea928c886d64db1c,opaque_sha256_derived_identity_from_frozen_selection,cexrem_0a4252b35aba6ab7b625917d,ttd_0c49ed658c5d2b9b15c0ae36,sr_3350b3a0f5952b6455051a16,NSCQ-OH-20260720-0135,OH,North Olmsted,CITY OF NORTH OLMSTED,non_safety,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_25065246f27b9fd8ec46561c,doc_25065246f27b9fd8ec46561c,opaque_sha256_derived_identity_from_frozen_selection,cexrem_7c8beb35b5ab49fa633f84c5,ttd_e49ead2d8a41bc53acc0be58,sr_f4607fdc88525c066ba9a232,NSCQ-MI-20260720-0007,MI,Grand Rapids,CITY OF GRAND RAPIDS,non_safety,cba,0,0,5,5,0,0,0,0,0,0,false,false,false
doc_251feabf17f46cdef34aef61,doc_251feabf17f46cdef34aef61,opaque_sha256_derived_identity_from_frozen_selection,cex_0a02958beaecbaffb097a4b8,ttd_f4043023cd9c1e89a761ed43,sr_4df04157d9e133f1c21c1eec,NSCQ-FL-20260720-0079,FL,Boynton Beach,CITY OF BOYNTON BEACH,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_252e21bd4e8873c65b04248d,doc_252e21bd4e8873c65b04248d,opaque_sha256_derived_identity_from_frozen_selection,cexrem_0bbdf83846d16e021115eeb7,ttd_932198829851e30986ed55b1,sr_81818a204439f7b18118b420,NSCQ-KY-20260720-0001,KY,Metro Government Of Louisville-Jefferson County,METRO GOVERNMENT OF LOUISVILLE-JEFFERSON COUNTY,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_254432fbbc6c63e8fe487a72,doc_254432fbbc6c63e8fe487a72,opaque_sha256_derived_identity_from_frozen_selection,cex1000_70f70606b241fe5548ecfddf,ttd_612566aff56a3691dfde25c3,sr_bfbd04e73c9d8ed3a7bfc0a8,NSCQ-OH-20260720-0568,OH,East Liverpool,CITY OF EAST LIVERPOOL,fire,cba,5,5,2,2,1,1,4,4,0,0,false,false,false
doc_254eff58bfbaab5c3cac0282,doc_254eff58bfbaab5c3cac0282,opaque_sha256_derived_identity_from_frozen_selection,cex1000_ee3e89940cfffa03bbe9ba93,ttd_e3e9f21f009ab299f7d0faba,sr_26cb74d052ec422e5bed9236,NSCQ-CA-20260720-0585,CA,Pleasant Hill,CITY OF PLEASANT HILL,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_2566afaafbad67c1df80b4f5,doc_2566afaafbad67c1df80b4f5,opaque_sha256_derived_identity_from_frozen_selection,cexrem_0b4996e6728af03f3a9135fe,ttd_4402fd4134173cda2848cb7e,sr_595f37fcd7b86894c8d27850,NSCQ-CA-20260720-0524,CA,San Gabriel,CITY OF SAN GABRIEL,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_256b5bc32ebb610c5c8d7410,doc_256b5bc32ebb610c5c8d7410,opaque_sha256_derived_identity_from_frozen_selection,cex1000_332d52ec37c0cee3a42cdfa7,ttd_5f472b7db25754a94330be53,sr_3c7a802eade87cf66fd9313f,NSCQ-MI-20260720-0072,MI,Saginaw,CITY OF SAGINAW,non_safety,wage_schedule_or_compensation_plan,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_2583587ac7cb9a026e79f6a3,doc_2583587ac7cb9a026e79f6a3,opaque_sha256_derived_identity_from_frozen_selection,cexrem_ff8b12dc7cb934f7cd1a6309,ttd_66e6a26dbe693f90039cecc2,sr_be3307419ce0d188a5353966,NSCQ-OH-20260720-0391,OH,Washington Court House,CITY OF WASHINGTON COURT HOUSE,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_258bf86e30fed286c03eac17,doc_258bf86e30fed286c03eac17,opaque_sha256_derived_identity_from_frozen_selection,cex1000_9f7154acb763322b0db19d6c,ttd_21964b5301f048a9cc67cf04,sr_dec345f6a5b761a0987d7356,NSCQ-IL-20260720-0169,IL,St. Charles,CITY OF ST CHARLES,non_safety,cba,0,0,0,0,0,0,3,3,0,0,false,false,false
doc_259477abe074d451336cc505,doc_259477abe074d451336cc505,opaque_sha256_derived_identity_from_frozen_selection,cex_eeddbc868adc494648013039,ttd_2278a5dace9df8d95802da2a,sr_2bd2a81bb9971c016197a665,NSCQ-OH-20260720-0538,OH,Montgomery,CITY OF MONTGOMERY,police,cba,5,5,5,5,0,0,2,2,0,0,false,false,false
doc_25ba0d9f9212ebe940ddbe07,doc_25ba0d9f9212ebe940ddbe07,opaque_sha256_derived_identity_from_frozen_selection,cex1000_ab8301515bbc2e8fba0d8807,ttd_de084c299988ca5aeeaed85d,sr_53ccb7e7e19353a5aa7cae0d,NSCQ-CA-20260720-0557,CA,Claremont,CITY OF CLAREMONT,non_safety,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_25c504a862db80229ecdd155,doc_25c504a862db80229ecdd155,opaque_sha256_derived_identity_from_frozen_selection,cex_1f227725cf3a18071b3d7c20,ttd_f85f8693f99a6355f7b51e49,sr_7973a2e53a643e308c61ae3d,NSCQ-NM-20260720-0027,NM,Gallup,CITY OF GALLUP,non_safety,memorandum_or_settlement,1,1,1,1,0,0,1,1,0,0,false,false,false
doc_25fa4f3e70ec9b1129087a2d,doc_25fa4f3e70ec9b1129087a2d,opaque_sha256_derived_identity_from_frozen_selection,cex_f0043b71068f815915194e68,ttd_1c67f5b8f12866236109c62b,sr_29d13cc3ac0342844971e76f,NSCQ-MA-20260720-0114,MA,Northampton,CITY OF NORTHAMPTON,non_safety,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_2629da37511428d31c3f80c1,doc_2629da37511428d31c3f80c1,opaque_sha256_derived_identity_from_frozen_selection,cexrem_40cec6c993e90ec4696ad8bd,ttd_bda0af24d0dc8e72f61b4401,sr_404c80c44590a43388d6e7df,NSCQ-FL-20260720-0210,FL,Vero Beach,CITY OF VERO BEACH,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_265263197789b3eb1cbbb112,doc_265263197789b3eb1cbbb112,opaque_sha256_derived_identity_from_frozen_selection,cexrem_4f965e867dbaf78c3bb4e6c3,ttd_1e067bbf4edeb89f5011ffe8,sr_752b8f675de30a8d4cc0b9c4,NSCQ-OH-20260720-0185,OH,Perrysburg,CITY OF PERRYSBURG,fire,cba,0,0,2,2,0,0,0,0,0,0,false,false,false
doc_26912ec2745185054a7a7268,doc_26912ec2745185054a7a7268,opaque_sha256_derived_identity_from_frozen_selection,cexrem_231f2bd1f5ef9bb6b5190340,ttd_8fe93af11f55ad3584ef74a9,sr_fb23ee9c5027a5980503ad74,NSCQ-NH-20260720-0034,NH,Berlin,CITY OF BERLIN,non_safety,cba,0,0,1,1,0,0,0,0,0,0,false,false,false
doc_269e900150d7b535370fac39,doc_269e900150d7b535370fac39,opaque_sha256_derived_identity_from_frozen_selection,cexrem_d6f26fdc788b5d4ad08d4ba0,ttd_521d5b6cf579118e2be8bdd0,sr_de9e556d706d04da5a82e102,NSCQ-NY-20260720-0060,NY,Freeport,VILLAGE OF FREEPORT,non_safety,cba,0,0,1,1,0,0,0,0,0,0,false,false,false
doc_26a4defecd261e14e343642a,doc_26a4defecd261e14e343642a,opaque_sha256_derived_identity_from_frozen_selection,cex_9523cb185bb9f74794fe3c5e,ttd_b38ad45dd15718668d197716,sr_7e2e05a20d98374ddf9bdbb1,NSCQ-MO-20260720-0004,MO,Independence,CITY OF INDEPENDENCE,non_safety,memorandum_or_settlement,1,0,2,2,1,0,2,2,0,0,true,false,false
doc_271a0cde463e04b29c12e88f,doc_271a0cde463e04b29c12e88f,opaque_sha256_derived_identity_from_frozen_selection,cexrem_fdff1b9a179877007f3ae770,ttd_a0e9f087cb23308681ad1dfa,sr_91a2ef7e278965c28e17c143,NSCQ-NM-20260720-0031,NM,Las Vegas,CITY OF LAS VEGAS,fire,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_272c0f144816e57d14d3b00e,doc_272c0f144816e57d14d3b00e,opaque_sha256_derived_identity_from_frozen_selection,cex_03d71ad8c2b8f58e932deed2,ttd_2df5258d5bbcb59a2a3023a2,sr_74b645787722250df4c379e5,NSCQ-MN-20260720-0105,MN,Red Wing,CITY OF RED WING,non_safety,cba,2,2,1,1,1,1,3,3,0,0,false,false,false
doc_2730e1a04044ea92f7a0a2be,doc_2730e1a04044ea92f7a0a2be,opaque_sha256_derived_identity_from_frozen_selection,cexrem_9868261aea431a82e274d046,ttd_0c38657ecd0b81a4a22a1985,sr_f96c61a6f8ae3242691b699b,NSCQ-FL-20260720-0224,FL,Marco Island,CITY OF MARCO ISLAND,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_277696451ee2b3846821c24e,doc_277696451ee2b3846821c24e,opaque_sha256_derived_identity_from_frozen_selection,cex_64407f16710e870946772ea3,ttd_ded779e2ad8bf33b6533bb3a,sr_64a7d44a49b1aa998246b46f,NSCQ-MI-20260720-0024,MI,Midland,CITY OF MIDLAND,police,cba,0,0,2,2,0,0,1,1,0,0,false,false,false
doc_277f7a0ee1805cedb99d9504,doc_277f7a0ee1805cedb99d9504,opaque_sha256_derived_identity_from_frozen_selection,cexrem_af1a6c130f7769d2a83da5c8,ttd_3654cf03cc27d7da5d7ccbcc,sr_4c1d6eb5336c00727eb99598,NSCQ-WA-20260720-0048,WA,Pasco,CITY OF PASCO,police,cba,0,0,0,0,0,0,2,2,0,0,false,false,false
doc_27a829b512d1898db0306fb4,doc_27a829b512d1898db0306fb4,opaque_sha256_derived_identity_from_frozen_selection,cexrem_128b1f1036eeb14cac60dabc,ttd_fbef83a97ca6fa7f4d7b06f6,sr_5823ece45897911b1fbe6915,NSCQ-NJ-20260720-0066,NJ,Phillipsburg,TOWN OF PHILLIPSBURG,non_safety,cba,5,5,0,0,0,0,0,0,0,0,false,false,false
doc_27b2558d476e764f0a6a0790,doc_27b2558d476e764f0a6a0790,opaque_sha256_derived_identity_from_frozen_selection,cexrem_0ce7e7bb323a077f56c97915,ttd_b6623126343e9b6e424b2ec0,sr_c8b1f40dcae3cf82834dadbe,NSCQ-MN-20260720-0065,MN,Inver Grove Heights,CITY OF INVER GROVE HEIGHTS,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_27cef2a0fc1d7c22ff1cc9df,doc_27cef2a0fc1d7c22ff1cc9df,opaque_sha256_derived_identity_from_frozen_selection,cex_3cf28d2a2096304119847ad5,ttd_f4d5b16b2ebf2dd081f8e08d,sr_ad1f6ff3b5032248962906d0,NSCQ-RI-20260720-0004,RI,Warwick,CITY OF WARWICK,police,cba,1,1,2,2,1,1,4,4,0,0,false,false,false
doc_27cf87483ef9b1ab1cca130b,doc_27cf87483ef9b1ab1cca130b,opaque_sha256_derived_identity_from_frozen_selection,cex1000_c782a922bd6845b4a54b24e2,ttd_8bde3a762cfbe350ee54f50b,sr_2fe7e304450c14997883bce9,NSCQ-OH-20260720-0217,OH,Maple Heights,CITY OF MAPLE HEIGHTS,police,cba,0,0,0,0,0,0,3,3,0,0,false,false,false
doc_27ea7fe9d57f664eea5dd796,doc_27ea7fe9d57f664eea5dd796,opaque_sha256_derived_identity_from_frozen_selection,cex1000_9a7be49d7aebc83f92977ac6,ttd_31c127dcdc7502b1192b4ed7,sr_2260a82f5b2c5d88378eccfb,NSCQ-OH-20260720-0375,OH,Mount Vernon,CITY OF MOUNT VERNON,fire,cba,0,0,2,2,0,0,5,5,0,0,false,false,false
doc_27ee958e9da16f5b487bcc3a,doc_27ee958e9da16f5b487bcc3a,opaque_sha256_derived_identity_from_frozen_selection,cexrem_dbdfd50cba4cd39dcd6b9528,ttd_6eede32137881f984081f88c,sr_bf023b54b0a54a8386bceef0,NSCQ-CA-20260720-0223,CA,South Gate,CITY OF SOUTH GATE,non_safety,cba,0,0,0,0,0,0,2,2,0,0,false,false,false
doc_280a2ef355928016749060c5,doc_280a2ef355928016749060c5,opaque_sha256_derived_identity_from_frozen_selection,cexrem_fab8f482b0c750581cdeee10,ttd_f3eb15dd7ad80f44c7324f5f,sr_dbcb06f34ca45de921d3e037,NSCQ-OH-20260720-0516,OH,Celina,CITY OF CELINA,police,cba,1,1,2,2,1,1,0,0,0,0,false,false,false
doc_28374d5fdbdc0d4da8b52751,doc_28374d5fdbdc0d4da8b52751,opaque_sha256_derived_identity_from_frozen_selection,cex_0cae3a90688ce5612e8e9e91,ttd_97e1e73ced0a32bed7ddc9de,sr_07bee4e69a7ab6e398354e7a,NSCQ-IA-20260720-0039,IA,Marshalltown,CITY OF MARSHALLTOWN,police,cba,5,4,5,5,1,1,6,6,0,0,true,false,false
doc_2850e8d995fe5e2ff031ba00,doc_2850e8d995fe5e2ff031ba00,opaque_sha256_derived_identity_from_frozen_selection,cexrem_fcb9272287a172903657b942,ttd_f291b604c93754ad28b30f00,sr_fe6b64e8d7b5796a1d7e46ed,NSCQ-MT-20260720-0007,MT,Missoula,CITY OF MISSOULA,non_safety,cba,0,0,0,0,0,0,2,2,0,0,false,false,false
doc_28ad66a694eee9eb59aac2d8,doc_28ad66a694eee9eb59aac2d8,opaque_sha256_derived_identity_from_frozen_selection,cex1000_047909d5373a490873cd497a,ttd_65ab9b0c06f6fa2b3edc3945,sr_9d7950184b5bcc8babcabd56,NSCQ-OH-20260720-0320,OH,Brook Park,CITY OF BROOK PARK,non_safety,cba,0,0,2,2,0,0,3,3,0,0,false,false,false
doc_28bc98c26d95e943deeee6fa,doc_28bc98c26d95e943deeee6fa,opaque_sha256_derived_identity_from_frozen_selection,cex1000_6a7da92b12677a3d10e21623,ttd_11916948039fea0bc84151b8,sr_93080df7697b04252603e0d8,NSCQ-OH-20260720-0323,OH,Berea,CITY OF BEREA,fire,cba,0,0,0,0,0,0,4,4,0,0,false,false,false
doc_29142ba31356e04591927fc1,doc_29142ba31356e04591927fc1,opaque_sha256_derived_identity_from_frozen_selection,cexrem_d694d74ca35f3e65bd6de78d,ttd_3694fe0a34334d7b8b2188f4,sr_1d36532a9d8ace52e6c429d6,NSCQ-IL-20260720-0157,IL,Park Ridge,CITY OF PARK RIDGE,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_291b7b46e986447e4b4d5424,doc_291b7b46e986447e4b4d5424,opaque_sha256_derived_identity_from_frozen_selection,cexrem_f5110135bab659770ec736ca,ttd_9dcc6eb79d2fd684e3057af2,sr_7964bd8c7c96cde38be9dc3d,NSCQ-NY-20260720-0043,NY,Kingston,CITY OF KINGSTON,police,cba,0,0,3,3,0,0,0,0,0,0,false,false,false
doc_2962b9f211a075ecb6fd3da5,doc_2962b9f211a075ecb6fd3da5,opaque_sha256_derived_identity_from_frozen_selection,cex1000_76ea8a540d28da3502c160d5,ttd_a9a18838ed9dc7301e33cf1a,sr_6ac75d4b50bb229de883024c,NSCQ-IL-20260720-0178,IL,Highland Park,CITY OF HIGHLAND PARK,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_298a8e05052142cdca1116c3,doc_298a8e05052142cdca1116c3,opaque_sha256_derived_identity_from_frozen_selection,cexrem_b42e1b0a571876692f98648b,ttd_3f97c67648ea57960ad05b91,sr_9b3900f890aaabe1c134e2d8,NSCQ-NM-20260720-0028,NM,Los Lunas,VILLAGE OF LOS LUNAS,fire,cba,0,0,1,1,0,0,0,0,0,0,false,false,false
doc_29ab90590d15a8990d3376e9,doc_29ab90590d15a8990d3376e9,opaque_sha256_derived_identity_from_frozen_selection,cex_199dce975a1cf929f727da38,ttd_965320bed8f5d7d82e1fceed,sr_e0c2f6c228ae0a4b145d66d5,NSCQ-FL-20260720-0172,FL,Key West,CITY OF KEY WEST,fire,cba,5,5,4,4,1,1,4,4,0,0,false,false,false
doc_29aee11acaa53bef34500332,doc_29aee11acaa53bef34500332,opaque_sha256_derived_identity_from_frozen_selection,cexrem_e6343c9ba63f07f57371bac3,ttd_41e01843f2229b36c75d740b,sr_5f19f82f3b02944a64d6bc5f,NSCQ-CT-20260720-0023,CT,Danbury,CITY OF DANBURY,fire,cba,5,5,1,1,1,1,2,2,0,0,false,false,false
doc_29d3428392477f529046168b,doc_29d3428392477f529046168b,opaque_sha256_derived_identity_from_frozen_selection,cexrem_7d05843b4ba1e2deb36abd7f,ttd_44b2e1229d288457c516ef43,sr_b93e5fb78fde6f3e148f6ee9,NSCQ-OH-20260720-0202,OH,Sandusky,CITY OF SANDUSKY,fire,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
