state,state_label,occupation_class,occupation_label,safety_group,attribute,attribute_label,verified_present_count,coded_source_count,sources_with_verified_evidence,share_sources_with_verified_evidence
TX,Texas,nurse_health,Health / EMS / nurse-health,safety_adjacent,grievance_or_contract_interpretation_arbitration,Grievance or contract-interpretation arbitration,2,1,1,1.0
TX,Texas,nurse_health,Health / EMS / nurse-health,safety_adjacent,hazard_risk_stress_or_line_of_duty_rationale,"Hazard, risk, stress, or line-of-duty rationale",0,1,0,0.0
TX,Texas,nurse_health,Health / EMS / nurse-health,safety_adjacent,interest_arbitration_or_formal_impasse_backstop,Interest arbitration / formal impasse backstop,0,1,0,0.0
TX,Texas,nurse_health,Health / EMS / nurse-health,safety_adjacent,management_rights_or_service_flexibility,Management rights / service flexibility,1,1,1,1.0
TX,Texas,nurse_health,Health / EMS / nurse-health,safety_adjacent,minimum_staffing_or_continuous_coverage,Minimum staffing / continuous coverage,0,1,0,0.0
TX,Texas,nurse_health,Health / EMS / nurse-health,safety_adjacent,no_strike_or_work_stoppage_constraint,No-strike / work-stoppage constraint,1,1,1,1.0
TX,Texas,nurse_health,Health / EMS / nurse-health,safety_adjacent,non_safety_wage_restraint_or_admin_channel,Non-safety wage restraint / administrative channel,0,1,0,0.0
TX,Texas,nurse_health,Health / EMS / nurse-health,safety_adjacent,other,Other wage-mechanism evidence,0,1,0,0.0
TX,Texas,nurse_health,Health / EMS / nurse-health,safety_adjacent,overtime_callback_holdover_mandatory_extra_work,"Overtime, callback, holdover, or mandatory extra work",3,1,1,1.0
TX,Texas,nurse_health,Health / EMS / nurse-health,safety_adjacent,peer_comparator_wage_comparability,Peer / comparator wage comparison,0,1,0,0.0
TX,Texas,nurse_health,Health / EMS / nurse-health,safety_adjacent,premium_pay_differentials,Premium pay / differentials,1,1,1,1.0
TX,Texas,nurse_health,Health / EMS / nurse-health,safety_adjacent,staffing_shortage_recruitment_retention,"Staffing shortage, recruitment, or retention",0,1,0,0.0
TX,Texas,nurse_health,Health / EMS / nurse-health,safety_adjacent,subcontracting_outsourcing_or_volunteer_substitution,"Subcontracting, outsourcing, or substitution",0,1,0,0.0
TX,Texas,nurse_health,Health / EMS / nurse-health,safety_adjacent,training_certification_credential_premiums,"Training, certification, credential, or education premiums",2,1,1,1.0
TX,Texas,nurse_health,Health / EMS / nurse-health,safety_adjacent,union_security_or_institutional_power,Union security / institutional power,1,1,1,1.0
TX,Texas,other,Other / mixed municipal,non_safety,benefits_total_compensation_or_pension,"Benefits, total compensation, or pension",0,1,0,0.0
TX,Texas,other,Other / mixed municipal,non_safety,budget_capacity_or_fiscal_constraint,Budget capacity / fiscal constraint,0,1,0,0.0
TX,Texas,other,Other / mixed municipal,non_safety,civil_service_or_statutory_employment_channel,Civil-service or statutory employment channel,1,1,1,1.0
TX,Texas,other,Other / mixed municipal,non_safety,classification_reclassification_or_grade_structure,"Classification, reclassification, or wage-grade structure",0,1,0,0.0
TX,Texas,other,Other / mixed municipal,non_safety,grievance_or_contract_interpretation_arbitration,Grievance or contract-interpretation arbitration,0,1,0,0.0
TX,Texas,other,Other / mixed municipal,non_safety,hazard_risk_stress_or_line_of_duty_rationale,"Hazard, risk, stress, or line-of-duty rationale",0,1,0,0.0
TX,Texas,other,Other / mixed municipal,non_safety,interest_arbitration_or_formal_impasse_backstop,Interest arbitration / formal impasse backstop,1,1,1,1.0
TX,Texas,other,Other / mixed municipal,non_safety,management_rights_or_service_flexibility,Management rights / service flexibility,1,1,1,1.0
TX,Texas,other,Other / mixed municipal,non_safety,minimum_staffing_or_continuous_coverage,Minimum staffing / continuous coverage,0,1,0,0.0
TX,Texas,other,Other / mixed municipal,non_safety,no_strike_or_work_stoppage_constraint,No-strike / work-stoppage constraint,1,1,1,1.0
TX,Texas,other,Other / mixed municipal,non_safety,non_safety_wage_restraint_or_admin_channel,Non-safety wage restraint / administrative channel,0,1,0,0.0
TX,Texas,other,Other / mixed municipal,non_safety,other,Other wage-mechanism evidence,0,1,0,0.0
TX,Texas,other,Other / mixed municipal,non_safety,overtime_callback_holdover_mandatory_extra_work,"Overtime, callback, holdover, or mandatory extra work",2,1,1,1.0
TX,Texas,other,Other / mixed municipal,non_safety,peer_comparator_wage_comparability,Peer / comparator wage comparison,0,1,0,0.0
TX,Texas,other,Other / mixed municipal,non_safety,premium_pay_differentials,Premium pay / differentials,1,1,1,1.0
TX,Texas,other,Other / mixed municipal,non_safety,staffing_shortage_recruitment_retention,"Staffing shortage, recruitment, or retention",1,1,1,1.0
TX,Texas,other,Other / mixed municipal,non_safety,subcontracting_outsourcing_or_volunteer_substitution,"Subcontracting, outsourcing, or substitution",1,1,1,1.0
TX,Texas,other,Other / mixed municipal,non_safety,training_certification_credential_premiums,"Training, certification, credential, or education premiums",0,1,0,0.0
TX,Texas,other,Other / mixed municipal,non_safety,union_security_or_institutional_power,Union security / institutional power,1,1,1,1.0
TX,Texas,police,Police,safety,benefits_total_compensation_or_pension,"Benefits, total compensation, or pension",4,3,2,0.6667
TX,Texas,police,Police,safety,budget_capacity_or_fiscal_constraint,Budget capacity / fiscal constraint,0,3,0,0.0
TX,Texas,police,Police,safety,civil_service_or_statutory_employment_channel,Civil-service or statutory employment channel,2,3,2,0.6667
TX,Texas,police,Police,safety,classification_reclassification_or_grade_structure,"Classification, reclassification, or wage-grade structure",2,3,2,0.6667
TX,Texas,police,Police,safety,grievance_or_contract_interpretation_arbitration,Grievance or contract-interpretation arbitration,3,3,2,0.6667
TX,Texas,police,Police,safety,hazard_risk_stress_or_line_of_duty_rationale,"Hazard, risk, stress, or line-of-duty rationale",1,3,1,0.3333
TX,Texas,police,Police,safety,interest_arbitration_or_formal_impasse_backstop,Interest arbitration / formal impasse backstop,1,3,1,0.3333
TX,Texas,police,Police,safety,management_rights_or_service_flexibility,Management rights / service flexibility,5,3,3,1.0
TX,Texas,police,Police,safety,minimum_staffing_or_continuous_coverage,Minimum staffing / continuous coverage,0,3,0,0.0
TX,Texas,police,Police,safety,no_strike_or_work_stoppage_constraint,No-strike / work-stoppage constraint,1,3,1,0.3333
TX,Texas,police,Police,safety,non_safety_wage_restraint_or_admin_channel,Non-safety wage restraint / administrative channel,0,3,0,0.0
TX,Texas,police,Police,safety,other,Other wage-mechanism evidence,1,3,1,0.3333
TX,Texas,police,Police,safety,overtime_callback_holdover_mandatory_extra_work,"Overtime, callback, holdover, or mandatory extra work",2,3,2,0.6667
TX,Texas,police,Police,safety,peer_comparator_wage_comparability,Peer / comparator wage comparison,0,3,0,0.0
TX,Texas,police,Police,safety,premium_pay_differentials,Premium pay / differentials,2,3,2,0.6667
TX,Texas,police,Police,safety,staffing_shortage_recruitment_retention,"Staffing shortage, recruitment, or retention",1,3,1,0.3333
TX,Texas,police,Police,safety,subcontracting_outsourcing_or_volunteer_substitution,"Subcontracting, outsourcing, or substitution",0,3,0,0.0
TX,Texas,police,Police,safety,training_certification_credential_premiums,"Training, certification, credential, or education premiums",1,3,1,0.3333
TX,Texas,police,Police,safety,union_security_or_institutional_power,Union security / institutional power,3,3,2,0.6667
