evidence_id,row_document_id,source_lane,primary_category,gabriel_claim_rating_eligible,direct_text_support_type,evidence_span_sha256,evidence_span_chars,attribute_taxonomy_version,selected_for_preflight,prompt_sha256,raw_prompt_saved,raw_response_saved,global_analysis_readiness
qualitative:lobs_407e1b039bf8066e01f440da,lobs_407e1b039bf8066e01f440da,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,95cad0542fe42819aba697590ee7c5dbb74918d688f07f740628ca33ba838770,91,v1.1,false,ba75c9e0ea07e9cb76a0678a2034c9764a9e52c968bb18d4a0b8403595d9b95c,false,false,false
qualitative:lobs_41c7165637e717459c92d043,lobs_41c7165637e717459c92d043,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,d9009b46a85083bf24554c0ffb351ad2c9bb976dd525fe8894ab30483a69985f,90,v1.1,false,e493ec5953eb395e35c84d2d8c0d12e8dd7feef994be63d19994173403b8d065,false,false,false
qualitative:lobs_420384d7d8c13d1f4c3f1cf6,lobs_420384d7d8c13d1f4c3f1cf6,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,55d6809003e1fdc74c7622135c2b58d725335c47478ec48313d08983aa1f1302,8,v1.1,true,929824164f4f640351cf627b0a66f86f4a84cb9600350bddbc6fc6ca87915398,false,false,false
qualitative:lobs_422d4df9cb896e923db2aef6,lobs_422d4df9cb896e923db2aef6,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,cd39150d96fdb6be06b482d86ee8c4ffd26066531518d4ccdcbfc33b8b4c621e,96,v1.1,false,ce628a59a14c0e5774c8f1ce59696db2235e368ea7553173cf014733b2e85022,false,false,false
qualitative:lobs_423c40e65ab5d9b5af30cd73,lobs_423c40e65ab5d9b5af30cd73,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,2bfa311620547f7ca50c83728ccb7f4252bdcd7e160bc8fc0d51791a1fe737eb,41,v1.1,false,f3f5363c93c19c89d818f9de9f2eff5bf35816bc90f441fc55629c7bd5b17704,false,false,false
qualitative:lobs_424859a343d5e8bc6a2338a2,lobs_424859a343d5e8bc6a2338a2,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,30aebda3f09e96060c8645c731f9b7f65782b231c778ae5a1dd9ee570437b088,94,v1.1,false,65f36a8e49b06e80b125a2e20942c150c92c5a09e3bbadb7ed6a7fb47ac7be45,false,false,false
qualitative:lobs_429f170ef04002aa8df366c3,lobs_429f170ef04002aa8df366c3,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,76f475bbcb178d6c8538273863b00e43f3b637ef806c5d969dc4974b0da43d76,73,v1.1,false,4591a2f0fe846d18ea08ab776be2b54626d5a40b763370a9035a9158d2aceb5f,false,false,false
qualitative:lobs_42d3cc8dbe5f632424a9c61b,lobs_42d3cc8dbe5f632424a9c61b,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,d097ff8e840758cf496d13af461ab9b2f50cd5e70161ad0d508b271f9f52a6ee,79,v1.1,false,a3ba51c8a1f3ea5dbac524a0af7ed52e2a256681901860ee54495b1758201b09,false,false,false
qualitative:lobs_42fc6710c10c19c31f65482c,lobs_42fc6710c10c19c31f65482c,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,0d27dda10cc2ce12a4fa84f3dd488b727131ab4121d478bca842154d374eee5b,82,v1.1,false,a57a32973d56e2cf5242057b65317bc7c66d12b015c2fe784d00724c9b2fce9b,false,false,false
qualitative:lobs_43a7846e89603da41c27d274,lobs_43a7846e89603da41c27d274,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,7ead195d7e8472a36fed9857179f29a270337126fdd746ab8f6edc65e23f6535,63,v1.1,false,e839c4cab118c092189e398f7ce95534769ef3f2b038f30b3c5ae628cdc3324f,false,false,false
qualitative:lobs_4417d88ef83506b7d3264162,lobs_4417d88ef83506b7d3264162,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,a536ed01389a2ffefff9d0c593c79d0e38c8ad6b26817255c4136c8f3dc44ec5,89,v1.1,false,78644a9d678cd824de6403ee08a3325f7fc26061a398a7c98c4a2ca25280d3da,false,false,false
qualitative:lobs_4463edde9ae44ce0b43b2e1f,lobs_4463edde9ae44ce0b43b2e1f,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,65767f28dcf2a77669fdd8ff844fa760d5c556e2f43bd1d30b36722521f96ef9,94,v1.1,false,7e73e6a0321ebfbbe3f2a5c66018a521a3206a569e8016ca58b4c3e1bcfd6e37,false,false,false
qualitative:lobs_4472eac39e6c0828869b04c5,lobs_4472eac39e6c0828869b04c5,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,79daa3cc57b510686b28978d75473f64c875cbcdd4b2d83782711d529979ce7e,86,v1.1,false,c6f017f7e43f490fc450d6f976ae4d8838138f3912da5fb78e90fb157e592b09,false,false,false
qualitative:lobs_45f9bb1f79974120114eff79,lobs_45f9bb1f79974120114eff79,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,061d7a3626aab8fb7fd0eca9e9c7c236ab4503e7270c65f5e407124471861727,65,v1.1,false,368fa37cd0d6328e88eb427cf9c0a869453716457a4fd9674932f9cee26600fc,false,false,false
qualitative:lobs_471ae21535a904b4e065db61,lobs_471ae21535a904b4e065db61,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,cc8b553fd7cbc28fa6fd230cf3a5ad51c684013c4e0e9aa75a25551225031920,73,v1.1,false,08620b7a23936e4a9bd22f781beff01eb983821d6b811822450480f724808122,false,false,false
qualitative:lobs_471b7c79c1dced442861bbfc,lobs_471b7c79c1dced442861bbfc,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,8d6862c1c874c631ecde07c1ee7830011b30bcf81bee50710fadbef2dd118d8b,96,v1.1,false,da035fa3d93e5ce574fa1cbb1fd1894df38232dc1b322fc3233af5c8af4919f4,false,false,false
qualitative:lobs_471e86276f1c082dbed2707d,lobs_471e86276f1c082dbed2707d,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,d144875f925fb14208a3ce103fb5eca66471d677617b0ba816cafdf3bb6dd071,53,v1.1,false,cdbd51569d2222ba851d6b1662a724f36a064cc663b259fe94d6301cd4ddf39b,false,false,false
qualitative:lobs_480d164ff63b1726210aedc7,lobs_480d164ff63b1726210aedc7,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,edd08fe059f93f99edb97652591bca96c4ce82f035d04e6f798645bcb2ca0409,22,v1.1,false,6838903602f2c8d50aed3e9535592c7c3899740f27a534d9f0b45c3f222658b9,false,false,false
qualitative:lobs_482d36b6448e69623975b5c7,lobs_482d36b6448e69623975b5c7,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,f18151d8aa575ae45336bea7049355045b66167c419e7678366a57acc8ddaa54,100,v1.1,false,13b0f98afa99ba8d15fe1ab1247b7171649758a08c4f541ddef6ab61457e10a8,false,false,false
qualitative:lobs_4840342c784590df022125ea,lobs_4840342c784590df022125ea,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,dd4589ef011c3e2084cddd4a66a89188face29e3f2c9a53108936b5acb31bd93,93,v1.1,false,ac9b50f8739e9acbdcc6be18f29d8f1190db8e4e068fd238768619c8d27a4b4d,false,false,false
qualitative:lobs_4878cf1eb7c0a0821532d9e1,lobs_4878cf1eb7c0a0821532d9e1,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,721a14daae326aadef1d15abb6708a434284434c0946e54a18cfcb59dce3c544,54,v1.1,false,4b7d5cf062c5d54b99521e69e88dec82d87d3c2b8d6901777ba81a57eb5c9c81,false,false,false
qualitative:lobs_48cd10e39a57a0f90e18d629,lobs_48cd10e39a57a0f90e18d629,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,fb90fefaff25ce7cabee22a3755f3c6c7831bd75cb62bb7e3e50aa9e3e18d991,114,v1.1,false,d23a6c302ebedde815ca3b43a7f5b09852faa217cb1c79f124279979582d7831,false,false,false
qualitative:lobs_48f3428b7a191e7211bf0604,lobs_48f3428b7a191e7211bf0604,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,7aa588d062e17a35de25d4661b4edce4c8cc425e7b25a9783b721ea8b9565fc9,45,v1.1,false,fe0f15ef226b796560bbb2f7b8807ef27402e13166855aaa3f489a0741ad6c45,false,false,false
qualitative:lobs_4917b6e99309266ef7a6dee3,lobs_4917b6e99309266ef7a6dee3,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,9142811b2ff2c4ccb3633eae1e18a944f83ed8767e636ff320f7c29e3ba85595,88,v1.1,false,cd39176e1b832c20dd90817dcb401ed518acb041ed523476451eb752a8a12769,false,false,false
qualitative:lobs_49726b03989fbd90cbdb44e0,lobs_49726b03989fbd90cbdb44e0,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,27d1a7e2a70d77d2b7c3c60d195e447c3af17c47a1055035bb07c73dca3915cb,87,v1.1,false,8530718ec409a4b5168445dbfda5f15b6d83723654ac4afe7e7af03f23262d9a,false,false,false
qualitative:lobs_49a552741bf36e8228aa8094,lobs_49a552741bf36e8228aa8094,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,be580a95b5ef6fe3a9a3f9bd42565dac369ee79f03aca75540584ee3e68678d7,82,v1.1,false,34562d044fd5cddc08a878bc7d3cbc70dc55f6fd14428b3263eea86a4cf079da,false,false,false
qualitative:lobs_49be6444cf72fe1b725ec748,lobs_49be6444cf72fe1b725ec748,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,f062e83909abe5b2d782a1bdef7825983848bb3ae01e0ee492e48461b35d9ea1,60,v1.1,false,0e132843a949ee43398a6e7dbf7eb8e3fce9181a3dd7842ffa7731c6cc3febf0,false,false,false
qualitative:lobs_4a1c3ca7714c258dd0a0454e,lobs_4a1c3ca7714c258dd0a0454e,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,25419a7b8d8158bbfa8925e9352bd65bc38bd6db1228f6b0cb5f6c1894a98733,31,v1.1,false,4ddd1711064c084215aa25ae962956293c7b9a6772109dd82d62d2edb1e754a7,false,false,false
qualitative:lobs_4a3de13b5fb7f05ac75fb3d5,lobs_4a3de13b5fb7f05ac75fb3d5,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,5b3b8c4ce4d906c8f72496a0b01eec991132fcd8d4582e729f4d50f4a7ac6921,28,v1.1,false,c1d516580811d5e1042ecb7b56b1d57992c1f4fe3e51737d240f00b04d3407bd,false,false,false
qualitative:lobs_4a6b8943d4fd820bdad42ca3,lobs_4a6b8943d4fd820bdad42ca3,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,bcb33e7d7755ea67e90f8f806cf1c95f4751d8e1490b695931aaa94824ba9f9f,58,v1.1,false,16ef3c3264ad608f25ee0d64e9ba488cfb35321d2cd6b55047f726151da8b001,false,false,false
qualitative:lobs_4a77505aa71d72285154f766,lobs_4a77505aa71d72285154f766,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,31be825435ee605b515f031bc38eec46cc89728e38a392988b880a37e3226bc9,90,v1.1,false,a33a14a91a1f0decf1db416693949daaa9b58cf7d0dce8f8668e7e15e9f90f5d,false,false,false
qualitative:lobs_4a8b566dbb772ff241a2db30,lobs_4a8b566dbb772ff241a2db30,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,42858503370173cebc1a6218dd1434034f567dad3ba9402dd0d0c04c7f39e974,76,v1.1,false,214f68c9ba2fc9e823548f823c79633199791f46c210c59a95789ef863c85fa1,false,false,false
qualitative:lobs_4acb97a2a833d1e3502a2232,lobs_4acb97a2a833d1e3502a2232,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,a1ae2510501d3c6101d85ef44acee37426db63a228144e90bba86fd6af699f1c,72,v1.1,false,e7a560531f0a4ec57e8b788af7b680cd53fc0156b208dff90048336cf5f12bea,false,false,false
qualitative:lobs_4ada1841e5d80992ccbc2deb,lobs_4ada1841e5d80992ccbc2deb,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,be78584c1563aadd5fe5c58a4a3da662b1a6c24e0427ff473e5412267bdf5b86,63,v1.1,false,1eeb585ce961f386103fb1bb804fb86468053038790a104802ea2ca70244af5f,false,false,false
qualitative:lobs_4b1be2acba49d24ebd6afe0c,lobs_4b1be2acba49d24ebd6afe0c,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,3fbc7b6d33bd09abe38bebc0ca46043e32199bb8f3a0e152ef98fdc428511b91,25,v1.1,false,26f55c5a7a1b11455e98452f54597bdbaf8010a2451870eca5acea94439b9b46,false,false,false
qualitative:lobs_4b5db992df89fc51db7bae19,lobs_4b5db992df89fc51db7bae19,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,45b59fcd28266b1e0e4930160e178b489836da1ab085915f5554467d764a933d,86,v1.1,false,9b22e00a1c8767c5ae9f55ab907a0746158fa79a2e2e284f5c020097a1326896,false,false,false
qualitative:lobs_4b79e29bf0a682989ccb7aa6,lobs_4b79e29bf0a682989ccb7aa6,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,9ecd3a276a206791a96a1051a5e584246c290948f9dc29f8d2d0b45de2f04a2d,53,v1.1,false,24def4f7ca3a69648b43153bd8ee896729302bd27ed20a6ec7614768d49a575d,false,false,false
qualitative:lobs_4b7fa2ac4dc2c0441ed90118,lobs_4b7fa2ac4dc2c0441ed90118,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,82731079baf87f80ae17c4e11ff2203023dd15b2600c9cec024b4ebfa89345ec,86,v1.1,true,64c6725fc539c111031a26b2a46122de461255b3bea6b80dc7a209bbc55b25a7,false,false,false
qualitative:lobs_4b8b9bf18414f33de27065ac,lobs_4b8b9bf18414f33de27065ac,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,c2aa1d322f6f0ab74aa207e8279dacff7dfbba094a2e2310fbdac7b4327740fb,17,v1.1,false,3e66085c1e05695f8535847074a494dc998a433158a9a56663f8cd73d7565b59,false,false,false
qualitative:lobs_4bb5a1594319d7ea34946c34,lobs_4bb5a1594319d7ea34946c34,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,1d63b56e4cf034269d23f5dd90f70fe186f54a3f1ec882545179b1989f43feb8,67,v1.1,false,7b83ec1f350805d2d235959c1487e2b8d08c187131c5fe71d779b6263765b567,false,false,false
qualitative:lobs_4bc8f4be7da6b27f94abdd20,lobs_4bc8f4be7da6b27f94abdd20,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,360a07ee07f018702fae7c0db9744ca6fb06202c4d41d9b626b6109a59229c63,96,v1.1,false,677125bf680e7038a86a0bcc3a655dc21b5252ccabc2efe122f86377a521bc2a,false,false,false
qualitative:lobs_4bdb947000ca58336737dabb,lobs_4bdb947000ca58336737dabb,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,85e550113ef213356c3f57cfaf1640ebf4da42218ec71c8bb0cf846bc4bb37b4,69,v1.1,false,500d605f14968d8649a6a75e5bd2ab2e87ca819fa60ec61c337fa9e4220c85af,false,false,false
qualitative:lobs_4c054f9e72080158a9b0f11d,lobs_4c054f9e72080158a9b0f11d,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,53823fe45c10379f827ff219980ee023c446aa4f003b2649ab62a8043636bebd,93,v1.1,false,f8ea445f5fb7cf337c54e69db286c337becf4138a1f55506f0f53a8d4f3612cc,false,false,false
qualitative:lobs_4c3bc327d067d59fb7763e23,lobs_4c3bc327d067d59fb7763e23,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,5c8c940094312e99c209a8594beb546e1ba70641325a8cabaabf85258ea3b36b,30,v1.1,false,ccbd26a0b7be6d6fae0563fa1fc1368aee3528858a81f0683f081e7b820209dc,false,false,false
qualitative:lobs_4c7f4861f0a6c8b7f0c038b9,lobs_4c7f4861f0a6c8b7f0c038b9,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,4eabbed7578b57ff4c558075f57828eea2bef9b331cda4270dca1d634e3bd425,92,v1.1,false,8ea4e4fa6c5fa1315c514091f478251c9b194a789092ef1bbfa049661c42b61b,false,false,false
qualitative:lobs_4c8b0b982bb55812874ad60c,lobs_4c8b0b982bb55812874ad60c,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,a252a9e9d3090a02968c4378ee5b05282be5bbc819484ba2d47c781d40431a57,48,v1.1,false,6a882a44a6c0d6b5ddf0f70f6165b6a5968568f33e66ebd8d0d817ce6ef7fd03,false,false,false
qualitative:lobs_4d58950a8e7886b42bbf01e1,lobs_4d58950a8e7886b42bbf01e1,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,b4ddca68ec530908e2ca110fe42492c61fd56f28bcac0928032e0dff2daed53f,103,v1.1,false,b9f00aa82b1552c4216affbb2c74a40758d5f5bd7b03488757e360ed97fefa33,false,false,false
qualitative:lobs_4e5e8a0f107cf52a5e21551c,lobs_4e5e8a0f107cf52a5e21551c,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,d9a9b93844ca6b85e579ddb0fdee5f7edcbea53be22768401c6c5475f08d5808,81,v1.1,false,35bcba0b3682b064d829b006de16735f4f51e88139b4a21549c5dbb7746c6c8f,false,false,false
qualitative:lobs_4e91745215ca541267eab474,lobs_4e91745215ca541267eab474,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,ac566b332ea4278aa0a78ab36216972b4253e1b738c1b5c07aa481eea78e9d58,25,v1.1,false,9bb47e5c002342edc9297e52ea574e1497a8708cfeffa78b5cb72f8ebebe474a,false,false,false
qualitative:lobs_4ec1d8e42eace5043acc9323,lobs_4ec1d8e42eace5043acc9323,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,c4573b32adb39208156795fe5f8dd2ee948f6f6f0e5e226b9c5c0d0c9e9e0e26,44,v1.1,false,768cfa49edbda24f4b300f45efd16695cd8b03d6f830f2d6b874172137a87890,false,false,false
qualitative:lobs_4eccb7887656c2d01ed5891a,lobs_4eccb7887656c2d01ed5891a,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,1f93579869235fed86b5d3a2f7d11c53a7f367e3426df46044ad1324ec13dce3,97,v1.1,false,693a092f0a82bcf8f94830c2f1a56b1fdfcc2b035de669e590937fea8c855dd0,false,false,false
qualitative:lobs_4f2a90d77e431fa982eb64c2,lobs_4f2a90d77e431fa982eb64c2,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,40931b20287b61c1d3e8b3a66e09d48752b7a53d977a7205fb2799ac3be84072,85,v1.1,false,72c4429e034972338a73ae24ea0402c04b84dc0ad8697171886d486c86bf2905,false,false,false
qualitative:lobs_4f5fe627fb05d46a49439328,lobs_4f5fe627fb05d46a49439328,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,0a0132ca09a6e923724e01852571c662ad277ff020fc8115ebde0776d83cdbe9,54,v1.1,false,865f7b9048b206ee51459875102b9a776528719785263163e2d0f9dd1d470862,false,false,false
qualitative:lobs_4f998b47b6287d43c2674cfa,lobs_4f998b47b6287d43c2674cfa,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,53823fe45c10379f827ff219980ee023c446aa4f003b2649ab62a8043636bebd,93,v1.1,false,79188324d600d91614cbb413edf1cafbb4df2cf9558319704e7eef4d4b6b58b6,false,false,false
qualitative:lobs_51298764caf5c3199386f98a,lobs_51298764caf5c3199386f98a,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,7ec028d89b1515c5c186980a74fc7c3015065fac2d2e1755488b682c8c379b4f,84,v1.1,false,b7b120495e9428043717c57302cce3eb31779e450062325c9b608b10ec20be51,false,false,false
qualitative:lobs_5134aee29b95eec65fd66202,lobs_5134aee29b95eec65fd66202,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,30d2d04905e8ab1cb1183c72d5516670714992896eae65fffc1a3f99a55153a1,96,v1.1,false,5d2ec95debc3d5c5f1fd7219c20c21bc82ee70d96c0cc900933fe9c182668bd7,false,false,false
qualitative:lobs_5172a401abe1bed7cd3104c3,lobs_5172a401abe1bed7cd3104c3,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,d2245406aad7eb17e6af2fe6b2e6bdbd43cbd172a90ee66c485deede3b209bc7,92,v1.1,false,ab7c6d9a76b49c9ea9e483b330bcbf001fc5973c71428b1435b9038759ff759c,false,false,false
qualitative:lobs_51753ef59e0d255ff5949fcc,lobs_51753ef59e0d255ff5949fcc,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,fea82ea0eb6a895425a323023bac37feefaaea74c99660153211f4fa5e7cc628,106,v1.1,false,a4210f7810fd5c196edb9bc2ba2848a5cdd226d8c2c1dfd3bc813915be2d79f4,false,false,false
qualitative:lobs_51d5b08940fb49b9b653b73f,lobs_51d5b08940fb49b9b653b73f,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,2474e882e79035d403c284791b4dd2feb7f11827f1a6d18f08aaf6c669230f21,71,v1.1,false,ebc991647fc63f144823e323065e673133e6ef316be3f965348f695507b03bdc,false,false,false
qualitative:lobs_52309de89deae3b98afe70ea,lobs_52309de89deae3b98afe70ea,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,1db447ba954482badc30b6c3ce3ab2e68a6cd10104e792e5b517499f005b59af,71,v1.1,false,3dbdace6f6a6dae4aaed760243ee2bd28acdbe97578194ab26e26a47b0df6189,false,false,false
qualitative:lobs_53809af8d9e219a43f6cb067,lobs_53809af8d9e219a43f6cb067,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,f149ca901fed659fb6fe66151dac016087cab3621a10bb4a5935384ac23516d3,88,v1.1,false,9d686c9189cc2b8dc56a58afe39238b54576eb7cd47d3b531ce3ad710639e0ed,false,false,false
qualitative:lobs_538ae3e666236c72b44b5f57,lobs_538ae3e666236c72b44b5f57,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,1671b18ea94fee634c49c90baee4d0ccb547888d772eb559f20c4312f5cba7dc,58,v1.1,false,009b698e88e373d3b60cc0d147c54298b8439810c5f6c07778151ee334913ede,false,false,false
qualitative:lobs_53c2e6713eba586585db1104,lobs_53c2e6713eba586585db1104,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,99ad73fbd3b5ffd1613da84047bd83f7dcf2c5cb645a0799e002d7244e59d37f,15,v1.1,false,20d09d6e966b3ca8f1e9f28b0e8b999e3ad029b941d2173b7b61cb97dc64923c,false,false,false
qualitative:lobs_554540a34d5ed509e836dcaa,lobs_554540a34d5ed509e836dcaa,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,eb5420703f1d7a90442958593e8a438b7cd02f071cdf986c119cfae2aa04002a,62,v1.1,false,fe02f19bb67acfc0e6b548ed396fdff872ddba2e01928ff582b7a4fa22f588ce,false,false,false
qualitative:lobs_5579ddbea4432c6a4c90f4b2,lobs_5579ddbea4432c6a4c90f4b2,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,3a333c8e33d7ded540591ef76240981088d9464bafe6b1714bc56f1e425ad036,65,v1.1,false,f972f396399ec8498d8d5686d358c29820d17635878aab330cc9f02ec0843c39,false,false,false
qualitative:lobs_558c2627051aa4c2f6388954,lobs_558c2627051aa4c2f6388954,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,384018c8cb2746c0f0dbed0e2195e29f4c79f04e513f44c0b8604ce9d9e48401,69,v1.1,false,7efce3e73ba07f019ab7467448592dcb3081dcc44de09fd3d6e85c9d2e36605a,false,false,false
qualitative:lobs_560f40023e0fbd0498e9d4e8,lobs_560f40023e0fbd0498e9d4e8,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,3e936f6cc030969ba5c4b0edd7e0fc4b7504f43f9f047ff2976b5a6596139df1,83,v1.1,false,825d1c37f88f07ad3bc7036c69ee105609591666e9a6e4ac602fad8b0e98e860,false,false,false
qualitative:lobs_562749c5193058ade4f85093,lobs_562749c5193058ade4f85093,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,277f0e766fc0ad89aa39a3b87a775874c570b9e77f492c2a65776f1490e2325a,93,v1.1,false,4d7bb961a2ae15b44c9c929dede5dbc5a54f57decd453605f65e76f9a87d5198,false,false,false
qualitative:lobs_568d80573ef214e69ecb42ea,lobs_568d80573ef214e69ecb42ea,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,2c24bb826457815e8aa118957b34a232c9a2549cb58e9c13a9c1370f140403c7,70,v1.1,false,b2040f1c613e9e2f20fc681776991fe78b92580fa6f4279848fef0c0f6bcc74a,false,false,false
qualitative:lobs_56be8e43a4a87a8204b1386b,lobs_56be8e43a4a87a8204b1386b,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,e0c47eb4712f5ef3a971343506205d8339c7aa3341579f8ad7c43fe65d7678dc,25,v1.1,false,bb418fb4fc756e2168d072697f682657825a5f0ce0c3c1c264fded7fea5c7c0d,false,false,false
qualitative:lobs_5703c38b02f96d25e787bcc8,lobs_5703c38b02f96d25e787bcc8,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,59980f097b1660e471e659dc9e411b027b6f58441bf9d27dd59c15a4a1888869,80,v1.1,false,c29663dcb0510d84abb0eaee05036ca4630186c08066155f9347babee346c40a,false,false,false
qualitative:lobs_57274a92e0a125cc63235393,lobs_57274a92e0a125cc63235393,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,8fd0826d74e892711ccac938f605f0db5f6e875c72f19032e073b670d99c4599,57,v1.1,false,88bf7efa96d60e70987e889661c75d5a8528b6a10420cc3ddbe65dd35c2b1cc7,false,false,false
qualitative:lobs_57a24d866fe77c8c522743d1,lobs_57a24d866fe77c8c522743d1,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,d72fe2800b75576287c6c582fdc643ae1a1642dae798818f2bfd638154cdad5b,398,v1.1,false,11b2f38e550a700720197e5d8284820619bbfc9c2d1d492c999cea84a642a431,false,false,false
qualitative:lobs_57f25264dab6407666fcddc7,lobs_57f25264dab6407666fcddc7,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,a9a6358111e8bb5877a35cd965425a2b24a6c1e6546c8a9054aab86c913b6da2,102,v1.1,false,670b7d591036c2b318991d531b4f2cca9b82807a5d1e0e02182d739630406388,false,false,false
qualitative:lobs_587cd80bc41ec46adcb166c7,lobs_587cd80bc41ec46adcb166c7,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,3e936f6cc030969ba5c4b0edd7e0fc4b7504f43f9f047ff2976b5a6596139df1,83,v1.1,false,367878b9fce8b4efc0868e480e1eefb0cf957aa21e80bf804e269cfa753ef947,false,false,false
qualitative:lobs_588d740e8273685f6286c62a,lobs_588d740e8273685f6286c62a,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,73d80f68eb0c4035d3daeb73e255fe6e811310c330a40b8c185e126f54f1b0fe,59,v1.1,false,7d386a4f87e222486fa9f4bb9000f94de986ee201e0bd90ca3313cda00227dc6,false,false,false
qualitative:lobs_58fad53dbaf82b213a10ef0c,lobs_58fad53dbaf82b213a10ef0c,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,c6dd2426f806e8a909a9ce411d57ab1ed19742df75e4150c238835e0fa63f29f,42,v1.1,false,bac0f9c29fb1aed86e78e1c8bd965d77a2a9968a008a737ceba2800b3d252f0c,false,false,false
qualitative:lobs_59307c66d1d1145e1d21c85b,lobs_59307c66d1d1145e1d21c85b,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,929283c33e66dea1532a5049572a9eef0147a2a5bc8cb08fac06fb89c3c17f3f,97,v1.1,false,015b0a23d439aa9d876311233a68912f70c67e013146222284eed8dd3b17a930,false,false,false
