evidence_id,stage,attempt,request_id,backend,model,status,schema_valid,input_chars,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_code,raw_prompt_saved,raw_response_saved
qualitative:lobs_1e208783a37dc94f9ae2a6bd,live,1,resp_01f4ff793c16c255006a6655f431c08190865a8ea956eab494,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4414,3036,1543,4579,10.675156,,,false,false
qualitative:lobs_20851a55680ee9e68dda3ab1,live,1,resp_0d0cbc907998c897006a6655fc3ad08197a05a26b1d3eb41f8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4478,3046,1111,4157,16.082847,,,false,false
qualitative:lobs_20d65e665197b9e7ab2f882b,live,1,resp_0d4f6d359cf2f05d006a6655fd45bc81968f672362f9fe7ed8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4493,3043,1200,4243,17.775932,,,false,false
qualitative:lobs_21a5a79843616d2edbe24023,live,1,resp_00dfc4972170b1aa006a6655fed47c819383686e7c4638b6b4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4475,3039,1607,4646,21.911060,,,false,false
qualitative:lobs_21bfe901ccc60abb29fb373d,live,1,resp_0ac4bbd2c4fa6d71006a6655ff1e908197b4febe36f7293e2b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4483,3041,1407,4448,20.858130,,,false,false
qualitative:lobs_23650e2a3d03ca4b72dc3e3a,live,1,resp_041e1e9742d3f40d006a66560437c4819591f59bad798f7894,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4426,3031,983,4014,23.500891,,,false,false
qualitative:lobs_2389ac63981b11fa8981b554,live,1,resp_0755b093c776db09006a665605f0e081908fe2e9b0fd97acfc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4489,3043,967,4010,25.108514,,,false,false
qualitative:lobs_24d1334a7e2060d186ff5c8d,live,1,resp_05a8cb37fafaf151006a665608fe1c8195a3a07c174c8af56e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4463,3038,1070,4108,28.801248,,,false,false
qualitative:lobs_24d4b840799b0808ad196e9e,live,1,resp_01c25861602fcb86006a66560a34a08194a1ec4ccaaff15b7d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4440,3040,1012,4052,29.654024,,,false,false
qualitative:lobs_25483f7c98b248266bd5479a,live,1,resp_0e7e3e8f4893311d006a66560ba5248194ace252642c812b8c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4488,3043,1609,4652,34.695883,,,false,false
qualitative:lobs_257ab7918274831ff643e8a9,live,1,resp_029bff3668581640006a66560d403c81969db370d810c4d7f0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4494,3039,1116,4155,33.218578,,,false,false
qualitative:lobs_26283099ba7e400b8801e1d8,live,1,resp_093ff43baf6cac8d006a665610f1108196a60c05003ad67353,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4443,3031,1504,4535,39.669281,,,false,false
qualitative:lobs_2674ed65bf442095b28bae00,live,1,resp_0e035b7b583345ee006a665611d5c481969c4ee8efdfc8ba97,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4436,3033,1310,4343,38.942659,,,false,false
qualitative:lobs_26e575c8dcd7173590c4b957,live,1,resp_0cc926fd67e61d30006a66561593fc8190b3c19cc16bdcc5f1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4425,3033,1097,4130,52.367529,,,false,false
qualitative:lobs_26e95bee6ffcb4a0d8855e40,live,1,resp_09e923f6cfad99f9006a665616d9c081979b5d13d6a283edb4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4446,3039,1571,4610,45.946883,,,false,false
qualitative:lobs_275ae8c2e7fd393d0a2f5999,live,1,resp_09c58a85a4152c02006a66561b1c688195b5ae66e8c24dd8e1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4444,3040,1579,4619,50.148760,,,false,false
qualitative:lobs_279285820a4d0b101bd68120,live,1,resp_001bd5cd86b47d46006a66561bd3d08197b8f7e6148bad3f20,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4486,3038,1545,4583,50.537035,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_27da8538b8c5eac3a2a38a2d,live,1,resp_04d19d3bcec569ce006a6656221b28819583210425fc4f6314,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4471,3049,1197,4246,54.652071,,,false,false
qualitative:lobs_28212095d51b70f3190e8f49,live,1,resp_038a622cddaf37ff006a6656264b1c8197b7f75a0f788708d9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4463,3044,1238,4282,58.986009,,,false,false
qualitative:lobs_2839fd2291e5fba18eefa4c0,live,1,resp_002a5818404f6d1d006a665626b3a08194ace9865bfd73d47b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4484,3045,1478,4523,61.032087,,,false,false
qualitative:lobs_28a619e1243f82e38e5bc4f2,live,1,resp_02b2d4fc36299c33006a66562882408193a10fe1552a24c13c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4472,3043,1387,4430,62.296163,,,false,false
qualitative:lobs_28c7ce0c59b41e337c47283a,live,1,resp_01a168219e794896006a66562acc28819787a290d2c7bba869,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4511,3049,1244,4293,63.709567,,,false,false
qualitative:lobs_279285820a4d0b101bd68120,live,2,resp_0b6d8c634b429d30006a665633eb408195b9d485fa201b483d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4629,3068,1142,4210,8.427596,,,false,false
qualitative:lobs_29bb0fb351222567c446af2f,live,1,resp_0ccd74619011dcfd006a66563c5ee88197b0a742ace3eb8ea7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4476,3047,1608,4655,11.753515,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_29c68477fc087f0fe195908c,live,1,resp_08c4c1d5ca7b69b6006a66563c5c788196af749b3cb3ac0797,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4490,3044,1515,4559,10.841388,,,false,false
qualitative:lobs_29cffb2730f0f7e4e9210da8,live,1,resp_0c89837ee2ae8aae006a66563c5b7481908b05addb538d09d1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4483,3044,1225,4269,9.172910,,,false,false
qualitative:lobs_29e5b2e0544b49a0acd24502,live,1,resp_0c4d47f88b7e2306006a66563c5f808197a13902a60bbf332a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4489,3043,1462,4505,10.528083,,,false,false
qualitative:lobs_2a3bea02e80b407de441041a,live,1,resp_048d4f3a2166dedd006a6656457ea48194ad58d96e71c91d8b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4442,3030,1051,4081,17.104820,,,false,false
qualitative:lobs_2ace8f053e2982f93a39a31c,live,1,resp_080fb44fadbad7ce006a665646d9708197a820e4be0d186366,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4467,3040,1014,4054,18.241685,,,false,false
qualitative:lobs_2b3c862a93ee204c36ee53e6,live,1,resp_0d519fdbf9b363b1006a66564727448194903e9f675a15a9f5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4489,3046,1643,4689,22.316048,,,false,false
qualitative:lobs_2b49e374feadd5cbda493015,live,1,resp_0f70a07eb6e3eabe006a66564811e48195a8be47b88a893639,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4485,3041,1598,4639,23.011825,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_2c0dc8954a7f816503e8bd38,live,1,resp_02ed6fe33dbe6a99006a66564d70448194becbba79ef1215dc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4467,3041,1432,4473,27.513753,,,false,false
qualitative:lobs_2c4fe911e49d92d55ee9c5c1,live,1,resp_081abe2da24fb212006a66564e8b9c81978764e1aa2b311d94,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4417,3032,942,3974,25.494890,,,false,false
qualitative:lobs_2c61d48fabd207ac0fde9ebd,live,1,resp_02caa1429f1bb052006a6656529f108194a0ac1dd94d411495,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4478,3042,1480,4522,32.958502,,,false,false
qualitative:lobs_2c9ee96903e3a87d9a0149eb,live,1,resp_097af265bad3ba90006a66565357f08194b91365a57aa421b3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4454,3036,975,4011,30.306807,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_2d0d74557a4fa18b07187136,live,1,resp_0d26a03eba64da5a006a665655c8248196815cd41f8211c7a7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4483,3041,1098,4139,33.417208,,,false,false
qualitative:lobs_2d2c0c6b5ba0afd03d0df102,live,1,resp_0d6a6f3640405913006a665657ce6081959e5f3f743042ff1a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4477,3042,1083,4125,35.454732,,,false,false
qualitative:lobs_2d75e2647fe72a0255be3171,live,1,resp_0bc81b435affcf6d006a66565a9e748196a74efbc2e8304b8e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4444,3039,1581,4620,41.548062,,,false,false
qualitative:lobs_2d9afcd37b81c60586893cbb,live,1,resp_087e72bc0535c1d7006a66565d459081968323a133c58100b3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4450,3037,1551,4588,44.155610,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_2e1b80e6a5545bd3408ff66d,live,1,resp_0e74359bc4ab981e006a66565db8d481908b3e965ca5c568df,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4420,3032,991,4023,40.921979,,,false,false
qualitative:lobs_2e344f5681c01d3d0c8d06ab,live,1,resp_0cd3dc7ff54ba810006a66565fd4fc8193a7b53d655062db25,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4477,3048,1029,4077,43.349895,,,false,false
qualitative:lobs_2f02488c9320af9a78933fa7,live,1,resp_0a0904f313d0a21a006a6656653cec8190bc05a76947118cd5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4479,3041,999,4040,48.176744,,,false,false
qualitative:lobs_2f038cd732506dff8e6167a1,live,1,resp_08a899c7e50182cd006a665665dc348190ad7eadefd60d8d61,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4432,3032,1036,4068,49.068886,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_2f1e404f178dea58246ccac6,live,1,resp_01d7d636a2b6fc5b006a665667a7d08190991b34400f13c712,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4469,3045,1587,4632,53.772072,,,false,false
qualitative:lobs_2f215c16f89e2da52e92e3eb,live,1,resp_0fed749053c5e26a006a6656687a348193b665b2bf70a8d218,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4471,3039,1174,4213,52.471023,,,false,false
qualitative:lobs_2f504053a6dfdc81d4de135d,live,1,resp_05bb4c2108685d64006a66566c84388197b2e913f7a700626e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4411,3027,1425,4452,57.485622,,,false,false
qualitative:lobs_2f5537f15cd5303a8e0d06ee,live,1,resp_091eb2e571c2e5c5006a66566d5f80819784ae13557294bf4c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4416,3029,1509,4538,58.566083,,,false,false
qualitative:lobs_2f57634a0d2f2cccacadca55,live,1,resp_07eed77abd678f09006a665670c7b8819087f2220badbae2d0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4571,3078,1584,4662,62.592030,StrictValidationError,supporting_quote_not_exact_substring,false,false
qualitative:lobs_29bb0fb351222567c446af2f,live,2,resp_04c1f4e1774105f5006a66567afb008196b710acab4c08165e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4619,3077,1246,4323,8.396184,,,false,false
qualitative:lobs_2b49e374feadd5cbda493015,live,2,resp_0cddf111e2f0d393006a66567b01cc8197870135216d64b397,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4628,3071,994,4065,7.045066,,,false,false
qualitative:lobs_2c9ee96903e3a87d9a0149eb,live,2,resp_04b23eb86294f35c006a66567afb948195b8d23eb40319233f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4597,3066,965,4031,6.806818,,,false,false
qualitative:lobs_2d9afcd37b81c60586893cbb,live,2,resp_0e6f432aeed1dfa6006a66567b02f081968132ee35c799ebc0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4593,3067,1259,4326,8.395817,StrictValidationError,supporting_quote_not_exact_substring,false,false
qualitative:lobs_2f038cd732506dff8e6167a1,live,2,resp_001f227d219b2fc2006a665681bf0c8194a04cc96772e38547,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4575,3062,1713,4775,17.373190,,,false,false
qualitative:lobs_2f57634a0d2f2cccacadca55,live,2,resp_0ae2b3aacd0983c1006a665681f4fc8190ac791097093592c3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4714,3108,1142,4250,14.372662,StrictValidationError,supporting_quote_not_exact_substring,false,false
qualitative:lobs_30accc6cdc19d75ec00d37fb,live,1,resp_0d7786152a287fec006a66568c6340819097afdab729c349d5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4476,3037,1580,4617,10.036698,,,false,false
qualitative:lobs_30ee0fd5877146507daca338,live,1,resp_06f856484df3393a006a66568c616c8190806bf80df5f7bdde,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4477,3038,1551,4589,9.944678,,,false,false
qualitative:lobs_321b74bf35c1678baf2117d9,live,1,resp_0630e847e4ae99db006a66568c66208194a8cdc41f0b3862ba,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4434,3030,1007,4037,6.881189,StrictValidationError,supporting_quote_not_exact_substring,false,false
qualitative:lobs_3232855663389a176dfe533e,live,1,resp_0343da4fe1b15f12006a66568c65b88196962d403d12a2b47b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4487,3042,1711,4753,10.776436,,,false,false
qualitative:lobs_323971bf7ffcee0473442d36,live,1,resp_04ff75f6384b260d006a66569331608197ac19e264419b68d2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4490,3039,1037,4076,13.981335,,,false,false
qualitative:lobs_32463629689eb34ceed27c81,live,1,resp_08adec79d81a4927006a6656963dc08195a8c357612f13f251,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4464,3031,1400,4431,19.055229,,,false,false
qualitative:lobs_32f4b0507726aca27fb322ce,live,1,resp_0f31f6b9a86acb46006a6656965950819499a5909868f92064,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4478,3038,1071,4109,17.218042,,,false,false
qualitative:lobs_330395c8bbbaa6c50a314271,live,1,resp_09147e5e6fe2658e006a665697197c81948abb7cca76de7dc6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4437,3039,1623,4662,21.209988,,,false,false
qualitative:lobs_33e718fcd3de418ad213c676,live,1,resp_0351a24fd6663872006a66569a5474819394fe1d035dbfbc1f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4453,3034,1601,4635,24.315183,,,false,false
qualitative:lobs_35263ebbc49eda893cd9d828,live,1,resp_0fcdadf17bb2bdd6006a66569d8e748193bbded71bc45701a2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4501,3047,1105,4152,24.618501,,,false,false
qualitative:lobs_354d6dd4076dd9c8509fc4b9,live,1,resp_0a5ca2ea7f9ee7ce006a66569f5d008194bff91a186d562ba7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4477,3048,964,4012,25.552178,,,false,false
qualitative:lobs_359797a1f95444df0f34d9fb,live,1,resp_0b55e46a7eb911de006a6656a18e108190b3551245313bae2f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4454,3036,1200,4236,29.911923,,,false,false
qualitative:lobs_35f439b4b55311bc3a6df3fb,live,1,resp_01cb7ff2764896d9006a6656a4b1208193b44ca33d16c52389,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4485,3044,1084,4128,32.455282,,,false,false
qualitative:lobs_3615ffb918f4da29293b4fe2,live,1,resp_02ce3e8a023f908c006a6656a4ec888197991aa725d8aaaf8e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4483,3043,1020,4063,32.266817,,,false,false
qualitative:lobs_36243f31a8b46cf453f9f282,live,1,resp_0a43ac78e57a99f4006a6656a5db008194a8a31a427d05d3c3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4454,3040,1614,4654,36.831812,,,false,false
qualitative:lobs_36b39fbc5f98ee94b6d9cd7a,live,1,resp_097465ff0a845d90006a6656aa36b08197824ffd2b095ed0a1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4501,3050,1706,4756,41.426502,StrictValidationError,response_identity_or_version_invalid,false,false
qualitative:lobs_370300097ce6175d754abf21,live,1,resp_00d024c18c59ed94006a6656ac91488197b2c8c1f33fbc738a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4482,3036,1476,4512,42.522598,,,false,false
qualitative:lobs_372c3c32ccd2d5e935a1e405,live,1,resp_00668010dbc5db4a006a6656acc5e08195ac622ca4d834c1d0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4477,3044,1482,4526,42.741137,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_372dea5e11ea104969e141b6,live,1,resp_00dee570954e921e006a6656b125f48190a7e14463bea603b0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4492,3044,1045,4089,44.490134,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_378f4fced2d14a98d863c0b5,live,1,resp_0363c52cadd76797006a6656b5ca5c8190bc4fa3e58769b5d4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4469,3051,1417,4468,51.463910,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_3851c8b8d279ac16a40e27eb,live,1,resp_00ffb77b96f39f6c006a6656b6d8708197b01f58f446f5395a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4487,3041,1095,4136,50.356303,,,false,false
qualitative:lobs_385a58c5e0c2bb21bb6ee942,live,1,resp_0b430a073c0172ef006a6656b715548197bad804fe0b61178c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4483,3043,1033,4076,50.246958,,,false,false
qualitative:lobs_390a3c3ca9263093a54474dc,live,1,resp_05d3bc2bcaaab6d5006a6656b8c7e88196bce516bc9957e745,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4418,3030,1558,4588,55.053678,,,false,false
qualitative:lobs_394f913aea7e067e9f65cc3b,live,1,resp_08d2e3eb3ee396d8006a6656be97e48196ae3d87144192b0ee,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4420,3030,1370,4400,59.837099,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_396bfd3863e6e4b863d82adf,live,1,resp_0d130b5db6d455bd006a6656beac388197a97e0fa868f57b0f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4439,3032,1332,4364,59.527543,,,false,false
qualitative:lobs_321b74bf35c1678baf2117d9,live,2,resp_06616c643e8dcd3b006a6656c8373c8197b44e32487753176b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4577,3060,1596,4656,10.930814,StrictValidationError,supporting_quote_not_exact_substring,false,false
qualitative:lobs_36b39fbc5f98ee94b6d9cd7a,live,2,resp_04c7ce9ad669eac2006a6656c83f4881958a315737e9f7135c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4644,3080,1566,4646,10.926710,StrictValidationError,positive_attribute_has_negative_controls,false,false
qualitative:lobs_372c3c32ccd2d5e935a1e405,live,2,resp_09e2e2f57b5d56db006a6656c8413c8194988225be0ccc604b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4620,3074,1649,4723,11.607171,,,false,false
qualitative:lobs_372dea5e11ea104969e141b6,live,2,resp_0d84ce93ba11254f006a6656c945f48196a8961588f3f0e510,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4635,3074,1046,4120,9.870774,,,false,false
qualitative:lobs_378f4fced2d14a98d863c0b5,live,2,resp_0a6d5fdab7336ae5006a6656d20ef8819094e5a54c6aa505ba,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4612,3081,1177,4258,18.363344,,,false,false
qualitative:lobs_394f913aea7e067e9f65cc3b,live,2,resp_06e32a82adcb802c006a6656d31e248197a76982ff808a9721,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4563,3060,1570,4630,21.886653,StrictValidationError,supporting_quote_not_exact_substring,false,false
qualitative:lobs_3a37713e02a5efeea487af35,live,1,resp_05c0aba394085b79006a6656de275c81908d34cfdffe2fb264,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4468,3044,1399,4443,9.798173,,,false,false
qualitative:lobs_3ab68b031670fb399f538869,live,1,resp_0f6b2ae2ffdda2a5006a6656de2a3c81939ec0d950e65b888c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4451,3049,1569,4618,12.939770,,,false,false
qualitative:lobs_3ba867da12d924c1f826fb97,live,1,resp_0abb6e3a1779c4d3006a6656de2e50819084b416558a86a9ec,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4496,3045,1725,4770,12.010116,,,false,false
qualitative:lobs_3c5395ffdfd727ab23f21a7e,live,1,resp_0d3e3e290ff72989006a6656de2ef88196a6ac4a4b3ad567a9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4490,3044,1640,4684,11.545932,,,false,false
qualitative:lobs_3ce3ebb01d339f25472d7f3e,live,1,resp_0660fa9c7a91442d006a6656e7ddb88196b42fb21ad5553f72,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4495,3046,1089,4135,17.951102,,,false,false
qualitative:lobs_3d161113f583862ee653fc30,live,1,resp_0b2d106d9eec36a1006a6656e99fa48193938697fd0f740ebe,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4471,3034,1669,4703,23.127583,,,false,false
qualitative:lobs_3d8ae9510a96169a8c84c3c8,live,1,resp_0153564bdc6574be006a6656ea104c8195ba30de685503a988,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4477,3048,1425,4473,22.001928,,,false,false
qualitative:lobs_3dda0b4f3618d7a7a0b010d2,live,1,resp_04ff3c63f9fe5c27006a6656eb0494819792305ddd5eb319d5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4481,3045,1257,4302,21.979373,,,false,false
qualitative:lobs_3ee16cf111d7ec54b240654d,live,1,resp_0a263b4ad08bcc7f006a6656f1382081959c74e17f47b58bda,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4490,3051,1586,4637,30.133586,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_3f112bcaa6351b9d425bf728,live,1,resp_095982ff7e42295a006a6656f40a2c8190a5fcc25ac652a16e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4502,3046,1155,4201,30.187165,,,false,false
qualitative:lobs_3f3fbdb6673f2442df8eaea0,live,1,resp_07e1a1d7d270117b006a6656f413b881968d6b94915d13d80e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4470,3042,1036,4078,29.735587,,,false,false
qualitative:lobs_3f40fbd5a09631f47a328e38,live,1,resp_038df04041e7e157006a6656f52fec8196bb48e8a1db97e496,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4465,3040,1566,4606,34.121159,,,false,false
qualitative:lobs_407e1b039bf8066e01f440da,live,1,resp_041ade21df1b6144006a6656fbd0388194ad59d3d35800a742,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4489,3039,1546,4585,40.678723,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_41c7165637e717459c92d043,live,1,resp_0838cbe00c1c6922006a6656fc315c81969756886860e4c300,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4488,3042,1209,4251,38.873611,,,false,false
qualitative:lobs_420384d7d8c13d1f4c3f1cf6,live,1,resp_0f657407e5793951006a66572504408195ae555ed4d41186f4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4406,3031,973,4004,78.318670,,,false,false
qualitative:lobs_422d4df9cb896e923db2aef6,live,1,resp_053fdecb1c3add1d006a66570035f881969570e21dcc6357b7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4494,3044,1601,4645,45.534181,,,false,false
qualitative:lobs_423c40e65ab5d9b5af30cd73,live,1,resp_0dc5c70bb24f7d5b006a665704f064819591587fcd19b90eac,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4439,3032,972,4004,46.262573,StrictValidationError,supporting_quote_not_exact_substring,false,false
qualitative:lobs_424859a343d5e8bc6a2338a2,live,1,resp_0da707a7b9d342b9006a665706bfe88195930f4f2d36ef9282,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4492,3049,1592,4641,52.020719,,,false,false
qualitative:lobs_429f170ef04002aa8df366c3,live,1,resp_0e842fc15e8c601c006a66570ba3c48193af8cde54d7a7cd69,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4471,3040,1044,4084,53.417884,,,false,false
qualitative:lobs_42d3cc8dbe5f632424a9c61b,live,1,resp_00812dc27e9b4ad3006a66570c574081958024bc9a6713d054,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4477,3049,1680,4729,58.300936,,,false,false
qualitative:lobs_42fc6710c10c19c31f65482c,live,1,resp_0491430c13a16488006a6657121d5081909b87a6a9a003aae0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4480,3042,1600,4642,64.500200,,,false,false
qualitative:lobs_43a7846e89603da41c27d274,live,1,resp_0f4f2ae58fefde1b006a6657137f5c8190b2183533e358f8ec,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4461,3037,1520,4557,64.129641,StrictValidationError,supporting_quote_not_exact_substring,false,false
qualitative:lobs_4417d88ef83506b7d3264162,live,1,resp_036ab7a21ba0dead006a66571860508193a4ea4147735b9669,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4487,3042,1057,4099,65.916916,,,false,false
qualitative:lobs_4463edde9ae44ce0b43b2e1f,live,1,resp_0930547866d8a5e6006a66571e35a48190ad536917dac91f02,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4492,3048,1117,4165,72.361067,,,false,false
qualitative:lobs_4472eac39e6c0828869b04c5,live,1,resp_086c140655f96d0f006a66571e8f40819089ea451433630c00,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4484,3045,1554,4599,75.375899,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_3ee16cf111d7ec54b240654d,live,2,resp_0abff2b577faaf24006a66572c822c8193b28838e2014b57e1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4633,3081,1448,4529,10.142321,,,false,false
qualitative:lobs_407e1b039bf8066e01f440da,live,2,resp_0eef2538913bf0d6006a66572c7da08196a29f1ed08263e633,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4632,3069,1603,4672,11.234655,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_423c40e65ab5d9b5af30cd73,live,2,resp_0ee57059859edf4b006a66572c78c48190924a7aefffa75296,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4582,3062,1421,4483,9.832722,,,false,false
