aggressive_tier,caveat,claim_links,corroboration_status,direction,formula,magnitude,raw_values,relaxation_rule,result_id,semantic_outcome,source_basis,source_coordinates,source_count,source_ids,source_record_id,strict_eligibility,unit_type
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-09438a5240d56a2b81902bb5,unresolved_rejected_from_math,55108,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_322""}",1,EXTSOURCE-2b375b6626cfc22f53a63540,XREVIEW-4af882be1f05106ec09ec5a0,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-6b0e7f66f3ee20cb5cdd932f,unresolved_rejected_from_math,168514,"{""character_end"": """", ""character_start"": """", ""column"": ""10"", ""page"": """", ""row"": ""6"", ""table_id"": ""html_table_1726""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-4c7e1c74743c0b0d54f2bb32,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-086e226fe0af563398256795,unresolved_rejected_from_math,Trappe Borough,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""47"", ""table_id"": ""html_table_5""}",1,EXTSOURCE-5b7ae6342dbf6b26295dcfb0,XREVIEW-4c876c6f5bc02a1e81e847e9,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-bad7ac239d2d4db1c8cbf862,unresolved_rejected_from_math,84133,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_1158""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-4edbcf553f507a6bafdf7415,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-9a5df0e76ce1781b3ea5b927,unresolved_rejected_from_math,99204,"{""character_end"": """", ""character_start"": """", ""column"": ""10"", ""page"": """", ""row"": ""12"", ""table_id"": ""html_table_1286""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-4f4c2f4584eacbb2a13bd073,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-0f62202bf4b7206f0426e069,unresolved_rejected_from_math,94201,"{""character_end"": """", ""character_start"": """", ""column"": ""7"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_1538""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-4ffa8a57e8a36e6953055b80,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-0a0b73a6a5b2277715faad4e,unresolved_rejected_from_math,190012,"{""character_end"": """", ""character_start"": """", ""column"": ""11"", ""page"": """", ""row"": ""15"", ""table_id"": ""html_table_1018""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-50ebddc7702c16063e749caf,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-f5cf3d87d61b4c22bd8275b8,unresolved_rejected_from_math,53669,"{""character_end"": """", ""character_start"": """", ""column"": ""9"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_1290""}",1,EXTSOURCE-44ad17c14c1f1db2f5c2248d,XREVIEW-5272ea53ad4f17a9b33f58b2,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-76a7cc17982361bd0b4569aa,unresolved_rejected_from_math,91114,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_706""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-53aa5715530f5e4cb681df62,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-e63f8e09c0e39c15da7bdfd2,unresolved_rejected_from_math,149121,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""12"", ""table_id"": ""html_table_722""}",1,EXTSOURCE-fe6abb31cfb14ee7e9614818,XREVIEW-54344330ac3830b6ccef0f00,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-9ccb5f18df6d0683349f9351,unresolved_rejected_from_math,81133,"{""character_end"": """", ""character_start"": """", ""column"": ""6"", ""page"": """", ""row"": ""4"", ""table_id"": ""html_table_838""}",1,EXTSOURCE-a9f23fd03eb83ee93d70974a,XREVIEW-5480d96cd8110d9abe00d3d2,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-428ba131a295c5130d494970,unresolved_rejected_from_math,107186,"{""character_end"": """", ""character_start"": """", ""column"": ""11"", ""page"": """", ""row"": ""4"", ""table_id"": ""html_table_714""}",1,EXTSOURCE-94ded4c1c8d8aedd37e63d9b,XREVIEW-55b71008d72998e1ee142ad1,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-beb9bdeecc5581579cf36a32,unresolved_rejected_from_math,X,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""35"", ""table_id"": ""html_table_88""}",1,EXTSOURCE-886430f45a89a0270fa56412,XREVIEW-564c5df72c941cb6149334c5,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-ab30fcc24dbcfefbf170e78d,unresolved_rejected_from_math,108263,"{""character_end"": """", ""character_start"": """", ""column"": ""11"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_22""}",1,EXTSOURCE-2b375b6626cfc22f53a63540,XREVIEW-577b552fe36d0f1a63f6dcfa,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-fd71625990f3c03fbfa20e1f,unresolved_rejected_from_math,65835,"{""character_end"": """", ""character_start"": """", ""column"": ""10"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_850""}",1,EXTSOURCE-a9f23fd03eb83ee93d70974a,XREVIEW-57f8a48d4e2549a2963eb23b,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-29128528d4c3a85796ebf1da,unresolved_rejected_from_math,X,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""33"", ""table_id"": ""html_table_1464""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-5a5abadc39115cc5c3dd06c7,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-52fcb666077808142c92deff,unresolved_rejected_from_math,79118,"{""character_end"": """", ""character_start"": """", ""column"": ""3"", ""page"": """", ""row"": ""8"", ""table_id"": ""html_table_342""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-5a965b0e9a1e5ddadb6dddb3,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-936391cec867c19f35026a01,unresolved_rejected_from_math,156802,"{""character_end"": """", ""character_start"": """", ""column"": ""8"", ""page"": """", ""row"": ""15"", ""table_id"": ""html_table_1026""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-5e6ec815d4a6c690b9ae2e28,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-eb80559ee164f1a3f853e4cc,unresolved_rejected_from_math,72699,"{""character_end"": """", ""character_start"": """", ""column"": ""7"", ""page"": """", ""row"": ""9"", ""table_id"": ""html_table_1074""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-5ecff13e8ef06b2433aac18f,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-a89ac42c34bd4b3fb9ffa259,unresolved_rejected_from_math,50002,"{""character_end"": """", ""character_start"": """", ""column"": ""8"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_1226""}",1,EXTSOURCE-fe6abb31cfb14ee7e9614818,XREVIEW-5f7d1db3258ded5b8127fdad,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-89c4f229a6245aad6efb35cf,unresolved_rejected_from_math,168040,"{""character_end"": """", ""character_start"": """", ""column"": ""11"", ""page"": """", ""row"": ""15"", ""table_id"": ""html_table_1198""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-6076798a4e67dee440b15c29,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-a4ceeea9b7e356979c2ac89f,unresolved_rejected_from_math,114696,"{""character_end"": """", ""character_start"": """", ""column"": ""8"", ""page"": """", ""row"": ""6"", ""table_id"": ""html_table_666""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-646719715859f25eff366ace,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-8b7cdaa893c5e0e1bd28815e,unresolved_rejected_from_math,114205,"{""character_end"": """", ""character_start"": """", ""column"": ""10"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_874""}",1,EXTSOURCE-94ded4c1c8d8aedd37e63d9b,XREVIEW-64bf4d939d2537c49827d5fd,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-decd1e0f95111e56d596e98d,unresolved_rejected_from_math,72166,"{""character_end"": """", ""character_start"": """", ""column"": ""9"", ""page"": """", ""row"": ""8"", ""table_id"": ""html_table_1350""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-66b0d9d98c931cbbac6e337a,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-294286c8cec22047098b0a87,unresolved_rejected_from_math,CHFA-01-005,"{""character_end"": """", ""character_start"": """", ""column"": ""1"", ""page"": """", ""row"": ""1756"", ""table_id"": ""html_table_1""}",1,EXTSOURCE-139e2c2febabe90bc334030f,XREVIEW-675c82210e340c94d488455f,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-1b44e68d7130100c1bfeb060,unresolved_rejected_from_math,123064,"{""character_end"": """", ""character_start"": """", ""column"": ""10"", ""page"": """", ""row"": ""6"", ""table_id"": ""html_table_1922""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-6806c2a8d92d8e5e1f33c9fb,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-7bb571aef4438ab4455950c7,unresolved_rejected_from_math,112619,"{""character_end"": """", ""character_start"": """", ""column"": ""6"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_978""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-6b084312c4437ec7b596919f,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-876c0daf732b6a8f3edca5fb,unresolved_rejected_from_math,159268,"{""character_end"": """", ""character_start"": """", ""column"": ""6"", ""page"": """", ""row"": ""15"", ""table_id"": ""html_table_1318""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-6ecfe10f2776058376593b5a,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-b6bf14ac86d76104f3cf6b36,unresolved_rejected_from_math,56217,"{""character_end"": """", ""character_start"": """", ""column"": ""8"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_822""}",1,EXTSOURCE-886430f45a89a0270fa56412,XREVIEW-71f70ccb1a3209424430177e,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-ac510eb54d926a9558e740fa,unresolved_rejected_from_math,57928,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_514""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-73e1820a60edf1d4f8c55ca1,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-dde08cd26aa9b1650fd05c5e,unresolved_rejected_from_math,X,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""16"", ""table_id"": ""html_table_1176""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-74c82153bd90f623793cc194,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-08ce8a899cf24b2f2101e6a5,unresolved_rejected_from_math,52746,"{""character_end"": """", ""character_start"": """", ""column"": ""8"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_282""}",1,EXTSOURCE-fe6abb31cfb14ee7e9614818,XREVIEW-784c491805a2d83772a95059,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-c460c6b1cbcd0858ce9427b6,unresolved_rejected_from_math,87363,"{""character_end"": """", ""character_start"": """", ""column"": ""9"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_1150""}",1,EXTSOURCE-a9f23fd03eb83ee93d70974a,XREVIEW-791102e9b1e20bbec0fbbb86,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-3a686e91e4dac36b68fe8037,unresolved_rejected_from_math,35133,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_334""}",1,EXTSOURCE-886430f45a89a0270fa56412,XREVIEW-7b2319d5e20bffef143270f5,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-2cae96e40f26c8be29cd6f54,unresolved_rejected_from_math,"RALEIGH-DURHAM-CHAPEL HILL, NC LOCALITY PAY AREA","{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""42"", ""table_id"": ""html_table_404""}",1,EXTSOURCE-886430f45a89a0270fa56412,XREVIEW-7b6d41421d7c43c611225714,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-1619aa5b8dca2b2380ad7774,unresolved_rejected_from_math,42479,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""6"", ""table_id"": ""html_table_1450""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-7cceb478c0be94bee63be30a,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-f5cfc882c03db82934580906,unresolved_rejected_from_math,77469,"{""character_end"": """", ""character_start"": """", ""column"": ""8"", ""page"": """", ""row"": ""9"", ""table_id"": ""html_table_1150""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-7d9bfa3639e2a822eb0f84e8,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-48fbf0c82b28333b2ec53386,unresolved_rejected_from_math,99700,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""6"", ""table_id"": ""html_table_1054""}",1,EXTSOURCE-2b375b6626cfc22f53a63540,XREVIEW-83500369fde2e9a67b20fc96,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-e5f5115b71dc813a0fef57de,unresolved_rejected_from_math,101750,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_390""}",1,EXTSOURCE-2b375b6626cfc22f53a63540,XREVIEW-851c1998dc00d40d55102d10,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-762139272e1b3b2fe6aab244,unresolved_rejected_from_math,133923,"{""character_end"": """", ""character_start"": """", ""column"": ""8"", ""page"": """", ""row"": ""14"", ""table_id"": ""html_table_1110""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-88120443b8e230e8c1da96a9,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-a41b910d198ad97a841a29b0,unresolved_rejected_from_math,Resolution date + 2 Year(s),"{""character_end"": """", ""character_start"": """", ""column"": ""3"", ""page"": """", ""row"": ""2074"", ""table_id"": ""html_table_1""}",1,EXTSOURCE-139e2c2febabe90bc334030f,XREVIEW-8a1bbc7e95cdded4c67f484f,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-ae4a640e9b20dbc2710fd1d9,unresolved_rejected_from_math,51522,"{""character_end"": """", ""character_start"": """", ""column"": ""7"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_1170""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-8ae1509370f9d2d27f7279a5,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-9e01ee725b6b5480f239535e,unresolved_rejected_from_math,84486,"{""character_end"": """", ""character_start"": """", ""column"": ""11"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_18""}",1,EXTSOURCE-2b375b6626cfc22f53a63540,XREVIEW-8b5808551a942b08d02ca6d0,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-b7af048a191dd836d9621358,unresolved_rejected_from_math,183858,"{""character_end"": """", ""character_start"": """", ""column"": ""9"", ""page"": """", ""row"": ""7"", ""table_id"": ""html_table_1542""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-8c4159850fc27cb89cc681c1,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-9ea1aa082c6ac2c0a2334ad3,unresolved_rejected_from_math,60307,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""8"", ""table_id"": ""html_table_1394""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-8e328bf4875f4af9293ab697,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-1f56b1d7737ea94437d6033b,unresolved_rejected_from_math,64372,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_526""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-91944c40bda1b587290188ca,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-fa5f889af18f5f7e2cfabc4b,unresolved_rejected_from_math,Margin of Error!!Native!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""683"", ""table_id"": ""html_table_1""}",1,EXTSOURCE-147d69f5a810acff834a01d3,XREVIEW-9198cca013860d9e7e2a35aa,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-2e212ff4928195aebda65ce6,unresolved_rejected_from_math,46177,"{""character_end"": """", ""character_start"": """", ""column"": ""9"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_250""}",1,EXTSOURCE-886430f45a89a0270fa56412,XREVIEW-91b0e3943d36f2048d8993d8,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-149ca4a089396b57775ceb75,unresolved_rejected_from_math,31.51,"{""character_end"": """", ""character_start"": """", ""column"": ""8"", ""page"": """", ""row"": ""14"", ""table_id"": ""html_table_1""}",1,EXTSOURCE-6c8bc3b7dae3fdd356cbd1a9,XREVIEW-9286d7410f96607999c3baaa,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-de839b727b4212993d463baa,unresolved_rejected_from_math,51750,"{""character_end"": """", ""character_start"": """", ""column"": ""6"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_1090""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-929097b2a4fc4b0fbbcdf089,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-06787db4d1efd256b082e788,unresolved_rejected_from_math,"HARRISBURG-LEBANON, PA LOCALITY PAY AREA","{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""20"", ""table_id"": ""html_table_132""}",1,EXTSOURCE-2b375b6626cfc22f53a63540,XREVIEW-936d71dba97367f9304b7ecf,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-5e09b1bbe4f32a2fe2d70a06,unresolved_rejected_from_math,65239,"{""character_end"": """", ""character_start"": """", ""column"": ""6"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_622""}",1,EXTSOURCE-44ad17c14c1f1db2f5c2248d,XREVIEW-93de56ef876e5fc28efa5511,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-ec0f6316b7a6f1b6c3a55122,unresolved_rejected_from_math,128590,"{""character_end"": """", ""character_start"": """", ""column"": ""10"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_806""}",1,EXTSOURCE-a9f23fd03eb83ee93d70974a,XREVIEW-93f7f08bb4028c377b59db26,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-5b149c54302ccb577804f0b6,unresolved_rejected_from_math,48025,"{""character_end"": """", ""character_start"": """", ""column"": ""9"", ""page"": """", ""row"": ""4"", ""table_id"": ""html_table_1106""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-954089a5db69774b652f3662,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-44e5caeef29a422333def408,unresolved_rejected_from_math,45691,"{""character_end"": """", ""character_start"": """", ""column"": ""7"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_1214""}",1,EXTSOURCE-44ad17c14c1f1db2f5c2248d,XREVIEW-9649852437eeae7f79a6a0f3,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-104e796f7ff48e36d6d7fc63,unresolved_rejected_from_math,Annotation of Estimate!!Native!!Total population!!SEX AND AGE!!25 to 44 years,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""578"", ""table_id"": ""html_table_1""}",1,EXTSOURCE-147d69f5a810acff834a01d3,XREVIEW-986158d2e779f9225de12682,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-f7ab12f267dd5cf4267398c9,unresolved_rejected_from_math,56776,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""8"", ""table_id"": ""html_table_1306""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-9b2a3ddc3e6dde49a1bdd475,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-7066e895835a57b871a83db8,unresolved_rejected_from_math,108736,"{""character_end"": """", ""character_start"": """", ""column"": ""6"", ""page"": """", ""row"": ""12"", ""table_id"": ""html_table_1458""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-9bdd224e7c21ca80581f0ee7,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-5a133051c3bc26c028e13d71,unresolved_rejected_from_math,71718,"{""character_end"": """", ""character_start"": """", ""column"": ""6"", ""page"": """", ""row"": ""9"", ""table_id"": ""html_table_1410""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-9c361a524f605debd333c6a1,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-5f4d8a6fe295a7a9a8dc0328,unresolved_rejected_from_math,66139,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_806""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-9e0c7b29cbc918a1b94a6c7b,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-79c4d6f502595b06b322fc5a,unresolved_rejected_from_math,128284,"{""character_end"": """", ""character_start"": """", ""column"": ""3"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_1730""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-9faef5f5a6c7cadb13bfd578,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-e40a93dab0e308b65113233d,unresolved_rejected_from_math,80847,"{""character_end"": """", ""character_start"": """", ""column"": ""7"", ""page"": """", ""row"": ""4"", ""table_id"": ""html_table_1006""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-a0a8f8e3c5ed1aadb02b509a,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-125f78c27647e0edb168484c,unresolved_rejected_from_math,"FRESNO-MADERA-HANFORD, CA LOCALITY PAY AREA","{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""24"", ""table_id"": ""html_table_340""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-a144fc9079117bf1df7177db,unresolved_conflict,conflict
