non_base_wage_observation_id,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,non_base_wage_type,value_text,effective_date,eligibility_or_implementation_rule,bounded_evidence_pointer,confidence,reason_code,qa_status,cumulative_cohort,source_seed_observation_id,qa_original_status,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_provisional_lane,source_quantitative_observation_id,source_mixed_join_key,targeted_qa_resolution_ids,targeted_qa_resolution_classification,targeted_qa_resolution_status,targeted_qa_reason_codes,targeted_qa_source_observation_id,active_in_qa_corrected_lane
nobs_97ec3eb28fbb5dcfa33a3149,cex_7fb62cac4d915b216871b5a5,doc_f7680e03102a03036d85c06b,ttd_2bdb3075f48071d39afa35c9,sr_be95ac3ad1ecc8de7da6a319,NSCQ-IL-20260720-0127,IL,Pekin,CITY OF PEKIN,police,cba,,,33,reimbursements,limit to $75; items over $250; includes uniforms if damaged and equipment if broken,,Reimbursement eligibility applies to damaged personal property (uniforms/equipment) and excludes cellular phones and other personally owned electronic devices.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0145_sr_be95ac3ad1ecc8de7da6a319.pdf#page=33,low,DAMAGED_PROPERTY_REIMBURSEMENT_TOKENS_TR,needs_review,corrected_500_seed,nobs_97ec3eb28fbb5dcfa33a3149,needs_review,not_in_targeted_queue,not_applicable,nobs_97ec3eb28fbb5dcfa33a3149,,true,,,,not_in_targeted_queue,not_applicable,,nobs_97ec3eb28fbb5dcfa33a3149,true
nobs_f5c8f9f3d240e4e41dd71c26,cex_67f5c6c34935f05dcc055ff6,doc_ca3ea3d9739a4264b3205797,ttd_40a0a14a100c3eb7dfc568d4,sr_2a0a2a0d1f00ca92436f6b08,NSCQ-IL-20260720-0008,IL,Rockford,CITY OF ROCKFORD,fire,cba,,,24,overtime,Stand-by hours are not counted in computing overtime.,,Rule for determining time included in overtime calculations.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0167_sr_2a0a2a0d1f00ca92436f6b08.pdf#page=24,high,OVERTIME_COMPUTATION_STANDBY_NOT_COUNTED,provisional_unverified,corrected_500_seed,nobs_f5c8f9f3d240e4e41dd71c26,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_f5c8f9f3d240e4e41dd71c26,,true,,,,not_in_targeted_queue,not_applicable,,nobs_f5c8f9f3d240e4e41dd71c26,true
nobs_6e3786b138586875dddfbcf6,cex_67f5c6c34935f05dcc055ff6,doc_ca3ea3d9739a4264b3205797,ttd_40a0a14a100c3eb7dfc568d4,sr_2a0a2a0d1f00ca92436f6b08,NSCQ-IL-20260720-0008,IL,Rockford,CITY OF ROCKFORD,fire,cba,,,24,other,Court appearance credit: minimum two (2) hours or actual time; rounded to nearest fifteen (15) minutes; compensable time,,"Employees ordered/subpoenaed to testify for the City receive credit for each non-duty day appearance; compensable time commences at the hour ordered to appear; if cancelled less than twenty-four (24) hours prior, employee receives minimum (",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0167_sr_2a0a2a0d1f00ca92436f6b08.pdf#page=24,medium,COURT_APPEARANCE_MINIMUM_AND_TIMING_RULE,provisional_unverified,corrected_500_seed,nobs_6e3786b138586875dddfbcf6,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_6e3786b138586875dddfbcf6,,true,,,,not_in_targeted_queue,not_applicable,,nobs_6e3786b138586875dddfbcf6,true
nobs_bba9e6bcc0560f274042f215,cex_67f5c6c34935f05dcc055ff6,doc_ca3ea3d9739a4264b3205797,ttd_40a0a14a100c3eb7dfc568d4,sr_2a0a2a0d1f00ca92436f6b08,NSCQ-IL-20260720-0008,IL,Rockford,CITY OF ROCKFORD,fire,cba,,,25,other,Meal-site rule: 24-hour employees and alarm operators cannot leave appointed stations during their tour for meals.,,Applies to 24-hour employees and alarm operators during their tour of duty for meals.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0167_sr_2a0a2a0d1f00ca92436f6b08.pdf#page=25,low,MEAL_SITE_OPERATIONAL_CONDITION_NO_PAY_T,needs_review,corrected_500_seed,nobs_bba9e6bcc0560f274042f215,needs_review,not_in_targeted_queue,not_applicable,nobs_bba9e6bcc0560f274042f215,,true,,,,not_in_targeted_queue,not_applicable,,nobs_bba9e6bcc0560f274042f215,true
nobs_ac7acd81ee2a72f80eda5299,cex_67f5c6c34935f05dcc055ff6,doc_ca3ea3d9739a4264b3205797,ttd_40a0a14a100c3eb7dfc568d4,sr_2a0a2a0d1f00ca92436f6b08,NSCQ-IL-20260720-0008,IL,Rockford,CITY OF ROCKFORD,fire,cba,,,25,other,Paramedic/ambulance staffing and shift structure: ambulance company staffing described and shift duration split between ,,Ambulances work twelve (12) hours as firefighter and twelve (12) hours as paramedic (if required); staffing references four (4) paramedics per shift.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0167_sr_2a0a2a0d1f00ca92436f6b08.pdf#page=25,low,SHIFT_DURATION_RULE_NO_COMP_AMTS_VISIBLE,needs_review,corrected_500_seed,nobs_ac7acd81ee2a72f80eda5299,needs_review,not_in_targeted_queue,not_applicable,nobs_ac7acd81ee2a72f80eda5299,,true,,,,not_in_targeted_queue,not_applicable,,nobs_ac7acd81ee2a72f80eda5299,true
nobs_5f6b6f20d5a62431a83daa3b,cex_8edceeb0ad4ae0322e14d92d,doc_c9d9aa7d886e4b412239fcf5,ttd_4c1ed1b29d421b077992ebe4,sr_2447772b5afee35ae0e4132e,NSCQ-IL-20260720-0009,IL,Rockford,CITY OF ROCKFORD,non_safety,cba,,,52,other,one-time $300.00 bonus on a separate check,,Separate check (amount tokened); eligibility context present but not fully visible in packet.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0212_sr_2447772b5afee35ae0e4132e.pdf#page=52,medium,ONE_TIME_BONUS_TOKENED_NO_ELIGIBILITY,provisional_unverified,corrected_500_seed,nobs_5f6b6f20d5a62431a83daa3b,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_5f6b6f20d5a62431a83daa3b,,true,,,,not_in_targeted_queue,not_applicable,,nobs_5f6b6f20d5a62431a83daa3b,true
nobs_dd8202d6beec469dbfc8c09f,cex_8edceeb0ad4ae0322e14d92d,doc_c9d9aa7d886e4b412239fcf5,ttd_4c1ed1b29d421b077992ebe4,sr_2447772b5afee35ae0e4132e,NSCQ-IL-20260720-0009,IL,Rockford,CITY OF ROCKFORD,non_safety,cba,,,52,education_or_certification,certification bonus for ICC certifications exceeding minimum requirements (schedule) in 26 pay period,"January 1, 2024",Paid for all ICC certifications exceeding minimum requirements according to the following schedule in 26 pay period.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0212_sr_2447772b5afee35ae0e4132e.pdf#page=52,low,CERT_BONUS_EXISTS_BUT_SCHEDULE_AMOUNTS_M,needs_review,corrected_500_seed,nobs_dd8202d6beec469dbfc8c09f,needs_review,not_in_targeted_queue,not_applicable,nobs_dd8202d6beec469dbfc8c09f,,true,,,,not_in_targeted_queue,not_applicable,,nobs_dd8202d6beec469dbfc8c09f,true
nobs_3f39b4ea1c776a2a278bbd81,cex_5ae5f98e2beab26ced8cb794,doc_fa108ae91e7b77e270a3a21f,ttd_11427692c4aa8fe575fabf7b,sr_590328e936831c03a7b2f8d4,NSCQ-IL-20260720-0007,IL,Rockford,CITY OF ROCKFORD,police,cba,,,25,leave,Funeral leave with pay; leave not granted for day(s) an employee is on approved leave or vacation or holiday as provided,,Chief of Police may authorize time off without pay in situations not covered in the article.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_590328e936831c03a7b2f8d4.pdf#page=25,medium,FUNERAL_LEAVE_WITH_PAY_AND_DENIAL_COND,provisional_unverified,corrected_500_seed,nobs_3f39b4ea1c776a2a278bbd81,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_3f39b4ea1c776a2a278bbd81,,true,,,,not_in_targeted_queue,not_applicable,,nobs_3f39b4ea1c776a2a278bbd81,true
nobs_1305cc30e55e9bed128d11a8,cex_5ae5f98e2beab26ced8cb794,doc_fa108ae91e7b77e270a3a21f,ttd_11427692c4aa8fe575fabf7b,sr_590328e936831c03a7b2f8d4,NSCQ-IL-20260720-0007,IL,Rockford,CITY OF ROCKFORD,police,cba,,,25,leave,Military leave paid difference between military pay (excluding expense allowances) and straight time pay,,Employees on approved military leave are paid the difference; law-covered leave limitations are referenced.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_590328e936831c03a7b2f8d4.pdf#page=25,medium,MILITARY_PAY_DIFFERENCE_EXCLUDING_EXP,provisional_unverified,corrected_500_seed,nobs_1305cc30e55e9bed128d11a8,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_1305cc30e55e9bed128d11a8,,true,,,,not_in_targeted_queue,not_applicable,,nobs_1305cc30e55e9bed128d11a8,true
nobs_34e7e12d1784727123afd4f3,cex_5ae5f98e2beab26ced8cb794,doc_fa108ae91e7b77e270a3a21f,ttd_11427692c4aa8fe575fabf7b,sr_590328e936831c03a7b2f8d4,NSCQ-IL-20260720-0007,IL,Rockford,CITY OF ROCKFORD,police,cba,,,25,leave,Jury service leave: entitled to option of receiving jury duty pay or regular straight time pay; if regular straight time,,"If employee chooses regular straight time pay, the full amount of jury duty pay (excluding expense allowances) is reimbursed to the City by the employee.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_590328e936831c03a7b2f8d4.pdf#page=25,low,JURY_PAY_OPTION_AND_REIMBURSEMENT_RULE,needs_review,corrected_500_seed,nobs_34e7e12d1784727123afd4f3,needs_review,not_in_targeted_queue,not_applicable,nobs_34e7e12d1784727123afd4f3,,true,,,,not_in_targeted_queue,not_applicable,,nobs_34e7e12d1784727123afd4f3,true
nobs_8f63135e175c240c73de2e1e,cex_3c9c7530e9b8f5036e78d302,doc_87bf361ddebc9eec5e311080,ttd_eacde392419e6d72e39926a8,sr_abc2fb6487604746598568e9,NSCQ-IL-20260720-0273,IL,Villa Park,VILLAGE OF VILLA PARK,fire,cba,,,20,overtime,one and one-half (1 1/2),,Employees assigned to 24-hour shifts; overtime consists of hours worked outside the established work schedule; based upon 2713 paid hours of work annually,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0121_sr_abc2fb6487604746598568e9.pdf#page=20,medium,NB1,provisional_unverified,corrected_500_seed,nobs_8f63135e175c240c73de2e1e,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_8f63135e175c240c73de2e1e,,true,,,,not_in_targeted_queue,not_applicable,,nobs_8f63135e175c240c73de2e1e,true
nobs_975cdf91ea149611f9efc35b,cex_3c9c7530e9b8f5036e78d302,doc_87bf361ddebc9eec5e311080,ttd_eacde392419e6d72e39926a8,sr_abc2fb6487604746598568e9,NSCQ-IL-20260720-0273,IL,Villa Park,VILLAGE OF VILLA PARK,fire,cba,,,20,overtime,2713 paid hours of work annually,,Overtime pay calculation reference,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0121_sr_abc2fb6487604746598568e9.pdf#page=20,medium,NB2,provisional_unverified,corrected_500_seed,nobs_975cdf91ea149611f9efc35b,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_975cdf91ea149611f9efc35b,,true,,,,not_in_targeted_queue,not_applicable,,nobs_975cdf91ea149611f9efc35b,true
nobs_64d98dcdbda11510ad7edf05,cex_3c9c7530e9b8f5036e78d302,doc_87bf361ddebc9eec5e311080,ttd_eacde392419e6d72e39926a8,sr_abc2fb6487604746598568e9,NSCQ-IL-20260720-0273,IL,Villa Park,VILLAGE OF VILLA PARK,fire,cba,,,19,other,.212 hours of Kelly time per scheduled shift day,,"Floating Kelly time for probationary member calculated by multiplying .212 hours per scheduled shift day by scheduled shifts from first day on shift until end of fiscal year (including scheduled shifts covered with benefit or trade time,但空除",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0121_sr_abc2fb6487604746598568e9.pdf#page=19,low,NB3,needs_review,corrected_500_seed,nobs_64d98dcdbda11510ad7edf05,needs_review,not_in_targeted_queue,not_applicable,nobs_64d98dcdbda11510ad7edf05,,true,,,,not_in_targeted_queue,not_applicable,,nobs_64d98dcdbda11510ad7edf05,true
nobs_7cc63c6f871e692e93d759e2,cex_3c9c7530e9b8f5036e78d302,doc_87bf361ddebc9eec5e311080,ttd_eacde392419e6d72e39926a8,sr_abc2fb6487604746598568e9,NSCQ-IL-20260720-0273,IL,Villa Park,VILLAGE OF VILLA PARK,fire,cba,,,21,other,minimum of thirty (30) minutes,,"If an employee does not respond within thirty (30) minutes of call back or tone out, paid for a minimum of thirty (30) minutes at basic straight-time hourly rate",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0121_sr_abc2fb6487604746598568e9.pdf#page=21,low,NB4,needs_review,corrected_500_seed,nobs_7cc63c6f871e692e93d759e2,needs_review,not_in_targeted_queue,not_applicable,nobs_7cc63c6f871e692e93d759e2,,true,,,,not_in_targeted_queue,not_applicable,,nobs_7cc63c6f871e692e93d759e2,true
nobs_2cd01484c3af8f4c2ac54d07,cex_90a52d9038b64c1a1778bdcd,doc_4db2d4c78031bbac979d4774,ttd_77f716e3f2422b6881de9f7f,sr_08f63ca8a291f3a735082ac4,NSCQ-IL-20260720-0275,IL,Villa Park,VILLAGE OF VILLA PARK,non_safety,cba,,,13,leave,compensatory time off in lieu of overtime payments,,"Must indicate preference at end of the shift (or no later) under Art. XX, Section 20.1; compensatory time limit referenced as 40 hours per fiscal year; eligibility requires receiving 40 hours of pay during normal work week.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0165_sr_08f63ca8a291f3a735082ac4.pdf#page=13,medium,COMP_TIME_OFF_IN_LIEU_OVERTIME,provisional_unverified,corrected_500_seed,nobs_2cd01484c3af8f4c2ac54d07,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_2cd01484c3af8f4c2ac54d07,,true,,,,not_in_targeted_queue,not_applicable,,nobs_2cd01484c3af8f4c2ac54d07,true
nobs_8fa86fe2cc16defa107334c0,cex_90a52d9038b64c1a1778bdcd,doc_4db2d4c78031bbac979d4774,ttd_77f716e3f2422b6881de9f7f,sr_08f63ca8a291f3a735082ac4,NSCQ-IL-20260720-0275,IL,Villa Park,VILLAGE OF VILLA PARK,non_safety,cba,,,13,leave,40 hours of compensatory time each fiscal year,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0165_sr_08f63ca8a291f3a735082ac4.pdf#page=13,medium,COMP_TIME_ANNUAL_CAP_TOKEN,provisional_unverified,corrected_500_seed,nobs_8fa86fe2cc16defa107334c0,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_8fa86fe2cc16defa107334c0,,true,,,,not_in_targeted_queue,not_applicable,,nobs_8fa86fe2cc16defa107334c0,true
nobs_11f48dd556541aacd530d0ce,cex_90a52d9038b64c1a1778bdcd,doc_4db2d4c78031bbac979d4774,ttd_77f716e3f2422b6881de9f7f,sr_08f63ca8a291f3a735082ac4,NSCQ-IL-20260720-0275,IL,Villa Park,VILLAGE OF VILLA PARK,non_safety,cba,,,13,leave,eligible to receive overtime compensation requires receiving 40 hours of pay during normal work week,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0165_sr_08f63ca8a291f3a735082ac4.pdf#page=13,low,COMP_TIME_ELIGIBILITY_HOURS_PAY_TOKEN,needs_review,corrected_500_seed,nobs_11f48dd556541aacd530d0ce,needs_review,not_in_targeted_queue,not_applicable,nobs_11f48dd556541aacd530d0ce,,true,,,,not_in_targeted_queue,not_applicable,,nobs_11f48dd556541aacd530d0ce,true
nobs_7fd0eea284c5d5fd1b9a4a61,cex_44661af40fa2ef3cd7de725f,doc_45b6d37ccc80199ef57f243f,ttd_a1d1a695722e9094f5d7dc2f,sr_a53fdc87959971fc111de210,NSCQ-IL-20260720-0092,IL,Wheaton,CITY OF WHEATON,non_safety,cba,,,22,leave,vacation payout/use similar schedule; except interest arbitration and/or previous red-circling,,City implements a similar schedule of vacation payout/use for all employees except those subject to interest arbitration and/or previous red-circling,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0191_sr_a53fdc87959971fc111de210.pdf#page=22,medium,L11,provisional_unverified,corrected_500_seed,nobs_7fd0eea284c5d5fd1b9a4a61,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_7fd0eea284c5d5fd1b9a4a61,,true,,,,not_in_targeted_queue,not_applicable,,nobs_7fd0eea284c5d5fd1b9a4a61,true
nobs_c1be24d6351843942fad05cd,cex_44661af40fa2ef3cd7de725f,doc_45b6d37ccc80199ef57f243f,ttd_a1d1a695722e9094f5d7dc2f,sr_a53fdc87959971fc111de210,NSCQ-IL-20260720-0092,IL,Wheaton,CITY OF WHEATON,non_safety,cba,,,22,leave,new employees eligible for vacation usage after 6 months of service,,successfully completing six (6) months of service,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0191_sr_a53fdc87959971fc111de210.pdf#page=22,high,L12,provisional_unverified,corrected_500_seed,nobs_c1be24d6351843942fad05cd,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_c1be24d6351843942fad05cd,,true,,,,not_in_targeted_queue,not_applicable,,nobs_c1be24d6351843942fad05cd,true
nobs_50a3de6abaa0518b8ed76499,cex_44661af40fa2ef3cd7de725f,doc_45b6d37ccc80199ef57f243f,ttd_a1d1a695722e9094f5d7dc2f,sr_a53fdc87959971fc111de210,NSCQ-IL-20260720-0092,IL,Wheaton,CITY OF WHEATON,non_safety,cba,,,22,leave,vacation use increments of 2 hours or more; smaller increments allowed with permission,,Vacation may be used in increments of two (2) hours or more; smaller increments permitted if the job assignment for that day is completed and employee receives permission from Division Superintendent or designee,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0191_sr_a53fdc87959971fc111de210.pdf#page=22,high,L13,provisional_unverified,corrected_500_seed,nobs_50a3de6abaa0518b8ed76499,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_50a3de6abaa0518b8ed76499,,true,,,,not_in_targeted_queue,not_applicable,,nobs_50a3de6abaa0518b8ed76499,true
nobs_aa2c7e57009bb869fe057bea,cex_44661af40fa2ef3cd7de725f,doc_45b6d37ccc80199ef57f243f,ttd_a1d1a695722e9094f5d7dc2f,sr_a53fdc87959971fc111de210,NSCQ-IL-20260720-0092,IL,Wheaton,CITY OF WHEATON,non_safety,cba,,,22,leave,vacation at separation: accumulated vacation at separation uses the employee's current rate of pay,,"At separation, compensation for unused vacation allowances is based on the employee's current rate of pay",tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0191_sr_a53fdc87959971fc111de210.pdf#page=22,medium,L14,provisional_unverified,corrected_500_seed,nobs_aa2c7e57009bb869fe057bea,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_aa2c7e57009bb869fe057bea,,true,,,,not_in_targeted_queue,not_applicable,,nobs_aa2c7e57009bb869fe057bea,true
nobs_a3f59d3de017bca58bb7df1a,cex_44661af40fa2ef3cd7de725f,doc_45b6d37ccc80199ef57f243f,ttd_a1d1a695722e9094f5d7dc2f,sr_a53fdc87959971fc111de210,NSCQ-IL-20260720-0092,IL,Wheaton,CITY OF WHEATON,non_safety,cba,,,22,leave,vacation selection: simultaneous requests considered in order of seniority; written requests 3 work days in advance; one,,Simultaneous requests considered in order of seniority; written vacation leave requests made at least three (3) work days in advance approved or denied within one (1) work day,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0191_sr_a53fdc87959971fc111de210.pdf#page=22,medium,L15,provisional_unverified,corrected_500_seed,nobs_a3f59d3de017bca58bb7df1a,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_a3f59d3de017bca58bb7df1a,,true,,,,not_in_targeted_queue,not_applicable,,nobs_a3f59d3de017bca58bb7df1a,true
nobs_10027a017eddb0bbd9e2ac4f,cex_8d9a0e2f35959dd202ed1123,doc_ea0c8105858a51f07d95381e,ttd_2a25919a713603d820e39c55,sr_d15cc4585f5931e83c8142a3,NSCQ-IL-20260720-0089,IL,Wheaton,CITY OF WHEATON,police,cba,,,7,other,Union dues deducted each month in the amount certified by the Union; submitted within fifteen (15) days after deductions,,Deducted upon receipt of proper written authorization from a Member,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0001_sr_d15cc4585f5931e83c8142a3.pdf#page=7,medium,DPAUEDUCTION_BY_AUTHORIZATION_AND_TIMEFR,provisional_unverified,corrected_500_seed,nobs_10027a017eddb0bbd9e2ac4f,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_10027a017eddb0bbd9e2ac4f,,true,,,,not_in_targeted_queue,not_applicable,,nobs_10027a017eddb0bbd9e2ac4f,true
nobs_e437c6cbc92d511263df52a5,cex_8d9a0e2f35959dd202ed1123,doc_ea0c8105858a51f07d95381e,ttd_2a25919a713603d820e39c55,sr_d15cc4585f5931e83c8142a3,NSCQ-IL-20260720-0089,IL,Wheaton,CITY OF WHEATON,police,cba,,,7,other,Fair share fee deducted monthly from earnings of non-members; commences thirty (30) days after the effective date of the,thirty (30) days after the effective date of this Agreement,Applies to members who are not members of Chapter #450; for collective bargaining and contract administration services,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0001_sr_d15cc4585f5931e83c8142a3.pdf#page=7,medium,FAIR_SHARE_FEE_COMMENCEMENT_AND_MONTHLY,provisional_unverified,corrected_500_seed,nobs_e437c6cbc92d511263df52a5,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_e437c6cbc92d511263df52a5,,true,,,,not_in_targeted_queue,not_applicable,,nobs_e437c6cbc92d511263df52a5,true
nobs_5372a75f67072ad6790c28c9,cex_22d4d1ba800b504466fa6c16,doc_3ee485f65d8ce8dee311a973,ttd_ff7bb5740c1f0e90ebb6679a,sr_140e175be2428c7322e45aad,NSCQ-KS-20260720-0018,KS,Hutchinson,CITY OF HUTCHINSON,police,cba,,,21,other,Designated Bureau Pay: additional $1.25 per hour for all actual hours worked (excluding outside security assignments; no,,Excludes outside security assignments and excludes periods of paid or unpaid leave and periods assigned to light duty.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0026_sr_140e175be2428c7322e45aad.pdf#page=21,medium,N1,provisional_unverified,corrected_500_seed,nobs_5372a75f67072ad6790c28c9,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_5372a75f67072ad6790c28c9,,true,,,,not_in_targeted_queue,not_applicable,,nobs_5372a75f67072ad6790c28c9,true
nobs_eaa8f07c76407a6d0f5f4f28,cex_22d4d1ba800b504466fa6c16,doc_3ee485f65d8ce8dee311a973,ttd_ff7bb5740c1f0e90ebb6679a,sr_140e175be2428c7322e45aad,NSCQ-KS-20260720-0018,KS,Hutchinson,CITY OF HUTCHINSON,police,cba,,,21,stipend,Special Duty Pay monthly rates: $75 per month and $50 per month,,Paid during two (2) bi-weekly pay cycles each month if employee is in active pay status; employee cannot receive more than two (2) Special Duty pays at the same time.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0026_sr_140e175be2428c7322e45aad.pdf#page=21,high,N2,provisional_unverified,corrected_500_seed,nobs_eaa8f07c76407a6d0f5f4f28,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_eaa8f07c76407a6d0f5f4f28,,true,,,,not_in_targeted_queue,not_applicable,,nobs_eaa8f07c76407a6d0f5f4f28,true
nobs_27da8538b8c5eac3a2a38a2d,cex_22d4d1ba800b504466fa6c16,doc_3ee485f65d8ce8dee311a973,ttd_ff7bb5740c1f0e90ebb6679a,sr_140e175be2428c7322e45aad,NSCQ-KS-20260720-0018,KS,Hutchinson,CITY OF HUTCHINSON,police,cba,,,21,longevity,Longevity Pay frozen at end of 2016 payroll year-end rate (12/24/2016),12/24/2016,Employees not eligible for longevity pay by 12/24/2016 will not receive longevity pay in future years; progression to higher longevity tiers is discontinued.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0026_sr_140e175be2428c7322e45aad.pdf#page=21,high,N3,provisional_unverified,corrected_500_seed,nobs_27da8538b8c5eac3a2a38a2d,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_27da8538b8c5eac3a2a38a2d,,true,,,,not_in_targeted_queue,not_applicable,,nobs_27da8538b8c5eac3a2a38a2d,true
nobs_3f2a616db5662fb7eb413b51,cex_0f21f7f72e851886c4e82191,doc_0a98aac0d2c5cd146a99cfad,ttd_c48c06bdaff7b82eb60857b8,sr_10cb9191b1b576792d8ec4f9,NSCQ-KY-20260720-0004,KY,Lexington-Fayette,URBAN COUNTY GOVERNMENT OF LEXINGTON-FAYETTE,police,cba,,,13,leave,standard notification forty-eight (48) hours,,Pre-approved by Member’s immediate supervisor; approval not unreasonably withheld; parameters may be shorter case-by-case; reporting as “Union Business.”,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0375_sr_10cb9191b1b576792d8ec4f9.pdf#page=13,medium,S4_48H,provisional_unverified,corrected_500_seed,nobs_3f2a616db5662fb7eb413b51,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_3f2a616db5662fb7eb413b51,,true,,,,not_in_targeted_queue,not_applicable,,nobs_3f2a616db5662fb7eb413b51,true
