request_phase,extraction_case_id,gabriel_request_id,gabriel_backend,gabriel_model,request_status,schema_valid,prompt_sha256,prompt_chars,input_page_count,input_text_chars,input_image_count,input_image_bytes,raw_prompt_saved,raw_response_saved,encoded_image_saved,response_sha256,response_chars,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_message,credential_value_saved,authorization_header_saved
live_remaining,cexrem_382565ae1b5857352c2199e1,resp_0a4869d60d87a600006a65617108ec81939d71c3ea1588a922,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,165188eee862edcb582d3f0f1a322ea3716c885b6600e3cca57912700a7b9f70,10259,6,5996,0,0,false,false,false,0242c588f4bade55e1fae2afc95c0d632ac7be0aacde8c686c65532d1c1e737b,2568,3121,1070,4191,58.060764,,,false,false
live_remaining,cexrem_38cb1441c6b5d229e5c14fc3,resp_0568bc5013725d28006a6561755a288196b5e13d448f4c02ec,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,bc35b6c0690a327a750de90010f1f0e3c1d63bb1645ab7f1f3bb6398443a17a3,10316,6,5990,0,0,false,false,false,353f29ea6742dd78cbb507f33da02be2a422b262e6700051f285e1ebcbb3d2ea,498,3042,200,3242,57.751796,,,false,false
live_remaining,cexrem_38fd15a64156979ce9842661,resp_07b09c3a0340a91d006a656177ccc48196ad0f5b90fbafc7d3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a4eff79531db641a8c952df62aa291e853b5de993b4c97bf56e7a8a0fb71648e,10280,6,5990,2,189152,false,false,false,4c4cdeb7d58defe6b2eb6de9bcc632e7c8f3a39671cac92d202125e76751ecaf,2754,5568,968,6536,64.927576,,,false,false
live_remaining,cexrem_3991e7f5e0e106d3b85c0d19,resp_058c5f6a9e9e2b6c006a65617826148194be9f5bd3a8f624c9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f99ad946904fb8aad087d130c3dca853a0cdf55d03873389a34bef7b417a32c9,10289,6,5998,2,290786,false,false,false,813088d47a70ab6657a3d8bccf4a187f7e47f654ae770fa84ba228d5edbb265a,1933,5824,576,6400,62.410124,,,false,false
live_remaining,cexrem_39bdbd15dcd0f086e050a5ec,resp_0e5d8ee236b0d758006a65617c6fc48196a5919831e7f4f974,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f497325a5f6f0d3af54b0ad52a2c64883436316210b1a5b129df8d480986785a,10288,6,5992,0,0,false,false,false,9d4e732a0f96423c6342c8d8d6747cb361bbd2d8a22cc9a73d0dc4fbc62df4e9,643,3077,218,3295,64.609249,,,false,false
live_remaining,cexrem_3a040998ee8b1b997d1bb4e6,resp_0dc5e8ad1e9430e8006a65617e9a888196aa4633cb022d6fc2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,817ce8758ff6626e293670e20998b0be6398ea6bb064a36e733033bec9f0d55e,6500,6,2266,0,0,false,false,false,20d724adf7a77717556609283b04ccc23f6e62cb7c0d0c0f36b9f7da1b34f3e7,530,2312,190,2502,66.853277,,,false,false
live_remaining,cexrem_3a22913a632fcfa82c72155a,resp_003a6088b0a222fa006a65617eed188194b2ccb96b9a6b5f0d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,26e40fc95b19408fa76273b063a0ec20e2782af2842c30212647da6e73d903ce,10374,6,5999,0,0,false,false,false,944ab984fe01a8f1666ffd9a2d148e962bc3da120e44f359ee4c5a5afa6f1e68,1601,3277,504,3781,69.242993,,,false,false
live_remaining,cexrem_3a85c9e4b7cd20a69c3a8f3e,resp_0902315b5aa66c0e006a656180d5948194a952e660580aced2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,49af3c76b93ae3f56b1d2ed6bab7e6873f2a9d14a3681d6497caac82e09562c6,7384,6,3189,0,0,false,false,false,4fe654900f9e69a8ec302a01c5723f7b7fc0ac634e157b0aaf2e8d16d3945349,2110,2411,741,3152,71.748100,,,false,false
live_remaining,cexrem_3a97b1e61f399f2d40add48b,resp_0664437046c426f7006a6561833aa08197a4e9cb28f81a1e4d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,60afef8e351078f582ce841bbb897c283ab3ed7cff29536cc75608569f829ce6,10265,6,5998,0,0,false,false,false,5f4de6d58543aa92d2e9833a61246edd84912f46f92ce29dd3a2339013f932eb,2058,3074,796,3870,75.191594,,,false,false
live_remaining,cexrem_3af1f37c780814ebc1993c5c,resp_0d262d8960f50149006a6561893f748197bc90981ead1487dd,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f158e53abdaeb5229d200fb42f3244a5b371daf6eb23a65689b83006056dadd7,10261,6,5984,0,0,false,false,false,c8d2a3367a185430aaa196335a86615c489ddfd659cf887f0c2de3c20784622b,1032,3138,350,3488,3.211280,,,false,false
live_remaining,cexrem_3b63845b6ec3930c0c814636,resp_03dc2f95e0dd945b006a65618945348190bd5da81bae5f43c8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0d27d4b28393997cde8f86880176ddf3a437b7fe1b3df58c8e6f9e00cbd8a30c,10277,6,5998,0,0,false,false,false,37b9f1ac9258cb43609e33b49646df9716c71e4049254628ba78cf3dec74e2a1,1200,3158,445,3603,4.899690,,,false,false
live_remaining,cexrem_3bb5679b9f4b7146e0932bf9,resp_0518855c919faf2f006a65618c69b88194a9c15a72100e32a0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,649318ed752a82d34a2b8a6349a63d52911fda6e07cdfa8389fa0e2f78aac63c,10349,6,5991,0,0,false,false,false,b34aab7f97165faf567e2a33b821396fb05dc2a2f2a7bc3dd98f59a194782d67,2450,3133,916,4049,9.179748,,,false,false
live_remaining,cexrem_3c0f87ef5b55eddc29f9c32b,resp_0f48b7c397d65aa6006a65618e15948197825da3fcff4129c0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2af89324964781c1b4b6ed285f7222f23ae3cb717eb5ff45aaf6837b72d7f11d,10333,6,5999,0,0,false,false,false,ddbb831c5c48e8db69b503b0ef4ea9307831f2f73de127c2d2e3fef2b5bf0889,3325,3198,1064,4262,13.576223,,,false,false
live_remaining,cexrem_3cdd1cb7adf3e02f7937e8ff,resp_038f1f3655ac28a2006a6561926c84819695fe432931cfd996,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2899e5c32404d4ec5204a0a6dac50f93b06ea936601386a76704994ff6100f67,10286,6,5996,0,0,false,false,false,e8bdc8bcd4f95124d02d29fc262953ea504523fc284ecfdfce3c8f43636df625,563,3090,268,3358,12.428194,,,false,false
live_remaining,cexrem_3d2a3250bb9478bbc191b7f8,resp_0937876ee256b213006a656195b9ec8193b980e9eb0c3c5e29,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e6b707d61ce8b107c4d3e68288cd6fcfd498482e764b659e1fa84135bb468902,10319,6,5999,2,176172,false,false,false,68b74f7f4c2d43c7344ec78df7292efd5b86e79da669f1b42515fb19d191de02,546,5810,264,6074,15.222660,,,false,false
live_remaining,cexrem_3d36ac51a9a1b8053d864505,resp_0cb82a58b6a1158c006a656196c5388196927f739011d202ad,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,09b97a1ba661485b1b23cd9627385ad627d8aeb1fd87e5b4f983f1e663f8f1ec,10408,6,5997,0,0,false,false,false,1bf46340d027af0c3ce9b335535bc27d046cd0c8b5468d93364b82dbc66fbac6,1749,3291,703,3994,19.126616,,,false,false
live_remaining,cexrem_3d5510942fe6da816f40b86f,resp_046e48e2403a673b006a6561987a4c81948a697f6d74dac1f7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,da7f3cbc1b1cad242f837757983eac988af3347a2b45102f7d7e2227a19a0a63,3308,1,188,1,28018,false,false,false,6dbf81e9c18e548ab8b862ee7aa62f7593e056cbf206c6efb69dcb2bcfc936be,1694,2905,456,3361,20.239467,,,false,false
live_remaining,cexrem_3d64c65c87cc9641c11c6db4,resp_0b499cb35960463e006a65619c56348196a86dd73b92cdd48e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,bb0077a3b189a5a0f7fb67856dbbf6f06a494aed508356513ec2fe873a1f839e,3366,1,235,1,33321,false,false,false,4ff9050acae8dbbc305cc3da6f3119cbf1e7b33d08e71bfcd63918049edf261e,405,2918,146,3064,21.000265,,,false,false
live_remaining,cexrem_3e0206ede84054e81ee49941,resp_09dd323e3b1a542a006a65619d6e5881948e8252597c2fa968,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,94439847650a2d81d10444d2391ace742a72fd3d3318def3ba1ae96021624484,10314,6,5988,0,0,false,false,false,e8e67277e31ed11ef82fe937aa31efff5e631c59f4215e8f80142a564e0ef4a8,659,3128,266,3394,24.332649,,,false,false
live_remaining,cexrem_3e100c1c24a27c5283852f05,resp_019929db30dbb045006a65619e34a08193b5b27105fc428703,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,88cf7e1bf4d05f7fe5c4f30ab41e10a14ecc4f1a5f34dea739048956ebbd5227,15878,6,5992,0,0,false,false,false,af8154d1ba53719fbfed3d612cf260230eaa1d4fa667b4bd7d378e3315d4ee4e,1887,6324,755,7079,27.116845,,,false,false
live_remaining,cexrem_3e6008d55c9f4273d7e1b2b8,resp_07a7fc03b77f62e3006a6561a18f98819088f10ef8d6adac92,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,3ee6fceb6b74ea3f5a5050c58975e387b329e7c4754506150aecc3d1bdfb4ccd,10395,6,5999,0,0,false,false,false,f9ad6c1fd9bb0a38c4c5b7f232e09801822d171b9f39486633c0e4a2a4ea4841,3646,3270,1102,4372,32.256014,,,false,false
live_remaining,cexrem_3e814b9a1e3607e75ceb3da1,resp_056bb2c8cf08596a006a6561a456688190afaf6b4266abfadf,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,746ca9c7ef2d57b27f977a0c4f7839154395fd16c92b8e52fb7953a739bbb449,10404,6,5999,0,0,false,false,false,750b5af5744115cb405454d180f2f8e2c399f18c3e7bb60853d9a3032508dbd1,3689,3237,1488,4725,37.843688,,,false,false
live_remaining,cexrem_3e995dcafbeff36869c802c0,resp_0f21bc4a49881004006a6561a9759c8195aea80d83d422fe75,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,8ad886bea2976b890912fff21fccb916e627c9712ee35ce67b4e5b5ae67b7323,10325,6,5997,0,0,false,false,false,a88eaa8ab0ee30db1b162b1e69b6f17e37e54d5ab16f2e5e0c5c8a7f845709be,3278,3148,1180,4328,39.864534,,,false,false
live_remaining,cexrem_3f540ecceec49ea16393ab90,resp_0f6848dff8bfd220006a6561af0f2481958ac8038d369a8851,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,61c46b6f291b141cd09cf80cc73da187ecb1d5b27088894e1da8fbd9b098cdf7,10312,6,5988,0,0,false,false,false,c74a4816c60059581c2ef0c4308b0d1398a30d38363fc26ca78561417b83e878,3445,3154,1649,4803,49.545226,,,false,false
live_remaining,cexrem_3f726259e6a41d3caeca67ad,resp_014fed2b6e7ab074006a6561b1188c8194bcff26592fcf1192,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,824bf1c70c1b88f0ee4b3d45b1f11cf175c20e2132c06afc681e6abfae7e486a,10302,6,5998,0,0,false,false,false,8b9cc3005f252312bb9910b40bd31dba5c32630cab2663e3cedbd3148a1ce1ce,2333,3188,1032,4220,47.331157,,,false,false
live_remaining,cexrem_401ada8ef6223f4d6140712e,resp_0c6beeba0f61bb4e006a6561b889308196b7509f653993ce47,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,fec7107ce3e3e9d9577abeee335fef6d64d20adb5e3bb563b64d18478fdee0b3,10279,6,5991,0,0,false,false,false,e45a2e46a7d382825c11a5c009f03d60b93a1844322631de069dc30325ca7817,2352,2747,917,3664,53.282134,,,false,false
live_remaining,cexrem_4047fdd6ca2bd9fc24ee4be1,resp_01bc2ff9f3ac2a70006a6561bac1cc819382979301eab67e3d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,46714299c9515ef29e4f46b717138640a42ae4253744bbbfcf667c219abd2aa7,10280,6,5998,0,0,false,false,false,af945264ff978d04b42f16a56a8b755b50a2e2f2bac99128d9e70068d726abef,2870,3129,758,3887,54.624149,,,false,false
live_remaining,cexrem_40583a88bdde619507293e8f,resp_04a2b02a4a04fa9f006a6561be83c88193bd9028389fd3828c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0ec79e4856bb567ad2670da1e894bd608f506a34edc138152282ad264a56544e,10280,6,5995,0,0,false,false,false,527c25ddd2975f4dc283873fd616f7b85cc6d66ef06838a45368e00c0ce31166,1064,3083,382,3465,56.833267,,,false,false
live_remaining,cexrem_405ba26689ad53394d61c6e4,resp_0513c8bf9a5e4a44006a6561bfd4388195af341aecadd5a298,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ff5e948d359e896e7a64069c3db4b121f7aa875fa20a3011591ba801512aa01b,6412,6,2173,0,0,false,false,false,e73504e10e6b7a168062bb925c23433aad8dccb07fd537ba833a74b5d39a864d,2664,2197,850,3047,61.282278,,,false,false
live_remaining,cexrem_407722e872d3febebc274451,resp_0c021c18baf8e0ad006a6561c21ccc819498fa1083f409930a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,32af25afa63b79912b1246e8b0ae01e509d827fef99efa05e1ee277c51116577,10361,6,5989,3,531004,false,false,false,360defbb544f6abf2be75debf0bbed10162c9df3c8e5b14e2a7d34e765f65fbd,2129,7225,546,7771,61.578733,,,false,false
live_remaining,cexrem_40cec6c993e90ec4696ad8bd,resp_0314aa1a0155d1ee006a6561c685408195b094b1ad9d1d2a51,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,134f2e8f9d82324fbf889c2fc9459379ecd73156b61089812140705ceac40b60,10381,6,5990,0,0,false,false,false,2e9b6ef3d31b5af5ac9add11b0d34837ea7628b63add23d74c6cf918240a5fc6,631,3161,270,3431,63.893705,,,false,false
live_remaining,cexrem_40e52d6f1e44d525dbe5ccf0,resp_06b34c9d668c34e4006a6561c6c11c8196bcb85d1ee88c100c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,314ec59bfed50761e3ae70cedda3b48c3ae9f312a361d7b90c488c57be39709f,10277,6,5995,0,0,false,false,false,7dfb678c90b21b851333ad51027f04f5e42d1235e6215489c904773f2f7a94f0,2066,3078,855,3933,67.224335,,,false,false
live_remaining,cexrem_40f87881b8f0762bdb100dc7,resp_06be792d6e97deb0006a6561c91a948196bd0f65195fb8eaa2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4fe43576458da28c88f7458eeaa657160cc2c97817eda36e7d2703f0a3187424,10339,6,5999,0,0,false,false,false,b85c43a63e3b7ff01d74aaa40747e2d70b1c2816a7b71c022be16bff7f414aeb,536,3279,265,3544,66.469413,,,false,false
live_remaining,cexrem_416c68283507b8c2f51efe09,resp_0a7fd386b8790485006a6561cbaf048194bbb167224c4dab8d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,89fc6a25519b097d2dac63fc772b856b925f21fcdae57e086a6c68b23a703f86,10305,6,5997,0,0,false,false,false,5125a98d2b56cbd8710e651d4ba8e5f92438f61c32500d97237f59077271e1e1,2854,3327,1073,4400,73.592943,,,false,false
live_remaining,cexrem_41997921f28ec3d321430450,resp_0db731c2de0e6b80006a6561d2e8f08194b8b89121e0ea26a8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d245262c3e317548bd211d3aed95f7535419510b03894a70e13819c557f80fa4,10350,6,5999,0,0,false,false,false,dffd6ad7e8fa34614778dc2d5870a01dfc6ce97306e0a91f2605cb1c56e9c11f,5146,3131,1669,4800,12.250055,,,false,false
live_remaining,cexrem_4247957b824876aee7f590df,resp_0e09ce2aed142e71006a6561d2e94881949941a48e55a2fab5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ad310407d2a886e9c800e7df1eea0bbcb59268bb405b4eef2c8e981be316ee69,10331,6,5999,0,0,false,false,false,814fef685728842cd32f2ce7f12a345b5084fa74e198c37f59efb5a1d0247273,1598,3093,694,3787,5.439599,,,false,false
live_remaining,cexrem_429887ccf791ee39c62b7db7,resp_0a88b7f816a3bfa2006a6561d84d708195bc007280fd611dd5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,3c898bab847f7eb631ff751ab559d942f84c195a5243944858863062374d4488,10328,6,5998,0,0,false,false,false,c6522ddc4b9ad57464067cc5b45d2079bafbe540c2d102bbc0393078dd9acb27,687,3185,291,3476,8.375218,,,false,false
live_remaining,cexrem_431020a45ac04f5453ce1124,resp_02df82098a783f16006a6561db39408194af39b4dd55742cb7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7475ef115e0aba93932609a04f1d49712380851c754a144090ccea8ce7d9396a,10379,6,5999,0,0,false,false,false,b92ed8c22a335e3f9bbfadde418383cfb3fce1661086a348a336adb39dc5aca1,665,3414,322,3736,11.689494,,,false,false
live_remaining,cexrem_438a23689585094f49ce3ea6,resp_07aac8162ee3eb89006a6561dea2788196a2afe46f57dd9b9c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0e908ff7f4483e1897504f2134c340412499e38a0395a1771ac024099413392e,10367,6,5997,2,240823,false,false,false,ee9636dff282c2634b7d9a8ffec52a79e47df0d3ce37c669a3945e4216829c16,596,5807,221,6028,14.151551,,,false,false
live_remaining,cexrem_43f707e151b7ebfc9fe0bfd2,resp_0755329a587a52bf006a6561df0c988190ba06202ec36ca72f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,93d8680e769ddff572e85524e2ea9957c92e2903dd344b9b612a2178b44faec7,10288,6,5996,0,0,false,false,false,8d8db5e298528883051d00ba57f073b796331f2b5940a6ce0b371cdfbff86ae9,2947,3080,1003,4083,19.289318,,,false,false
live_remaining,cexrem_4427bfcf036b65d5687f242f,resp_0d93ca355fa5538a006a6561e0f8fc8194a1f0de8da25bcc74,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,68ec5934037eae3c51811cd54979f8c32dc72a431610884eb98be0700cf0a67d,10470,6,5999,0,0,false,false,false,9f3137b0aff73c14d35df4417e261a6ba8b3f5ac965dd065a673dbf2b6000687,1924,3223,618,3841,18.977781,,,false,false
live_remaining,cexrem_449e01d8f9d03b734423bade,resp_0f5b515577708b6d006a6561e5cdd88196a09e5eaf714423ec,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9fdb793accf0796425102299b684afe2601f7dc57cd92940cc2c5a08bc59bf6d,10302,6,5999,0,0,false,false,false,3ef56660ad4885dfcb9da9fc03ed8a2343137edfe688cffc4a482c61bd93bfb1,3682,3196,1036,4232,26.574976,,,false,false
live_remaining,cexrem_44ed58a1885f0c72a44185f9,resp_06c0b23273008e65006a6561e626e481958f750a264656d7ab,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,24dc5192f97fb404221757c3464d3a18bfabc2defc9f1b7ded58b3266d2bb851,3302,1,170,1,71116,false,false,false,74a77803f0161f77aff49d822b46f96beecd56a161fac2c44102762b1b43559b,485,2910,205,3115,21.744690,,,false,false
live_remaining,cexrem_45156f4b68a585f72338a9ea,resp_0d12a30eb72e4507006a6561e88f70819589911b8c4bd94b9b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,06fe17ec28ccc956e71c4bd671453e754c4283af1d87a849a81d81d06ce8cc2f,10302,6,5999,0,0,false,false,false,ec1b2bfd011f5dbb053f892f2e4b5c9225f4e51912e7e9167432eeca8e3b65a7,2902,3106,944,4050,28.040488,,,false,false
live_remaining,cexrem_4529c1f8208c9b20378c7e67,resp_02e476578b669465006a6561ed6bf081938cb9c8fc6ddd27a0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f7c2af54b0588e7e87eada763325c47a2bcb88aded6c83853ac30d51baa67a66,10341,6,5999,0,0,false,false,false,b28baa8de4a77ed7db16d04a869291c9958b3812d960ca4cad8f9e24369976f5,510,3104,279,3383,29.217892,,,false,false
live_remaining,cexrem_4561c8f9a774443c87be4edc,resp_05fbbbc454a84cc8006a6561eedf508196ab552d1b153b76b7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d12de77039fd2641e87cdd652b1a1e454e23c91783f235f7c498882f6607eb68,8414,4,4566,0,0,false,false,false,3e4e8d96aaf60f5c335bed5604d2c41dedd35da17dc56772cd7d44f843555258,2576,2773,901,3674,34.521307,,,false,false
live_remaining,cexrem_45ab25a87ab4d0af7ab8c313,resp_072bd3c826b8942c006a6561f0110c8195b138db8e929fde92,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,91dd35cdfc185b1dba25213c4d9c9fa7489fde7b4212119cb6aa9f127297d5af,7746,4,3906,0,0,false,false,false,00ffb55ebee91c7d6b1afc684335d696769068512819028b25c7da743eaaf5b5,5079,2513,1971,4484,42.021644,,,false,false
live_remaining,cexrem_45c723308f95bb4e89ea8d45,resp_0c31c7c4bf78a72f006a6561f55c188196850aeec976f84e81,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e67cca522827f03ffb85960e4e223707e8796eafaeb8675b1a466f3f11a755b3,12906,6,5998,0,0,false,false,false,11cbedfa25c95000f42172fbe116adcda5fbd7af233c7870d6262e2659b06ec5,2812,4770,942,5712,42.021142,,,false,false
live_remaining,cexrem_45d20e218814d818f8704734,resp_0c81149ff08f0ad9006a6561fcda0c8196865f9ffc8c6730e3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2f3fd6289f2e85addffaadd6bcdc19e7e5d9a90c9e17d10e99c3dbf06d05c0eb,10324,6,5993,0,0,false,false,false,9a31d4db7daa2f236e1b89afc0ab5c7ac41d830b7799f710f7cbbdf4f0fe99c9,2980,3242,1005,4247,49.493465,,,false,false
live_remaining,cexrem_45f2e29dd5b8ea01badf6ce0,resp_02ee9aacf61ae256006a6561fcdedc8193bbb3d2361fd98626,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ed2eeac37c04f5dec12cc9b676078c11e9211ea3081ca761e13be67943d702a5,10351,6,5999,0,0,false,false,false,30a28a7f808b344ae26a7590360ee75f157d26f944c117d7593a3b7a4c012388,533,3328,217,3545,44.217987,,,false,false
live_remaining,cexrem_46b534fa8ef76603c11d7c23,resp_0d60ee5445c92a61006a6561ff0c1c8190b264ea6bf67236c3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,947a38e791b78303478da1213c6ad13616554b85fed5907310860fc49fdfee6b,10265,6,5998,0,0,false,false,false,6f77d1b90cbdca98b6c9cb5f4972aec5d7dfaf27dbb1882a2de161992afb2141,575,3066,284,3350,46.896838,,,false,false
live_remaining,cexrem_475b5ad19ea3fabb114c3f43,resp_07a7094b50572dcb006a656201bf9081958716c547882f295f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,811e5294f7498cc3e1447218ca489f25d92845e0116e65a76009461d0cace84c,10921,6,5999,0,0,false,false,false,ce6e30371a859d4ed98977cf48df94153789c2b9034e1a41ac9184f3b7f5b475,2247,3592,669,4261,52.168565,,,false,false
live_remaining,cexrem_478b0ea6125275edd9c189c9,resp_03029ffb873d40a3006a656204539c81908dac82a7aeba9525,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e526b96543f31feecb365de26173e86ef2cc59e7849123b1bb749385bcbf323d,10455,6,5998,0,0,false,false,false,43d2e07ec7e52e1969fe85191542f847b2d5facf10273341362afd15ac5b4297,1088,3201,471,3672,53.096865,,,false,false
live_remaining,cexrem_478fffdfbfc2a6a0c4cc9af1,resp_099fabc038dac15a006a6562070358819788c9695ae6f2da53,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,c7dcc51a92b640e7fb44be2332ce7185bb77ceb95dc830b74a39a972d70dffc5,10277,6,5994,0,0,false,false,false,710247e045329471e795717ac5930d05e11c203b39e5d594234a65abecdd442c,535,2947,227,3174,54.508174,,,false,false
live_remaining,cexrem_47a05b51ecb2d4551957d4ad,resp_0d024c60ce5b0d80006a656207e9c881978e222f92efcbb0ca,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,8599fa470503d7907442aac5279dd953d3d9e5a5e6adfa75089bf404e0b8d113,10279,6,5992,0,0,false,false,false,ec2dc476a77fb2b4499ec66c3185db623fecd3207a46556c1eeda062ae16bb39,1996,3187,815,4002,59.171940,,,false,false
live_remaining,cexrem_47d0eca4fb1eee3bfdeae379,resp_09605f89c748d414006a6562095c748194aae4f626146067e2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,18421cac21f679f65ea21bd44dfedac9ef5ffa66db87b8113defeaee844dd874,16111,6,5994,0,0,false,false,false,78eca398e236f4989ba909529dd9bb5a0a5c64c7522a72f27466f40d9af669de,2329,6475,682,7157,59.464809,,,false,false
live_remaining,cexrem_48250dbfd2668f620c9ebe89,resp_0f3fc153717a3a55006a65620e07e481968f22ef71dc9a004d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4e3defe6f90b0c2c7c97f2d52c642e37c78863de775562195a4e1b9612dcd39c,10068,5,5994,0,0,false,false,false,296412dcc221520ba7be8fe1f1bea6a392fdad992632d24901507f27084426c7,5785,3120,2036,5156,73.144985,,,false,false
live_remaining,cexrem_4825da7943eff983cefb53fd,resp_0817bff3e47e384a006a65620e612c81978fb70a5e485c4aed,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,b1ceb2ede4d1ff3b64c5d9e296a230e388d9c1d1b823bd18d86b39daf755805a,10297,6,5995,0,0,false,false,false,d70b30b0b4a800b8ca8b2b4bc3b1d90f120f416d59c1a2b4f1f538039f3de3c5,1706,3099,592,3691,65.397325,,,false,false
live_remaining,cexrem_4841b2354910fdc8adb72703,resp_08d1d74128b9a898006a65621436c881959a8e1c232a1dfe63,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a41bbdec86b47ef0c9d88d97c9b935a97fc691d32b9881423566d2e4fa639f5a,10354,6,5980,0,0,false,false,false,a64750faa85f43cb22c8891e923cf0503c2c93aaf4393dda3f965869089e7c1d,1019,3414,471,3885,70.138964,,,false,false
live_remaining,cexrem_48cba7ee6c04d5a56d51f9c2,resp_0520ca552ea9d1ad006a65621c39d88193ba78d735304a9577,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0dba44e456aad402c156e8794fe3662c041ca004775ece8da6155122d4a69354,10312,6,5999,2,392853,false,false,false,2d3d6b4b92ad3c6077af3c67ab9900ccbb7d348f195c74d83a37382e94f70ae2,2591,5925,930,6855,7.198015,,,false,false
live_remaining,cexrem_494f01031f46a96747b0f594,resp_009d9d94fe32dd69006a65621c195481948c0dbc33057d0db7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,bcb32f93c98a90104ed76f736b3b60a79317d24afddcc7f750925d3675823696,10276,6,5999,0,0,false,false,false,c73c89b3e8f94a745a52e827352ef90c2758cfcc499545681384203bb5e99a61,2939,3216,1243,4459,9.057444,,,false,false
live_remaining,cexrem_49bed4b1faa32f7e5705f5c1,resp_0dcee82168cde82e006a6562233d9481908568ca2fcc89a545,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,3f8939d8f9848ca711799f69d823212766dbecace5c22fe6040776a1bebd9770,10320,6,5998,0,0,false,false,false,f127b44a6a580d418a113ef7cf5bccc150ee9c477b5f8ca7a8c72ab9b7243af4,3566,3213,1217,4430,16.253710,,,false,false
live_remaining,cexrem_49c4c7591bc87f621e3249e4,resp_0c9cf379938f8e49006a6562250af48194bc4b6992c6ce63f7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,42909968ca15a885f73dae6dd919fac745d37b48d0b1ad47670c193b97f8c318,10245,6,5996,0,0,false,false,false,c4b0fe28465f1c8c483008b21201bc762908c877604de856e4000ded5cad9d10,2903,3007,893,3900,15.752200,,,false,false
