span_id,rating_id,source_id,retained_source_id,municipality,state,region,source_family,source_title,source_locator,cba_non_cba_hint,evidence_category,exact_span_text,short_paraphrase,side_classification,rating_direction_bucket,evidence_quality_score,report_usability_bucket,line_offset,character_start_offset,character_end_offset,claim_boundary,audit_universe,bargaining_power_signal_strength,strike_or_no_strike_constraint_strength,primary_mechanism_subtype,mechanism_subtypes,wage_pressure_pathway,audit_disposition
B4X2500SPAN-20260730-a3e3bbae71bab59eb732e8a4,B4X2500-RATING-20260730-86ab4ff61922f99b35aaed08,B4X2500LIVE-20260729-002558,B4X2500SRD-20260730-e2dd20f99f3bb4990694,St. Ansgar,IA,Midwest,other_local_government_pay_policy,"CODE OF ORDINANCES OF THE CITY OF ST. ANSGAR, IOWA (Adopted Oct. 13, 2018 by Ordinance No. 442)",https://stansgar.org/_files/ugd/804808_482a7756f43245fa9b88076b7d2dc7e6.pdf,non_cba_or_other_hint,bargaining_or_arbitration_context,Negotiations.,"The passage references bargaining, impasse, factfinding, or arbitration context.",unclear,not_applicable,2,pi_report_context_only,1473,78148,78162,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,1,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-fd5b79d1a4bc02bcb92ede1b,B4X2500-RATING-20260730-b833d0e56cbc40d864ba20d4,B4X2500LIVE-20260729-007387,B4X2500SRD-20260730-2370558fdffbb63c5fdf,Mackay,ID,West,wage_schedule,"City of Mackay Code of Ordinances (Chapter 7, Employee Policies and Procedures—Compensation / Salaries and Classification)",https://mackayidaho-city.com/__static/7e9ed93773cc629b4434a343a4547b97/city-of-mackay-code-abc-r2-01-16-23.pdf,non_cba_or_other_hint,bargaining_or_arbitration_context,"written collective bargaining agreement, or other agreement.","The passage references bargaining, impasse, factfinding, or arbitration context.",unclear,neutral_or_general,2,pi_report_context_only,720,39581,39641,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,1,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-3358c5b4ba7e52b210c77310,B4X2500-RATING-20260730-d8c0110e200f739a08d4f8c4,B4X2500LIVE-20260729-002408,B4X2500SRD-20260730-c348c6ad1a400fc12c20,Moore,ID,West,other_local_government_pay_policy,City of Moore Personnel Policies and Procedures (Salary Plan; Classification Plan; Compensation program) — Council Adopted 09/21/2020,https://cityofmoore.com/sites/default/files/docs/2020-personnel-policy-procedure-9-21-20.pdf,non_cba_or_other_hint,non_base_compensation,"Employees may be required to work overtime, but overtime will not be permitted",The passage references a non-base compensation component for later review.,unclear,not_applicable,2,pi_report_context_only,363,15548,15627,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,1,general_bargaining_or_dispute_context,general_bargaining_or_dispute_context,the record provides general bargaining/dispute context but does not identify a precise wage-setting pathway,exclude_false_positive
B4X2500SPAN-20260730-ba445beb6a7d17298d8365ee,B4X2500-RATING-20260730-1bb337317fecb59306a34648,B4X2500LIVE-20260729-007551,B4X2500SRD-20260730-e7b7d061ba1bb7b0c3a1,Anna,IL,Midwest,agenda_packet_or_minutes,"MINUTES OF THE REGULAR SESSION OF THE ANNA CITY COUNCIL (JANUARY 7TH, 2025) — Fraternal Order of Police Contract",https://cityofanna.org/wp-content/uploads/2025/01/01.07.2025-Approved-Meeting-Minutes.pdf,non_cba_or_other_hint,bargaining_or_arbitration_context,Negotiations are beginning.,"The passage references bargaining, impasse, factfinding, or arbitration context.",safety,not_applicable,2,pi_report_context_only,20,962,990,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,1,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-07b4c3e2042ef4ea6c4631ea,B4X2500-RATING-20260730-096ccfbf299184d60578c8a6,B4X2500LIVE-20260729-002578,B4X2500SRD-20260730-ef489d7f10d3146cafff,Barrington Hills,IL,Midwest,wage_schedule,Barrington Hills and MAP #576 (Metropolitan Alliance of Police) - Collective Agreement (2015-2017) (Appendix A: Wage Schedule),https://barringtonhills-il.gov/documents/Police/2015-2017CollectiveAgreementMAP.pdf,non_cba_or_other_hint,qualitative_mechanism,Section 4.1 No Strike .................................................................................................................4,The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,2,pi_report_context_only,38,2265,2402,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,1,strike_or_no_strike,strike_or_no_strike,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-22da8887bfeff5dc037b348d,B4X2500-RATING-20260730-517880cbe323b091ba742572,B4X2500LIVE-20260729-002578,B4X2500SRD-20260730-ef489d7f10d3146cafff,Barrington Hills,IL,Midwest,wage_schedule,Barrington Hills and MAP #576 (Metropolitan Alliance of Police) - Collective Agreement (2015-2017) (Appendix A: Wage Schedule),https://barringtonhills-il.gov/documents/Police/2015-2017CollectiveAgreementMAP.pdf,non_cba_or_other_hint,qualitative_mechanism,"ARTICLE IV - NO STRIKE, NO LOCKOUT .............................................................................",The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,3,pi_report_supporting_example,37,2150,2262,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,2,strike_or_no_strike,strike_or_no_strike,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-34b0cbec862761eca3e528ce,B4X2500-RATING-20260730-860c501104a248cb19e9f4d5,B4X2500LIVE-20260729-002580,B4X2500SRD-20260730-65256337264c5b4e9a13,Barrington Hills,IL,Midwest,other_local_government_pay_policy,Village of Barrington Hills 2021 Personnel Manual (Section V: Wages/Salary Policy; general pay ranges/classification process),https://barringtonhills-il.gov/wp-content/uploads/2021/10/2021-Personnel-Manual.pdf,non_cba_or_other_hint,bargaining_or_arbitration_context,"which are not inconsistent with a Collective Bargaining Agreement, will also apply to","The passage references bargaining, impasse, factfinding, or arbitration context.",unclear,neutral_or_general,2,pi_report_context_only,194,6942,7028,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,1,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-9a2bbb1ca7cc35402d1037f3,B4X2500-RATING-20260730-8299e2ac2fbe724864ffebe4,B4X2500LIVE-20260729-002578,B4X2500SRD-20260730-ef489d7f10d3146cafff,Barrington Hills,IL,Midwest,wage_schedule,Barrington Hills and MAP #576 (Metropolitan Alliance of Police) - Collective Agreement (2015-2017) (Appendix A: Wage Schedule),https://barringtonhills-il.gov/documents/Police/2015-2017CollectiveAgreementMAP.pdf,non_cba_or_other_hint,qualitative_mechanism,"NO STRIKE, NO LOCKOUT",The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,3,pi_report_supporting_example,306,21668,21690,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,2,strike_or_no_strike,strike_or_no_strike,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-d87eef619cd20eeffa8d5c03,B4X2500-RATING-20260730-94d04e701012b4e91eadbcc1,B4X2500LIVE-20260729-002580,B4X2500SRD-20260730-65256337264c5b4e9a13,Barrington Hills,IL,Midwest,other_local_government_pay_policy,Village of Barrington Hills 2021 Personnel Manual (Section V: Wages/Salary Policy; general pay ranges/classification process),https://barringtonhills-il.gov/wp-content/uploads/2021/10/2021-Personnel-Manual.pdf,non_cba_or_other_hint,bargaining_or_arbitration_context,To the extent any subject covered in the manual is addressed in a Collective Bargaining,"The passage references bargaining, impasse, factfinding, or arbitration context.",unclear,neutral_or_general,2,pi_report_context_only,188,6748,6836,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,1,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-1709bc5dbf6615d6f11952c7,B4X2500-RATING-20260730-1c50962303f50b7609bb4a43,B4X2500LIVE-20260729-000096,B4X2500SRD-20260730-8d32a455866058ad50df,Bartonville,IL,Midwest,agenda_packet_or_minutes,Village of Bartonville Board of Trustees Meeting Minutes (ratifying Collective Bargaining Agreement between Dispatchers/Policemen’s Benevolent Labor Committee and the Village; 5/01/2016–4/30/2019),https://bartonville.org/wp-content/uploads/2018/07/July-24-2017-Village-of-Bartonville-Minutes.pdf,non_cba_or_other_hint,bargaining_or_arbitration_context,Trustees Flier and Donley motioned to approve ratifying the Collective Bargaining Agreement Between,"The passage references bargaining, impasse, factfinding, or arbitration context.",non_safety,neutral_or_general,2,pi_report_context_only,28,1226,1326,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,1,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-675a04c73340abb465483494,B4X2500-RATING-20260730-02087dc1d136d682354fd48b,B4X2500LIVE-20260729-002583,B4X2500SRD-20260730-2536a681b1763a759615,Beecher,IL,Midwest,cba,MEMORANDUM — Conflicts; Collective Bargaining Agreements (Village personnel manual / ordinance language referencing Police Department CBA supremacy),https://villageofbeecher.org/wp-content/uploads/2022/11/a2022-11-14.pdf,cba_hint,bargaining_or_arbitration_context,collective bargaining agreement’s provisions shall prevail if there is a direct conflict and the,"The passage references bargaining, impasse, factfinding, or arbitration context.",safety,not_applicable,4,pi_report_core_finding_ready,2885,121122,121219,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,4,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-f45917b9314bba6535feb2fa,B4X2500-RATING-20260730-5c95f2c3b55ea369cc0013af,B4X2500LIVE-20260729-002583,B4X2500SRD-20260730-2536a681b1763a759615,Beecher,IL,Midwest,cba,MEMORANDUM — Conflicts; Collective Bargaining Agreements (Village personnel manual / ordinance language referencing Police Department CBA supremacy),https://villageofbeecher.org/wp-content/uploads/2022/11/a2022-11-14.pdf,cba_hint,bargaining_or_arbitration_context,"collective bargaining agreement covering the Village’s Police Department personnel, the two (2)","The passage references bargaining, impasse, factfinding, or arbitration context.",safety,not_applicable,2,pi_report_context_only,2883,120937,121033,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,1,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-a266c80f20abe7933a6856d9,B4X2500-RATING-20260730-8ed6600cdd707a71777be367,B4X2500LIVE-20260729-007555,B4X2500SRD-20260730-f64211b07e5a620104ec,Belvidere,IL,Midwest,cba,"Collective Bargaining Agreement Between Belvidere Fire Department Officers and City of Belvidere, Illinois (May 1, 2022 through April 30, 2026)",https://belvidereil.gov/wp-content/uploads/2023/09/The_Belvidere_Fire_Department_Officers_2022-_2026-1.pdf,cba_hint,qualitative_mechanism,No strike of any kind will be caused or sanctioned by the Officer during the term of this,The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,4,pi_report_core_finding_ready,1636,88144,88234,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,4,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-54901704ae8abd6953bf327a,B4X2500-RATING-20260730-798358a33ce30b56a69312a0,B4X2500LIVE-20260729-005044,B4X2500SRD-20260730-4dc4d5c3154b13f1e560,Benton,IL,Midwest,cba,"COLLECTIVE BARGAINING AGREEMENT (Fire Dept) — City of Benton, Illinois / Laborers’ International Union of North America, Southern and Central Illinois Laborers’ District Council and Laborers’ Local 773",https://bentonil.com/wp-content/uploads/2023/11/Fire-Dept-Contract-05-01-21-thru-04-30-25.pdf,cba_hint,qualitative_mechanism,Deductions shall cease at such time as a strike or work stoppage,The passage describes a possible wage-setting or employment-rule mechanism for later review.,unclear,not_applicable,3,pi_report_supporting_example,332,13742,13808,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,2,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-54c709ceb2c987d86a252aa7,B4X2500-RATING-20260730-6976916eaee7b0ed6c2bc572,B4X2500LIVE-20260729-005044,B4X2500SRD-20260730-4dc4d5c3154b13f1e560,Benton,IL,Midwest,cba,"COLLECTIVE BARGAINING AGREEMENT (Fire Dept) — City of Benton, Illinois / Laborers’ International Union of North America, Southern and Central Illinois Laborers’ District Council and Laborers’ Local 773",https://bentonil.com/wp-content/uploads/2023/11/Fire-Dept-Contract-05-01-21-thru-04-30-25.pdf,cba_hint,qualitative_mechanism,ARTICLE 3 NO STRIKE-NO LOCKOUT 8,The passage describes a possible wage-setting or employment-rule mechanism for later review.,unclear,not_applicable,3,pi_report_supporting_example,39,847,880,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,2,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-8fbcddfb98deb117ea7f29c5,B4X2500-RATING-20260730-5812a9bb7c8323eaee254694,B4X2500LIVE-20260729-005044,B4X2500SRD-20260730-4dc4d5c3154b13f1e560,Benton,IL,Midwest,cba,"COLLECTIVE BARGAINING AGREEMENT (Fire Dept) — City of Benton, Illinois / Laborers’ International Union of North America, Southern and Central Illinois Laborers’ District Council and Laborers’ Local 773",https://bentonil.com/wp-content/uploads/2023/11/Fire-Dept-Contract-05-01-21-thru-04-30-25.pdf,cba_hint,qualitative_mechanism,Section 3.1: No Strike 9,The passage describes a possible wage-setting or employment-rule mechanism for later review.,unclear,not_applicable,4,pi_report_core_finding_ready,40,880,905,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,4,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-595437390205061a81bbdb73,B4X2500-RATING-20260730-023f62c191e0452036b6063f,B4X2500LIVE-20260729-002588,B4X2500SRD-20260730-b8780aa57bba9678bbb9,Bethalto,IL,Midwest,cba,"Village of Bethalto Revised Code, Chapter 11 (Employees) — Salaries Established for period beginning May 1, 2021 through April 30, 2022 (includes Fire Chief/Deputy/Assistant/Firefighter rates)",https://bethalto.com/wp-content/uploads/2022/01/22-EMPLOYEES-CHAPTER-11.pdf,cba_hint,bargaining_or_arbitration_context,request for leave for eligibility under existing law and collective bargaining agreements applicable to the employee and the,"The passage references bargaining, impasse, factfinding, or arbitration context.",safety,not_applicable,2,pi_report_context_only,485,26655,26780,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,1,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-d57810ebcec06461ba0cb362,B4X2500-RATING-20260730-1c4d8de9f859afc4f8290622,B4X2500LIVE-20260729-002586,B4X2500SRD-20260730-21d94528937debc07e47,Bethalto,IL,Midwest,cba,"Agreement between Village of Bethalto, Illinois and Policemen's Benevolent Labor Committee (Police Officers, Lead Dispatchers, and Dispatchers) — May 1, 2018 to April 30, 2021",https://bethalto.com/wp-content/uploads/2026/01/23-EMPLOYEES-EXHIBIT.pdf,cba_hint,qualitative_mechanism,ARTICLE V – NO STRIKE – NO LOCKOUT,The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,not_applicable,4,pi_report_core_finding_ready,1636,85995,86030,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,4,strike_or_no_strike,strike_or_no_strike,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-023055a1171b8a262d426006,B4X2500-RATING-20260730-a0bbf023c9f743ec6dc94f80,B4X2500LIVE-20260729-005055,B4X2500SRD-20260730-3c27afe4de6795368569,Broadview,IL,Midwest,cba,"Agreement between Village of Broadview and Illinois Council of Police on Behalf of Broadview Police Sergeants (Effective May 1, 2020 through April 30, 2024)",https://icops.org/wp-content/uploads/Broadview-Sergeants-Exp.-04-30-24.pdf,cba_hint,qualitative_mechanism,NO STRIKE,The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,neutral_or_general,3,pi_report_supporting_example,254,11806,11817,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,2,strike_or_no_strike,strike_or_no_strike,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-60183cd835294b2c663c2603,B4X2500-RATING-20260730-ec3a2cb40eb6567e3fea1266,B4X2500LIVE-20260729-005058,B4X2500SRD-20260730-8c54626a233b7c6cc3ee,Broadview,IL,Midwest,agenda_packet_or_minutes,"Minutes (October 2, 2023) — Board of Trustees Regular Board Meeting (includes resolution approving a firefighters collective bargaining agreement)",https://broadview-il.gov/media/rhxhc0g1/231002m.pdf,non_cba_or_other_hint,bargaining_or_arbitration_context,A RESOLUTION AUTHORIZING AND APPROVING THE COLLECTIVE BARGAINING,"The passage references bargaining, impasse, factfinding, or arbitration context.",safety,neutral_or_general,2,pi_report_context_only,71,2106,2172,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,1,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-6312b61a3a7c0153457a7212,B4X2500-RATING-20260730-32b2589dbff1f7c7a8a9648a,B4X2500LIVE-20260729-005055,B4X2500SRD-20260730-3c27afe4de6795368569,Broadview,IL,Midwest,cba,"Agreement between Village of Broadview and Illinois Council of Police on Behalf of Broadview Police Sergeants (Effective May 1, 2020 through April 30, 2024)",https://icops.org/wp-content/uploads/Broadview-Sergeants-Exp.-04-30-24.pdf,cba_hint,bargaining_or_arbitration_context,The Employer hereby recognizes the Union as the sole and exclusive collective Bargaining,"The passage references bargaining, impasse, factfinding, or arbitration context.",safety,neutral_or_general,4,pi_report_core_finding_ready,172,7431,7520,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,4,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-6bf1431bc61fee792da61187,B4X2500-RATING-20260730-ae050350e1d19f5dc1906143,B4X2500LIVE-20260729-005055,B4X2500SRD-20260730-3c27afe4de6795368569,Broadview,IL,Midwest,cba,"Agreement between Village of Broadview and Illinois Council of Police on Behalf of Broadview Police Sergeants (Effective May 1, 2020 through April 30, 2024)",https://icops.org/wp-content/uploads/Broadview-Sergeants-Exp.-04-30-24.pdf,cba_hint,qualitative_mechanism,ARTICLE Vr - NO STRIKE ......................8,The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,2,pi_report_context_only,27,691,738,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,1,strike_or_no_strike,strike_or_no_strike,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-e9885dc6e9990d1b3d773a8e,B4X2500-RATING-20260730-68b0752fd80ddf58b70fbe50,B4X2500LIVE-20260729-005055,B4X2500SRD-20260730-3c27afe4de6795368569,Broadview,IL,Midwest,cba,"Agreement between Village of Broadview and Illinois Council of Police on Behalf of Broadview Police Sergeants (Effective May 1, 2020 through April 30, 2024)",https://icops.org/wp-content/uploads/Broadview-Sergeants-Exp.-04-30-24.pdf,cba_hint,qualitative_mechanism,"Section 6.1 No Strike Commifinent ......................,.....,8",The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,4,pi_report_core_finding_ready,28,738,803,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,4,strike_or_no_strike,strike_or_no_strike,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-72c91092b3f0e9c8d2e8fbc4,B4X2500-RATING-20260730-5e9a3c8d2ec0548b4df26973,B4X2500LIVE-20260729-005059,B4X2500SRD-20260730-f81aa0522959c06ef0a5,Burnham,IL,Midwest,cba,Agreement Between Illinois Council of Police and Village of Burnham (Covering Police Officers and Sergeants),https://icops.org/wp-content/uploads/Burnham-Police-and-Sergeants-Exp.-04-30-27.pdf,cba_hint,bargaining_or_arbitration_context,"""Union,"" as the exclusive Collective Bargaining Agent for the employees of the Village of","The passage references bargaining, impasse, factfinding, or arbitration context.",safety,not_applicable,3,pi_report_supporting_example,146,4291,4381,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,2,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-764077982cc97b372afb9591,B4X2500-RATING-20260730-45644238f4b70618ac04e50a,B4X2500LIVE-20260729-005059,B4X2500SRD-20260730-f81aa0522959c06ef0a5,Burnham,IL,Midwest,cba,Agreement Between Illinois Council of Police and Village of Burnham (Covering Police Officers and Sergeants),https://icops.org/wp-content/uploads/Burnham-Police-and-Sergeants-Exp.-04-30-27.pdf,cba_hint,bargaining_or_arbitration_context,Burnham who are described in the Collective Bargaining Unit described herein.,"The passage references bargaining, impasse, factfinding, or arbitration context.",safety,not_applicable,2,pi_report_context_only,147,4381,4459,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,1,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-aa37beb6a443cfff3727e198,B4X2500-RATING-20260730-ebc232b03e3d6a17461b9ac2,B4X2500LIVE-20260729-005059,B4X2500SRD-20260730-f81aa0522959c06ef0a5,Burnham,IL,Midwest,cba,Agreement Between Illinois Council of Police and Village of Burnham (Covering Police Officers and Sergeants),https://icops.org/wp-content/uploads/Burnham-Police-and-Sergeants-Exp.-04-30-27.pdf,cba_hint,bargaining_or_arbitration_context,exclusive Collective Bargaining Agent for all full-time Sworn Police Officers and Sergeants,"The passage references bargaining, impasse, factfinding, or arbitration context.",safety,not_applicable,3,pi_report_supporting_example,152,4557,4649,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,2,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-2030ee8c5f4532dfb531eb8f,B4X2500-RATING-20260730-3387e3fe47f52b7cfe721a56,B4X2500LIVE-20260729-005063,B4X2500SRD-20260730-53db28182a4ff1175433,Casey,IL,Midwest,cba,Agreement (City of Casey & Illinois Council of Police) — Casey Full-Time Patrol Exp.,https://icops.org/wp-content/uploads/Casey-Full-Time-Patrol-Exp.-04-30-25.pdf,cba_hint,qualitative_mechanism,No Strike Commitment ................................................................................................,The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,2,pi_report_context_only,24,1760,1878,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,1,strike_or_no_strike,strike_or_no_strike,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-baf379a4be4c002c5c3e619e,B4X2500-RATING-20260730-ccf15a21325a4c35806ba25f,B4X2500LIVE-20260729-005063,B4X2500SRD-20260730-53db28182a4ff1175433,Casey,IL,Midwest,cba,Agreement (City of Casey & Illinois Council of Police) — Casey Full-Time Patrol Exp.,https://icops.org/wp-content/uploads/Casey-Full-Time-Patrol-Exp.-04-30-25.pdf,cba_hint,qualitative_mechanism,ARTICLE 3 - NO STRIKE,The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,2,pi_report_context_only,238,24182,24204,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,1,strike_or_no_strike,strike_or_no_strike,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-c70d25f297be5ac5c82b9a1a,B4X2500-RATING-20260730-b40186ca3d1bf4c669f98e40,B4X2500LIVE-20260729-005063,B4X2500SRD-20260730-53db28182a4ff1175433,Casey,IL,Midwest,cba,Agreement (City of Casey & Illinois Council of Police) — Casey Full-Time Patrol Exp.,https://icops.org/wp-content/uploads/Casey-Full-Time-Patrol-Exp.-04-30-25.pdf,cba_hint,qualitative_mechanism,ARTICLE 3 - NO STRIKE ..................................................................................................................,The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,2,pi_report_context_only,23,1609,1745,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,1,strike_or_no_strike,strike_or_no_strike,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-f98d95493e18d1baa283ed34,B4X2500-RATING-20260730-c692dd55e69f12d0a8579122,B4X2500LIVE-20260729-005063,B4X2500SRD-20260730-53db28182a4ff1175433,Casey,IL,Midwest,cba,Agreement (City of Casey & Illinois Council of Police) — Casey Full-Time Patrol Exp.,https://icops.org/wp-content/uploads/Casey-Full-Time-Patrol-Exp.-04-30-25.pdf,cba_hint,qualitative_mechanism,"event that creates a severe operational need, the City may disallow a previously approved",The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,2,pi_report_context_only,873,57644,57734,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,1,general_bargaining_or_dispute_context,general_bargaining_or_dispute_context,the record provides general bargaining/dispute context but does not identify a precise wage-setting pathway,documentary_context_only
