item,status,terminology_consistent,text_complete
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-interest-arbitration.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-longevity.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-lump-sum.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-market-recruitment-retention.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-no-direct-compensation-outcome.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-non-base-compensation-other.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-none-identified.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-one-time.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-ordinance-adoption.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-ordinance-council-adoption.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-overtime.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-payroll-effective-date.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-recurring.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-reimbursement.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-retroactive-pay.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-retroactive.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-salary-range-change.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-settlement-or-mou.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-step-progression.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-stipend-or-premium.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-unclear.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-uniform-or-equipment-allowance.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-vacancy-pressure.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-profile-map-budgets-pay-plans.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-profile-map-classification-structure.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-profile-map-formal-bargaining.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-profile-map-non-base-compensation.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-profile-map-ordinance-adoption.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-profile-map-retroactivity-payroll.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-profile-map-scheduled-base-growth.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-profile-map-staffing-market-pressure.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/errors_failures_repairs_visual.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/evidence_tier_redesign_visual.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/full_project_workflow_visual.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/human_ai_roles_expanded_visual.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/limitation-analytical-framing.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/limitation-comparability.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/limitation-discovery-search.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/limitation-document-readiness.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/limitation-extraction-overproduction.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/limitation-mathematical-design.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/limitation-operations-infrastructure.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/limitation-rating-review.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/limitation-reporting-visuals.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/limitation-research-design-scope.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/limitation-side-imbalance.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/limitation-verification-retention.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/relay_system_evolution_visual.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/repaired_claim_evidence_matrix.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/revised_claim_overview.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/revised_counterexample_overview.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/safety_non_safety_mechanism_visual.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/safety_non_safety_overall_visual.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/scaling_over_time_visual.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/staggered_lane_system_visual.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/strict_bounded_sensitivity_revised.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/tools_by_stage_visual.png,pass,True,True
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/what_worked_what_failed_visual.png,pass,True,True
