absolute_difference,aggressive_tier,caveat,claim_links,corroboration_status,direction,duplicate_representations,formula,magnitude,municipality,non_safety_value,pay_basis,percentage_difference,period,ratio,raw_values,relaxation_rule,result_id,safety_value,semantic_outcome,source_basis,source_coordinates,source_count,source_ids,source_record_id,state,strict_eligibility,unit_type
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""$412,879""]",BASIS-X,AGGRES-a6fcaa8b15491eef9b55e872,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""434381"", ""character_start"": ""434373"", ""column"": """", ""page"": ""278"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-3b02c5d3da62f050cc122b96,EXTRECON-b388eb83097b9b72aa52d7f8,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-07,not_corroborated,not_calculated,,,,,,,,,,"[""0""]",BASIS-X,AGGRES-41d47ce9bf6b255bc2062629,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""20763"", ""character_start"": ""20762"", ""column"": """", ""page"": ""7"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-b741296396385cf01b3865be,EXTRECON-45c691f293cdd73878ef5708,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""Annual Hourly""]",BASIS-X,AGGRES-ca0208a8e380f54b9f5593ea,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": """", ""character_start"": """", ""column"": ""3"", ""page"": """", ""row"": ""7"", ""section"": """", ""table_id"": ""html_table_1""}",1,EXTSOURCE-be3d000aaacb9fc0fb388058,EXTRECON-2c583c7e2c5872a483b6e0a6,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""91""]",BASIS-X,AGGRES-1f2f7d65f6a32af1ee1182d1,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""3086"", ""character_start"": ""3084"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""10"", ""table_id"": """"}",1,EXTSOURCE-54db8b17efaf2bf3488d4e3c,EXTRECON-a8baac87c57ff0619bd2f7d7,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""15""]",BASIS-X,AGGRES-e3486767a866a9896e12399d,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""1271656"", ""character_start"": ""1271654"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""1"", ""table_id"": """"}",1,EXTSOURCE-28482f8de88118e4681270ca,EXTRECON-105bbf8d70a7aa723a01e2a9,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-07,not_corroborated,not_calculated,,,,,,,,,,"[""-                              -                              -""]",BASIS-X,AGGRES-1c01cd9c53022af43de612c0,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""53719"", ""character_start"": ""53624"", ""column"": """", ""page"": ""7"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-c314b42d9e895cd13fed5c06,EXTRECON-6144b882679616f4f50b45d7,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$47,871""]",BASIS-X,AGGRES-53e290468b4f458d3d9c0b77,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""150688"", ""character_start"": ""150681"", ""column"": """", ""page"": ""65"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-906f2e3fdb9b23bfbc1b9a27,EXTRECON-ee57ef265a6b0d82af6eee3a,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""5542""]",BASIS-X,AGGRES-546ebf1c3d42a84fe8cdb289,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""9298"", ""character_start"": ""9294"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""379"", ""table_id"": """"}",1,EXTSOURCE-85ff58b5da5e9661a33a15b1,EXTRECON-66c46af4c11071847049dd52,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""$5,000""]",BASIS-X,AGGRES-2d8e358ff69a098834fd1056,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""1324353"", ""character_start"": ""1324347"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""1"", ""table_id"": """"}",1,EXTSOURCE-4ecea982138f07cbc6d87dd8,EXTRECON-be0acd2640579f70ce42f2f8,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$125,000""]",BASIS-X,AGGRES-4481ae3e95be8cab674db645,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""199766"", ""character_start"": ""199758"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""550"", ""table_id"": """"}",1,EXTSOURCE-3869cfe4ad38cfd3499dfe07,EXTRECON-2356fe6d5aad52245fdad696,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""2025""]",BASIS-X,AGGRES-30818c4719c879c9e38d6c09,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""59486"", ""character_start"": ""59482"", ""column"": """", ""page"": ""22"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-dc2a653ecfd98226fef6d6e3,EXTRECON-5d36491b2306f0efd53d8028,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$                      97,005""]",BASIS-X,AGGRES-2f57135723c0bee6dd512832,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""117421"", ""character_start"": ""117392"", ""column"": """", ""page"": ""36"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-9838e03b1bb3c8576f7d40d4,EXTRECON-238de1d48dae9801261ef7b5,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""$126,000""]",BASIS-X,AGGRES-76aaf41939c56dbed02700f4,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""166932"", ""character_start"": ""166924"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""771"", ""table_id"": """"}",1,EXTSOURCE-86071fac9dc14455a438b8ed,EXTRECON-dbfcc4a88335a2f2248157e0,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$ 99,464.70""]",BASIS-X,AGGRES-b457885011dd1f275183819f,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""4"", ""section"": """", ""table_id"": ""html_table_1""}",1,EXTSOURCE-5a16a933232c77ae908a9cbf,EXTRECON-c36228e0a3689a789a0a85ca,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$ 98,359.53""]",BASIS-X,AGGRES-ed391c42af31d2329a2ff1a2,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""9"", ""section"": """", ""table_id"": ""html_table_1""}",1,EXTSOURCE-5a16a933232c77ae908a9cbf,EXTRECON-a0e2e6dcdb65f8fc1d1163b4,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-07,not_corroborated,not_calculated,,,,,,,,,,"[""2021""]",BASIS-X,AGGRES-cea5138fad8a76745005557d,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""50780"", ""character_start"": ""50776"", ""column"": """", ""page"": ""27"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-8167f4bee6f9a6ee649d2ec3,EXTRECON-a4be6874d84c6e9d2366c08b,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""3""]",BASIS-X,AGGRES-07c741243d7772b504e9e797,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""136711"", ""character_start"": ""136710"", ""column"": """", ""page"": ""42"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-a058241209e1e4abd3bc2a89,EXTRECON-89b89b4334862b5658785cc1,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-07,not_corroborated,not_calculated,,,,,,,,,,"[""When an employee is called by the City Manager or designee  to return to duty after""]",BASIS-X,AGGRES-825640c6fae25dfaafa31550,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""12307"", ""character_start"": ""12223"", ""column"": """", ""page"": ""7"", ""row"": """", ""section"": """", ""table_id"": """"}",1,B4X2500SRD-20260730-8c193bea69d193d10400,EXTRECON-0c7a43c87003f2ae658d416c,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$17.02""]",BASIS-X,AGGRES-c08fef5f37d77a18cfcb13c9,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""288581"", ""character_start"": ""288575"", ""column"": """", ""page"": ""128"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-829462b094e954037d6a42ec,EXTRECON-4c9e176ddcbf4e736347f006,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$125,000""]",BASIS-X,AGGRES-d3c498dee904dd8950f79370,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""949501"", ""character_start"": ""949493"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""2192"", ""table_id"": """"}",1,EXTSOURCE-46d848ed7d6295fd9542b4c2,EXTRECON-b8882b22e3c13951a0f0b8ac,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""4.1%""]",BASIS-X,AGGRES-5d4ba1ccb919c19a07583dc2,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""540424"", ""character_start"": ""540420"", ""column"": """", ""page"": ""381"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-e133c4c03312cb03345523a1,EXTRECON-c2b902a5e2535b1829cad8af,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""July 10, 2017""]",BASIS-X,AGGRES-86b72765421581aff1bb4dad,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""56148"", ""character_start"": ""56135"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""388"", ""table_id"": """"}",1,EXTSOURCE-50369878ada7b2faffa2ea40,EXTRECON-26aa3d4573c965904efa50f4,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""2.0%""]",BASIS-X,AGGRES-e5877f879cbc8dbe17e3fd20,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""441801"", ""character_start"": ""441797"", ""column"": """", ""page"": ""246"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-222a5ecd8249dac290b2b291,EXTRECON-775f5daf5384b6f4d532c370,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""1""]",BASIS-X,AGGRES-3d4d102889744f3e508bb2fb,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""53827"", ""character_start"": ""53826"", ""column"": """", ""page"": ""21"", ""row"": """", ""section"": """", ""table_id"": """"}",1,B4X2500SRD-20260730-a5f77753c2f0fbc0df36,EXTRECON-1a88100686989ddf26d8708b,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""26""]",BASIS-X,AGGRES-b417d4dccaef41c9cc8d24b9,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""150255"", ""character_start"": ""150253"", ""column"": """", ""page"": ""65"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-521d5929f8cdf8f350dc9e44,EXTRECON-28ffc759b330eedcca99b602,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$25,000""]",BASIS-X,AGGRES-1a30d264c2ed3c20212bcc38,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""288359"", ""character_start"": ""288352"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""1505"", ""table_id"": """"}",1,EXTSOURCE-9d68b6297be3091d2927cf03,EXTRECON-296d18214bd36d8117a63728,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$172,898""]",BASIS-X,AGGRES-ef3a9755eb2bb1666df8a892,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""519579"", ""character_start"": ""519571"", ""column"": """", ""page"": ""299"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-a5ad0d0721d0473444e152ee,EXTRECON-41adccd8a6484be78d1a1417,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""2022""]",BASIS-X,AGGRES-79feade741c0fc1e4d269c2f,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""1340"", ""character_start"": ""1336"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""16"", ""table_id"": """"}",1,EXTSOURCE-c1d4abf626fd4fa2aa095708,EXTRECON-3a62fefd144dd8b601ed4d32,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""457""]",BASIS-X,AGGRES-098feccdb63369145bf4d7c6,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""320129"", ""character_start"": ""320126"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""1679"", ""table_id"": """"}",1,EXTSOURCE-2e959c9cab2852edce3ec19b,EXTRECON-29656a9dcc97a3de21c08fc7,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""$5,000""]",BASIS-X,AGGRES-0fde579028fa74ae18e031ad,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""1479072"", ""character_start"": ""1479066"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""1"", ""table_id"": """"}",1,EXTSOURCE-dde9e8fd692afe88e2244380,EXTRECON-ff9e0a57b7e1a3035880456a,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""$412,879""]",BASIS-X,AGGRES-463234bdc774b4e2ba48982a,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""434390"", ""character_start"": ""434382"", ""column"": """", ""page"": ""278"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-3b02c5d3da62f050cc122b96,EXTRECON-cd8e7c3232f3abff8035137b,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-07,not_corroborated,not_calculated,,,,,,,,,,"[""0""]",BASIS-X,AGGRES-6e898aaf5fcd00b571954768,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""20765"", ""character_start"": ""20764"", ""column"": """", ""page"": ""7"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-b741296396385cf01b3865be,EXTRECON-966a8eb50a0d90170cea8f3b,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""Annual Hourly""]",BASIS-X,AGGRES-0582c185d81dc725c83da08a,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": """", ""character_start"": """", ""column"": ""3"", ""page"": """", ""row"": ""4"", ""section"": """", ""table_id"": ""html_table_1""}",1,EXTSOURCE-be3d000aaacb9fc0fb388058,EXTRECON-3ad5b399c68cc089e2f61b5c,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$52,068""]",BASIS-X,AGGRES-5e6085e512d7ad9e883c5535,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""1771"", ""character_start"": ""1764"", ""column"": """", ""page"": ""1"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-cdc6d1d6498cb87829aaea54,EXTRECON-0fbe3cd3e4108435bbae804f,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""$5,000""]",BASIS-X,AGGRES-131e4e234e3e4bcc223a54e9,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""1277890"", ""character_start"": ""1277884"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""1"", ""table_id"": """"}",1,EXTSOURCE-04e491f317bf36aa277bd17e,EXTRECON-18eb60054e198bc51878c157,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$20.00""]",BASIS-X,AGGRES-968b0787d68f7b2dbbfd87ce,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""11374"", ""character_start"": ""11368"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""95"", ""table_id"": """"}",1,EXTSOURCE-18e98c0f19b8198f26750c37,EXTRECON-f4d5c3896ca85dcc92a87369,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-07,not_corroborated,not_calculated,,,,,,,,,,"[""8""]",BASIS-X,AGGRES-6306ca0ab935a799e186b053,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""14985"", ""character_start"": ""14984"", ""column"": """", ""page"": ""4"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-1fe07bb2f1130fe81374cf11,EXTRECON-6ad2555819a55977b36ddb3d,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""553""]",BASIS-X,AGGRES-1773844a5321c50ac7859286,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""7761"", ""character_start"": ""7758"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""72"", ""table_id"": """"}",1,EXTSOURCE-c3be360c42f94b5fc737ec3b,EXTRECON-11fc9d55190ae1decf3b09b0,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""05/26/20""]",BASIS-X,AGGRES-58e2b644e61de4e69020bae1,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""1271667"", ""character_start"": ""1271659"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""1"", ""table_id"": """"}",1,EXTSOURCE-28482f8de88118e4681270ca,EXTRECON-f81aa09604e61850e190989f,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-07,not_corroborated,not_calculated,,,,,,,,,,"[""12/02/20""]",BASIS-X,AGGRES-df85e698467079244addd4be,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""3130915"", ""character_start"": ""3130907"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""1"", ""table_id"": """"}",1,EXTSOURCE-28482f8de88118e4681270ca,EXTRECON-b8e68912538d8568f567c487,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$18.00""]",BASIS-X,AGGRES-a136e638fd892cb4be425b49,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""212824"", ""character_start"": ""212818"", ""column"": """", ""page"": ""105"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-01ecd274e11d960ad324a10e,EXTRECON-79c5a2f30ee30f8e4841f8dd,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""$50""]",BASIS-X,AGGRES-9c3acaac563d63912e9da382,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""58925"", ""character_start"": ""58922"", ""column"": """", ""page"": ""34"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-5e7212fc58fac37fd3d901e6,EXTRECON-c4bc7401d67efb092210d8b8,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$141,440""]",BASIS-X,AGGRES-f2557645294a31677c72b232,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""114523"", ""character_start"": ""114515"", ""column"": """", ""page"": ""52"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-906f2e3fdb9b23bfbc1b9a27,EXTRECON-a399a1c6f265262a5ae33d92,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$63,828""]",BASIS-X,AGGRES-af0489a2ec86a2ce4b3d26c6,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""150698"", ""character_start"": ""150691"", ""column"": """", ""page"": ""65"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-906f2e3fdb9b23bfbc1b9a27,EXTRECON-683a9be0046a99421bbd56b0,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""5""]",BASIS-X,AGGRES-0f49489526ac281d5ab70206,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""9304"", ""character_start"": ""9303"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""379"", ""table_id"": """"}",1,EXTSOURCE-85ff58b5da5e9661a33a15b1,EXTRECON-4fa543b96d654d194993abcd,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$53,214""]",BASIS-X,AGGRES-c8c8cdfce4def47feb9f8ac7,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""1617"", ""character_start"": ""1610"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""15"", ""table_id"": """"}",1,EXTSOURCE-9ec3529f0ef8270f83f2b30f,EXTRECON-f184f6fa1cd032ef77318a2f,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""Annual Employer Cost/Total Hours (public and private) worked in a year. Do not include Transportation Education Fund (TE""]",BASIS-X,AGGRES-698c519075fb27eeef40666b,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""8810"", ""character_start"": ""8690"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""24"", ""table_id"": """"}",1,EXTSOURCE-53d339cee7b4377ccf6e90cf,EXTRECON-e8ead6f3ed12d62979877c1c,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""3.4""]",BASIS-X,AGGRES-b0d797ce87f7361ad1c307d9,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""63479"", ""character_start"": ""63476"", ""column"": """", ""page"": ""23"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-98e4279040559741748a9692,EXTRECON-ad6aea6dc1171bf9305bcae2,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""$350""]",BASIS-X,AGGRES-e01533243336b310f27d96f5,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""97426"", ""character_start"": ""97422"", ""column"": """", ""page"": ""31"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-7b7d1bc73f49f0b28c4a39e5,EXTRECON-d7a5bc6160593e7f6e186c81,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""$126,000""]",BASIS-X,AGGRES-6a39f360e10564122254ee78,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""168380"", ""character_start"": ""168372"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""774"", ""table_id"": """"}",1,EXTSOURCE-86071fac9dc14455a438b8ed,EXTRECON-adbb8d9dff88930eb47ee457,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""5""]",BASIS-X,AGGRES-6e54da8b09e92d31633a7c89,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""9332"", ""character_start"": ""9331"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""379"", ""table_id"": """"}",1,EXTSOURCE-df35b889e764d88ef980539b,EXTRECON-a4ca199abec2d4b1bfe646e7,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$ 110,516.33""]",BASIS-X,AGGRES-3b851259582073c549842fe1,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""5"", ""section"": """", ""table_id"": ""html_table_1""}",1,EXTSOURCE-5a16a933232c77ae908a9cbf,EXTRECON-da5d308e3ee704f3e6be3870,,no_compatible_match,local_comparison
