auto_adjudication_id,adjudication_case_id,calibration_id,source_review_id,pdf_readiness_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,pdf_page_count,content_artifact_path,candidate_pages_evaluated,nearby_pages_evaluated,navigation_pages_evaluated,local_text_signal_summary,local_layout_signal_summary,rendered_page_available,rendered_page_count_used,table_structure_feature_score,wage_language_feature_score,pay_numeric_feature_score,navigation_feature_score,non_wage_false_positive_feature_score,compact_compensation_sheet_feature_score,gate_mode,gate2_diagnostic_reason_codes,gate2_candidate_discovery_summary,gate2_printed_page_offsets,gabriel_request_id,gabriel_backend,gabriel_model,gabriel_status,gabriel_schema_valid,gabriel_wage_schedule_present,gabriel_candidate_page_relationship,gabriel_visual_table_type,gabriel_non_wage_family,gabriel_navigation_needed,gabriel_navigation_target_found,gabriel_extraction_complexity,gabriel_extraction_recommendation,gabriel_confidence,gabriel_reason_codes,gabriel_short_rationale,gabriel_input_page_count,gabriel_input_text_chars,gabriel_elapsed_seconds,auto_gate_label,auto_gate_confidence,auto_gate_reason_codes,auto_gate_rationale,auto_gate_passes_500_doc_criteria_candidate
auto_adj_545f8d0eb076a7256743,adj_c555d07847f008e304f3,cal_f9dd92181970ff43c93bf3fb,sr_40322db1cd615a2939187ba4,pr_64a83105307a6389be7f4f21,NSCQ-KY-20260720-0008,KY,Georgetown,CITY OF GEORGETOWN,non_safety,ordinance_or_policy,6,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0467_sr_40322db1cd615a2939187ba4.pdf,"1,3,5","2,4,6",,"{""benefit_terms"":0,""budget_terms"":2,""index_pages"":1,""numeric_tokens"":406,""role_terms"":23,""wage_terms"":93}","{""column_lines"":71,""geometry_columns"":15,""geometry_rows"":30,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":47}",true,6,0.802500,1.000000,1.000000,0.200000,0.670000,0.600000,auto_gabriel_gate2_navigation_table_refine,candidate_is_index_or_contents|possible_printed_page_offset|true_wage_table_evidence,"{""aligned_numeric_columns"":15,""candidate_pages"":3,""compact_role_pay_lines"":2,""navigation_pages"":0,""nearby_pages"":3,""resolved_navigation_targets"":0,""role_pay_rows"":13,""unresolved_navigation_targets"":0}",1,resp_06ffa62132389c44006a650bba3d788193b85c7ef7a781277e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,points_to_later_table,annual_salary_schedule,not_applicable,yes,yes,moderate,extraction_ready_with_schema_update,medium,TABLE_PAY_SCALES_MIN_MID_MAX|ROLE_GRADE_LIST_NEEDS_PAY_TABLE_FOLLOWUP|CANDIDATE_IS_CLASSIFICATION_ONLY_NO_PAY|MULTIPLE_PAGES_TABLE_SPANS_DISTINCT_SECT,"Packet contains a structured pay-scales table with grade and min/mid/max pay values, but the supplied candidate page lists positions/grades and points to that later pay table.",6,6000,229.355923,second_review_required,medium,EVIDENCE_NOT_STRONG_ENOUGH,"The bounded GABRIEL/local evidence is ambiguous, weak, conflicting, or navigation-dependent and cannot support an extraction-ready label.",false
auto_adj_a0b166e3798d391abc14,adj_c5f5bdea5a87653e0883,cal_ffe9a37048bdd1c20e3c8ca9,sr_e843a3c1b57bc0692b4c6d48,pr_9b91fa1b2a9f0af86644418a,NSCQ-CT-20260720-0007,CT,New Haven,CITY OF NEW HAVEN,police,cba,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0223_sr_e843a3c1b57bc0692b4c6d48.pdf,"2,5","1,3",7,"{""benefit_terms"":38,""budget_terms"":6,""index_pages"":0,""numeric_tokens"":188,""role_terms"":6,""wage_terms"":15}","{""column_lines"":3,""geometry_columns"":12,""geometry_rows"":1,""navigation_targets_evaluated"":0,""rendered_pages"":4,""row_like_lines"":41}",true,4,0.580000,1.000000,1.000000,0.000000,1.000000,0.616667,auto_gabriel_gate2_navigation_table_refine,no_candidate_detected|non_wage_numeric_table|benefits_table|budget_table|insufficient_role_pay_columns,"{""aligned_numeric_columns"":22,""candidate_pages"":2,""compact_role_pay_lines"":4,""navigation_pages"":1,""nearby_pages"":2,""resolved_navigation_targets"":0,""role_pay_rows"":2,""unresolved_navigation_targets"":0}",,resp_05d3e84e9140b254006a650bbd90dc8193a596fdb71fbd2f1c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,percent_increase_only,benefits,no,no,moderate,exclude_for_now,medium,PROSE_ONLY_PERCENT_INCREASES|NO_ROLE_TO_PAY_BANDS_TABLE|NO_STRUCTURED_PAY_MATRIX|BENEFITS_PROSE_NONWAGE,"Packet contains retroactive %/increase and eligibility language plus medical/retiree benefit descriptions, but no structured pay table (no role/classification-to-rate matrix or pay bands).",5,6000,233.604765,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_d7d1a904c90b0c57c125,adj_3c461247c8092ad7d22e,cal_0040c3a549555da713b42502,sr_a2439ed09d17982bc0a576be,pr_1fbbd7fbeaf4adf1f1942790,NSCQ-NV-20260720-0018,NV,Fernley,CITY OF FERNLEY,non_safety,cba,27,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0101_sr_a2439ed09d17982bc0a576be.pdf,,,"1,2,26,27","{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":0,""role_terms"":0,""wage_terms"":1}","{""column_lines"":0,""geometry_columns"":6,""geometry_rows"":10,""navigation_targets_evaluated"":0,""rendered_pages"":4,""row_like_lines"":0}",true,4,0.254880,0.120000,0.000000,0.000000,0.000000,0.050000,auto_gabriel_gate2_navigation_table_refine,no_candidate_detected|insufficient_role_pay_columns,"{""aligned_numeric_columns"":0,""candidate_pages"":0,""compact_role_pay_lines"":0,""navigation_pages"":4,""nearby_pages"":0,""resolved_navigation_targets"":0,""role_pay_rows"":0,""unresolved_navigation_targets"":0}",,resp_0ee6f059bebed05e006a650bc1c79481938e86e6a08695199c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,no_table,not_applicable,unknown,unknown,not_extractable,exclude_for_now,high,NO_STRUCTURED_PAY_TABLE_EVIDENCE|NAVIGATION_CONTENT_ONLY|NO_ROLE_TO_PAY_BANDS_DETECTED|NO_NUMERIC_PAY_SCHEDULE_FOUND|NO_CANDIDATE_TABLE_TARGET_PRESENT,"Packet pages appear to be navigation/placeholder text with no structured role-to-pay/classification schedule, pay bands, or aligned numeric wage table evidence.",4,2241,235.766023,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_7e82802f73c0b7eecd46,adj_5771dac02792fdd24669,cal_008080f3b7ff1303edafede6,sr_51013523ac2ea4795e56a721,pr_2c76735c5d76622e57eb072b,NSCQ-WY-20260720-0008,WY,Laramie,CITY OF LARAMIE,fire,cba,25,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0006_sr_51013523ac2ea4795e56a721.pdf,"2,6,12",1,"14,15","{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":0,""role_terms"":0,""wage_terms"":0}","{""column_lines"":0,""geometry_columns"":18,""geometry_rows"":7,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":0}",true,5,0.271200,0.000000,0.000000,0.000000,0.000000,0.000000,auto_gabriel_gate2_navigation_table_refine,no_candidate_detected|insufficient_role_pay_columns,"{""aligned_numeric_columns"":0,""candidate_pages"":3,""compact_role_pay_lines"":0,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":0,""unresolved_navigation_targets"":0}",,resp_0aafccd2fc08c6b6006a650bc3f360819391bf3f02421848af,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,no_table,unknown,unknown,unknown,not_extractable,exclude_for_now,high,NO_WAGE_TERMS|NO_PAY_NUMERIC|NO_TABLE_GEOMETRY,"Packet contains candidate/nearby/navigation pages but no wage terms, money, or row/column structure indicating any pay table or compact compensation sheet.",6,0,237.609369,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_0e502927762640410aa5,adj_d9a9b857f51fc9a1c5f4,cal_00fa74a685b40b8d5aa3ba95,sr_66f1bcfc906b687ba2b5f6b1,pr_1431475d7d8c71970b16c692,NSCQ-AK-20260720-0005,AK,Fairbanks,CITY OF FAIRBANKS,fire,memorandum_or_settlement,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0473_sr_66f1bcfc906b687ba2b5f6b1.pdf,"2,4,9",1,"6,7","{""benefit_terms"":0,""budget_terms"":4,""index_pages"":0,""numeric_tokens"":112,""role_terms"":10,""wage_terms"":0}","{""column_lines"":67,""geometry_columns"":15,""geometry_rows"":3,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":20}",true,5,0.580000,0.400000,1.000000,0.000000,0.660000,0.258333,auto_gabriel_gate2_navigation_table_refine,non_wage_numeric_table|budget_table|insufficient_role_pay_columns,"{""aligned_numeric_columns"":8,""candidate_pages"":3,""compact_role_pay_lines"":3,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":2,""unresolved_navigation_targets"":0}",,resp_08bb291b59227e54006a650bc5cca081938b39753ce12fda44,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,budget_or_fiscal,no,no,not_extractable,exclude_for_now,high,NO_WAGE_TABLE_EVIDENCE|NO_ROLE_TO_PAY_BANDS|CBA_PROCEDURAL_PROSE|ONLY_BUDGET_NUMBERS_OR_TIMING,Packet contains ordinance/fiscal note and CBA procedural text (staffing/overtime/promotions). No structured role/classification-to-pay schedule or pay-band/rate/salary table is present.,6,6000,239.944885,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_12138794afd97d6762b7,adj_7d0eb2acdf155ee5669c,cal_01b501e66b32cf45fd24174e,sr_0d78f79614e34a7ada7dceb1,pr_06731f6d421844f6ff243150,NSCQ-ME-20260720-0002,ME,Portland,CITY OF PORTLAND,police,memorandum_or_settlement,83,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0476_sr_0d78f79614e34a7ada7dceb1.pdf,"10,37,82",9,1,"{""benefit_terms"":3,""budget_terms"":5,""index_pages"":0,""numeric_tokens"":173,""role_terms"":25,""wage_terms"":12}","{""column_lines"":9,""geometry_columns"":26,""geometry_rows"":20,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":40}",true,5,0.669600,1.000000,1.000000,0.000000,1.000000,0.833333,auto_gabriel_gate2_navigation_table_refine,possible_printed_page_offset|compact_compensation_candidate|budget_table|true_wage_table_evidence,"{""aligned_numeric_columns"":24,""candidate_pages"":3,""compact_role_pay_lines"":19,""navigation_pages"":1,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":4,""unresolved_navigation_targets"":0}",3,resp_00b871cdea135d12006a650bc81c008196b01ce586dabe3705,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,maybe,no_candidate_page,prose_only,not_applicable,unknown,unknown,moderate,exclude_for_now,low,NO_CLEAR_TABLE_GRID|WAGE_PROVISIONS_NOT_PAY_BANDS|ROLE_TO_PAY_BUT_NO_TABLE_STRUCTURE,"Packet contains wage-related provisions (e.g., stipends/shift differential) but not a structured salary/wage schedule table with role/classification bands/rates in a mappable table form.",5,6000,244.134162,second_review_required,low,EVIDENCE_NOT_STRONG_ENOUGH|NEGATIVE_PAGE_FAMILY,"The bounded GABRIEL/local evidence is ambiguous, weak, conflicting, or navigation-dependent and cannot support an extraction-ready label.",false
auto_adj_5ab716615bd3100e877e,adj_02c22cb34042a236239d,cal_06c1c72323f9983456949e2d,sr_2dcd1a1280047201697ff2ea,pr_dc304791f7197dab2233fab7,NSCQ-OH-20260720-0362,OH,Defiance,CITY OF DEFIANCE,police,cba,113,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0355_sr_2dcd1a1280047201697ff2ea.pdf,"13,38,63",12,"1,2","{""benefit_terms"":0,""budget_terms"":1,""index_pages"":0,""numeric_tokens"":73,""role_terms"":36,""wage_terms"":4}","{""column_lines"":19,""geometry_columns"":22,""geometry_rows"":37,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":18}",true,5,0.880000,1.000000,1.000000,0.000000,0.300000,0.500000,auto_gabriel_gate2_navigation_table_refine,possible_printed_page_offset|true_wage_table_evidence,"{""aligned_numeric_columns"":5,""candidate_pages"":3,""compact_role_pay_lines"":0,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":10,""unresolved_navigation_targets"":0}",6,resp_01a3d68bc49c078a006a650bcc4da881978905118c676470fb,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,no_table,not_applicable,no,no,not_extractable,exclude_for_now,high,NO_PAY_NUMERIC_EVIDENCE|NO_ROLE_TO_PAY_BANDS|PROSE_ONLY_WAGE_REFERENCE|NO_TABLE_STRUCTURE,"Packet contains non-schedule contractual/procedural prose (wages referenced, but no role/classification-to-pay bands or pay rates/salaries table evidence).",6,2744,246.615741,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_fe9a52b23c062182bd33,adj_cd351d40fed48e1e72e2,cal_1c65b87742c2909d651c0dd4,sr_e4f13e8006e1ec2d7b52664a,pr_848b6d98d6cb6df34ac5fb6c,NSCQ-KS-20260720-0026,KS,Dodge City,CITY OF DODGE CITY,police,cba,155,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0162_sr_e4f13e8006e1ec2d7b52664a.pdf,"52,87","51,53",1,"{""benefit_terms"":4,""budget_terms"":1,""index_pages"":1,""numeric_tokens"":326,""role_terms"":2,""wage_terms"":9}","{""column_lines"":2,""geometry_columns"":15,""geometry_rows"":8,""navigation_targets_evaluated"":0,""rendered_pages"":4,""row_like_lines"":92}",true,4,0.505000,1.000000,1.000000,0.200000,1.000000,0.750000,auto_gabriel_gate2_navigation_table_refine,no_candidate_detected|candidate_is_index_or_contents|non_wage_numeric_table|benefits_table|insufficient_role_pay_columns,"{""aligned_numeric_columns"":27,""candidate_pages"":2,""compact_role_pay_lines"":7,""navigation_pages"":1,""nearby_pages"":2,""resolved_navigation_targets"":0,""role_pay_rows"":2,""unresolved_navigation_targets"":0}",,resp_0eb320eed2a6fef1006a650bceda9c8196985bd3cc792bb58f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,no_table,other,unknown,unknown,not_extractable,exclude_for_now,high,NO_ROLE_PAY_TABLE_EVIDENCE|PROSE_ONLY|NOT_INDEX_OR_TABLE_POINTER|NON_WAGE_DOCUMENT_CONTEXT,"Packet contains legal/contractual prose (e.g., resolutions, lodge/negotiation clauses) without a structured role/classification-to-pay schedule or pay bands/rates table.",5,6000,250.370172,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_a05e44abd67779e70748,adj_37f7a23fc0eb0e665dce,cal_1ef8e0d5da94ae36c8e09fd6,sr_4a475a02aaeeec2a34a43736,pr_21662d427902046707ae4777,NSCQ-MN-20260720-0024,MN,Eagan,CITY OF EAGAN,police,memorandum_or_settlement,2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0464_sr_4a475a02aaeeec2a34a43736.pdf,1,2,,"{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":31,""role_terms"":0,""wage_terms"":3}","{""column_lines"":0,""geometry_columns"":7,""geometry_rows"":12,""navigation_targets_evaluated"":0,""rendered_pages"":2,""row_like_lines"":8}",true,2,0.291456,0.360000,1.000000,0.000000,0.180000,0.169167,auto_gabriel_gate2_navigation_table_refine,no_candidate_detected|insufficient_role_pay_columns,"{""aligned_numeric_columns"":3,""candidate_pages"":1,""compact_role_pay_lines"":1,""navigation_pages"":0,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":0,""unresolved_navigation_targets"":0}",,resp_0da9ec2032c46df7006a650bd295648193af8497902776eafb,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,maybe,exact_table_page,hourly_schedule,not_applicable,no,yes,moderate,second_review_required,medium,HAS_ROLELESS_WAGE_RATE_TABLE_HEADER|SERVICE_LENGTH_RATE_ROWS_PRESENT|VALUES_REDACTED_PLACEHOLDER_TOKENS,Packet includes a wage-rate section with a Service Length Rate matrix/table on page 1; however pay values are redacted/placeholder-like so extraction needs review.,2,1089,253.256184,second_review_required,medium,EVIDENCE_NOT_STRONG_ENOUGH|LOCAL_STRUCTURE_WEAK,"The bounded GABRIEL/local evidence is ambiguous, weak, conflicting, or navigation-dependent and cannot support an extraction-ready label.",false
auto_adj_ca27ae6e3c73f69be4cc,adj_bc01f3ac825196e6d672,cal_27f7aa01a1896ab84af3af3e,sr_3c7a802eade87cf66fd9313f,pr_b15019b75ac7d125cd420df7,NSCQ-MI-20260720-0072,MI,Saginaw,CITY OF SAGINAW,non_safety,wage_schedule_or_compensation_plan,1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0500_sr_3c7a802eade87cf66fd9313f.pdf,1,,,"{""benefit_terms"":11,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":32,""role_terms"":7,""wage_terms"":12}","{""column_lines"":0,""geometry_columns"":4,""geometry_rows"":3,""navigation_targets_evaluated"":0,""rendered_pages"":1,""row_like_lines"":5}",true,1,0.357750,1.000000,1.000000,0.000000,1.000000,0.350000,auto_gabriel_gate2_navigation_table_refine,non_wage_numeric_table|benefits_table|insufficient_role_pay_columns,"{""aligned_numeric_columns"":5,""candidate_pages"":1,""compact_role_pay_lines"":3,""navigation_pages"":0,""nearby_pages"":0,""resolved_navigation_targets"":0,""role_pay_rows"":3,""unresolved_navigation_targets"":0}",,resp_076f919fc11d831d006a650bd57210819095fc847dce9cf780,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,benefits,no,not_applicable,not_extractable,exclude_for_now,high,PROSE_ONLY_NO_TABLE|NO_ROLE_TO_PAY_LINES|NON_WAGE_BENEFIT_DESCRIPTIONS_ONLY,Packet contains narrative compensation/benefit negotiation language with no structured role/classification-to-pay schedule table evidence.,1,1500,255.440870,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_7a1d198e00c2f57c3258,adj_54af6556d99fc5786196,cal_2d3dc84a859cfc2741388967,sr_c81d3bca5923f18fa553a628,pr_0a5c6d1533c6efd7a3199910,NSCQ-GA-20260720-0002,GA,Savannah,CITY OF SAVANNAH,fire,cba,46,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0040_sr_c81d3bca5923f18fa553a628.pdf,"2,11,45",1,"4,8","{""benefit_terms"":10,""budget_terms"":2,""index_pages"":1,""numeric_tokens"":58,""role_terms"":5,""wage_terms"":6}","{""column_lines"":9,""geometry_columns"":57,""geometry_rows"":93,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":19}",true,5,0.510000,0.920000,1.000000,0.200000,1.000000,0.294583,auto_gabriel_gate2_navigation_table_refine,candidate_is_index_or_contents|possible_printed_page_offset|non_wage_numeric_table|benefits_table|insufficient_role_pay_columns,"{""aligned_numeric_columns"":5,""candidate_pages"":3,""compact_role_pay_lines"":6,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":3,""unresolved_navigation_targets"":0}",-3,resp_08cc2af74d2f5a0c006a650bd79b6c8195a8c9b9013b54a417,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,no_table,index_or_contents,unknown,no,not_extractable,exclude_for_now,high,NO_TABLE_STRUCTURE|PROSE_ONLY|INDEX_OR_CONTENTS_POINTER|NO_ROLE_PAY_BANDS,"Packet contains table-of-contents/navigation prose and non-wage sections; no structured role/classification-to-pay schedule, bands, or repeated wage lines appear.",6,3596,257.566101,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_f254fd027944b58feb44,adj_2d5b419791a4e7a99431,cal_2ea02abee856ba348e248a5e,sr_db228b655ef9bb13f47acc3d,pr_eb3a47807cc493cc2f46c122,NSCQ-OR-20260720-0076,OR,Hermiston,CITY OF HERMISTON,police,cba,21,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0019_sr_db228b655ef9bb13f47acc3d.pdf,"3,10,11",2,"1,5","{""benefit_terms"":8,""budget_terms"":0,""index_pages"":1,""numeric_tokens"":104,""role_terms"":15,""wage_terms"":18}","{""column_lines"":9,""geometry_columns"":7,""geometry_rows"":0,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":12}",true,5,0.960000,1.000000,1.000000,0.200000,1.000000,0.600000,auto_gabriel_gate2_navigation_table_refine,candidate_is_prose_only|benefits_table|true_wage_table_evidence,"{""aligned_numeric_columns"":9,""candidate_pages"":3,""compact_role_pay_lines"":1,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":6,""unresolved_navigation_targets"":0}",,resp_0df0d5ec6ed6d856006a650bd9c10c819485d43604875de044,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,not_applicable,no,not_applicable,not_extractable,exclude_for_now,high,NO_STRUCTURED_PAY_TABLE_EVIDENCE|PROSE_ONLY_NO_ROLE_PAY_BANDS|NO_CLASSIFICATION_RANK_GRADE_PAY_MATRIX,"Packet contains collective-bargaining prose (grievance steps, allowances/clothing/boot) and a contents/front page, but no structured wage/pay schedule table.",6,5702,259.980840,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_287921f0b36c1f247ac3,adj_723e70e188c4ebd3352b,cal_30283fc6e2d14875aa45d22a,sr_ab1c058903820b421a91d52f,pr_888a4039a3e196b29c651069,NSCQ-MO-20260720-0037,MO,Hazelwood,CITY OF HAZELWOOD,non_safety,cba,13,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0236_sr_ab1c058903820b421a91d52f.pdf,"4,5,6",3,"1,2","{""benefit_terms"":1,""budget_terms"":2,""index_pages"":0,""numeric_tokens"":68,""role_terms"":17,""wage_terms"":6}","{""column_lines"":3,""geometry_columns"":24,""geometry_rows"":22,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":15}",true,5,0.795000,1.000000,1.000000,0.000000,0.900000,0.733333,auto_gabriel_gate2_navigation_table_refine,candidate_is_prose_only|true_wage_table_evidence,"{""aligned_numeric_columns"":11,""candidate_pages"":3,""compact_role_pay_lines"":4,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":5,""unresolved_navigation_targets"":0}",,resp_047c8062f174b0c3006a650bdc280c8197bf82923141538830,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,not_applicable,unknown,not_applicable,not_extractable,exclude_for_now,high,PROSE_ONLY|NO_TABLE_EVIDENCE|NO_ROLE_CLASSIFICATION_PAY_LINES|NO_PAY_BANDS_OR_RATES_MATRIX,"Packet contains collective agreement language (working time, probation, provisions) without a structured role/classification pay schedule or pay-band/rate table.",6,5349,262.200082,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_71e08595cbc4fa8a6415,adj_1d6245b68ef8606592ed,cal_328a06695d4802a821952280,sr_b7ed8579649f85c58ace70b9,pr_6861cbd0fa1fcdc80d497782,NSCQ-MD-20260720-0016,MD,Annapolis,CITY OF ANNAPOLIS,fire,cba,43,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0065_sr_b7ed8579649f85c58ace70b9.pdf,"6,15,42",5,"1,2","{""benefit_terms"":11,""budget_terms"":0,""index_pages"":1,""numeric_tokens"":113,""role_terms"":14,""wage_terms"":21}","{""column_lines"":0,""geometry_columns"":35,""geometry_rows"":56,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":33}",true,5,0.460800,1.000000,1.000000,0.200000,1.000000,0.750000,auto_gabriel_gate2_navigation_table_refine,possible_printed_page_offset|compact_compensation_candidate|non_wage_numeric_table|benefits_table|insufficient_role_pay_columns,"{""aligned_numeric_columns"":9,""candidate_pages"":3,""compact_role_pay_lines"":11,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":3,""unresolved_navigation_targets"":0}",3,resp_031ae42dddc8a14e006a650bde602c8195b86827aa2dd33054,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,not_applicable,no,not_applicable,not_extractable,exclude_for_now,high,NO_STRUCTURED_PAY_MATRIX|PROSE_ONLY_WAGES|NO_PAY_BANDS_OR_TABLE|NO_ROLE_TO_SALARY_LINES,"Packet contains union/management/procedure and dues/on-call premium prose, with no structured role/classification pay table, salary bands, or repeated role-to-pay lines.",6,5404,264.838334,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
