document_identity_id,candidate_queue_row_id,source_review_id,verification_id,retrieval_date,retrieval_method,source_type,source_corpus,source_cite,artifact_pointer,retrieval_bridge_status,retrieval_support_fields,source_corpus_bridge_status
doc_35922c07d9dc95a232206211,NSCQ-OH-20260720-0464,sr_8169f921270fde76108103a8,VER-57eac6ddada228cd33fe,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1110.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0248_sr_8169f921270fde76108103a8.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_35aba7364b92bdddc4478e86,NSCQ-OH-20260720-0143,sr_6f54b8051745d34e31e40da4,VER-b139e4b13cecdf0796ac,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1267.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0053_sr_6f54b8051745d34e31e40da4.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_35d20aa9fac4c5f3aebd55a6,NSCQ-CA-20260720-0090,sr_6c7f8e55645600b7b8f9d7a1,VER-c1199b10d7e3bc6be7f5,2026-07-24,public_download,cba,causal,https://www.roseville.ca.gov/Documents/Fire/Join%20Our%20Team/rff.pdf?t=202603060057180,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0178_sr_6c7f8e55645600b7b8f9d7a1.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_35e2351800ba6a96c3a4433f,NSCQ-CA-20260720-0010,sr_c8f6017675a0a756d857a56f,VER-29634f123f1caf589c0f,2026-07-24,public_download,cba,causal,https://www.sandiego.gov/sites/default/files/legacy/humanresources/pdf/meafy14.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0243_sr_c8f6017675a0a756d857a56f.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_35e357b480427e82e714322f,NSCQ-OH-20260720-0597,sr_f55485a0532588e0076f396c,VER-02a05201803e949ae440,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-09-0895.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0031_sr_f55485a0532588e0076f396c.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_3670e41e818c30793c53e8f7,NSCQ-ME-20260720-0023,sr_740873047053e0855531cd5f,VER-b1e85663af810d15cf53,2026-07-24,public_download,cba,causal,https://www.maine.gov/mlrb/sites/maine.gov.mlrb/files/inline-files/publicworks.westbrook.2024-2027.pdf,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0031_sr_740873047053e0855531cd5f.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_36bd48a0bdc989715c72a70a,NSCQ-OH-20260720-0176,sr_cc4a1b7e95ea4acb34cad221,VER-7571c9433c99abc687fd,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-08-0655.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0171_sr_cc4a1b7e95ea4acb34cad221.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_36d45ce9e49147080a7d7d83,NSCQ-OH-20260720-0605,sr_3b2d53aa210d773060297986,VER-39e165fb87e5f79f2c3a,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-10-0989.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0342_sr_3b2d53aa210d773060297986.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_36e877d3e41d2aab5727fbbb,NSCQ-OH-20260720-0248,sr_686929d288d1a7bfd9e23fab,VER-f1e576ef00b71dca64d2,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0022.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0346_sr_686929d288d1a7bfd9e23fab.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_36f5c74ce3f91429f0db4deb,NSCQ-CA-20260720-0055,sr_7c305b98ecd9df75738cad09,VER-2af2b9f66bca53b0d38a,2026-07-24,public_download,cba,causal,https://santabarbaraca.gov/sites/default/files/documents/Human%20Resources/MOUs/Firefighters%20Association.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0105_sr_7c305b98ecd9df75738cad09.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_370282174ecf0fbeb0da12c3,NSCQ-MN-20260720-0013,sr_72462740283d4ae26222e93a,VER-5c5e805e0d563552a882,2026-07-24,public_download,cba,causal,https://duluthmn.gov/media/14442/2022-2024-fire.pdf,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_370ed204a3e3ac7c65cd4d8a,NSCQ-MD-20260720-0009,sr_0021af2764459702bd8418ff,VER-592917deca28199fce67,2026-07-24,public_download,cba,causal,https://afscmemd.org/system/files/2025-10/Local1453_Rockville_Contract.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_0021af2764459702bd8418ff.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_371887d8efc4275499c67cc7,NSCQ-CA-20260720-0125,sr_3d258878af7fa51559495cdb,VER-f581917156e894b386d3,2026-07-24,public_download,cba,causal,https://documents.cityofdavis.org/Media/Default/Documents/PDF/CityCouncil/CouncilMeetings/Agendas/2024/2024-05-07/03I-Fire-General-Unit-and-Management-MOU.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0126_sr_3d258878af7fa51559495cdb.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_37190456bedce4a0271c709a,NSCQ-OH-20260720-0032,sr_712edacecbc5380264754080,VER-21895cecc93e151db72b,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-0902.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0306_sr_712edacecbc5380264754080.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_37198220d5074f455ae3d942,NSCQ-OH-20260720-0052,sr_31fd615a69fdc653f7b8860e,VER-61ebdd36ea48b21e7f8c,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-09-0953.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0274_sr_31fd615a69fdc653f7b8860e.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_3730e3a7596f22beb7180c6e,NSCQ-NH-20260720-0018,sr_f181624b28dc294691d7cc50,VER-e822633665113fd46871,2026-07-24,public_download,cba,causal,https://www.dover.nh.gov/Assets/government/city-operations/2document/executive/human-resources/union-information/AFSCME%20CBA%20July%201%202014-June%2030%202017.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0183_sr_f181624b28dc294691d7cc50.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_3734df118643d3a3946d3d6f,NSCQ-OH-20260720-0122,sr_53a6b21d41ddee657e125237,VER-92f24afe0a74485944b2,2026-07-24,public_download,cba,causal,https://gahanna.legistar.com/View.ashx?GUID=87CF82E0-6564-42D4-9763-E1733662322A&ID=2947201&M=F,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0240_sr_53a6b21d41ddee657e125237.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_37445805bcec02125a627495,NSCQ-CT-20260720-0036,sr_1f51e174bd374a5b50d01d2f,VER-d270ac539490f6bfc2b3,2026-07-24,public_download,cba,causal,https://www.cityofwesthaven.com/DocumentCenter/View/3803/AFSCME-Local-681-PDF,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0112_sr_1f51e174bd374a5b50d01d2f.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_375f18d2cc9ffcd26cc7a2ab,NSCQ-OH-20260720-0670,sr_884224de3752895857901eac,VER-70c0b7ab402e383e986d,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-04-0588.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0362_sr_884224de3752895857901eac.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_3770dcc18d75536890fe1f28,NSCQ-WA-20260720-0145,sr_8ee00acacaddb5abf0bc860e,VER-af66dae30964607f29c3,2026-07-24,public_download,cba,causal,https://www.cityofmlt.com/DocumentCenter/View/37970/Teamster-Union-No-763-Collective-Bargaining-Agreement-2025-27,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0437_sr_8ee00acacaddb5abf0bc860e.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_377b81ff369b0f1f34ec60d6,NSCQ-MA-20260720-0107,sr_a624ef114bf26f322e3b4d54,VER-6ba660ac273ebf6f0b6e,2026-07-24,public_download,cba,causal,https://mlsa.ma.aft.org/sites/default/files/woburn_cba_for_library_staff_association_7_1_14_thru_6_30_18.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_a624ef114bf26f322e3b4d54.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_378b4a316fabcd51c3a379af,NSCQ-CT-20260720-0043,sr_1bf0f3ce63fda0c1577d01c3,VER-b89edc214eba5ec01b76,2026-07-24,public_download,cba,causal,https://www.norwichct.gov/DocumentCenter/View/387/Fire?bidId=,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0041_sr_1bf0f3ce63fda0c1577d01c3.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_378d8ae3a82471689b40e3d0,NSCQ-OH-20260720-0111,sr_ce945aad727b9eb1740335e3,VER-7a2b8825ed081c323a8c,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-1018.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0282_sr_ce945aad727b9eb1740335e3.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_37990a9c2d5751bc79d96e80,NSCQ-OH-20260720-0717,sr_c90507c5afb016910a457d33,VER-ec741c8b779288295dc1,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-09-0948.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0358_sr_c90507c5afb016910a457d33.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_37bd25e879b9fda1348b5420,NSCQ-MA-20260720-0122,sr_6bebd07fe71a8b476cd44863,VER-1aca83a249cdb8634b12,2026-07-24,public_download,cba,causal,https://mlsa.ma.aft.org/sites/default/files/article_pdf_files/2017-09/wspfld_library_union_contract_2017-2020.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0429_sr_6bebd07fe71a8b476cd44863.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_37e1474468fee5f8cde6964a,NSCQ-OR-20260720-0052,sr_664f9845dbde257d70d946f2,VER-09b20b8e51d1ba1c6a04,2026-07-24,public_download,cba,causal,https://www.keizeror.gov/DocumentCenter/View/1831/KPA-CBA-2023-to-2026-PDF,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0055_sr_664f9845dbde257d70d946f2.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_37f96ee78c60d0e69b37e6ae,NSCQ-AL-20260720-0007,sr_8685c843b921e528f02463ba,VER-0c92ba99c02bf461bbae,2026-07-24,public_download,wage_schedule_or_compensation_plan,causal,https://assets.caboosecms.com/media/15405216_fy-2026-exhibit-c---annual-pay-grade-and-step-schedule.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0471_sr_8685c843b921e528f02463ba.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_38029656a09794d3384119d7,NSCQ-OH-20260720-0322,sr_962e8339c1d72bdf62d1fdce,VER-8135c3af0b7304d5a400,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-05-0448.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0117_sr_962e8339c1d72bdf62d1fdce.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_3821e78f989a6cd56e1494fd,NSCQ-MI-20260720-0138,sr_2bbfb1e9836d8f60eb3de4f0,VER-fa121fd4fecfe7fe3c60,2026-07-24,public_download,cba,causal,https://sanweb.lib.msu.edu/LIR/contracts/c8953.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0411_sr_2bbfb1e9836d8f60eb3de4f0.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_382f669c19087713119cbbef,NSCQ-FL-20260720-0036,sr_aaf34503314329cce81c33fb,VER-dfebcd4e7675ae2b3251,2026-07-24,public_download,cba,causal,https://www.miramarfl.gov/files/assets/public/v/1/human-resources/documents/game-contract-2021-2024.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0074_sr_aaf34503314329cce81c33fb.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_3876e6814d7911e9529ce30b,NSCQ-OH-20260720-0418,sr_fa91faaf3e0bfbc9f5cba5c0,VER-ea1f7729edb896712ce6,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-05-0443.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0159_sr_fa91faaf3e0bfbc9f5cba5c0.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_38accc5bd6813951823be55d,NSCQ-MO-20260720-0047,sr_382ef2119f8c2a8811909bfe,VER-8952e79b4070d3cb2bbe,2026-07-24,public_download,cba,causal,https://mcclibraryfunctions-stage.azurewebsites.us/api/ordinanceDownload/11674/1258033/pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0211_sr_382ef2119f8c2a8811909bfe.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_38be1a40d84fddbc579c5334,NSCQ-AZ-20260720-0003,sr_5d67ae36c41dcdd50c2a7832,VER-2813e2da6001d6f03f44,2026-07-24,public_download,memorandum_or_settlement,causal,https://apps.mesaaz.gov/meetingarchive/archivedocuments/Resolutions/RES%209932.11.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0465_sr_5d67ae36c41dcdd50c2a7832.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_38eb39e9e86cf388f9f95691,NSCQ-MA-20260720-0044,sr_5f0368a2840df9c86be0eb1f,VER-869e1bfedbb7eff7b9ca,2026-07-24,public_download,memorandum_or_settlement,causal,https://newbedford-ma.s3.amazonaws.com/wp-content/uploads/sites/45/20230112100320/Fire-MOA-7.1.2022-6.30.2025.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0479_sr_5f0368a2840df9c86be0eb1f.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_38f3161dd9e1908ce027c7c5,NSCQ-OH-20260720-0288,sr_850b5a4596a4b6b1c3cd439f,VER-c4e1259c906a61839e7b,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-09-0866.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0351_sr_850b5a4596a4b6b1c3cd439f.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_39099ef6a7eb7e13835304f7,NSCQ-CA-20260720-0716,sr_89f60fb0e3517dc056139701,VER-c47adece11be1094cd0b,2026-07-24,public_download,cba,causal,https://www.grassvalleyca.gov/sites/main/files/file-attachments/r2022-57_unit_6_mou.pdf?1723674271=,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0207_sr_89f60fb0e3517dc056139701.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_391573494520678714847bc7,NSCQ-AK-20260720-0011,sr_b3eafc2ef5bb713329952dbb,VER-206b5fec7fbe4fa9e04b,2026-07-24,public_download,cba,causal,https://www.cityofwasilla.gov/DocumentCenter/View/4743/21-27-PDF,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_3948ac8f7a82926b50e8614f,NSCQ-OH-20260720-0614,sr_0b7707853079ad9b9b88d3af,VER-b0c6f5f28a8115f07cfd,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-09-0787.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0300_sr_0b7707853079ad9b9b88d3af.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_395659ca20f0e7bbc5dc9f04,NSCQ-IL-20260720-0200,sr_547d912143719a659640459b,VER-dc35ac7662544fe18708,2026-07-24,public_download,cba,causal,https://cityofeastpeoria.com/DocumentCenter/View/855/Fire-Contract-2019-2024-PDF?bidId=,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_547d912143719a659640459b.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
