document_identity_id,candidate_queue_row_id,unit_type,controlled_occupation_class,occupation_class_bridge_status,occupation_support_fields,residual_occupation_bridge_status,residual_occupation_support_fields,residual_occupation_evidence_token,residual_occupation_evidence_sha256
doc_2fa564f0f14844d2b83ab003,NSCQ-IA-20260720-0073,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_2fb4b950424efc27b6325cd5,NSCQ-MI-20260720-0016,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_2fdf9cb449d5fe426fb9edaa,NSCQ-OH-20260720-0233,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_2fe6e5ceb8afc5a3c9dcf5d6,NSCQ-WA-20260720-0068,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_2feffae88b65c2dd5141b102,NSCQ-NE-20260720-0004,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_2ff4df96d146c7d00146e91d,NSCQ-OH-20260720-0331,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_30109c337ae0768e77be3a8b,NSCQ-OH-20260720-0567,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.union_name,Municipal Employees,8a8c714fe54240acfc86979df4d087df82a8c7f8ddfa1e07e596139d19e84fe6
doc_30943d642c43e15ddd0f13e3,NSCQ-TX-20260720-0030,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_309f56814a8275926696e7a5,NSCQ-IL-20260720-0271,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_30b06a429b99bfb44506277e,NSCQ-CA-20260720-0386,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.union_name,Municipal Employees,8a8c714fe54240acfc86979df4d087df82a8c7f8ddfa1e07e596139d19e84fe6
doc_30c705cc5626d23f8be52274,NSCQ-FL-20260720-0033,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_30ce550c927f1fcb2f312232,NSCQ-AR-20260720-0014,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_30ea8d7d8c0088f8105e2a1a,NSCQ-NH-20260720-0014,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_30f9fb253571dbde4231c675,NSCQ-OH-20260720-0136,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_3102658c7684b25bd5d8ac16,NSCQ-TX-20260720-0010,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_310448d1ec445b0723e74301,NSCQ-OH-20260720-0572,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3153ad14ffbbf2e3398ca8a6,NSCQ-KY-20260720-0008,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_31575d304698812e4407920a,NSCQ-OH-20260720-0450,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3179cb20b9b27dccee827368,NSCQ-OH-20260720-0611,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_31af2c5e97cb14414855aa2a,NSCQ-IL-20260720-0238,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_31e20a8c59b37e470fb93084,NSCQ-PA-20260720-0098,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_31eda41d69ae21d4f7fc9a1b,NSCQ-MN-20260720-0101,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_31f44ae7a17c480c2f862ed1,NSCQ-MI-20260720-0008,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_31f5d1ee2fed022451ab7a74,NSCQ-WI-20260720-0070,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_320aa0c10cd7bb6e97a873fd,NSCQ-MI-20260720-0161,non_safety,public_works,established_single_explicit_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,preserved_prior_controlled_class,,,
doc_322a56e496e2eb947175cdb6,NSCQ-WA-20260720-0035,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title|candidate_queue.union_name,City Employees|Municipal Employees,58939c72c1fa2216bb6f873d5f159497964712f7d6a8d3f7ea78490067ce9e7a
doc_325521f40583ee522b22113d,NSCQ-CO-20260720-0006,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_325f9092b54e27c285ea4d09,NSCQ-MT-20260720-0001,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_325fc52cf118352fa1a2cd07,NSCQ-MO-20260720-0037,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_3278319cb6d2a5d272b882a6,NSCQ-WA-20260720-0014,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3288f702801e493e050fcbee,NSCQ-MO-20260720-0008,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_32bb781f9af9c616cbb0db95,NSCQ-FL-20260720-0173,non_safety,clerical_admin,established_single_explicit_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,preserved_prior_controlled_class,,,
doc_332b036a7ff4fa7e099731be,NSCQ-CA-20260720-0049,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_33301214a976c11c9f9b3688,NSCQ-CA-20260720-0287,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_338a24240ab9e150cb615385,NSCQ-CA-20260720-0444,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_339e04bc8ca451f81ad4656d,NSCQ-OH-20260720-0809,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_33fab547534c2316e1e89493,NSCQ-PA-20260720-0017,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title,MUNICIPAL EMPLOYEES,7e8f331132cc90dd73a5b9924713f833fc0285b16866a37bb361a584c537bc33
doc_340fb6286f3228b4fc0e20ea,NSCQ-OH-20260720-0692,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_341a7af4a0707fae22462178,NSCQ-OH-20260720-0246,non_safety,parks_rec,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title,Recreation Department,e7818bd5bf662891863e00aea58bbf99f4f1cc4eb5e0942debccb7d1d5be8ea8
doc_34925026da20c9b0143457af,NSCQ-OH-20260720-0232,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_34ce7dc90771d7c413a26dc2,NSCQ-OH-20260720-0667,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_351a714238ed14981e0bab0e,NSCQ-MT-20260720-0051,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title|candidate_queue.union_name,City Employees,f28800c01d06e66cadd25f1712497e07575e00961252cfead91157dde609a3b3
doc_351bef29a63f515899e44d7f,NSCQ-OH-20260720-0372,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_355b2cf6b61781ea3981bf2d,NSCQ-MA-20260720-0026,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_356a3f18202c988e73774fa1,NSCQ-OH-20260720-0226,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3591e21a903c294007bd4738,NSCQ-CA-20260720-0173,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_35922c07d9dc95a232206211,NSCQ-OH-20260720-0464,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_35aba7364b92bdddc4478e86,NSCQ-OH-20260720-0143,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_35d20aa9fac4c5f3aebd55a6,NSCQ-CA-20260720-0090,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_35e2351800ba6a96c3a4433f,NSCQ-CA-20260720-0010,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title|candidate_queue.union_name,Municipal Employees,8a8c714fe54240acfc86979df4d087df82a8c7f8ddfa1e07e596139d19e84fe6
doc_35e357b480427e82e714322f,NSCQ-OH-20260720-0597,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3670e41e818c30793c53e8f7,NSCQ-ME-20260720-0023,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.union_name,Municipal Employees,8a8c714fe54240acfc86979df4d087df82a8c7f8ddfa1e07e596139d19e84fe6
doc_36bd48a0bdc989715c72a70a,NSCQ-OH-20260720-0176,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_36d45ce9e49147080a7d7d83,NSCQ-OH-20260720-0605,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_36e877d3e41d2aab5727fbbb,NSCQ-OH-20260720-0248,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_36f5c74ce3f91429f0db4deb,NSCQ-CA-20260720-0055,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_370282174ecf0fbeb0da12c3,NSCQ-MN-20260720-0013,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_370ed204a3e3ac7c65cd4d8a,NSCQ-MD-20260720-0009,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title|candidate_queue.union_name,City Employees|Municipal Employees,58939c72c1fa2216bb6f873d5f159497964712f7d6a8d3f7ea78490067ce9e7a
doc_371887d8efc4275499c67cc7,NSCQ-CA-20260720-0125,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_37190456bedce4a0271c709a,NSCQ-OH-20260720-0032,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_37198220d5074f455ae3d942,NSCQ-OH-20260720-0052,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3730e3a7596f22beb7180c6e,NSCQ-NH-20260720-0018,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.union_name,Municipal Employees,8a8c714fe54240acfc86979df4d087df82a8c7f8ddfa1e07e596139d19e84fe6
doc_3734df118643d3a3946d3d6f,NSCQ-OH-20260720-0122,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_37445805bcec02125a627495,NSCQ-CT-20260720-0036,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title,City Employees,f28800c01d06e66cadd25f1712497e07575e00961252cfead91157dde609a3b3
doc_375f18d2cc9ffcd26cc7a2ab,NSCQ-OH-20260720-0670,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3770dcc18d75536890fe1f28,NSCQ-WA-20260720-0145,non_safety,clerical_admin,established_single_explicit_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,preserved_prior_controlled_class,,,
doc_377b81ff369b0f1f34ec60d6,NSCQ-MA-20260720-0107,non_safety,library,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title|candidate_queue.union_name,Library Staff|LIBRARY STAFF,6e09110751d1e3720f78c72315e49f3549e13120ac384bc43f5367686c90392d
doc_378b4a316fabcd51c3a379af,NSCQ-CT-20260720-0043,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_378d8ae3a82471689b40e3d0,NSCQ-OH-20260720-0111,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.union_name,Municipal Employees,8a8c714fe54240acfc86979df4d087df82a8c7f8ddfa1e07e596139d19e84fe6
doc_37990a9c2d5751bc79d96e80,NSCQ-OH-20260720-0717,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_37bd25e879b9fda1348b5420,NSCQ-MA-20260720-0122,non_safety,library,established_single_explicit_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,preserved_prior_controlled_class,,,
doc_37e1474468fee5f8cde6964a,NSCQ-OR-20260720-0052,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_37f96ee78c60d0e69b37e6ae,NSCQ-AL-20260720-0007,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_38029656a09794d3384119d7,NSCQ-OH-20260720-0322,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_3821e78f989a6cd56e1494fd,NSCQ-MI-20260720-0138,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_382f669c19087713119cbbef,NSCQ-FL-20260720-0036,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_3876e6814d7911e9529ce30b,NSCQ-OH-20260720-0418,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_38accc5bd6813951823be55d,NSCQ-MO-20260720-0047,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_38be1a40d84fddbc579c5334,NSCQ-AZ-20260720-0003,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_38eb39e9e86cf388f9f95691,NSCQ-MA-20260720-0044,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_38f3161dd9e1908ce027c7c5,NSCQ-OH-20260720-0288,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_39099ef6a7eb7e13835304f7,NSCQ-CA-20260720-0716,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_391573494520678714847bc7,NSCQ-AK-20260720-0011,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3948ac8f7a82926b50e8614f,NSCQ-OH-20260720-0614,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_395659ca20f0e7bbc5dc9f04,NSCQ-IL-20260720-0200,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_398dd30e8712e024008685e7,NSCQ-MA-20260720-0037,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_39e1df0206dd407fd4267351,NSCQ-OH-20260720-0354,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title,MUNICIPAL EMPLOYEES,7e8f331132cc90dd73a5b9924713f833fc0285b16866a37bb361a584c537bc33
doc_3a18af2e8bffa7381fd2f0d6,NSCQ-NE-20260720-0001,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3a3c94e63f3c1053fee3e66c,NSCQ-OH-20260720-0015,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3a3e0280edc3458506eb0fae,NSCQ-CA-20260720-0174,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3a3e0840ff9add2201f62787,NSCQ-MI-20260720-0032,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3a6145072714dcde8ae909b2,NSCQ-FL-20260720-0050,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_3a67b43cf2e3fc0c95421819,NSCQ-IL-20260720-0165,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3a71943b656f5008cd57317e,NSCQ-MI-20260720-0157,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3acac65f4810dd8858eea140,NSCQ-MN-20260720-0049,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3aee0434a96785987508d7e8,NSCQ-OH-20260720-0373,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_3b25188c470656f7e525c3a1,NSCQ-OH-20260720-0678,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3b5bfa3c49fbb1437703b5cd,NSCQ-OH-20260720-0642,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_3b6593b2353540941217909c,NSCQ-OR-20260720-0001,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3b918cfbd8b3bc0840a81b91,NSCQ-OH-20260720-0169,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3bb8d3f2326d2af4dc980500,NSCQ-OH-20260720-0644,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_3bbb548040cab31446b5e7a1,NSCQ-OH-20260720-0102,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3bffedd27f67600b62b73667,NSCQ-IL-20260720-0130,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title,General Employee,86471bacc7b8451e1118b6d9240723ba6d91fe31096df3da8c6a9764e323758f
doc_3c2ac785d55df8ef4defb482,NSCQ-RI-20260720-0015,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3c3f192c8edc18abf8624108,NSCQ-OH-20260720-0807,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3c4a891013b8a605d9e099e8,NSCQ-MI-20260720-0159,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3c5d5b6fce257c62428be726,NSCQ-OH-20260720-0575,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3c614d957d9c2118b993abd5,NSCQ-LA-20260720-0003,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3c61f94892a79f3ff140e63f,NSCQ-IL-20260720-0061,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3c9488a06ac7fa3a19d74424,NSCQ-IA-20260720-0011,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_3cb90d237bb5b0d89cb94c35,NSCQ-NM-20260720-0026,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3cd517b11ced4b46e4e8502d,NSCQ-OH-20260720-0601,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_3ce8cee1e70e33d260403fa9,NSCQ-CA-20260720-0556,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3ce93b68220619e70df97a2d,NSCQ-OH-20260720-0044,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3d0339850b9c00f37a78c567,NSCQ-OH-20260720-0650,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3d065e56a94b0413140a506e,NSCQ-CO-20260720-0015,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3d0b06598d71d840b43df276,NSCQ-AK-20260720-0009,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.union_name,Municipal Employees,8a8c714fe54240acfc86979df4d087df82a8c7f8ddfa1e07e596139d19e84fe6
doc_3d0e793081abb3107f37e596,NSCQ-OH-20260720-0037,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3d307b2d287b3fa6d5d09f82,NSCQ-OH-20260720-0582,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3d7077582d702123ce45aa7e,NSCQ-OH-20260720-0256,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3d8d7d23ccfedea575654937,NSCQ-OR-20260720-0036,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_3dd7d3510de57f5c50b5a9fe,NSCQ-OH-20260720-0146,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3de4066939663376a4e1294a,NSCQ-TX-20260720-0055,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3dfbbe82d038e660da2fa635,NSCQ-FL-20260720-0219,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3e470c73b93656d7bfecf29b,NSCQ-IL-20260720-0231,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3e5a0ad9436db9689293f22b,NSCQ-MI-20260720-0152,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3e5e04c21ad02f6ec4fa96c9,NSCQ-OH-20260720-0162,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3ed27a2e5f3442681ee150db,NSCQ-MI-20260720-0124,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title|candidate_queue.union_name,Municipal Employees,8a8c714fe54240acfc86979df4d087df82a8c7f8ddfa1e07e596139d19e84fe6
doc_3ee485f65d8ce8dee311a973,NSCQ-KS-20260720-0018,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3ee9465e1ec32b219e8dce2f,NSCQ-ID-20260720-0005,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3ef0d81ac7e1fa5ee14b54d4,NSCQ-OH-20260720-0743,non_safety,clerical_admin,established_single_explicit_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,preserved_prior_controlled_class,,,
doc_3efcb784839454681a687218,NSCQ-OH-20260720-0258,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3f0d021683bbb25f21b82af3,NSCQ-CA-20260720-0087,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_3f319db8ad22860c0be77445,NSCQ-OH-20260720-0335,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_3f61812fecf6eaebb1553107,NSCQ-OH-20260720-0417,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
