growth_record_id,evidence_route,normalized_record_id,codified_record_id,rating_id,span_id,municipality,state,region,source_family,unit_or_group,unit_type,occupation_or_classification,effective_period,effective_year,source_reported_growth_value,growth_value_type,pay_basis,base_or_non_base,primary_growth_mechanism,secondary_growth_mechanisms,mechanism_cluster,mechanism_confidence,confidence_score,municipality_cycle_key,unit_cycle_key,raw_value_text,raw_span_text,raw_values_preserved,growth_rate_eligible,dashboard_default_eligible,exclusion_or_caveat,final_locator
B4X2500GROWTHSRC-86ed113dec5b50caec19,source_reported_growth_rate,B4X2500NORM-f23d2ff72c0dccf408cd5197,B4X2500COD-20260730-d689293d916ec099fcaedcee,B4X2500-RATING-20260730-6870fcbccce463f4c6c28adc,B4X2500SPAN-20260730-442f98a772c7aa510c44dd9c,Middlesex,NC,South,budget_or_pay_plan,sanitation,non_safety,sanitation,2019-2020,2019,3.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NC|middlesex|2019,NC|middlesex|2019|sanitation|sanitation,3%,Waste Industries contract will increase by 3% and we will have to have our waste yard,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://townofmiddlesexnc.com/wp-content/uploads/2022/10/06-10-2019-Meeting-minutes.pdf
B4X2500GROWTHSRC-a002495b0143ab6b9613,source_reported_growth_rate,B4X2500NORM-40963e41412cd6b2ee7b5aa5,B4X2500COD-20260730-e0d01f38f378728b26243b03,B4X2500-RATING-20260730-8c28592a44689c5667de57a9,B4X2500SPAN-20260730-7d54c7a779fbf5720b0e5680,Middlesex,NC,South,budget_or_pay_plan,unresolved_unit,unclear,unknown,2019-2020,2019,2.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NC|middlesex|2019,NC|middlesex|2019|unresolved_unit|unknown,2%,"as the town’s ORC, however an anticipated 2% increase is included in this budget for",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://townofmiddlesexnc.com/wp-content/uploads/2022/10/06-10-2019-Meeting-minutes.pdf
B4X2500GROWTHSRC-e8d46018a28d3d5bfdd9,source_reported_growth_rate,B4X2500NORM-325234169b781537933867ea,B4X2500COD-20260730-a5fed6c8b64650a7612580d3,B4X2500-RATING-20260730-8da8c9046b4b43c42326e50d,B4X2500SPAN-20260730-33bda3a98243f0099654c41c,Middlesex,NC,South,budget_or_pay_plan,unresolved_unit,unclear,unknown,2019-2020,2019,2.3,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",non_base_compensation,high,0.45,NC|middlesex|2019,NC|middlesex|2019|unresolved_unit|unknown,2.3%,disability had a 2.3% increase in the Dental coverage only from last year.,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://townofmiddlesexnc.com/wp-content/uploads/2022/10/06-10-2019-Meeting-minutes.pdf
B4X2500GROWTHSRC-2bc35d1fa04b325a3148,source_reported_growth_rate,B4X2500NORM-7a5a0de6cd4630a26a1b13de,B4X2500COD-20260730-682652669661056dc2b275ea,B4X2500-RATING-20260730-bfb323286a9084ff518680d2,B4X2500SPAN-20260730-d25bdadb79f599341fdb1c5b,Bedminster,NJ,Northeast,arbitration_award,police,police,police,2019,2019,2.0,step_schedule,percentage,unclear,step_schedule_progression,"[""automatic_raise""]",automatic_wage_growth,high,0.9,NJ|bedminster|2019,NJ|bedminster|2019|police|police,2%,"2019 includes a freeze of the 2018 salary guide, a 2% salary increase for officers at the top step and sergeants, and",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://nj.gov/perc/documents/2020%20Interest%20Arbitration%20BIENNIAL%20REPORT.pdf
B4X2500GROWTHSRC-30b61e3c58e72b37c1f5,source_reported_growth_rate,B4X2500NORM-805015d3a96f62487d1e9377,B4X2500COD-20260730-f64317f21217b2eeb0b83800,B4X2500-RATING-20260730-063cae29a52ff8b51663aad0,B4X2500SPAN-20260730-8c5861439e8ac3181864697d,Old Tappan,NJ,Northeast,salary_ordinance,police,police,police,2019-2022,2019,5.0,percentage_raise,percentage,non_base,across_the_board_percentage_raise,"[""non_base_compensation""]",non_base_compensation,high,0.9,NJ|old_tappan|2019,NJ|old_tappan|2019|police|police,5%,SECTION 4: All Police Personnel covered by collective bargaining agreement will be entitled to shift differential equal to 5% of their gross annual salary.,True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://oldtappan.net/government/documents/ordinances-pending-codification/1092-1233-23-pd-salary-ord-2019-2022/file
B4X2500GROWTHSRC-5d1925a47dbea960da3f,source_reported_growth_rate,B4X2500NORM-216a88b60a76c73712c3e853,B4X2500COD-20260730-5edbec2617930e6cff6c3298,B4X2500-RATING-20260730-a9381940414735b3f7d1629c,B4X2500SPAN-20260730-b24ebe2f1d456cc9e6c5f916,Greece,NY,Northeast,settlement_agreement,police,police,police,2019,2019,1.5,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.9,NY|greece|2019,NY|greece|2019|police|police,1.5%; 1.75%; 2%,"1.5% wage increase for 2019, 2020, and 2021, and 1.75% wage increases for 2022 and 2023, keeping wage increases below 2% in each year of the agreement.",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://greeceny.gov/2018/11/15/supervisor-reilich-announces-settlement-agreement-with-uniformed-patrolmen-s-association
B4X2500GROWTHSRC-8fe17de451bf871a30f1,source_reported_growth_rate,B4X2500NORM-7c310c645491040d3bbf9679,B4X2500COD-20260730-1f76d83ed2ede4e9f3851298,B4X2500-RATING-20260730-90085806a6467f7dd01edd20,B4X2500SPAN-20260730-4db7bff39c0b045472662d66,South Glens Falls,NY,Northeast,cba,police,police,police,2019,2019,2.5,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise"", ""implementation_retroactivity""]",timing_implementation,high,0.45,NY|south_glens_falls|2019,NY|south_glens_falls|2019|police|police,2.5%,"o Effective June 1, 2019: 2.5% increase",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://seethroughny.net/contracts/VillageofSouthGlensFalls_P_2022.pdf
B4X2500GROWTHSRC-c34ed49407053ed92401,source_reported_growth_rate,B4X2500NORM-61bc2ab4fbfd5e39c570fd4c,B4X2500COD-20260730-52f77b9b5ecb2feb3f1c705d,B4X2500-RATING-20260730-1c5f97dd8676c5cf3cac64b4,B4X2500SPAN-20260730-312804cfe19b23423b981919,Franklin,OH,Midwest,arbitration_award,police,police,police,2019-2022,2019,9.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise"", ""market_recruitment_retention""]",automatic_wage_growth,high,0.9,OH|franklin|2019,OH|franklin|2019|police|police,9%,the first full pay period in July 2019 (reflecting a market adjustment and 9% wage increase):,True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://franklin-townshipohio.gov/wp-content/uploads/2023/11/2022-142-Extend-Police-Contract-2019-2022-Police-Contract-SERB-with-exhibit.pdf
B4X2500GROWTHSRC-fc0eb782dbf4962c41ad,source_reported_growth_rate,B4X2500NORM-c41ec9e9f4c7380d558eb512,B4X2500COD-20260730-31c97e926aff1e17a672aed8,B4X2500-RATING-20260730-f31814b90f4e4922dee3ec07,B4X2500SPAN-20260730-fb587e43309b0d7af401afca,Marion,OH,Midwest,cba,fire,fire,fire,2019,2019,1.85,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.9,OH|marion|2019,OH|marion|2019|fire|fire,1.85%,"Effective January 1, 2019, employees shall receive a general wage increase of 1.85%.",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-09-0973.pdf
B4X2500GROWTHSRC-203366d7a5e01d692715,source_reported_growth_rate,B4X2500NORM-63eddc7148cba761d566d1ba,B4X2500COD-20260730-7711534d81047029d0aeeb3c,B4X2500-RATING-20260730-0659b5b89bbd316005f20236,B4X2500SPAN-20260730-de5e027b98be8b3d3bb8db67,Union,OH,Midwest,cba,unresolved_unit,fire,unknown,2019,2019,3.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise"", ""implementation_retroactivity""]",timing_implementation,high,0.45,OH|union|2019,OH|union|2019|unresolved_unit|unknown,3%; 3%,"effective December 30, 2019, and a 3.0% raise effective December 28, 2020, and a 3.0% raise",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-11-1278.pdf
B4X2500GROWTHSRC-c9269bfcf305970b3b30,source_reported_growth_rate,B4X2500NORM-d40402298aa3b491c9c6609e,B4X2500COD-20260730-e21c925a8843a37f423c861a,B4X2500-RATING-20260730-d5fdae89b90055bd6633fd37,B4X2500SPAN-20260730-433f1b512a1d19ad02926e28,Washington,OH,Midwest,wage_schedule,unresolved_unit,fire,unknown,2019,2019,3.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise"", ""implementation_retroactivity""]",timing_implementation,high,0.45,OH|washington|2019,OH|washington|2019|unresolved_unit|unknown,3%,"Effective July 1, 2019 (or next closest payroll date): a 3.0% increase will",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-04-0374.pdf
B4X2500GROWTHSRC-09ee088e2cd304dea9b8,source_reported_growth_rate,B4X2500NORM-e8f7020c8fe9fa14b29d0186,B4X2500COD-20260730-cd23d2dcada683ba75b446b0,B4X2500-RATING-20260730-de31a06352e728abe3032068,B4X2500SPAN-20260730-f004cb42e6dc46d762fb54a4,Gun Barrel City,TX,South,wage_schedule,police,police,police,2019-2020,2019,2.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,TX|gun_barrel_city|2019,TX|gun_barrel_city|2019|police|police,2%,2019/2020 to include a 2% increase,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://gunbarrelcity.gov/ArchiveCenter/ViewFile/Item/71
B4X2500GROWTHSRC-3c8db6784a3d04944d8e,source_reported_growth_rate,B4X2500NORM-bb344b4109a69b943763041b,B4X2500COD-20260730-ff1bdbc1d7fcf6b7c9bf6db4,B4X2500-RATING-20260730-93b76944b335339cb24a8cee,B4X2500SPAN-20260730-d22bc61620a817b1e74a4636,Gun Barrel City,TX,South,wage_schedule,clerical_admin,non_safety,clerical_admin,2019-2020,2019,2.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,TX|gun_barrel_city|2019,TX|gun_barrel_city|2019|clerical_admin|clerical_admin,2%,2019/2020 to include a 2% increase,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://gunbarrelcity.gov/ArchiveCenter/ViewFile/Item/71
B4X2500GROWTHSRC-02daed166904bf015490,source_reported_growth_rate,B4X2500NORM-195abd36853dfb28f1d76206,B4X2500COD-20260730-0ad16041b2c86213674c3c1e,B4X2500-RATING-20260730-9657748a8cca00ab191dac25,B4X2500SPAN-20260730-7c11d5a4866599cf9ccc29fc,Biscayne Park,FL,South,mou_or_memorandum,police,police,police,2020,2020,1.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.9,FL|biscayne_park|2020,FL|biscayne_park|2020|police|police,1%,whether an assignment qualifies for payment of the 1% pay adjustment provided,True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://biscayneparkfl.gov/vertical/sites/%7BC4179EE4-3062-4442-8583-B704F0600806%7D/uploads/COMPLETE_Agenda__Special_Commission_Meeting_08_13_2020.pdf
B4X2500GROWTHSRC-dc4cc7b49e34a3510912,source_reported_growth_rate,B4X2500NORM-86bc301122f73f0522e60819,B4X2500COD-20260730-d8cf236007f3e7e0bc1fea7a,B4X2500-RATING-20260730-cc29d71e4446c72f9251b808,B4X2500SPAN-20260730-1dce5e848f6426db04642aee,Biscayne Park,FL,South,mou_or_memorandum,police,police,police,2020,2020,1.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",timing_implementation,high,0.9,FL|biscayne_park|2020,FL|biscayne_park|2020|police|police,1%,The PARTIES understand that this Memorandum of Understanding and the 1% pay adjustment will be implemented only after ratification by both the PBA’ s,True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://biscayneparkfl.gov/vertical/sites/%7BC4179EE4-3062-4442-8583-B704F0600806%7D/uploads/COMPLETE_Agenda__Special_Commission_Meeting_08_13_2020.pdf
B4X2500GROWTHSRC-ff91f868f4d9fd3078fa,source_reported_growth_rate,B4X2500NORM-b07d062849973b8fac50fcae,B4X2500COD-20260730-5fab637901c6562848d75480,B4X2500-RATING-20260730-173b16eed5cfa25fa1dea688,B4X2500SPAN-20260730-9da7ba712a59f1f83d5e9ffe,Biscayne Park,FL,South,mou_or_memorandum,police,police,police,2020,2020,1.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",timing_implementation,high,0.9,FL|biscayne_park|2020,FL|biscayne_park|2020|police|police,1%,"by this MOU and the amount of hours that are eligible for payment of this 1% pay adjustment are entirely within the discretion of the Village , after consultation with",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://biscayneparkfl.gov/vertical/sites/%7BC4179EE4-3062-4442-8583-B704F0600806%7D/uploads/COMPLETE_Agenda__Special_Commission_Meeting_08_13_2020.pdf
B4X2500GROWTHSRC-122353bf0ac98a2f69cc,source_reported_growth_rate,B4X2500NORM-558a15a75321e231084e9a91,B4X2500COD-20260730-f84f49990a9b611e2c3e8393,B4X2500-RATING-20260730-9b2e16e31386ebc43f52f097,B4X2500SPAN-20260730-3594aad8287f47949f27ec4a,Golden Beach,FL,South,cba,police,police,police,2020,2020,2.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.9,FL|golden_beach|2020,FL|golden_beach|2020|police|police,3%; 2%,"The current topped out sergeant will get a 3% increase in the first year and a 2% increase in the second year, calling for a new top out salary for Police Sergeants of eighty-four",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://goldenbeach.us/wp-content/uploads/2020/09/FOP-2020-2022-FINAL-9-2-2020.pdf
B4X2500GROWTHSRC-1320e2b9236aa1fba606,source_reported_growth_rate,B4X2500NORM-f2b708ba8b0ac5adfff6444c,B4X2500COD-20260730-ca98a2d8b72051dcc8661bd4,B4X2500-RATING-20260730-13b6473945dd3d76db602b1c,B4X2500SPAN-20260730-ef6f1efea71bfbc5a1dcdf01,Golden Beach,FL,South,cba,police,police,police,2020,2020,12.0,step_schedule,percentage,base,step_schedule_progression,"[""rank_classification_progression""]",rank_step_specialization_classification,high,0.9,FL|golden_beach|2020,FL|golden_beach|2020|police|police,"$43,264.00; 12%","STEP PAY SCALE FOR ALL HIRES STEPS POLICE OFFICER SERGEANT 1 $43,264.00 12 % above P.O.",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://goldenbeach.us/wp-content/uploads/2020/09/FOP-2020-2022-FINAL-9-2-2020.pdf
B4X2500GROWTHSRC-5a5035e1d7c26f2fb5f0,source_reported_growth_rate,B4X2500NORM-a3471ec498d759f431839284,B4X2500COD-20260730-3d622dc4fdaa7d34700f2c03,B4X2500-RATING-20260730-f9b380fa5183bc8088d4a68a,B4X2500SPAN-20260730-5467feac33adfba9bb47895f,Golden Beach,FL,South,cba,police,police,police,2020,2020,2.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,FL|golden_beach|2020,FL|golden_beach|2020|police|police,3%; 2%,The current topped out sergeant will get a 3% increase in the first year and a 2%,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://goldenbeach.us/wp-content/uploads/2020/09/FOP-2020-2022-FINAL-9-2-2020.pdf
B4X2500GROWTHSRC-627f9271416e543f50bd,source_reported_growth_rate,B4X2500NORM-5f392e8842a1ecb2a6a3c515,B4X2500COD-20260730-2c5a7ae1f4cc53834bad7746,B4X2500-RATING-20260730-7ed34c14a21c37d06aaf10fc,B4X2500SPAN-20260730-6364e924c8e404ae8df13b27,Golden Beach,FL,South,cba,police,police,police,2020,2020,12.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.9,FL|golden_beach|2020,FL|golden_beach|2020|police|police,"$80,000.00; 12%","receive a 12% increase to their base pay until they reach $80,000.00.",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://goldenbeach.us/wp-content/uploads/2020/09/FOP-2020-2022-FINAL-9-2-2020.pdf
B4X2500GROWTHSRC-66c98b16d213aa189146,source_reported_growth_rate,B4X2500NORM-c04d4e2565981e568d6db56e,B4X2500COD-20260730-124ba846d5d8da8020546137,B4X2500-RATING-20260730-c4f810f68b8e5e4e1017dbc9,B4X2500SPAN-20260730-5b8cd1f1a7b57b19507cf8fb,Golden Beach,FL,South,cba,police,police,police,2020,2020,12.0,percentage_raise,percentage,base,across_the_board_percentage_raise,[],automatic_wage_growth,high,0.9,FL|golden_beach|2020,FL|golden_beach|2020|police|police,"$80,000.00; 12%","Effective October 1, 2020 new sergeants will receive 12% over the current officer rate of the pay scale they are in -with a maximum top out pay of $80,000.00 annually.",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://goldenbeach.us/wp-content/uploads/2020/09/FOP-2020-2022-FINAL-9-2-2020.pdf
B4X2500GROWTHSRC-d47f30e04bbd00b33875,source_reported_growth_rate,B4X2500NORM-e67c8948de231f166eb8a8a4,B4X2500COD-20260730-723c96d93902aaa7cae599c8,B4X2500-RATING-20260730-25e36758a5d3bd8dfb4dd93e,B4X2500SPAN-20260730-7064622aac1d2446fabfe128,Golden Beach,FL,South,cba,police,police,police,2020,2020,3.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.9,FL|golden_beach|2020,FL|golden_beach|2020|police|police,3%,"attained top out pay, they will receive an increase of 3% the first fiscal year following top out pay,",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://goldenbeach.us/wp-content/uploads/2020/09/FOP-2020-2022-FINAL-9-2-2020.pdf
B4X2500GROWTHSRC-111f74fdc15c3d08fafb,source_reported_growth_rate,B4X2500NORM-a00dc183c7c3989f6a45b113,B4X2500COD-20260730-acfc4e6cf78c8e417e68eb47,B4X2500-RATING-20260730-7206b0d53c23fe0a42b76fa1,B4X2500SPAN-20260730-b4499ec183a67b12e7baf4bc,Flossmoor,IL,Midwest,arbitration_award,police,police,police,2020,2020,3.25,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise"", ""implementation_retroactivity""]",timing_implementation,high,0.45,IL|flossmoor|2020,IL|flossmoor|2020|police|police,3.25%,"any degree and if the Village’s offer of a 3.25% increase effective May 1, 2020 for the fourth year of the",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-17-193arbaward.pdf
B4X2500GROWTHSRC-3c3752df2795279a93de,source_reported_growth_rate,B4X2500NORM-00af1a96ddcd4b8590d7f2e1,B4X2500COD-20260730-ed126018a1f8c64cc3eccead,B4X2500-RATING-20260730-63d52fab8522225240a11424,B4X2500SPAN-20260730-da31d80765032e4e7230c5a7,Wilmington,IL,Midwest,wage_schedule,unresolved_unit,unclear,unknown,2020,2020,2.75,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,IL|wilmington|2020,IL|wilmington|2020|unresolved_unit|unknown,2.5%; 2.75%; 2.5%,2.5% increase 2.75% increase 2.5% increase,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://static1.squarespace.com/static/57ced2d71b631bb8d8f3a628/t/618af42dfc5da7240bf8b449/1636496430279/2020+to+2023+-+AFSCME+Union+Agreement.pdf
B4X2500GROWTHSRC-466317898ad17ebb6725,source_reported_growth_rate,B4X2500NORM-b3fb6d7898c5e0ebe58b88a4,B4X2500COD-20260730-e5e3f2448dbd46c203060de9,B4X2500-RATING-20260730-6986611b7e7c310fc8e51f5e,B4X2500SPAN-20260730-35bef0df35ab8d528ac9f625,Plymouth charter,MI,Midwest,cba,police,police,police,2020,2020,2.5,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.72,MI|plymouth_charter|2020,MI|plymouth_charter|2020|police|police,2.5%,2.5% increase from 2020 Wages in 2021 Hourly,True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://cms5.revize.com/revize/plymouthmi/HR/POAM_Police%20Officers_FINAL%20SIGNATURE%20COPY%20With%20Updated%20Wage%20Tables%20082120.pdf
B4X2500GROWTHSRC-498c572fdad889bbfd65,source_reported_growth_rate,B4X2500NORM-406c8b35466763c3482708a9,B4X2500COD-20260730-fb14423bfe5608f099319e4e,B4X2500-RATING-20260730-1219e9913608f7de8d116848,B4X2500SPAN-20260730-ed59504ff8ea6c0555e44ec1,Tonka Bay,MN,Midwest,wage_schedule,police,non_safety,police,2020,2020,2.75,step_schedule,percentage,base,step_schedule_progression,"[""automatic_raise""]",automatic_wage_growth,high,0.9,MN|tonka_bay|2020,MN|tonka_bay|2020|police|police,2.75%,1/1/2020 2023 Salary Schedule (Reflects a 2.75% increase over 2019),True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://cityoftonkabay.net/vertical/sites/%7B4A0B5943-C4EE-4132-80D2-7FD9E610BCBF%7D/uploads/WS_PACKET_5-9-23.pdf
B4X2500GROWTHSRC-601ab105b902709d6a5a,source_reported_growth_rate,B4X2500NORM-9616dc2ae48ed94e16964c87,B4X2500COD-20260730-079b206ece0d9baafb9bb190,B4X2500-RATING-20260730-e9bde21d2e7ef99ed04114ef,B4X2500SPAN-20260730-32cf017725b03d49d596c16e,Boiling Springs,NC,South,budget_or_pay_plan,police,police,police,2020,2020,2.0,COLA_CPI,percentage,unclear,COLA_CPI,"[""automatic_raise""]",automatic_wage_growth,high,0.9,NC|boiling_springs|2020,NC|boiling_springs|2020|police|police,2%,This year’s budget funds a Cost-of-Living Adjustment (COLA) of 2% for all employees and a,True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://boilingspringsnc.gov/ArchiveCenter/ViewFile/Item/96
B4X2500GROWTHSRC-a5646ff91fd2b44ea500,source_reported_growth_rate,B4X2500NORM-c22d50b1a8817bd0d7589412,B4X2500COD-20260730-7d12dc5b24e46a9b6b601cb1,B4X2500-RATING-20260730-b91de14e89ba15aebd7646f6,B4X2500SPAN-20260730-5d71fa73a1a0c406608ea64c,Boiling Springs,NC,South,budget_or_pay_plan,police,police,police,2020,2020,2.0,percentage_raise,percentage,base,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.9,NC|boiling_springs|2020,NC|boiling_springs|2020|police|police,2%,merit system awarding up to 2% increases in base salary for all employees.,True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://boilingspringsnc.gov/ArchiveCenter/ViewFile/Item/96
B4X2500GROWTHSRC-9c814449db894bfbe4d7,source_reported_growth_rate,B4X2500NORM-c004ec03412bdb77c06efc31,B4X2500COD-20260730-7a6819eb1ffb79dbccd30fd3,B4X2500-RATING-20260730-ed3ea52abd1988e2f1eb0760,B4X2500SPAN-20260730-e029e94c9f4e69a8c53d0788,Bedminster,NJ,Northeast,arbitration_award,police,police,police,2020,2020,2.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.9,NJ|bedminster|2020,NJ|bedminster|2020|police|police,2%,"freezes the 2020 salary guide, provides a 2% salary increase for",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://nj.gov/perc/documents/2020%20Interest%20Arbitration%20BIENNIAL%20REPORT.pdf
B4X2500GROWTHSRC-45825a783e132cbf456e,source_reported_growth_rate,B4X2500NORM-ffc95258203e15596a465b72,B4X2500COD-20260730-234d26ff590eac7d9dc594b1,B4X2500-RATING-20260730-c94b8d993ec23f7d6ea2b6ba,B4X2500SPAN-20260730-16899962c45749b3da75878e,Berlin,NJ,Northeast,cba,police,police,police,2020,2020,0.72,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NJ|berlin|2020,NJ|berlin|2020|police|police,"$217,398.63; $1,555.00; 0.72%","$217,398.63, a 0.72% increase in the amount of $1,555.00;",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://berlintwp.com/wp-content/uploads/2020/12/9-28-2020.pdf
B4X2500GROWTHSRC-a5b05eb2e8bbcad4614f,source_reported_growth_rate,B4X2500NORM-6db4433e0384d520c4201111,B4X2500COD-20260730-40704887701502ca180b1af7,B4X2500-RATING-20260730-47ed0dbf7d7b5e1fc632628b,B4X2500SPAN-20260730-42da7f825507c574f738df01,Berlin,NJ,Northeast,cba,police,police,police,2020,2020,0.72,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NJ|berlin|2020,NJ|berlin|2020|police|police,"$217,398.63; $1,555.00; 0.72%","$217,398.63, a 0.72 % increase in the amount of $1,555.00;",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://berlintwp.com/wp-content/uploads/2020/12/9-28-2020.pdf
B4X2500GROWTHSRC-478b10d626b717a458a9,source_reported_growth_rate,B4X2500NORM-d1a39cf5ed0f360fbb441e14,B4X2500COD-20260730-1463503f993f2f1ddae6ec8b,B4X2500-RATING-20260730-713f05e9fa35767aacc789c9,B4X2500SPAN-20260730-ae2bf86269049d82297a52c0,Mendham,NJ,Northeast,cba,police,police,police,2020,2020,2.5,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise"", ""implementation_retroactivity""]",timing_implementation,high,0.45,NJ|mendham|2020,NJ|mendham|2020|police|police,2.5%,"L Effective January 1,2020 - 2.5% Increase",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://mendhamnj.org/documents/PBA%20Agreement%20Signed%202020-26.pdf
B4X2500GROWTHSRC-b6073cc23fc41bc32f0a,source_reported_growth_rate,B4X2500NORM-4f03648cb816399765f92607,B4X2500COD-20260730-839244ed459cddf6527c3cae,B4X2500-RATING-20260730-b19105dd4db51951ade3c4aa,B4X2500SPAN-20260730-bfb1b3b448aa02d909f779d2,Mendham,NJ,Northeast,cba,police,police,police,2020,2020,2.5,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NJ|mendham|2020,NJ|mendham|2020|police|police,2.5%,"Effective January 1,2024 -2.5% Increase",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://mendhamnj.org/documents/PBA%20Agreement%20Signed%202020-26.pdf
B4X2500GROWTHSRC-deff61048025a0a43919,source_reported_growth_rate,B4X2500NORM-3638e4aacb717798a353f00c,B4X2500COD-20260730-bcbe63fbb6ad0283cf14735b,B4X2500-RATING-20260730-6ec4cfdb6bb44fc013697075,B4X2500SPAN-20260730-6cc9603dc1d4a94aecddf3ef,Mendham,NJ,Northeast,cba,police,police,police,2020,2020,2.5,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise"", ""implementation_retroactivity""]",timing_implementation,high,0.45,NJ|mendham|2020,NJ|mendham|2020|police|police,2.5%,"Effective January 1,202I -2.5% Increase",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://mendhamnj.org/documents/PBA%20Agreement%20Signed%202020-26.pdf
