normalized_record_id,evidence_route,municipality,state,reason,detail
B4X2500NORM-eb96956cffe1f433a40aaef9,computed_cycle_to_cycle,Millstone,NJ,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [20.0, 25.0]"
B4X2500NORM-6ae3b5b04892f99073fc4f67,computed_cycle_to_cycle,Old Tappan,NJ,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [25.0, 35.0]"
B4X2500NORM-70f42cb3d5f2c5a06c43d429,computed_cycle_to_cycle,Old Tappan,NJ,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [25.0, 35.0]"
B4X2500NORM-b0337ba3974c7c043f14ce7c,computed_cycle_to_cycle,Old Tappan,NJ,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [25.0, 35.0]"
B4X2500NORM-ca616dcc4b54909c3abe89a5,computed_cycle_to_cycle,Stanhope,NJ,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [16.54, 23.21]"
B4X2500NORM-f87dffa9a5f3726e6face417,computed_cycle_to_cycle,Stanhope,NJ,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [16.54, 23.21]"
B4X2500NORM-1ddf455533fb9fa61f25d2e5,computed_cycle_to_cycle,Wantage,NJ,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [20.0, 25.0]"
B4X2500NORM-ba2af0650e06c2e201958ffc,computed_cycle_to_cycle,Wantage,NJ,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [20.0, 25.0]"
B4X2500NORM-02e74c3dea6fdfb1450862e5,computed_cycle_to_cycle,Washington,NJ,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [36.0, 45.0]"
B4X2500NORM-6388a6de82ae23a54763a0ec,computed_cycle_to_cycle,Washington,NJ,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [36.0, 45.0]"
B4X2500NORM-ca0becc799c4108114ec4d76,computed_cycle_to_cycle,Washington,NJ,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [36.0, 45.0]"
B4X2500NORM-5babe61c76c7c0e049a0ec5c,computed_cycle_to_cycle,Ballston,NY,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [16.72, 23.61]"
B4X2500NORM-a6ff3b21d02146dfb29581e7,computed_cycle_to_cycle,Ballston,NY,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [16.72, 23.61]"
B4X2500NORM-74b519ba21abaa093496e448,computed_cycle_to_cycle,Hyde Park,NY,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [19.0, 35.28, 250.0]"
B4X2500NORM-9eda8a3b5261e678ed673df8,computed_cycle_to_cycle,Hyde Park,NY,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [19.0, 35.28, 250.0]"
B4X2500NORM-e34cc88ac56dbcaa61df1731,computed_cycle_to_cycle,Hyde Park,NY,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [19.0, 35.28, 250.0]"
B4X2500NORM-30399e50d500f7fbd8e9e35b,computed_cycle_to_cycle,Malone,NY,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [28.57, 31.68]"
B4X2500NORM-e55d8e598f0ec3f0ebc3f220,computed_cycle_to_cycle,Malone,NY,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [28.57, 31.68]"
B4X2500NORM-03e8f1d959ba93419ea508b9,computed_cycle_to_cycle,Shawangunk,NY,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [19.25, 19.61]"
B4X2500NORM-526b6f6838e8cd764934ea44,computed_cycle_to_cycle,Shawangunk,NY,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [19.25, 19.61]"
B4X2500NORM-eea36da5d85715a832ce3f74,computed_cycle_to_cycle,Shawangunk,NY,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [19.25, 19.61]"
B4X2500NORM-4b21ca25629c0db1feeb3c1f,computed_cycle_to_cycle,Watkins Glen,NY,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [12.5, 15.8]"
B4X2500NORM-bc6381850d2593bef6c5991b,computed_cycle_to_cycle,Watkins Glen,NY,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [12.5, 15.8]"
B4X2500NORM-1522c0c226a9e8bbf179420c,computed_cycle_to_cycle,Antwerp,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [26148.99, 46854.6]"
B4X2500NORM-3d3f530ec6501bbe7800ce5f,computed_cycle_to_cycle,Antwerp,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [9.93, 15.75, 19.69]"
B4X2500NORM-a628097a4cd038eced1c7cd0,computed_cycle_to_cycle,Antwerp,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [26148.99, 46854.6]"
B4X2500NORM-b9943c538cb87345b2be9fbc,computed_cycle_to_cycle,Antwerp,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [9.93, 15.75, 19.69]"
B4X2500NORM-e6bfaddfa9f88da2e0a843f2,computed_cycle_to_cycle,Antwerp,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [9.93, 15.75, 19.69]"
B4X2500NORM-201900849dd6a38ccb33b46f,computed_cycle_to_cycle,Berlin,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [17.89, 22.38, 23.05]"
B4X2500NORM-6507d674c5321d2922460d67,computed_cycle_to_cycle,Berlin,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [17.89, 22.38, 23.05]"
B4X2500NORM-75baf21957524849ef00633e,computed_cycle_to_cycle,Berlin,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [17.89, 22.38, 23.05]"
B4X2500NORM-8595c45e1932683e033eea21,computed_cycle_to_cycle,Berlin,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [17.89, 22.38, 23.05]"
B4X2500NORM-9dbf115e0936edb13534ac40,computed_cycle_to_cycle,Berlin,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [17.89, 22.38, 23.05]"
B4X2500NORM-ce39a7bfa1f4c9247d6243f0,computed_cycle_to_cycle,Berlin,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [17.89, 22.38, 23.05]"
B4X2500NORM-17de39251bf159d68cfdb1c3,computed_cycle_to_cycle,Defiance,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [13.0, 17.0, 25.0]"
B4X2500NORM-72b56b7bba4c901f3f74819d,computed_cycle_to_cycle,Defiance,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [13.0, 17.0, 25.0]"
B4X2500NORM-747a33d3edfd7c7cd98ca75b,computed_cycle_to_cycle,Defiance,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [13.0, 17.0, 25.0]"
B4X2500NORM-504c562d69364a46422780ab,computed_cycle_to_cycle,Greenwich,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [15.0, 16.0]"
B4X2500NORM-a9b51f45b0191f7c6183cfb4,computed_cycle_to_cycle,Greenwich,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [15.0, 16.0]"
B4X2500NORM-d5e2566ba725d0e2a6bfeb6a,computed_cycle_to_cycle,Greenwich,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [15.0, 16.0]"
B4X2500NORM-6a953c547f476d0a9847d428,computed_cycle_to_cycle,Hanover,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [13.0, 14.5]"
B4X2500NORM-c09c89eada173bccd7bbb5a0,computed_cycle_to_cycle,Hanover,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [13.0, 14.5]"
B4X2500NORM-1f0d62bb1c21965c0ecce0b9,computed_cycle_to_cycle,Hubbard,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [25.2, 25.39]"
B4X2500NORM-23fa74897dae1f185f44237d,computed_cycle_to_cycle,Hubbard,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [25.2, 25.39]"
B4X2500NORM-971a1782de94c16ad8753ec8,computed_cycle_to_cycle,Hubbard,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [25.2, 25.39]"
B4X2500NORM-5d9f8494cbab8d70c0f23810,computed_cycle_to_cycle,South Amherst,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [13.18, 15.0, 150.0]"
B4X2500NORM-68671e85cbd99ff2edc6cb5a,computed_cycle_to_cycle,South Amherst,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [13.18, 15.0, 150.0]"
B4X2500NORM-713b10e59cc3d7c0916f4779,computed_cycle_to_cycle,South Amherst,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [15.2, 16.76]"
B4X2500NORM-99457d79d60865c0aea5a5cd,computed_cycle_to_cycle,South Amherst,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [13.18, 15.0, 150.0]"
B4X2500NORM-f8791e1962066ebbd58a4493,computed_cycle_to_cycle,South Amherst,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [15.2, 16.76]"
B4X2500NORM-32a68af22810b1af9119ef52,computed_cycle_to_cycle,St. Clair,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [24.14, 24.38, 24.63]"
B4X2500NORM-9cf6184c5b3906c30ef5f63d,computed_cycle_to_cycle,St. Clair,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [24.14, 24.38, 24.63]"
B4X2500NORM-b9868f219093ca7fb89ef8e5,computed_cycle_to_cycle,St. Clair,OH,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [24.14, 24.38, 24.63]"
B4X2500NORM-49bc69391b51eb161839c811,computed_cycle_to_cycle,Pond Creek,OK,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [9.0, 9.5, 10.0]"
B4X2500NORM-9ae344349a75c1076c62de0b,computed_cycle_to_cycle,Pond Creek,OK,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [9.0, 9.5, 10.0]"
B4X2500NORM-d98b412dd283a06612bc77be,computed_cycle_to_cycle,Pond Creek,OK,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [9.0, 9.5, 10.0]"
B4X2500NORM-0136525c07176db9f65505d3,computed_cycle_to_cycle,Alburtis,PA,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [11.22, 17.64, 17.81]"
B4X2500NORM-294a0e5d4a6839c8e24b748b,computed_cycle_to_cycle,Alburtis,PA,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [11.22, 17.64, 17.81]"
B4X2500NORM-b2c3c52531f96c50508daa4b,computed_cycle_to_cycle,Alburtis,PA,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [11.22, 17.64, 17.81]"
B4X2500NORM-b92aa4c37a6f90899038df50,computed_cycle_to_cycle,Alburtis,PA,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [11.22, 17.64, 17.81]"
B4X2500NORM-370b10ad6340b485d4e23a79,computed_cycle_to_cycle,Muncy,PA,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [18.83, 19.83]"
B4X2500NORM-c30452852513a8f7b870402d,computed_cycle_to_cycle,Muncy,PA,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [18.83, 19.83]"
B4X2500NORM-51a54be29c1dd0a9717cbb3f,computed_cycle_to_cycle,Big Stone City,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [26.0, 30.81]"
B4X2500NORM-7520f61ec823abce1ba51af2,computed_cycle_to_cycle,Big Stone City,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [26.0, 30.81]"
B4X2500NORM-89e650d37bd818d9806f17e9,computed_cycle_to_cycle,Gary,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [10.8, 225.0]"
B4X2500NORM-a96eeefe5d667e3d4d4f87e7,computed_cycle_to_cycle,Gary,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [10.8, 225.0]"
B4X2500NORM-015042c60d2771e8c4dc302d,computed_cycle_to_cycle,Gayville,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [18.0, 21.5]"
B4X2500NORM-f4ae79332bc22f56d20b8c25,computed_cycle_to_cycle,Gayville,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [18.0, 21.5]"
B4X2500NORM-05b0ad66a110f34368e6aeb3,computed_cycle_to_cycle,Kennebec,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [9.45, 15.0, 16.06]"
B4X2500NORM-6c6976e8aea2ac8198a0e259,computed_cycle_to_cycle,Kennebec,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [9.45, 15.0, 16.06]"
B4X2500NORM-abd0edef4ec613b669faad67,computed_cycle_to_cycle,Kennebec,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [9.45, 15.0, 16.06]"
B4X2500NORM-2c9581166bf7d19858d0e04b,computed_cycle_to_cycle,Volga,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [14.0, 15.0]"
B4X2500NORM-b0d21c8cc34247746beb3e75,computed_cycle_to_cycle,Volga,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [14.0, 15.0]"
B4X2500NORM-c8b09577c93c5795fe18d8a9,computed_cycle_to_cycle,Volga,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [14.0, 15.0]"
B4X2500NORM-03e717b56fd194d23bace295,computed_cycle_to_cycle,Wentworth,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [12.5, 15.0]"
B4X2500NORM-849421b42652b76e10631104,computed_cycle_to_cycle,Wentworth,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [13.0, 15.0]"
B4X2500NORM-8b98a0a7c34fd6982869eedb,computed_cycle_to_cycle,Wentworth,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [13.0, 15.0]"
B4X2500NORM-ef7758d2db3b59c8bb9b0332,computed_cycle_to_cycle,Wentworth,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [12.5, 15.0]"
B4X2500NORM-5b6c10f923236a95567ae753,computed_cycle_to_cycle,Wolsey,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [12.0, 15.0, 20.0]"
B4X2500NORM-5d5137189016d5566390d932,computed_cycle_to_cycle,Wolsey,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [12.0, 15.0, 20.0]"
B4X2500NORM-9cb29bd7887d3114da585bfb,computed_cycle_to_cycle,Wolsey,SD,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [12.0, 15.0, 20.0]"
B4X2500NORM-5327c4759f91215dff0f6192,computed_cycle_to_cycle,Hitchcock,TX,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [26.0, 28.08]"
B4X2500NORM-8994ca9304a52dde13e0a323,computed_cycle_to_cycle,Hitchcock,TX,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [26.0, 28.08]"
B4X2500NORM-4eb650d793f52d1bc88e9d45,computed_cycle_to_cycle,Eureka,UT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [18.0, 19.0]"
B4X2500NORM-fe3db0a707d0e9e445f2763b,computed_cycle_to_cycle,Eureka,UT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [18.0, 19.0]"
B4X2500NORM-9a0282e84fedc88d18e023e7,computed_cycle_to_cycle,Paragonah,UT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"4 distinct values: [15.0, 16.0, 17.0, 18.0]"
B4X2500NORM-aff658b2dd99849b88bb7d9b,computed_cycle_to_cycle,Paragonah,UT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"4 distinct values: [15.0, 16.0, 17.0, 18.0]"
B4X2500NORM-e84e3cdca79b86be1b9bb12d,computed_cycle_to_cycle,Paragonah,UT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"4 distinct values: [15.0, 16.0, 17.0, 18.0]"
B4X2500NORM-fe5af9095516fb44a35adc46,computed_cycle_to_cycle,Paragonah,UT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"4 distinct values: [15.0, 16.0, 17.0, 18.0]"
B4X2500NORM-37d34226deeac40decaef023,computed_cycle_to_cycle,Corinth,VT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [10.0, 15.0]"
B4X2500NORM-5c5b49e63bd300be944c1ad6,computed_cycle_to_cycle,Corinth,VT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [10.0, 15.0]"
B4X2500NORM-5d3e4615c26d24fd51c332e6,computed_cycle_to_cycle,Corinth,VT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [10.0, 15.0]"
B4X2500NORM-66e61b64a4fdfc1e4bb207c3,computed_cycle_to_cycle,Corinth,VT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [10.0, 15.0]"
B4X2500NORM-7d8a0a74ce25eaa061eff7ce,computed_cycle_to_cycle,Fletcher,VT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [14.64, 16.19]"
B4X2500NORM-a332bd43a7907cd64d1644dc,computed_cycle_to_cycle,Fletcher,VT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [14.0, 15.5]"
B4X2500NORM-ba72d8133eff34d525b83da9,computed_cycle_to_cycle,Fletcher,VT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [14.0, 15.5]"
B4X2500NORM-bc5f4b73b554bbf3dc0f0f0f,computed_cycle_to_cycle,Fletcher,VT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [14.64, 16.19]"
B4X2500NORM-58b6a1e6155135f88dac594e,computed_cycle_to_cycle,New Haven,VT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [10.0, 18.47, 21.74]"
B4X2500NORM-9d3ea3119fe627b5a25e7405,computed_cycle_to_cycle,New Haven,VT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [10.0, 18.47, 21.74]"
B4X2500NORM-dac971e16dddc63f8d9c2b59,computed_cycle_to_cycle,New Haven,VT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"3 distinct values: [10.0, 18.47, 21.74]"
B4X2500NORM-49dec76b064a4ac0dc20db8c,computed_cycle_to_cycle,Westfield,VT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [22.73, 24.53]"
B4X2500NORM-5d3f170e293e72f5430ce494,computed_cycle_to_cycle,Westfield,VT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [11.0, 120.0]"
B4X2500NORM-76e23e4e907c1feb47d167cd,computed_cycle_to_cycle,Westfield,VT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [11.0, 120.0]"
B4X2500NORM-9c847d161ae6ce5ccceab9d9,computed_cycle_to_cycle,Westfield,VT,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [22.73, 24.53]"
B4X2500NORM-18b58e5e3ee6398d2b70d649,computed_cycle_to_cycle,Entiat,WA,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"7 distinct values: [9.6136, 10.0943, 121.1313, 125.0, 127.1879, 140.0, 185.0]"
B4X2500NORM-2edae2dc8d09b78f6bdfed36,computed_cycle_to_cycle,Entiat,WA,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"7 distinct values: [9.6136, 10.0943, 121.1313, 125.0, 127.1879, 140.0, 185.0]"
B4X2500NORM-5156f2d3f402279c7e03ca26,computed_cycle_to_cycle,Entiat,WA,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"7 distinct values: [9.6136, 10.0943, 121.1313, 125.0, 127.1879, 140.0, 185.0]"
B4X2500NORM-555409a61dd8611648f552cc,computed_cycle_to_cycle,Entiat,WA,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"7 distinct values: [9.6136, 10.0943, 121.1313, 125.0, 127.1879, 140.0, 185.0]"
B4X2500NORM-73117970fa4466d9afaa99f7,computed_cycle_to_cycle,Entiat,WA,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"7 distinct values: [9.6136, 10.0943, 121.1313, 125.0, 127.1879, 140.0, 185.0]"
B4X2500NORM-ae012409d397fe9e2fd7090b,computed_cycle_to_cycle,Entiat,WA,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"7 distinct values: [9.6136, 10.0943, 121.1313, 125.0, 127.1879, 140.0, 185.0]"
B4X2500NORM-d097ad21242750f08a9e6c37,computed_cycle_to_cycle,Entiat,WA,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"7 distinct values: [9.6136, 10.0943, 121.1313, 125.0, 127.1879, 140.0, 185.0]"
B4X2500NORM-e365d00ddab425675fac0fe5,computed_cycle_to_cycle,Entiat,WA,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"7 distinct values: [9.6136, 10.0943, 121.1313, 125.0, 127.1879, 140.0, 185.0]"
B4X2500NORM-09b9fb8a5457f43355edeaed,computed_cycle_to_cycle,Menomonie,WI,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [22.0, 24.0]"
B4X2500NORM-78d4ddb49bb2590677aa0c81,computed_cycle_to_cycle,Menomonie,WI,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [22.0, 24.0]"
B4X2500NORM-f46ae46118f4de24732971fe,computed_cycle_to_cycle,Menomonie,WI,multiple_distinct_values_at_same_position_cycle_without_resolved_schedule_location,"2 distinct values: [22.0, 24.0]"
B4X2500NORM-a71a803539bfbb85ad721bac,source_reported_growth_rate,Ashville,AL,insufficient_context_to_confirm_recurring_wage_growth,"Watkins, which would keep in place the 5% raise they had received just prior to resetting the base police"
B4X2500NORM-39200c4feed87d3cbbd9a1b7,source_reported_growth_rate,Loachapoka,AL,insufficient_context_to_confirm_recurring_wage_growth,a 5% increase for Ms.
B4X2500NORM-897b0ece461e97c5c5c4ea62,source_reported_growth_rate,Loachapoka,AL,proposal_or_bargaining_context_not_confirmed_implemented_growth,The proposal provides for an increase of 10% operational and 4% capital each year
B4X2500NORM-d48f340c7f4b78e108ea00d3,source_reported_growth_rate,Loachapoka,AL,insufficient_context_to_confirm_recurring_wage_growth,• The employee must obtain a minimum a “Meets Expectations” for up to a 2.0% increase
B4X2500NORM-d6dddfcf03873ee3eadfae4a,source_reported_growth_rate,Fort Jones,CA,insufficient_context_to_confirm_recurring_wage_growth,"Step Calulation method: 3%, $1 for Certs."
B4X2500NORM-acd2ae7e38f11c4461f638bc,source_reported_growth_rate,Sutter Creek,CA,insufficient_context_to_confirm_recurring_wage_growth,Membership dues are deducted every pay period at the current rate of 1.3% of earnings with an annual maximum deduction of $600.00.
B4X2500NORM-f88a4dff19d800d0d1919172,source_reported_growth_rate,Tulelake,CA,insufficient_context_to_confirm_recurring_wage_growth,2.5% increase between each step.
B4X2500NORM-31cbd97fb634dd341e5ca051,source_reported_growth_rate,Mountain Village,CO,insufficient_context_to_confirm_recurring_wage_growth,deductibles and maximum out of pocket for employees but reduced our premiums from a 19% increase to a 6%
B4X2500NORM-5c576c6b6780cc8f29014d03,source_reported_growth_rate,Mountain Village,CO,insufficient_context_to_confirm_recurring_wage_growth,deductibles and maximum out of pocket for employees but reduced our premiums from a 19% increase to a 6% increase.
B4X2500NORM-a3471ec498d759f431839284,source_reported_growth_rate,Golden Beach,FL,insufficient_context_to_confirm_recurring_wage_growth,The current topped out sergeant will get a 3% increase in the first year and a 2%
B4X2500NORM-caa00d78706ab1f7e78fc3a1,source_reported_growth_rate,Golden Beach,FL,insufficient_context_to_confirm_recurring_wage_growth," Steps 1 through 10 will increase by an average of 34% effective October 1, 2022."
B4X2500NORM-feb192c30f29c3ac2e3c2b3d,source_reported_growth_rate,Sewall's Point,FL,insufficient_context_to_confirm_recurring_wage_growth,"discussed extensively during the 2019 budget workshops, culminating with a 10% increase across the"
B4X2500NORM-1e8ddcef6c093bc614defee5,source_reported_growth_rate,Euharlee,GA,insufficient_context_to_confirm_recurring_wage_growth,39% increase.
B4X2500NORM-82498a4fa3c00e99dfb64868,source_reported_growth_rate,Euharlee,GA,insufficient_context_to_confirm_recurring_wage_growth,"The total general fund budget is $3,100,814.15 which is a 2% increase over last year's budget."
B4X2500NORM-e8e5bc5611f450c797a477a6,source_reported_growth_rate,Euharlee,GA,insufficient_context_to_confirm_recurring_wage_growth,"It would be advertised as a 5.1% increase, and it would generate"
B4X2500NORM-06a280a1c1a5fd38deb97417,source_reported_growth_rate,Madison,GA,insufficient_context_to_confirm_recurring_wage_growth,"least a 5% increase in pay, and a new anniversary date will"
B4X2500NORM-ada46df8b97675e235d41d7b,source_reported_growth_rate,Madison,GA,insufficient_context_to_confirm_recurring_wage_growth,"possible, a 5% increase in pay."
B4X2500NORM-84221ace69d6ceaba79d2a52,source_reported_growth_rate,Social Circle,GA,insufficient_context_to_confirm_recurring_wage_growth,"A rate increase of 2.5% on the water rate, and 2.5% on the sewer rate was approved in the"
B4X2500NORM-99cfd689f174651e88306e9f,source_reported_growth_rate,Social Circle,GA,percentage_or_amount_is_not_recurring_wage_growth,"The City of Social Circle is projecting $7,286,660 of revenue in FY2024, which represents a 6.3% increase over the prior year."
B4X2500NORM-ea285514f09704ae66d0f3b6,source_reported_growth_rate,Social Circle,GA,insufficient_context_to_confirm_recurring_wage_growth,"Per contract, annual cost increases for these services shall increase by 3.5% per year that Consumer Price Index"
