annualization_assumption,annualized_growth_rate,base_or_non_base,caveats,codified_record_id,confidence_score,cycle_gap_years,dashboard_default_eligible,effective_period,effective_year,evidence_route,exclusion_or_caveat,final_locator,grade,growth_percent_for_averaging,growth_rate_eligible,growth_record_id,growth_value_type,later_cycle,later_normalized_record_id,later_span_id,later_value,match_tier,match_tier_label,mechanism_cluster,mechanism_confidence,municipality,municipality_cycle_key,normalized_record_id,occupation_or_classification,pay_basis,payband,percent_growth,position_schedule_label,primary_growth_mechanism,prior_cycle,prior_normalized_record_id,prior_span_id,prior_value,rank,rating_id,raw_later_span_text,raw_later_value_text,raw_prior_span_text,raw_prior_value_text,raw_span_text,raw_value_text,raw_values_preserved,region,secondary_growth_mechanisms,small_n_scope_warning,source_family,source_record_count,source_reported_growth_value,span_id,state,step,unit_cycle_key,unit_or_group,unit_type,value_difference
,,unclear,,B4X2500COD-20260730-1463503f993f2f1ddae6ec8b,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://mendhamnj.org/documents/PBA%20Agreement%20Signed%202020-26.pdf,,,False,B4X2500GROWTHSRC-478b10d626b717a458a9,percentage_raise,,,,,,,timing_implementation,high,Mendham,NJ|mendham|2020,B4X2500NORM-d1a39cf5ed0f360fbb441e14,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-713f05e9fa35767aacc789c9,,,,,"L Effective January 1,2020 - 2.5% Increase",2.5%,True,Northeast,"[""automatic_raise"", ""implementation_retroactivity""]",,cba,,2.5,B4X2500SPAN-20260730-ae2bf86269049d82297a52c0,NJ,,NJ|mendham|2020|police|police,police,police,
,,unclear,,B4X2500COD-20260730-839244ed459cddf6527c3cae,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://mendhamnj.org/documents/PBA%20Agreement%20Signed%202020-26.pdf,,,False,B4X2500GROWTHSRC-b6073cc23fc41bc32f0a,percentage_raise,,,,,,,automatic_wage_growth,high,Mendham,NJ|mendham|2020,B4X2500NORM-4f03648cb816399765f92607,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-b19105dd4db51951ade3c4aa,,,,,"Effective January 1,2024 -2.5% Increase",2.5%,True,Northeast,"[""automatic_raise""]",,cba,,2.5,B4X2500SPAN-20260730-bfb1b3b448aa02d909f779d2,NJ,,NJ|mendham|2020|police|police,police,police,
,,unclear,,B4X2500COD-20260730-bcbe63fbb6ad0283cf14735b,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://mendhamnj.org/documents/PBA%20Agreement%20Signed%202020-26.pdf,,,False,B4X2500GROWTHSRC-deff61048025a0a43919,percentage_raise,,,,,,,timing_implementation,high,Mendham,NJ|mendham|2020,B4X2500NORM-3638e4aacb717798a353f00c,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-6ec4cfdb6bb44fc013697075,,,,,"Effective January 1,202I -2.5% Increase",2.5%,True,Northeast,"[""automatic_raise"", ""implementation_retroactivity""]",,cba,,2.5,B4X2500SPAN-20260730-6cc9603dc1d4a94aecddf3ef,NJ,,NJ|mendham|2020|police|police,police,police,
,,unclear,,B4X2500COD-20260730-8be92c95d633914aee9b0104,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://seethroughny.net/contracts/VillageofSouthGlensFalls_P_2022.pdf,,,False,B4X2500GROWTHSRC-88ea4813e2ee71b2060b,percentage_raise,,,,,,,timing_implementation,high,South Glens Falls,NY|south_glens_falls|2020,B4X2500NORM-c12ea9c810886c60bb374d0e,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-ac838439195e63e56b0b5e15,,,,,"o Effective June 1, 2020:2.5% increase",2.5%,True,Northeast,"[""automatic_raise"", ""implementation_retroactivity""]",,cba,,2.5,B4X2500SPAN-20260730-9ba01582dbd028ffc15ba4a3,NY,,NY|south_glens_falls|2020|police|police,police,police,
,,base,,B4X2500COD-20260730-fe8de18762aa36847f492295,0.9,,True,2020,2020,source_reported_growth_rate,source_explicit_recurring_wage_or_schedule_growth,https://watkinsglen.us/pdf/minutes/197_pdf.pdf,,,True,B4X2500GROWTHSRC-08f9f4a1a630e93e6c2d,step_schedule,,,,,,,automatic_wage_growth,high,Watkins Glen,NY|watkins_glen|2020,B4X2500NORM-b1b4f4c884c4e8215e96254f,police,percentage,,,,step_schedule_progression,,,,,,B4X2500-RATING-20260730-de89c1fc69d4a8cf29ee49b7,,,,,- 5/31/21 – 3% increase to salary schedule at each step*,3%,True,Northeast,"[""automatic_raise""]",,mou_or_memorandum,,3.0,B4X2500SPAN-20260730-b5b5b98c289fc4229b777871,NY,,NY|watkins_glen|2020|police|police,police,police,
,,unclear,,B4X2500COD-20260730-67cf5db342f007d2f02a1a41,0.9,,True,2020,2020,source_reported_growth_rate,source_explicit_recurring_wage_or_schedule_growth,https://watkinsglen.us/pdf/minutes/197_pdf.pdf,,,True,B4X2500GROWTHSRC-2edcce81f553faf2508a,step_schedule,,,,,,,automatic_wage_growth,high,Watkins Glen,NY|watkins_glen|2020,B4X2500NORM-b3f78b673d0bf3b1c36c9a28,police,percentage,,,,step_schedule_progression,,,,,,B4X2500-RATING-20260730-ef68b569de9dcbc54d33b275,,,,,- 6/1/23 – 3% increase at each step,3%,True,Northeast,"[""automatic_raise""]",,mou_or_memorandum,,3.0,B4X2500SPAN-20260730-cc5c8181cf01f4985e460c8e,NY,,NY|watkins_glen|2020|police|police,police,police,
,,unclear,,B4X2500COD-20260730-012f8c1fc8aeeedf45c1b50a,0.9,,True,2020,2020,source_reported_growth_rate,source_explicit_recurring_wage_or_schedule_growth,https://watkinsglen.us/pdf/minutes/197_pdf.pdf,,,True,B4X2500GROWTHSRC-8a200d91a3997360a17a,step_schedule,,,,,,,automatic_wage_growth,high,Watkins Glen,NY|watkins_glen|2020,B4X2500NORM-6651b058b98a36a29b9d9480,police,percentage,,,,step_schedule_progression,,,,,,B4X2500-RATING-20260730-428dada4e7e36ffff905aea0,,,,,"- 6/1/22 - $0.40 adjustment at each step, plus 3% increase at each step",$0.40; 3%,True,Northeast,"[""automatic_raise""]",,mou_or_memorandum,,3.0,B4X2500SPAN-20260730-6baca24c7ce25a9ef43e6a95,NY,,NY|watkins_glen|2020|police|police,police,police,
,,unclear,,B4X2500COD-20260730-e4e7208253a1ec7190233c79,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0085.pdf,,,False,B4X2500GROWTHSRC-80769427f0d0e5bf9591,percentage_raise,,,,,,,automatic_wage_growth,high,Champion,OH|champion|2020,B4X2500NORM-cc28c6017188650bb63b0479,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-f958a44fb613acd23f7cdde1,,,,,"May 1, 2020 2% increase $28;75",$28.00; 2%,True,Midwest,"[""automatic_raise""]",,cba,,2.0,B4X2500SPAN-20260730-351e83483206df7a8e40ec7f,OH,,OH|champion|2020|police|police,police,police,
,,unclear,,B4X2500COD-20260730-03780dddaa83665b246589a1,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-0981.pdf,,,False,B4X2500GROWTHSRC-89489736e4c8a0a4353d,percentage_raise,,,,,,,automatic_wage_growth,high,Liberty,OH|liberty|2020,B4X2500NORM-43418b8701886f5d5c525ec7,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-ee085092a0905abdc3116c69,,,,,"Beginning August 1, 2020 all members of the bargaining unit shall receive a 2% increase.",2%,True,Midwest,"[""automatic_raise""]",,cba,,2.0,B4X2500SPAN-20260730-fcb6fd8567517d7c42969307,OH,,OH|liberty|2020|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-a2cc307ad43915ba6b4d0c62,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-04-0374.pdf,,,False,B4X2500GROWTHSRC-3884d48b6747f6297aef,percentage_raise,,,,,,,timing_implementation,high,Washington,OH|washington|2020,B4X2500NORM-1c742bdee893bee02b97d1b1,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-53cbac5ed2e57a94cb03a449,,,,,"Effective July 1, 2020 (or next closest payroll date): a 3.0% increase will be",3%,True,Midwest,"[""automatic_raise"", ""implementation_retroactivity""]",,wage_schedule,,3.0,B4X2500SPAN-20260730-ffe150ca5637d58876a512b5,OH,,OH|washington|2020|unresolved_unit|unknown,unresolved_unit,fire,
,,unclear,,B4X2500COD-20260730-70ac234386df53e1316cc9f2,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://freeporttx.gov/media/pdf/Financial%20Documents/Budget%20Archive/FY2019-2020.pdf,,,False,B4X2500GROWTHSRC-08ef1da229c6f9b117ad,percentage_raise,,,,,,,automatic_wage_growth,high,Freeport,TX|freeport|2020,B4X2500NORM-03a569781139e68b0efc0c13,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-fa2ca1887763a8fd925beabc,,,,,staff has included a conservative 4% increase over actuals for the upcoming,4%,True,South,"[""automatic_raise""]",,budget_or_pay_plan,,4.0,B4X2500SPAN-20260730-770eb2551c6736ed58f2d608,TX,,TX|freeport|2020|police|police,police,police,
,,unclear,,B4X2500COD-20260730-9c899230e5631f0bfdd276b1,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://freeporttx.gov/media/pdf/Financial%20Documents/Budget%20Archive/FY2019-2020.pdf,,,False,B4X2500GROWTHSRC-0a86b5372bd0af00e479,percentage_raise,,,,,,,automatic_wage_growth,high,Freeport,TX|freeport|2020,B4X2500NORM-a6c72d8713f975af1a681034,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-0f0107095bc2e7749d29cd40,,,,,included a conservative 4% increase over actuals for the upcoming year.,4%,True,South,"[""automatic_raise""]",,budget_or_pay_plan,,4.0,B4X2500SPAN-20260730-991152b07969251ab84eb24b,TX,,TX|freeport|2020|police|police,police,police,
,,unclear,,B4X2500COD-20260730-b7f8dbf04136a67c1110d9cb,0.72,,True,2020,2020,source_reported_growth_rate,source_explicit_recurring_wage_or_schedule_growth,https://freeporttx.gov/media/pdf/Financial%20Documents/Budget%20Archive/FY2019-2020.pdf,,,True,B4X2500GROWTHSRC-29038fd70aa2cd0a9fb9,percentage_raise,,,,,,,automatic_wage_growth,high,Freeport,TX|freeport|2020,B4X2500NORM-26a77616a8c2525fa796ff09,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-a30e16225633b4edfab6b953,,,,,a 3.5% increase has been included under Salaries as a placeholder.,3.5%,True,South,"[""automatic_raise""]",,budget_or_pay_plan,,3.5,B4X2500SPAN-20260730-588693485a834b862aa5230f,TX,,TX|freeport|2020|police|police,police,police,
,,unclear,,B4X2500COD-20260730-40e7d3b91adbd2a8f751e8e9,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://freeporttx.gov/media/pdf/Financial%20Documents/Budget%20Archive/FY2019-2020.pdf,,,False,B4X2500GROWTHSRC-8e38d425f471aa274bf4,percentage_raise,,,,,,,weak_context_exclusion,high,Freeport,TX|freeport|2020,B4X2500NORM-98d79d2b9c024fd5348eafde,sanitation,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-f4b6713f6c01b8f84e507ad7,,,,,▪ Solid Waste income is anticipated to increase by 10% over actuals due to the recent rate increase.,10%,True,South,"[""automatic_raise""]",,budget_or_pay_plan,,10.0,B4X2500SPAN-20260730-2d665b1d9d1f202bd28481c8,TX,,TX|freeport|2020|sanitation|sanitation,sanitation,non_safety,
,,unclear,,B4X2500COD-20260730-f0757b824efa09249130ae31,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://freeporttx.gov/media/pdf/Financial%20Documents/Budget%20Archive/FY2019-2020.pdf,,,False,B4X2500GROWTHSRC-a7be87f00620c6bc29bb,percentage_raise,,,,,,,weak_context_exclusion,high,Freeport,TX|freeport|2020,B4X2500NORM-936783432f8237ea61d45ac9,sanitation,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-ed65bf2b0fa7a11b4e089c55,,,,, Solid Waste income is anticipated to increase by 10% over actuals due to the recent rate,10%,True,South,"[""automatic_raise""]",,budget_or_pay_plan,,10.0,B4X2500SPAN-20260730-e5a87ded935cbfe106ed3643,TX,,TX|freeport|2020|sanitation|sanitation,sanitation,non_safety,
,,unclear,,B4X2500COD-20260730-8110e952808386263d647329,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://danielutah.gov/september-14-2020-council-minutes,,,False,B4X2500GROWTHSRC-22cde29ea4b2ca8a8ea0,percentage_raise,,,,,,,automatic_wage_growth,high,Daniel,UT|daniel|2020,B4X2500NORM-1731261f828979f394a7e160,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-1bbf819d3842e67b8ad7489c,,,,,"He stated this is not a raise per say, but more a token of appreciation of 3% increase.",3%,True,West,"[""automatic_raise""]",,wage_schedule,,3.0,B4X2500SPAN-20260730-7390084c844b4072a6cd91a6,UT,,UT|daniel|2020|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-01986ba081bc68524f53a168,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://danielutah.gov/september-14-2020-council-minutes,,,False,B4X2500GROWTHSRC-a71a896f3aecc5f305b3,percentage_raise,,,,,,,automatic_wage_growth,high,Daniel,UT|daniel|2020,B4X2500NORM-2be04389f4fe268de999e97d,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-70e8942e335483f999e8e66d,,,,,"Also understanding that these are tough times this year with the recent COVID-19 and believes that people work hard and feels the need to support a 3% increase, as it is a small token of appreciation as jobs that are continuing to be busier.",3%,True,West,"[""automatic_raise""]",,wage_schedule,,3.0,B4X2500SPAN-20260730-b141d13eabaf3126b12f1e22,UT,,UT|daniel|2020|unresolved_unit|unknown,unresolved_unit,unclear,
standard_2080_hours,1.899961,base,"Computed from preserved normalized wage levels; no inflation or cost-of-living adjustment. Named position matches, but full rank/step/grade schedule location is incomplete.",B4X2500COD-20260730-12b054ec69c924171edaeddb,0.82,1,True,,,computed_cycle_to_cycle,,,,1.899961,,B4X2500GROWTHCONT-7475c696dd64eb78b50d,,2020,B4X2500NORM-7b788765c4ec6a66365521d6,B4X2500SPAN-20260730-012bf8cead7934237b78c3de,26.28,2,strong_named_position_match,quantitative_base_wage_needs_normalization,moderate,Fletcher,VT|fletcher|2020,B4X2500NORM-7b788765c4ec6a66365521d6,clerical_admin,hourly,,1.899961,administrative_assistant,base_wage_schedule_change,2019,B4X2500NORM-907d2bcf9418bbd8c374c044,B4X2500SPAN-20260730-a22ebf0850935e179f89db9b,25.79,,B4X2500-RATING-20260730-d824563e943cd0ebabe8fbb6,Administrative Assistant $26.28 Per Hour,$26.28,Administrative Assistant $25.79 Per Hour,$25.79,,,,Northeast,[],Applied in aggregate outputs when fewer than three unit-cycles.,wage_schedule,2,,,VT,,VT|fletcher|2020|clerical_admin|administrative_assistant,clerical_admin,non_safety,0.49
,,unclear,,B4X2500COD-20260730-29ed06fd17e2a8c310eec881,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://fletchervt.net/wp-content/uploads/2021/02/2020-Town-Report-PDF.pdf,,,False,B4X2500GROWTHSRC-bbaad5e7672dd440f4e9,percentage_raise,,,,,,,automatic_wage_growth,high,Fletcher,VT|fletcher|2020,B4X2500NORM-a572d3f19dc75170da900b81,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-c3064175e0b3fa3904d4271e,,,,,This budget is coming in well below the state average which is currently running at a 3.75% increase.,3.75%,True,Northeast,"[""automatic_raise""]",,wage_schedule,,3.75,B4X2500SPAN-20260730-f94a414d5f42828d6ab28cfa,VT,,VT|fletcher|2020|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-29edaef06dab82abd739f254,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://fletchervt.net/wp-content/uploads/2021/02/2020-Town-Report-PDF.pdf,,,False,B4X2500GROWTHSRC-de29e834db71fd69b09a,percentage_raise,,,,,,,automatic_wage_growth,high,Fletcher,VT|fletcher|2020,B4X2500NORM-486e661e251476f31e30afe5,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-dbce9bacfd599059803f8657,,,,,one school in our supervisory union is proposing roughly a 4.52% increase.,4.52%,True,Northeast,"[""automatic_raise""]",,wage_schedule,,4.52,B4X2500SPAN-20260730-3a177d31db61181ac0848b77,VT,,VT|fletcher|2020|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-60d3be8c8bfd16d94820f603,0.45,,False,2020,2020,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://cms3.revize.com/revize/villageofbutler/Document%20Center/Agendas%20And%20Minutes/Village%20Board/2023/Packet/July%2018%2C%202023%20Village%20Board%20Packet.pdf,,,False,B4X2500GROWTHSRC-17aeae73e4cf985d9eeb,percentage_raise,,,,,,,automatic_wage_growth,high,Butler,WI|butler|2020,B4X2500NORM-5d7ced0fc7e76a7861ad9eec,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-2ccb615a3a200809e7775f13,,,,,"increase of 0.00035297% from its proportion measured as of December 31, 2020.",0.00035297%,True,Midwest,"[""automatic_raise""]",,cba,,0.00035297,B4X2500SPAN-20260730-c39f0858de81a3aa86aa84db,WI,,WI|butler|2020|police|police,police,police,
,,unclear,,B4X2500COD-20260730-829785b6a871dcffc74682c6,0.72,,True,2021,2021,source_reported_growth_rate,source_explicit_recurring_wage_or_schedule_growth,https://storage.googleapis.com/proudcity/colmaca/uploads/2017/03/Attachment-E-Exhibit-A-Proposed-Pay-Schedule-Dec-2021-thru-June-2024-approved.pdf,,,True,B4X2500GROWTHSRC-d6164f0274ed079f0d4c,COLA_CPI,,,,,,,automatic_wage_growth,high,Colma,CA|colma|2021,B4X2500NORM-a2b3aeb98a9b157aec6b13c4,unknown,percentage,,,,COLA_CPI,,,,,,B4X2500-RATING-20260730-a1df5bd374eac2fc2dd1449a,,,,,"(10) These positions may received 5% out of class pay Reso 2021-x3 2% COLA for Unrepresented from Dec 26, 2021 to Jun 30, 2024 (Proposed 12/08/2021)",5%; 2%,True,West,"[""automatic_raise""]",,wage_schedule,,5.0,B4X2500SPAN-20260730-2ded2c2b8e77ed4abb9285a7,CA,,CA|colma|2021|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-4538d939c822b265805666d7,0.45,,False,2021,2021,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://cityoftulelake.com/wp-content/uploads/2022/04/City-of-Tulelake-Personnel-Policy-Manual-Updated-12-09-2021.pdf,,,False,B4X2500GROWTHSRC-7584124d2cfc76e0738f,step_schedule,,,,,,,automatic_wage_growth,high,Tulelake,CA|tulelake|2021,B4X2500NORM-f88a4dff19d800d0d1919172,unknown,percentage,,,,step_schedule_progression,,,,,,B4X2500-RATING-20260730-6fe842946af03d20ad4c3d83,,,,,2.5% increase between each step.,2.5%,True,West,"[""automatic_raise""]",,civil_service_or_hr_pay_plan,,2.5,B4X2500SPAN-20260730-ea9ad64c7cab8a7be4803179,CA,,CA|tulelake|2021|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-00d0df05466ee1ffe084622d,0.72,,True,2021,2021,source_reported_growth_rate,source_explicit_recurring_wage_or_schedule_growth,https://cityofedna.org/wp-content/uploads/pdf/2021-02-11_Minutes.pdf,,,True,B4X2500GROWTHSRC-3a4d248a873f43639afb,COLA_CPI,,,,,,,timing_implementation,high,Edna,KS|edna|2021,B4X2500NORM-ae65d2fd503842174b842378,unknown,percentage,,,,COLA_CPI,,,,,,B4X2500-RATING-20260730-a5039fa3718829925ca5c1e4,,,,,"3% COST-OF-LIVING RAISE EFFECTIVE MARCH 1, 2021.",3%,True,Midwest,"[""implementation_retroactivity""]",,agenda_packet_or_minutes,,3.0,B4X2500SPAN-20260730-af5e48983e31adfe5e6d31f9,KS,,KS|edna|2021|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-0d386058597d58aacb332330,0.45,,False,2021,2021,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://town.raynham.ma.us/sites/g/files/vyhlif1111/f/pages/raynham_opeiu_cba_7-1-21_thru_6-30-24_for_website.pdf,,,False,B4X2500GROWTHSRC-f50c597fc470be4b7f7d,step_schedule,,,,,,,automatic_wage_growth,high,Raynham,MA|raynham|2021,B4X2500NORM-ae155410b4da189b1d7950da,unknown,percentage,,,,step_schedule_progression,,,,,,B4X2500-RATING-20260730-2b6e0abfe3dab83853053999,,,,,the step which provides him/her with at least a 3% increase.,3%,True,Northeast,"[""automatic_raise""]",,wage_schedule,,3.0,B4X2500SPAN-20260730-590a2fdf92eec4d75fa6847a,MA,,MA|raynham|2021|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-89655f789039767a5ebccc51,0.45,,False,2021,2021,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://maff.org/archives/43-2021/478-augusta-township-paid-on-call-fire-fighters,,,False,B4X2500GROWTHSRC-2f8e696ed2fd0f342e23,percentage_raise,,,,,,,timing_implementation,high,Augusta charter,MI|augusta_charter|2021,B4X2500NORM-681e4d126625ade8259a0040,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-6fee60d85624bd27fdda5f9e,,,,,"3% increase effective April 1, 2021.",3%,True,Midwest,"[""automatic_raise"", ""implementation_retroactivity""]",,cba,,3.0,B4X2500SPAN-20260730-9efa2dc7d2ec30f27d85d8d6,MI,,MI|augusta_charter|2021|unresolved_unit|unknown,unresolved_unit,unclear,
,,non_base,,B4X2500COD-20260730-48f3227e2f0b04da6ab56ab9,0.45,,False,2021,2021,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-ffe087f1503345189253e6bb3e390acd/ITEM-Attachment-001-eed519ddcc26464a8c934430521176ef.pdf,,,False,B4X2500GROWTHSRC-7ca3e0a5cf7697b4a7a1,percentage_raise,,,,,,,timing_implementation,high,Lathrup Village,MI|lathrup_village|2021,B4X2500NORM-7485e0b1f3a7fa312632d12f,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-4bc2ae382a648dd8f391a8b9,,,,,"basis effective January 1, 2021 2025 if the premium increase is at least 10% over the prior year’s",10%,True,Midwest,"[""implementation_retroactivity""]",,cba,,10.0,B4X2500SPAN-20260730-390b0fd5118dfa884e27003b,MI,,MI|lathrup_village|2021|police|police,police,police,
,,non_base,,B4X2500COD-20260730-d84a76c655c535be4a281ab8,0.45,,False,2021,2021,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-e6c9c4697a6a42caaffbd3b54e47b9e7/ITEM-Attachment-001-afdd1716272c4e568a3393c3db5ee886.pdf,,,False,B4X2500GROWTHSRC-c4cdede1922a856d259b,percentage_raise,,,,,,,timing_implementation,high,Lathrup Village,MI|lathrup_village|2021,B4X2500NORM-8fb6b9045f3af5456cf0cec0,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-3836ffe4028a76b94f4fbd6c,,,,,"basis effective January 1, 2021 if the premium increase is at least ten (10%) percent over the",10%,True,Midwest,"[""implementation_retroactivity""]",,cba,,10.0,B4X2500SPAN-20260730-485c9fa172514a7eb9666507,MI,,MI|lathrup_village|2021|police|police,police,police,
,,unclear,,B4X2500COD-20260730-12391c98afaca878a0a585b1,0.72,,True,2021,2021,source_reported_growth_rate,source_explicit_recurring_wage_or_schedule_growth,https://poam.net/signed-and-sealed/signed-sealed-2021,,,True,B4X2500GROWTHSRC-08cfc862941b9c34ca4c,percentage_raise,,,,,,,automatic_wage_growth,high,Village of Grosse Pointe Shores,MI|village_of_grosse_pointe_shores|2021,B4X2500NORM-32c1f57816f5e23ede23cb01,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-a337994b744cd7659d5f2bcb,,,,,2022: +3% wage increase,3%,True,Midwest,"[""automatic_raise""]",,mou_or_memorandum,,3.0,B4X2500SPAN-20260730-2ef29a0aaf4b5009d8f7a96a,MI,,MI|village_of_grosse_pointe_shores|2021|unresolved_unit|unknown,unresolved_unit,unclear,
,,base,,B4X2500COD-20260730-52218455eeeb29e186dab4f2,0.9,,True,2021,2021,source_reported_growth_rate,source_explicit_recurring_wage_or_schedule_growth,https://cityoftonkabay.net/vertical/sites/%7B4A0B5943-C4EE-4132-80D2-7FD9E610BCBF%7D/uploads/WS_PACKET_5-9-23.pdf,,,True,B4X2500GROWTHSRC-bdeab94e589d4d445c80,step_schedule,,,,,,,automatic_wage_growth,high,Tonka Bay,MN|tonka_bay|2021,B4X2500NORM-80236a1021946c20221d5239,police,percentage,,,,step_schedule_progression,,,,,,B4X2500-RATING-20260730-df2059b2e5cbe9fa162f136a,,,,,1/1/2021 2024 Salary Schedule (Reflects a 2.75% 3.5% increase over 2023),2.75%; 3.5%,True,Midwest,"[""automatic_raise""]",,wage_schedule,,2.75,B4X2500SPAN-20260730-319f61fb3d7f3ce074433edb,MN,,MN|tonka_bay|2021|police|police,police,non_safety,
,,unclear,,B4X2500COD-20260730-7a4754593624accd2c356c07,0.45,,False,2021,2021,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://lagrangenc.com/AgendaCenter/ViewFile/Agenda/_06072021-88,,,False,B4X2500GROWTHSRC-1fb8919e39c37374f063,percentage_raise,,,,,,,automatic_wage_growth,high,La Grange,NC|la_grange|2021,B4X2500NORM-fe190b088af1fc9f8586736c,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-74977a58469d823a1c59deac,,,,,"entry level (Hiring rate) of the job in which the employee is acting or an increase of 10%, whichever is",10%,True,South,"[""automatic_raise""]",,budget_or_pay_plan,,10.0,B4X2500SPAN-20260730-2b565e05bc8ebc4415fb7d39,NC,,NC|la_grange|2021|unresolved_unit|unknown,unresolved_unit,unclear,
