extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,disposition,page_relationship,bounded_evidence_pointer,confidence,reason_codes,short_rationale,qa_status
cexrem_1d3ca3652eec84c38ecaf1af,doc_403cf5c76639608dc44357fc,ttd_1ea57b496c7d42667aa660b2,sr_901e713a700f7554e9fc5791,NSCQ-OH-20260720-0728,OH,Canal Fulton,CITY OF CANAL FULTON,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0195_sr_901e713a700f7554e9fc5791.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0195_sr_901e713a700f7554e9fc5791.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0195_sr_901e713a700f7554e9fc5791.pdf#page=25|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0195_sr_901e713a700f7554e9fc5791.pdf#page=28,unknown,NO_BASE_WAGE_COMPENSATION_VALUES_VISIBLE|EVIDENCE_PRESENT_IS_PAYROLL_DEDUCTION_OF|UNRELATED_TO_PROVISIONAL_COMPENSATION_R0,"The provided pages contain union dues/fair share fee deduction terms and grievance procedure steps, but no visible base wage compensation (rates/salary/steps) or compensation-related mechanisms tied to pay provisions.",excluded_provisional
cexrem_431020a45ac04f5453ce1124,doc_b6a48b33d7f88528d3db05ee,ttd_854bf88d325afb63001bc29b,sr_8dce30075db1cb8f9ca9a5d9,NSCQ-OH-20260720-0635,OH,Canfield,CITY OF CANFIELD,non_safety,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0256_sr_8dce30075db1cb8f9ca9a5d9.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0256_sr_8dce30075db1cb8f9ca9a5d9.pdf#page=3|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0256_sr_8dce30075db1cb8f9ca9a5d9.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0256_sr_8dce30075db1cb8f9ca9a5d9.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0256_sr_8dce30075db1cb8f9ca9a5d9.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0256_sr_8dce30075db1cb8f9ca9a5d9.pdf#page=13,unknown,BOUNDARY_PACKET_CONTAINS_TABLE_OF_CONTEN|NO_VISIBLE_COMPENSATION_ARTICLE_16_TEXT|PAGES_SHOW_UNRELATED_PROVISIONS_DUES_GRV,"The provided pages include only non-compensation sections (e.g., dues deductions, union recognition/administration, general grievance process) and a table of contents referencing Article 16 Compensation without providing any actual compensation amounts or mechanisms.",excluded_provisional
cexrem_40f87881b8f0762bdb100dc7,doc_f691adebe0621453c7fd81e6,ttd_f97761d6a96a129e350946f7,sr_51974768f6cdbb6158dc38a5,NSCQ-OH-20260720-0634,OH,Canfield,CITY OF CANFIELD,police,cba,reference_only,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0276_sr_51974768f6cdbb6158dc38a5.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0276_sr_51974768f6cdbb6158dc38a5.pdf#page=4|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0276_sr_51974768f6cdbb6158dc38a5.pdf#page=10|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0276_sr_51974768f6cdbb6158dc38a5.pdf#page=13|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0276_sr_51974768f6cdbb6158dc38a5.pdf#page=16|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0276_sr_51974768f6cdbb6158dc38a5.pdf#page=27|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0276_sr_51974768f6cdbb6158dc38a5.pdf#page=28,unknown,BOUNDARY_PACKET_CONTAINS_ONLY_INDEX_OR_S|NO_VISIBLE_COMPENSATION_AMOUNTS_OR_MECH,This packet does not include any visible base-wage figures or compensation-setting mechanisms (only a table of contents referencing later pages where compensation details may appear).,needs_review
cexrem_ff325b9076776c90966bb058,doc_a399aac25f25b4534dd28d17,ttd_5d39a5aa79c09040416487a5,sr_9dd672ef619a70a6f94cde3b,NSCQ-OH-20260720-0666,OH,Carlisle,CITY OF CARLISLE,police,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0349_sr_9dd672ef619a70a6f94cde3b.pdf#page=3|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0349_sr_9dd672ef619a70a6f94cde3b.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0349_sr_9dd672ef619a70a6f94cde3b.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0349_sr_9dd672ef619a70a6f94cde3b.pdf#page=9|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0349_sr_9dd672ef619a70a6f94cde3b.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0349_sr_9dd672ef619a70a6f94cde3b.pdf#page=18,unknown,NO_VISIBLE_BASE_WAGE_COMPENSATION_TERMS|NO_VISIBLE_WAGE_MECHANISM_OR_EFFECTIVE_W|NO_CLEAR_NON_BASE_COMPENSATION_ELEMENTS,"The visible pages contain contract preamble/recognition/management and non-wage administrative terms (e.g., management rights, discipline, and dues deduction) without any explicit base wage amounts, wage-calculation mechanisms, or non-base compensation items.",excluded_provisional
cexrem_38cb1441c6b5d229e5c14fc3,doc_34ce7dc90771d7c413a26dc2,ttd_b6d73843d64c723bed19419d,sr_96e8972ee5f468c9afc38fef,NSCQ-OH-20260720-0667,OH,Carlisle,CITY OF CARLISLE,police,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0443_sr_96e8972ee5f468c9afc38fef.pdf#page=3|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0443_sr_96e8972ee5f468c9afc38fef.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0443_sr_96e8972ee5f468c9afc38fef.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0443_sr_96e8972ee5f468c9afc38fef.pdf#page=10|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0443_sr_96e8972ee5f468c9afc38fef.pdf#page=12,unknown,SCOPE_ONLY_PAGES|NO_VISIBLE_COMPENSATION_TERMS,"Provided page snippets include agreement preamble/recognition and dues deduction references, but no visible base wage rates, pay steps, grades, or any compensation-setting mechanism text.",excluded_provisional
cexrem_1549d0f727e377ae0740395d,doc_864918a377e3ef5675784749,ttd_10675c931e3f42e075d494cb,sr_411f983d9f14d5ac023632a8,NSCQ-OH-20260720-0627,OH,Cheviot,CITY OF CHEVIOT,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0338_sr_411f983d9f14d5ac023632a8.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0338_sr_411f983d9f14d5ac023632a8.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0338_sr_411f983d9f14d5ac023632a8.pdf#page=9|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0338_sr_411f983d9f14d5ac023632a8.pdf#page=13|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0338_sr_411f983d9f14d5ac023632a8.pdf#page=17,unknown,NO_VISIBLE_BASE_WAGE_COMPENSATION_TERMS|NO_VISIBLE_WAGE_EFFECTIVE_DATES_OR_RATE_,"The provided pages discuss FOP dues deduction/check-off and general agreement structure; no base wage figures, pay rates/steps/grades, or wage-setting mechanisms/effective rules are visible.",excluded_provisional
cexrem_45f2e29dd5b8ea01badf6ce0,doc_b2613f572dcacd80842711ef,ttd_6ac526a60cb4fb826c1f2c69,sr_2382d7bb4b201c2786af4784,NSCQ-OH-20260720-0628,OH,Cheviot,CITY OF CHEVIOT,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0361_sr_2382d7bb4b201c2786af4784.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0361_sr_2382d7bb4b201c2786af4784.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0361_sr_2382d7bb4b201c2786af4784.pdf#page=18|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0361_sr_2382d7bb4b201c2786af4784.pdf#page=21|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0361_sr_2382d7bb4b201c2786af4784.pdf#page=23,unknown,NO_VISIBLE_BASE_WAGE_PROVISIONS_IN_SUPPL,"The provided page packet contains agreement/purpose, recognition, management rights, and FOP dues/representation terms only; it does not show any base wage/compensation figures, wage rates, pay schedules, or wage-setting mechanisms, nor non-base compensation terms.",excluded_provisional
cexrem_02568b99a95ebceab2658c4b,doc_45c025a14e9a93a9d91e417d,ttd_14a6d2c254da594076317be7,sr_9ed197b592fa138ec36915bc,NSCQ-OH-20260720-0811,OH,Colerain,TOWNSHIP OF COLERAIN,fire,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0004_sr_9ed197b592fa138ec36915bc.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0004_sr_9ed197b592fa138ec36915bc.pdf#page=9,unknown,PAGE_PACKET_CONTAINS_GRIEVANCE_PROCEDURE|NO_BASE_WAGE_COMPENSATION_AMOUNTS_OR_RAT|NO_COMPENSATION_MECHANISM_FOR_PAY_LEVELS|MENTIONS_OF_LEAVE_RELATES_TO_SENIORITY_B,"The packet discusses grievance steps/arbitration, and seniority rules (including approved leave for continuity). It contains no visible base-wage rates, amounts, grades, or pay calculation mechanics, and no non-base wage terms with value amounts.",excluded_provisional
cexrem_f0b8827a2bf7455595ff76c3,doc_45004bd4d23fc3e5281c340d,ttd_4d00989356cfeb01985616bf,sr_0fb0cfcb3ef5fcc0f6295f5d,NSCQ-OH-20260720-0519,OH,Delphos,CITY OF DELPHOS,police,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0204_sr_0fb0cfcb3ef5fcc0f6295f5d.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0204_sr_0fb0cfcb3ef5fcc0f6295f5d.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0204_sr_0fb0cfcb3ef5fcc0f6295f5d.pdf#page=15|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0204_sr_0fb0cfcb3ef5fcc0f6295f5d.pdf#page=16,unknown,PROVISIONAL_COMPENSATION_EVIDENCE_NOT_DE|NO_VISIBLE_BASE_WAGE_NUMERICAL_OR_RATE_S|NO_VISIBLE_NON_BASE_WAGE_AMOUNT_OR_CON,"The provided pages contain administrative/contract procedure content (e.g., grievance steps, union activity permissions) but no visible base wage terms (rates/percentages/schedules) and no identifiable non-base compensation amounts or rules tied to pay components.",excluded_provisional
cexrem_fe135a4ae9b8d32af68de75b,doc_83613436c883ba5cba31fb8c,ttd_0c280e2b8e44610a75a65f3f,sr_afebf5a9b041f4c30674f1cc,NSCQ-OH-20260720-0433,OH,East Cleveland,CITY OF EAST CLEVELAND,fire,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0305_sr_afebf5a9b041f4c30674f1cc.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0305_sr_afebf5a9b041f4c30674f1cc.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0305_sr_afebf5a9b041f4c30674f1cc.pdf#page=10|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0305_sr_afebf5a9b041f4c30674f1cc.pdf#page=21|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0305_sr_afebf5a9b041f4c30674f1cc.pdf#page=23|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0305_sr_afebf5a9b041f4c30674f1cc.pdf#page=40,unknown,NO_VISIBLE_BASE_WAGE_AMOUNTS_OR_RATE_TER|NO_VISIBLE_COMPENSATION_MECHANISM_FOR_WA|PACKET_CONTENT_IS_TABLE_OF_CONTENTS_AND|DUES_DEDUCTION_AND_UNION_RECOGNITION_DO,"The provided pages are limited to agreement front matter/contents, union recognition and dues/fair-share fee provisions, and do not show any base wage figures or wage-setting mechanisms.",excluded_provisional
cexrem_969f06b20528ed6c336692ae,doc_6a7ed4858768471ff61876b8,ttd_966416cd2f16ec9928414b71,sr_6b5239f0827ba0c81e76d866,NSCQ-OH-20260720-0586,OH,Eaton,CITY OF EATON,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0343_sr_6b5239f0827ba0c81e76d866.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0343_sr_6b5239f0827ba0c81e76d866.pdf#page=9|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0343_sr_6b5239f0827ba0c81e76d866.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0343_sr_6b5239f0827ba0c81e76d866.pdf#page=20,unknown,PAGE_PACKET_CONTAINS_ONLY_UNION_DUES_DED|NO_BASE_WAGE_COMPENSATION_TERMS_VISIBLE|NO_COMPENSATION_MECHANISM_OR_EFFECTIVE_W|NO_NON_BASE_COMPENSATION_COMPONENTS_LIKE,"The visible provisions address union dues/assessments deduction and related administrative items, with no explicit base wage compensation amounts, wage-adjustment mechanisms, or non-base compensation components (e.g., overtime, benefits, stipends) tied to wages in this packet.",excluded_provisional
cexrem_2067005b0651e755e1380415,doc_5e91c2d1d872e2354ecfc362,ttd_fb5bd126902f3cecde801023,sr_20f03dc94545687720c26d3c,NSCQ-OH-20260720-0488,OH,Englewood,CITY OF ENGLEWOOD,fire,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0311_sr_20f03dc94545687720c26d3c.pdf#page=4,unknown,NO_VISIBLE_BASE_WAGE_COMPENSATION_TERMS|ONLY_UNION_DUES_DEDUCTION_AND_GENERAL_LR|NO_COMPENSATION_FORMULA_OR_AMOUNT_FOUND,"The provided pages discuss union representation/recognition and union dues deductions (e.g., deduction timing, advance notice, claims deadlines) but contain no visible base wage or pay-rate/amount terms and no wage-setting mechanism.",excluded_provisional
cexrem_674e89d2030a0b0e2e2be5b6,doc_05bb560aa9034e679cd20109,ttd_ebca6b17447fffa24758caa5,sr_f46a3bcde5cc70e4276e1e3f,NSCQ-OH-20260720-0696,OH,Fairlawn,CITY OF FAIRLAWN,fire,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0238_sr_f46a3bcde5cc70e4276e1e3f.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0238_sr_f46a3bcde5cc70e4276e1e3f.pdf#page=10|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0238_sr_f46a3bcde5cc70e4276e1e3f.pdf#page=18|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0238_sr_f46a3bcde5cc70e4276e1e3f.pdf#page=21,unknown,NO_VISIBLE_PROVISIONAL_COMPENSATION_TERB|PAGES_CONTAIN_RECOGNITION_DUES_DEDUCTION|GRIEVANCE_PROCEDURE_DOES_NOT_DEFINE_PAY,"The provided page packet contains contract administration text (recognition, dues deduction, grievance/arbitration steps) and does not show any provisional base-wage amounts or wage-setting mechanisms for the bargaining unit.",excluded_provisional
cexrem_0534af0c055b670d8bd2f194,doc_9b1bb83b822438026d782746,ttd_f821a43d7e38ccddbc0b6d6f,sr_a71d6430a98e4d373848a15d,NSCQ-OH-20260720-0378,OH,Fremont,CITY OF FREMONT,fire,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0226_sr_a71d6430a98e4d373848a15d.pdf#page=46|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0226_sr_a71d6430a98e4d373848a15d.pdf#page=47,unknown,NO_VISIBLE_BASE_WAGE_VALUES_ON_PROVIDEDP|NO_COMPENSATION_MECHANISM_LANGUAGE_FOR_W|PAGES_CONTAIN_FORM_OR_PROCEDURAL_OR_AGRE,"The provided pages do not show any base wage amounts, wage tables, or pay-setting mechanisms; they are administrative/procedural (form, agreement cover, memorandum of understanding) without extractable compensation evidence.",excluded_provisional
cexrem_4f541cc735b98201629d62a3,doc_d925c859294ebb0df8894972,ttd_82b53751cb42143c4736b9d5,sr_5b9549421a41ac0adc44acb5,NSCQ-OH-20260720-0154,OH,Garfield Heights,CITY OF GARFIELD HEIGHTS,police,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0239_sr_5b9549421a41ac0adc44acb5.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0239_sr_5b9549421a41ac0adc44acb5.pdf#page=10|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0239_sr_5b9549421a41ac0adc44acb5.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0239_sr_5b9549421a41ac0adc44acb5.pdf#page=23|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0239_sr_5b9549421a41ac0adc44acb5.pdf#page=41,unknown,NO_VISIBLE_BASE_WAGE_COMPENSATION_TERMS|NO_VISIBLE_COMPENSATION_MECHANISM_OR_WA1|NO_VISIBLE_NON_BASE_WAGE_COMPENSATION_T0|NUMERIC_TOKENS_APPEAR_TO_RELATE_TO_PROCE,"The provided page packet contains mostly contract structure/procedural content (e.g., grievance/arbitration timing) and no visible base-wage dollar amounts, rates, grades/steps, or compensation calculation/effective-date mechanisms, nor any non-base wage/benefit values.",excluded_provisional
cexrem_f09e02ed83a866edeb797fad,doc_438853d4035f082aaa9e7649,ttd_9419530987553378fb05b516,sr_249f05fc33d23f1b24d6618f,NSCQ-OH-20260720-0155,OH,Garfield Heights,CITY OF GARFIELD HEIGHTS,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0355_sr_249f05fc33d23f1b24d6618f.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0355_sr_249f05fc33d23f1b24d6618f.pdf#page=10|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0355_sr_249f05fc33d23f1b24d6618f.pdf#page=23|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0355_sr_249f05fc33d23f1b24d6618f.pdf#page=41,unknown,NO_BASE_WAGE_AMOUNTS_VISIBLE_IN_PROVIDED|NO_COMPENSATION_MECHANISM_TERMS_VISIBLE|NON_BASE_COMPENSATION_COMPONENTS_NOT_SHO|PAGES_APPEAR_TO_COVER_TABLE_OF_CONTENTS_|UPLITATION_OR_GRIEVANCE_PROCEDURE_WITHO,"The provided bounded pages show only contract preliminaries, table of contents, and grievance/arbitration procedure text. No visible base wage figures or compensation adjustment mechanisms (e.g., salary rate/step/grade/effective pay change rules) are present, and no non-base compensation values are可",excluded_provisional
cexrem_f38178c6808bfbeae47dbe6d,doc_fb462cdd688ceea0f3b52579,ttd_a705ed2e70d53fabc2934c2e,sr_f9cf83d9a84e12148124b128,NSCQ-OH-20260720-0806,OH,Green,TOWNSHIP OF GREEN,non_safety,cba,exclude,no_candidate_page,,unknown,NO_VISIBLE_COMPENSATION_EVIDENCE_IN_BOUN,"The provided page text contains only date/record identifiers and no visible base-wage, wage mechanism logic, or non-base compensation terms.",excluded_provisional
cexrem_956398ad969fc9c57a011de6,doc_d17532db1f6e31d7e3b3f5f1,ttd_a06b46268efbeccb3358b8e8,sr_fcce3ce9952ea97a954274ae,NSCQ-OH-20260720-0746,OH,Groveport,CITY OF GROVEPORT,police,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0350_sr_fcce3ce9952ea97a954274ae.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0350_sr_fcce3ce9952ea97a954274ae.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0350_sr_fcce3ce9952ea97a954274ae.pdf#page=32,unknown,NO_VISIBLE_COMPENSATION_VALUES_IN_BOUNED|ONLY_TABLE_OF_CONTENTS_OR_GRIEVANCE_PROS|NO_BASE_WAGE_NUMBERS_OR_RATE_FORMULA_EXC|NO_NON_BASE_WAGE_TERMS_WITH_VALUES_EXC,"The provided page packet snippets are limited to table-of-contents headings and grievance procedure text; no visible wage amounts, rate/step/grade values, or pay formulas (base or non-base) are present to extract.",excluded_provisional
cexrem_0701d0f266570a34979bc903,doc_4b350e2c919018fc3e546cd2,ttd_e466834c678bbc77e0e87800,sr_a51dfa10e106013dea07978a,NSCQ-OH-20260720-0747,OH,Groveport,CITY OF GROVEPORT,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0365_sr_a51dfa10e106013dea07978a.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0365_sr_a51dfa10e106013dea07978a.pdf#page=11,unknown,NO_VISIBLE_BASE_WAGE_PROVISION_IN_PACKET|NO_VISIBLE_COMPENSATION_MECHANISM_TERMS|PACKET_CONTENTS_APPEAR_TO_BE_NON_COMPENS|POTENTIAL_REFERENCE_TO_WAGES_SECTION_BY_|TEXT_SNIPPETS_DO_NOT_INCLUDE_RATES_OR_WA|CONTRACT_STRUCTURE_ONLY,"The provided page excerpts mainly show contract structure and grievance procedure text, without any visible base wage amounts, pay rates, steps/grades, or compensation mechanism/effective-date logic tied to pay.",excluded_provisional
