obs_id,city_id,city_name,state,bargaining_unit_name,occupation_class,safety_flag,cycle_start,cycle_end,predecessor_obs_id,base_wage_entry,base_wage_top,pct_increase_annual,num_steps,years_to_top,longevity_pay_flag,longevity_detail,total_comp_note,interest_arbitration_flag,arbitration_clause_text,comparability_clause_flag,comparability_text,comparability_referent,me_too_clause_flag,me_too_text,no_strike_clause_flag,binding_arbitration_statute,source_type,source_corpus,source_url_or_cite,retrieval_date,retrieval_method,full_text_path,text_quality
tx_houston_other_2024,tx_houston,Houston,TX,Houston Organization of Public Employees / AFSCME Local 123,other,0,2024-11-01,2027-06-30,,,,,,,1,al ........................................................................................ 33 10.03 Longevity Pay........................................................................................... 34 10.04 Bilingual Pay ............................................................................................,Fetched public agreement on 2026-07-08. Identity confirmed as HOPE / AFSCME Local 123 Meet and Confer Agreement; cycle 2024-11-01 to 2027-06-30. Recognition-clause-first review indicates broad mixed municipal coverage; occupation_class kept other. Caveat: Broad municipal unit; occupation_class kept other after recognition review.,0,,0,,,0,,1,Texas Local Government Code Chapter 146,cba,causal,https://www.houstontx.gov/hr/hrfiles/employee_relations/hope_meet_cof_agrmnt.pdf,2026-07-08,public_download,corpus/tx_houston/tx_houston_hope_afscme123_meet_confer_2024.pdf,clean
tx_austin_police_2024,tx_austin,Austin,TX,Austin Police Association,police,1,2024-10-29,2029-09-30,,,,,,,1,ly to all Officers covered by this AGREEMENT. The pay scale reflects a 4% increase to base wages. Section 2. Longevity Pay Longevity pay in the amount of one hundred and seven dollars ($107.00) per ...,Fetched public agreement on 2026-07-08. Identity confirmed as Austin Police Association Meet and Confer Agreement; cycle 2024-10-29 to 2029-09-30. Caveat: Official source page fetched first; stored file is the linked original PDF.,0,,0,,,0,,1,Texas Local Government Code Chapter 143,cba,causal,https://austin.widen.net/content/ihe4bm1ha5/original/COA-APA-Meet-and-Confer-Agreement---Fully-Executed-10.29.24.pdf?download=true,2026-07-08,public_download,corpus/tx_austin/tx_austin_apa_police_meet_confer_2024_2029.pdf,ocr_messy
oh_columbus_police_2023,oh_columbus,Columbus,OH,Fraternal Order of Police Capital City Lodge No. 9,police,1,2023-12-09,2026-12-08,,,,,,,1,nt. ......................................................................................... 87 ARTICLE 24 - LONGEVITY PAY ............................................................. 87 24.1 Payment Schedule. .......................................................................................... 87 24.2 Payment Date. ..,Fetched public agreement on 2026-07-08. Identity confirmed as Columbus FOP Lodge No. 9 CBA; cycle 2023-12-09 to 2026-12-08.,1,"Successor-contract dispute settlement references fact-finding, conciliation, or arbitration under Ohio Revised Code Chapter 4117.",0,,,0,,1,Ohio Revised Code Chapter 4117,cba,causal,https://www.columbus.gov/files/sharedassets/city/v/1/human-resources/labor-relations/fop-cba-2023-2026.pdf,2026-07-08,public_download,corpus/oh_columbus/oh_columbus_fop_lodge9_police_cba_2023_2026.pdf,clean
oh_columbus_fire_2023,oh_columbus,Columbus,OH,"Columbus Fire Fighters Union Local 67, IAFF",fire,1,2023-11-01,2026-10-31,,,,,,,0,,Fetched public agreement on 2026-07-08. Identity confirmed as Columbus IAFF Local 67 CBA; cycle 2023-11-01 to 2026-10-31.,1,Impasse procedures include selection of a conciliator from a Federal Mediation and Conciliation Service list.,0,,,0,,1,Ohio Revised Code Chapter 4117,cba,causal,https://www.columbus.gov/files/sharedassets/city/v/2/human-resources/labor-relations/iaff-cba-2023-2026.pdf,2026-07-08,public_download,corpus/oh_columbus/oh_columbus_iaff67_fire_cba_2023_2026.pdf,clean
oh_columbus_other_2024,oh_columbus,Columbus,OH,AFSCME Ohio Council 8 Local 1632,other,0,2024-04-01,2027-03-31,,,,,,,0,,Fetched public agreement on 2026-07-08. Identity confirmed as Columbus AFSCME Local 1632 CBA; cycle 2024-04-01 to 2027-03-31. Recognition-clause-first review indicates broad mixed municipal coverage; occupation_class kept other. Caveat: Broad City class-title unit; occupation_class kept other after recognition review.,0,,0,,,0,,1,Ohio Revised Code Chapter 4117,cba,causal,https://www.columbus.gov/files/sharedassets/city/v/1/human-resources/labor-relations/afscme-1632-cba-2024-2027.pdf,2026-07-08,public_download,corpus/oh_columbus/oh_columbus_afscme1632_cba_2024_2027.pdf,clean
oh_cleveland_police_2025,oh_cleveland,Cleveland,OH,Cleveland Police Patrolmen's Association (C.P.P.A.) Patrol Officer Bargaining Unit,police,1,2025-04-01,2028-03-31,,,,,,,1,................. 33 11 ARTICLE 15 LONGEVITY PAY ................................................................................................ 33 ARTICLE 16 UNIFORM ALLOWANCE ...................................................................................,Fetched public agreement on 2026-07-08. Identity confirmed as Cleveland CPPA Patrol Officers CBA; cycle 2025-04-01 to 2028-03-31.,1,Witnesseth clause references negotiations and/or interest arbitration that resulted in the contract.,0,,,0,,1,Ohio Revised Code Chapter 4117,cba,causal,https://www.clevelandohio.gov/sites/clevelandohio/files/hr/cba/2025-2028%20CPPA%20Patrol%20Officers%20CBA.pdf,2026-07-08,public_download,corpus/oh_cleveland/oh_cleveland_cppa_patrol_police_cba_2025_2028.pdf,clean
oh_cleveland_fire_2025,oh_cleveland,Cleveland,OH,"Cleveland Fire Fighters, Local 93",fire,1,2025-04-01,2028-03-31,,,,,,,1,ncarsases 45 --- OCR PAGE 4 --- TABLE OF CONTENTS Fire Station Supplies ARTICLE 19 IMPASSE ARBITRATION... Longevity Pay ACHING Pay. cccscccssssssescssessssssesecssuecsssssssnssesssssssssuscssecssssssssuessseessnessuesstvesssnucsanecestesssasesssvesseasecs 51 Jury Duty Pay... Parking Tickets ARTICLE 23 BULLETIN BOARD ARTICLE 24 COU,Fetched public agreement on 2026-07-08. Identity confirmed as Cleveland IAFF Local 93 CBA; cycle 2025-04-01 to 2028-03-31. Caveat: Image-heavy PDF; identity and selected mechanism passages confirmed through bounded local OCR.,1,ARTICLE 19 IMPASSE ARBITRATION: after sixty days either party can demand final and binding arbitration of impasse issues.,0,,,0,,1,Ohio Revised Code Chapter 4117,cba,causal,https://www.clevelandohio.gov/sites/clevelandohio/files/hr/cba/2025-2028%20Cleveland%20Firefighters%2C%20Local%2093%20CBA.pdf,2026-07-08,public_download,corpus/oh_cleveland/oh_cleveland_iaff93_fire_cba_2025_2028.pdf,ocr_messy
oh_cleveland_other_2022,oh_cleveland,Cleveland,OH,AFSCME Ohio Council 8 Local 100,other,0,2022-04-01,2025-03-31,,,,,,,1,...................... .............................................................. .....................11 Longevity ...................................................... ..........................................................................35,"Fetched public agreement on 2026-07-08. Identity confirmed as Cleveland AFSCME Local 100 CBA; cycle 2022-04-01 to 2025-03-31. Recognition-clause-first review indicates broad mixed municipal coverage; occupation_class kept other. Caveat: Broad multi-department class-title unit; occupation_class kept other after recognition review. Effective upon ratification; wage schedule begins April 1, 2022 and term runs through March 31, 2025.",0,,0,,,0,,1,Ohio Revised Code Chapter 4117,cba,causal,https://www.clevelandohio.gov/sites/clevelandohio/files/hr/cba/2022-2025%20Local%20100%2C%20AFSCME%20Ohio%20Council%208.pdf,2026-07-08,public_download,corpus/oh_cleveland/oh_cleveland_afscme_local100_cba_2022_2025.pdf,clean
tx_austin_fire_2023,tx_austin,Austin,TX,"Austin Firefighters Association, Local 975 of the International Association of Fire Fighters, AFL-CIO-CLC",fire,1,2023-09-24,2025-09-30,,,,,,,1,City pays longevity pay of $100.00 per year for each year of service up to a maximum of twenty-five (25) years of service; paid annually in a lump sum in the first regularly scheduled pay period after the Fire Fighter's anniversary date.,Education Incentive Pay / Firefighter Certification Pay (Article 9C); Bilingual Translation Pay and Staff Schedule Pay referenced as special pays with retroactive lump-sum true-up; health insurance plan referenced as an existing benefit in the drug/alcohol impairment article's cost-allocation language.,1,"If the parties reach impasse in negotiations for a successor to this Agreement and agree before this Agreement expires to submit to mediation or interest arbitration for a successor to this Agreement, then this Agreement shall be extended for a period of 90 days from expiration of this Agreement, or until final resolution of such mediation or interest arbitration, whichever occurs first.",0,,,0,,1,Texas Local Government Code Chapter 174 (Fire and Police Employee Relations Act),cba,causal,"https://www.austintexas.gov/labor-relations/fire-collective-bargaining-agreement (official page, linked original PDF: https://austin.widen.net/view/pdf/berk4a8tuc/APPENDIX-A.pdf)",2026-07-08,public_download,corpus/tx_austin/tx_austin_afa975_fire_cba_2023_2025.pdf,clean
tx_houston_fire_2024,tx_houston,Houston,TX,"Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters",fire,1,2024-07-01,2029-06-30,,,,,,,,,"Per CBA Article 17 Sec.2 (quoted in the Arbitration Award): base salary schedule is FY25 (7/1/24-6/30/25) 10%; FY26 (7/1/25-6/30/26) 3% with 3% escalator; FY27 (7/1/26-6/30/27) 3% with 3% escalator; FY28 (7/1/27-6/30/28) 4% with 2% escalator; FY29 4% with 2% escalator (the source document's own FY29 date range reads '7/1/29 to 6/30/30', inconsistent with the sequential FY25-28 pattern -- not corrected here, flagged verbatim as it appears in the source). Escalators contingent on new public-safety revenue per Article 17 Sec.2 footnote and MOU Sec.8. MOU caps aggregate Special/Incentive Pay growth at $10,000,000/FY (exclusive of FICA/pension). Settlement Agreement (2026, same case) allocates $1.5M/FY for Holiday Buy Back, up to $800/FY uniform allowance credit, and permits sick-reserve DCO/Rollover Election cash-out.",0,"(b) With respect to the application, interpretation and enforcement of the provisions of this Agreement the decision of the arbitrator shall be final and binding on the parties to this Agreement. (c) The arbitrator's authority shall be limited to the interpretation and application of the terms of this Agreement and/or any supplement thereto...and shall have no...authority to establish provisions of a new agreement or variations of the present Agreement or to arbitrate away, in whole or in part, any provisions of amendments thereof. (CBA Article 14, Contract Grievance Procedure, Section 2)",0,,,0,,0,"Texas Local Government Code Chapter 174 (Fire and Police Employee Relations Act) governs this bargaining relationship generally, including Sec.174.1535's population-triggered (>=1.9 million) compulsory interest arbitration for new agreements; this specific ingested document is grievance/contract-interpretation arbitration under CBA Article 14, not a Sec.174.1535 interest-arbitration proceeding.",arbitration_award,causal,"https://www.hfdcoa.org/cba-2024-2029/ (primary document: https://www.hfdcoa.org/wp-content/uploads/2026/03/Arbitration-Opinion-2026.pdf; companion documents also stored: Settlement Agreement and Release, https://www.hfdcoa.org/wp-content/uploads/2026/03/Settlement-Agreement-and-Release.pdf; MOU, https://www.hfdcoa.org/wp-content/uploads/2024/08/MOU.exe_.6.11.24.pdf)",2026-07-08,public_download,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,clean
tx_austin_nursehealth_2023,tx_austin,Austin,TX,Austin EMS Association,nurse_health,0,2023-10-01,2027-09-30,,,,,,,1,"Longevity pay exists and seniority credit rules are specified ('Seniority for purposes of longevity pay shall begin on the date of hire as an employee with the Department' / '...on the date they are sworn in with the Department'), but the specific dollar formula/table was not located in the passages reviewed this session -- not populated to avoid inventing a figure.","Per Article 6: base wage schedule FY23-24 (Appendix A baseline), FY24-25 +4.0% (Appendix B), FY25-26 +3.0% (Appendix C), FY26-27 +3.0% (Appendix D). Education Incentive Pay: $220/month Bachelor's, $300/month Master's. Shift Differential: $100/month for shifts falling 4:00pm-6:00am. On-Call Pay: $5.00/hour. Call-Back Pay: time-and-a-half, minimum 2 hours. Health insurance referenced as an existing benefit in the drug/alcohol-testing article.",0,"The parties specifically agree that the arbitrator's authority shall be strictly limited to interpreting and applying the explicit provisions of this Agreement. The arbitrator shall not have authority to modify the agreement or create additional provisions not included in the Agreement...It is specifically and expressly understood that filing a grievance under this Article, which has as its last step final and binding arbitration, constitutes an election of remedies.",0,,,0,,1,"Texas Local Government Code Chapter 142, Subchapter D (Meet and Confer Statute, Secs.142.151-142.163) governs this bargaining relationship. This is grievance/contract-interpretation arbitration under the Agreement's own grievance article, not a compulsory interest-arbitration statute. A separate limited-reopener 'impact bargaining' impasse-mediation clause also exists (Article 26).",cba,causal,https://www.austintexas.gov/labor-relations/ems-meet-and-confer-agreement (linked original PDF: https://austin.widen.net/view/pdf/7eikyuh3qq/2023-EMS-TA-Contract---FINAL-9.14.23---Executed.pdf),2026-07-08,public_download,corpus/tx_austin/tx_austin_aemsa_ems_meet_confer_2023_2027.pdf,clean
tx_san_antonio_police_2022,tx_san_antonio,San Antonio,TX,San Antonio Police Officers Association (SAPOA),police,1,2022-10-01,2026-09-30,,,,,,,,,"Fetched public agreement on 2026-07-10. Document is a 218-page image scan (Xerox WorkCentre 7855, 270-degree rotation) with no extractable text layer; pdftotext yielded ~0 usable characters and no OCR was performed this session (out of this run's authorized scope). Union identity (SAPOA) and cycle (2022-2026) are taken from the source portal's own file title/path, not the contract body. Cycle start month/day (Oct 1) assumed from Texas Chapter 174 agreements' typical fiscal-year alignment; not confirmed from document text -- treat with the same caution as this project's ma_boston_police_2020/ma_newton_police_2015 partial-quality rows.",0,,,,,,,,Texas Local Government Code Chapter 174,cba,causal,https://www.sanantonio.gov/Portals/0/Files/Atty/CollectiveBargaining/Police/Collective%20Bargaining%20Agreement%202022-2026.pdf,2026-07-10,public_download,corpus/tx_san_antonio/tx_san_antonio_sapoa_police_cba_2022_2026.pdf,partial
tx_san_antonio_fire_2024,tx_san_antonio,San Antonio,TX,"Local 624, International Association of Fire Fighters",fire,1,2024-10-01,2027-09-30,,,,,,,,,"Fetched public agreement on 2026-07-10. Clean native-PDF extraction. Confirms full Texas Chapter 174 bargaining for San Antonio fire without any population-triggered compulsory-arbitration exception (San Antonio population ~1.4M, below the 1.9M Sec.174.1535 threshold that applies to Houston fire only) -- a direct institutional contrast to Houston Fire's compulsory arbitration.",0,"A.   All disputes concerning the interpretation and/or application of the terms of this Agreement shall be submitted, if at all, to the grievance/arbitration procedure as called for herein. Failure to initially pursue grievance/arbitration in these instances shall be the basis for a plea in abatement in response to any suit or claim filed with a court of law and/or administrative agency. (Article 30, Grievance Procedure, Section 1)",,,,,,1,Texas Local Government Code Chapter 174,cba,causal,http://www.sanantonio.gov/Portals/0/Files/EmployeeInformation/Relations/Commissions/CBA-SAFD.pdf,2026-07-10,public_download,corpus/tx_san_antonio/tx_san_antonio_saffa_fire_cba_2024.pdf,clean
oh_cincinnati_police_2024,oh_cincinnati,Cincinnati,OH,"Fraternal Order of Police, Queen City Lodge No. 69 (Non-Supervisors)",police,1,2024-04-28,2027-04-24,,,,,,,,,Fetched public agreement on 2026-07-10. Identity confirmed via Article I Recognition: covers all sworn members of the Cincinnati Police Department up to and including the rank of Specialist. Second Ohio city (after Columbus/Cleveland) added to test cross-city consistency of the ORC 4117/SERB framework.,0,"...a panel of three arbitrators, acceptable to both parties, shall be appointed. The American Arbitration Association [shall provide a list of] arbitrators within thirty (30) calendar days after the receipt of the decision or adjustment...AAA rules shall apply to all arbitration procedures, including the selection of arbitrators. The decision of the arbitrators shall be binding. (grievance-arbitration procedure article)",,,,,,,Ohio Revised Code Chapter 4117,cba,causal,https://www.cincinnati-oh.gov/hr/labor-relations/police-contract-non-supervisors-2024-2027/,2026-07-10,public_download,corpus/oh_cincinnati/oh_cincinnati_fop69_police_nonsup_cba_2024_2027.pdf,clean
oh_cincinnati_police_sup_2024,oh_cincinnati,Cincinnati,OH,"Fraternal Order of Police, Queen City Lodge No. 69 (Supervisors)",police,1,2024-04-28,2027-04-24,,,,,,,,,Fetched public agreement on 2026-07-10. Distinct bargaining unit from oh_cincinnati_police_2024 -- covers supervisory ranks (Sergeant through Lieutenant Colonel/Assistant Police Chief). Same precedent as this project's existing ma_franklin_police_sergeants_2022 rank-vs-supervisor split row.,0,,,,,,,,Ohio Revised Code Chapter 4117,cba,causal,https://www.cincinnati-oh.gov/hr/labor-relations/police-contract-supervisors-2024-2027/,2026-07-10,public_download,corpus/oh_cincinnati/oh_cincinnati_fop69_police_sup_cba_2024_2027.pdf,clean
oh_cincinnati_fire_2023,oh_cincinnati,Cincinnati,OH,"Cincinnati Fire Fighters Union, Local 48, International Association of Fire Fighters, AFL-CIO",fire,1,2023-12-10,2026-12-05,,,,,,,,,Fetched public agreement on 2026-07-10. Identity confirmed via title page and Article recognition language.,0,,,,,,,,Ohio Revised Code Chapter 4117,cba,causal,https://www.cincinnati-oh.gov/hr/labor-relations/fire-contract-2023-2026/,2026-07-10,public_download,corpus/oh_cincinnati/oh_cincinnati_iaff48_fire_cba_2023_2026.pdf,clean
oh_cincinnati_other_2025,oh_cincinnati,Cincinnati,OH,"Cincinnati Organized and Dedicated Employees, Inc. (CODE)",other,0,2025-03-16,2028-03-11,,,,,,,,,"Fetched public agreement on 2026-07-10. Recognition-clause-first review: Article 1 Section 1.1 recognizes CODE for 'classifications listed in Attachments A and B' of a SERB certification -- broad, attachment-referenced coverage, not enumerated in the contract body. occupation_class kept as other.",0,,,,,,,1,Ohio Revised Code Chapter 4117,cba,causal,https://cincyweb.cincinnati-oh.gov/hr/labor-relations/code-contract-2025-2028/,2026-07-10,public_download,corpus/oh_cincinnati/oh_cincinnati_code_other_cba_2025_2028.pdf,clean
oh_toledo_police_2024,oh_toledo,Toledo,OH,"Toledo Police Patrolman's Association, Local 10, I.U.P.A., A.F.L.-C.I.O.",police,1,2024-04-01,2026-12-31,,,,,,,,,"Fetched public agreement on 2026-07-10. Third Ohio city (after Columbus, Cleveland, Cincinnati) added to further test cross-city consistency of the ORC 4117/SERB framework.",0,,,,,,,,Ohio Revised Code Chapter 4117,cba,causal,https://cdn.toledo.oh.gov/uploads/documents/Human-Resources/Collective-Bargaining-Agreements/TPPA-CBA-2024-2026.pdf,2026-07-10,public_download,corpus/oh_toledo/oh_toledo_tppa_police_cba_2024_2026.pdf,clean
oh_toledo_fire_2024,oh_toledo,Toledo,OH,"Toledo Firefighters Local No. 92, International Association of Firefighters, AFL-CIO-CLC",fire,1,2024-04-01,2026-12-31,,,,,,,,,Fetched public agreement on 2026-07-10. Identity confirmed via Section 2125.01 Recognition: covers all employees of the Toledo Fire and Rescue Department excluding rank/pay grade of Battalion Chief and over.,0,,,,,,,,Ohio Revised Code Chapter 4117,cba,causal,https://cdn.toledo.oh.gov/uploads/documents/Human-Resources/Collective-Bargaining-Agreements/Local-92-CBA-2024-2026.pdf,2026-07-10,public_download,corpus/oh_toledo/oh_toledo_local92_fire_cba_2024_2026.pdf,clean
oh_toledo_other_2024,oh_toledo,Toledo,OH,"Supervisory, Technical and Professional Employees' Union, Local 2058, AFSCME Ohio Council 8, AFL-CIO",other,0,2024-06-01,2027-05-31,,,,,,,,,"Fetched public agreement on 2026-07-10. Recognition-clause-first review: Section 2105.01 recognizes the union 'for the employees of the City working...in the classifications that are listed in Section 2105.02' -- the union's own name ('Supervisory, Technical and Professional') and the attachment-referenced classification list confirm broad, mixed coverage. occupation_class kept as other.",0,"the parties shall select an arbitrator using the selection procedure set forth in Section 2105.18, 'Definition and Grievance Procedure'. The arbitrator shall conduct a hearing and render a decision following the provisions of the Ohio Public Employee Collective Bargaining Law at Section 4117.14(G), notwithstanding the provisions of 4117.14(D)(1). (Section K, health-insurance-cost reopener clause -- narrow-issue arbitration, not a general successor-agreement interest-arbitration mechanism, hence interest_arbitration_flag left at 0)",,,,,,1,Ohio Revised Code Chapter 4117,cba,causal,https://cdn.toledo.oh.gov/uploads/documents/Human-Resources/Collective-Bargaining-Agreements/AFSCME-Local-2058-Main-Unit-2024-2027.pdf,2026-07-10,public_download,corpus/oh_toledo/oh_toledo_afscme2058_other_cba_2024_2027.pdf,clean
