state,municipality,span_queue_source_count,sources_with_positive_spans,positive_exact_span_count,no_span_or_weak_source_count,ambiguous_source_count,extraction_error_source_count
KY,Fort Wright,2,1,1,0,1,0
KY,Hurstbourne,1,0,0,0,1,0
KY,Junction City,1,0,0,1,0,0
KY,La Grange,1,0,0,1,0,0
KY,Lawrenceburg,2,2,2,0,0,0
KY,Leitchfield,1,1,2,0,0,0
KY,London,1,1,5,0,0,0
KY,Ludlow,1,1,3,0,0,0
KY,Marion,2,0,0,0,2,0
KY,Mayfield,2,0,0,0,2,0
KY,Mount Washington,1,1,2,0,0,0
KY,Newport,2,2,2,0,0,0
KY,Oak Grove,1,1,1,0,0,0
KY,Paris,2,2,2,0,0,0
KY,Princeton,1,0,0,1,0,0
KY,Radcliff,2,2,4,0,0,0
KY,Russellville,1,1,2,0,0,0
KY,Shelbyville,2,0,0,0,2,0
KY,Shepherdsville,2,2,4,0,0,0
KY,Shively,3,2,2,0,1,0
KY,Simpsonville,2,1,2,0,1,0
KY,Somerset,2,2,7,0,0,0
KY,Springfield,1,1,4,0,0,0
KY,St. Matthews,3,3,6,0,0,0
KY,Stanford,2,0,0,1,1,0
KY,Taylor Mill,1,1,3,0,0,0
KY,Union,2,1,4,0,1,0
KY,Vine Grove,3,1,4,2,0,0
KY,Walton,2,2,5,0,0,0
KY,Wilder,2,1,1,0,1,0
KY,Williamstown,2,1,9,1,0,0
KY,Wilmore,1,1,2,0,0,0
LA,Abbeville,1,1,5,0,0,0
LA,Abita Springs,2,0,0,0,2,0
LA,Arcadia,2,2,10,0,0,0
LA,Baker,1,0,0,1,0,0
LA,Bastrop,2,1,2,0,1,0
LA,Blanchard,1,1,1,0,0,0
LA,Breaux Bridge,1,0,0,0,1,0
LA,Brusly,1,1,3,0,0,0
LA,Carencro,2,2,3,0,0,0
LA,Church Point,2,1,5,0,1,0
LA,Covington,2,1,2,0,1,0
LA,Delcambre,1,1,3,0,0,0
LA,Delhi,2,0,0,0,2,0
LA,Denham Springs,2,0,0,0,2,0
LA,Erath,2,1,1,0,1,0
LA,Farmerville,1,1,4,0,0,0
LA,Ferriday,1,1,7,0,0,0
LA,Gramercy,1,1,3,0,0,0
LA,Greenwood,2,2,6,0,0,0
LA,Iowa,1,0,0,0,1,0
LA,Jackson,1,1,2,0,0,0
LA,Jeanerette,1,1,1,0,0,0
LA,Jena,1,0,0,0,1,0
LA,Kinder,1,1,1,0,0,0
LA,Lake Arthur,2,1,1,0,1,0
LA,Livingston,2,1,1,0,1,0
LA,Maurice,1,1,2,0,0,0
LA,New Llano,2,2,8,0,0,0
LA,Patterson,2,1,2,0,1,0
LA,Pearl River,2,0,0,0,2,0
LA,Pineville,1,0,0,0,1,0
LA,Plaquemine,1,0,0,0,1,0
LA,Ponchatoula,3,3,5,0,0,0
LA,Port Barre,5,0,0,0,5,0
LA,Richwood,3,0,0,0,3,0
LA,Springhill,2,0,0,0,2,0
LA,St. Martinville,1,1,1,0,0,0
LA,Sterlington,2,1,2,1,0,0
LA,Vidalia,1,0,0,0,1,0
LA,Ville Platte,2,0,0,0,2,0
LA,Vinton,2,2,7,0,0,0
LA,Vivian,3,0,0,1,2,0
LA,Walker,2,1,5,0,1,0
LA,Westwego,3,0,0,0,3,0
LA,White Castle,1,0,0,0,1,0
LA,Winnfield,1,1,7,0,0,0
LA,Youngsville,1,1,9,0,0,0
LA,Zachary,1,0,0,0,1,0
MA,Abington,3,3,17,0,0,0
MA,Auburn,2,0,0,0,2,0
MA,Bedford,1,1,10,0,0,0
MA,Belchertown,1,0,0,0,1,0
MA,Bourne,1,1,2,0,0,0
MA,Brookline,4,3,25,0,1,0
MA,Burlington,1,1,2,0,0,0
MA,Carver,1,1,7,0,0,0
MA,Clinton,1,1,2,0,0,0
MA,Danvers,3,3,44,0,0,0
MA,Dartmouth,2,1,5,0,1,0
MA,Duxbury,2,2,21,0,0,0
MA,Easton,1,1,15,0,0,0
MA,Fairhaven,2,2,27,0,0,0
MA,Foxborough,1,1,2,0,0,0
MA,Hanover,2,2,26,0,0,0
MA,Harwich,1,1,14,0,0,0
MA,Hopkinton,1,0,0,0,1,0
MA,Ipswich,1,0,0,0,1,0
MA,Ludlow,4,3,19,1,0,0
MA,Marblehead,3,3,16,0,0,0
MA,Middleborough,1,1,15,0,0,0
MA,Milford,2,2,16,0,0,0
MA,Millbury,1,1,2,0,0,0
MA,Nantucket,1,1,4,0,0,0
MA,North Reading,2,1,9,0,1,0
MA,Northborough,1,1,16,0,0,0
MA,Northbridge,3,0,0,0,3,0
MA,Norwell,1,1,1,0,0,0
MA,Oxford,3,2,11,0,1,0
MA,Raynham,1,1,9,0,0,0
MA,Rehoboth,1,0,0,0,1,0
MA,Somerset,4,4,14,0,0,0
MA,Spencer,2,2,3,0,0,0
MA,Sudbury,2,2,27,0,0,0
MA,Wareham,1,1,8,0,0,0
MA,Westford,3,3,10,0,0,0
MA,Westport,3,0,0,0,3,0
MA,Yarmouth,5,4,22,0,1,0
MD,Boonsboro,3,2,15,0,1,0
MD,Cecilton,1,1,1,0,0,0
MD,Church Hill,2,1,2,0,1,0
MD,Denton,1,0,0,0,1,0
MD,Edmonston,1,0,0,0,1,0
MD,Emmitsburg,1,1,7,0,0,0
MD,Fairmount Heights,1,0,0,0,1,0
MD,Forest Heights,1,1,3,0,0,0
MD,Friendsville,2,1,1,0,1,0
MD,Glenarden,1,1,1,0,0,0
MD,Kensington,1,1,6,0,0,0
MD,Kitzmiller,3,0,0,2,1,0
MD,Landover Hills,3,0,0,0,3,0
MD,Lonaconing,2,0,0,1,1,0
MD,New Market,3,0,0,0,3,0
MD,North Chevy Chase,1,0,0,0,1,0
MD,North East,1,1,4,0,0,0
MD,Pittsville,1,1,1,0,0,0
MD,Pocomoke City,1,1,2,0,0,0
MD,Poolesville,1,1,4,0,0,0
MD,Port Deposit,1,1,5,0,0,0
MD,Preston,1,1,3,0,0,0
MD,Queenstown,2,2,4,0,0,0
MD,Rock Hall,1,0,0,0,1,0
MD,Seat Pleasant,2,2,4,0,0,0
MD,Sharpsburg,1,1,2,0,0,0
MD,Sharptown,1,0,0,1,0,0
MD,St. Michaels,1,1,2,0,0,0
MD,University Park,2,1,2,0,1,0
MD,Washington Grove,2,2,4,0,0,0
MD,Westernport,1,0,0,0,1,0
ME,Bar Harbor,2,2,9,0,0,0
ME,Belgrade,1,1,6,0,0,0
ME,Boothbay,1,1,1,0,0,0
ME,Bridgton,1,1,13,0,0,0
ME,Brunswick,3,3,38,0,0,0
ME,Camden,3,3,18,0,0,0
ME,Casco,1,1,9,0,0,0
ME,Clinton,1,1,2,0,0,0
ME,Dover-Foxcroft,1,0,0,1,0,0
ME,Eastport,2,1,1,0,1,0
ME,Eliot,2,2,5,0,0,0
ME,Fairfield,2,2,17,0,0,0
ME,Falmouth,2,2,32,0,0,0
ME,Farmington,1,1,8,0,0,0
ME,Fort Fairfield,1,1,3,0,0,0
ME,Fort Kent,1,1,10,0,0,0
ME,Glenburn,1,1,2,0,0,0
ME,Gorham,2,2,27,0,0,0
ME,Gray,2,2,18,0,0,0
ME,Greene,1,1,2,0,0,0
ME,Hallowell,1,1,6,0,0,0
ME,Harpswell,1,1,12,0,0,0
ME,Jay,1,1,1,0,0,0
ME,Kennebunk,1,1,14,0,0,0
ME,Kittery,1,0,0,0,1,0
ME,Lebanon,1,1,4,0,0,0
ME,Lincoln,2,2,13,0,0,0
ME,Lisbon,3,3,24,0,0,0
ME,Madawaska,2,2,6,0,0,0
ME,Madison,2,1,3,0,1,0
ME,Monmouth,1,1,1,0,0,0
ME,North Berwick,1,1,7,0,0,0
ME,North Yarmouth,1,1,8,0,0,0
ME,Oakland,1,1,5,0,0,0
ME,Orono,1,1,2,0,0,0
ME,Orrington,1,1,3,0,0,0
ME,Paris,3,1,2,1,1,0
ME,Pittsfield,1,1,2,0,0,0
ME,Poland,1,1,8,0,0,0
ME,Rockport,2,2,18,0,0,0
ME,Rumford,2,2,23,0,0,0
ME,Scarborough,1,1,13,0,0,0
ME,South Berwick,2,2,5,0,0,0
ME,Turner,1,1,5,0,0,0
ME,Warren,2,1,3,1,0,0
ME,Waterboro,2,2,4,0,0,0
ME,Winslow,1,1,9,0,0,0
ME,Winterport,2,1,1,0,1,0
ME,Wiscasset,3,1,3,1,1,0
MI,Albion,1,1,12,0,0,0
MI,Allegan,1,1,6,0,0,0
MI,Allendale charter,1,1,3,0,0,0
MI,Alma,1,1,6,0,0,0
MI,Alpena,3,3,12,0,0,0
MI,Antwerp,2,0,0,0,2,0
MI,Belding,2,2,25,0,0,0
MI,Benton charter,3,3,25,0,0,0
MI,Beverly Hills,3,3,17,0,0,0
MI,Big Rapids,1,1,8,0,0,0
MI,Brighton,5,5,34,0,0,0
MI,Brownstown charter,1,1,11,0,0,0
MI,Cadillac,2,2,7,0,0,0
MI,Caledonia,2,2,19,0,0,0
MI,Center Line,1,1,7,0,0,0
MI,Charlotte,2,2,7,0,0,0
MI,Cheboygan,2,1,5,0,1,0
MI,Chelsea,1,1,1,0,0,0
MI,Coldwater,1,0,0,0,1,0
MI,Commerce charter,3,3,33,0,0,0
MI,Comstock charter,1,1,1,0,0,0
MI,Coopersville,2,1,1,0,1,0
MI,Davison,1,0,0,0,1,0
MI,DeWitt,2,2,19,0,0,0
MI,Delhi charter,2,1,2,1,0,0
MI,Detroit,1,1,13,0,0,0
MI,Dowagiac,1,1,16,0,0,0
MI,East Grand Rapids,1,1,15,0,0,0
MI,Eaton Rapids,1,1,9,0,0,0
MI,Farmington,3,3,21,0,0,0
MI,Flint,2,2,6,0,0,0
MI,Frankenmuth,2,2,10,0,0,0
MI,Fraser,1,0,0,0,1,0
MI,Fruitport charter,2,2,5,0,0,0
MI,Gaines charter,1,1,1,0,0,0
MI,Garfield charter,1,1,4,0,0,0
MI,Genesee charter,2,1,1,0,1,0
MI,Gladstone,2,2,21,0,0,0
MI,Grand Blanc,2,2,14,0,0,0
MI,Grand Blanc charter,1,1,16,0,0,0
MI,Grand Haven,1,1,1,0,0,0
MI,Grand Haven charter,1,1,8,0,0,0
MI,Grosse Pointe Farms,3,3,18,0,0,0
MI,Grosse Pointe Park,2,2,12,0,0,0
MI,Grosse Pointe Woods,1,1,8,0,0,0
MI,Hamburg,1,1,7,0,0,0
MI,Hancock,1,1,1,0,0,0
MI,Harper Woods,1,1,13,0,0,0
MI,Hartland,1,1,16,0,0,0
MI,Hastings,3,3,13,0,0,0
MI,Hazel Park,1,1,13,0,0,0
MI,Highland Park,2,2,4,0,0,0
MI,Highland charter,2,2,26,0,0,0
MI,Howell,1,1,16,0,0,0
MI,Huntington Woods,1,1,2,0,0,0
MI,Huron charter,1,1,4,0,0,0
MI,Independence charter,1,1,10,0,0,0
MI,Iron Mountain,4,4,15,0,0,0
MI,Ironwood,1,1,1,0,0,0
MI,Kalamazoo charter,1,1,16,0,0,0
MI,Kingsford,1,1,1,0,0,0
MI,Lapeer,1,0,0,0,1,0
MI,Ludington,1,1,7,0,0,0
MI,Lyon charter,2,1,4,0,1,0
MI,Macomb,1,1,7,0,0,0
MI,Manistee,2,2,21,0,0,0
MI,Marshall,2,2,24,0,0,0
MI,Marysville,2,2,26,0,0,0
MI,Mason,2,2,18,0,0,0
MI,Melvindale,2,2,10,0,0,0
MI,Milan,2,2,24,0,0,0
MI,Milford,1,1,10,0,0,0
MI,Mundy,2,2,6,0,0,0
MI,Muskegon Heights,1,0,0,1,0,0
MI,New Haven,2,2,17,0,0,0
MI,Niles,3,3,35,0,0,0
MI,Northville,2,2,5,0,0,0
MI,Orion charter,3,3,22,0,0,0
MI,Petoskey,2,2,30,0,0,0
MI,Plymouth charter,2,2,11,0,0,0
MI,Rockford,1,1,5,0,0,0
MI,Saline,1,1,1,0,0,0
MI,Scio,1,1,12,0,0,0
MI,Springfield,1,1,11,0,0,0
MI,Springfield charter,3,3,10,0,0,0
MI,St. Clair,1,1,10,0,0,0
MI,St. Johns,1,1,3,0,0,0
MI,St. Louis,1,1,15,0,0,0
MI,Sterling Heights,1,1,13,0,0,0
MI,Sturgis,2,2,8,0,0,0
MI,Swartz Creek,2,2,31,0,0,0
MI,Van Buren charter,2,2,20,0,0,0
MI,Walled Lake,3,3,29,0,0,0
MI,Waterford charter,1,1,4,0,0,0
MI,West Bloomfield charter,4,4,53,0,0,0
MI,Woodhaven,3,3,18,0,0,0
MI,Zeeland,1,1,4,0,0,0
MN,Becker,3,3,25,0,0,0
MN,Burnsville,1,1,8,0,0,0
MN,Byron,1,1,8,0,0,0
MN,Cannon Falls,1,0,0,0,1,0
MN,Carver,1,1,12,0,0,0
MN,Chaska,1,0,0,1,0,0
MN,Chatfield,1,1,16,0,0,0
MN,Chisholm,1,1,1,0,0,0
MN,Cold Spring,1,1,5,0,0,0
MN,Coon Rapids,2,2,8,0,0,0
MN,Corcoran,1,0,0,1,0,0
MN,Credit River,1,1,8,0,0,0
MN,Detroit Lakes,2,2,25,0,0,0
MN,Dilworth,2,2,9,0,0,0
MN,East Bethel,1,1,2,0,0,0
MN,East Grand Forks,1,1,16,0,0,0
MN,Elko New Market,1,1,16,0,0,0
MN,Fairmont,1,1,9,0,0,0
MN,Glencoe,2,1,2,0,1,0
MN,Hanover,2,2,9,0,0,0
MN,Hermantown,2,2,15,0,0,0
MN,International Falls,3,2,4,0,1,0
MN,Inver Grove Heights,1,0,0,0,1,0
MN,Isanti,2,2,28,0,0,0
MN,Jordan,1,1,4,0,0,0
MN,Kasson,1,1,15,0,0,0
MN,La Crescent,1,1,9,0,0,0
MN,Lake City,1,1,13,0,0,0
MN,Litchfield,1,1,6,0,0,0
MN,Lonsdale,4,3,5,0,1,0
MN,Maple Grove,1,0,0,0,1,0
MN,Mendota Heights,1,1,12,0,0,0
MN,Minnetrista,1,1,16,0,0,0
MN,Mora,2,2,24,0,0,0
MN,Mound,1,1,1,0,0,0
MN,Mounds View,1,1,6,0,0,0
MN,New Prague,2,2,24,0,0,0
MN,Orono,2,2,8,0,0,0
MN,Park Rapids,1,1,13,0,0,0
MN,Pine City,2,1,2,0,1,0
MN,Pine Island,1,1,2,0,0,0
MN,Pipestone,1,1,6,0,0,0
MN,Redwood Falls,2,2,21,0,0,0
MN,Rice Lake,1,1,7,0,0,0
MN,Robbinsdale,2,2,17,0,0,0
MN,Rogers,1,1,13,0,0,0
MN,Sauk Centre,3,3,18,0,0,0
MN,Sauk Rapids,2,2,20,0,0,0
MN,Shakopee,1,1,10,0,0,0
MN,Spring Lake Park,3,3,17,0,0,0
MN,St. Charles,2,1,16,0,1,0
MN,St. Francis,1,1,5,0,0,0
MN,St. James,2,2,15,0,0,0
MN,St. Paul Park,1,1,10,0,0,0
MN,St. Peter,4,3,5,0,1,0
MN,Staples,1,1,16,0,0,0
MN,Thief River Falls,1,1,6,0,0,0
MN,Virginia,3,3,31,0,0,0
MN,Waconia,1,1,11,0,0,0
MN,Waite Park,1,1,2,0,0,0
MN,Watertown,2,0,0,0,2,0
MN,Wyoming,1,1,8,0,0,0
MN,Zimmerman,2,2,9,0,0,0
MN,Zumbrota,2,2,25,0,0,0
MO,Bellefontaine Neighbors,1,0,0,0,1,0
MO,Berkeley,3,2,14,0,1,0
MO,Black Jack,2,0,0,0,2,0
MO,Brentwood,1,1,7,0,0,0
MO,Cameron,2,2,12,0,0,0
MO,Carthage,1,1,4,0,0,0
MO,Caruthersville,1,0,0,0,1,0
MO,Dardenne Prairie,1,1,2,0,0,0
MO,Festus,4,2,10,0,2,0
MO,Grain Valley,4,3,36,0,1,0
MO,Harrisonville,1,1,14,0,0,0
MO,Jackson,2,2,10,0,0,0
MO,Joplin,1,1,2,0,0,0
MO,Kansas City,1,1,2,0,0,0
MO,Kennett,1,1,4,0,0,0
MO,Liberty,2,2,5,0,0,0
MO,Maplewood,1,1,9,0,0,0
MO,Marshall,1,1,5,0,0,0
MO,Mexico,2,2,15,0,0,0
MO,Moberly,1,1,2,0,0,0
MO,Neosho,2,2,11,0,0,0
MO,Nixa,2,2,9,0,0,0
MO,Odessa,1,0,0,0,1,0
MO,Osage Beach,1,1,14,0,0,0
MO,Overland,3,3,41,0,0,0
MO,Pacific,2,2,10,0,0,0
MO,Peculiar,1,1,12,0,0,0
MO,Perryville,2,2,7,0,0,0
MO,Platte City,2,2,22,0,0,0
MO,Pleasant Hill,1,1,10,0,0,0
MO,Polk,1,0,0,0,1,0
MO,Poplar Bluff,2,2,13,0,0,0
MO,Rogersville,1,1,1,0,0,0
MO,Smithville,3,3,35,0,0,0
MO,Springfield,1,1,1,0,0,0
MO,St. John,1,0,0,0,1,0
MO,Trenton,3,1,1,0,2,0
MO,Warrensburg,2,0,0,0,2,0
MO,Washington,1,1,6,0,0,0
MO,Webb City,1,1,11,0,0,0
MO,Wentzville,1,0,0,0,1,0
MO,West Plains,1,1,4,0,0,0
MO,Willard,1,1,14,0,0,0
MS,Batesville,2,2,9,0,0,0
MS,Booneville,4,0,0,1,3,0
MS,Byhalia,1,1,1,0,0,0
MS,Cleveland,2,0,0,0,2,0
MS,Crystal Springs,1,0,0,0,1,0
MS,D'Iberville,1,1,2,0,0,0
MS,Florence,1,0,0,1,0,0
MS,Lucedale,1,0,0,1,0,0
MS,Pass Christian,2,2,6,0,0,0
MS,Quitman,1,0,0,0,1,0
MS,Water Valley,2,0,0,2,0,0
MS,Waynesboro,2,1,6,0,1,0
MT,Alberton,3,1,1,1,1,0
MT,Bainville,2,0,0,0,2,0
MT,Big Sandy,2,0,0,0,2,0
MT,Boulder,1,1,1,0,0,0
MT,Bridger,1,1,5,0,0,0
MT,Broadus,2,1,1,0,1,0
MT,Chester,2,0,0,0,2,0
MT,Choteau,1,0,0,1,0,0
MT,Circle,2,2,3,0,0,0
MT,Colstrip,2,2,26,0,0,0
MT,Culbertson,1,1,1,0,0,0
MT,Cut Bank,1,0,0,0,1,0
MT,Darby,2,0,0,0,2,0
MT,Dutton,2,0,0,0,2,0
MT,East Helena,3,1,2,0,2,0
MT,Eureka,1,0,0,0,1,0
MT,Fairfield,2,0,0,0,2,0
MT,Fairview,1,0,0,0,1,0
MT,Forsyth,2,1,1,0,1,0
MT,Fort Benton,1,0,0,0,1,0
MT,Froid,1,0,0,0,1,0
MT,Fromberg,1,0,0,0,1,0
MT,Glasgow,2,1,3,0,1,0
MT,Harlowton,2,0,0,0,2,0
MT,Hot Springs,3,1,1,0,2,0
MT,Joliet,1,0,0,1,0,0
MT,Libby,1,1,11,0,0,0
MT,Lima,1,0,0,0,1,0
MT,Malta,1,0,0,0,1,0
MT,Medicine Lake,1,0,0,1,0,0
MT,Philipsburg,1,0,0,0,1,0
MT,Terry,3,1,1,0,2,0
MT,Three Forks,2,2,4,0,0,0
MT,Townsend,3,0,0,0,3,0
MT,Twin Bridges,1,0,0,0,1,0
MT,Valier,2,0,0,1,1,0
MT,Walkerville,1,0,0,1,0,0
MT,West Yellowstone,3,3,36,0,0,0
MT,Whitehall,2,2,8,0,0,0
NC,Aberdeen,1,1,4,0,0,0
NC,Archdale,2,0,0,0,2,0
NC,Asheboro,2,1,13,0,1,0
NC,Belmont,2,2,15,0,0,0
NC,Boone,1,1,9,0,0,0
NC,Clemmons,4,2,13,2,0,0
NC,Conover,1,1,8,0,0,0
NC,Davidson,2,1,5,0,1,0
NC,Elizabeth City,2,1,9,0,1,0
NC,Elon,1,1,9,0,0,0
NC,Fletcher,1,0,0,0,1,0
NC,Forest City,3,2,11,0,1,0
NC,Gibsonville,4,2,4,0,2,0
NC,Graham,2,2,16,0,0,0
NC,Harrisburg,2,1,11,0,1,0
NC,Havelock,2,2,8,0,0,0
NC,Hendersonville,3,2,17,0,1,0
NC,Hope Mills,3,2,10,0,1,0
NC,Kernersville,2,1,2,1,0,0
NC,Kill Devil Hills,1,1,5,0,0,0
NC,Knightdale,2,1,7,1,0,0
NC,Laurinburg,2,1,10,0,1,0
NC,Leland,3,1,2,0,2,0
NC,Lenoir,2,2,15,0,0,0
NC,Lewisville,1,1,14,0,0,0
NC,Locust,1,1,6,0,0,0
NC,Marion,2,0,0,0,2,0
NC,Matthews,1,1,16,0,0,0
NC,Mebane,1,1,12,0,0,0
NC,Mills River,2,2,15,0,0,0
NC,Mint Hill,2,2,6,0,0,0
NC,Morehead City,1,1,2,0,0,0
NC,Mount Holly,2,2,9,0,0,0
NC,New Bern,1,1,15,0,0,0
NC,Newton,2,2,7,0,0,0
NC,Oxford,1,1,1,0,0,0
NC,Pineville,1,1,3,0,0,0
NC,Roanoke Rapids,3,1,9,0,2,0
NC,Rockingham,1,0,0,0,1,0
NC,Rolesville,3,3,34,0,0,0
NC,Salisbury,3,3,5,0,0,0
NC,Selma,2,2,25,0,0,0
NC,Shelby,1,1,11,0,0,0
NC,Smithfield,2,2,12,0,0,0
NC,Southern Pines,3,1,8,0,2,0
NC,Spring Lake,1,1,11,0,0,0
NC,St. James,1,1,6,0,0,0
NC,Stallings,3,3,13,0,0,0
NC,Statesville,1,1,5,0,0,0
NC,Thomasville,1,1,16,0,0,0
NC,Unionville,1,1,4,0,0,0
NC,Washington,2,2,14,0,0,0
NC,Waxhaw,1,0,0,0,1,0
NC,Waynesville,1,1,10,0,0,0
NC,Weddington,1,0,0,0,1,0
NC,Winterville,1,1,2,0,0,0
ND,Apple Creek,1,0,0,0,1,0
ND,Argusville,2,0,0,2,0,0
ND,Beach,1,0,0,0,1,0
ND,Berthold,1,0,0,0,1,0
ND,Beulah,1,0,0,0,1,0
ND,Burlington,1,1,2,0,0,0
ND,Cando,1,0,0,0,1,0
ND,Carrington,1,1,1,0,0,0
ND,Center,2,1,1,1,0,0
ND,Cooperstown,1,0,0,0,1,0
ND,Drayton,1,0,0,1,0,0
ND,Ellendale,2,1,1,1,0,0
ND,Forman,1,0,0,1,0,0
ND,Glen Ullin,1,1,1,0,0,0
ND,Gwinner,1,0,0,1,0,0
ND,Harvey,1,1,9,0,0,0
ND,Hatton,1,0,0,1,0,0
ND,Hazen,2,2,3,0,0,0
ND,Hebron,2,1,1,0,1,0
ND,Kenmare,1,1,1,0,0,0
ND,Killdeer,2,0,0,0,2,0
ND,Kindred,1,0,0,1,0,0
ND,Lakota,2,2,7,0,0,0
ND,Langdon,2,1,1,0,1,0
ND,Leeds,3,1,1,1,1,0
ND,Mayville,2,1,1,0,1,0
ND,Milnor,1,0,0,0,1,0
ND,Minto,1,1,4,0,0,0
ND,Mohall,2,1,2,0,1,0
ND,New England,2,1,1,0,1,0
ND,New Rockford,1,0,0,0,1,0
ND,New Salem,1,0,0,0,1,0
ND,Park River,2,1,2,0,1,0
ND,Reile's Acres,4,0,0,2,2,0
ND,Richardton,3,0,0,2,1,0
ND,Rolla,2,0,0,1,1,0
ND,Stanley,1,1,4,0,0,0
ND,Surrey,1,0,0,1,0,0
ND,Tioga,4,2,3,1,1,0
ND,Turtle Lake,1,0,0,0,1,0
ND,Velva,1,0,0,0,1,0
ND,Walhalla,1,1,4,0,0,0
ND,Washburn,1,0,0,0,1,0
ND,Watford City,1,0,0,0,1,0
ND,Wilton,2,1,3,0,1,0
ND,Wyndmere,1,0,0,0,1,0
NE,Ainsworth,1,1,3,0,0,0
NE,Albion,1,1,5,0,0,0
NE,Alma,2,2,4,0,0,0
NE,Atkinson,2,2,3,0,0,0
NE,Bayard,3,1,2,0,2,0
NE,Bennet,1,0,0,0,1,0
NE,Bennington,3,1,1,0,2,0
NE,Cambridge,1,1,1,0,0,0
NE,Creighton,1,1,2,0,0,0
NE,Crete,2,1,12,0,1,0
NE,David City,2,2,3,0,0,0
NE,Emerson,1,0,0,1,0,0
NE,Fairbury,2,1,2,0,1,0
NE,Falls City,2,1,3,0,1,0
NE,Fort Calhoun,2,2,7,0,0,0
NE,Geneva,2,2,8,0,0,0
NE,Gordon,1,1,2,0,0,0
NE,Gothenburg,1,0,0,1,0,0
NE,Gretna,1,1,2,0,0,0
NE,Lexington,1,0,0,0,1,0
NE,Milford,2,2,2,0,0,0
NE,Minden,4,4,17,0,0,0
NE,North Bend,1,0,0,0,1,0
NE,Ogallala,1,1,11,0,0,0
NE,Pender,1,0,0,1,0,0
NE,Pierce,1,1,4,0,0,0
NE,Plainview,2,1,3,0,1,0
NE,Plattsmouth,3,3,4,0,0,0
NE,Randolph,1,1,3,0,0,0
NE,Shelton,2,2,3,0,0,0
NE,Sidney,2,0,0,0,2,0
NE,Sutherland,2,1,4,0,1,0
NE,Sutton,1,0,0,1,0,0
NE,Syracuse,1,0,0,0,1,0
NE,Tecumseh,2,0,0,0,2,0
NE,Tilden,3,1,5,0,2,0
NE,Valley,1,0,0,0,1,0
NE,Wayne,3,3,8,0,0,0
NE,Wilber,1,0,0,0,1,0
NE,Wymore,2,2,2,0,0,0
NH,Allenstown,1,1,8,0,0,0
NH,Amherst,3,3,23,0,0,0
NH,Barrington,4,4,39,0,0,0
NH,Belmont,1,1,3,0,0,0
NH,Boscawen,3,3,10,0,0,0
NH,Brentwood,1,1,8,0,0,0
NH,Bristol,1,0,0,0,1,0
NH,Conway,1,1,15,0,0,0
NH,Exeter,1,1,7,0,0,0
NH,Farmington,1,1,1,0,0,0
NH,Fremont,2,2,5,0,0,0
NH,Grantham,3,3,14,0,0,0
NH,Greenland,1,1,1,0,0,0
NH,Hanover,3,2,5,1,0,0
NH,Hillsborough,2,2,11,0,0,0
NH,Hooksett,2,2,22,0,0,0
NH,Jaffrey,3,3,8,0,0,0
NH,Merrimack,3,3,39,0,0,0
NH,New London,3,3,24,0,0,0
NH,Newton,1,1,2,0,0,0
NH,North Hampton,1,1,5,0,0,0
NH,Northfield,2,1,8,0,1,0
NH,Northwood,1,1,3,0,0,0
NH,Nottingham,1,0,0,0,1,0
NH,Ossipee,1,0,0,0,1,0
NH,Plymouth,1,1,11,0,0,0
NH,Rindge,2,2,6,0,0,0
NH,Rye,1,1,16,0,0,0
NH,Tamworth,2,2,6,0,0,0
NH,Tilton,1,1,10,0,0,0
NH,Weare,3,3,18,0,0,0
NH,Windham,3,3,25,0,0,0
NH,Wolfeboro,1,0,0,0,1,0
NJ,Audubon,3,3,12,0,0,0
NJ,Barrington,2,2,6,0,0,0
NJ,Bellmawr,2,0,0,0,2,0
NJ,Berkeley Heights,1,0,0,1,0,0
NJ,Berlin,1,0,0,0,1,0
NJ,Bogota,1,1,13,0,0,0
NJ,Butler,2,2,7,0,0,0
NJ,Chatham,1,1,1,0,0,0
NJ,Cresskill,3,3,17,0,0,0
NJ,Edison,2,2,6,0,0,0
NJ,Freehold,4,4,30,0,0,0
NJ,Glassboro,1,1,9,0,0,0
NJ,Glen Ridge,2,2,10,0,0,0
NJ,Glen Rock,3,3,26,0,0,0
NJ,Hackettstown,1,1,2,0,0,0
NJ,Haledon,1,1,5,0,0,0
NJ,Hightstown,2,1,16,0,1,0
NJ,Hillsdale,1,1,11,0,0,0
NJ,Holmdel,2,2,12,0,0,0
NJ,Keansburg,2,2,2,0,0,0
NJ,Kinnelon,1,1,3,0,0,0
NJ,Lakewood,1,1,1,0,0,0
NJ,Leonia,1,1,5,0,0,0
NJ,Lincoln Park,3,3,13,0,0,0
NJ,Little Egg Harbor,3,2,2,0,1,0
NJ,Long Branch,1,1,3,0,0,0
NJ,Lyndhurst,1,1,2,0,0,0
NJ,Marlboro,1,1,4,0,0,0
NJ,Matawan,2,1,1,0,1,0
NJ,Maywood,1,1,14,0,0,0
NJ,Medford,2,2,2,0,0,0
NJ,Middle,3,3,9,0,0,0
NJ,Morris Plains,3,3,8,0,0,0
NJ,Newton,2,2,5,0,0,0
NJ,North Haledon,1,0,0,0,1,0
NJ,Northfield,5,5,56,0,0,0
NJ,Oakland,1,1,1,0,0,0
NJ,Oceanport,1,1,1,0,0,0
NJ,Oradell,3,3,4,0,0,0
