auto_adjudication_id,adjudication_case_id,calibration_id,source_review_id,pdf_readiness_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,pdf_page_count,content_artifact_path,candidate_pages_evaluated,nearby_pages_evaluated,navigation_pages_evaluated,local_text_signal_summary,local_layout_signal_summary,rendered_page_available,rendered_page_count_used,table_structure_feature_score,wage_language_feature_score,pay_numeric_feature_score,navigation_feature_score,non_wage_false_positive_feature_score,compact_compensation_sheet_feature_score,gabriel_request_id,gabriel_backend,gabriel_model,gabriel_status,gabriel_schema_valid,gabriel_wage_schedule_present,gabriel_candidate_page_relationship,gabriel_visual_table_type,gabriel_non_wage_family,gabriel_navigation_needed,gabriel_navigation_target_found,gabriel_extraction_complexity,gabriel_extraction_recommendation,gabriel_confidence,gabriel_reason_codes,gabriel_short_rationale,gabriel_input_page_count,gabriel_input_text_chars,gabriel_elapsed_seconds,auto_gate_label,auto_gate_confidence,auto_gate_reason_codes,auto_gate_rationale,auto_gate_passes_500_doc_criteria_candidate
auto_adj_ace0868b38a9d3fd08a9,adj_7ce2a7d8ce8ed5b90eca,cal_e91b753a6b866536c04cc683,sr_3171db98c0275c9985c97422,pr_eb7d40c7b88efc615cdfe88b,NSCQ-IN-20260720-0006,IN,South Bend,CITY OF SOUTH BEND,non_safety,wage_schedule_or_compensation_plan,9,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0497_sr_3171db98c0275c9985c97422.pdf,"1,5,9",,,"{""benefit_terms"":0,""budget_terms"":2,""index_pages"":0,""numeric_tokens"":869,""role_terms"":66,""wage_terms"":36}","{""column_lines"":127,""geometry_columns"":26,""geometry_rows"":60,""navigation_targets_evaluated"":0,""rendered_pages"":3,""row_like_lines"":5}",true,3,0.805000,1.000000,1.000000,0.000000,0.240000,1.000000,resp_0794c242c0391e1c006a65036548688196ba7feda33ba1fd4e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,annual_salary_schedule,not_applicable,no,not_applicable,easy,extraction_ready,high,SALARY_ORDINANCE_SCHEDULE_HEADER|JOB_TITLE_ROWS_PRESENT|SALARY_COLUMNS_AND_PERCENT_INCREASE,"Pages 1 and 5 show a nonbargaining salary ordinance schedule with job-title rows and multiple salary columns plus a % increase column, indicating an extractable pay schedule.",3,4500,249.653649,extraction_ready_high_confidence,high,GABRIEL_LOCAL_AGREE|ROW_COLUMN_EVIDENCE|PAGE_RELATIONSHIP_RESOLVED,Schema-valid GABRIEL and strong local rendered/text geometry agree on a bounded wage-schedule page with resolved page identity.,true
auto_adj_73c0c2d4b696d106663f,adj_086c70ae8754da01e22d,cal_e9ae50613e39147b2a14096b,sr_7b8e1bbe47dcd265b6bc4b5d,pr_eabe2469f170fe987d5149ed,NSCQ-OH-20260720-0735,OH,Highland Heights,CITY OF HIGHLAND HEIGHTS,police,cba,42,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0012_sr_7b8e1bbe47dcd265b6bc4b5d.pdf,"6,19,24","5,25",1,"{""benefit_terms"":12,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":81,""role_terms"":20,""wage_terms"":21}","{""column_lines"":37,""geometry_columns"":10,""geometry_rows"":2,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":2}",true,6,0.460000,1.000000,1.000000,0.000000,1.000000,0.750000,resp_08a1ad170e54094e006a650368a2e8819392474899a7c1761e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,hourly_schedule,not_applicable,no,not_applicable,moderate,extraction_ready,medium,HAS_HOURLY_ANNUAL_HEADER|TABLE_LIKE_LAYOUT|ROLE_YEAR_STEP_STRUCTURE|CONTAINS_WAGE_RATE_UNITS,Candidate page 24 shows a structured pay section labeled annual/hourly with multiple time/step rows and wage-rate units; other candidate pages are dues/benefits/insurance prose rather than pay schedules.,6,5164,252.703316,extraction_ready_with_schema_update,medium,GABRIEL_POSITIVE|LOCAL_SCHEMA_UPDATE_EVIDENCE,"Bounded evidence supports a wage schedule, but local structure, compact layout, or navigation requires a schema-specific rule.",true
auto_adj_56d7a0943faf1f1b8de3,adj_5fc2ab672e1e31179de8,cal_eb354ab8c721227b54d0a28f,sr_29f9947a9564b665e638555b,pr_c85d5d48ba43fb818b34cfcb,NSCQ-MT-20260720-0028,MT,Havre,CITY OF HAVRE,fire,factfinding,19,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0485_sr_29f9947a9564b665e638555b.pdf,"1,9,19","2,17",,"{""benefit_terms"":19,""budget_terms"":11,""index_pages"":0,""numeric_tokens"":233,""role_terms"":11,""wage_terms"":18}","{""column_lines"":61,""geometry_columns"":88,""geometry_rows"":125,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":50}",true,5,0.930000,1.000000,1.000000,0.000000,1.000000,0.750000,resp_0f83e8c00b04e4cf006a65036bb7508195b1d49eead64ba98b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,unknown,prose_only,benefits,no,not_applicable,not_extractable,exclude_for_now,high,NO_VISIBLE_TABLE_GRID|WAGE_PROSE_ONLY|NO_ROLE_RANK_PAY_COLUMNS,"Candidate pages contain narrative recommendations and references to base wage/insurance tiers, but no extractable wage/pay schedule table (no rows/columns or role/rank-to-pay layout).",5,6000,254.914920,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_909896b6902f331ad1d5,adj_6e6d19ff41f66149f419,cal_edf9016b25b0df9f5b462d13,sr_3d68f4097ccc84a3acb89761,pr_3c0a3d868598bb30c9218449,NSCQ-GA-20260720-0004,GA,Athens-Clarke County,UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY,non_safety,wage_schedule_or_compensation_plan,463,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0474_sr_3d68f4097ccc84a3acb89761.pdf,"1,155,463","3,461",4,"{""benefit_terms"":0,""budget_terms"":1,""index_pages"":1,""numeric_tokens"":189,""role_terms"":12,""wage_terms"":7}","{""column_lines"":31,""geometry_columns"":28,""geometry_rows"":21,""navigation_targets_evaluated"":1,""rendered_pages"":6,""row_like_lines"":10}",true,6,0.480000,1.000000,1.000000,1.000000,0.550000,1.000000,resp_049b696b443e0895006a65036de7108197b6a51e672d7b756e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,classification_pay_table,not_applicable,no,not_applicable,moderate,extraction_ready_with_schema_update,medium,TABLE_COLUMNS_PAY_PLAN_GRADE_MIN_MKT_MAX|ROLE_CLASSIFICATION_ROWS_PRESENT|MONEY_NUMERIC_TOKENS_PRESENT|NOT_INDEX_OR_FRONT_MATTER,Page 155 contains a pay-plan classification table with role/classification rows and pay columns labeled Min/Mkt/Max (money values present). Page 1 appears to be report front text; other candidates are empty/irrelevant.,6,2619,258.525211,extraction_ready_with_schema_update,medium,GABRIEL_POSITIVE|LOCAL_SCHEMA_UPDATE_EVIDENCE,"Bounded evidence supports a wage schedule, but local structure, compact layout, or navigation requires a schema-specific rule.",true
auto_adj_f309b5df58c08f090785,adj_ecfda7988839be8f1267,cal_f71f1c34d4baf51bd51872b3,sr_08bc5efd4c47ef86d5a3ad37,pr_a4738f30fe3af542022511ef,NSCQ-CO-20260720-0010,CO,Westminster,CITY OF WESTMINSTER,non_safety,wage_schedule_or_compensation_plan,93,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0470_sr_08bc5efd4c47ef86d5a3ad37.pdf,"1,42,93","3,91",5,"{""benefit_terms"":5,""budget_terms"":25,""index_pages"":0,""numeric_tokens"":282,""role_terms"":6,""wage_terms"":30}","{""column_lines"":67,""geometry_columns"":7,""geometry_rows"":5,""navigation_targets_evaluated"":1,""rendered_pages"":5,""row_like_lines"":14}",true,5,0.524167,1.000000,1.000000,1.000000,1.000000,1.000000,resp_03c400ee4c8ef48a006a6503718798819795243c6f0a6e93fd,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,hourly_schedule,not_applicable,no,not_applicable,easy,extraction_ready,high,HAS_STEP_GRADE_ROWS|HAS_PAY_RATE_CELLS|VISIBLE_PAY_PLAN_TABLE_STRUCTURE|HOURLY_AND_SEASONAL_PAY_PLAN_HEADING,"Page 93 shows an “Hourly and Seasonal Pay Plan” with grade/step rows and populated pay-rate/salary columns, indicating an extractable pay schedule table.",6,6000,261.409330,extraction_ready_with_schema_update,high,GABRIEL_POSITIVE|LOCAL_SCHEMA_UPDATE_EVIDENCE,"Bounded evidence supports a wage schedule, but local structure, compact layout, or navigation requires a schema-specific rule.",true
auto_adj_9328638f27a5ce76c946,adj_dd2406898fc6d8f3ca5f,cal_f9b59d9031b046874a02e461,sr_afc1fc081e6a8d2f3e96038b,pr_7f33a25df6d60de8ccd8d8bd,NSCQ-MS-20260720-0007,MS,Biloxi,CITY OF BILOXI,non_safety,wage_schedule_or_compensation_plan,9,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0490_sr_afc1fc081e6a8d2f3e96038b.pdf,"2,6,9",1,,"{""benefit_terms"":0,""budget_terms"":1,""index_pages"":0,""numeric_tokens"":129,""role_terms"":18,""wage_terms"":9}","{""column_lines"":44,""geometry_columns"":7,""geometry_rows"":0,""navigation_targets_evaluated"":0,""rendered_pages"":4,""row_like_lines"":51}",true,4,0.601000,1.000000,1.000000,0.000000,0.120000,0.750000,resp_084f48552a09bc97006a65037462fc81938caed05980cc5b1d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,annual_salary_schedule,not_applicable,no,not_applicable,moderate,extraction_ready,medium,TABLE_PRESENT|ROLE_RANK_GRADE_ROWS_VISIBLE|PAY_MIN_MAX_COLUMNS_VISIBLE|COMPENSATION_SCHEDULE_FORMAT,Pages show explicit compensation schedule tables with role/rank/grade rows and corresponding pay/rate min/max columns (including annual salary ranks).,4,2309,264.970238,extraction_ready_with_schema_update,medium,GABRIEL_POSITIVE|LOCAL_SCHEMA_UPDATE_EVIDENCE,"Bounded evidence supports a wage schedule, but local structure, compact layout, or navigation requires a schema-specific rule.",true
auto_adj_dffa4e8429e05325d94c,adj_c555d07847f008e304f3,cal_f9dd92181970ff43c93bf3fb,sr_40322db1cd615a2939187ba4,pr_64a83105307a6389be7f4f21,NSCQ-KY-20260720-0008,KY,Georgetown,CITY OF GEORGETOWN,non_safety,ordinance_or_policy,6,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0467_sr_40322db1cd615a2939187ba4.pdf,"1,3,5",6,,"{""benefit_terms"":0,""budget_terms"":0,""index_pages"":1,""numeric_tokens"":324,""role_terms"":9,""wage_terms"":49}","{""column_lines"":39,""geometry_columns"":13,""geometry_rows"":30,""navigation_targets_evaluated"":0,""rendered_pages"":4,""row_like_lines"":41}",true,4,0.750000,1.000000,1.000000,0.200000,0.250000,1.000000,resp_059f7ca397c37cc8006a650377f4308195b2866ac7b32648fe,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,step_grade,not_applicable,no,not_applicable,easy,extraction_ready,high,PAY_SCALE_TABLE_VISIBLE|GRADE_MIN_MID_MAX_COLUMNS|WAGE_NUMERIC_VALUES_PRESENT|NOT_ONLY_PROSE,"Candidate evidence includes a visible pay scale table with grade rows and min/mid/max pay columns (numeric wage values), supporting extractable wage scheduling.",4,4705,267.473790,extraction_ready_high_confidence,high,GABRIEL_LOCAL_AGREE|ROW_COLUMN_EVIDENCE|PAGE_RELATIONSHIP_RESOLVED,Schema-valid GABRIEL and strong local rendered/text geometry agree on a bounded wage-schedule page with resolved page identity.,true
auto_adj_b13e8a0b55ed0b925fd4,adj_c5f5bdea5a87653e0883,cal_ffe9a37048bdd1c20e3c8ca9,sr_e843a3c1b57bc0692b4c6d48,pr_9b91fa1b2a9f0af86644418a,NSCQ-CT-20260720-0007,CT,New Haven,CITY OF NEW HAVEN,police,cba,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0223_sr_e843a3c1b57bc0692b4c6d48.pdf,"2,5","1,6",7,"{""benefit_terms"":43,""budget_terms"":8,""index_pages"":0,""numeric_tokens"":223,""role_terms"":8,""wage_terms"":15}","{""column_lines"":3,""geometry_columns"":14,""geometry_rows"":1,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":50}",true,5,0.628333,1.000000,1.000000,0.000000,1.000000,1.000000,resp_02119f1a83c1540b006a65037a7da481909c0d825c6ce7ab48,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,unknown,prose_only,benefits,no,not_applicable,not_extractable,exclude_for_now,medium,NO_VISIBLE_TABLE_GRID|WAGE_INCREASES_IN_PROSE_WITH_PERCENTIONS|NO_ROLE_RANK_ROW_STRUCTURE_WITH_RATE_SAL,"Pages 2 and 5 contain wage-increase and retro/disbursement language plus medical benefits prose, but no extractable wage/pay schedule table with stable rows and wage columns.",5,6000,270.960822,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_0af46834c9ea9f278c1f,adj_3c461247c8092ad7d22e,cal_0040c3a549555da713b42502,sr_a2439ed09d17982bc0a576be,pr_1fbbd7fbeaf4adf1f1942790,NSCQ-NV-20260720-0018,NV,Fernley,CITY OF FERNLEY,non_safety,cba,27,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0101_sr_a2439ed09d17982bc0a576be.pdf,,,"1,2,26,27","{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":0,""role_terms"":0,""wage_terms"":1}","{""column_lines"":0,""geometry_columns"":6,""geometry_rows"":10,""navigation_targets_evaluated"":0,""rendered_pages"":4,""row_like_lines"":0}",true,4,0.354000,0.120000,0.000000,0.000000,0.000000,0.030000,resp_0a23a31ee0fe26c8006a65037df20c8193ac07354f2e9ef333,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,no_table,not_applicable,no,no,not_extractable,exclude_for_now,high,NO_PAY_TABLE_EVIDENCE|PAGES_ARE_NAVIGATION|NO_NUMERIC_MONEY_VALUES|NO_ROWS_COLUMNS_FOR_RATES,Provided pages appear to be navigation/other non-content scans with no visible salary/wage table structure or extractable wage/rate columns.,4,2241,272.860890,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_77a9ed72b3f7c895aed4,adj_5771dac02792fdd24669,cal_008080f3b7ff1303edafede6,sr_51013523ac2ea4795e56a721,pr_2c76735c5d76622e57eb072b,NSCQ-WY-20260720-0008,WY,Laramie,CITY OF LARAMIE,fire,cba,25,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0006_sr_51013523ac2ea4795e56a721.pdf,"2,6,12","1,13",14,"{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":0,""role_terms"":0,""wage_terms"":0}","{""column_lines"":0,""geometry_columns"":18,""geometry_rows"":6,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":0}",true,6,0.376667,0.000000,0.000000,0.000000,0.000000,0.000000,resp_0e98d6b0378e11f4006a65037ff2b08197a4a4e7e0a138438f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,unknown,no_table,not_applicable,unknown,unknown,not_extractable,exclude_for_now,medium,NO_WAGE_TERMS|NO_PAY_NUMERIC|NO_TABLE_ROWS_OR_COLUMNS|NO_BENEFIT_OR_BUDGET_MARKERS|NAVIGATION_ZERO_SCORE,"Candidate pages show no detectable wage/pay language, no numeric amounts, and no clear table row/column structure consistent with a salary/wage schedule.",6,0,275.129395,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_761ecc96e96d8835c196,adj_d9a9b857f51fc9a1c5f4,cal_00fa74a685b40b8d5aa3ba95,sr_66f1bcfc906b687ba2b5f6b1,pr_1431475d7d8c71970b16c692,NSCQ-AK-20260720-0005,AK,Fairbanks,CITY OF FAIRBANKS,fire,memorandum_or_settlement,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0473_sr_66f1bcfc906b687ba2b5f6b1.pdf,"2,4,9","1,10",6,"{""benefit_terms"":0,""budget_terms"":4,""index_pages"":0,""numeric_tokens"":102,""role_terms"":12,""wage_terms"":0}","{""column_lines"":57,""geometry_columns"":14,""geometry_rows"":3,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":20}",true,6,0.585000,0.480000,1.000000,0.000000,0.660000,0.620000,resp_09d9b7664e3a5bf9006a650382218c819693db289b6b9d57f4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,exact_table_page,budget_or_fiscal_table,budget_or_fiscal,no,not_applicable,moderate,exclude_for_now,high,NO_PAY_RATE_OR_SALARY_COLUMNS|PROSE_OR_FISCAL_NOTE_OVERTIME_ONLY|NUMERIC_MONEY_IS_FUNDING_ESTIMATES_NOT_W,"Candidate pages show fiscal note/budget funding totals and staffing/overtime rules, plus exam scoring prose. No wage/rate/salary table with role/classification rows and pay columns.",6,5417,277.755107,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_f9e4831b2ec14fbc4713,adj_7d0eb2acdf155ee5669c,cal_01b501e66b32cf45fd24174e,sr_0d78f79614e34a7ada7dceb1,pr_06731f6d421844f6ff243150,NSCQ-ME-20260720-0002,ME,Portland,CITY OF PORTLAND,police,memorandum_or_settlement,83,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0476_sr_0d78f79614e34a7ada7dceb1.pdf,"10,37,82","9,83",1,"{""benefit_terms"":3,""budget_terms"":6,""index_pages"":0,""numeric_tokens"":176,""role_terms"":25,""wage_terms"":12}","{""column_lines"":9,""geometry_columns"":26,""geometry_rows"":20,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":40}",true,6,0.930000,1.000000,1.000000,0.000000,1.000000,1.000000,resp_0c33bac5738b1f59006a650384c42881949431fd9cb124fb39,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,other,no,not_applicable,not_extractable,exclude_for_now,medium,NO_VISIBLE_SCHEDULE_TABLE|WAGE_INFORMATION_IS_TEXT_PROSE|NO_ROLE_RANK_ROW_STRUCTURES|NO_WAGE_RATE_OR_SALARY_COLUMNS,"Candidate pages contain wage-related prose (e.g., shift/educational stipends/differentials) and a separate fiscal impact table; no extractable wage/pay schedule table with stable rows/columns.",6,6000,281.178562,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_289edf46d0c0d7d7187a,adj_02c22cb34042a236239d,cal_06c1c72323f9983456949e2d,sr_2dcd1a1280047201697ff2ea,pr_dc304791f7197dab2233fab7,NSCQ-OH-20260720-0362,OH,Defiance,CITY OF DEFIANCE,police,cba,113,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0355_sr_2dcd1a1280047201697ff2ea.pdf,"13,38,63","12,64",1,"{""benefit_terms"":0,""budget_terms"":1,""index_pages"":0,""numeric_tokens"":78,""role_terms"":40,""wage_terms"":4}","{""column_lines"":19,""geometry_columns"":24,""geometry_rows"":39,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":18}",true,6,0.733333,1.000000,1.000000,0.000000,0.300000,0.750000,resp_07ec4a88f53e3c56006a65038834408194a47ae91af86d72d1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,wrong_page,prose_only,not_applicable,no,not_applicable,not_extractable,exclude_for_now,medium,NO_MONEY_TOKENS|NO_TABLE_GRID|NO_RATE_SALARY_COLUMNS|WAGE_PROSE_ONLY,Candidate pages reference wages/hours in narrative provisions but show no visible pay/rate/salary schedule table with role rows and money columns.,6,2955,283.828089,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_367fc267c61a1ddba129,adj_cd351d40fed48e1e72e2,cal_1c65b87742c2909d651c0dd4,sr_e4f13e8006e1ec2d7b52664a,pr_848b6d98d6cb6df34ac5fb6c,NSCQ-KS-20260720-0026,KS,Dodge City,CITY OF DODGE CITY,police,cba,155,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0162_sr_e4f13e8006e1ec2d7b52664a.pdf,"52,87","51,88",1,"{""benefit_terms"":4,""budget_terms"":1,""index_pages"":1,""numeric_tokens"":266,""role_terms"":7,""wage_terms"":10}","{""column_lines"":1,""geometry_columns"":17,""geometry_rows"":13,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":72}",true,5,0.516667,1.000000,1.000000,0.200000,1.000000,1.000000,resp_03f0f8288e5edab0006a65038acebc81968d997ae690b67867,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,not_applicable,no,no,not_extractable,exclude_for_now,high,NO_TABLE_STRUCTURE|NO_PAY_RATE_OR_SALARY_COLUMNS|WAGE_MERE_PROSE_ONLY|NO_VISIBLE_ROLE_ROW_WITH_PAY,"Pages show resolutions/union contract prose (e.g., duty leave, no loss of pay, job classifications start) but no wage/pay schedule table with roles and rate/salary columns.",5,6000,286.388201,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_a1de7b110d83fc4188c3,adj_37f7a23fc0eb0e665dce,cal_1ef8e0d5da94ae36c8e09fd6,sr_4a475a02aaeeec2a34a43736,pr_21662d427902046707ae4777,NSCQ-MN-20260720-0024,MN,Eagan,CITY OF EAGAN,police,memorandum_or_settlement,2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0464_sr_4a475a02aaeeec2a34a43736.pdf,1,2,,"{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":31,""role_terms"":0,""wage_terms"":3}","{""column_lines"":0,""geometry_columns"":7,""geometry_rows"":12,""navigation_targets_evaluated"":0,""rendered_pages"":2,""row_like_lines"":8}",true,2,0.404800,0.360000,1.000000,0.000000,0.180000,0.340000,resp_072a867ee5a146f5006a65038d69308193b99244414675f1bc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,maybe,adjacent_to_table,hourly_schedule,not_applicable,no,not_applicable,hard,second_review_required,low,HAS_WAGE_AND_BENEFIT_RATES_ARTICLE|TABLE_LIKE_HEADER_SERVICE_LENGTH_RATE|MONEY_VALUES_MISSING_IN_SNIPPET|SIGNATURE_PAGE_NO_TABLE,Evidence shows an Article “Wage and Benefit Rates” and a “Service Length Rate” table structure (page 1). Redaction prevents confirming wage/rate columns fully; page 2 is signatures.,2,1089,291.616679,second_review_required,low,EVIDENCE_NOT_STRONG_ENOUGH|LOCAL_STRUCTURE_WEAK,"The bounded GABRIEL/local evidence is ambiguous, weak, conflicting, or navigation-dependent and cannot support an extraction-ready label.",false
auto_adj_571147f59a6f187a5fef,adj_bc01f3ac825196e6d672,cal_27f7aa01a1896ab84af3af3e,sr_3c7a802eade87cf66fd9313f,pr_b15019b75ac7d125cd420df7,NSCQ-MI-20260720-0072,MI,Saginaw,CITY OF SAGINAW,non_safety,wage_schedule_or_compensation_plan,1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0500_sr_3c7a802eade87cf66fd9313f.pdf,1,,,"{""benefit_terms"":11,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":32,""role_terms"":7,""wage_terms"":12}","{""column_lines"":0,""geometry_columns"":4,""geometry_rows"":3,""navigation_targets_evaluated"":0,""rendered_pages"":1,""row_like_lines"":5}",true,1,0.357500,1.000000,1.000000,0.000000,1.000000,1.000000,resp_01c14915d24316e1006a650392a0c0819483801bcbdb52a7a4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,benefits,no,not_applicable,moderate,exclude_for_now,medium,PROSE_COMPENSATION_NO_TABLE|NO_VISIBLE_PAY_RATE_OR_SALARY_COLUMNS|NO_STEP_CLASSIFICATION_ROWS,Page contains narrative compensation/benefits plan language (retirement/pension caps) but no extractable wage/pay schedule table or structured rate/salary/step rows.,1,1500,293.971077,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_9ada1bd3e15a69a72c09,adj_54af6556d99fc5786196,cal_2d3dc84a859cfc2741388967,sr_c81d3bca5923f18fa553a628,pr_0a5c6d1533c6efd7a3199910,NSCQ-GA-20260720-0002,GA,Savannah,CITY OF SAVANNAH,fire,cba,46,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0040_sr_c81d3bca5923f18fa553a628.pdf,"2,11,45","1,46",4,"{""benefit_terms"":8,""budget_terms"":1,""index_pages"":1,""numeric_tokens"":61,""role_terms"":7,""wage_terms"":6}","{""column_lines"":12,""geometry_columns"":57,""geometry_rows"":84,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":20}",true,6,0.687500,1.000000,1.000000,0.200000,1.000000,0.750000,resp_0ca571639148d3ac006a6503952fb88190b61f291de532f4ba,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,index_or_contents,unknown,not_applicable,not_extractable,exclude_for_now,medium,NO_TABLE_STRUCTURE|NO_PAY_RATE_SALARY_COLUMNS|CONTENT_POINTER_ONLY,"Candidate pages show agreement/table-of-contents and narrative benefit-related text, but no extractable wage/pay schedule table with role/classification rows and pay columns.",6,2564,297.591983,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
