ranking_scope,rank,object_type,relative_path,logical_bytes,logical_human,allocated_entry_bytes,allocated_entry_human,file_count_or_blank,extension_or_blank,primary_artifact_family_or_blank
largest_files,39,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/raw_inputs/classification_lane_005/raw_fields.jsonl.gz,87629965,83.57 MiB,87633920,83.57 MiB,,.gz,raw_fields
largest_files,40,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8e82643d25cb51f2a59d9b2ec14d974ab7596cbab347034ba05026508d639fde.pdf,82440445,78.62 MiB,82444288,78.62 MiB,,.pdf,original_sources
largest_files,41,file,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-RATING-INGEST-CODIFY-PI-EVIDENCE-2026-07-30/codified_valid_ratings.jsonl,82389626,78.57 MiB,82391040,78.57 MiB,,.jsonl,docs_analysis_other
largest_files,42,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/fa2da94a214a55cdd8b7ba61702a3faa0514fab27e523f4b9375ce30a4c6e6d3.pdf,82165687,78.36 MiB,82165760,78.36 MiB,,.pdf,original_sources
largest_files,43,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/field_records.jsonl.gz,81690274,77.91 MiB,81690624,77.91 MiB,,.gz,raw_fields
largest_files,44,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/acbb347c88e4c29b85ebce2fe0af13d8917a38beb56ae0a4c09980e27f0aa0d2.pdf,80682115,76.94 MiB,80683008,76.95 MiB,,.pdf,original_sources
largest_files,45,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/quarantine/unaccepted_prepare_attempt_20260806T002802Z/locked_spans/ingestion_lane_005.jsonl.gz,80629500,76.89 MiB,80629760,76.89 MiB,,.gz,artifacts_other
largest_files,46,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/locked_spans/ingestion_lane_005.jsonl.gz,80629500,76.89 MiB,80629760,76.89 MiB,,.gz,artifacts_other
largest_files,47,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/quarantine/unaccepted_prepare_attempt_20260806T002802Z/locked_spans/ingestion_lane_004.jsonl.gz,80563332,76.83 MiB,80564224,76.83 MiB,,.gz,artifacts_other
largest_files,48,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/locked_spans/ingestion_lane_004.jsonl.gz,80563332,76.83 MiB,80564224,76.83 MiB,,.gz,artifacts_other
largest_files,49,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/quarantine/unaccepted_prepare_attempt_20260806T002802Z/locked_spans/ingestion_lane_002.jsonl.gz,80554729,76.82 MiB,80556032,76.82 MiB,,.gz,artifacts_other
largest_files,50,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/locked_spans/ingestion_lane_002.jsonl.gz,80554729,76.82 MiB,80556032,76.82 MiB,,.gz,artifacts_other
largest_files,51,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/quarantine/unaccepted_prepare_attempt_20260806T002802Z/locked_spans/ingestion_lane_003.jsonl.gz,80554195,76.82 MiB,80556032,76.82 MiB,,.gz,artifacts_other
largest_files,52,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/locked_spans/ingestion_lane_003.jsonl.gz,80554195,76.82 MiB,80556032,76.82 MiB,,.gz,artifacts_other
largest_files,53,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/quarantine/unaccepted_prepare_attempt_20260806T002802Z/locked_spans/ingestion_lane_001.jsonl.gz,80540299,76.81 MiB,80543744,76.81 MiB,,.gz,artifacts_other
largest_files,54,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/locked_spans/ingestion_lane_001.jsonl.gz,80540299,76.81 MiB,80543744,76.81 MiB,,.gz,artifacts_other
largest_files,55,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/evidence_spans.jsonl.gz,79616827,75.93 MiB,79618048,75.93 MiB,,.gz,raw_spans
largest_files,56,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/raw_inputs/classification_lane_002/raw_fields.jsonl.gz,79154312,75.49 MiB,79155200,75.49 MiB,,.gz,raw_fields
largest_files,57,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/quarantine/unaccepted_prepare_attempt_20260806T002802Z/indexes/span_observation_map.sqlite-wal,78469552,74.83 MiB,82964480,79.12 MiB,,.sqlite-wal,artifacts_other
largest_files,58,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/claim_links/observation_to_mechanism_links.jsonl.gz,77728917,74.13 MiB,77729792,74.13 MiB,,.gz,compact_observations
largest_files,59,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f15ce4dce21222378038a677412c31b17c03f973b36a26b6a6d04b20277e366e.pdf,77685310,74.09 MiB,77688832,74.09 MiB,,.pdf,original_sources
largest_files,60,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/raw_inputs/classification_lane_001/raw_fields.jsonl.gz,77027377,73.46 MiB,77029376,73.46 MiB,,.gz,raw_fields
largest_files,61,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/db912b40b4ba386be02c31d745cbb8b1f33755b847291f96630ce08bdd6dcf39.pdf,76921907,73.36 MiB,76922880,73.36 MiB,,.pdf,original_sources
largest_files,62,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/dc02db03c875739c91ca3de330f786cd7f48fccc5f1a00e690e492acd635c574.pdf,76432701,72.89 MiB,76435456,72.89 MiB,,.pdf,original_sources
largest_files,63,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/76d158c50600d2716a04a5c0d6a6fd70af95b2994411f8c4c57386af86f49bb7.pdf,75796914,72.29 MiB,75800576,72.29 MiB,,.pdf,original_sources
largest_files,64,file,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-2454567dec24dc4a30b1.pdf,75442983,71.95 MiB,75444224,71.95 MiB,,.pdf,original_sources
largest_files,65,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/5a6137f1d06b07b795003014b55eae80159f43267e6eb2acf2576e7ba1caa57c.pdf,74854533,71.39 MiB,74858496,71.39 MiB,,.pdf,original_sources
largest_files,66,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/lanes/classification_lane_004/classified_spans.jsonl.gz,74299497,70.86 MiB,74301440,70.86 MiB,,.gz,compact_observations
largest_files,67,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/dde0539ba11d49b69245a982f4ff4d4e3f42ff305b4596204f3163ece8673fd5.pdf,73741945,70.33 MiB,73744384,70.33 MiB,,.pdf,original_sources
largest_files,68,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/209debfc438ae8ed1139b3fe2bed36b7add15549fe5e31efad133ac4d550598a.pdf,73381947,69.98 MiB,73383936,69.98 MiB,,.pdf,original_sources
largest_files,69,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/4f1047025bbee1a5ce7dff8c3e6524ac8bffafc7088c6a80b5d2b8f2db0943a8.pdf,72616780,69.25 MiB,72617984,69.25 MiB,,.pdf,original_sources
largest_files,70,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/871b4f8b92996e57abf243c40a3faf9967bd3a9c2c689bafc60842af9e6a0ac6.pdf,72064327,68.73 MiB,72065024,68.73 MiB,,.pdf,original_sources
largest_files,71,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/field_records.jsonl.gz,71405526,68.10 MiB,71405568,68.10 MiB,,.gz,raw_fields
largest_files,72,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/51d8f218f1ef8a8e7fcfc58d955482d418adf65a936ac7f368ca92aa4b47c628.pdf,71289230,67.99 MiB,71290880,67.99 MiB,,.pdf,original_sources
largest_files,73,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/field_records.jsonl.gz,71188287,67.89 MiB,71188480,67.89 MiB,,.gz,raw_fields
largest_files,74,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a50ee7f5190a6108960c2db1d5e127b3cf3b63b690de998e8250c75ebd7de977.html,70289781,67.03 MiB,70291456,67.04 MiB,,.html,original_sources
largest_files,75,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/51b2b53be5c21b06dd92258c67d84baba03670703f29e6ba1f9c0d15d38f8570.pdf,69931906,66.69 MiB,69935104,66.70 MiB,,.pdf,original_sources
largest_files,76,file,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/lanes/classification_lane_003/classified_spans.jsonl.gz,69487713,66.27 MiB,69488640,66.27 MiB,,.gz,compact_observations
largest_files,77,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/a4eb5b3106f9882d9424686aa0ef3b663f5185eb5d42520690a3fbd87475f2cf.pdf,68872334,65.68 MiB,68874240,65.68 MiB,,.pdf,original_sources
largest_files,78,file,tmp/national_batch01_ma_source_verification_2026-07-20_relay_0227f18.zip,68658376,65.48 MiB,68661248,65.48 MiB,,.zip,tmp_relays_archives
largest_files,79,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/fa911e41f5734aa592ca3699880dd5657088079b3f70cfdf385bceda0c62275e.pdf,68481096,65.31 MiB,68485120,65.31 MiB,,.pdf,original_sources
largest_files,80,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8c4879c4fd3d26ef4008647e4d9c95cf8e4d5f8cbc0054b8fd8a415faf85774f.pdf,68003162,64.85 MiB,68005888,64.86 MiB,,.pdf,original_sources
largest_files,81,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/59ddbae6d1ff5cc65b53db2711f7905dfd7b13cc76bceb72912dcb334f1e883e.pdf,67390774,64.27 MiB,67391488,64.27 MiB,,.pdf,original_sources
largest_files,82,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8cd538006fdcefd7c688970807fc63ddef66f5ac17b738a33b169506d68f9fa6.pdf,67259208,64.14 MiB,67260416,64.14 MiB,,.pdf,original_sources
largest_files,83,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/05bbfd455c6d145000b14d790016a645518c74e8712515d65811c54a1f4e1618.pdf,67200693,64.09 MiB,67203072,64.09 MiB,,.pdf,original_sources
largest_files,84,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/6f9e607a953f85d82f897a7d6b3024cb8a521a19c63a18e8110181daa0b916bd.pdf,66455286,63.38 MiB,66457600,63.38 MiB,,.pdf,original_sources
largest_files,85,file,tmp/gabriel_wages_handoff_freeze_master_inventory_2026-08-06/lane_002_sources.jsonl,66097575,63.04 MiB,66101248,63.04 MiB,,.jsonl,tmp_other
largest_files,86,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ff450e8ca29948f8c1448bc33edbc44494543b14af0c7ad83c58e29490c90b8f.pdf,66072621,63.01 MiB,66076672,63.02 MiB,,.pdf,original_sources
largest_files,87,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/efa65f031483644a3cea9ee6b6011fd9f2a22bd7a40235ba24878f14bfdff45b.pdf,65795730,62.75 MiB,65798144,62.75 MiB,,.pdf,original_sources
largest_files,88,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/58754a256d02e5a6d65938e76f968e227189f28a240cb347d140a01a3d3e8c74.pdf,65574335,62.54 MiB,65576960,62.54 MiB,,.pdf,original_sources
largest_files,89,file,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-2278240892c304890660.pdf,65319205,62.29 MiB,65323008,62.30 MiB,,.pdf,original_sources
largest_files,90,file,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-2278240892c304890660.pdf,65319205,62.29 MiB,65323008,62.30 MiB,,.pdf,original_sources
largest_files,91,file,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-da4f8545c43f4ca0889d.pdf,65227104,62.21 MiB,65228800,62.21 MiB,,.pdf,original_sources
largest_files,92,file,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-da4f8545c43f4ca0889d.pdf,65227104,62.21 MiB,65228800,62.21 MiB,,.pdf,original_sources
largest_files,93,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f012046e71a54eeb366df1307b358ed9997334d0a130a5201aaaa28e339d973a.pdf,65004651,61.99 MiB,65007616,62.00 MiB,,.pdf,original_sources
largest_files,94,file,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SIDE-RELEVANCE-RECONCILIATION-2026-08-03/reconciled_side_relevance_span_layer.jsonl,64821858,61.82 MiB,64823296,61.82 MiB,,.jsonl,reconciliation
largest_files,95,file,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-803d995e8cc9c477d1fe.pdf,64147329,61.18 MiB,64147456,61.18 MiB,,.pdf,original_sources
largest_files,96,file,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-803d995e8cc9c477d1fe.pdf,64147329,61.18 MiB,64147456,61.18 MiB,,.pdf,original_sources
largest_files,97,file,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-6d7c15cd0a20a4e25abb.pdf,63969965,61.01 MiB,63971328,61.01 MiB,,.pdf,original_sources
largest_files,98,file,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-6d7c15cd0a20a4e25abb.pdf,63969965,61.01 MiB,63971328,61.01 MiB,,.pdf,original_sources
largest_files,99,file,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/75c7d442fde9b99072173031b4b40907d27c66355b512a4858acf9c361997033.pdf,63666756,60.72 MiB,63668224,60.72 MiB,,.pdf,original_sources
largest_files,100,file,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-6531413c0140419a6ca5.pdf,63379069,60.44 MiB,63381504,60.45 MiB,,.pdf,original_sources
