relationship_id,candidate_id_a,locator_a,candidate_id_b,locator_b,relationship_basis,relationship_confidence,preverification_collapsed
EXTMODREL-0e45516f6ea6a09e81c94836,EXTCAND-2fa68b0f625b6dc90e50f6cc,https://library.municode.com/tx/beeville/codes/code_of_ordinances?nodeId=PTIHORUCH_ARTVIITHBU,EXTCAND-6901c463eeb6e31281b8e892,https://library.municode.com/tx/beeville/codes/code_of_ordinances?nodeId=PTIHORUCH_ARTIIITHCO,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-851fab8afb22972ac53879c1,EXTCAND-2ff22d0f94070fc59ed0985e,https://tiogacountyny.gov/departments/legislature/,EXTCAND-4babcfd9e7216d1c2119885a,https://www.tiogacountyny.gov/departments/legislature/,likely_http_https_or_www_alias,moderate,false
EXTMODREL-0612265bd297344dc82d43b4,EXTCAND-3019aa54c8bf36b016701914,https://www.hydeparkny.gov/m/faq,EXTCAND-7aa23af01791ec4691bb98a3,https://hydeparkny.gov/m/faq?cat=22,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-41872335a74113db79060c54,EXTCAND-307a808b060a159c069117ca,https://www.cityofoakparkheights.com/index.asp?DE=B498919A-CAD4-48EE-9363-7AC606553B53&SEC=55E630E3-5B17-4E4F-B420-D0386E52BB46,EXTCAND-e2724f2d51e17e007dcfdd7e,https://www.cityofoakparkheights.com/index.asp?DE=7E303FFC-1291-4F8A-8AD3-13BD50C1CBBE&SEC=08F38BDD-9920-4F46-A72A-8AC0876DA31E,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-fc69613d6f3e70a7fe8753b0,EXTCAND-30b3807b565d3fa10b82fa89,https://rockporttx.gov/DocumentCenter/View/16762/ACFR-2023-signed,EXTCAND-b900361278fe9e80bd1c5c00,https://www.rockporttx.gov/DocumentCenter/View/16762/ACFR-2023-signed,likely_http_https_or_www_alias,moderate,false
EXTMODREL-97e8e9e949779d73ff7df029,EXTCAND-310a17545ec848f28e7421f0,https://www.cityofplanoil.com/Jobs.aspx,EXTCAND-e051088c841b3bfe6966c654,https://cityofplanoil.com/Jobs.aspx,likely_http_https_or_www_alias,moderate,false
EXTMODREL-8ad50e23ba2495743d6e3499,EXTCAND-313cd63cdd5837f046ce3911,https://www.borgertx.gov/Archive.aspx?ADID=262,EXTCAND-578e839888cf9ca7892003fb,https://www.borgertx.gov/Archive.aspx?ADID=314,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-014f30934fb0d9144162deeb,EXTCAND-313cd63cdd5837f046ce3911,https://www.borgertx.gov/Archive.aspx?ADID=262,RESCAND-0a0fdaf5c8efeaac3221957d,https://www.borgertx.gov/Archive.aspx?AMID=37,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-f2c902034803a4edbc84441d,EXTCAND-313cd63cdd5837f046ce3911,https://www.borgertx.gov/Archive.aspx?ADID=262,RESCAND-556a5b5d4fa17fbc9d6e949c,https://borgertx.gov/Archive.aspx?ADID=346,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-4ef37bbb01d60895f814f0fb,EXTCAND-313cd63cdd5837f046ce3911,https://www.borgertx.gov/Archive.aspx?ADID=262,RESCAND-650fb699d60c7b9be4651915,https://borgertx.gov/Archive.aspx?AMID=39,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-680207543e52a210465dc141,EXTCAND-313cd63cdd5837f046ce3911,https://www.borgertx.gov/Archive.aspx?ADID=262,RESCAND-6fa6efed5cdf41dd371a000b,https://borgertx.gov/Archive.aspx?ADID=357,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-1729b56b3f5012ff76929e00,EXTCAND-313cd63cdd5837f046ce3911,https://www.borgertx.gov/Archive.aspx?ADID=262,RESCAND-9cbf389f9d6e78d9eda0f756,https://borgertx.gov/Archive.aspx?ADID=375,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-25166fa67338b00d352e8798,EXTCAND-313cd63cdd5837f046ce3911,https://www.borgertx.gov/Archive.aspx?ADID=262,RESCAND-a8e3564ca61b0d495a8eea20,https://borgertx.gov/Archive.aspx?ADID=361,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-e1c56aa23cd04b0ee80b013a,EXTCAND-313cd63cdd5837f046ce3911,https://www.borgertx.gov/Archive.aspx?ADID=262,RESCAND-aa0aac8453dcf64f1269fa5c,https://www.borgertx.gov/Archive.aspx?ADID=74,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-344fdf386185f13f3616c08c,EXTCAND-313cd63cdd5837f046ce3911,https://www.borgertx.gov/Archive.aspx?ADID=262,RESCAND-d5c61a540265bcad582924ea,https://borgertx.gov/Archive.aspx?ADID=342,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-8e7ff5372cc66cd3cb0ab6d0,EXTCAND-31b0bf3fdb2193b725dd490a,https://starbuckmn.gov/,EXTCAND-b232ae0909ab8cc8a07a3848,https://starbuckmn.gov/?SEC=635E4973-CE22-42A3-83C1-3BD654E9E0F5&Type=B_BASIC,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-597a67cf53230bf6005b2fa4,EXTCAND-31c3f6a2832542fe48f63995,https://www.amherstma.gov/DocumentView.aspx?DID=6181,EXTCAND-43e708b35b7be877c371d1f5,https://www.amherstma.gov/DocumentView.aspx?DID=1088,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-5f04636d0207952edeea638a,EXTCAND-321e243671caac6378401f77,https://www.oconomowoc-wi.gov/agendacenter,EXTCAND-fcb94fec306d8ea70f8756de,https://www.oconomowoc-wi.gov/AgendaCenter,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-5244dabb5d2cd1e1cb3f74c3,EXTCAND-33a6787097db8f0f3f40119f,https://www.michigan.gov/orsstatedb/-/media/Project/Websites/orsstatedb/SERS-Summary-Annual-Reports/SERS_Summary_Annual_Report_2023.pdf,EXTCAND-95b8e51df0facab04bf070b3,https://www.michigan.gov/orsstatedb/-/media/Project/Websites/orsstatedb/SERS-Summary-Annual-Reports/SERS_Summary_Annual_Report_2023.pdf?hash=777AD27564CD26F1070C8539C346697F&rev=827b1aedd2fb45348ad381968213db16,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-6184f2726977ae54535926e9,EXTCAND-33d1337001db8360cc934727,https://northfield.legistar.com/LegislationDetail.aspx?FullText=1&GUID=326FDD15-3C78-4098-809E-ADCB3EC38E47&ID=7492519,EXTCAND-365a3bd3bf36f03685db06f6,https://northfield.legistar.com/LegislationDetail.aspx?From=RSS&FullText=1&GUID=88B11377-815F-4EF0-8FFE-BE4B6F839175&ID=7659310,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-37914df9c6103fbca782b9bf,EXTCAND-33d1337001db8360cc934727,https://northfield.legistar.com/LegislationDetail.aspx?FullText=1&GUID=326FDD15-3C78-4098-809E-ADCB3EC38E47&ID=7492519,EXTCAND-bb3d9ffd052efb579f1b5b1a,https://northfield.legistar.com/LegislationDetail.aspx?From=RSS&GUID=11486ADC-75C4-4C8A-8429-0346EF6AC37D&ID=7053136,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-38a0ddd5eb9d82777d06e852,EXTCAND-33d1337001db8360cc934727,https://northfield.legistar.com/LegislationDetail.aspx?FullText=1&GUID=326FDD15-3C78-4098-809E-ADCB3EC38E47&ID=7492519,EXTCAND-d37badbfe45ec5f5fe6147dc,https://northfield.legistar.com/LegislationDetail.aspx?GUID=AEA4FDD1-F2C1-4F3A-BF3D-21ED16DD4DAD&ID=7029695,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-6fca7d0fb879a56810574115,EXTCAND-33e5474466ed332c62371a4a,https://www.townofbethlehem.org/m/faq?cat=23,EXTCAND-3ba0f084551440d025f17159,https://townofbethlehem.org/m/faq,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-1e8b46ad41ed58605f7e1d30,EXTCAND-340fbec0a6f9d173bab1b440,https://ht.statejobs.ny.gov/employees/vacancyDetailsView.cfm?id=218412,EXTCAND-bd15de734f180bbf6b6d90e7,https://ht.statejobs.ny.gov/employees/vacancyDetailsView.cfm?id=217515,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-7518a948e01ca27cf3ec5e4f,EXTCAND-352b175736b6f4f5ba0c41e3,https://www.cheltenhampa.gov/docview.aspx?docid=50000,RESCAND-126d2486e191a3b289164543,https://www.cheltenhampa.gov/docview.aspx?docid=29045,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-82a94551b4aa19ce56680537,EXTCAND-352b175736b6f4f5ba0c41e3,https://www.cheltenhampa.gov/docview.aspx?docid=50000,RESCAND-3765f3a3f8d7077f2bb2ea9d,https://www.cheltenhampa.gov/docview.aspx?docid=51379,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-acd2b1b1c2fb95d3d42ac0a0,EXTCAND-352b175736b6f4f5ba0c41e3,https://www.cheltenhampa.gov/docview.aspx?docid=50000,RESCAND-4de4a590c83124ac1725537f,https://www.cheltenhampa.gov/docview.aspx?docid=29076,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-7889bf83a4ffbedbf8a283dc,EXTCAND-354a09d34416ace8a98f0a78,https://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId=%7B4062B696-0000-C663-A5B1-25DF0A500E8A%7D,EXTCAND-9534cc894e5aeb8aa5bca89b,https://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId=%7BBF2649FF-073A-4565-95C9-01A9EFF0D598%7D,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-7ef6e34c7b2054d4643e1013,EXTCAND-35792e81d25a78d07b6f7990,https://bellmeadtx.gov/ArchiveCenter/ViewFile/Item/272,EXTCAND-6bc1d2538550930a42d7e9d3,https://www.bellmeadtx.gov/ArchiveCenter/ViewFile/Item/272,likely_http_https_or_www_alias,moderate,false
EXTMODREL-213d70f71bcf6ebd1a36979b,EXTCAND-361aa695d0ca327ec2fdf967,https://cityofcleveland.legistar.com/View.ashx?GUID=9BC4F2CA-2EB7-46D4-BF70-B6578D90F000&ID=1402908&M=A,EXTCAND-afc99523754831bbf515c21d,https://cityofcleveland.legistar.com/View.ashx?G=2EB18EF1-2C21-4D1D-85C9-B38100AB8FFD&GUID=2E4EFE71-9612-4283-AEF0-5EA10D044975&ID=1407323&M=A,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-488ea143cc8741ea6e76e4f5,EXTCAND-36d39437d66c8c7bc388591e,https://www.kosciusko.in.gov/egov/apps/document/center.egov?id=3539&view=item,EXTCAND-47c6d93ec2e1b38e4cbb83ed,https://www.kosciusko.in.gov/egov/apps/document/center.egov?id=534&view=item,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-6b26cf3821c197e5f705da68,EXTCAND-36d39437d66c8c7bc388591e,https://www.kosciusko.in.gov/egov/apps/document/center.egov?id=3539&view=item,EXTCAND-66c087857569aee7b1643af9,https://www.kosciusko.in.gov/eGov/apps/document/center.egov?id=3953&view=item,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-51e37acc5b0ddf348228e027,EXTCAND-36d39437d66c8c7bc388591e,https://www.kosciusko.in.gov/egov/apps/document/center.egov?id=3539&view=item,EXTCAND-7c51c34c05bda33161bd6b99,https://www.kosciusko.in.gov/egov/apps/document/center.egov?id=3979&view=item,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-85fac274ad7ba3fe51506f4c,EXTCAND-36d39437d66c8c7bc388591e,https://www.kosciusko.in.gov/egov/apps/document/center.egov?id=3539&view=item,EXTCAND-8e92259216c06c99b9718d65,https://www.kosciusko.in.gov/egov/apps/document/center.egov?id=97&view=item,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-26dbd97a92e98ae7882885bb,EXTCAND-375ac8e4189718237022f191,https://library.municode.com/IL/Belvidere/codes/Code_of_Ordinances?nodeId=BELVIDERE_MUNICIPAL_CODE_CH2AD_ARTIICICO_DIV3RUPR_S2-88RECO,EXTCAND-3985aef29eed9e0a09d81ac8,https://library.municode.com/IL/Belvidere/codes/Code_of_Ordinances?nodeId=BELVIDERE_MUNICIPAL_CODE_CH151SU,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-828ac3bd06c75a2b46785b40,EXTCAND-375ac8e4189718237022f191,https://library.municode.com/IL/Belvidere/codes/Code_of_Ordinances?nodeId=BELVIDERE_MUNICIPAL_CODE_CH2AD_ARTIICICO_DIV3RUPR_S2-88RECO,RESCAND-d39225b76036d86f204de4c6,https://library.municode.com/IL/Belvidere/codes/code_of_ordinances?nodeId=BELVIDERE_MUNICIPAL_CODE_CH46FIPRPR,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-ef7c3b545b86ae09fdf38b0a,EXTCAND-3766834e9c6b5e08f6bdfc56,https://www.pierzmn.org/index.asp?SEC=E45E99EA-098F-4B1B-9763-F9CA56132701,EXTCAND-ef1f1de25bea6bb248e60a1f,https://www.pierzmn.org/index.asp?SEC=73182997-A183-4BD8-8DEB-9B24FA089A6D,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-fe8c3b6736757bd581a01de9,EXTCAND-37836873c244a0c17ad4bf6b,https://www.sanmiguelcountyco.gov/bids.aspx?bidID=151&PRINT=YES,EXTCAND-d239ca21a1a1e8b5ca543b42,https://sanmiguelcountyco.gov/bids.aspx?bidID=192,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-7e9fda7252acf7c8e58d49a1,EXTCAND-379d3debd629f10b78001a95,https://www.osc.ny.gov/search?page=5&search=excessive+masturbation+and+suicide+%7C+rummy.SoZOT,EXTCAND-5847ee31f4134b33b2508444,https://www.osc.ny.gov/search?%3Bpage=0&page=633&search=mail+in+claim+form,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-ff46e7f483e23ca215d0c110,EXTCAND-379d3debd629f10b78001a95,https://www.osc.ny.gov/search?page=5&search=excessive+masturbation+and+suicide+%7C+rummy.SoZOT,EXTCAND-c4325242a01d0f226bb0b298,https://www.osc.ny.gov/search?page=819,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-efee0cc814f88ec606b70b51,EXTCAND-379d3debd629f10b78001a95,https://www.osc.ny.gov/search?page=5&search=excessive+masturbation+and+suicide+%7C+rummy.SoZOT,EXTCAND-c8a940dfbb8ddabac6606747,https://www.osc.ny.gov/search?page=963,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-26d0317df9c4ae97fcc75c33,EXTCAND-38117bf6ffe9ecf632b99fdc,https://milwaukee.legistar.com/LegislationDetail.aspx?From=RSS&GUID=A7978D1F-8979-45C1-961F-EC16BD6DC6B3&ID=7880945,EXTCAND-716f4d9ff63ce758d1c3ecd3,https://milwaukee.legistar.com/LegislationDetail.aspx?FullText=1&GUID=7CE7FFEC-8BE9-4B68-AEBC-CAAD411430FB&ID=7765923,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-1339786dcf2dd94da87bffc3,EXTCAND-3830a82b517c68c73b46345a,https://www.ci.bemidji.mn.us/?SEC=9A4FFB39-47C2-4ED1-ACB7-1B16894143C0,RESCAND-821c02d131afe16562e99346,https://www.ci.bemidji.mn.us/?DE=FB5B4DEC-3A58-45D5-A1FA-1AEBF828510C&SEC=3A34E0DD-C320-46BF-BFA9-0921FA9B2F65,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-e8192364c47657d6d8ed7201,EXTCAND-3830a82b517c68c73b46345a,https://www.ci.bemidji.mn.us/?SEC=9A4FFB39-47C2-4ED1-ACB7-1B16894143C0,RESCAND-a229d61d0a8ac4d3e198f994,https://www.ci.bemidji.mn.us/?SEC=B525106C-5232-4C51-8E91-69A46D10A18C,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-f4dbce263d4a1e8b8ca6c3dd,EXTCAND-3830a82b517c68c73b46345a,https://www.ci.bemidji.mn.us/?SEC=9A4FFB39-47C2-4ED1-ACB7-1B16894143C0,RESCAND-f15bf8294a01ca5e2820e642,https://www.ci.bemidji.mn.us/?SEC=F1C49A57-ABC3-4E4D-8FB6-28F62E3421CB,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-473443f27e3c6f6a523061fd,EXTCAND-38672025e1ff3c8923ce1b36,https://meetings.municode.com/adaHtmlDocument/index?cc=HNCKLYMN&ip=true&me=88bd6fe01be8433e9da4f01f119f1116,EXTCAND-bb5760e77dcced28489eb8d2,https://meetings.municode.com/adaHtmlDocument/index?cc=HNCKLYMN&ip=true&me=49d7bee2ed704b249dcb11cdd828690a,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-0f53bc497e8c4dcce3548757,EXTCAND-38672025e1ff3c8923ce1b36,https://meetings.municode.com/adaHtmlDocument/index?cc=HNCKLYMN&ip=true&me=88bd6fe01be8433e9da4f01f119f1116,EXTCAND-e08b6a38fe16446138ca484f,https://meetings.municode.com/adaHtmlDocument/index?cc=HNCKLYMN&ip=false&me=49d7bee2ed704b249dcb11cdd828690a,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-723957a6c0073b083acb2667,EXTCAND-3914c12b967704c29454d8cf,https://sanmateocounty.legistar.com/LegislationDetail.aspx?FullText=1&GUID=3171C303-2196-4014-90FF-B639911DF133&ID=7507380,EXTCAND-66ec99b852ca724807bf6440,https://sanmateocounty.legistar.com/LegislationDetail.aspx?FullText=1&GUID=DDC2E280-49AC-461C-9152-9E0D0FB9EC07&ID=8035886,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-6a08736d229049c287bbe6ac,EXTCAND-3914c12b967704c29454d8cf,https://sanmateocounty.legistar.com/LegislationDetail.aspx?FullText=1&GUID=3171C303-2196-4014-90FF-B639911DF133&ID=7507380,EXTCAND-8b53631c7cf57114c62d1fea,https://sanmateocounty.legistar.com/LegislationDetail.aspx?GUID=801ACAEC-25E1-4F79-8DAE-96024B21F51E&ID=7402877,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-defebb2909d4f59b0de6fa17,EXTCAND-3914c12b967704c29454d8cf,https://sanmateocounty.legistar.com/LegislationDetail.aspx?FullText=1&GUID=3171C303-2196-4014-90FF-B639911DF133&ID=7507380,EXTCAND-a21f099c70ba0d9bd5956ca1,https://sanmateocounty.legistar.com/LegislationDetail.aspx?FullText=1&GUID=3B1754F6-27A3-41CE-9681-D2214D7D4673&ID=8036017,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-2f276f0097808f0cd3425399,EXTCAND-3914c12b967704c29454d8cf,https://sanmateocounty.legistar.com/LegislationDetail.aspx?FullText=1&GUID=3171C303-2196-4014-90FF-B639911DF133&ID=7507380,EXTCAND-d0fd293f20ecb6e5c3fd7387,https://sanmateocounty.legistar.com/LegislationDetail.aspx?From=RSS&FullText=1&GUID=EACDA661-84F0-42E2-9860-B9145443917E&ID=7104586,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-148983cdaf39855ec29aab09,EXTCAND-3914c12b967704c29454d8cf,https://sanmateocounty.legistar.com/LegislationDetail.aspx?FullText=1&GUID=3171C303-2196-4014-90FF-B639911DF133&ID=7507380,EXTCAND-fb578e3e6177cbaf6654b95a,https://sanmateocounty.legistar.com/LegislationDetail.aspx?FullText=1&GUID=801ACAEC-25E1-4F79-8DAE-96024B21F51E&ID=7402877,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-80b6983bbb72cdde0e44d0bb,EXTCAND-3942763f10e1c7f7d62a5501,https://budatx.gov/131/Budget,RESCAND-d49de737ba3c7312bd1cc997,https://www.budatx.gov/131/Budget,likely_http_https_or_www_alias,moderate,false
EXTMODREL-568f42a41c02aecf53db55bd,EXTCAND-39d26230aa79d854dc66f776,https://ecode360.com/39453236,RESCAND-353430c3c0d7a2d052c90eac,https://ecode360.com/39453236?searchId=6241756250047098,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-16bbc3600dac57b81cc47307,EXTCAND-3a6a782833193ffd2e00f253,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7365&MeetingID=1736,EXTCAND-46e76347d4fab94e140a4b5a,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7435&MeetingID=1747,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-6a55f1f035a914b6c6143267,EXTCAND-3a6a782833193ffd2e00f253,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7365&MeetingID=1736,EXTCAND-5d136098e954d179955edbd9,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7366&MeetingID=1746,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-4ba89f55b1185f36838efde7,EXTCAND-3a6a782833193ffd2e00f253,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7365&MeetingID=1736,RESCAND-2f7974fa940b2b76176ac115,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7256&MeetingID=1779,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-1f8ea3d2ffd1601245ba275d,EXTCAND-3a6a782833193ffd2e00f253,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7365&MeetingID=1736,RESCAND-553b72578e3080804235a0c9,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=2796&MeetingID=709,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-6e8046ed9f8738d53102b0fa,EXTCAND-3a6a782833193ffd2e00f253,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7365&MeetingID=1736,RESCAND-66fc24708917def7b4cc0a3c,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7515&MeetingID=1748,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-2ad20cd33fc67bdc4ecd1957,EXTCAND-3a6a782833193ffd2e00f253,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7365&MeetingID=1736,RESCAND-76f0ae56f13a7bd27b4b7cfa,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7501&MeetingID=1748,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-8607da156d47a84f012ff7b2,EXTCAND-3a6a782833193ffd2e00f253,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7365&MeetingID=1736,RESCAND-7f6f2aec5710cb8197c524b4,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7260&MeetingID=1745,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-5764be4210c79579c3c112e4,EXTCAND-3a6a782833193ffd2e00f253,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7365&MeetingID=1736,RESCAND-8cd51ad46233c8a509033807,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7084&MeetingID=1764,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-0c1802cab9e83b536039c335,EXTCAND-3a6a782833193ffd2e00f253,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7365&MeetingID=1736,RESCAND-95c07ecd3d0699788d840d44,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=6322&MeetingID=1561,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-2ac3f379c58271be92cefb40,EXTCAND-3a6a782833193ffd2e00f253,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7365&MeetingID=1736,RESCAND-a9b52e4842c0d108a373d04b,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7332&MeetingID=1736,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-a130031cb4e3ff3ffce247f5,EXTCAND-3a6a782833193ffd2e00f253,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7365&MeetingID=1736,RESCAND-aeeb5827b9e905561fab93d6,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=6957&MeetingID=1700,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-8025fe332ab5d785c0d24562,EXTCAND-3a6a782833193ffd2e00f253,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7365&MeetingID=1736,RESCAND-c47101820053479cdbd74269,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7248&MeetingID=1782,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-ff771c0a53b7c0cdb944479f,EXTCAND-3a6a782833193ffd2e00f253,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7365&MeetingID=1736,RESCAND-fb98dd08bb8567a7e343c921,https://carmel.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=7333&MeetingID=1787,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-73f952b0d22ec874d30c1249,EXTCAND-3b04cf33ec249a6b6bd643d3,https://www.painesville.com/vertical/sites/%7B66FDE066-2B9A-43E2-8DFC-2129003D50A7%7D/uploads/City_of_Painesville_2022_ACFR.pdf,EXTCAND-88b7560b054ca654b42ea78f,https://www.painesville.com/vertical/Sites/%7B66FDE066-2B9A-43E2-8DFC-2129003D50A7%7D/uploads/City_of_Painesville_2022_ACFR.pdf,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-8672d5062524c3d0569bf43e,EXTCAND-3b76415d0f9811ef907277ea,https://fulton.legistar.com/LegislationDetail.aspx?FullText=1&GUID=9CEDF62A-451F-4C35-8F96-973B9B890843&ID=7262360,EXTCAND-f3aed75fb66701998440226e,https://fulton.legistar.com/LegislationDetail.aspx?From=RSS&GUID=D3E9B4DD-353F-4BED-8F8F-84D1DFBB6FEE&ID=6008154,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-70a058d295098eda7f9076d6,EXTCAND-3c5f8c3ca90c4eb50eb51adb,https://apps.legislature.ky.gov/law/statutes/chapter.aspx?id=37318,EXTCAND-e29331beababaa21182cbf1b,https://apps.legislature.ky.gov/law/statutes/chapter.aspx?id=37771,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-84f7b8e503d2f01cf4b6710e,EXTCAND-3dc5600fcf8691b68f337573,https://www.monroeohio.gov/449/2024-Legislation,EXTCAND-cb8af9ffe639a3198ffb5a10,https://monroeohio.gov/449/2024-Legislation,likely_http_https_or_www_alias,moderate,false
EXTMODREL-90061d22b95e305fabb67dde,EXTCAND-3deb9e5806fa8e64f22ce86e,https://www.huntington.in.us/egov/apps/document/center.egov?id=6763&view=item,EXTCAND-db21ccf8474507c750c5de83,https://www.huntington.in.us/egov/apps/document/center.egov?id=6776&view=item,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-5d79436a4faa052d03f2d0a4,EXTCAND-3e040b71119ccdf5df91bfe8,https://www.umbt.org/?page_id=14,EXTCAND-674a8fc7c58a0e9fd4127018,https://www.umbt.org/?page_id=16,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-919c0f63f4a40986af7e231e,EXTCAND-3e040b71119ccdf5df91bfe8,https://www.umbt.org/?page_id=14,EXTCAND-a48f9414ebad0078b9f22a8c,https://www.umbt.org/?page_id=1630,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-1ac25cc3a56d9da15307f324,EXTCAND-3e040b71119ccdf5df91bfe8,https://www.umbt.org/?page_id=14,EXTCAND-a8c3705e571fb3f1b4ab0323,https://www.umbt.org/,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-61b3d4cbefa952c5903f9123,EXTCAND-3ed4fd8556e13b063e81bad0,https://richland.pa.us/Archive.aspx?AMID=39,EXTCAND-8a7fe85b2b64095adf9df87e,https://richland.pa.us/Archive.aspx?ADID=58,same_domain_title_municipality_period_path_family,moderate,false
