duplicate_verification_locator_id,canonical_verification_locator_id,canonical_final_locator_id,final_canonical_locator,duplicate_basis,duplicate_confidence,pre_dedup_status
EXTLOC-9802351041fe9aa881ad9e50,EXTLOC-248f83fc7ca29ccc41fbdbf6,EXTFINALLOC-65b083529fa7b5cf8eac5bae,https://search.sunbiz.org/Home/Error?aspxerrorpath=%2FInquiry%2Fcorporationsearch%2FSearchResultDetail,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-c4dc1c5c51df8dda3e06abfb,EXTLOC-248f83fc7ca29ccc41fbdbf6,EXTFINALLOC-65b083529fa7b5cf8eac5bae,https://search.sunbiz.org/Home/Error?aspxerrorpath=%2FInquiry%2Fcorporationsearch%2FSearchResultDetail,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-8fc6e00a7fc8f36a831c6b15,EXTLOC-248f83fc7ca29ccc41fbdbf6,EXTFINALLOC-65b083529fa7b5cf8eac5bae,https://search.sunbiz.org/Home/Error?aspxerrorpath=%2FInquiry%2Fcorporationsearch%2FSearchResultDetail,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-ed8cd810d4c51c22032a3669,EXTLOC-248f83fc7ca29ccc41fbdbf6,EXTFINALLOC-65b083529fa7b5cf8eac5bae,https://search.sunbiz.org/Home/Error?aspxerrorpath=%2FInquiry%2Fcorporationsearch%2FSearchResultDetail,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-c8a0d98788254713717a7be0,EXTLOC-223b00c7671c1dd0c37b237c,EXTFINALLOC-e793d42020643ed5ab3df7db,https://secure.login.gov/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-d6fe5a369d12c958baf7c117,EXTLOC-0b944d2ff0875397fef31176,EXTFINALLOC-0b944d2ff0875397fef31176,https://starbuckmn.gov/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-dd9e661e28f18f1eb95ec899,EXTLOC-44d930757e26057ef1ea69e6,EXTFINALLOC-949e2f8836e4c14e57f8b0bc,https://tietalent.com/en,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-c23c12b43cb562ff8ad4b0a1,EXTLOC-bf85cf71e03a292d9088daee,EXTFINALLOC-bf85cf71e03a292d9088daee,https://townofbradley.net/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-c84dc0c2440105e141f7feca,EXTLOC-4ab505e06405b364cfbd2f9a,EXTFINALLOC-c84dc0c2440105e141f7feca,https://townofbrookfieldwi.gov/employment/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-bba0164ac61632880bdd5d02,EXTLOC-4d68c9c2c1650456d58e2a28,EXTFINALLOC-4d68c9c2c1650456d58e2a28,https://townofbrookfieldwi.gov/wp-content/uploads/2023/10/Packet-TB-10-17-2023.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-6abeeff4f789d8a132580863,EXTLOC-0123fa21345b396c67dadb23,EXTFINALLOC-0123fa21345b396c67dadb23,https://townofbrookfieldwi.gov/wp-content/uploads/2023/12/Packet-TB-12-5-23.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-89391ad9d8404ba2400276c5,EXTLOC-6918919c03dde5155049a4f0,EXTFINALLOC-89391ad9d8404ba2400276c5,https://townofbrookfieldwi.gov/wp-content/uploads/2024/11/0.-Town-of-Brookfield-2025-Budget-Summary-Booklet_rev1.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-c18a94d2cd5a453e3440bcde,EXTLOC-278b341ec34a7bb116447a2e,EXTFINALLOC-278b341ec34a7bb116447a2e,https://townofcamillus.gov/documents/4790.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-f16f36694f744bbc520c5679,EXTLOC-2a534c53ce9a41140a6d73b1,EXTFINALLOC-2a534c53ce9a41140a6d73b1,https://townofcamillus.gov/documents/5138.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-f5bc4bbb148e0935a54e15c2,EXTLOC-4b8806891a77f1064aada077,EXTFINALLOC-4b8806891a77f1064aada077,https://townofcamillus.gov/documents/5209.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-943c877c27f6ebb0d35738bf,EXTLOC-17f8f45d9eef680acf272059,EXTFINALLOC-17f8f45d9eef680acf272059,https://townofclayny.gov/sites/default/files/2023-11/2024%20Adopted%20Budget.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-e676c1cad8ccd1b6ffb884cd,EXTLOC-9ecafadf19ea2c38ddbb3d39,EXTFINALLOC-9ecafadf19ea2c38ddbb3d39,https://townofclayny.gov/sites/default/files/2025-04/2024%20Clay%20Annual%20Report.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-cfa1b1427e5d852d4693ce34,EXTLOC-1a41fff4bb9a60e9ac4cffef,EXTFINALLOC-1a41fff4bb9a60e9ac4cffef,https://transparentcalifornia.com/salaries/2024/buellton?s=-base,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-d715c8abc8d6b01d22665df4,EXTLOC-4c3389e85524f09eeadfd3e7,EXTFINALLOC-dafd69ea2d839e23bed97706,https://usg.policystat.com/search/?reference=148975&sort=name,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-d5899cc992ae1b44433a1fe9,EXTLOC-4c3389e85524f09eeadfd3e7,EXTFINALLOC-dafd69ea2d839e23bed97706,https://usg.policystat.com/search/?reference=148975&sort=name,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-c88cc5abef1643f1a8a460d9,EXTLOC-c8844c9e8d3f29c48256d0a7,EXTFINALLOC-dff703d6a89a774b92636bcb,https://va-form.com/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-f6636bc912ddee49ec14f0ac,EXTLOC-626d77f0ef91b97ad52b6f27,EXTFINALLOC-f6636bc912ddee49ec14f0ac,https://villageofarcadeny.gov/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-e707c98134530da9a3b7a28b,EXTLOC-54ddadf6fe96536678057fe6,EXTFINALLOC-54ddadf6fe96536678057fe6,https://villageofchesterny.gov/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-c62d5ed589796ef98428b1a0,EXTLOC-09866c29be4c07c1b7d4449a,EXTFINALLOC-542293e41b8f228d68509a6b,https://wj.wi.gov/psc/wisjobs/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Action=U&Page=HRS_APP_SCHJOB_FL,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-5d5cb53b93ea829d38e0c826,EXTLOC-09866c29be4c07c1b7d4449a,EXTFINALLOC-542293e41b8f228d68509a6b,https://wj.wi.gov/psc/wisjobs/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Action=U&Page=HRS_APP_SCHJOB_FL,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-496edd332193580a3dea795f,EXTLOC-09866c29be4c07c1b7d4449a,EXTFINALLOC-542293e41b8f228d68509a6b,https://wj.wi.gov/psc/wisjobs/CAREERS/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Action=U&Page=HRS_APP_SCHJOB_FL,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-59dae1183d5f99fd51a8e6c1,EXTLOC-2bdf9b094b9e0583403e8176,EXTFINALLOC-25a3ed8f239fa03eee478b01,https://wwe2.osc.state.ny.us/transparency/errortrap.cfm,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-5164234859842fb4261c46b9,EXTLOC-2bdf9b094b9e0583403e8176,EXTFINALLOC-25a3ed8f239fa03eee478b01,https://wwe2.osc.state.ny.us/transparency/errortrap.cfm,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-a74108c17ed9d3ea59f164e9,EXTLOC-2bdf9b094b9e0583403e8176,EXTFINALLOC-25a3ed8f239fa03eee478b01,https://wwe2.osc.state.ny.us/transparency/errortrap.cfm,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-ee7ba9b93e2d283b0d05e558,EXTLOC-2bdf9b094b9e0583403e8176,EXTFINALLOC-25a3ed8f239fa03eee478b01,https://wwe2.osc.state.ny.us/transparency/errortrap.cfm,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-7700e8d700978903c131678e,EXTLOC-2bdf9b094b9e0583403e8176,EXTFINALLOC-25a3ed8f239fa03eee478b01,https://wwe2.osc.state.ny.us/transparency/errortrap.cfm,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-6d0d68c3128b2e94cc14d672,EXTLOC-2bdf9b094b9e0583403e8176,EXTFINALLOC-25a3ed8f239fa03eee478b01,https://wwe2.osc.state.ny.us/transparency/errortrap.cfm,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-3bd12ca4a4e2eb33bcd7ca77,EXTLOC-2bdf9b094b9e0583403e8176,EXTFINALLOC-25a3ed8f239fa03eee478b01,https://wwe2.osc.state.ny.us/transparency/errortrap.cfm,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-3c67a0714675d8d642e6db4a,EXTLOC-2bdf9b094b9e0583403e8176,EXTFINALLOC-25a3ed8f239fa03eee478b01,https://wwe2.osc.state.ny.us/transparency/errortrap.cfm,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-2ffb5cee60d74ff945ed3bf7,EXTLOC-2bdf9b094b9e0583403e8176,EXTFINALLOC-25a3ed8f239fa03eee478b01,https://wwe2.osc.state.ny.us/transparency/errortrap.cfm,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-f8a928ae8e64db4aada62dc3,EXTLOC-2bdf9b094b9e0583403e8176,EXTFINALLOC-25a3ed8f239fa03eee478b01,https://wwe2.osc.state.ny.us/transparency/errortrap.cfm,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-5e1afe83320c2481a0fd90b9,EXTLOC-2bdf9b094b9e0583403e8176,EXTFINALLOC-25a3ed8f239fa03eee478b01,https://wwe2.osc.state.ny.us/transparency/errortrap.cfm,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-e39668e40045eba1d2884173,EXTLOC-2bdf9b094b9e0583403e8176,EXTFINALLOC-25a3ed8f239fa03eee478b01,https://wwe2.osc.state.ny.us/transparency/errortrap.cfm,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-6da2b5a9b4a2b9e8ed0a0a31,EXTLOC-2bdf9b094b9e0583403e8176,EXTFINALLOC-25a3ed8f239fa03eee478b01,https://wwe2.osc.state.ny.us/transparency/errortrap.cfm,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-cb179bbeb8eccd211e1faf22,EXTLOC-bfcff55d1ecb0a56b3a2b476,EXTFINALLOC-cb179bbeb8eccd211e1faf22,https://www.alfredvillage.gov/sites/default/files/pages/alfred_reform_plan_final_2.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-e58aafb62c43eb2ca8154a19,EXTLOC-6ced9961055d11d96ddde5ee,EXTFINALLOC-6ced9961055d11d96ddde5ee,https://www.bainbridgereview.com/2014/06/23/bainbridge-police-to-get-2-percent-retroactive-pay-raise-under-new-contract/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-a464d05c89192572c4353ef9,EXTLOC-7b6e025c45b8bfcfe0c3bf11,EXTFINALLOC-a464d05c89192572c4353ef9,https://www.baycitymi.gov/ArchiveCenter/ViewFile/Item/2267,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-9b00e1489b2d48eafde37786,EXTLOC-03e0b602285089a42c1736fe,EXTFINALLOC-9b00e1489b2d48eafde37786,https://www.baycitymi.gov/ArchiveCenter/ViewFile/Item/2770,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-a27c757c7936c919185b57db,EXTLOC-2a33867bfc0e51666d197d17,EXTFINALLOC-a27c757c7936c919185b57db,https://www.baycitymi.gov/ArchiveCenter/ViewFile/Item/2895,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-a8444edbd8111c0f39ee9b0f,EXTLOC-844f6925cb085d1c1de041d1,EXTFINALLOC-844f6925cb085d1c1de041d1,https://www.bazettatwp.org/administration/2010-financial-page/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-94d2c5aee945403bab012bc2,EXTLOC-844f6925cb085d1c1de041d1,EXTFINALLOC-844f6925cb085d1c1de041d1,https://www.bazettatwp.org/administration/2010-financial-page/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-b5b1d5738c313c15822ea1d0,EXTLOC-9b4167bea886a2c0866ffda4,EXTFINALLOC-9b4167bea886a2c0866ffda4,https://www.bazettatwp.org/administration/meeting-minutes/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-532cd78803b991f06bb0e632,EXTLOC-00c9a8efe46acbdb48810414,EXTFINALLOC-532cd78803b991f06bb0e632,https://www.bazettatwp.org/police/police-blotter/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-930f1d35d9562eaab6414c59,EXTLOC-0d6bb1caa13c64f9c37f6e6d,EXTFINALLOC-930f1d35d9562eaab6414c59,https://www.bazettatwp.org/senior-watch/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-2fbc292e07f56d3a0e4b346e,EXTLOC-1f888b181d25500982cd4986,EXTFINALLOC-2fbc292e07f56d3a0e4b346e,https://www.beevilletx.gov/IncentiveBenefits,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-b9756a823d82bf2023392989,EXTLOC-4c92cd20fb961116fccaaad7,EXTFINALLOC-b9756a823d82bf2023392989,https://www.beevilletx.gov/departments/FinanceDepartment/Payroll,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-705807ddaeae82fbc8c9a290,EXTLOC-4f64adf3566e90bcbed170b4,EXTFINALLOC-705807ddaeae82fbc8c9a290,https://www.beevilletx.gov/media/Departments/Finance/City%20Adopted%20Budgets/FY%2023-24%20BUDGET-ADOPTED.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-e7c2e21e2b8c6dcc4d449eaa,EXTLOC-59774d9bc2694c147254e75c,EXTFINALLOC-e7c2e21e2b8c6dcc4d449eaa,https://www.beevilletx.gov/media/Departments/Finance/City%20Adopted%20Budgets/FY%2024-25%20BUDGET-ADOPTED.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-c3f803d6d49f5a8d54498041,EXTLOC-565896527a4161fc476a66fd,EXTFINALLOC-c3f803d6d49f5a8d54498041,https://www.belleplainemn.gov/DocumentCenter/View/2863/Chpt-1-Operations-and-Admin,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-c93e9624417174ee19cf8a99,EXTLOC-794d79b5b6a5547140871c07,EXTFINALLOC-794d79b5b6a5547140871c07,https://www.belleplainemn.gov/m/directory/department?did=15,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-e8dc253ee2d08cc3b26a1fc0,EXTLOC-c0d56e5ff96238763108516f,EXTFINALLOC-c0d56e5ff96238763108516f,https://www.bellmeadtx.gov/ArchiveCenter/ViewFile/Item/278,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-8507213ab8beb3f9e2e8f376,EXTLOC-28a34a4edf8b3ccd89074f86,EXTFINALLOC-28a34a4edf8b3ccd89074f86,https://www.bentoncountymn.gov/595/Human-Resources,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-86b5b2534cf258462c326494,EXTLOC-18e7b48a564975a851e5b354,EXTFINALLOC-dad689162ecdf41981e93ae4,https://www.bernards.org/government/documents/meeting-documents/mayor-council-meeting/2023-township-committee-meeting-documents/2023-agendas-township-committee/3154-03-28-2023-township-committee-meeting-agenda/file,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-fffb4a08c9d5b9c5ae0f41d3,EXTLOC-987d302ea82f2061ba317e6c,EXTFINALLOC-63e1df7028a9ebc516ffdab0,https://www.bernards.org/government/documents/meeting-documents/municipal-alliance-meetings/2021-municipal-alliance-meeting-documents/2021-minutes-municipal-alliance/2023-05-04-21-municipal-alliance-meeting-minutes/file,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-f0bd997efd6c3ef1498a083f,EXTLOC-ead88ac39de1e5e322bf734f,EXTFINALLOC-ead88ac39de1e5e322bf734f,https://www.bgohio.gov/AgendaCenter/ViewFile/Agenda/_04072025-473?packet=true,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-e18b45402a35b58cfceef8c0,EXTLOC-7a1a9068fe2cba2979fc3667,EXTFINALLOC-e18b45402a35b58cfceef8c0,https://www.bgohio.gov/AgendaCenter/ViewFile/Agenda/_08052024-407?packet=true,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-144826badcd783055dea7593,EXTLOC-0f3c5c5f07809628330c62a2,EXTFINALLOC-144826badcd783055dea7593,https://www.bloomfieldhills.gov/367/Open-Government,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-d75b7927e48755be3f03d695,EXTLOC-7cc23b19a9705e00fdd83c4a,EXTFINALLOC-bfee60af525a2f4bb753c0f2,https://www.bloomfieldhills.gov/430/Finance,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-bd0c1366b57e0a1e65137ebf,EXTLOC-91a76bf4198ac2811f2c54cc,EXTFINALLOC-bd0c1366b57e0a1e65137ebf,https://www.bloomfieldhills.gov/532/Pension-OPEB-PA-202-Reports,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-8696289ba7f7501494706e1d,EXTLOC-4baccb2cb25f9a801fc663de,EXTFINALLOC-4baccb2cb25f9a801fc663de,https://www.bloomfieldhills.gov/Archive.aspx?ADID=202,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-c3cc00e6376adc68034581af,EXTLOC-78ef563d7f013aeddf30ba22,EXTFINALLOC-c3cc00e6376adc68034581af,https://www.bloomfieldhills.gov/Archive.aspx?AMID=38,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-f1b6ee1bc343edc4f6c72390,EXTLOC-8fefabe1bbca55f1504abca3,EXTFINALLOC-f1b6ee1bc343edc4f6c72390,https://www.bloomfieldhills.gov/Archive.aspx?AMID=39,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-8fea8570cea62f04a603b9f5,EXTLOC-5901df191fc67fbb6e851c0d,EXTFINALLOC-5901df191fc67fbb6e851c0d,https://www.bloomfieldhills.gov/ArchiveCenter/ViewFile/Item/116,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-d631b2dadbb9f1403bdd6fe9,EXTLOC-8a3368a0991f64557192b694,EXTFINALLOC-d631b2dadbb9f1403bdd6fe9,https://www.bloomfieldhills.gov/ArchiveCenter/ViewFile/Item/149,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-af997ab358ca3d4a393134f5,EXTLOC-42c08cff25203cc8b39d4673,EXTFINALLOC-af997ab358ca3d4a393134f5,https://www.bloomfieldhills.gov/ArchiveCenter/ViewFile/Item/205,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-e383f80bfb8811eb59f7919d,EXTLOC-3b56a0581ee518da1bfccc80,EXTFINALLOC-6d49b60bc7ddf501e27ef55b,https://www.bloomtwp.org/404.html,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-75e07bd87b0db86daf12b8e2,EXTLOC-3b56a0581ee518da1bfccc80,EXTFINALLOC-6d49b60bc7ddf501e27ef55b,https://www.bloomtwp.org/404.html,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-b1f8b572a2aa591b7a8fb55f,EXTLOC-3b56a0581ee518da1bfccc80,EXTFINALLOC-6d49b60bc7ddf501e27ef55b,https://www.bloomtwp.org/404.html,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-4e5cd588a7bb1e9423b9c0d1,EXTLOC-3b56a0581ee518da1bfccc80,EXTFINALLOC-6d49b60bc7ddf501e27ef55b,https://www.bloomtwp.org/404.html,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-644025a49678ef8dceb81ad3,EXTLOC-3b56a0581ee518da1bfccc80,EXTFINALLOC-6d49b60bc7ddf501e27ef55b,https://www.bloomtwp.org/404.html,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-558bc5a2b2a22ac6ccfa09da,EXTLOC-3b56a0581ee518da1bfccc80,EXTFINALLOC-6d49b60bc7ddf501e27ef55b,https://www.bloomtwp.org/404.html,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-5b75deafd5dc9a8d557dc25b,EXTLOC-1f715949f4cbdb9342c7b622,EXTFINALLOC-1f715949f4cbdb9342c7b622,https://www.blowingrock.gov/1341/Human-Resources,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-98d089904571cbb53228ebec,EXTLOC-32d604b6b77d4b84b808eba1,EXTFINALLOC-98d089904571cbb53228ebec,https://www.blowingrock.gov/Archive.aspx?AMID=40,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-1c5c123bfcac68493b3b7ec0,EXTLOC-147ec1990091e32f76d66c1a,EXTFINALLOC-cc0d2f58ec4e6e79165ec1ac,https://www.blowingrock.gov/DocumentCenter,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-50b23ad71ef32cc8a8a5a1a2,EXTLOC-147ec1990091e32f76d66c1a,EXTFINALLOC-cc0d2f58ec4e6e79165ec1ac,https://www.blowingrock.gov/DocumentCenter,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-934427ae8e126b25bd348dae,EXTLOC-086d1437039dbed4340b7834,EXTFINALLOC-934427ae8e126b25bd348dae,https://www.blueearthcountymn.gov/Archive.aspx,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-77604fa150279a1326f9945f,EXTLOC-001621b91d7f74e0de2d6efa,EXTFINALLOC-77604fa150279a1326f9945f,https://www.brewsterschools.org/departments/business-office/budget,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-d896d5c1644b0707ef65e2b2,EXTLOC-bec245877758bfc58e5c165d,EXTFINALLOC-d896d5c1644b0707ef65e2b2,https://www.brightontwp.com/ArchiveCenter/ViewFile/Item/706,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-f8616517eb30cde51fbeb5aa,EXTLOC-13c29291c8be4b7b282b67f2,EXTFINALLOC-11cf4d952c32c579139eea75,https://www.budatx.gov/m/newsflash/archive,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-e6d4f525b57e69b641cafbca,EXTLOC-13c29291c8be4b7b282b67f2,EXTFINALLOC-11cf4d952c32c579139eea75,https://www.budatx.gov/m/newsflash/archive,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-3ee56686bd3e7b9943c95576,EXTLOC-13c29291c8be4b7b282b67f2,EXTFINALLOC-11cf4d952c32c579139eea75,https://www.budatx.gov/m/newsflash/archive,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-77241dafd688a078d44f5c3f,EXTLOC-13c29291c8be4b7b282b67f2,EXTFINALLOC-11cf4d952c32c579139eea75,https://www.budatx.gov/m/newsflash/archive,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-637498769c2d7d82ba6a94db,EXTLOC-13c29291c8be4b7b282b67f2,EXTFINALLOC-11cf4d952c32c579139eea75,https://www.budatx.gov/m/newsflash/archive,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-d780aa4e529067c793e73780,EXTLOC-13c29291c8be4b7b282b67f2,EXTFINALLOC-11cf4d952c32c579139eea75,https://www.budatx.gov/m/newsflash/archive,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-b1615455fc497b96ac71c4cd,EXTLOC-13c29291c8be4b7b282b67f2,EXTFINALLOC-11cf4d952c32c579139eea75,https://www.budatx.gov/m/newsflash/archive,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-32f87b981fdb3e92fc2072a7,EXTLOC-0a002f70cd916ab74d55bf90,EXTFINALLOC-32f87b981fdb3e92fc2072a7,https://www.canaannh.gov/ArchiveCenter/ViewFile/Item/102,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-7be296d37db47a0b0d9ae15b,EXTLOC-038ae8486d85d1227248c496,EXTFINALLOC-038ae8486d85d1227248c496,https://www.canaannh.gov/ArchiveCenter/ViewFile/Item/93,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-65e50002ee40a40cbfcf2478,EXTLOC-46d5149143a2e8854bab5555,EXTFINALLOC-65e50002ee40a40cbfcf2478,https://www.canandaiguanewyork.gov/ArchiveCenter/ViewFile/Item/122,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-efbc7bf5977ae40b8ebdd635,EXTLOC-174da03c2cea99047ad9efa4,EXTFINALLOC-174da03c2cea99047ad9efa4,https://www.canton.edu/hr/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-c2b58ac70e85afeb06b0dc49,EXTLOC-bcc081c4fedaaf9d5d889cfe,EXTFINALLOC-d1aac535adbfcaa2d251adcb,https://www.census.gov/programs-surveys/apes/data.html,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-d1aac535adbfcaa2d251adcb,EXTLOC-bcc081c4fedaaf9d5d889cfe,EXTFINALLOC-d1aac535adbfcaa2d251adcb,https://www.census.gov/programs-surveys/apes/data.html,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-59f95ce11611a23065517c40,EXTLOC-3d1f4e9f1e8377bf8bbc0946,EXTFINALLOC-3d1f4e9f1e8377bf8bbc0946,https://www.centervilleohio.gov/ArchiveCenter/ViewFile/Item/126,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-e55754ebf5c92ac9237a972e,EXTLOC-0344800bf34ec464cee78cf0,EXTFINALLOC-e55754ebf5c92ac9237a972e,https://www.chagrinfallsoh.gov/AgendaCenter/Committee-of-the-Whole-Council-8/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-feb8401182bdb504f50344dd,EXTLOC-89fa938c1f7b7e1db5e3385f,EXTFINALLOC-89fa938c1f7b7e1db5e3385f,https://www.chagrinfallsoh.gov/AgendaCenter/ViewFile/Agenda/_01232023-105,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-cde1d4bf371abb5d97e2b867,EXTLOC-c4c934ce768d7d1ac2e15e72,EXTFINALLOC-cde1d4bf371abb5d97e2b867,https://www.chagrinfallsoh.gov/AgendaCenter/ViewFile/Agenda/_04102023-149,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-d6dd38f7e787f31e6f8204b5,EXTLOC-5f2de2e92e96c94df5a87a8c,EXTFINALLOC-5f2de2e92e96c94df5a87a8c,https://www.champaigncountyil.gov/CountyBoard/CB/2022/221117_Meeting/221117_Workforce_Study_Packet.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
