canonical_payload_id,SHA_256,local_artifact_path,byte_size,detected_file_type,MIME_type,original_filename,canonical_source_record_ids,canonical_retained_source_ids,duplicate_retained_source_ids,prior_retained_source_reuse_ids,version_relationship_ids,municipality,state,period,side_scope,department_scope,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,linked_search_waves,source_family,secondary_source_families,administrative_source_type,source_quality,review_priority,payload_origin,canonical_source_fanout,candidate_fanout,event_fanout,claim_fanout
EXTPAYLOAD-82e27ade9f4629065574d9ab,8bb638201a411be3ae93d728fc45ed271b8e045d630c9927e9dc0730d8e11c75,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8bb638201a411be3ae93d728fc45ed271b8e045d630c9927e9dc0730d8e11c75.html,963793,html,text/html; charset=utf-8,payroll_detail,EXTREADYQ-155808cdae7eb5b2062f30ef,EXTSOURCE-82e27ade9f4629065574d9ab,,,,Morris,NJ,2026,all_units,all_units,EXTCAND-004968595cdcdd33457a0a48,ROOTCOMP-f261ac9ccab74cbf7b28acda,MECHEXP-5b501e74839c9a277ff93c13|MECHEXP-6574e0b4d70d57fa78fbfa83|MECHEXP-a26659f97cffcfc95230bbb7|MECHEXP-a908208115b39a724474827e|MECHEXP-b7340557e45b172c5322acfd,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,payroll_and_earnings,benefits_and_total_compensation|implementation_confirmation|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,6,6
EXTPAYLOAD-6fa93c6b150ea19377b03df4,8bbe8155aff6afd78faff659a360a7ca7a482bfa9ef159f9d8ce3cacb26a71e3,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8bbe8155aff6afd78faff659a360a7ca7a482bfa9ef159f9d8ce3cacb26a71e3.pdf,4373759,pdf,application/pdf,DOT-Book.pdf,EXTREADYQ-eac8c42f225bc61a6fd18e15,EXTSOURCE-6fa93c6b150ea19377b03df4,,,,Cold Bay,AK,2015,all_units,all_units,EXTCAND-45cf5326e9c55711e4216ebc,ROOTCOMP-e76ba8adc52be1515bc9c465,MECHEXP-32ea23f76b5fdf4586679be7|MECHEXP-7b2ff3db59ec8cf445842d72|MECHEXP-b3c7dbc711453c2cc24310f2|MECHEXP-e379ce5259210cc34d913048,,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,staffing_table,direct_official_administrative_record,high,current_30_gib_store,1,1,5,4
EXTPAYLOAD-130af2ed71dba7dac5cc451b,8bbecf79d727fcef4c26d3449cca32670421303ba73959bbe6ef998148d3719f,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8bbecf79d727fcef4c26d3449cca32670421303ba73959bbe6ef998148d3719f.pdf,258643,pdf,application/pdf,AttendanceDetailedReport202212142022-publish,EXTREADYQ-00d76b42c14a10c509d61bcb,EXTSOURCE-130af2ed71dba7dac5cc451b,,,,Circleville,OH,2018,unclear,unclear,RESCAND-0269bda09102fa02cab72f5d,ROOTCOMP-575b92f882607defdbd495ba,MECHEXP-25e9180e04e0eb9917d30ecb|MECHEXP-88e99826e1adfd87d5b04228|MECHEXP-ab9042505dc505c849085f50|MECHEXP-bc13ac78c68b10e38bd466cb,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,5,4
EXTPAYLOAD-8fcd4671fecd17c5b79463f1,8bc18e16993692ec70760924d213b61a284c717e3c93c5939e89dcfb21cce557,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8bc18e16993692ec70760924d213b61a284c717e3c93c5939e89dcfb21cce557.pdf,2777515,pdf,application/pdf,_01202026-685,EXTREADYQ-bc7bd0c8b57f7a1b14d36d20,EXTSOURCE-8fcd4671fecd17c5b79463f1,,,,Beaver,OH,2023,unclear,unclear,RESCAND-41f4bf365d1fba385c988e37,ROOTCOMP-195b7c34ae0d61f60c9afed1,MECHEXP-2966851cb80914cc8d241ae7|MECHEXP-36e2f199c47ed4e77ebd5e09|MECHEXP-480149a998d36a020bb544dd|MECHEXP-6627ac39299e6067b75f2ac7|MECHEXP-900ef9abc27e9280a5c4aeab|MECHEXP-bcab75edbef5e6a433d17c3f|MECHEXP-dfdf4bc7af9f922804c80675,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,8,5
EXTPAYLOAD-5f736b13e1fa68d3caf7ea32,8bc2acf8ed5d1aa7be81b56b1d59bafe66094995ed8b97a01de1121228e05ab3,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8bc2acf8ed5d1aa7be81b56b1d59bafe66094995ed8b97a01de1121228e05ab3.html,40226,html,text/html,code-of-ordinances-city-of-new-richland,EXTREADYQ-c9e60651f97fcb88d395ebe1,EXTSOURCE-5f736b13e1fa68d3caf7ea32,,,,New Richland,MN,2026,police,police,EXTCAND-98de32daef0b334561210970,ROOTCOMP-6a3abe41dad84b846351e076,MECHEXP-266482534bea8f3818487fdb|MECHEXP-2bf7e4b68593e6d837657abe|MECHEXP-7f1a74f3ef99c9511f4dacf9|MECHEXP-a962883cd47cc6125f07102d|MECHEXP-c7845b7671dd3e02b646f039|MECHEXP-d71021261aa82f2131a0044e,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,implementation_confirmation,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,ordinance_or_resolution,official_administrative_summary,high,current_30_gib_store,1,1,7,6
EXTPAYLOAD-a21acaa4edac43308d0881ed,8bc359cd8df7ace9816ab163be6f805012365dc9cb737972c067b17734630f06,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-22453a74387cdde883e5.pdf,4406311,pdf,application/pdf,25-MED-09-1017.pdf,EXTREADYQ-38550f7068f1c5efb020f435,B4X2500SRD-20260730-22453a74387cdde883e5,,EXTSRCREV-30c853083b1184c3937d9cba,,Brookfield,OH,2022,fire,fire,EXTCAND-ff14eb901409e25e9777ad4d,ROOTCOMP-a7aa197ba0e7daa48f7954d3,MECHEXP-4b1dac98a6abb887e56b4e1b|MECHEXP-63e04a7ff585cbd90d8bbb4b|MECHEXP-c036f05c3f48b5ef3e85938b|MECHEXP-d1c37d54dbc3198fd46a71ba|MECHEXP-f039b98d6c60a5e9e9417be3,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_001_compacted,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,direct_official_administrative_record,high,canonical_prior_retained_source_reuse,1,1,6,5
EXTPAYLOAD-a95dddbdac5e62013a583f07,8bc39f02545d618da6b631285120b3e8b1adfd11134ec232dfd72484c3f0539c,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8bc39f02545d618da6b631285120b3e8b1adfd11134ec232dfd72484c3f0539c.html,31788,html,text/html;charset=UTF-8,vacancyDetailsView.cfm,EXTREADYQ-d86d72e62b3dbe1769d16d19,EXTSOURCE-a95dddbdac5e62013a583f07,,,EXTVERSION-38fd0e412234d4b1cf1a0fd4|EXTVERSION-8fb548a1e680c12ded2aad36,Granville,NY,2016,police,police,EXTCAND-444b3361dbef126f6f7d7463,ROOTCOMP-673b216c2bfddfc61e462c18|ROOTCOMP-f4e1a8ac9e00f9f8c2c95422,MECHEXP-0441dd4e17ed483e6312a88b|MECHEXP-6e76e085de14c9d64674206e|MECHEXP-9f1d19ea7f8a3a9de43b9e56|MECHEXP-b5297d7aab93d846a7ce7df6|MECHEXP-c1dd73d60cbfac9cbac22e7a|MECHEXP-c6b703183e1c8ec92e495a94|MECHEXP-c9a3b26ad3be38b6816293f8|MECHEXP-d351bff7d63ae41e9b4f20b7,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|staffing_and_headcount,salary_schedule,official_administrative_summary,high,current_30_gib_store,1,1,10,6
EXTPAYLOAD-e6c8cdd8214c0376c8193b34,8bc763878cbcdbd771286a107a3fa324527b3f43bc3b56981131fca8c721dc8d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8bc763878cbcdbd771286a107a3fa324527b3f43bc3b56981131fca8c721dc8d.pdf,177731,pdf,application/pdf,December-9-2025-Council-Meeting-Agenda.pdf,EXTREADYQ-76a39e59d337854e6344549d,EXTSOURCE-e6c8cdd8214c0376c8193b34,,,,Beaver,PA,2025,police,police,RESCAND-26e91fdf6459fee755d10e7c,ROOTCOMP-f43d984ec31986447600721f,MECHEXP-654c16f3bc9a2b6a5b2ae0b4|MECHEXP-91b46ae90b50674d3d7129a6|MECHEXP-cda1a3d4110410d825ba913c|MECHEXP-e24a0514d64c80743985635e|MECHEXP-e90ddfd9665ac4ee0192ac61,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,6,5
EXTPAYLOAD-7fe7f5c471f811f670402110,8bc770c5188b534e195ba6156140a211a366209b0a117312716ca7ed111d7293,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8bc770c5188b534e195ba6156140a211a366209b0a117312716ca7ed111d7293.html,118033,html,text/html; charset=UTF-8,resolutions,EXTREADYQ-3c3ece5b25278ef3bf1c9cbc,EXTSOURCE-7fe7f5c471f811f670402110,,,,Pocono,PA,undated,police,police,EXTCAND-cd21010fc0a1829ea3823412,ROOTCOMP-9e6b6e783cb398f5489d23ab,MECHEXP-0a8055bb54c0963519758944|MECHEXP-96bd6974f54b5e240af5ad95|MECHEXP-dda34d2c94b9b05ce67beacf|MECHEXP-ff75a410e3f68fd050a3325f,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,implementation_confirmation,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,ordinance_or_resolution,official_administrative_summary,high,current_30_gib_store,1,1,5,6
EXTPAYLOAD-126a8646be65dc8a9951c1b8,8bc9194fb115ffcb3f2cbed878cf592430a985b29f7e0458533edab83a50ea62,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8bc9194fb115ffcb3f2cbed878cf592430a985b29f7e0458533edab83a50ea62.pdf,2390190,pdf,application/pdf,Operating-Departments-(PDF).pdf,EXTREADYQ-b2af802084f221d198765800,EXTSOURCE-126a8646be65dc8a9951c1b8,,,,Biwabik,MN,2020,unclear,unclear,RESCAND-4651b1962e3354156a9f2660,ROOTCOMP-aa8990c365b1daad050ff863,MECHEXP-47d1e0f580e6fbe42412d15b|MECHEXP-5d1e79fc41d031b28540fd78|MECHEXP-9aa86d636b743a97b556b1dc|MECHEXP-b0c48eac10b7f66485f083d7,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,5,4
EXTPAYLOAD-44872dfddae6ae17407f08fc,8bcb5aca1ee6fc25a3b17f7f016e9c3cf63dbaba99e05b9b9cc7e9725a7576d5,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8bcb5aca1ee6fc25a3b17f7f016e9c3cf63dbaba99e05b9b9cc7e9725a7576d5.pdf,1323396,pdf,application/pdf,TA-Community-Profile-1121.pdf,EXTREADYQ-7bbfcee8a69f58f6254cad86,EXTSOURCE-44872dfddae6ae17407f08fc,,,,Blandford,MA,2022,unclear,unclear,RESCAND-230f70b8095b1511dd01fd70,ROOTCOMP-e4ba53d6c1f0a7e6c06bdae4,MECHEXP-02096d0f17d740764eb71f48|MECHEXP-1c8c681366ef91e2ba2cf70d|MECHEXP-2f8c09a63b90eb412bf28909|MECHEXP-b1ebced1bcc0500c25cdf695|MECHEXP-e5a8a3e5227138397532d281|MECHEXP-ed85b4910577dd11197f2362,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,7,4
EXTPAYLOAD-883a2b5a29c3ffce68a779ee,8bcc197a98bc0d91c8602fac940ea9f358ca2226b892bdee3ed3f2ac839c9904,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8bcc197a98bc0d91c8602fac940ea9f358ca2226b892bdee3ed3f2ac839c9904.pdf,12632,pdf,application/pdf,BPD_Policy_344_Department_Use_of_Social_Media.pdf,EXTREADYQ-02cd038279448c76c89f284c,EXTSOURCE-883a2b5a29c3ffce68a779ee,,,,Beloit,WI,undated-source-B4X2500LIVE-20260729-003392,police,police,RESCAND-c8765e81eb2af9025298526a,ROOTCOMP-870b69c284e81540c80d3be8|ROOTCOMP-cb727826f267c7b095d6952e,MECHEXP-09dba2367587baa38e3775cf|MECHEXP-4060c820550be4ea17f775f7|MECHEXP-50e5514e5f9b7ebacb10c8b0|MECHEXP-5cef9e0b106059e99a5121ae|MECHEXP-89e9b5c5145908a677f62426|MECHEXP-a89379d83367f5f2ebfcd55a|MECHEXP-c41cf0984c87c572909bbbbe,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,9,5
EXTPAYLOAD-737ca959e7d941510bc21f72,8bcc3bac6504c118bcf78c2629758db67be8e0302e587fabaf2cb2eca99484e9,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8bcc3bac6504c118bcf78c2629758db67be8e0302e587fabaf2cb2eca99484e9.html,56386,html,text/html; charset=utf-8,41807.htm,EXTREADYQ-3b7077efcba6930f3f3d37b3,EXTSOURCE-737ca959e7d941510bc21f72,,,,Hubbard,OH,2017,police,police,EXTCAND-294e485cc01413fe66f6e1ed,ROOTCOMP-9ee3744c866b56063a9ce34d,MECHEXP-121cc2c56cdd297b8b72a0d0|MECHEXP-1d77a816e4cb3002c73e5f7f|MECHEXP-23b0e9e3981c745b712ea749|MECHEXP-26710092f2a1480f30c86c21|MECHEXP-4fe847eeb376dcb928da90d0|MECHEXP-b558c1cc36b0618c0bdd7928,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,7,6
EXTPAYLOAD-ddf7cb4e2e63c025e5038ac5,8bcd7dcdf47ade2f01810c33dc3edefed74447f11cb14493902750b214e68348,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8bcd7dcdf47ade2f01810c33dc3edefed74447f11cb14493902750b214e68348.pdf,4567979,pdf,application/pdf,2023AdoptedBudgetBook.pdf,EXTREADYQ-4859dd3afca87e15ae7f6ab7,EXTSOURCE-ddf7cb4e2e63c025e5038ac5,,,,Butler,WI,2023,police,police,RESCAND-6d633b93c75b5f7bc056e94e,ROOTCOMP-2711bda1675974b47791e063|ROOTCOMP-2e127a1b05ec5065b479cc04|ROOTCOMP-6613b197d5559ecc9aca9d52|ROOTCOMP-c760518e85d2dfed3f5fb38c,MECHEXP-1713b8166b684d501b1d77ca|MECHEXP-1897b61ecc65ee98d7d11208|MECHEXP-20410f06e577c5ba3ccf5b56|MECHEXP-3bfacfa67226c4650c0c5f54|MECHEXP-4fab7e4be39eb9fe9162001d|MECHEXP-5144f38be3f31cebb87aaa11|MECHEXP-70949c7b8a5eb72c4c3a6bbf|MECHEXP-98069d60c3c8c887483e51a7|MECHEXP-9d904302326f904be2f8a7d4|MECHEXP-bedc0ef8873f554eb26b661e|MECHEXP-c74e2d811315aa774a33a9f7|MECHEXP-d31fd69de5fee5ff08bf082a|MECHEXP-e58131d8c0cc594bf0d6bb96|MECHEXP-e7347b1bb8f503a448a67dc5|MECHEXP-fd51ec460b9d219156abf552,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,19,5
EXTPAYLOAD-697821ead39b9e154a59f61a,8bd28870e904727f83ee78f298e871204ed58fb07ca64df8bcf2d4e783c1a88b,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8bd28870e904727f83ee78f298e871204ed58fb07ca64df8bcf2d4e783c1a88b.html,204091,html,text/html,15943,EXTREADYQ-d0ee566374eef32f84354a93,EXTSOURCE-697821ead39b9e154a59f61a,,,,Kenesaw,NE,2017,all_units,all_units,EXTCAND-0434aeeaa74170cad26c3904,ROOTCOMP-9d219ad01f5594061d789ea7,MECHEXP-5fa3dabd635651eaff933ab2|MECHEXP-738e5cbb26ab4657fc53ed70|MECHEXP-a0ce9a5ca1ff5bec09f909dc|MECHEXP-b962509578c253a4a178a973|MECHEXP-f46f862ffd20015d883ec29d,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_001_compacted,implementation_confirmation,payroll_and_earnings|staffing_and_headcount,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,6,5
EXTPAYLOAD-cceb00257b6acf5fd8d16bf5,8bd3919732224b2b6dd260c3d3fae3ef65435b4a9f97ed013a480080648bb495,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8bd3919732224b2b6dd260c3d3fae3ef65435b4a9f97ed013a480080648bb495.pdf,226435,pdf,application/pdf,Jun2326.pdf,EXTREADYQ-c229aa481ae126b4faa487e1,EXTSOURCE-cceb00257b6acf5fd8d16bf5,,,,Bayou Vista,TX,2025,unclear,unclear,RESCAND-a90667ca339dc14ce7031d38,ROOTCOMP-e0ede85e61bd4f0324d458a2,MECHEXP-158e98d5f30a86629dfe6cad|MECHEXP-7dfbc02c622f8acf2b2fe520|MECHEXP-862779b1b6307ab1b6e980c5|MECHEXP-d8ab36581f343ad6e7286b9c,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,5,4
EXTPAYLOAD-a71ca14ef2c8ede7b1071172,8bd672bfe993647620ca0bac9d6311dc373d81f640cc9bc45587f48c24d5ff51,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8bd672bfe993647620ca0bac9d6311dc373d81f640cc9bc45587f48c24d5ff51.pdf,65426,pdf,application/pdf,285322.pdf,EXTREADYQ-37676072347460384e19a584,EXTSOURCE-a71ca14ef2c8ede7b1071172,,,,Clear Lake,SD,2023,unclear,unclear,RESCAND-09dfde39703d0b5ae87751b4,ROOTCOMP-d400ac3c3c0f7ae49823903a,MECHEXP-293e481a959276772de03ae7|MECHEXP-5562c32cb9cf6fbeffa7bddc|MECHEXP-6b6dec70bc803ebf97ce2766|MECHEXP-a30ac101a9c50dcbb4726a05,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,5,4
EXTPAYLOAD-57fdd2f03a4f43263fa17b1f,8bdd4f67be252dfee96b7230c45b483b60e4bf61788f3b4fcdc1aa0371e7cf53,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8bdd4f67be252dfee96b7230c45b483b60e4bf61788f3b4fcdc1aa0371e7cf53.html,4094,html,text/html; charset=utf-8,FeatureServer,EXTREADYQ-ecb6a054b20e4c0d5c769587,EXTSOURCE-57fdd2f03a4f43263fa17b1f,,,EXTVERSION-fefb99cb0a79dc320b782f87,Austin,MN,2026,unclear,unclear,RESCAND-625a3dc73b258c1a6912494a,ROOTCOMP-50b310ccb083f249de381cc8|ROOTCOMP-55d6d7e5218640ef3a9713a4,MECHEXP-1307204c682b0d9f3b2d41c9|MECHEXP-2c5ca6fff4d022936d049211|MECHEXP-4dc4155acf4ef53fe7f9f6ba|MECHEXP-58e432aace24e5fc86a43ab2|MECHEXP-59046a56bd0e817ecdc29bfb|MECHEXP-910e8c9b62571daa788c1444|MECHEXP-a666337b45757f722b63593e|MECHEXP-cd91b66fb48a1236f8729f66|MECHEXP-d40129bc7d426ffbc7d0200a,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,11,4
EXTPAYLOAD-1ea94011663beaadaa0f5ba1,8be1f72b53fb2827b34f2e5af415a0c4da6ff08efa95301ad03e254fc970e7a8,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8be1f72b53fb2827b34f2e5af415a0c4da6ff08efa95301ad03e254fc970e7a8.html,148305,html,text/html; charset=utf-8,Human-Resources-Manual,EXTREADYQ-630e290de0a91e9c0d4fd884,EXTSOURCE-1ea94011663beaadaa0f5ba1,,,,Gloucester,NJ,2017,all_units,all_units,EXTCAND-39ce71a8d5d900e3905e7306,ROOTCOMP-32850f14b87cf17590375e39,MECHEXP-1d0a4ae3b4c98c56944d4497|MECHEXP-9e4c65d36b961738f386c3dc|MECHEXP-c715e8a26d800982200a3c6e|MECHEXP-eb4d5d4b7f86244155acfd45|MECHEXP-fd395357448457007e1764b9,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,6,6
EXTPAYLOAD-055c28435bc974c7811fba65,8be7de84caa22e5472a5102c45834b1ed59b6e7f3a3e1b9a56c45584e1e6339b,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8be7de84caa22e5472a5102c45834b1ed59b6e7f3a3e1b9a56c45584e1e6339b.html,51479,html,text/html,,EXTREADYQ-2a905ebcab9dedf0d4ac23c8,EXTSOURCE-055c28435bc974c7811fba65,,,,Starbuck,MN,2025,mixed|police,mixed|police,EXTCAND-31b0bf3fdb2193b725dd490a,ROOTCOMP-16c3e8fac3aae4475e8a4cc7|ROOTCOMP-71f6d197f8a6a0a1c0d4796b,MECHEXP-1840567678cde7d678362924|MECHEXP-1a77af578d0268f88426dd70|MECHEXP-5d10bbd89df63916d8c93dc7|MECHEXP-5f0074960e785db30e288733|MECHEXP-6a5845dba0211c21925dc937|MECHEXP-82b7bc7b28479bbe624cfe87|MECHEXP-8efb3c5ea803f61a2a1029f5|MECHEXP-a789c23ae0094e3ea1bde755|MECHEXP-e0818a27766f365651526450|MECHEXP-e31fd29a8b4d2d69788a55b3|MECHEXP-ec763ecd4ec3efa9b887ef9b,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,implementation_confirmation,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,ordinance_or_resolution,official_administrative_summary,high,current_30_gib_store,1,1,13,6
EXTPAYLOAD-7383e00c0c46404be281a50d,8becb997244d5c004c22b875dd0356bca5418bb170d110ea6889da71f8a78b22,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8becb997244d5c004c22b875dd0356bca5418bb170d110ea6889da71f8a78b22.html,3245,html,text/html; charset=utf-8,DocView.aspx,EXTREADYQ-c24d3ebca945b2fe60fa5d97,EXTSOURCE-7383e00c0c46404be281a50d,,,,Augusta charter,MI,2015,fire,fire,EXTCAND-eeba12d850f97eabf6db6359,ROOTCOMP-13d3773a95a71e9bbae87585,MECHEXP-0046089b2b8cea3ab96c6633|MECHEXP-12ca0bb573d02c9310ee243f|MECHEXP-3937f94713580f96c294c127|MECHEXP-a65992be71eec3c20039f55d|MECHEXP-f8a94f53eb2f819fda188ab2,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,6,6
