canonical_source_record_id,retained_source_id,canonical_source_review_id,canonical_payload_id,SHA_256,local_artifact_path,byte_size,detected_file_type,MIME_type,original_filename,readiness_hint,source_quality,primary_content_family,secondary_content_families,administrative_source_type,final_priority_bucket,municipality,state,period,side_scope,department_scope,linked_search_waves,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,duplicate_relationship_count,exact_duplicate_source_review_ids,prior_reuse_source_review_ids,version_relationship_ids,payload_origin,source_review_only,analytical_extraction_performed
EXTREADYQ-0edc047933695a97cf37f351,EXTSOURCE-b2912bf961910be1cb9886ba,EXTSRCREV-1dadcb62df0586f02ce8f08c,EXTPAYLOAD-b2912bf961910be1cb9886ba,0797f840f23a3b8bc5173f15a669b19e37276765e3b4c2249b85658fa5e03b32,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0797f840f23a3b8bc5173f15a669b19e37276765e3b4c2249b85658fa5e03b32.html,426754,html,text/html,SL1971-698.html,html_text_candidate,official_administrative_summary,payroll_and_earnings,implementation_confirmation,payroll_roster,high,Liberty,NC,undated,all_units,all_units,external_search_wave_001_compacted,EXTCAND-85efcb436997070a90b38ef9,ROOTCOMP-a367b4ea900530d782135ab6,MECHEXP-19dd3d91180c9895223529a5|MECHEXP-2b1474d49fa8fa88199ee1ca|MECHEXP-2e589e39a0825655a0096e87|MECHEXP-5ab304312dc6777b9f61c1b3|MECHEXP-b9559e69d36719df62bf706e,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,0,,,,current_30_gib_store,True,False
EXTREADYQ-0edcd2fb3c41035fa1607c50,EXTSOURCE-9d70584d5fbc9bcf4a523a54,EXTSRCREV-48e290f088d840ba1b9a9a9b,EXTPAYLOAD-9d70584d5fbc9bcf4a523a54,0649fb9aee94719688047011fa6c0ebca6f0a2806858f58df37395461e639ed7,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0649fb9aee94719688047011fa6c0ebca6f0a2806858f58df37395461e639ed7.html,10721,html,text/html,hopol.htm,html_text_candidate,official_administrative_summary,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,payroll_roster,high,Cassopolis,MI,2017,police,police,external_search_wave_002_exhaustive_residual,RESCAND-caacd50a9be95a87b20cf836,ROOTCOMP-8076d5b345579b96e1ad52b8,MECHEXP-06f1113a36b5e0b452ffdd7e|MECHEXP-665bdbb3d09fd8a52aeda91c|MECHEXP-779d1a79422740d5b3b058f0|MECHEXP-7dbc9cfcff4251095b930523|MECHEXP-7eac0ea7bfb81cac6ca33adb|MECHEXP-9380d00a54c3dce81bd8d6fb|MECHEXP-d87ecdb4fe09d56612c89676,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,0,,,,current_30_gib_store,True,False
EXTREADYQ-0edda4dd8c452f6d499c39e2,EXTSOURCE-eddd87a5caf9b5d76fec3a92,EXTSRCREV-ed81cb8a11a8b945bf8792be,EXTPAYLOAD-eddd87a5caf9b5d76fec3a92,d0d84379118fce7844155336347ac4a31d02b9ef42bf6677553df90dcc1df1a5,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0d84379118fce7844155336347ac4a31d02b9ef42bf6677553df90dcc1df1a5.html,844108,html,text/html; charset=UTF-8,permits-and-applications,html_text_candidate,official_administrative_summary,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|recruitment_and_retention|staffing_and_headcount,staffing_table,high,Malverne,NY,undated,all_units,all_units,external_search_wave_001_compacted,EXTCAND-9e365f49b18ddee0ff15b112,ROOTCOMP-2e1c60cb9655d32516deb394,MECHEXP-419af20d34f335a023d1bb85|MECHEXP-666cf151e5b1a42a3170e370|MECHEXP-b103d1fa826129ce7e0323d1|MECHEXP-e4bd89b11e69ec4731bac849,,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-0ee1de98d9fab156026eaf89,EXTSOURCE-b02350daca85b80ca28c3162,EXTSRCREV-a8f4006085bc123e60e5ebaf,EXTPAYLOAD-b02350daca85b80ca28c3162,472b9d2dbeaf8ffa64894911b777189adb4f66b60b6cd17823af8fd6331fd9a0,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/472b9d2dbeaf8ffa64894911b777189adb4f66b60b6cd17823af8fd6331fd9a0.pdf,897910,pdf,application/pdf,November-Finance-Packet-Final,parse_text_pdf_candidate,direct_official_administrative_record,payroll_and_earnings,implementation_confirmation,payroll_roster,high,Ancram,NY,2022,unclear,unclear,external_search_wave_002_exhaustive_residual,RESCAND-bf661b126e780f27ad5e4dba,ROOTCOMP-6202f0690bafd8168431ebd3,MECHEXP-1e9879cbac30616fae922fab|MECHEXP-588a05d516bf691bdca64dc7|MECHEXP-60d6c84312e5aad7e887aa79|MECHEXP-df975ee089d1505f70999b99|MECHEXP-e56f32e4bb8bdf97d523e19f,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,0,,,,current_30_gib_store,True,False
EXTREADYQ-0ee1e48ac98449b58c7c2a21,EXTSOURCE-8e6c80553f23d09cebfb67cd,EXTSRCREV-714a06e707fadd66bc32ab1a,EXTPAYLOAD-8e6c80553f23d09cebfb67cd,43cd32d8c39ddabfcd0968e501c2140397fc8fabae816476abbe5658da18279b,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/43cd32d8c39ddabfcd0968e501c2140397fc8fabae816476abbe5658da18279b.html,18940,html,text/html; charset=utf-8,BallotLevy,html_text_candidate,official_administrative_summary,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,payroll_roster,high,Bainbridge,OH,2026,police,police,external_search_wave_002_exhaustive_residual,RESCAND-2c3038511da0f0458a3b8280,ROOTCOMP-a5740c1fac006405089eb123|ROOTCOMP-e908a8efd103799b4304f7c6,MECHEXP-02c18a7395ff66124853b003|MECHEXP-04a6d1b3374755064b15347c|MECHEXP-37ccfd9e0f7f8371bb988adb|MECHEXP-404a05c80f403f03a330a81a|MECHEXP-710546c8d434da19f11a2610|MECHEXP-713115b2c0e8a8a18547c644|MECHEXP-a3caac352ca5dbff7e47ba49,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,0,,,,current_30_gib_store,True,False
EXTREADYQ-0ee2eaa93a46fac96595dd00,EXTSOURCE-0120dcc4ce68394357826d36,EXTSRCREV-688d3ffc72cc12ba5d038139,EXTPAYLOAD-0120dcc4ce68394357826d36,6c13143deaa95046f9384139dc88c515d52823d5c10319e882f214bb577de26b,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6c13143deaa95046f9384139dc88c515d52823d5c10319e882f214bb577de26b.html,35483,html,text/html;charset=UTF-8,financial,html_text_candidate,official_administrative_summary,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,high,Elburn,IL,2025,police,police,external_search_wave_001_compacted,EXTCAND-de040a1b6e44a4659c671256,ROOTCOMP-fba36f55e95143699331fb71,MECHEXP-182c60d5096c9bfaa7a2f001|MECHEXP-3fbcb75efb9cc3b9f597d46d|MECHEXP-5d518f139783eac7a0b319c0|MECHEXP-7a7ca332aa7afb692c706f6e|MECHEXP-a5efd717baf753b972a38a4c|MECHEXP-dca88391365ce9d58d58bd1e|MECHEXP-f6ccc6014c686206f0dd24c9,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-0ee6bb12aabe9dd260b9f7f2,EXTSOURCE-822a054e69f916bd61dbfa61,EXTSRCREV-64c0c2dcf056067e853b352c,EXTPAYLOAD-822a054e69f916bd61dbfa61,a50ee7f5190a6108960c2db1d5e127b3cf3b63b690de998e8250c75ebd7de977,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a50ee7f5190a6108960c2db1d5e127b3cf3b63b690de998e8250c75ebd7de977.html,70289781,html,text/html,votingrecord.asp,html_text_candidate,official_administrative_summary,multi_family_administrative_source,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,high,Golden Beach,FL,2020,police,police,external_search_wave_001_compacted,EXTCAND-7b660cc9437d1e2dcf980744,ROOTCOMP-1100d99c298e80c79ed3471e|ROOTCOMP-9d9cef1e90b6e6ec64070512,MECHEXP-044449b18c38547e8c8f605d|MECHEXP-1b3cb74b7c6beedeeef2e3f1|MECHEXP-39fef91b6cb3a65999e298e1|MECHEXP-414eaccbcd57f89b751fb678|MECHEXP-45ccf9516a28fdb5c8032175|MECHEXP-a16ad9ea8ccb055840f981ad|MECHEXP-b44695e4308c605f005902b9|MECHEXP-f73b5a431821959537c75abd,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-0ee8049db5251319a536f0c3,EXTSOURCE-c17ff8e1bfd31922249583f2,EXTSRCREV-41da7c6c1b88348f4e478d52,EXTPAYLOAD-c17ff8e1bfd31922249583f2,f0179377f5bed69ff2a05cecec654bcc1e2ef1fd818d506237e12397000d5b65,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f0179377f5bed69ff2a05cecec654bcc1e2ef1fd818d506237e12397000d5b65.pdf,6010826,pdf,application/pdf,2025-Tentative-Budget,parse_text_pdf_candidate,direct_official_administrative_record,implementation_confirmation,benefits_and_total_compensation,salary_schedule,high,East Hampton,NY,undated,police,police,external_search_wave_001_compacted,EXTCAND-fb7ff49c09ffbd9ad620bc36,ROOTCOMP-94efda459e23eaa1220a3699|ROOTCOMP-95803d9d52f0e7c96af7f38b,MECHEXP-2189c7140691bba34a476db4|MECHEXP-300380ac1fa42bab5e897a86|MECHEXP-3b7ed631046a8dccc5d925c7|MECHEXP-498bd1776b2a12e881516120|MECHEXP-7625b22d92eebd79e8858bc0|MECHEXP-8342eca64ce2b5e1158f0b54|MECHEXP-e7224794bad23cf72fc5c3d1|MECHEXP-fcae30cf7e30a620d25cd40a,,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_total_compensation_comparison,0,,,EXTVERSION-808f5ffe8f4d88cf1a252578,current_30_gib_store,True,False
EXTREADYQ-0ee93178366646b897de2dd1,EXTSOURCE-a14909417e4da34b9f58b4a1,EXTSRCREV-108883ff73e5506f545ed09f,EXTPAYLOAD-a14909417e4da34b9f58b4a1,70650f8240a752625ec7b82f0f47e94170002e5d5858044833b28a22afaf0c48,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/70650f8240a752625ec7b82f0f47e94170002e5d5858044833b28a22afaf0c48.html,235196,html,text/html; charset=UTF-8,jobs-and-unemployment,html_text_candidate,official_administrative_summary,contextual_controls,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,high,Edna,KS,2021,all_units,all_units,external_search_wave_001_compacted,EXTCAND-a416706941469783181a7610,ROOTCOMP-d15f81ab5b70d1dfb9697090,MECHEXP-04c6613ef5568bef009fbd21|MECHEXP-2284e1245a162726332f9a34|MECHEXP-7c5c01eabb37e76c33b68dff|MECHEXP-a64a1bdbbada6b68d550179c|MECHEXP-d7034d8dac40139f08df6a98|MECHEXP-dd638acf59c71f04d554e894|MECHEXP-e35a54141445c05ec764e179,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_national_readiness|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison|upgrades_visual_geography,0,,,,current_30_gib_store,True,False
EXTREADYQ-0eec0ad7044a0f45eeb04f47,EXTSOURCE-7723ab0a9ec23bc484511306,EXTSRCREV-1a01438aa4baddd9991d2439,EXTPAYLOAD-7723ab0a9ec23bc484511306,6df5147f898cb8bf7608046d30687f5bc15fe5386425b75ffd6fff138a686d2d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6df5147f898cb8bf7608046d30687f5bc15fe5386425b75ffd6fff138a686d2d.html,40509,html,text/html; charset=utf-8,ReportNumber,html_text_candidate,official_administrative_summary,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,payroll_roster,high,Crockett,TX,2024,police,police,external_search_wave_001_compacted,EXTCAND-0f3f0fb147f56be048971798,ROOTCOMP-200e12cbbc76f6456042ef9a,MECHEXP-36700b7fe6ee49ad4cb49d75|MECHEXP-9a8d2757afac634c86e41764|MECHEXP-a185d601a1781827e103345f|MECHEXP-be48e9f6348ba76be32674f7|MECHEXP-d1198edd72fec8a6d55c84c1,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,0,,,EXTVERSION-3e8c7b079107a4c0c762fa1b|EXTVERSION-976459707e9af257051b7ec9,current_30_gib_store,True,False
EXTREADYQ-0eec0f181343ef2d5c4eb4da,EXTSOURCE-ae56a4b9cf26abd8c1113daa,EXTSRCREV-fc3d4b16fde538daf73997d8,EXTPAYLOAD-ae56a4b9cf26abd8c1113daa,28cfc9c86a164b1154b459671df425ba712b847307999afd7b6f0dfb7225e45d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/28cfc9c86a164b1154b459671df425ba712b847307999afd7b6f0dfb7225e45d.html,10503394,html,text/html; charset=UTF-8,budgets,html_text_candidate,official_administrative_summary,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,high,Augusta,KS,2024,unclear,unclear,external_search_wave_002_exhaustive_residual,RESCAND-13f441af6def6ca3dc88d233|RESCAND-d173f35bfc059790fe36c05d|RESCAND-ee9f0174ab05f37049e341e9,ROOTCOMP-11b00e149bbe06c8729dd152|ROOTCOMP-13d3773a95a71e9bbae87585|ROOTCOMP-a2e499fd3890919fd81f876c,MECHEXP-0046089b2b8cea3ab96c6633|MECHEXP-0fce3712151a40a57d72b6cc|MECHEXP-12ca0bb573d02c9310ee243f|MECHEXP-1c4f6835bf8c62c9fb5d94b9|MECHEXP-261e48a0a26d8a4e632ab3f3|MECHEXP-3937f94713580f96c294c127|MECHEXP-6db015de5987f23f3628f103|MECHEXP-73cf8806aa15450454e534f6|MECHEXP-78db690f8f47903696d16121|MECHEXP-a65992be71eec3c20039f55d|MECHEXP-d2309e728a1316aa760c086f|MECHEXP-da11333b170e74d5245e1bc9|MECHEXP-e1e81ccb9a101d6bbe82da2f|MECHEXP-f74e51a5cc4d1eea1ee0c9d6|MECHEXP-f8a94f53eb2f819fda188ab2,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,2,EXTSRCREV-2a981adf9c50c6c8d870390f|EXTSRCREV-62ec034eb2f9ca1a8967474f,,,current_30_gib_store,True,False
EXTREADYQ-0eedf94f804c073eaf81b6ef,EXTSOURCE-65c35b55b26fb38b71bef2c7,EXTSRCREV-e3c3abf0bd3c9fc54e69aecb,EXTPAYLOAD-65c35b55b26fb38b71bef2c7,823e7b8146b049b5509c6a1a753f1004c05aae7ea1c3366f15b6c684801d1458,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/823e7b8146b049b5509c6a1a753f1004c05aae7ea1c3366f15b6c684801d1458.html,170422,html,text/html; charset=utf-8,approved-budget-fiscal-year-2025-2026,html_text_candidate,official_administrative_summary,payroll_and_earnings,implementation_confirmation,payroll_roster,high,Brule,NE,2025,unclear,unclear,external_search_wave_002_exhaustive_residual,RESCAND-fa2a39ad00c6108dff489f30,ROOTCOMP-0a3a1a1ad0a09f995461ee95,MECHEXP-019f098118b8490019da530a|MECHEXP-126ea3f6e7122824432781b4|MECHEXP-18e2cda9b0a9a4efb46d8360|MECHEXP-2ed5ae587ef1435e373e5b47|MECHEXP-3bbc2cfff79bcfe16769420d,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,0,,,,current_30_gib_store,True,False
EXTREADYQ-0efc28496748c34777ee243c,EXTSOURCE-c0570ea6d57a0425cdfacedd,EXTSRCREV-ccf0dbd8521c8bfca5547273,EXTPAYLOAD-c0570ea6d57a0425cdfacedd,db1e8ad75af2ede69bbea1f668795b5058d260f0ed7e5be492f15d81869e440d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/db1e8ad75af2ede69bbea1f668795b5058d260f0ed7e5be492f15d81869e440d.html,995432,html,text/html; charset=utf-8,newsflash,html_text_candidate,official_administrative_summary,payroll_and_earnings,implementation_confirmation,payroll_roster,high,Dalton,OH,2026,police,police,external_search_wave_001_compacted,EXTCAND-37ee5c8234e27ed473b46aab,ROOTCOMP-bf0cc14a99191c1482dae356,MECHEXP-2429b116524e9036444a1812|MECHEXP-5b9e5b670a2c007887319183|MECHEXP-8bb315de44c98c2e57bc8f23|MECHEXP-8fcb7268c4c96cd504a55a9f|MECHEXP-d038f505cc51a8d04f8184c7,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,0,,,,current_30_gib_store,True,False
EXTREADYQ-0effeea4e741130a3710a9ae,EXTSOURCE-9b1d2882a0a7090cfe037529,EXTSRCREV-46c26aaae88b73a3cb0d3cfb,EXTPAYLOAD-9b1d2882a0a7090cfe037529,1b0ad7dd41f57a546bb8624ce5d3551a31b0581e51adae84165582733350241f,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1b0ad7dd41f57a546bb8624ce5d3551a31b0581e51adae84165582733350241f.html,61298,html,text/html; charset=utf-8,state-personnel-director-official-communication-11-02,html_text_candidate,official_administrative_summary,benefits_and_total_compensation,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,benefits_document,high,Center Line,MI,undated,all_units,all_units,external_search_wave_001_compacted,EXTCAND-30c512039d89b4e490250dd6,ROOTCOMP-cc9bdbd431a0d6bba6d20b28,MECHEXP-3e8d3af2bcc46442aa99f66c|MECHEXP-889ed8025b4eba3ce6e66efe|MECHEXP-b24706279b1a06173fed18c0|MECHEXP-c46c8035169ebd297c559984,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,EXTVERSION-0897e0d23049fa0eef6e2062,current_30_gib_store,True,False
EXTREADYQ-0f02c27b2d5ab7353ab04602,EXTSOURCE-837352a0290f43197ed7c1d9,EXTSRCREV-df0ab1076c1682eca5924712,EXTPAYLOAD-837352a0290f43197ed7c1d9,d72112cb2e0bc87f9a4c2a51fd124e152eeeb7310cf0c3668ebde9e22421a743,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d72112cb2e0bc87f9a4c2a51fd124e152eeeb7310cf0c3668ebde9e22421a743.pdf,2438979,pdf,application/pdf,Proposed-Budget-Version-3-FY-26.pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,high,Woodway,TX,2023,all_units,all_units,external_search_wave_001_compacted,EXTCAND-967deb0bdbd670fe578f3b48,ROOTCOMP-93943305e947cac48206bdc1,MECHEXP-0785569ab0ccfbb101483ba8|MECHEXP-49ae8893d07d2ae1cab6db83|MECHEXP-5f9bcca003d2285f847efc7d|MECHEXP-6b5d89ce7e68f21dbcc69f1b|MECHEXP-b9fa37aa6e3e1bc737798998,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-0f0416e0c36d121d49ae71f2,EXTSOURCE-73178efc7285c2260d685690,EXTSRCREV-baec8b631715cad692a072df,EXTPAYLOAD-73178efc7285c2260d685690,36233ae56acbb1856088364e7c7f07503a1330247a199bc088bb5ed48f189110,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/36233ae56acbb1856088364e7c7f07503a1330247a199bc088bb5ed48f189110.pdf,4421306,pdf,application/pdf,Town-Report-2018-FINAL-FOR-WEBSITE.pdf,parse_text_pdf_candidate,direct_official_administrative_record,payroll_and_earnings,,payroll_roster,high,Westfield,VT,2020,all_units,all_units,external_search_wave_001_compacted,EXTCAND-1f85e80185447a0e60cd17c7,ROOTCOMP-ffc98f98ca537cfd94783836,MECHEXP-127667dc5f9a63db077af9e0|MECHEXP-61ef7a871c1c2dad8a37476e|MECHEXP-689cded4c19de36b21656728|MECHEXP-c726f76b12580cef9765f36c|MECHEXP-e5754b50ff29070e08834f45,,upgrades_growth_analysis|upgrades_local_wage_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-0f111b9eb58e7183d8bde7e0,EXTSOURCE-10f3aa35d988315fe199d24d,EXTSRCREV-7e655bb1041276c3c700561c,EXTPAYLOAD-10f3aa35d988315fe199d24d,f0025090766478d3cf0eb466f61ef143a119f61d3aed9fc39ee5d3c79bfa91b0,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f0025090766478d3cf0eb466f61ef143a119f61d3aed9fc39ee5d3c79bfa91b0.html,122115,html,text/html; charset=utf-8,Election-Map-Resources,html_text_candidate,official_administrative_summary,implementation_confirmation,,budget,high,Cass Lake,MN,2026,unclear,unclear,external_search_wave_002_exhaustive_residual,RESCAND-3f738a51a7fa5644675d0ca7,ROOTCOMP-f1c203e13e23584293f1c1ba,MECHEXP-27923b46b30d77f80fc125d3|MECHEXP-47f3d37c4238c124a9c2786e|MECHEXP-56e8d3db614d88feffb364eb|MECHEXP-60531b6779c05e50b080e9a3|MECHEXP-b498af9c4d2389de1d42b65e,,upgrades_implementation_confirmation|upgrades_mechanism_claim,0,,,,current_30_gib_store,True,False
EXTREADYQ-0f122ecc1ab88205440aeb77,EXTSOURCE-43ae450d81712a1dd44eea58,EXTSRCREV-9348ead573033aab232414e9,EXTPAYLOAD-43ae450d81712a1dd44eea58,9b39265454c4d87650d6c0013b386735e9f893cba2a95137cd6864b914351a9a,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9b39265454c4d87650d6c0013b386735e9f893cba2a95137cd6864b914351a9a.html,89328,html,text/html; charset=UTF-8,job-requirements,html_text_candidate,official_administrative_summary,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,high,Landis,NC,2023,all_units,all_units,external_search_wave_001_compacted,EXTCAND-71ab03846bfbc12a8d1d50ee,ROOTCOMP-075079b11f8ed3eb53b5b89d,MECHEXP-6b8cb5bf584b0e343bb9ff3e|MECHEXP-6d2cd7c6d57f1eaa6e017940|MECHEXP-8a3265b371b0b8bf792a288e|MECHEXP-acc246570e494928452edb6e|MECHEXP-b267522f3ec51da4c3ab7a3e,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-0f1318513eceb608baec4f3f,EXTSOURCE-ce6ba608a1fc96fbc4e5162d,EXTSRCREV-c27cfadc7d260fde1777ed63,EXTPAYLOAD-ce6ba608a1fc96fbc4e5162d,ddb66ef84cf0e71ece00a238da6d8f8e56832af3f1718e5f04ecbb1171d524ae,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ddb66ef84cf0e71ece00a238da6d8f8e56832af3f1718e5f04ecbb1171d524ae.html,79469,html,text/html; charset=utf-8,Codes-Enforcement,html_text_candidate,official_administrative_summary,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,high,Minoa,NY,2024,police,police,external_search_wave_001_compacted,EXTCAND-b4ea8c7978f40411a49a45c5,ROOTCOMP-14705baa028bc1abb1877279|ROOTCOMP-5a50b64301b9518767d540a5,MECHEXP-3323966e07a1030839860441|MECHEXP-5c0b3bf5c87fdcc2d6454981|MECHEXP-7b16929e9ade6b0f774775bc|MECHEXP-844fbbf9fc45524a3c66f284|MECHEXP-96e50b802696af44f12069d5|MECHEXP-b457bf0b5f33bb55292cf408|MECHEXP-ed477b03770daa4e5eb29b1d,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,0,,,,current_30_gib_store,True,False
EXTREADYQ-0f1397c59113b60069f5f412,EXTSOURCE-c26692532bce2b7977d6031a,EXTSRCREV-e7cdc16c16b331d53c46f214,EXTPAYLOAD-c26692532bce2b7977d6031a,8cfd805be84356ea0541a861c6114056513153bf75a27ac711e8475e10679d7f,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8cfd805be84356ea0541a861c6114056513153bf75a27ac711e8475e10679d7f.html,61912,html,text/html; charset=utf-8,Ohio-Admin-Code-123-1-47-01,html_text_candidate,official_administrative_summary,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,high,Elyria,OH,2020,fire|police|safety_combined|side_independent,fire|police|safety_combined|side_independent,external_search_wave_001_compacted,EXTCAND-80343b6fe51720eeb485d45c,ROOTCOMP-34306e706b5e438bbb38685a|ROOTCOMP-42baa1336405f8c97d12f36e|ROOTCOMP-94948cf0543dea5faa815c69|ROOTCOMP-bd1807c5cd5283d0f1219b7b,MECHEXP-0fd8f804fdf50eff8995fff8|MECHEXP-196f1c278ed73eab1bad7ca4|MECHEXP-2512d8156e2e42440294a4d1|MECHEXP-2a260fc3c730b8571a21b2ff|MECHEXP-3624c15f539160bacb094724|MECHEXP-5132b042d5e010558ac42c92|MECHEXP-64c8f59fe57d3205a27a488d|MECHEXP-7542d1770d357e4264f8d022|MECHEXP-7f613700a3ea6d87fa5e61d1|MECHEXP-8097cde411e1832e2d2bbada|MECHEXP-8b518830900ccdf9b2d49c67|MECHEXP-8bcb4d14ca69ea9b142c5810|MECHEXP-90a298d6d21b8216d7c40105|MECHEXP-c5e1472cad843fa3f492eaae|MECHEXP-d2c53f88933b99d41b04d599|MECHEXP-f3c4dc132f36ed9f5e2f8f1f|MECHEXP-fb49f0fce3e4b778aa840532,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,EXTVERSION-e24bdfb44472ce1239f675a6|EXTVERSION-fa37ed50de89c79615b83b9c,current_30_gib_store,True,False
