MIME_type,SHA_256,administrative_source_type,analytical_rows_extracted,byte_size,candidate_fanout,canonical_payload_id,canonical_retained_source_ids,canonical_source_fanout,canonical_source_record_ids,claim_fanout,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,diagnostics_json,duplicate_retained_source_ids,event_fanout,expected_claim_upgrade_tags,extraction_priority,extraction_ready,inspected_at,inspection_runtime_seconds,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,primary_extraction_queue,prior_retained_source_reuse_ids,readiness_lane_id,readiness_lane_sequence,readiness_reason_codes,readiness_result_id,readiness_status,review_priority,secondary_processing_hints,secondary_source_families,side_scope,source_family,source_quality,state,version_relationship_ids,html_bounded_inspection,html_bytes_inspected,html_diagnostic_text_persisted,html_encoding,html_form_count,html_link_count,html_navigation_density,html_payload_bytes,html_row_element_count,html_script_count,html_structured_data_script_count,html_table_count,html_valid_html_structure,html_visible_text_characters
text/html;charset=UTF-8,d6fae8bb3d7d1da90ba39aff8c031585e73257273c574df543b2015049f9ec99,payroll_roster,0,17009,1,EXTPAYLOAD-8be87c09b2d9d48e60161863,EXTSOURCE-8be87c09b2d9d48e60161863,1,EXTREADYQ-e6bcf86cb67235ef1ed2b662,6,,non_safety,html,False,"{""bounded_inspection"":false,""bytes_inspected"":17009,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":2,""link_count"":54,""navigation_density"":0.170886,""payload_bytes"":17009,""row_element_count"":6,""script_count"":12,""structured_data_script_count"":0,""table_count"":2,""valid_html_structure"":true,""visible_text_characters"":2072}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:54:43.368585+00:00,0.000785,EXTCAND-19588bea9c79038ada3d351f,,MECHEXP-4872de4a928bade56f7cbbba|MECHEXP-54233a51ed36f7b4921728ab|MECHEXP-60f5d5a2a4909e08ad174e97|MECHEXP-6caaf201923c23affff53d19,ROOTCOMP-cf31a58ca72e7077940a0ac3,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d6fae8bb3d7d1da90ba39aff8c031585e73257273c574df543b2015049f9ec99.html,Patterson,False,DocketSheet.cfm,current_30_gib_store,2026,html_table_candidate_queue,,readiness_lane_001,983,html_table_structure_present,EXTREADINESS-3e4b1ecd58ff9e1567e20b74,html_table_candidate_ready,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|staffing_and_headcount|tenure_and_progression,non_safety,recruitment_and_retention,official_administrative_summary,PA,,False,17009,False,utf-8,2,54,0.170886,17009,6,12,0,2,True,2072
text/html; charset=UTF-8,a40737a8fd3aeb315cb01abb61132de727ad9f10c850a5abdd34f4bd0c60127c,payroll_roster,0,328935,1,EXTPAYLOAD-8bee3c127d8da88267aec682,EXTSOURCE-8bee3c127d8da88267aec682,1,EXTREADYQ-5b75cdcc4e75bfea1091fbdd,6,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":328935,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":0,""link_count"":58,""navigation_density"":0.031216,""payload_bytes"":328935,""row_element_count"":0,""script_count"":34,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":11479}",,7,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:00:44.153286+00:00,0.003336,EXTCAND-8f7c18e95c73795cb1bf12ef,,MECHEXP-0b20d32cd63909bf64eeb3ac|MECHEXP-53d40c3bf5395e2571c2391c|MECHEXP-56ff0688093cacb40533066e|MECHEXP-5f677c4075b5cb92c2e59ab8|MECHEXP-62fc53643d4ff5ab9d46bc63|MECHEXP-b0f971782180cda8d37c5493,ROOTCOMP-41f656d5bb09bd27255773ff,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a40737a8fd3aeb315cb01abb61132de727ad9f10c850a5abdd34f4bd0c60127c.html,Fountain Green,False,,current_30_gib_store,undated,html_text_extraction_queue,,readiness_lane_003,982,substantive_visible_html_text,EXTREADINESS-d39919d46d231c9d2fefcf03,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,official_administrative_summary,UT,,False,328935,False,UTF-8,0,58,0.031216,328935,0,34,0,0,True,11479
text/html; charset=UTF-8,baed4fd51591f681d97ee44f526e166eff228b34ad52c6051d83a3b64bd4488d,payroll_roster,0,46942,1,EXTPAYLOAD-8bf24baf2752713fb521d57f,EXTSOURCE-8bf24baf2752713fb521d57f,1,EXTREADYQ-e1a8feca18a4cb6033297469,2,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":46942,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":71,""navigation_density"":0.167453,""payload_bytes"":46942,""row_element_count"":0,""script_count"":70,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":2771}",,11,upgrades_growth_analysis|upgrades_local_wage_comparison,extraction_priority_high,True,2026-08-05T19:00:44.154978+00:00,0.001346,RESCAND-0ff8a0cb8b431c246a7d74a8,,MECHEXP-0defdc35dc5e85f39c4a416a|MECHEXP-6bf734db77c72c7cf12dbf05|MECHEXP-8ac266e861f9895bcce196b7|MECHEXP-953d76b696005ad6825b668b|MECHEXP-a32390f4f2603745f0f68ff6|MECHEXP-bbf6508d6f120294ca9681c4|MECHEXP-c670ed0e6374971c348182d9|MECHEXP-f85729d6fa7462e54ead4419|MECHEXP-ffa5a7ccdd7b6365e31415ae,ROOTCOMP-5684074bd61715b763d976e9|ROOTCOMP-69ac40cf60182311a3d95f84,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/baed4fd51591f681d97ee44f526e166eff228b34ad52c6051d83a3b64bd4488d.html,Atlantic Beach,False,inv-2024-0884,current_30_gib_store,2020,html_table_candidate_queue,,readiness_lane_003,983,structured_data_or_dataset_signal,EXTREADINESS-85b693fac4f559af871a8729,html_structured_data_candidate,high,table_candidate,,unclear,payroll_and_earnings,official_administrative_summary,NC,,False,46942,False,utf-8,1,71,0.167453,46942,0,70,1,0,True,2771
text/html; charset=utf-8,3287963525bdf3b407aac9e54be2e56af753d77abfeae772d91f57d5e28b5e25,payroll_roster,0,97670,1,EXTPAYLOAD-8bfbcd51ed96d462ba1c1c21,EXTSOURCE-8bfbcd51ed96d462ba1c1c21,1,EXTREADYQ-60edc17e73bc7b6a9b58ebfe,5,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":97670,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":243,""navigation_density"":0.291717,""payload_bytes"":97670,""row_element_count"":0,""script_count"":35,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":5969}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:00:44.157707+00:00,0.002392,RESCAND-4125dea37a52dcbdf40a7d47,,MECHEXP-1d18f861ab95897d6507967d|MECHEXP-2af5ee42b1ee515661efb39c|MECHEXP-7a799fefb30950d6b3770e07|MECHEXP-ab700f378f74232929f1fce7,ROOTCOMP-f6a5356e1966b7ce1b190a17,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3287963525bdf3b407aac9e54be2e56af753d77abfeae772d91f57d5e28b5e25.html,Alban,False,2022-23-School-District-Health-Care-Benefits-Report.aspx,current_30_gib_store,2022,html_text_extraction_queue,,readiness_lane_003,984,substantive_visible_html_text,EXTREADINESS-224e898a86e659c9e253c13b,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,multi_family_administrative_source,official_administrative_summary,WI,EXTVERSION-ff5abc0f2783e3cc4d18cdb0,False,97670,False,utf-8,1,243,0.291717,97670,0,35,0,0,True,5969
text/html; charset=utf-8,25cfb93d9e2ce9f88fc64fe708e3da66858456918f79fce6307316d8d76d0f7e,payroll_roster,0,48032,1,EXTPAYLOAD-8c05090882fbd6d1df2cdd95,EXTSOURCE-8c05090882fbd6d1df2cdd95,1,EXTREADYQ-1b9bd082772e40ddb56598bf,5,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":48032,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":51,""navigation_density"":0.124694,""payload_bytes"":48032,""row_element_count"":83,""script_count"":6,""structured_data_script_count"":0,""table_count"":40,""valid_html_structure"":true,""visible_text_characters"":2888}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:03:44.375078+00:00,0.001072,RESCAND-61dd720447c65bfc33637228,,MECHEXP-4c682ad950086243c7d390c4|MECHEXP-6aaa559b6856e5c4a30bf118|MECHEXP-b248ec46040dfa9580d15c85|MECHEXP-c83c61673cffaafe525d9fed|MECHEXP-fd90255a51576d5a6909c5fa,ROOTCOMP-cb056d020a3319fd77927354,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/25cfb93d9e2ce9f88fc64fe708e3da66858456918f79fce6307316d8d76d0f7e.html,Camillus,False,default.aspx,current_30_gib_store,undated-source-B4X2500LIVE-20260729-008907,html_table_candidate_queue,,readiness_lane_004,989,html_table_structure_present,EXTREADINESS-086bd3f804636e2a9f6ba5d3,html_table_candidate_ready,high,table_candidate,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,police,multi_family_administrative_source,official_administrative_summary,NY,,False,48032,False,utf-8,1,51,0.124694,48032,83,6,0,40,True,2888
text/html;charset=UTF-8,0b06187ecf37722aaac1e05e3a0a5753ceeba2ebfb5a7cab2dc4334deb3c2f3b,payroll_roster,0,44490,1,EXTPAYLOAD-8c0b1b9344de2e1c4e1af15b,EXTSOURCE-8c0b1b9344de2e1c4e1af15b,1,EXTREADYQ-91b6b1a4a57803f567148079,4,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":44490,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":102,""navigation_density"":0.213389,""payload_bytes"":44490,""row_element_count"":0,""script_count"":20,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":3713}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:06:44.384046+00:00,0.001347,RESCAND-2a81e0d362be5cd8d2f19f11,,MECHEXP-0b57f061f315eb5857e1d4cd|MECHEXP-58e43956ddaa209e4dbcc838|MECHEXP-5ad8dce533e370986e276150|MECHEXP-f66e258f8d3c08e8a8e363b1,ROOTCOMP-7e746db4191862ca0f90147d,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0b06187ecf37722aaac1e05e3a0a5753ceeba2ebfb5a7cab2dc4334deb3c2f3b.html,Circleville,False,CMR-A1-00191210,current_30_gib_store,2024,html_table_candidate_queue,,readiness_lane_005,980,structured_data_or_dataset_signal,EXTREADINESS-14405d66e516838d062c3a17,html_structured_data_candidate,high,table_candidate,implementation_confirmation,unclear,payroll_and_earnings,official_administrative_summary,OH,,False,44490,False,utf-8,0,102,0.213389,44490,0,20,0,0,True,3713
text/html; charset=UTF-8,adbf395e53eedb3c8becb16f0891a7dc883fbad57afd179169fc9168ea012fb7,ordinance_or_resolution,0,240927,1,EXTPAYLOAD-8c0bf717b1611dcb786c62d1,EXTSOURCE-8c0bf717b1611dcb786c62d1,1,EXTREADYQ-98ba4ddaf412d994d970c5bf,4,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":240927,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":137,""navigation_density"":0.312785,""payload_bytes"":240927,""row_element_count"":0,""script_count"":33,""structured_data_script_count"":2,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":3090}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T18:54:43.371269+00:00,0.0023,RESCAND-48dd3f44195524c8fef20e9d,,MECHEXP-1d172fcc2fe32b6316564476|MECHEXP-219f8f726ae9fc6074bc12b4|MECHEXP-5885e1b85db8bb6e3c4c9a7d|MECHEXP-85a3a8d5f7d12d013443f8a3|MECHEXP-b7f91f848fa34b8a536d0712,ROOTCOMP-49ec7df3b3e03644cbbb6c4c,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/adbf395e53eedb3c8becb16f0891a7dc883fbad57afd179169fc9168ea012fb7.html,Canfield,False,village-green-concert-series,current_30_gib_store,2022,html_table_candidate_queue,,readiness_lane_001,984,structured_data_or_dataset_signal,EXTREADINESS-3c52fe3bd716c6f410919672,html_structured_data_candidate,high,table_candidate,,unclear,implementation_confirmation,official_administrative_summary,OH,,False,240927,False,UTF-8,1,137,0.312785,240927,0,33,2,0,True,3090
text/html; charset=UTF-8,d5450c940924a31320b337f28497edad91e29b1a46e04a68d4091b88d2f6e83b,payroll_roster,0,48838,1,EXTPAYLOAD-8c11471ecbf2e6e7de4320d2,EXTSOURCE-8c11471ecbf2e6e7de4320d2,1,EXTREADYQ-2427349cc5377f958fa2a382,3,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":48838,""diagnostic_text_persisted"":false,""encoding"":""iso-8859-1"",""form_count"":0,""link_count"":133,""navigation_density"":0.025199,""payload_bytes"":48838,""row_element_count"":0,""script_count"":0,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":36810}",,13,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:54:43.374104+00:00,0.002259,RESCAND-d30b9032b5d1d3dafcfe4b54,,MECHEXP-01b2ef28d2bb833af0f7b9ee|MECHEXP-574cd93acf6ef9e1f5562794|MECHEXP-6df78a2f186b0ea7e6673a9f|MECHEXP-88ab0b44d62837b94024e8d0|MECHEXP-9428e66823a564ded6e98047|MECHEXP-9bc8ca01a189a0d448975852|MECHEXP-adcb9c5590968382d0a39a88|MECHEXP-b68d5a203d166e30d9f7c59e|MECHEXP-be7c4a04f060ae1fa5d0e781|MECHEXP-ee5715e2316dba737e9746db|MECHEXP-fe875f15dbf348ac5162b1f6,ROOTCOMP-62b96ad7c5052c0bb85fead8|ROOTCOMP-a4ac54d78711ececb43c03ab,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d5450c940924a31320b337f28497edad91e29b1a46e04a68d4091b88d2f6e83b.html,Bruceton,False,1000,current_30_gib_store,undated-source-B4X2500LIVE-20260729-007127,html_text_extraction_queue,,readiness_lane_001,985,substantive_visible_html_text,EXTREADINESS-038fd42fbdb77962a19a2846,html_text_ready,high,,benefits_and_total_compensation,unclear,contextual_controls,official_administrative_summary,TN,,False,48838,False,iso-8859-1,0,133,0.025199,48838,0,0,0,0,True,36810
text/html; charset=UTF-8,cc852e7bb0a38126ed9c29c8dcdafc0ab1e2db82a9f46ebc6c024494ca18b6c7,payroll_roster,0,76026,1,EXTPAYLOAD-8c1226fd92b19ceeb2151443,EXTSOURCE-8c1226fd92b19ceeb2151443,1,EXTREADYQ-148602fc4769d9b966c47a48,3,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":76026,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":3,""link_count"":106,""navigation_density"":0.130542,""payload_bytes"":76026,""row_element_count"":0,""script_count"":15,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":5646}",,6,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:00:44.159824+00:00,0.001769,RESCAND-969d69243d28a4010a5727e2,,MECHEXP-1c52743f0c14301c85427b0f|MECHEXP-629513c89eb59c0dbc464142|MECHEXP-9618e37beaef60e873acdd3e|MECHEXP-fa72133506ba709d30b15479|MECHEXP-fffdd35a25a952b4de8e7dc0,ROOTCOMP-69679022a459172915c4b46a,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/cc852e7bb0a38126ed9c29c8dcdafc0ab1e2db82a9f46ebc6c024494ca18b6c7.html,Atwood,False,inclucivics,current_30_gib_store,undated-source-B4X2500LIVE-20260729-002135,html_table_candidate_queue,,readiness_lane_003,985,structured_data_or_dataset_signal,EXTREADINESS-82fd59b3f1b4093936f0e72d,html_structured_data_candidate,high,table_candidate,benefits_and_total_compensation,unclear,payroll_and_earnings,official_administrative_summary,TN,,False,76026,False,utf-8,3,106,0.130542,76026,0,15,1,0,True,5646
text/html;charset=UTF-8,95d892dcc15bd66867a889762905d9f11dd03f00a88d323a34f84db78239031c,payroll_roster,0,91771,1,EXTPAYLOAD-8c12d86729530ba8979ceb8f,EXTSOURCE-8c12d86729530ba8979ceb8f,1,EXTREADYQ-6e1e84ba22c843f946320cd9,4,,safety_combined,html,False,"{""bounded_inspection"":false,""bytes_inspected"":91771,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":164,""navigation_density"":0.177106,""payload_bytes"":91771,""row_element_count"":15,""script_count"":6,""structured_data_script_count"":0,""table_count"":1,""valid_html_structure"":true,""visible_text_characters"":6393}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:06:44.386531+00:00,0.002094,RESCAND-fcbd9dc3b105343959f75074,,MECHEXP-012cc36548df9cf33955be65|MECHEXP-0e88a823884d8f830657976b|MECHEXP-8a30b9ba238b18ff28cc4451|MECHEXP-ad6a5a322d6e2def0bdcc67a|MECHEXP-e320c724c973355ff0676021,ROOTCOMP-1564f55f3fa6ddb08a4c33b6,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/95d892dcc15bd66867a889762905d9f11dd03f00a88d323a34f84db78239031c.html,Albion,False,hiring-process,current_30_gib_store,2024,html_table_candidate_queue,,readiness_lane_005,981,html_table_structure_present,EXTREADINESS-85969aa78cc67da44e6e1202,html_table_candidate_ready,high,table_candidate,implementation_confirmation|payroll_and_earnings|tenure_and_progression,safety_combined,multi_family_administrative_source,official_administrative_summary,IN,,False,91771,False,utf-8,1,164,0.177106,91771,15,6,0,1,True,6393
text/html; charset=utf-8,016a9a6b123e5f8d243ba13cd874ae50db241e9118e445bf27bcf2613cf5447f,payroll_roster,0,96897,1,EXTPAYLOAD-8c13590598c5e0d7a43b8f70,EXTSOURCE-8c13590598c5e0d7a43b8f70,1,EXTREADYQ-cade1e39c012cbedc034b3dc,6,,fire,html,False,"{""bounded_inspection"":false,""bytes_inspected"":96897,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":54,""navigation_density"":0.310345,""payload_bytes"":96897,""row_element_count"":0,""script_count"":43,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":1305}",,7,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:44.388687+00:00,0.001776,EXTCAND-7a63f3f4d31e7304fdd143ee,,MECHEXP-02d6510d8b22e7329e51a9d3|MECHEXP-2564bf7d7bda848093b35814|MECHEXP-5476ec2b471e69c70ee487e1|MECHEXP-555b4f8d07010a829899e64a|MECHEXP-fa742606c530e6d94c33b7a5|MECHEXP-fbf102bd93128aef8bc33f74,ROOTCOMP-5f8a75a4e5ac3ee350b71c3f,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/016a9a6b123e5f8d243ba13cd874ae50db241e9118e445bf27bcf2613cf5447f.html,Ogunquit,False,Budget-Information-Services,current_30_gib_store,2017,html_text_extraction_queue,,readiness_lane_005,982,substantive_visible_html_text,EXTREADINESS-143dd05cfce4d36d14e79c21,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,fire,multi_family_administrative_source,official_administrative_summary,ME,,False,96897,False,UTF-8,2,54,0.310345,96897,0,43,0,0,True,1305
text/html,47fc8520a509abede018e7a7b3572fac7b5d29cbc72cb540c489bb1230bb9892,contract_or_mou,0,338255,1,EXTPAYLOAD-8c16ae08669258997dea1a47,EXTSOURCE-8c16ae08669258997dea1a47,1,EXTREADYQ-611d4bf58c75b7cc0138a3c8,4,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":338255,""diagnostic_text_persisted"":false,""encoding"":""windows-1252"",""form_count"":0,""link_count"":1013,""navigation_density"":0.032446,""payload_bytes"":338255,""row_element_count"":0,""script_count"":0,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":195192}",,5,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_medium,True,2026-08-05T18:57:45.433809+00:00,0.013113,EXTCAND-d120b052e0119f8c41a77cf0,,MECHEXP-1ac9bfecaa188f25e0a82987|MECHEXP-271381f9ce95a5225af9a607|MECHEXP-69590d53c164661d2c8ad3ac|MECHEXP-be601b4a1a572b6c86503154,ROOTCOMP-8742949c5265c5dc38ab3392,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/47fc8520a509abede018e7a7b3572fac7b5d29cbc72cb540c489bb1230bb9892.html,Northvale,False,NRS-284.html,current_30_gib_store,undated,html_text_extraction_queue,,readiness_lane_002,991,substantive_visible_html_text,EXTREADINESS-fc65c3b15d68e8314fb15efd,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|recruitment_and_retention|staffing_and_headcount,police,multi_family_administrative_source,official_administrative_summary,NJ,,False,338255,False,windows-1252,0,1013,0.032446,338255,0,0,0,0,True,195192
text/html; charset=utf-8,a6b0c6c84277bdf4cff7365d6bd2ddb9713cf8ec80a3c3d37c2772793bde01a9,payroll_roster,0,166558,1,EXTPAYLOAD-8c17cdb1d737e5f724c5f441,EXTSOURCE-8c17cdb1d737e5f724c5f441,1,EXTREADYQ-f051c6529cb094122f8530b3,6,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":166558,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":5,""link_count"":61,""navigation_density"":0.159686,""payload_bytes"":166558,""row_element_count"":0,""script_count"":63,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":2580}",,7,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:57:45.437175+00:00,0.002858,EXTCAND-82d3e17a513c9d4866603ac5,,MECHEXP-0ad0daaea57fbf23a8a04d33|MECHEXP-219bbf60e702ecfd47099bf0|MECHEXP-6b7f9e67b8c407dcabdbdc10|MECHEXP-73d318de4d965ca62aa8582f|MECHEXP-fbd9b2c6c4a3dcad0a5a2e91|MECHEXP-ff2245649c251fe151de256b,ROOTCOMP-4a1b9e613bcdb8427bab3233,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a6b0c6c84277bdf4cff7365d6bd2ddb9713cf8ec80a3c3d37c2772793bde01a9.html,Bluff City,False,jobs.aspx,current_30_gib_store,undated,html_text_extraction_queue,,readiness_lane_002,992,substantive_visible_html_text,EXTREADINESS-e8b5117375ff4cbf8effb36e,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,official_administrative_summary,TN,,False,166558,False,UTF-8,5,61,0.159686,166558,0,63,0,0,True,2580
text/html; charset=UTF-8,1a9dc19a105a758bbd923192e3d67807390a451960b2e8c4e85d8ccde8d17521,payroll_roster,0,344972,1,EXTPAYLOAD-8c18258f7a159c40bc23b8e8,EXTSOURCE-8c18258f7a159c40bc23b8e8,1,EXTREADYQ-2087acf7aff0f0eeef2cddaf,5,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":344972,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":0,""link_count"":830,""navigation_density"":0.332932,""payload_bytes"":344972,""row_element_count"":0,""script_count"":33,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":18281}",,9,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:44.393861+00:00,0.00476,EXTCAND-2800ea872c3162043f0fa961,,MECHEXP-1926e6e244b23012336110b0|MECHEXP-5c2565e02fdb96fa9ec06d7c|MECHEXP-834c58a669496eb9b4b4c569|MECHEXP-8cc07d17d310e19a1261790f|MECHEXP-cf56b8fb003b2a9189fa0f36|MECHEXP-df582044fb919d65fd350245|MECHEXP-e40f0ae03163fc239eaab11c,ROOTCOMP-673a3f41cfcc3381f2467c06|ROOTCOMP-9a939db09e2281b648089f2e,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1a9dc19a105a758bbd923192e3d67807390a451960b2e8c4e85d8ccde8d17521.html,Greenport,False,board-of-trustees,current_30_gib_store,2024,html_table_candidate_queue,,readiness_lane_005,983,structured_data_or_dataset_signal,EXTREADINESS-478158e8a8652b1401d67105,html_structured_data_candidate,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,police,multi_family_administrative_source,official_administrative_summary,NY,,False,344972,False,UTF-8,0,830,0.332932,344972,0,33,1,0,True,18281
