municipality,verification_rows,verified_reachable,unavailable,blocked_or_timeout,verification_error,global_analysis_readiness
East Hartford,2,2,0,0,0,false
East Haven,3,2,1,0,0,false
East Helena,3,3,0,0,0,false
East Hempfield,2,2,0,0,0,false
East Hills,2,0,2,0,0,false
East Lampeter,2,2,0,0,0,false
East Longmeadow,3,0,3,0,0,false
East Lyme,4,3,1,0,0,false
East Montpelier,1,1,0,0,0,false
East Pennsboro,2,0,2,0,0,false
East Point,2,1,1,0,0,false
East Ridge,3,3,0,0,0,false
East Rochester,2,1,1,0,0,false
East Rutherford,2,0,2,0,0,false
East St. Louis,2,1,1,0,0,false
East Troy,2,1,1,0,0,false
East Whiteland,3,2,1,0,0,false
East Windsor,4,2,2,0,0,false
Easton,4,1,3,0,0,false
Eastport,2,2,0,0,0,false
Eaton Rapids,1,1,0,0,0,false
Eatonville,3,3,0,0,0,false
Eau Claire,3,3,0,0,0,false
Economy,2,2,0,0,0,false
Ecorse,3,3,0,0,0,false
Eden,2,0,2,0,0,false
Edgemont,1,1,0,0,0,false
Edgewater,1,0,1,0,0,false
Edgewood,1,1,0,0,0,false
Edinboro,2,2,0,0,0,false
Edinburgh,2,2,0,0,0,false
Edison,3,2,1,0,0,false
Edmonston,3,1,2,0,0,false
Edwardsville,4,4,0,0,0,false
Effingham,3,3,0,0,0,false
El Dorado,5,3,2,0,0,false
El Mirage,2,2,0,0,0,false
El Monte,2,0,2,0,0,false
El Paso,1,1,0,0,0,false
El Reno,5,1,4,0,0,false
El Segundo,2,0,2,0,0,false
Eldon,2,1,1,0,0,false
Eldridge,3,2,1,0,0,false
Elgin,10,8,2,0,0,false
Elim,1,1,0,0,0,false
Eliot,2,2,0,0,0,false
Elizabeth,1,1,0,0,0,false
Elizabeth City,2,2,0,0,0,false
Elizabethton,2,2,0,0,0,false
Elk Mountain,2,2,0,0,0,false
Elk Point,2,0,2,0,0,false
Elk Ridge,2,2,0,0,0,false
Elkins,5,4,1,0,0,false
Elko New Market,1,1,0,0,0,false
Elkton,2,2,0,0,0,false
Ellendale,4,4,0,0,0,false
Ellettsville,4,4,0,0,0,false
Ellington,2,2,0,0,0,false
Ellisville,3,0,3,0,0,false
Ellsworth,6,6,0,0,0,false
Elm Grove,5,3,2,0,0,false
Elma,1,0,1,0,0,false
Elmhurst,3,2,1,0,0,false
Elmwood Park,1,1,0,0,0,false
Elon,2,2,0,0,0,false
Eloy,2,0,2,0,0,false
Elsmere,4,2,2,0,0,false
Elwood,2,2,0,0,0,false
Ely,2,2,0,0,0,false
Emerado,2,2,0,0,0,false
Emerson,2,2,0,0,0,false
Emeryville,4,0,4,0,0,false
Emmaus,1,1,0,0,0,false
Emmetsburg,1,1,0,0,0,false
Emmitsburg,3,3,0,0,0,false
Emporia,3,1,2,0,0,false
Encampment,3,0,0,3,0,false
Enfield,3,0,3,0,0,false
Englewood,3,3,0,0,0,false
Ennis,9,5,4,0,0,false
Enoch,2,2,0,0,0,false
Enosburg Falls,1,1,0,0,0,false
Enterprise,3,3,0,0,0,false
Ephraim,1,1,0,0,0,false
Ephrata,1,0,1,0,0,false
Epping,1,0,1,0,0,false
Epsom,1,0,1,0,0,false
Erath,2,2,0,0,0,false
Erda,2,2,0,0,0,false
Essex,7,0,7,0,0,false
Estancia,3,3,0,0,0,false
Estherville,2,2,0,0,0,false
Eudora,2,2,0,0,0,false
Eufaula,3,0,3,0,0,false
Eunice,2,2,0,0,0,false
Eureka,6,4,2,0,0,false
Evans,3,3,0,0,0,false
Evansdale,1,1,0,0,0,false
Evansville,6,5,1,0,0,false
Evergreen Park,4,0,4,0,0,false
Everson,3,3,0,0,0,false
Excelsior Springs,1,1,0,0,0,false
Exeter,11,7,1,3,0,false
Exmore,2,2,0,0,0,false
Fair Haven,6,6,0,0,0,false
Fair Oaks Ranch,2,2,0,0,0,false
Fairburn,1,1,0,0,0,false
Fairbury,2,2,0,0,0,false
Fairfax,3,3,0,0,0,false
Fairfield,14,11,3,0,0,false
Fairfield Bay,3,3,0,0,0,false
Fairhaven,4,4,0,0,0,false
Fairhope,2,0,2,0,0,false
Fairmont,2,2,0,0,0,false
Fairmount Heights,2,1,1,0,0,false
Fairport,3,1,2,0,0,false
Fairport Harbor,1,0,1,0,0,false
Fairview,7,5,2,0,0,false
Fairview Heights,8,0,8,0,0,false
Falls Church,4,1,3,0,0,false
Falls City,3,3,0,0,0,false
Fallsburg,1,1,0,0,0,false
Falmouth,5,2,3,0,0,false
False Pass,2,2,0,0,0,false
Farmersville,3,0,3,0,0,false
Farmerville,2,2,0,0,0,false
Farmingdale,2,1,1,0,0,false
Farmington,15,10,5,0,0,false
Farmville,1,0,1,0,0,false
Farr West,2,2,0,0,0,false
Fate,1,1,0,0,0,false
Faulkton,4,4,0,0,0,false
Fayetteville,9,9,0,0,0,false
Federal Heights,2,1,1,0,0,false
Federal Way,1,1,0,0,0,false
Fellsmere,1,0,1,0,0,false
Fenton charter,1,0,1,0,0,false
Ferriday,1,1,0,0,0,false
Ferrisburgh,4,4,0,0,0,false
Ferron,2,2,0,0,0,false
Festus,5,4,1,0,0,false
Fillmore,6,2,4,0,0,false
Fircrest,3,3,0,0,0,false
Firebaugh,4,3,0,1,0,false
Firestone,3,2,1,0,0,false
Flagler Beach,1,1,0,0,0,false
Flandreau,5,3,2,0,0,false
Flatwoods,1,1,0,0,0,false
Flemingsburg,1,1,0,0,0,false
Fletcher,3,2,1,0,0,false
Flint,2,2,0,0,0,false
Florence,11,6,1,4,0,false
Florida City,1,0,1,0,0,false
Flowery Branch,2,2,0,0,0,false
Floyd,1,1,0,0,0,false
Folcroft,3,1,2,0,0,false
Foley,2,2,0,0,0,false
Fontana,2,1,1,0,0,false
Forest Acres,2,2,0,0,0,false
Forest City,5,5,0,0,0,false
Forest Heights,1,1,0,0,0,false
Forest Hill,1,1,0,0,0,false
Forest Hills,2,2,0,0,0,false
Forest Park,9,1,8,0,0,false
Forks,4,3,1,0,0,false
Forman,2,2,0,0,0,false
Forney,6,6,0,0,0,false
Forrest City,1,1,0,0,0,false
Forsyth,5,4,1,0,0,false
Fort Benton,3,3,0,0,0,false
Fort Bragg,2,1,0,0,0,false
Fort Calhoun,2,2,0,0,0,false
Fort Fairfield,3,3,0,0,0,false
Fort Kent,1,1,0,0,0,false
Fort Laramie,1,1,0,0,0,false
Fort Lupton,2,1,1,0,0,false
Fort Madison,3,2,1,0,0,false
Fort Meade,3,3,0,0,0,false
Fort Mill,2,2,0,0,0,false
Fort Mitchell,2,2,0,0,0,false
Fort Morgan,3,2,1,0,0,false
Fort Oglethorpe,3,3,0,0,0,false
Fort Payne,3,2,1,0,0,false
Fort Pierce,2,0,2,0,0,false
Fort Pierre,3,2,1,0,0,false
Fort Scott,2,0,2,0,0,false
Fort Thomas,2,2,0,0,0,false
Fort Wayne,4,3,1,0,0,false
Fort Wright,3,2,1,0,0,false
Fort Yukon,1,1,0,0,0,false
Fortuna,2,2,0,0,0,false
Foster,3,3,0,0,0,false
Fountain,2,1,1,0,0,false
Fountain Hills,4,4,0,0,0,false
Fox Lake,4,3,1,0,0,false
Foxborough,1,1,0,0,0,false
Framingham,3,0,3,0,0,false
Francis,2,1,1,0,0,false
Frankenmuth,2,2,0,0,0,false
Frankfort,4,4,0,0,0,false
Franklin,8,7,1,0,0,false
Franklin Lakes,2,1,1,0,0,false
Franklin Park,6,6,0,0,0,false
Frannie,2,2,0,0,0,false
Fraser,4,1,3,0,0,false
Frederica,2,2,0,0,0,false
Frederick,5,1,4,0,0,false
Fredericktown,1,1,0,0,0,false
Fredonia,4,2,2,0,0,false
Freehold,1,1,0,0,0,false
Freeman,1,1,0,0,0,false
Freeport,4,3,1,0,0,false
Fremont,7,3,4,0,0,false
Frenchtown,1,0,1,0,0,false
Friday Harbor,5,0,5,0,0,false
Friendsville,3,3,0,0,0,false
Froid,2,2,0,0,0,false
Fromberg,1,1,0,0,0,false
Front Royal,2,2,0,0,0,false
Fruit Heights,2,1,1,0,0,false
Fruita,2,0,2,0,0,false
Fruitland,4,3,1,0,0,false
Fruitland Park,3,1,2,0,0,false
Fruitport charter,3,2,1,0,0,false
Fryeburg,1,0,1,0,0,false
Fullerton,2,0,2,0,0,false
Fulton,2,2,0,0,0,false
Fultondale,2,2,0,0,0,false
Funkstown,1,0,1,0,0,false
Gadsden,1,1,0,0,0,false
Gaffney,2,1,1,0,0,false
Gaines charter,1,1,0,0,0,false
Gainesville,5,2,3,0,0,false
Galax,1,0,1,0,0,false
Galena,4,3,1,0,0,false
Galt,4,0,4,0,0,false
Gambell,1,1,0,0,0,false
Garden City,2,0,2,0,0,false
Gardena,2,2,0,0,0,false
Gardendale,1,1,0,0,0,false
Garfield charter,2,1,1,0,0,false
Garibaldi,2,0,0,2,0,false
Garland,2,2,0,0,0,false
Garner,2,0,0,2,0,false
Garretson,2,2,0,0,0,false
Garrett,2,2,0,0,0,false
Garrettsville,2,2,0,0,0,false
Gate City,2,2,0,0,0,false
Gatesville,3,3,0,0,0,false
Gearhart,2,1,1,0,0,false
Geddes,1,0,1,0,0,false
Genesee,2,1,1,0,0,false
Genesee charter,2,2,0,0,0,false
Geneseo,1,1,0,0,0,false
Geneva,3,3,0,0,0,false
Genoa,5,5,0,0,0,false
Genoa City,1,1,0,0,0,false
Gentry,3,3,0,0,0,false
Georgia,3,0,3,0,0,false
Gettysburg,3,0,3,0,0,false
Gibsonburg,3,1,2,0,0,false
Gibsonville,6,5,1,0,0,false
Gilford,3,0,3,0,0,false
Gilmanton,1,0,1,0,0,false
Girard,2,0,2,0,0,false
Glade Spring,3,3,0,0,0,false
Gladstone,2,2,0,0,0,false
Glasgow,3,2,1,0,0,false
Glassboro,1,1,0,0,0,false
Glastonbury,1,0,1,0,0,false
Glen Carbon,4,4,0,0,0,false
Glen Dale,2,2,0,0,0,false
Glen Ridge,2,2,0,0,0,false
Glen Rock,3,3,0,0,0,false
Glen Ullin,1,1,0,0,0,false
Glenarden,2,1,1,0,0,false
Glenburn,1,1,0,0,0,false
Glencoe,6,6,0,0,0,false
Glendale,1,0,1,0,0,false
Glendora,2,0,2,0,0,false
Glenn Heights,5,0,5,0,0,false
Glenolden,3,1,2,0,0,false
Glenpool,2,0,2,0,0,false
Glenville,1,1,0,0,0,false
Glenwood,2,1,1,0,0,false
Glenwood Springs,1,0,1,0,0,false
Glocester,3,3,0,0,0,false
Gloucester City,2,1,1,0,0,false
Gluckstadt,1,0,0,1,0,false
Goddard,1,0,1,0,0,false
Godfrey,3,2,1,0,0,false
Goffstown,2,0,2,0,0,false
Gold Bar,2,2,0,0,0,false
Gold Beach,3,3,0,0,0,false
Gold Hill,2,0,2,0,0,false
Goldendale,1,1,0,0,0,false
Goldsboro,2,2,0,0,0,false
Gonzales,1,0,0,1,0,false
Goodland,1,1,0,0,0,false
Goodlettsville,3,2,1,0,0,false
Gordon,1,1,0,0,0,false
Gordonsville,2,2,0,0,0,false
Gorham,2,2,0,0,0,false
Goshen,8,8,0,0,0,false
Gosnell,1,1,0,0,0,false
Gothenburg,3,3,0,0,0,false
Grafton,2,1,1,0,0,false
Graham,2,2,0,0,0,false
Grain Valley,4,4,0,0,0,false
Gramercy,1,1,0,0,0,false
Granbury,3,2,1,0,0,false
Granby,4,1,3,0,0,false
Grand Blanc,3,3,0,0,0,false
Grand Blanc charter,1,1,0,0,0,false
Grand Chute,5,5,0,0,0,false
Grand Haven,3,2,1,0,0,false
Grand Haven charter,1,1,0,0,0,false
Grand Island,2,1,1,0,0,false
Grand Isle,2,2,0,0,0,false
Grand Ledge,3,2,1,0,0,false
Grand Rapids,3,0,0,3,0,false
Grand Rapids charter,2,0,2,0,0,false
Granger,2,0,2,0,0,false
Grangeville,2,2,0,0,0,false
Granite Falls,2,1,1,0,0,false
Grant,2,2,0,0,0,false
Grant-Valkaria,1,0,1,0,0,false
Grantham,3,3,0,0,0,false
Grantsville,3,3,0,0,0,false
Granville,3,2,1,0,0,false
Gray,2,2,0,0,0,false
Great Bend,5,4,0,0,0,false
Great Neck,2,2,0,0,0,false
Great Neck Plaza,1,0,1,0,0,false
Green Cove Springs,2,0,2,0,0,false
Greendale,2,0,2,0,0,false
Greene,1,1,0,0,0,false
Greenland,2,1,1,0,0,false
Greenleaf,2,0,0,2,0,false
Greensboro,1,0,1,0,0,false
Greensburg,3,2,1,0,0,false
Greenville,2,1,1,0,0,false
Greenwich,3,3,0,0,0,false
Greenwood,5,5,0,0,0,false
Greenwood Village,3,2,1,0,0,false
Gregory,2,2,0,0,0,false
Gretna,4,4,0,0,0,false
Gridley,4,1,3,0,0,false
Griffin,5,1,4,0,0,false
Grinnell,1,1,0,0,0,false
Grosse Pointe Farms,3,3,0,0,0,false
Grosse Pointe Park,2,2,0,0,0,false
Grosse Pointe Woods,1,1,0,0,0,false
Groton,5,1,4,0,0,false
Grottoes,4,4,0,0,0,false
Grove,2,0,2,0,0,false
Grove City,3,2,1,0,0,false
Grover Beach,3,0,3,0,0,false
Groves,2,0,2,0,0,false
Grovetown,5,5,0,0,0,false
Grundy Center,3,3,0,0,0,false
Guadalupe,8,6,2,0,0,false
Guernsey,3,3,0,0,0,false
Guilford,4,2,1,1,0,false
Gulf Breeze,1,1,0,0,0,false
Gulf Shores,3,3,0,0,0,false
Gulfport,2,1,1,0,0,false
Gunnison,2,1,1,0,0,false
Gustavus,3,1,2,0,0,false
Guthrie,2,0,2,0,0,false
Guymon,2,1,1,0,0,false
Gwinner,3,3,0,0,0,false
Gypsum,3,3,0,0,0,false
Hackettstown,2,1,1,0,0,false
Haddon Heights,2,0,2,0,0,false
Haddonfield,1,1,0,0,0,false
Hailey,2,2,0,0,0,false
Haledon,3,1,2,0,0,false
Hales Corners,5,3,2,0,0,false
Haleyville,2,2,0,0,0,false
Half Moon Bay,2,0,2,0,0,false
Halfmoon,2,1,1,0,0,false
Hallowell,1,1,0,0,0,false
Halstead,1,1,0,0,0,false
Hamburg,5,5,0,0,0,false
Hamden,2,0,2,0,0,false
Hamilton,2,2,0,0,0,false
Hampden,3,3,0,0,0,false
Hampstead,3,0,3,0,0,false
Hampton,4,2,2,0,0,false
Hanahan,1,1,0,0,0,false
Hancock,1,1,0,0,0,false
Hankinson,3,0,0,3,0,false
Hanover,12,8,4,0,0,false
Hanover Park,2,2,0,0,0,false
Harahan,1,0,1,0,0,false
Harborcreek,2,2,0,0,0,false
Hardeeville,2,0,2,0,0,false
Hardwick,2,2,0,0,0,false
Harlan,1,1,0,0,0,false
Harlem,2,1,1,0,0,false
Harlingen,1,0,0,1,0,false
Harlowton,2,2,0,0,0,false
Harper Woods,2,2,0,0,0,false
Harpswell,1,1,0,0,0,false
Harrah,3,3,0,0,0,false
Harriman,1,1,0,0,0,false
Harrington,1,1,0,0,0,false
Harrisburg,2,2,0,0,0,false
Harrison,4,3,1,0,0,false
Harrisonville,3,1,2,0,0,false
Harrodsburg,2,0,2,0,0,false
Hartford,5,1,4,0,0,false
Hartford City,1,1,0,0,0,false
Hartland,3,3,0,0,0,false
Hartselle,1,1,0,0,0,false
Hartsville/Trousdale County,2,0,2,0,0,false
Harvey,5,4,1,0,0,false
Harwich,1,1,0,0,0,false
Hasbrouck Heights,1,0,1,0,0,false
Haskell,3,3,0,0,0,false
Hastings,5,3,2,0,0,false
Hastings-on-Hudson,4,1,3,0,0,false
Hatch,2,2,0,0,0,false
Hatton,2,1,1,0,0,false
Haughton,2,2,0,0,0,false
Hauser,2,2,0,0,0,false
Havelock,2,2,0,0,0,false
Haverford,3,0,3,0,0,false
Hawthorne,2,0,2,0,0,false
Hayden,3,2,1,0,0,false
Haymarket,3,1,2,0,0,false
Hazel Park,2,2,0,0,0,false
Hazen,3,2,1,0,0,false
Healdsburg,5,1,4,0,0,false
Heavener,1,1,0,0,0,false
Heber,4,3,1,0,0,false
Heber Springs,1,0,1,0,0,false
Hebron,9,9,0,0,0,false
Helena,1,0,1,0,0,false
Helena-West Helena,2,1,1,0,0,false
Hellertown,4,4,0,0,0,false
Helper,1,1,0,0,0,false
Hempstead,1,0,1,0,0,false
Henderson,6,2,2,2,0,false
Hendersonville,3,3,0,0,0,false
Henlopen Acres,1,1,0,0,0,false
Henniker,1,1,0,0,0,false
Henryetta,3,3,0,0,0,false
Herington,1,1,0,0,0,false
Herkimer,2,2,0,0,0,false
Hermantown,2,2,0,0,0,false
Hermon,1,1,0,0,0,false
Hermosa Beach,3,1,2,0,0,false
Herrin,4,4,0,0,0,false
Hewitt,1,0,1,0,0,false
Heyburn,2,2,0,0,0,false
Hialeah,1,1,0,0,0,false
Hiawatha,6,3,3,0,0,false
Hickman,2,1,1,0,0,false
Hickory Hills,4,4,0,0,0,false
Higginsville,1,0,1,0,0,false
High Springs,2,2,0,0,0,false
Highgate,3,3,0,0,0,false
Highland,7,7,0,0,0,false
Highland Beach,3,3,0,0,0,false
Highland Heights,2,2,0,0,0,false
Highland Park,2,2,0,0,0,false
Highland Village,3,0,3,0,0,false
Highland charter,2,2,0,0,0,false
Hightstown,3,2,1,0,0,false
Hillsboro,2,2,0,0,0,false
Hillsborough,6,2,4,0,0,false
Hillsdale,7,1,2,4,0,false
Hillsville,2,1,1,0,0,false
Hilltown,3,3,0,0,0,false
Hillview,1,0,1,0,0,false
Hilton,3,3,0,0,0,false
Hilton Head Island,3,2,1,0,0,false
Hines,1,0,1,0,0,false
Hinesburg,3,2,1,0,0,false
Hingham,5,0,5,0,0,false
Hinsdale,5,4,1,0,0,false
Hinton,3,2,1,0,0,false
Hobart,3,3,0,0,0,false
Hobbs,1,1,0,0,0,false
Hoisington,2,2,0,0,0,false
Holbrook,3,3,0,0,0,false
Holden,4,0,4,0,0,false
Holdenville,1,1,0,0,0,false
Holdrege,1,1,0,0,0,false
Holladay,2,2,0,0,0,false
Hollis,3,0,3,0,0,false
Hollister,3,2,1,0,0,false
Holliston,3,1,2,0,0,false
Holly,3,3,0,0,0,false
Holly Springs,3,2,1,0,0,false
Holmdel,3,2,1,0,0,false
Homewood,3,0,3,0,0,false
Honea Path,1,1,0,0,0,false
Honey Creek,1,1,0,0,0,false
Hooksett,3,1,2,0,0,false
Hoonah,2,0,2,0,0,false
Hooper,2,1,1,0,0,false
Hope Mills,4,3,1,0,0,false
Hopewell,5,2,3,0,0,false
Hopkinton,7,3,4,0,0,false
Hoquiam,2,2,0,0,0,false
Horicon,2,2,0,0,0,false
Horizon City,1,0,1,0,0,false
Hornell,2,1,1,0,0,false
Horseheads,4,2,2,0,0,false
Horseshoe Bend,3,0,3,0,0,false
Horsham,1,1,0,0,0,false
Hot Springs,4,4,0,0,0,false
Houlton,4,4,0,0,0,false
Houston,4,2,2,0,0,false
Howard,2,2,0,0,0,false
Howards Grove,4,3,1,0,0,false
Howell,2,2,0,0,0,false
Howland,1,1,0,0,0,false
Huachuca City,3,0,3,0,0,false
Hubbard,2,0,2,0,0,false
Huber Heights,2,0,2,0,0,false
Hudson,11,2,5,4,0,false
Hudson Falls,3,2,1,0,0,false
Hudsonville,1,0,1,0,0,false
Hueytown,3,3,0,0,0,false
Hugo,2,1,1,0,0,false
Hulett,5,5,0,0,0,false
Humble,2,2,0,0,0,false
Humboldt,2,1,1,0,0,false
Huntersville,1,1,0,0,0,false
Huntertown,2,2,0,0,0,false
Huntingburg,1,1,0,0,0,false
Huntingdon,2,2,0,0,0,false
Huntington,2,2,0,0,0,false
Huntington Woods,2,1,1,0,0,false
Huntley,3,3,0,0,0,false
Huntsville,1,0,1,0,0,false
Hurley,3,2,1,0,0,false
Huron charter,1,1,0,0,0,false
Hurricane,1,1,0,0,0,false
Hurstbourne,2,2,0,0,0,false
Huslia,1,1,0,0,0,false
Hutto,2,2,0,0,0,false
Huxley,1,1,0,0,0,false
Hyde Park,5,5,0,0,0,false
Hyrum,3,1,0,2,0,false
Idaho Falls,1,1,0,0,0,false
Ilion,1,0,1,0,0,false
Imperial,1,1,0,0,0,false
Imperial Beach,5,1,4,0,0,false
Independence,1,1,0,0,0,false
Independence charter,1,1,0,0,0,false
Indian Harbour Beach,3,1,2,0,0,false
Indian Head,4,2,2,0,0,false
Indian River Shores,3,3,0,0,0,false
Indian Trail,1,0,1,0,0,false
Indianapolis city (balance),2,2,0,0,0,false
Indiantown,1,1,0,0,0,false
Indio,3,2,1,0,0,false
Ingleside,2,1,1,0,0,false
Inglewood,2,2,0,0,0,false
Inkom,3,3,0,0,0,false
Inman,1,1,0,0,0,false
International Falls,3,3,0,0,0,false
Inver Grove Heights,3,3,0,0,0,false
Ione,3,1,2,0,0,false
Iowa,3,3,0,0,0,false
Iowa Colony,1,0,1,0,0,false
Iowa Falls,4,3,0,1,0,false
Ipswich,5,3,2,0,0,false
Iron Mountain,4,4,0,0,0,false
Irondale,4,4,0,0,0,false
Ironwood,1,1,0,0,0,false
Irrigon,2,2,0,0,0,false
Irvine,1,1,0,0,0,false
Isanti,2,2,0,0,0,false
"Islamorada, Village of Islands",3,0,3,0,0,false
Island City,2,0,2,0,0,false
Island Lake,2,2,0,0,0,false
Isle of Palms,2,2,0,0,0,false
Ithaca,2,0,2,0,0,false
Itta Bena,1,0,1,0,0,false
Ivins,1,1,0,0,0,false
Jackson,10,10,0,0,0,false
Jacksonville,6,3,3,0,0,false
Jaffrey,3,3,0,0,0,false
James Island,1,1,0,0,0,false
Jamestown,2,2,0,0,0,false
Jasper,8,8,0,0,0,false
Jay,1,1,0,0,0,false
Jeanerette,2,2,0,0,0,false
Jeannette,5,5,0,0,0,false
Jefferson,10,9,1,0,0,false
Jefferson City,2,2,0,0,0,false
Jeffersonville,2,2,0,0,0,false
Jemez Springs,1,1,0,0,0,false
Jena,2,2,0,0,0,false
Jennings,1,1,0,0,0,false
Jerome,3,3,0,0,0,false
Jesup,5,3,2,0,0,false
John Day,1,0,0,1,0,false
Johns Creek,1,1,0,0,0,false
Johnson,5,4,1,0,0,false
Johnson Creek,1,1,0,0,0,false
Johnston,1,0,1,0,0,false
Johnstown,6,4,2,0,0,false
Joliet,3,3,0,0,0,false
Jonesborough,1,1,0,0,0,false
Joplin,3,3,0,0,0,false
Jordan,2,2,0,0,0,false
Joseph,1,0,1,0,0,false
Junction City,6,6,0,0,0,false
Jupiter,1,1,0,0,0,false
Kachemak,3,3,0,0,0,false
Kadoka,4,4,0,0,0,false
Kake,1,1,0,0,0,false
Kalama,1,0,1,0,0,false
Kalamazoo,1,1,0,0,0,false
Kalamazoo charter,2,1,1,0,0,false
Kamas,2,2,0,0,0,false
Kanab,4,3,1,0,0,false
Kankakee,2,1,1,0,0,false
Kansas City,3,3,0,0,0,false
Kaplan,1,0,1,0,0,false
Kasson,1,1,0,0,0,false
Katy,2,0,2,0,0,false
Keansburg,2,2,0,0,0,false
Kearney,1,1,0,0,0,false
Kechi,2,1,1,0,0,false
Keedysville,3,3,0,0,0,false
Kemmerer,3,3,0,0,0,false
Kendallville,2,2,0,0,0,false
Kenmare,1,1,0,0,0,false
Kennebunk,4,1,3,0,0,false
Kenneth City,1,1,0,0,0,false
Kennett,2,2,0,0,0,false
Kensington,1,1,0,0,0,false
Keokuk,3,3,0,0,0,false
Kernersville,4,2,2,0,0,false
Kerrville,1,0,1,0,0,false
Ketchum,3,0,0,3,0,false
Kettle Falls,3,3,0,0,0,false
Kewanee,2,2,0,0,0,false
Kewaskum,1,1,0,0,0,false
Key Biscayne,3,1,1,0,0,false
Keyport,2,0,2,0,0,false
Kiel,2,2,0,0,0,false
Kilgore,3,2,1,0,0,false
Kill Devil Hills,1,1,0,0,0,false
Killdeer,3,3,0,0,0,false
Killingly,4,4,0,0,0,false
Kimberly,4,3,1,0,0,false
Kinder,1,1,0,0,0,false
Kindred,2,2,0,0,0,false
King,2,2,0,0,0,false
King Cove,2,1,1,0,0,false
Kingman,2,2,0,0,0,false
Kings Mountain,1,0,1,0,0,false
Kingsburg,4,2,2,0,0,false
Kingsford,2,1,1,0,0,false
Kingsland,1,1,0,0,0,false
Kingston,7,1,6,0,0,false
Kingstree,3,1,2,0,0,false
Kingsville,3,3,0,0,0,false
Kingwood,3,1,2,0,0,false
Kinnelon,3,3,0,0,0,false
Kinston,2,2,0,0,0,false
Kirtland,1,1,0,0,0,false
Kittery,3,1,2,0,0,false
Kittitas,2,0,0,2,0,false
Kitzmiller,5,5,0,0,0,false
Kivalina,1,1,0,0,0,false
Knightdale,2,2,0,0,0,false
Knoxville,2,2,0,0,0,false
Kokomo,1,1,0,0,0,false
Kotlik,1,1,0,0,0,false
Kotzebue,2,2,0,0,0,false
La Barge,1,1,0,0,0,false
La Center,3,3,0,0,0,false
La Crescent,3,1,2,0,0,false
La Follette,1,1,0,0,0,false
La Grange,6,3,3,0,0,false
La Habra,2,0,2,0,0,false
La Marque,1,1,0,0,0,false
La Mesa,3,3,0,0,0,false
La Palma,3,3,0,0,0,false
La Pine,2,1,1,0,0,false
La Porte,1,1,0,0,0,false
La Verkin,4,1,3,0,0,false
LaBelle,2,2,0,0,0,false
LaGrange,3,2,1,0,0,false
LaSalle,7,7,0,0,0,false
Lacey,1,1,0,0,0,false
Ladue,2,0,2,0,0,false
Ladysmith,3,3,0,0,0,false
Lafayette,6,6,0,0,0,false
Laguna Beach,5,1,4,0,0,false
Laguna Woods,1,1,0,0,0,false
Lake,4,4,0,0,0,false
Lake Alfred,1,0,1,0,0,false
Lake Arthur,2,2,0,0,0,false
Lake City,5,5,0,0,0,false
Lake Elmo,5,3,2,0,0,false
Lake Forest,3,3,0,0,0,false
Lake Hallie,2,2,0,0,0,false
Lake Jackson,4,3,1,0,0,false
Lake Mills,1,1,0,0,0,false
Lake Norden,1,1,0,0,0,false
Lake Park,2,2,0,0,0,false
Lake Preston,3,0,0,3,0,false
Lake Station,1,1,0,0,0,false
Lake View,2,2,0,0,0,false
Lake Villa,1,1,0,0,0,false
Lake Zurich,6,1,5,0,0,false
Lakeland,3,0,3,0,0,false
Lakemore,1,1,0,0,0,false
Lakeside,2,0,2,0,0,false
Lakeview,1,1,0,0,0,false
Lakeville,3,0,3,0,0,false
Lakewood,4,4,0,0,0,false
Lakota,2,2,0,0,0,false
Lamar,2,1,1,0,0,false
Lancaster,8,6,2,0,0,false
Landover Hills,3,3,0,0,0,false
Landrum,2,2,0,0,0,false
Lanett,3,1,2,0,0,false
Langdon,2,2,0,0,0,false
Lansing,2,2,0,0,0,false
Lantana,2,1,1,0,0,false
Lapeer,2,2,0,0,0,false
Lapwai,2,0,2,0,0,false
Larkspur,3,0,3,0,0,false
Las Vegas,3,3,0,0,0,false
Latrobe,5,4,0,0,1,false
Lauderdale-by-the-Sea,2,2,0,0,0,false
Laurel,2,2,0,0,0,false
Laurens,1,1,0,0,0,false
Laurinburg,2,2,0,0,0,false
Lawrence,3,2,1,0,0,false
Lawrenceburg,6,4,2,0,0,false
Lawrenceville,4,4,0,0,0,false
Le Mars,2,0,2,0,0,false
Le Sueur,2,2,0,0,0,false
Lead,1,1,0,0,0,false
Leander,1,1,0,0,0,false
Leavenworth,2,2,0,0,0,false
Lebanon,4,2,2,0,0,false
Ledgeview,3,1,2,0,0,false
Ledyard,5,3,2,0,0,false
Lee,2,0,2,0,0,false
Lee's Summit,1,1,0,0,0,false
Leeds,3,3,0,0,0,false
Leipsic,2,2,0,0,0,false
Leitchfield,2,1,1,0,0,false
Leland,3,3,0,0,0,false
Lemmon,1,1,0,0,0,false
Lemon,3,2,0,1,0,false
Lemont,3,3,0,0,0,false
Lennox,2,2,0,0,0,false
Lenoir,2,2,0,0,0,false
Lenoir City,4,4,0,0,0,false
Leonardtown,2,0,2,0,0,false
Leonia,1,1,0,0,0,false
Levelland,2,0,2,0,0,false
Lewisburg,8,8,0,0,0,false
Lewiston,3,3,0,0,0,false
Lewistown,3,2,1,0,0,false
