duplicate_candidate_id,canonical_candidate_id,duplicate_basis,duplicate_wave,confidence,raw_target_id
RESCAND-fd9bfacb367e339993e74098,RESCAND-dab31edfdd38f769d1009b12,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-321d00320f05c6d4c167fe73
RESCAND-8b7d48514857c39fc23c6562,RESCAND-2d516a240e1babbc599f3b8f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-321d00320f05c6d4c167fe73
RESCAND-22db4da781e6c258e35775fc,RESCAND-22db4da781e6c258e35775fc,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-321d00320f05c6d4c167fe73
RESCAND-b86326cf00861a3d63dfe739,EXTCAND-66687bf9f512f1c1a7d54044,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-321d00320f05c6d4c167fe73
RESCAND-5493d5f29a23ff58ebac8ec1,EXTCAND-6d107171e476ffe705b652a9,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-321d00320f05c6d4c167fe73
RESCAND-298dfac99ae48cbe1698a0b9,RESCAND-7a4ab7c8d9da68b55ac4c856,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8cab931a8ccc6cdc4cd96619
RESCAND-4614fe204ad10b0e5dd68b5a,EXTCAND-8d49d48ef4048331faf9ec6c,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-8cab931a8ccc6cdc4cd96619
RESCAND-128f933c14b3b89bd394892a,RESCAND-128f933c14b3b89bd394892a,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8cab931a8ccc6cdc4cd96619
RESCAND-257dde4feff52f73b1d0ebb2,RESCAND-257dde4feff52f73b1d0ebb2,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8cab931a8ccc6cdc4cd96619
RESCAND-12c7ff8d526e8917f5353197,RESCAND-12c7ff8d526e8917f5353197,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8cab931a8ccc6cdc4cd96619
RESCAND-84185505cb4fa38054c0c267,RESCAND-50ce1b741c6f5a6728faeaad,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-d86c1bfa249c3f2a1c9b08f1,RESCAND-88ac88ec095ce4c2eb819a55,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-bb01cc38dd29fa613805a2bc,RESCAND-76ab37e99895099c70d5b194,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-97e20ec915beb9bff039406a,RESCAND-58aba35641d4b603766553d6,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-9e69135b8ab390fd984507e5,RESCAND-e596d90b91d5f311ba14040b,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-0187f68f0937281825b6cff9,EXTCAND-b98e15b1261cf770782c8f12,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-3a1128915cdb37458cdbaeb0,EXTCAND-2661eb72dae34a1f697a9ee0,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-af330f5fb67fc584438353c1,RESCAND-04f8d024b0535acda7230c5b,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-8891e473da602a46277b075f,RESCAND-4dbeb20cb4a2b1ec7389c89d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-b861e2b7e8251f2f82ea1460,RESCAND-a172478bd33a6cd9f4aca572,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-1c914442e902d744832a4fc3,RESCAND-ef65f4af536588438e4e44b4,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-0297e6dd2987c9d63737e8a7,RESCAND-fa1b46911df68787acb73488,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-5ec7858871eb985eac2661c0,RESCAND-cc9f0b57d3dd0d44f5f34585,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-062c442f706f2ecf475c91d6,RESCAND-cb9c31d28947e3cff1ba8d99,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-3881c2c1420d3b222ee2746e,EXTCAND-f515b5b08f168aedf4216b7e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-0b9a6dbc0bfc6e6553d41195,RESCAND-c9a9db62f6b7331d8ace981b,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-df0eee70a1846ec4f727faec,RESCAND-495cd7be72f0b4b9b586a92c,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-4217c16bbc142ce98489038c,EXTCAND-cca824d975375b56dfa2e0b9,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-4028776f4a236cf041a4eb40,RESCAND-a7a057d57d3dcf75c18cdec0,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-fcebf662c38310a93f65d2fc,RESCAND-bebca0c7862b0ca34e630d4c,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-ac84daf8683a14751f5afb68,RESCAND-0d3c1db6099846e106884a6a,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-84185505cb4fa38054c0c267,RESCAND-50ce1b741c6f5a6728faeaad,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-87358b917968a65d2abf02a1
RESCAND-cfb3df75f173fa22c60a8ae2,RESCAND-88ac88ec095ce4c2eb819a55,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-db38bd3ea536712ce4c55f06,RESCAND-bc32acc05672f8ece671261d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-5583bd3003e50fda0e95376c,RESCAND-37225b0935514de8e5f8b672,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-3a3b8fd860ef5ecaa6158c5b,RESCAND-57da64fa2d5eb684f10c88f6,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-24eb5a04c4f3986c47e0f803,RESCAND-4b4fdf636ed49b5793b37a05,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-4c1b9f38ff6708a7a6948c2b,RESCAND-02d43823fc6e9523d1b07c2b,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-1bfa8be79b4038837d821d2f,RESCAND-4b574785fef80eb442c702b5,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-60294a8510696edf0e65ae0c,RESCAND-cf067fda566ba9e6d1e8e692,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-43591f33d06a8e9dd377a883,RESCAND-928e4c7a0ddf1792b0508da7,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-93d02b921f0795d175b01c35,RESCAND-27c2252ce90e40a2a1b770f7,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-536add538be52449d6dd82d9,RESCAND-d406fa3cf774e7dbb6b1db59,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-947da0e451dfc7d2f51cab8c,RESCAND-42b73d1f3b43af8b806e5314,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-66dda3366cf66a6d94f0c80b,EXTCAND-80e2a12230236fc1f63b5b43,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-15b75c188080a2bcf58a1d25,RESCAND-ee1a19d82ffc595d27bacd64,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-908bb03bd3f06353d7bc2112,EXTCAND-8c3da79c5564cc512fcabc28,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-a10cb06d159a632ae22dd9bc,EXTCAND-7263e97bbea29a6ef08b8874,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-128d02315a094a6878158056,EXTCAND-0c3b556d542788cbfe6725be,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-799d33b443996c1e22686be4,EXTCAND-f515b5b08f168aedf4216b7e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-92ae7c6eecbb3ef4c2e61b84,RESCAND-0436535cddb516ba4fb6e2f3,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-d78f62cf19b5e364eeadf05a,EXTCAND-bb0fe2205695e82aa6a785f7,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-bfac44b8c6de4454391c123b,EXTCAND-414529edd5b8b527188f07f8,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-6c48e823a78640846d04b561,EXTCAND-d214a4f81684702e453a41de,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-5949d5ff4b4bbb7f1ee22198,RESCAND-c08b4e5c5fbcb4e67820cf71,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-db38bd3ea536712ce4c55f06,RESCAND-bc32acc05672f8ece671261d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-cfb3df75f173fa22c60a8ae2,RESCAND-88ac88ec095ce4c2eb819a55,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-3a3b8fd860ef5ecaa6158c5b,RESCAND-57da64fa2d5eb684f10c88f6,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-4c1b9f38ff6708a7a6948c2b,RESCAND-02d43823fc6e9523d1b07c2b,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-8405edc23555ce0798f41c81
RESCAND-821d52e030ae02658a94ed72,EXTCAND-3063df8e3b50bb83a0b4ae93,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-d81914397d5e46d4d2898fcc,RESCAND-bc32acc05672f8ece671261d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-843dd5542cf9f41794667d5a,RESCAND-5dda776c73cdc7986e4615e4,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-1e4cf2e83bb3c7745808dad5,RESCAND-a9d2b2393ea07a34445ce650,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-f7eafc82224625490d65005d,RESCAND-3af3a993b0614d82fad3c449,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-347b15627ab9aaa370aa7ce5,RESCAND-c09b74f87f1fbf9f84c6fa55,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-f27199673580acccf143dca8,RESCAND-57da64fa2d5eb684f10c88f6,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-9de83a8c68e014c8472a257b,RESCAND-88ac88ec095ce4c2eb819a55,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-c35ce86cdf20d780dfe41b09,EXTCAND-57ef4e42c73420ae78298687,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-e61085fb7346d979cc2c0031,RESCAND-04f8d024b0535acda7230c5b,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-e1c74f1f02c40e4c80a94e60,EXTCAND-5b5f3ad4c5eadd17b0198bcf,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-bdcc478c4a4bd2331703890b,EXTCAND-6d107171e476ffe705b652a9,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-d81914397d5e46d4d2898fcc,RESCAND-bc32acc05672f8ece671261d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-9de83a8c68e014c8472a257b,RESCAND-88ac88ec095ce4c2eb819a55,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-79c9f871255a60569785826a,RESCAND-79c9f871255a60569785826a,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-f27199673580acccf143dca8,RESCAND-57da64fa2d5eb684f10c88f6,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-ed976c9354e544013a142859,RESCAND-ed976c9354e544013a142859,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-174b0ce9d75b1f893f121843,RESCAND-174b0ce9d75b1f893f121843,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-347b15627ab9aaa370aa7ce5,RESCAND-c09b74f87f1fbf9f84c6fa55,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-7730a97ac0afe6a69cb28fe7,RESCAND-7730a97ac0afe6a69cb28fe7,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-22cf730e6f72a564537eb5e5
RESCAND-52b29725bde347db486eb8c7,EXTCAND-49db5d1671ab253f8aa5d5ae,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-28b540d18ff88c334a1ca5e0,EXTCAND-8c2c00a1f9403cc6b6f06457,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-04acd3725b6caaf58ca0ac8c,RESCAND-110802e7f0b771c661296d0f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-0f6fa00c62ea44f5ececccc3,RESCAND-3d2ee7f9e3e3d26563fe444d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-b5f67597253426f9cb3bda4d,RESCAND-82e1011f52541d90461ec3c8,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-d93c10918dbb60f8f237f5f5,RESCAND-741580399f1af6bcb2de2888,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-dd0847c141847455e95b32cf,EXTCAND-99986e1b5fa2f83f84b74179,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-7d4ed9b858a0a3792b6c9575,EXTCAND-c492a5cc7a5ef619a837c57f,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-4305f3326dbb9a3ca95ebec9,RESCAND-59a84a6fec60504d4dd9b207,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-092b4ad8a8a8cd9384add39e,EXTCAND-f515b5b08f168aedf4216b7e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-71ff669c9b00ab1ff32c4ee3,EXTCAND-3446ae3612ae74a3614f462c,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-b9b6c72e3f0b8f79cbed7054,EXTCAND-0e350e2cfb9403687dcbb726,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-f98d8cfe5b940fa30a61540f,RESCAND-eae40ce9019bd57eb1e66565,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-6baeac72ffcfac9107e0d382,RESCAND-b3eb820bbdf3ee3722060420,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-7a97933e7f4ef4438779aad9,RESCAND-43655cf3716c87b04daddd33,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-31e1c66ead5324746f5f492d,EXTCAND-1f8005ce00be560bf2698fe6,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-52b29725bde347db486eb8c7,EXTCAND-49db5d1671ab253f8aa5d5ae,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-28b540d18ff88c334a1ca5e0,EXTCAND-8c2c00a1f9403cc6b6f06457,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-cb57aefce23aaf36b778830f
RESCAND-e79b2006363d4007f5cba523,EXTCAND-49db5d1671ab253f8aa5d5ae,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-9ea3f193aefed1c65824ac17,RESCAND-2a3434ef63a276146e2c9c6d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-f4a6ebaaf740d13332758ad2,RESCAND-ab3197314edde9e825e16705,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-0b92eb75e473a73e17cb29b5,RESCAND-d78de0b0db079b9d1c8c62ae,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-445518e2d5547cb84a816729,RESCAND-3d2ee7f9e3e3d26563fe444d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-796e3b4a3642c6633e3132b7,RESCAND-cf88971b206c4c76e40a2214,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-fab1891b6e1b52d70ae1e645,RESCAND-15bb3b588ba3bf36fad14c89,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-a74e5f629a18ffff629d70b4,RESCAND-37e265a53e268237c2405fd1,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-3e3a5bfffc3280e7fc1032e8,RESCAND-741580399f1af6bcb2de2888,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-a78082c8060986af39988f6e,EXTCAND-c492a5cc7a5ef619a837c57f,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-533746316f1c3e9b15e0c4f8,RESCAND-109b0134bf4745e705e60a83,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-fc4bccd28ea2925343ec156d,EXTCAND-8da869b957c7d2ae85c38f2a,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-d6c7cc59ad5aea927880e131,RESCAND-1e11bf1ef519458c914b319a,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-b66d2122532e877579bb4efe,RESCAND-82e1011f52541d90461ec3c8,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-b95e4654b73a0f639e7b5ddc,RESCAND-7f22bb0d04be1d70641075e8,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-1ec8eda93b35669356fd9993,EXTCAND-60f2d0e308a16ecfc27621dd,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-548ac889dc614c2d1894bce0,EXTCAND-f515b5b08f168aedf4216b7e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-a3a4f98d3c6f5ea47fedfc08,EXTCAND-ce3a8eedd28a94d2eddc3205,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-bc1da5805da90e7637d609bc,EXTCAND-caa7bc7d91239af64bfece78,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-8d19029b4c61d0d0d13964cc,EXTCAND-c76f15b1879f3579b596a2a0,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-1e7287807b59c396daeb5ffa,EXTCAND-d214a4f81684702e453a41de,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-66e9ca60e4aa0cc4b8a8a6a0,RESCAND-d75cbef68bc9e566d8a3ad37,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-0a9ddfe99e4688473d9428dc,RESCAND-000d14f4f63b1ace812985a6,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-c03c870cda81f7e131a99003,RESCAND-2fad9371489ab2079aa815d0,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-ec87cf4ad465cf8280159957,EXTCAND-3446ae3612ae74a3614f462c,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-6c22a4811281821430d6ea22,EXTCAND-5246a8315bbc21384019a843,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-d633933b544c6f5c625a9efc,EXTCAND-58ee1bb0718e5844335c202d,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-76afe37680ef50bab869f200,RESCAND-b6c03e3ceb7a0b54871e74ed,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-12f0b5db5d4ef6bbc63888d8,RESCAND-149b2ad2e2a8b97e64d17aa3,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-7229321dd4a5a00dba60d802,EXTCAND-b98e15b1261cf770782c8f12,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
RESCAND-8795bf35cab1db2484730b48,RESCAND-9c6109de861a991cf00e4e37,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0ea8f9dbb5031b6dc62be54
