call_type,candidate_source_count,failure_class,finished_at,input_tokens,lane_id,output_tokens,query,query_version,raw_target_id,reasoning_tokens,residual_target_id,response_id_present,retry_linkage,search_call_id,started_at,terminal_status,total_tokens
repair,0,,2026-08-05T03:42:51.397745+00:00,,residual_search_lane_002,,"""Dover"" ""OH"" 2018 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-faac7751861ca8097aee74d9,,RESIDUAL-85df6f90a7a1b4ab8109edcb,False,RESCALL-276db5a4b7dfbca44ac23014,RESCALL-340a4edf0a4d8623da3c8a7e,2026-08-05T03:42:51.302319+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:51.581038+00:00,,residual_search_lane_002,,"""Dover"" ""OH"" ""2019"" fire fire employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-469d4e69c2b48caccd181ecf,,RESIDUAL-fa5fbb8c809fd7af3868b265,False,,RESCALL-5d4256d6263cee0d56e4e662,2026-08-05T03:42:51.398136+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:51.680306+00:00,,residual_search_lane_002,,"""Dover"" ""OH"" 2019 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-469d4e69c2b48caccd181ecf,,RESIDUAL-fa5fbb8c809fd7af3868b265,False,RESCALL-5d4256d6263cee0d56e4e662,RESCALL-7e7d1ba7a7c4b61b7d89f9c4,2026-08-05T03:42:51.581278+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:51.774207+00:00,,residual_search_lane_002,,"""Dover"" ""OH"" ""2019"" fire fire authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-b19e552d5eda4f9110c404b3,,RESIDUAL-5c802f3a4f3293ba85c79d67,False,,RESCALL-122853ab83eba16cad466b84,2026-08-05T03:42:51.680919+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:51.868627+00:00,,residual_search_lane_002,,"""Dover"" ""OH"" 2019 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-b19e552d5eda4f9110c404b3,,RESIDUAL-5c802f3a4f3293ba85c79d67,False,RESCALL-122853ab83eba16cad466b84,RESCALL-cf6d7ebd3f89eb682347f814,2026-08-05T03:42:51.774294+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:51.984369+00:00,,residual_search_lane_002,,"""Dover"" ""OH"" ""2019"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-4c99c7a015cc018b7c297201,,RESIDUAL-1834957105d1edcc4b7e7287,False,,RESCALL-d0e489eabad858d6f75a6ebf,2026-08-05T03:42:51.869413+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:52.174140+00:00,,residual_search_lane_002,,"""Dover"" ""OH"" 2019 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-4c99c7a015cc018b7c297201,,RESIDUAL-1834957105d1edcc4b7e7287,False,RESCALL-d0e489eabad858d6f75a6ebf,RESCALL-6998b258c518454bb41ce265,2026-08-05T03:42:51.984448+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:52.281667+00:00,,residual_search_lane_002,,"""Dover"" ""OH"" ""2020"" fire fire payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-c46b581693bc3369bb34dc43,,RESIDUAL-cfece0ddca0b30ccb5822467,False,,RESCALL-e63da0bd77867410c2dbcc60,2026-08-05T03:42:52.175895+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:52.377259+00:00,,residual_search_lane_002,,"""Dover"" ""OH"" 2020 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-c46b581693bc3369bb34dc43,,RESIDUAL-cfece0ddca0b30ccb5822467,False,RESCALL-e63da0bd77867410c2dbcc60,RESCALL-684a30db7b9f5ba2966d5be5,2026-08-05T03:42:52.281776+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:52.471701+00:00,,residual_search_lane_002,,"""Dover"" ""OH"" ""2021"" fire fire employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-c7d28c847bdebc1616e440bd,,RESIDUAL-8b38ba6c5a0045dac4ca0479,False,,RESCALL-0959a508f400bf5ce0e7db57,2026-08-05T03:42:52.377788+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:52.631003+00:00,,residual_search_lane_002,,"""Dover"" ""OH"" 2021 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-c7d28c847bdebc1616e440bd,,RESIDUAL-8b38ba6c5a0045dac4ca0479,False,RESCALL-0959a508f400bf5ce0e7db57,RESCALL-d2598e73e21a29e7f518e34f,2026-08-05T03:42:52.471772+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:52.755310+00:00,,residual_search_lane_002,,"""Doyline"" ""LA"" ""2014"" unclear unclear applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-cb8e07613d9b1132461d2aff,,RESIDUAL-00610da44a0a57385fbfb522,False,,RESCALL-e4d17a0f7c6832bb91a237b1,2026-08-05T03:42:52.631916+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:52.849950+00:00,,residual_search_lane_002,,"""Doyline"" ""LA"" 2014 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-cb8e07613d9b1132461d2aff,,RESIDUAL-00610da44a0a57385fbfb522,False,RESCALL-e4d17a0f7c6832bb91a237b1,RESCALL-d4c71ca16c42a6db9a0f4ed8,2026-08-05T03:42:52.755434+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:52.948130+00:00,,residual_search_lane_002,,"""Doyline"" ""LA"" ""2024"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-b92d4050d035bcd5d4223657,,RESIDUAL-c0e64ad6b925164ad485b560,False,,RESCALL-5d104c8e49756359a5654288,2026-08-05T03:42:52.850427+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:53.042313+00:00,,residual_search_lane_002,,"""Doyline"" ""LA"" 2024 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-b92d4050d035bcd5d4223657,,RESIDUAL-c0e64ad6b925164ad485b560,False,RESCALL-5d104c8e49756359a5654288,RESCALL-e0c6d9a31ded312c6671c242,2026-08-05T03:42:52.948223+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:53.229417+00:00,,residual_search_lane_002,,"""Doyline"" ""LA"" ""2025"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-ecab37da38fa2f2a5489b642,,RESIDUAL-d5b3427f1fcaf3b6d0e0060e,False,,RESCALL-904157fa69661acd37c3db54,2026-08-05T03:42:53.042896+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:53.325446+00:00,,residual_search_lane_002,,"""Doyline"" ""LA"" 2025 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-ecab37da38fa2f2a5489b642,,RESIDUAL-d5b3427f1fcaf3b6d0e0060e,False,RESCALL-904157fa69661acd37c3db54,RESCALL-35810b8a018c7d53d73101bc,2026-08-05T03:42:53.229522+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:53.420185+00:00,,residual_search_lane_002,,"""Dresser"" ""WI"" ""2026"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-8e454f403e71fb9eb729a6a7,,RESIDUAL-3bc48487486ba578b0ca1759,False,,RESCALL-4ec8aa4224c29845e5ee5625,2026-08-05T03:42:53.325857+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:53.531508+00:00,,residual_search_lane_002,,"""Dresser"" ""WI"" 2026 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-8e454f403e71fb9eb729a6a7,,RESIDUAL-3bc48487486ba578b0ca1759,False,RESCALL-4ec8aa4224c29845e5ee5625,RESCALL-c6fa33dba9b7da7bd1c53c61,2026-08-05T03:42:53.420275+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:53.728252+00:00,,residual_search_lane_002,,"""Dripping Springs"" ""TX"" ""2025"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-eb6705d7b6be5c6e8c4af560,,RESIDUAL-9ef0683279aea2e6e3d68ded,False,,RESCALL-9d266ab7cb676ac25a4535b5,2026-08-05T03:42:53.531894+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:53.816323+00:00,,residual_search_lane_002,,"""Dripping Springs"" ""TX"" 2025 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-eb6705d7b6be5c6e8c4af560,,RESIDUAL-9ef0683279aea2e6e3d68ded,False,RESCALL-9d266ab7cb676ac25a4535b5,RESCALL-6b4c785328940dad00f2b6c0,2026-08-05T03:42:53.728368+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:53.924739+00:00,,residual_search_lane_002,,"""Drummond"" ""OK"" ""2021"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-ba70db750ffc1d12b98e85df,,RESIDUAL-6ccc60f42a145677a298d1ff,False,,RESCALL-de94e3a71a312924c403aee4,2026-08-05T03:42:53.816709+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:54.019359+00:00,,residual_search_lane_002,,"""Drummond"" ""OK"" 2021 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-ba70db750ffc1d12b98e85df,,RESIDUAL-6ccc60f42a145677a298d1ff,False,RESCALL-de94e3a71a312924c403aee4,RESCALL-38a3ba0e59b6e068fb8a6c4a,2026-08-05T03:42:53.924833+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:54.201629+00:00,,residual_search_lane_002,,"""Drummond"" ""OK"" ""undated-source-B4X2500LIVE-20260729-004549"" unclear unclear actual wages paid, total earnings, overtime, premiums, retroactive payments retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-4893a38224c31337aea32999,,RESIDUAL-7e2fbdff8f3f1cf534939ef1,False,,RESCALL-deca61ae7c4a677983743878,2026-08-05T03:42:54.020006+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:54.294589+00:00,,residual_search_lane_002,,"""Drummond"" ""OK"" undated-source-B4X2500LIVE-20260729-004549 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-4893a38224c31337aea32999,,RESIDUAL-7e2fbdff8f3f1cf534939ef1,False,RESCALL-deca61ae7c4a677983743878,RESCALL-b1bfa66463f94ac1f7cc95f5,2026-08-05T03:42:54.201737+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:54.407691+00:00,,residual_search_lane_002,,"""Dry Ridge"" ""KY"" ""2015"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-413f595589602e9d7ebd47d8,,RESIDUAL-d9b4e2c2313c575d0a192866,False,,RESCALL-4adb8963f2870b1cfb7be89d,2026-08-05T03:42:54.307992+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:54.518786+00:00,,residual_search_lane_002,,"""Dry Ridge"" ""KY"" 2015 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-413f595589602e9d7ebd47d8,,RESIDUAL-d9b4e2c2313c575d0a192866,False,RESCALL-4adb8963f2870b1cfb7be89d,RESCALL-038f935d74c84d331707def0,2026-08-05T03:42:54.407790+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:54.615840+00:00,,residual_search_lane_002,,"""Dublin"" ""OH"" ""2016"" police police employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier across_the_board_raise municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-dd25e64a2c50161bb8ba0b66,,RESIDUAL-9e92a34afd1619348197de27,False,,RESCALL-007815de1f2df7f2589c856e,2026-08-05T03:42:54.519271+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:54.806937+00:00,,residual_search_lane_002,,"""Dublin"" ""OH"" 2016 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-dd25e64a2c50161bb8ba0b66,,RESIDUAL-9e92a34afd1619348197de27,False,RESCALL-007815de1f2df7f2589c856e,RESCALL-e60bffca68a19846b6643bbe,2026-08-05T03:42:54.615955+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:54.946091+00:00,,residual_search_lane_002,,"""Dublin"" ""OH"" ""2017"" police police applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-8b469063d015d32a257f54b6,,RESIDUAL-d95951792fe792a64490015a,False,,RESCALL-0120292d25cfb33d4872efc7,2026-08-05T03:42:54.807878+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:55.061831+00:00,,residual_search_lane_002,,"""Dublin"" ""OH"" 2017 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-8b469063d015d32a257f54b6,,RESIDUAL-d95951792fe792a64490015a,False,RESCALL-0120292d25cfb33d4872efc7,RESCALL-d3ab75f2c66099dcce1c2b30,2026-08-05T03:42:54.946190+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:55.251603+00:00,,residual_search_lane_002,,"""Dublin"" ""OH"" ""2017"" police police authorized positions, filled positions, vacancy rate, layoffs, attrition non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-5ea90850bb63837a30bb87ac,,RESIDUAL-153f0119f6a042962c94019b,False,,RESCALL-9a985958111d6730cd1d9fcc,2026-08-05T03:42:55.062284+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:55.343267+00:00,,residual_search_lane_002,,"""Dublin"" ""OH"" 2017 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-5ea90850bb63837a30bb87ac,,RESIDUAL-153f0119f6a042962c94019b,False,RESCALL-9a985958111d6730cd1d9fcc,RESCALL-673f7b68320c86588223291f,2026-08-05T03:42:55.251780+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:55.436839+00:00,,residual_search_lane_002,,"""Dublin"" ""OH"" ""2019"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-3aa200491d487c4fd6090f5e,,RESIDUAL-5a163e49ccd89d7daf63b90e,False,,RESCALL-55809157a2ba3bb0d4e2d1ec,2026-08-05T03:42:55.343962+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:55.529800+00:00,,residual_search_lane_002,,"""Dublin"" ""OH"" 2019 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-3aa200491d487c4fd6090f5e,,RESIDUAL-5a163e49ccd89d7daf63b90e,False,RESCALL-55809157a2ba3bb0d4e2d1ec,RESCALL-faf36c15d7d614a263dfd769,2026-08-05T03:42:55.436934+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:55.646232+00:00,,residual_search_lane_002,,"""Dublin"" ""OH"" ""2021"" unclear unclear payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-4f996c794c46518883353b39,,RESIDUAL-6d4cb2086bbd5d577303366b,False,,RESCALL-d2f683e2069f3c52b0645382,2026-08-05T03:42:55.530285+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:55.837101+00:00,,residual_search_lane_002,,"""Dublin"" ""OH"" 2021 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-4f996c794c46518883353b39,,RESIDUAL-6d4cb2086bbd5d577303366b,False,RESCALL-d2f683e2069f3c52b0645382,RESCALL-796688a2c5751229bce20ef9,2026-08-05T03:42:55.646332+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:55.928075+00:00,,residual_search_lane_002,,"""Duck"" ""NC"" ""2024"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-fc84a2bccb7a63a395712ef5,,RESIDUAL-c3d9ff7fa33381fa0ea62ea0,False,,RESCALL-e22ef17a8b6a058f242c5b04,2026-08-05T03:42:55.837612+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:56.017281+00:00,,residual_search_lane_002,,"""Duck"" ""NC"" 2024 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-fc84a2bccb7a63a395712ef5,,RESIDUAL-c3d9ff7fa33381fa0ea62ea0,False,RESCALL-e22ef17a8b6a058f242c5b04,RESCALL-465ffcc5f8cb020f472a149d,2026-08-05T03:42:55.928171+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:56.119384+00:00,,residual_search_lane_002,,"""Duluth"" ""MN"" ""2025"" fire fire authorized positions, filled positions, vacancy rate, layoffs, attrition non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-3b33f2c047b8411558444208,,RESIDUAL-8727732cdffe83bd0ba44591,False,,RESCALL-cbb653fec0a1348999f3ef3f,2026-08-05T03:42:56.017727+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:56.299933+00:00,,residual_search_lane_002,,"""Duluth"" ""MN"" 2025 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-3b33f2c047b8411558444208,,RESIDUAL-8727732cdffe83bd0ba44591,False,RESCALL-cbb653fec0a1348999f3ef3f,RESCALL-acdbf959a90e7a5dfabee804,2026-08-05T03:42:56.119464+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:56.403068+00:00,,residual_search_lane_002,,"""Duluth"" ""MN"" ""2026"" fire fire actual wages paid, total earnings, overtime, premiums, retroactive payments non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-eaa5181b4f96d172d9c27631,,RESIDUAL-504b3909a9921ced23b05564,False,,RESCALL-d489d9a3e515c9bcbd55d9bd,2026-08-05T03:42:56.300359+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:56.494198+00:00,,residual_search_lane_002,,"""Duluth"" ""MN"" 2026 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-eaa5181b4f96d172d9c27631,,RESIDUAL-504b3909a9921ced23b05564,False,RESCALL-d489d9a3e515c9bcbd55d9bd,RESCALL-2ac5501e6bc9f0b02e50a4e2,2026-08-05T03:42:56.403174+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:56.583106+00:00,,residual_search_lane_002,,"""Dunellen"" ""NJ"" ""undated-source-B4X2500LIVE-20260729-006214"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-90357cd0cf1f8d91a9ffda43,,RESIDUAL-988147f06e94afa84c508e0c,False,,RESCALL-03db3f81c1f543a6f951f3af,2026-08-05T03:42:56.494818+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:56.677965+00:00,,residual_search_lane_002,,"""Dunellen"" ""NJ"" undated-source-B4X2500LIVE-20260729-006214 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-90357cd0cf1f8d91a9ffda43,,RESIDUAL-988147f06e94afa84c508e0c,False,RESCALL-03db3f81c1f543a6f951f3af,RESCALL-b13c93967ca5ccf2df5c9bfd,2026-08-05T03:42:56.583197+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:56.870721+00:00,,residual_search_lane_002,,"""Dunkerton"" ""IA"" ""2020"" unclear unclear payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-9235edf4eec538bf6a658c9d,,RESIDUAL-c41c2d41e2244d575c16791a,False,,RESCALL-e44d13b147bacef84139901c,2026-08-05T03:42:56.678352+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:56.994161+00:00,,residual_search_lane_002,,"""Dunkerton"" ""IA"" 2020 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-9235edf4eec538bf6a658c9d,,RESIDUAL-c41c2d41e2244d575c16791a,False,RESCALL-e44d13b147bacef84139901c,RESCALL-49b1887197d85efb312ba731,2026-08-05T03:42:56.870817+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:57.085801+00:00,,residual_search_lane_002,,"""Dunkirk"" ""NY"" ""undated-source-BRMGRS-20260802-643b966bab9cc0466d0c18b9"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-db045130716273770b8f6798,,RESIDUAL-672c5599acf1e4c4cead90f3,False,,RESCALL-009032e62b096fe3d9e93e17,2026-08-05T03:42:56.994541+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:57.178569+00:00,,residual_search_lane_002,,"""Dunkirk"" ""NY"" undated-source-BRMGRS-20260802-643b966bab9cc0466d0c18b9 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-db045130716273770b8f6798,,RESIDUAL-672c5599acf1e4c4cead90f3,False,RESCALL-009032e62b096fe3d9e93e17,RESCALL-225862cbcc81f9a0754d31d7,2026-08-05T03:42:57.085884+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:57.348662+00:00,,residual_search_lane_002,,"""Dunn"" ""WI"" ""undated-source-BRMGRS-20260802-0a364f2bb4951b3a0cb015fd"" police police authorized positions, filled positions, vacancy rate, layoffs, attrition budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-cee35235bca1852cba8a4cd0,,RESIDUAL-d2169c4ec9860030b706f4c6,False,,RESCALL-bc4a6d21c6e2a5c4b415405b,2026-08-05T03:42:57.178965+00:00,backend_or_parse_error,
repair,0,,2026-08-05T03:42:57.452927+00:00,,residual_search_lane_002,,"""Dunn"" ""WI"" undated-source-BRMGRS-20260802-0a364f2bb4951b3a0cb015fd staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",wave2_event_specific_repair_v1,EXTTARGET-cee35235bca1852cba8a4cd0,,RESIDUAL-d2169c4ec9860030b706f4c6,False,RESCALL-bc4a6d21c6e2a5c4b415405b,RESCALL-6309bc32c43074dffaaa8f9f,2026-08-05T03:42:57.348915+00:00,backend_or_parse_error,
production_primary,0,,2026-08-05T03:42:57.544431+00:00,,residual_search_lane_002,,"""Dunnellon"" ""FL"" ""2024"" unclear unclear actual wages paid, total earnings, overtime, premiums, retroactive payments retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-b80209e0d508bc5d189cf8be,,RESIDUAL-5135bdf87df86bf14ea48fb5,False,,RESCALL-4e3cff02c900b3a69825d0f9,2026-08-05T03:42:57.453320+00:00,backend_or_parse_error,
