raw_row_number,raw_target_id,classification,prior_compacted_target_id,raw_resolution,terminal_without_search
3268,EXTTARGET-96e851ea57aacb1a1741f007,residual,EXTSEARCH-7287329fcdba66c4157c3e79,linked_to_compacted_live_target,
3269,EXTTARGET-07f4dce57bae46c8b712d6d8,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3270,EXTTARGET-664fda9c5468a338e96d82a1,residual,EXTSEARCH-af56176ac23a03269780276f,linked_to_compacted_live_target,
3271,EXTTARGET-6651d10ecdff273f72d58428,residual,EXTSEARCH-af56176ac23a03269780276f,linked_to_compacted_live_target,
3272,EXTTARGET-a0f67f86c2695679630bb563,residual,EXTSEARCH-af56176ac23a03269780276f,linked_to_compacted_live_target,
3273,EXTTARGET-75fe828ba5c24089dd99dab7,residual,EXTSEARCH-af56176ac23a03269780276f,linked_to_compacted_live_target,
3274,EXTTARGET-52f64654d9862405bc34bbf5,canonical_primary_representative,EXTSEARCH-af56176ac23a03269780276f,linked_to_compacted_live_target,prior_wave_primary_representative
3275,EXTTARGET-f348a8e57321d53bda9c0751,residual,EXTSEARCH-af56176ac23a03269780276f,linked_to_compacted_live_target,
3276,EXTTARGET-940ee3e68795041778d68c5f,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3277,EXTTARGET-664fda9c5468a338e96d82a1,residual,EXTSEARCH-af56176ac23a03269780276f,linked_to_compacted_live_target,
3278,EXTTARGET-6651d10ecdff273f72d58428,residual,EXTSEARCH-af56176ac23a03269780276f,linked_to_compacted_live_target,
3279,EXTTARGET-a0f67f86c2695679630bb563,residual,EXTSEARCH-af56176ac23a03269780276f,linked_to_compacted_live_target,
3280,EXTTARGET-75fe828ba5c24089dd99dab7,residual,EXTSEARCH-af56176ac23a03269780276f,linked_to_compacted_live_target,
3281,EXTTARGET-52f64654d9862405bc34bbf5,residual,EXTSEARCH-af56176ac23a03269780276f,linked_to_compacted_live_target,
3282,EXTTARGET-f348a8e57321d53bda9c0751,residual,EXTSEARCH-af56176ac23a03269780276f,linked_to_compacted_live_target,
3283,EXTTARGET-940ee3e68795041778d68c5f,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3284,EXTTARGET-537483cb44da8a32ef02ba94,residual,EXTSEARCH-242f022a22b5dc8d7efd38c7,linked_to_compacted_live_target,
3285,EXTTARGET-0f9363385d20cdacc9c0a175,residual,EXTSEARCH-242f022a22b5dc8d7efd38c7,linked_to_compacted_live_target,
3286,EXTTARGET-8678a2c044acdbbf66494526,residual,EXTSEARCH-242f022a22b5dc8d7efd38c7,linked_to_compacted_live_target,
3287,EXTTARGET-ef08fc2bcdb72fa5915583d4,residual,EXTSEARCH-242f022a22b5dc8d7efd38c7,linked_to_compacted_live_target,
3288,EXTTARGET-105bae584d09ff2235848c0c,residual,EXTSEARCH-242f022a22b5dc8d7efd38c7,linked_to_compacted_live_target,
3289,EXTTARGET-0ef0284b2b74562780f9e46a,canonical_primary_representative,EXTSEARCH-242f022a22b5dc8d7efd38c7,linked_to_compacted_live_target,prior_wave_primary_representative
3290,EXTTARGET-e4ac492d7e5c7a9847cb59c0,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3291,EXTTARGET-373add322afea9ea2b388c9b,residual,EXTSEARCH-7056d043e3195fe1fd76cbb1,linked_to_compacted_live_target,
3292,EXTTARGET-38c532ae27167948a113c6a2,residual,EXTSEARCH-7056d043e3195fe1fd76cbb1,linked_to_compacted_live_target,
3293,EXTTARGET-c4b027a002ff67a1fca765ef,residual,EXTSEARCH-7056d043e3195fe1fd76cbb1,linked_to_compacted_live_target,
3294,EXTTARGET-708043045da33ae21a8d7ac9,residual,EXTSEARCH-7056d043e3195fe1fd76cbb1,linked_to_compacted_live_target,
3295,EXTTARGET-909950633e58e5cd7dfaeaca,residual,EXTSEARCH-7056d043e3195fe1fd76cbb1,linked_to_compacted_live_target,
3296,EXTTARGET-36882e6ec1275bb1ea1445de,canonical_primary_representative,EXTSEARCH-7056d043e3195fe1fd76cbb1,linked_to_compacted_live_target,prior_wave_primary_representative
3297,EXTTARGET-766c230aed18d560ea3b5a04,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3298,EXTTARGET-32c53c20db77db5ec0c17a4f,canonical_primary_representative,EXTSEARCH-2e2c10c5c510970032287ecb,linked_to_compacted_live_target,prior_wave_primary_representative
3299,EXTTARGET-62e54bc22bbbc2f34ad573ae,residual,EXTSEARCH-2e2c10c5c510970032287ecb,linked_to_compacted_live_target,
3300,EXTTARGET-7eb94ec58f8a69c3b60de382,residual,EXTSEARCH-2e2c10c5c510970032287ecb,linked_to_compacted_live_target,
3301,EXTTARGET-9cb5d1fe737aff37d3fa07bb,residual,EXTSEARCH-2e2c10c5c510970032287ecb,linked_to_compacted_live_target,
3302,EXTTARGET-ab26139c86ed0b948991bf16,residual,EXTSEARCH-2e2c10c5c510970032287ecb,linked_to_compacted_live_target,
3303,EXTTARGET-51b7cd0a2b14b0c69fff8929,residual,EXTSEARCH-2e2c10c5c510970032287ecb,linked_to_compacted_live_target,
3304,EXTTARGET-c088150dcb0e299a14d4f413,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3305,EXTTARGET-faeb6754f7612b3428045b2c,residual,EXTSEARCH-0c3b49a0facce14cb6784427,linked_to_compacted_live_target,
3306,EXTTARGET-b9c18722f6a3938cbdfb8e1b,residual,EXTSEARCH-0c3b49a0facce14cb6784427,linked_to_compacted_live_target,
3307,EXTTARGET-3ad60072a29a41b7a45af97f,canonical_primary_representative,EXTSEARCH-0c3b49a0facce14cb6784427,linked_to_compacted_live_target,prior_wave_primary_representative
3308,EXTTARGET-90daed309b5bfa20769802ef,residual,EXTSEARCH-0c3b49a0facce14cb6784427,linked_to_compacted_live_target,
3309,EXTTARGET-8c5c6b4ac734eda08d94926f,residual,EXTSEARCH-0c3b49a0facce14cb6784427,linked_to_compacted_live_target,
3310,EXTTARGET-a7e2049c2115a857fd9d40b9,residual,EXTSEARCH-0c3b49a0facce14cb6784427,linked_to_compacted_live_target,
3311,EXTTARGET-5afdf1c212e6f3b75a40ab78,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3312,EXTTARGET-527192e455321ba776a22571,residual,EXTSEARCH-0cb3058b250bee27de42e8d6,linked_to_compacted_live_target,
3313,EXTTARGET-43c16eeb0bf6838b01beff37,residual,EXTSEARCH-0cb3058b250bee27de42e8d6,linked_to_compacted_live_target,
3314,EXTTARGET-e5296e533a659e1118cc0015,residual,EXTSEARCH-0cb3058b250bee27de42e8d6,linked_to_compacted_live_target,
3315,EXTTARGET-3c385208855c772bcd00e69d,canonical_primary_representative,EXTSEARCH-0cb3058b250bee27de42e8d6,linked_to_compacted_live_target,prior_wave_primary_representative
3316,EXTTARGET-b413d85577b2bb9836ee5431,residual,EXTSEARCH-0cb3058b250bee27de42e8d6,linked_to_compacted_live_target,
3317,EXTTARGET-4307ccf4a4302a541fe6cb7c,residual,EXTSEARCH-0cb3058b250bee27de42e8d6,linked_to_compacted_live_target,
3318,EXTTARGET-427060b5d0776ab6d33258b5,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3319,EXTTARGET-0e54b3eb75f7699162f09042,canonical_primary_representative,EXTSEARCH-b26ff26464f6b8fb52e13014,linked_to_compacted_live_target,prior_wave_primary_representative
3320,EXTTARGET-c28d5a3e51eb2f560ef3df77,residual,EXTSEARCH-b26ff26464f6b8fb52e13014,linked_to_compacted_live_target,
3321,EXTTARGET-a2a35d22a2a78cf9f7f24e12,residual,EXTSEARCH-b26ff26464f6b8fb52e13014,linked_to_compacted_live_target,
3322,EXTTARGET-82982cf8ce272ee572f77718,residual,EXTSEARCH-b26ff26464f6b8fb52e13014,linked_to_compacted_live_target,
3323,EXTTARGET-376b9d1cabd75845cb6dd245,residual,EXTSEARCH-b26ff26464f6b8fb52e13014,linked_to_compacted_live_target,
3324,EXTTARGET-c6c74c14a50be9ab81aa7582,residual,EXTSEARCH-b26ff26464f6b8fb52e13014,linked_to_compacted_live_target,
3325,EXTTARGET-643fe5f8436545da6e632905,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3326,EXTTARGET-a5014d22eebec74ea9aeb179,residual,EXTSEARCH-fa9f843621186337d87c4bb4,linked_to_compacted_live_target,
3327,EXTTARGET-92510e00ca8243c7000087ed,residual,EXTSEARCH-fa9f843621186337d87c4bb4,linked_to_compacted_live_target,
3328,EXTTARGET-1869282e4eb3befeb827a493,canonical_primary_representative,EXTSEARCH-fa9f843621186337d87c4bb4,linked_to_compacted_live_target,prior_wave_primary_representative
3329,EXTTARGET-9755cf3266f7f6829243d697,residual,EXTSEARCH-fa9f843621186337d87c4bb4,linked_to_compacted_live_target,
3330,EXTTARGET-552df36af6820ee938810a02,residual,EXTSEARCH-fa9f843621186337d87c4bb4,linked_to_compacted_live_target,
3331,EXTTARGET-eac3bb3d64c144d0793f0a6e,residual,EXTSEARCH-fa9f843621186337d87c4bb4,linked_to_compacted_live_target,
3332,EXTTARGET-9007194645bd8324baab830a,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3333,EXTTARGET-aa8c7491e378ab6acf33a1db,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3334,EXTTARGET-e958de5c0c49552cb0fd2a81,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3335,EXTTARGET-5d488cc89ae8bcc929ddf42f,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3336,EXTTARGET-05cd0c48a3a0c1b9aa8b84db,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3337,EXTTARGET-2d5eb237d6a74308ea6588b4,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3338,EXTTARGET-f8651c7d3af6f491543152c2,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3339,EXTTARGET-0b29d9bab27b7aeebe2f044e,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3340,EXTTARGET-6ad56acfca508c984aee869d,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3341,EXTTARGET-058aeb9c5e5d0db16033bc02,canonical_primary_representative,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,prior_wave_primary_representative
3342,EXTTARGET-581e2c25d61e821241d526fa,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3343,EXTTARGET-1d7e5444a92b0bb72201dadb,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3344,EXTTARGET-5dc505cbc87fb264fd8a3c27,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3345,EXTTARGET-5aa9bf0f834cf9d52cb6f55f,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3346,EXTTARGET-ef90b17578cacae875e3228c,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3347,EXTTARGET-be00b004e4d13bc1ca13ab31,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3348,EXTTARGET-69697515dce3bcab8d6f32d2,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3349,EXTTARGET-7cc919e99b216bdaa6f218ff,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3350,EXTTARGET-bf17a5dc9a3ecd1a0db4c059,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3351,EXTTARGET-75d2800a88ffcb66eb4c4ec2,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3352,EXTTARGET-218d35c2c8607da43a287505,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3353,EXTTARGET-afaac658d23aaa5b10456281,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3354,EXTTARGET-be00b004e4d13bc1ca13ab31,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3355,EXTTARGET-69697515dce3bcab8d6f32d2,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3356,EXTTARGET-7cc919e99b216bdaa6f218ff,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3357,EXTTARGET-bf17a5dc9a3ecd1a0db4c059,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3358,EXTTARGET-75d2800a88ffcb66eb4c4ec2,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3359,EXTTARGET-218d35c2c8607da43a287505,residual,EXTSEARCH-c33a1287f40c81b9d057f18d,linked_to_compacted_live_target,
3360,EXTTARGET-afaac658d23aaa5b10456281,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3361,EXTTARGET-8806df49d2619cc0bdd4c63f,residual,EXTSEARCH-1102335ec3ede906aee6d018,linked_to_compacted_live_target,
3362,EXTTARGET-d8009eccf23f58fe53278484,residual,EXTSEARCH-1102335ec3ede906aee6d018,linked_to_compacted_live_target,
3363,EXTTARGET-a7099777ee2da02de02bc8ec,residual,EXTSEARCH-1102335ec3ede906aee6d018,linked_to_compacted_live_target,
3364,EXTTARGET-970381834dc30f05a7164782,residual,EXTSEARCH-1102335ec3ede906aee6d018,linked_to_compacted_live_target,
3365,EXTTARGET-fa9eb97e96051c8867aa4641,residual,EXTSEARCH-1102335ec3ede906aee6d018,linked_to_compacted_live_target,
3366,EXTTARGET-246c338e321968f72db920fc,canonical_primary_representative,EXTSEARCH-1102335ec3ede906aee6d018,linked_to_compacted_live_target,prior_wave_primary_representative
3367,EXTTARGET-415134485e307b9b01dd044d,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3368,EXTTARGET-45f6118378bc534c2a9dc4fb,residual,EXTSEARCH-f8e74d04568fcabd3da228c5,linked_to_compacted_live_target,
3369,EXTTARGET-cd626ab810a11d87e731bb41,residual,EXTSEARCH-f8e74d04568fcabd3da228c5,linked_to_compacted_live_target,
3370,EXTTARGET-7484ba0efba53d957427646a,residual,EXTSEARCH-f8e74d04568fcabd3da228c5,linked_to_compacted_live_target,
3371,EXTTARGET-7e8a8ceeefef324cd065f2fd,residual,EXTSEARCH-f8e74d04568fcabd3da228c5,linked_to_compacted_live_target,
3372,EXTTARGET-a61ebee55caa949830459af8,residual,EXTSEARCH-f8e74d04568fcabd3da228c5,linked_to_compacted_live_target,
3373,EXTTARGET-051c3ed3b8aa2c1e6d49d965,canonical_primary_representative,EXTSEARCH-f8e74d04568fcabd3da228c5,linked_to_compacted_live_target,prior_wave_primary_representative
3374,EXTTARGET-62892c713c66335b9bc50102,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3375,EXTTARGET-45f6118378bc534c2a9dc4fb,residual,EXTSEARCH-f8e74d04568fcabd3da228c5,linked_to_compacted_live_target,
3376,EXTTARGET-cd626ab810a11d87e731bb41,residual,EXTSEARCH-f8e74d04568fcabd3da228c5,linked_to_compacted_live_target,
3377,EXTTARGET-7484ba0efba53d957427646a,residual,EXTSEARCH-f8e74d04568fcabd3da228c5,linked_to_compacted_live_target,
3378,EXTTARGET-7e8a8ceeefef324cd065f2fd,residual,EXTSEARCH-f8e74d04568fcabd3da228c5,linked_to_compacted_live_target,
3379,EXTTARGET-a61ebee55caa949830459af8,residual,EXTSEARCH-f8e74d04568fcabd3da228c5,linked_to_compacted_live_target,
3380,EXTTARGET-051c3ed3b8aa2c1e6d49d965,residual,EXTSEARCH-f8e74d04568fcabd3da228c5,linked_to_compacted_live_target,
3381,EXTTARGET-62892c713c66335b9bc50102,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3382,EXTTARGET-01651832ef7c5749af23e525,canonical_primary_representative,EXTSEARCH-cfd175fde7a7e0431e008a4f,linked_to_compacted_live_target,prior_wave_primary_representative
3383,EXTTARGET-57edff61609bfe7bc5dd32a4,residual,EXTSEARCH-cfd175fde7a7e0431e008a4f,linked_to_compacted_live_target,
3384,EXTTARGET-fe85d2a5aa3283281f20a3d2,residual,EXTSEARCH-cfd175fde7a7e0431e008a4f,linked_to_compacted_live_target,
3385,EXTTARGET-4599d5ec445c00d95a497bf6,residual,EXTSEARCH-cfd175fde7a7e0431e008a4f,linked_to_compacted_live_target,
3386,EXTTARGET-52a4170ef3e0ec172cadd3ce,residual,EXTSEARCH-cfd175fde7a7e0431e008a4f,linked_to_compacted_live_target,
3387,EXTTARGET-5d0754d1713051e4b014081f,residual,EXTSEARCH-cfd175fde7a7e0431e008a4f,linked_to_compacted_live_target,
3388,EXTTARGET-d8b2665b62a2f37fa263aff4,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3389,EXTTARGET-01651832ef7c5749af23e525,residual,EXTSEARCH-cfd175fde7a7e0431e008a4f,linked_to_compacted_live_target,
3390,EXTTARGET-57edff61609bfe7bc5dd32a4,residual,EXTSEARCH-cfd175fde7a7e0431e008a4f,linked_to_compacted_live_target,
3391,EXTTARGET-fe85d2a5aa3283281f20a3d2,residual,EXTSEARCH-cfd175fde7a7e0431e008a4f,linked_to_compacted_live_target,
3392,EXTTARGET-4599d5ec445c00d95a497bf6,residual,EXTSEARCH-cfd175fde7a7e0431e008a4f,linked_to_compacted_live_target,
3393,EXTTARGET-52a4170ef3e0ec172cadd3ce,residual,EXTSEARCH-cfd175fde7a7e0431e008a4f,linked_to_compacted_live_target,
3394,EXTTARGET-5d0754d1713051e4b014081f,residual,EXTSEARCH-cfd175fde7a7e0431e008a4f,linked_to_compacted_live_target,
3395,EXTTARGET-d8b2665b62a2f37fa263aff4,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3396,EXTTARGET-52a40e6d3d01bc768a391800,residual,EXTSEARCH-e5e864f141d1af9358c9b29e,linked_to_compacted_live_target,
3397,EXTTARGET-cd5b4f71bb0f111f62366269,residual,EXTSEARCH-e5e864f141d1af9358c9b29e,linked_to_compacted_live_target,
3398,EXTTARGET-8a8f03ac3912a64610ffbc37,residual,EXTSEARCH-e5e864f141d1af9358c9b29e,linked_to_compacted_live_target,
3399,EXTTARGET-4d8894dbd3ef046df927419a,canonical_primary_representative,EXTSEARCH-e5e864f141d1af9358c9b29e,linked_to_compacted_live_target,prior_wave_primary_representative
3400,EXTTARGET-9bfb1bd0c4274a374eb35ecd,residual,EXTSEARCH-e5e864f141d1af9358c9b29e,linked_to_compacted_live_target,
3401,EXTTARGET-88debdfad1b1871e613a9bbe,residual,EXTSEARCH-e5e864f141d1af9358c9b29e,linked_to_compacted_live_target,
3402,EXTTARGET-090fc506e47ce8bb3187df9d,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3403,EXTTARGET-f597a75ca8a2116c4dfb8c33,residual,EXTSEARCH-2388817bfe96ce03d114425f,linked_to_compacted_live_target,
3404,EXTTARGET-19259ce0aa6c48b1345c5d01,residual,EXTSEARCH-2388817bfe96ce03d114425f,linked_to_compacted_live_target,
3405,EXTTARGET-65b6c10e013890898292e0a5,residual,EXTSEARCH-2388817bfe96ce03d114425f,linked_to_compacted_live_target,
3406,EXTTARGET-9a39c09e194270c6ac84c0fd,residual,EXTSEARCH-2388817bfe96ce03d114425f,linked_to_compacted_live_target,
3407,EXTTARGET-52a74037a5c20b84f014d69f,residual,EXTSEARCH-2388817bfe96ce03d114425f,linked_to_compacted_live_target,
3408,EXTTARGET-036f8aa848c00f61473bce4e,canonical_primary_representative,EXTSEARCH-2388817bfe96ce03d114425f,linked_to_compacted_live_target,prior_wave_primary_representative
3409,EXTTARGET-3f292d82d1e8a3e08b11087b,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3410,EXTTARGET-3de0727f587da00ba861face,residual,EXTSEARCH-25cf3f9c38543d4bd4668e8d,linked_to_compacted_live_target,
3411,EXTTARGET-8e1332ef648570c0d17fa8c2,residual,EXTSEARCH-25cf3f9c38543d4bd4668e8d,linked_to_compacted_live_target,
3412,EXTTARGET-3afdfeff14facf839ed57e41,residual,EXTSEARCH-25cf3f9c38543d4bd4668e8d,linked_to_compacted_live_target,
3413,EXTTARGET-e58bfb7eb6be62b71b6d26e6,residual,EXTSEARCH-25cf3f9c38543d4bd4668e8d,linked_to_compacted_live_target,
3414,EXTTARGET-a165e16ef52e9f9843f74cbc,residual,EXTSEARCH-25cf3f9c38543d4bd4668e8d,linked_to_compacted_live_target,
3415,EXTTARGET-e10ea89103c2e8fe8170b7fb,residual,EXTSEARCH-25cf3f9c38543d4bd4668e8d,linked_to_compacted_live_target,
3416,EXTTARGET-f6acd0015ca3ddd9f73a86b5,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3417,EXTTARGET-a0ff6def3db039e7d3cdee06,residual,EXTSEARCH-25cf3f9c38543d4bd4668e8d,linked_to_compacted_live_target,
3418,EXTTARGET-02ab8d32dde0fd108fdba291,canonical_primary_representative,EXTSEARCH-25cf3f9c38543d4bd4668e8d,linked_to_compacted_live_target,prior_wave_primary_representative
3419,EXTTARGET-b78d6434385463632b855f55,residual,EXTSEARCH-25cf3f9c38543d4bd4668e8d,linked_to_compacted_live_target,
3420,EXTTARGET-30002aa4beea8c11b1cd20c5,residual,EXTSEARCH-25cf3f9c38543d4bd4668e8d,linked_to_compacted_live_target,
3421,EXTTARGET-480d26acf792a9ad003fa2ba,residual,EXTSEARCH-25cf3f9c38543d4bd4668e8d,linked_to_compacted_live_target,
3422,EXTTARGET-da96be2a566717fe93b8b226,residual,EXTSEARCH-25cf3f9c38543d4bd4668e8d,linked_to_compacted_live_target,
3423,EXTTARGET-100f602dba957d49cfbfeea4,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3424,EXTTARGET-cdf98096a7ec91850c21982d,residual,EXTSEARCH-625bd282f6c1cd88b68d80d2,linked_to_compacted_live_target,
3425,EXTTARGET-71d5639db1a7ccd5d89554c3,residual,EXTSEARCH-625bd282f6c1cd88b68d80d2,linked_to_compacted_live_target,
3426,EXTTARGET-6c6cabce8a00ae9707b4602f,residual,EXTSEARCH-625bd282f6c1cd88b68d80d2,linked_to_compacted_live_target,
3427,EXTTARGET-3fe8144f2ba99e918eaa131b,canonical_primary_representative,EXTSEARCH-625bd282f6c1cd88b68d80d2,linked_to_compacted_live_target,prior_wave_primary_representative
3428,EXTTARGET-afff9b1428ad9e9bcb331e43,residual,EXTSEARCH-625bd282f6c1cd88b68d80d2,linked_to_compacted_live_target,
3429,EXTTARGET-e3a7a555baf913bc48b0c3cd,residual,EXTSEARCH-625bd282f6c1cd88b68d80d2,linked_to_compacted_live_target,
3430,EXTTARGET-9aeb56cb13f8cc0cab853b6c,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3431,EXTTARGET-7e514ddfc3d0696327aa796a,residual,EXTSEARCH-76464f4dcddf0f980343e7aa,linked_to_compacted_live_target,
3432,EXTTARGET-fbe150c6ddb8149d4bdb3429,residual,EXTSEARCH-76464f4dcddf0f980343e7aa,linked_to_compacted_live_target,
3433,EXTTARGET-16bc8ddb8c696d9b2710ecd9,residual,EXTSEARCH-76464f4dcddf0f980343e7aa,linked_to_compacted_live_target,
3434,EXTTARGET-93bba3b96dbc0e086ad4575c,residual,EXTSEARCH-76464f4dcddf0f980343e7aa,linked_to_compacted_live_target,
3435,EXTTARGET-23ec263319b62728d9f26b35,residual,EXTSEARCH-76464f4dcddf0f980343e7aa,linked_to_compacted_live_target,
3436,EXTTARGET-09a7cb990e7980e7d30cc48c,canonical_primary_representative,EXTSEARCH-76464f4dcddf0f980343e7aa,linked_to_compacted_live_target,prior_wave_primary_representative
3437,EXTTARGET-1cdd8a495f701a05c865b730,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3438,EXTTARGET-7e514ddfc3d0696327aa796a,residual,EXTSEARCH-76464f4dcddf0f980343e7aa,linked_to_compacted_live_target,
3439,EXTTARGET-fbe150c6ddb8149d4bdb3429,residual,EXTSEARCH-76464f4dcddf0f980343e7aa,linked_to_compacted_live_target,
3440,EXTTARGET-16bc8ddb8c696d9b2710ecd9,residual,EXTSEARCH-76464f4dcddf0f980343e7aa,linked_to_compacted_live_target,
3441,EXTTARGET-93bba3b96dbc0e086ad4575c,residual,EXTSEARCH-76464f4dcddf0f980343e7aa,linked_to_compacted_live_target,
3442,EXTTARGET-23ec263319b62728d9f26b35,residual,EXTSEARCH-76464f4dcddf0f980343e7aa,linked_to_compacted_live_target,
3443,EXTTARGET-09a7cb990e7980e7d30cc48c,residual,EXTSEARCH-76464f4dcddf0f980343e7aa,linked_to_compacted_live_target,
3444,EXTTARGET-1cdd8a495f701a05c865b730,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3445,EXTTARGET-e9dca7113dad2a4185900b0c,residual,EXTSEARCH-1a36188444d6fcca45eda395,linked_to_compacted_live_target,
3446,EXTTARGET-57d87f3dc43b5b356b9333df,residual,EXTSEARCH-1a36188444d6fcca45eda395,linked_to_compacted_live_target,
3447,EXTTARGET-1d3956ce9af023e85d39cbd2,canonical_primary_representative,EXTSEARCH-1a36188444d6fcca45eda395,linked_to_compacted_live_target,prior_wave_primary_representative
3448,EXTTARGET-ecb023352a435a0b2dd31cc7,residual,EXTSEARCH-1a36188444d6fcca45eda395,linked_to_compacted_live_target,
3449,EXTTARGET-32535160e604df445861c4bd,residual,EXTSEARCH-1a36188444d6fcca45eda395,linked_to_compacted_live_target,
3450,EXTTARGET-9f0a434c23d9149a67b2cd34,residual,EXTSEARCH-1a36188444d6fcca45eda395,linked_to_compacted_live_target,
3451,EXTTARGET-0e928621e17df9b7e2441164,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3452,EXTTARGET-5f350b9a298aecc6e8b94bc8,residual,EXTSEARCH-1a36188444d6fcca45eda395,linked_to_compacted_live_target,
3453,EXTTARGET-5ff5aabedc1b43da825a127b,residual,EXTSEARCH-1a36188444d6fcca45eda395,linked_to_compacted_live_target,
3454,EXTTARGET-dc0a7d76d22e4d4b1e82fb0a,residual,EXTSEARCH-1a36188444d6fcca45eda395,linked_to_compacted_live_target,
3455,EXTTARGET-e0cb93791d50d2acf87356d7,residual,EXTSEARCH-1a36188444d6fcca45eda395,linked_to_compacted_live_target,
3456,EXTTARGET-6f1a3ff62a6a2e61cab2ea14,residual,EXTSEARCH-1a36188444d6fcca45eda395,linked_to_compacted_live_target,
3457,EXTTARGET-534feb13ab74170b4fe3b0b1,residual,EXTSEARCH-1a36188444d6fcca45eda395,linked_to_compacted_live_target,
3458,EXTTARGET-2af2367d1ae12286653adc2c,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
3459,EXTTARGET-203374410a8a48f55ce6b594,residual,EXTSEARCH-43acc823e35876af9ee2d008,linked_to_compacted_live_target,
3460,EXTTARGET-97aabd4ac4be3e9593b8f8d4,residual,EXTSEARCH-43acc823e35876af9ee2d008,linked_to_compacted_live_target,
3461,EXTTARGET-e08f916bc8c4c3f057cb4e60,residual,EXTSEARCH-43acc823e35876af9ee2d008,linked_to_compacted_live_target,
