residual_target_id,raw_target_id,raw_row_number,search_wave,prior_compacted_target_id,municipality,state,period,side_scope,department_scope,external_data_family,missingness_id,missing_external_variable,current_claim_family,current_evidence_status,likely_source_family,expected_claim_upgrade,search_priority,linked_root_event_id,linked_mechanism_exposure_event_ids,query_primary,query_repair,terminal_without_search,lane_id,lane_sequence,raw_resolution,superseded_terminal_status,resume_reason,resume_required,resume_precondition
RESIDUAL-ccef51f7ecad6dffc35ae4ce,EXTTARGET-d399d2c81be625338043e208,11904,external_search_wave_002_exhaustive_residual,EXTSEARCH-e3a228db47dac0e6937d395f,Marion,OH,2021,police,police,tenure_and_progression,EXTMISS-3a28818b3c3e84ec61017234,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",cola_cpi_indexing,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-7507de84fccea43e92396f0e|ROOTCOMP-978f4831010b93223c3505f8|ROOTCOMP-ebef25654fd5a38c63286ae6,MECHEXP-10fa59c4d70b6e72e83d5e1d|MECHEXP-1dcb1b75b6dd47f4233e1372|MECHEXP-1fedd98d16b5e50d7478724a|MECHEXP-3a22072a04fd3ad67ac0b2e3|MECHEXP-3e1f987d4aa4babdfcb2d608|MECHEXP-403a26f91bb6c6ec19d5a537|MECHEXP-4e434c4ad341c9266592de86|MECHEXP-69f2e344700cd4c910b4ade7|MECHEXP-761195d35533a5df6534e925|MECHEXP-76d34e26563042d1488a7d4d|MECHEXP-7f36554e777a304a76564753|MECHEXP-8986d40e7c197913988e2a4f|MECHEXP-a4d8cd8fb1e214750448c7d5|MECHEXP-a997233b8f926537d2c70349|MECHEXP-c86c196c1d559c99870d86ab,"""Marion"" ""OH"" ""2021"" police police employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier cola_cpi_indexing municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Marion"" ""OH"" 2021 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,2122,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-ccef706f843adb4cb15c2c1f,EXTTARGET-756933a8fc0a0895129a54ad,7132,external_search_wave_002_exhaustive_residual,EXTSEARCH-035a7bc48e5649f204720c17,Geneva,IL,2022,unclear,unclear,benefits_and_total_compensation,EXTMISS-a445c63b1491b06248152711,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-3553a37a1d0e8e7aae3967a4|ROOTCOMP-7d04579c30302299d916c22b,MECHEXP-27449805d11f1b79844c2468|MECHEXP-4630e4ec92ac1fc620d2b24e|MECHEXP-5fe088633d784eafcacc5db3|MECHEXP-6b3356c1fdfd28f9f2148e3c|MECHEXP-760bfb432dd0b20a54675fb8|MECHEXP-86afa2f5290c8e470dee6ff1|MECHEXP-90a061921d474d440f823be8|MECHEXP-9bd329e0f16a35ef0e238767|MECHEXP-bc31b240e5fb56261a942e14|MECHEXP-ee2322ef5206762c94a5bf83|MECHEXP-f17143fa179c1152eb332cd8,"""Geneva"" ""IL"" ""2022"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Geneva"" ""IL"" 2022 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,1269,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-ccf011122770200b49d8bcd9,EXTTARGET-ba60d0ad471caa790462ca9c,12135,external_search_wave_002_exhaustive_residual,EXTSEARCH-998a33994334f573f29c4a27,McKees Rocks,PA,2022,unclear,unclear,tenure_and_progression,EXTMISS-359d48f3c24c5ae971dfe79c,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-e65a808a159cdf2158e4b3da,MECHEXP-0523fa77bec85355a4cd5245|MECHEXP-32fba1ec8acb80c38db5e851|MECHEXP-5f01bb0dfde44b14f94e815f|MECHEXP-61b831efd68f0295142869f2|MECHEXP-a85c38bdd3daec5a6239a3ce,"""McKees Rocks"" ""PA"" ""2022"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""McKees Rocks"" ""PA"" 2022 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,2163,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-ccf67b54bed47fb149d7ff9f,EXTTARGET-8966ee154efa54c2e4d1cf5a,8424,external_search_wave_002_exhaustive_residual,EXTSEARCH-1f72ea466a5634e0b72461ed,Harrison,OH,2019,fire,fire,recruitment_and_retention,EXTMISS-e729ced641df5f09b449b2de,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-82617645bd3ff305a898302c,MECHEXP-2699d7ee8256a4a0bd69b674|MECHEXP-89d8c6c0e94f097f510fb8f2|MECHEXP-caf1e87af0dcb8a0956cfdbc|MECHEXP-da90d82d469b592a9ab473db|MECHEXP-f7f12a87caba74d22186e89c,"""Harrison"" ""OH"" ""2019"" fire fire applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Harrison"" ""OH"" 2019 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,1499,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-cd00067de3ba4738eb2f2d33,EXTTARGET-af4337bce754e15d7d9b7489,12724,external_search_wave_002_exhaustive_residual,EXTSEARCH-1089f229b943a727e68818b1,Minatare,NE,undated-source-B4X2500LIVE-20260729-005703,unclear,unclear,implementation,EXTMISS-d640125a15cc2313e2e5fd35,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",budget_pay_plan,formally_adopted,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-fe502926182f043098a1dc90,MECHEXP-067670ad4bb9d4ee3a819198|MECHEXP-21fae68c725c2187559f25e3|MECHEXP-8133de43326ce0d6c1db8028|MECHEXP-9b4a2588df55cea9119fd36d|MECHEXP-afe00b424c5b608e7b94b84b|MECHEXP-b17878868c5baa607c53c544,"""Minatare"" ""NE"" ""undated-source-B4X2500LIVE-20260729-005703"" unclear unclear payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Minatare"" ""NE"" undated-source-B4X2500LIVE-20260729-005703 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,2268,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-cd10da215c6898a566e925f2,EXTTARGET-dcde9b98b0112e6a7aa79230,14929,external_search_wave_002_exhaustive_residual,EXTSEARCH-cde2be97f774447893d364d0,Oxford,OH,2023,police,police,implementation,EXTMISS-6548d755a9d2bf90052c489d,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-10cc33e59d00415119009d2c|ROOTCOMP-556a16461016dd4418150747,MECHEXP-0440d512d22c31a754520695|MECHEXP-0511a53814dc3f34ca60f319|MECHEXP-22da263c40e0c43365f00b0f|MECHEXP-24d7136c8dc722703784288d|MECHEXP-3c291c989785573cac42fd0e|MECHEXP-b6ed167223c5b43f76be3392|MECHEXP-b7606ae873743212a7c578a9|MECHEXP-ca93c6936e936e7d345ec5fe|MECHEXP-f7ceb7791c4ba650359bbb7e,"""Oxford"" ""OH"" ""2023"" police police payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Oxford"" ""OH"" 2023 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,2659,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-cd16685e89cf489bce84156c,EXTTARGET-badbe2a5690cdee2aae14285,6591,external_search_wave_002_exhaustive_residual,EXTSEARCH-98744ee027be18dc1b5dc9f0,Frankfort,MI,undated-source-B4X2500LIVE-20260729-002926,police,police,tenure_and_progression,EXTMISS-f6445a47d745756335e530d8,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-91c82f611fb5ad254a92c246,MECHEXP-3aef578157732663033baa51|MECHEXP-3c7b93f5de50dc7b45b564c3|MECHEXP-49434c2618df43ed021c69d8|MECHEXP-d31a98be08693759bd9f4b1c|MECHEXP-da9cfb9174e507265e8e9f01,"""Frankfort"" ""MI"" ""undated-source-B4X2500LIVE-20260729-002926"" police police employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Frankfort"" ""MI"" undated-source-B4X2500LIVE-20260729-002926 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,1171,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-cd1aac9cd0da3e7f53f8fa95,EXTTARGET-35e666d3e2f79886a64621c3,6676,external_search_wave_002_exhaustive_residual,EXTSEARCH-50730ffb68758172de94484a,Franklin,OH,2020,unclear,unclear,implementation,EXTMISS-2ab0adade714d3a11414e141,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-40cdbaf045de6c25a6d4b153|ROOTCOMP-db70054b6f75fc323344a2bb,MECHEXP-09893cd0006b0e8558b61a05|MECHEXP-14886cb407dff4dc05de9177|MECHEXP-14bbe3f7243377320b7f81c5|MECHEXP-221828094f5ae401ea3eba19|MECHEXP-2306c38a2a2a28c2097e0d2d|MECHEXP-40205db9ee43338b9fa8d5a5|MECHEXP-740975764638b4cad7c3c069|MECHEXP-904c9b2f680a4e129171965a,"""Franklin"" ""OH"" ""2020"" unclear unclear payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Franklin"" ""OH"" 2020 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,1187,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-cd25b1a5470b626bc6b993d7,EXTTARGET-4c648d853d9ae8ffb1e53b67,6560,external_search_wave_002_exhaustive_residual,EXTSEARCH-aef68c68fd324118f77ecc06,Fowler,NY,undated-source-BRMGRS-20260802-1b62e34ee1fb310e711c6b95,unclear,unclear,payroll_and_earnings,EXTMISS-4fd289b603bff1b7b8f7f510,"actual wages paid, total earnings, overtime, premiums, retroactive payments",budget_pay_plan,formally_adopted,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-3aa80058209d212c649539a7,MECHEXP-01c0ad323e5e0103c5f3f3cc|MECHEXP-7dd2e7f2b0c8b77990e687da|MECHEXP-a343568e773bfc31da7e1fcc|MECHEXP-b014f04b2843444d3cde0489,"""Fowler"" ""NY"" ""undated-source-BRMGRS-20260802-1b62e34ee1fb310e711c6b95"" unclear unclear actual wages paid, total earnings, overtime, premiums, retroactive payments budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Fowler"" ""NY"" undated-source-BRMGRS-20260802-1b62e34ee1fb310e711c6b95 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,1166,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-cd2a79f5d61114b1a68641a2,EXTTARGET-0fd5b53345b6192257fb2591,11042,external_search_wave_002_exhaustive_residual,EXTSEARCH-e9fd404a88fa677deca7c8dd,Ligonier,IN,2014,police,police,recruitment_and_retention,EXTMISS-80a128924728fcb66f001478,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-4fb52586a147d34c62cdaa6a|ROOTCOMP-8c7889aa0f065e5e6e00a8c7,MECHEXP-01d6460e6f74e0746ef06094|MECHEXP-4b960488561b72e48ad3f6da|MECHEXP-555166f4809d11c979aa8d96|MECHEXP-8ae3356f5e856f691bbace2b|MECHEXP-c74f7292fa447932ffbd364c|MECHEXP-e154cf9b97d627aa58d99085|MECHEXP-ef3c82efe321c7c95a44a31a,"""Ligonier"" ""IN"" ""2014"" police police applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Ligonier"" ""IN"" 2014 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,1968,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-cd2fef0714a1e26d4ae8362d,EXTTARGET-f0220f65dfcf28e313c1960a,12185,external_search_wave_002_exhaustive_residual,EXTSEARCH-c787576717c464a0df378c73,Medford,WI,2016,police,police,implementation,EXTMISS-8b586ab524c547e765291e14,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-f910f575897b972a52a636a0,MECHEXP-0f20f907c3f04254b5bcfcc4|MECHEXP-0f8fadfc34e1c2dc44a3536b|MECHEXP-855bdb5bce633041063e89dd|MECHEXP-a3cb5975fcc942c6e615ef0e|MECHEXP-b5532a3bddd2f95b9cfd53c4,"""Medford"" ""WI"" ""2016"" police police payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Medford"" ""WI"" 2016 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,2171,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-cd3327e4ec4e8d2515208c4b,EXTTARGET-d3c936345b03e25419dc8449,14225,external_search_wave_002_exhaustive_residual,EXTSEARCH-e0737bd236d224dab77712da,Novi,MI,2025,police,police,payroll_and_earnings,EXTMISS-7d862472854f195ea7f83a31,"actual wages paid, total earnings, overtime, premiums, retroactive payments",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-4d63aa7f764e6dea78585735|ROOTCOMP-e4ca1f735fa562450ec3eed2,MECHEXP-5021a7453efde686183aac97|MECHEXP-5db848086cedf96c5e16e607|MECHEXP-7047666a5861856c13a8bd21|MECHEXP-8ad20305e871ddc070a98189|MECHEXP-adfe671560045f24dc537a82|MECHEXP-ce01c15601366d4a4449e977|MECHEXP-f6b90fe49e4b3c1d7831cdd8,"""Novi"" ""MI"" ""2025"" police police actual wages paid, total earnings, overtime, premiums, retroactive payments retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Novi"" ""MI"" 2025 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,2534,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-cd3de49652cfad35cbe6c4e1,EXTTARGET-69305812e7ae2843a279a949,18517,external_search_wave_002_exhaustive_residual,EXTSEARCH-c5f8b4424679d3946fe6c329,Tarrytown,NY,undated-source-CBSRD-20260728-9c9a92f961b9a4497e7d,unclear,unclear,staffing_and_headcount,EXTMISS-61237401cd3537ff1bda6207,"authorized positions, filled positions, vacancy rate, layoffs, attrition",retroactivity_implementation,formally_adopted,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-aac18810472644d0c020da0d|ROOTCOMP-f989fbb3c7c88956c14e54a6,MECHEXP-39c9bcf802050e85d74d3a74|MECHEXP-4442d2ce1318ef9a2bdaf640|MECHEXP-8272eff21149ea0dadb2edfe|MECHEXP-a6b543c8656eb327188a1aed|MECHEXP-b174b66c7199cb62cfb628b7|MECHEXP-ee32a0dfa8ba300d633467da,"""Tarrytown"" ""NY"" ""undated-source-CBSRD-20260728-9c9a92f961b9a4497e7d"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Tarrytown"" ""NY"" undated-source-CBSRD-20260728-9c9a92f961b9a4497e7d staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,3297,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-cd420c6b36d6571a2bce9284,EXTTARGET-bc8d3bf2ffc5ed4a53d22972,5977,external_search_wave_002_exhaustive_residual,EXTSEARCH-df9209324d6d8a1af1ddb183,Fairfield,OH,2021,police,police,benefits_and_total_compensation,EXTMISS-8df04c9c86427216b52794f7,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-8955e3d604ea198d731b0bcf|ROOTCOMP-9d1785c8db35fc94a4525abd|ROOTCOMP-a3bf7aa080f37cdcccde79b9|ROOTCOMP-cc652c398f18c4c85879eb2f|ROOTCOMP-d6f227dca61eddb8e8f63b87,MECHEXP-2240033f802450adf360a706|MECHEXP-2b71d19d65d88f02dff321ef|MECHEXP-2c94dd59fd81ae85012c4ded|MECHEXP-305e41f11aaae852b6514538|MECHEXP-3c9ee8f0b1a26535d4d02125|MECHEXP-4239f16b528a182081f567c6|MECHEXP-4b79102c1fc85f8ded979f37|MECHEXP-4c643566bf22a782a10301a5|MECHEXP-505393f37a5dac2e97b87349|MECHEXP-7317119c2416b90eb2a05bd5|MECHEXP-73853328d80f5f78801f6976|MECHEXP-77c673cd2264784fa4065435|MECHEXP-9cb2a7ab36f06a62586d122d|MECHEXP-ac0cf857a04b0f5812fc47e2|MECHEXP-d42f42c4dc27711ea21f056e|MECHEXP-d634db5dd5183d1ec47dec45|MECHEXP-d9d9edde473c943fb41a6002|MECHEXP-f8f620addba0db9169115521,"""Fairfield"" ""OH"" ""2021"" police police pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Fairfield"" ""OH"" 2021 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,1063,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-cd512753b5381b8280622691,EXTTARGET-c5ddaea71f76385121f5e52a,7947,external_search_wave_002_exhaustive_residual,EXTSEARCH-e9b7226cef68da4c53fbc1b5,Groton,MA,2025,unclear,unclear,staffing_and_headcount,EXTMISS-0450129509e67e3b6650f902,"authorized positions, filled positions, vacancy rate, layoffs, attrition",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-9a7acbbffc6796fbabf214d0,MECHEXP-30c44d69d80818e20f6b87aa|MECHEXP-66ca2856ffa65ef7121461d2|MECHEXP-c32c0e3093456bb2c58d4af8|MECHEXP-f7e607027a10b31aa1b0bd2a|MECHEXP-fc24b413898b3a7882cb89f3,"""Groton"" ""MA"" ""2025"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Groton"" ""MA"" 2025 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,1414,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-cd543e258f72b11815832100,EXTTARGET-23818d11eb0246eb35cb6127,19787,external_search_wave_002_exhaustive_residual,EXTSEARCH-f2b69613d4b2447623472a92,Washington,OH,2018,police,police,implementation,EXTMISS-896ee4bf4ddd775d40a950dc,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-0d982c450a2f90db247608a6|ROOTCOMP-31194e1e008ea72ae94a8356|ROOTCOMP-43ab334068b629029e9d7340,MECHEXP-095216ce39540faadc53387a|MECHEXP-39e7c182ad28177cba8fff7c|MECHEXP-537367e66d535116ec2d02ec|MECHEXP-702c92eb700ed899a694aa98|MECHEXP-9af9197292d01b91482798d9|MECHEXP-b589a7ca85102406b513d600|MECHEXP-f0a10bb4dd35c0edce572233|MECHEXP-fcb567f162398c456b1d3d76,"""Washington"" ""OH"" ""2018"" police police payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Washington"" ""OH"" 2018 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,3523,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-cd54e2c1b9828bfe42829375,EXTTARGET-e767813d4a22cd6dc6382339,4868,external_search_wave_002_exhaustive_residual,EXTSEARCH-b81b0a9b6e20aa4f6a34da1e,Dinosaur,CO,undated-source-B4X2500LIVE-20260729-004829,unclear,unclear,recruitment_and_retention,EXTMISS-77631ff9572e210d3f879057,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-0ef92b502abdb6256454c508|ROOTCOMP-8ef3ae30ad55d64d224da752|ROOTCOMP-a5260ce8159f7d5fadc2d149|ROOTCOMP-e436daf894cf91fe6a9006bb,MECHEXP-0240c249d3bad22ab9b54520|MECHEXP-05638b8af85d70e4054173d8|MECHEXP-0a90a8aed6ac6fd39409bbdd|MECHEXP-1663837eec2b9d6e2f76452c|MECHEXP-1a49b9598d8f254871d2f27a|MECHEXP-1d7290f2708af9547f540ea7|MECHEXP-415e119b19cc3346b8471d6f|MECHEXP-574ace834730bd7a079027bc|MECHEXP-5aafd28878e22dd0bd21cadd|MECHEXP-66a1f383127f583fc3eda4dc|MECHEXP-7dc38a94c24019229fff6a87|MECHEXP-928d24b59863ea62446ca21f|MECHEXP-a754dda6968f16baed3318bf|MECHEXP-b7c3649b935613a731c1da08|MECHEXP-d8858d358a37fd8bf6906f4c|MECHEXP-f0ef66cdca0e0d3612ce265a|MECHEXP-f5a8a63d6f5916fd54795527|MECHEXP-fdf707d1bd92d8add3798375|MECHEXP-fe9a3687727e637e01fe3744,"""Dinosaur"" ""CO"" ""undated-source-B4X2500LIVE-20260729-004829"" unclear unclear applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Dinosaur"" ""CO"" undated-source-B4X2500LIVE-20260729-004829 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,867,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-cd59301678f07adf3858f8a2,EXTTARGET-b3fe0a7aa36a2c8da2d737b8,8891,external_search_wave_002_exhaustive_residual,EXTSEARCH-5a3db9b31886b843122ae2a5,Hitchcock,TX,2023,police,police,payroll_and_earnings,EXTMISS-dfb4fa7a3928c31914ef644d,"actual wages paid, total earnings, overtime, premiums, retroactive payments",across_the_board_raise,formally_adopted,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-1b60a9a3701ebea77c816c02,MECHEXP-11ddacdb170073bea1690845|MECHEXP-31255275de6e1673589e0def|MECHEXP-64fa38018bee57560bfb346f|MECHEXP-ce270e59777c336ea8ee6588|MECHEXP-d3c705f5044362ed813c3159|MECHEXP-e49f6fa3792409b796db34ff,"""Hitchcock"" ""TX"" ""2023"" police police actual wages paid, total earnings, overtime, premiums, retroactive payments across_the_board_raise municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Hitchcock"" ""TX"" 2023 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,1583,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
