candidate_id,lane_id,scout_target_id,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,secondary_mechanism_families,match_priority_tier,matched_safety_or_non_safety_counterpart_id,same_city_match_status,overlapping_cycle_status,duplicate_risk,prior_seen_status,reason_selected,search_query_used,retrieval_status,verification_status,extraction_status,rating_status,causal_status,notes
TS4L-8e7329c34e0244ec140e,lane_1,TS4-1-86679dd7885e4149,https://www.lahabraca.gov/DocumentCenter/View/15422/Police-Civilian-MOU-2025-2029,Police Civilian MOU 2025-2029 (City of La Habra),La Habra,CA,non_safety_comparator,Police association—civilian employees (non-sworn),La Habra Police Association—Civilian Employees,2025-2029,2025,2029,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-CA-20260720-0343,"Exact municipality match (La Habra, CA).",Exact overlap with expected period (2025-2029) based on document title.,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,La Habra CA non_safety_comparator 2025-2029 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,City-hosted MOU listed under “Salary Schedule & Employee MOU”; intended for La Habra Police civilian employees.
TS4L-2e0246abb661e10d15c7,lane_1,TS4-1-86679dd7885e4149,https://www.lahabraca.gov/DocumentCenter/View/15424/Police-Sworn-MOU-2025-2029,Police Sworn MOU 2025-2029 (City of La Habra),La Habra,CA,non_safety_comparator,Police association—sworn employees,La Habra Police Association—Sworn Employees,2025-2029,2025,2029,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-CA-20260720-0343,"Exact municipality match (La Habra, CA).",Exact overlap with expected period (2025-2029) based on document title.,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,La Habra CA non_safety_comparator 2025-2029 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Included as a 2025-2029 city lead from the same “Salary Schedule & Employee MOU” index; though sworn is typically safety-linked, the document is a concrete cycle reference for triad/scoping."
TS4L-03bcbaf9ae5b5fdbe396,lane_1,TS4-1-86679dd7885e4149,https://www.lahabraca.gov/DocumentCenter/View/13615/General-Services-MOU-2023-2026,General Services MOU 2023-2026 (City of La Habra),La Habra,CA,non_safety_comparator,Clerical and technical employees (General Services group),La Habra General Services Employees' Group (Clerical and Technical),2023-2026,2023,2026,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-CA-20260720-0343,"Exact municipality match (La Habra, CA).",Partial overlap with expected period (overlaps 2025-2026; does not cover 2027-2029 based on document title).,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,La Habra CA non_safety_comparator 2025-2029 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,City-hosted MOU listed on the same index page as the 2025-2029 police MOUs; potentially useful as the non-safety-side comparator reference due to clerical/technical scope.
TS4L-eec13ac79c82a2110bab,lane_1,TS4-1-d0741006fdd07564,https://encinitas.granicus.com/MetaViewer.php?clip_id=3694&meta_id=197254&view_id=7,Attachment 4 - Side Letter of Agreement Between the City of Encinitas and the Encinitas Firefighters Association Re.pdf (Encinitas Firefighters Association MOU term 1/1/2026–12/31/2029),Encinitas,CA,non_safety_comparator,non_safety_comparator,"Encinitas Firefighters’ Association (EFFA), IAFF 3787","January 1, 2026 – December 31, 2029",2026-01-01,2029-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-CA-20260720-0346,same_city,overlaps_expected_period,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,"Encinitas CA non_safety_comparator January 1, 2026 – December 31, 2029 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Side letter/attachment referencing modifications tied to the City of Encinitas & EFFA MOU for 1/1/2026–12/31/2029.
TS4L-55910d82ee2ca79c055b,lane_1,TS4-1-d0741006fdd07564,https://encinitas.granicus.com/AgendaViewer.php?clip_id=3694&view_id=7,"Agenda viewer: Adoption of Memorandum of Understanding (MOU) between the City of Encinitas and the Encinitas Firefighter’s Association (EFFA) effective Jan 1, 2026 through Dec 31, 2029",Encinitas,CA,non_safety_comparator,non_safety_comparator,Encinitas Firefighters’ Association (EFFA),"January 1, 2026 – December 31, 2029",2026-01-01,2029-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-CA-20260720-0346,same_city,overlaps_expected_period,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,"Encinitas CA non_safety_comparator January 1, 2026 – December 31, 2029 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Granicus agenda packet entry pointing to the MOU adoption for the specified 2026–2029 term; useful lead locator for attachments and pay-related exhibits.
TS4L-4e8c9baf9c4e01439a55,lane_1,TS4-1-d0741006fdd07564,https://encinitas.granicus.com/MetaViewer.php?event_id=5385&meta_id=202326&view_id=2,AGENDA REPORT (MetaViewer) referencing 2026 to 2029 MOU and side letter modifications,Encinitas,CA,non_safety_comparator,non_safety_comparator,Encinitas Firefighters’ Association (EFFA),"January 1, 2026 – December 31, 2029",2026-01-01,2029-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-CA-20260720-0346,same_city,overlaps_expected_period,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,"Encinitas CA non_safety_comparator January 1, 2026 – December 31, 2029 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Agenda report metadata/attachment page referencing modifications to the 2026–2029 MOU; potential pointer to salary/pay-range components.
TS4L-c0fc12d050ca53d52dec,lane_1,TS4-1-45b34453173affd1,https://ecode360.com/BL3243/document/693942217.pdf,"Resolution No. 74-2022 (City Council Meeting Date: September 19, 2022) — MOU with 1AM Local 778 for Certain Public Works Employees",Blue Springs,MO,non_safety_comparator,Public works employees (1AM Local 778),bargaining unit consisting of certain public works employees,"Three-year agreement (Resolution 69-2021) effective Oct. 1, 2021 through Sept. 30, 2024; MOU approved Sept. 19, 2022 documenting changes to specified sections",2021-10-01,2024-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-MO-20260720-0015,"Exact municipality match (Blue Springs, MO) based on source title/context",Overlaps expected window (2021-10-01 to 2024-09-30),medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,"Blue Springs MO non_safety_comparator 2021-2024 (October 1, 2021 through September 30, 2024); FY 2023 amendment language adopted September 19, 2022 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"High-specificity lead tied to the requested amendment date (Sept. 19, 2022) and to the non-safety-side comparator (public works employees; 1AM Local 778)."
TS4L-884d261ed84a05a5f818,lane_1,TS4-1-45b34453173affd1,https://ecode360.com/BL3243/document/675411708.pdf,"Resolution No. 69-2021 (City Council Meeting Date: September 20, 2021) — Agreement with 1AM Local 778 for Certain Public Works Employees",Blue Springs,MO,non_safety_comparator,Public works employees (1AM Local 778),bargaining unit consisting of certain public works employees,"Oct. 1, 2021 through Sept. 30, 2024",2021-10-01,2024-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-MO-20260720-0015,"Exact municipality match (Blue Springs, MO) based on source title/context",Overlaps expected window (2021-10-01 to 2024-09-30),medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,"Blue Springs MO non_safety_comparator 2021-2024 (October 1, 2021 through September 30, 2024); FY 2023 amendment language adopted September 19, 2022 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Baseline labor agreement lead for the same non-safety comparator bargaining unit (1AM Local 778, public works employees) covering the entire 2021-2024 period; used as a candidate source to anchor the FY2023 amendment."
TS4L-290e196c572383ecea13,lane_1,TS4-1-45b34453173affd1,https://ecode360.com/BL3243/document/716309432.pdf,"Resolution No. 09-2023 (City Council Meeting Date shown as February 6, 2023) — Amendment to Labor Agreement with 1AM Local 778 for Certain Public Works Employees",Blue Springs,MO,non_safety_comparator,Public works employees (1AM Local 778),bargaining unit consisting of certain public works employees,"Three-year agreement effective Oct. 1, 2021 through Sept. 30, 2024; amendment adopted in 2023",2021-10-01,2024-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-MO-20260720-0015,"Exact municipality match (Blue Springs, MO) based on source title/context",Overlaps expected window (2021-10-01 to 2024-09-30),medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,"Blue Springs MO non_safety_comparator 2021-2024 (October 1, 2021 through September 30, 2024); FY 2023 amendment language adopted September 19, 2022 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Additional within-cycle amendment lead for the same non-safety comparator unit, potentially relevant for FY2023 bargaining changes (beyond the Sept. 19, 2022 amendment)."
TS4L-d465337ce45b110b7b2a,lane_1,TS4-1-8019bdd8602de3b0,https://www.cityoflamesa.us/435/MOUs,"MOUs | La Mesa, CA - Official Website",La Mesa,CA,non_safety_comparator,"City employees (non-safety bargaining unit, via LMCEA MOU page listing)",La Mesa City Employees' Association (LMCEA),2020-2024 (multiple MOU periods listed/linked on page),2020-01-01,2024-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-CA-20260720-0347,exact_city,likely_overlap_2020_2024,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,La Mesa CA non_safety_comparator 2020-2024 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Public official page that links to City of La Mesa MOUs by employee association; use to locate the LMCEA non-safety MOU(s) covering 2020-2024 wage/salary schedule terms.
TS4L-db800249500f0ee9d98f,lane_1,TS4-1-8019bdd8602de3b0,https://www.cityoflamesa.gov/AgendaCenter/ViewFile/Agenda/_06082021-1289?packet=true,La Mesa City Council Agenda Packet (includes Resolution approving 2020-2022 MOU between City of La Mesa and La Mesa City Employees’ Association),La Mesa,CA,non_safety_comparator,Administrative/clerical and other general city employees represented by LMCEA (non-safety comparator),La Mesa City Employees’ Association (LMCEA),2020-2022 (economic terms including compensation plan/salary ranges/pay steps referenced in packet),2020-01-01,2022-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-CA-20260720-0347,exact_city,overlaps_2020_2022_within_2020_2024,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,La Mesa CA non_safety_comparator 2020-2024 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Agenda packet URL is a lead to the City’s CMU/LMCEA non-safety side covering early part of the 2020-2024 window (2020-2022 MOU and corresponding compensation plan/salary schedule materials).
TS4L-948c57f32049a7ed427e,lane_1,TS4-1-8019bdd8602de3b0,https://pub-lamesa.escribemeetings.com/FileStream.ashx?DocumentId=18364,FileStream document (LMCEA MOU / compensation plan attachment),La Mesa,CA,non_safety_comparator,City employees represented by LMCEA (non-safety comparator),La Mesa City Employees’ Association (LMCEA),2022-2023 (compensation plan / salary schedule referenced in listing snippet),2022-01-01,2023-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-CA-20260720-0347,exact_city,overlaps_2022_2023_within_2020_2024,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,La Mesa CA non_safety_comparator 2020-2024 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Direct public file locator (escribemeetings FileStream) that appears to be an attachment tied to LMCEA MOU and corresponding classification/salary schedule/compensation plan for FY 2022-2023; use to retrieve the wage/salary schedule lead for the non-safety comparator unit.
TS4L-a8d028ad3c746eed93e5,lane_1,TS4-1-f5b02a2c6a7eda83,https://4.files.edl.io/4ff8/11/10/22/170415-e156b7c2-f23b-4c46-947b-9e1ab0cf991a.pdf,"CSEA Contract (2019-2022) (Benefits, Salary, Types of Leaves) — Montebello Unified School District",Montebello,CA,non_safety_comparator,Classified (CSEA),CSEA (California School Employees Association) - Classified,2019-2022,2019,2022,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-CA-20260720-0350,yes,overlaps,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,Montebello CA non_safety_comparator 2019-2021 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead located via MUSD Employee Resources → Classified → CSEA Contract (2019-2022). Expected target window 2019-2021 likely covered within this contract period.
TS4L-024fc5d3c6ab2c98ccc0,lane_1,TS4-1-f5b02a2c6a7eda83,https://4.files.edl.io/7071/06/29/21/175938-5055ece8-cf13-4f3d-a818-ed35f4395efd.pdf,"CSEA Contract (2016-2019) (Benefits, Salary, Types of Leaves) — Montebello Unified School District",Montebello,CA,non_safety_comparator,Classified (CSEA),CSEA (California School Employees Association) - Classified,2016-2019,2016,2019,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-CA-20260720-0350,yes,overlaps,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,Montebello CA non_safety_comparator 2019-2021 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead overlaps the target year 2019; may provide continuity/transition into the 2019-2021 window.
TS4L-b448ac80f3fa551431c4,lane_1,TS4-1-f5b02a2c6a7eda83,https://www.montebello.k12.ca.us/apps/pages/index.jsp?pREC_ID=2589418&type=d&uREC_ID=2209762,Salary Schedule History — Classified (Montebello Unified School District Human Resources),Montebello,CA,non_safety_comparator,Classified,CSEA/Other Classified (by schedule listing),Salary schedule history (includes years with CSEA/related board memos),2019,2021,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-CA-20260720-0350,yes,potentially overlaps,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,Montebello CA non_safety_comparator 2019-2021 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead for wage/salary schedule documentation that can complement the non-safety counterpart for 2019-2021 (page is a schedule-history index).
TS4L-1dfb7c0f9dccd04112f7,lane_1,TS4-1-7542eb5af7c7efae,https://cms4files1.revize.com/kokomoin/document_center/council_packet/Council%20Packet%209-23-2024.pdf,Council Packet 9-23-2024 (includes 2025 Salary Ordinance No. 7149 text),Kokomo,IN,non_safety_comparator,Police (uniformed police and fire salary provisions within 2025 salary ordinance),,"Fiscal year beginning January 1, 2025 and ending December 31, 2025 (2025 Salary Ordinance No. 7149)",2025-01-01,2025-12-31,salary_ordinance_or_pay_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-IN-20260720-0021,yes,overlaps_exact_fiscal_year_2025,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,Kokomo IN non_safety_comparator Fiscal year beginning 2025-01-01 and ending 2025-12-31 (police base salary and contractual police compensation provisions within the 2025 salary ordinance) non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Council packet page(s) reference and include '2025 Salary Ordinance No. 7149' fixing maximum salaries for uniformed police and fire and other city employees for FY 2025.
TS4L-d643f41f2fb949bdd94f,lane_1,TS4-1-7542eb5af7c7efae,https://gateway.ifionline.org/public_download/cbr_contract_uploads/2025/11602_1850_2025_20251107102119679.pdf,2025 CBA COMPLIANCE CHECKLIST (Appendix A-1: 2025-2026 Salary Schedule; Kokomo Compensation Model Specifications),Kokomo,IN,non_safety_comparator,Police (via Kokomo compensation model salary schedule appendix referenced in a 2025 CBA compliance checklist),,Appendix A-1: 2025-2026 Salary Schedule (documented within 2025 CBA compliance checklist),2025-01-01,2026-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-IN-20260720-0021,yes,overlaps_includes_2025,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,Kokomo IN non_safety_comparator Fiscal year beginning 2025-01-01 and ending 2025-12-31 (police base salary and contractual police compensation provisions within the 2025 salary ordinance) non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Public upload that explicitly includes 'APPENDIX A-1 – 2025-2026 SALARY SCHEDULE' under 'KOKOMO COMPENSATION MODEL SPECIFICATIONS' (treated here as a CBA/wage-schedule lead).
TS4L-d6ea2321bbd20f9233e6,lane_1,TS4-1-dbc6440baaf5edec,https://www.cityofsanteeca.gov/departments/city-clerk/document-central/human-resources,City Clerk Document Central (Human Resources) - City of Santee (includes “Sffa Mou 2025 2027.Pdf” and “Fy25 26 Salary Schedule.Pdf”),Santee,CA,non_safety_comparator,Unknown (referenced bargaining unit not specified on index page),Santee Firefighters’ Association (SFFA) (from index file naming),"July 1, 2025 through June 30, 2027 (per related council packet snippets for the same MOU term)",2025-07-01,2027-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-CA-20260720-0492,exact,exact (term matches requested window),medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,"Santee CA non_safety_comparator July 1, 2025 through June 30, 2027 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead: index page that appears to host the relevant 2025–2027 MOU PDF and salary schedule materials for the City of Santee.
TS4L-026622d26f3c4c96d5be,lane_1,TS4-1-dbc6440baaf5edec,https://www.cityofsanteeca.gov/departments/city-clerk/document-central/city-clerk/human-resources,City of Santee Document Central - Human Resources (index includes “Memorandoum Of Understanding.Pdf” and multiple salary schedule PDFs),Santee,CA,non_safety_comparator,Unknown (index-level listing; unit/representation not specified in search snippet),Unknown (likely general/management or non-safety comparator unit among listed MOUs; not specified in snippet),Unknown (index-level listing; requested 7/1/2025–6/30/2027 not explicitly shown in snippet for this specific file),,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-CA-20260720-0492,exact,unclear (period not confirmed for the specific “Memorandoum Of Understanding.Pdf” listing from the snippet alone),medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,"Santee CA non_safety_comparator July 1, 2025 through June 30, 2027 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead: another MOU-hosting file listing on the City of Santee document central page that may contain the non-safety comparator side of the safety/non-safety triad.
TS4L-59e05219e1265aa6a35c,lane_1,TS4-1-dbc6440baaf5edec,https://www.cityofsanteeca.gov/departments/city-clerk/document-central/city-clerk/council-agendas/2025/06-25-2025-agenda-packet.pdf,"City Council Agenda Packet (June 25, 2025) - City of Santee (includes Exhibit “A” SFFA MOU term language July 1, 2025–June 30, 2027)",Santee,CA,non_safety_comparator,Unknown (council packet language references an MOU; bargaining unit identified as Santee Firefighters’ Association in snippet),Santee Firefighters’ Association (SFFA) (as referenced in council packet snippet),"July 1, 2025 through June 30, 2027",2025-07-01,2027-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-CA-20260720-0492,exact,exact (term language matches requested window),medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,"Santee CA non_safety_comparator July 1, 2025 through June 30, 2027 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead: council agenda packet that references and attaches (via Exhibit “A”) the 2025–2027 MOU for the City of Santee and SFFA; useful candidate pointer for locating the actual agreement artifacts hosted elsewhere.
TS4L-cc7c1cf57d48bb247a49,lane_1,TS4-1-7c7f320df093bd49,https://www.northmiamifl.gov/DocumentCenter/View/5817/Police-Benevolent-Association-Contract---October-1-2021-through-September-30-2024-PDF,"Police Benevolent Association Contract — October 1, 2021 through September 30, 2024 (PDF)",North Miami,FL,non_safety_comparator,Police (bargaining unit referenced in the document),South Florida Police Benevolent Association (PBA),"October 1, 2021 through September 30, 2024",2021-10-01,2024-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-FL-20260720-0117,same_city,exact_overlap,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,"North Miami FL non_safety_comparator October 1, 2021 through September 30, 2024 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Directly matches the requested date window and is a hosted CBA-style contract document on the City of North Miami site.
TS4L-73f2c4b2efaa158bc6e2,lane_1,TS4-1-7c7f320df093bd49,https://www.northmiamifl.gov/DocumentCenter/View/14164/R-2022-134-PDF,"R-2022-134 (PDF) — Ratification of Collective Bargaining Agreement, Local 6008 (Non-Professional White Collar Employees)",North Miami,FL,non_safety_comparator,Non-professional white collar employees,"International Union of Police Associations, AFL-CIO, Local 6008",Date range not stated in the lead locator (ratification resolution only),,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-FL-20260720-0117,same_city,unknown_overlap,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,"North Miami FL non_safety_comparator October 1, 2021 through September 30, 2024 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Host resolution states it ratifies a collective bargaining agreement for Local 6008 (non-professional white collar employees); period not confirmed from the lead locator alone.
TS4L-2d91d9f06ee52fb0cc19,lane_1,TS4-1-7c7f320df093bd49,https://www.northmiamifl.gov/DocumentCenter/View/14165/R-2022-133-PDF,"R-2022-133 (PDF) — Ratification of Collective Bargaining Agreement, Local 6009 (Blue Collar Employees)",North Miami,FL,non_safety_comparator,Blue collar employees,"International Union of Police Associations, AFL-CIO, Local 6009",Date range not stated in the lead locator (ratification resolution only),,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,NSCQ-FL-20260720-0117,same_city,unknown_overlap,medium,municipality_and_non_safety_lead_seen_mechanism_target_is_new,Prior scouting did not establish a complete safety/non-safety triad; strengthen the non-safety counterpart.,"North Miami FL non_safety_comparator October 1, 2021 through September 30, 2024 non safety constraint collective bargaining agreement or moa or wage schedule",candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Host resolution states it ratifies a collective bargaining agreement for Local 6009 (blue collar employees); period not confirmed from the lead locator alone.
