absolute_difference,aggressive_tier,caveat,claim_links,computed_percentage,corroboration_status,direction,directional_value_retained,duplicate_representations,formula,magnitude,mechanism,municipality,non_safety_value,pay_basis,percentage_difference,period,ratio,raw_values,relaxation_rule,reported_percentage,reproduced,result_id,safety_value,semantic_outcome,side,source_basis,source_coordinates,source_count,source_ids,source_record_id,staffing_review_class,staffing_type,state,stored_percentage,strict_eligibility,unique_mechanism_events,unique_municipalities,unique_root_events,unique_sources,unit_type
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,8.7,,source_reported_direction_or_percentage,,COLA_CPI,Westfield,,,,->,,"["""", """", ""8.7%""]",GROWTH-3,8.7,True,AGGRES-89e86e0f682f97440f4b6754,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-16e9c2fa6dc163548595a034""}",1,,B4X2500GROWTHSRC-d27da57f41239df0380a,,,VT,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,0.00054973,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Butler,,,,->,,"["""", """", ""0.00990596%; 0.00054973%""]",GROWTH-3,0.00054973,True,AGGRES-20aa56d1474cfa3196f8f794,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-f047123b46f3328a4865fbf3""}",1,,B4X2500GROWTHSRC-7732d2d01c0138d20f5b,,,WI,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Ashville,,,,->,,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-26dfe3b5fd06441f724f6f4d,,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-03c053292618bcc114ab52f0""}",1,,B4X2500GROWTHSRC-93e183ea5b5a1f26cf4f,,,AL,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,6.3,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Social Circle,,,,->,,"["""", """", ""$7,286,660.00; 6.3%""]",GROWTH-3,6.3,True,AGGRES-b7a8731ad321d00bfc0a42cb,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-0b23afa05e768d09b2678307""}",1,,B4X2500GROWTHSRC-257b235bb95136ccbe03,,,GA,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.5,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Social Circle,,,,->,,"["""", """", ""2.5%; 2.5%""]",GROWTH-3,2.5,True,AGGRES-73ff60a340d1fda12b217516,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-51578fe7ff0db9ca59173e21""}",1,,B4X2500GROWTHSRC-7ff0c336449e41bfbb85,,,GA,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,,source_reported_direction_or_percentage,,COLA_CPI,Social Circle,,,,->,,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-71b679dda312848088effe9f,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-51869c7392680d6868409d3b""}",1,,B4X2500GROWTHSRC-90e889b1d0f7f428f213,,,GA,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.5,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Social Circle,,,,->,,"["""", """", ""3.5%""]",GROWTH-3,3.5,True,AGGRES-878797b573028df5e5de68de,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-dd777603eee4deabd9e9b76d""}",1,,B4X2500GROWTHSRC-a16933de5d291ba86eee,,,GA,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,52.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Social Circle,,,,->,,"["""", """", ""$11.90; $18.10; 52%""]",GROWTH-3,52.0,True,AGGRES-51e70cf0b9d1799dc846a763,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-909a36119ea003517d721c8a""}",1,,B4X2500GROWTHSRC-d9073cb4b75869f84b15,,,GA,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,,source_reported_direction_or_percentage,,step_schedule_progression,Social Circle,,,,->,,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-6ef2fe0a3b4decafbb6fb748,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-b0f6cafa1dd5802d03a5349d""}",1,,B4X2500GROWTHSRC-dbdfd1ed1b486a247e88,,,GA,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,6.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Gilmore City,,,,->,,"["""", """", ""6%""]",GROWTH-3,6.0,True,AGGRES-3b594bc17c848bd6f4f4426c,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-919136c88efee08b6e62bd89""}",1,,B4X2500GROWTHSRC-254033d918dd10edb77d,,,IA,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,6.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Gilmore City,,,,->,,"["""", """", ""6%""]",GROWTH-3,6.0,True,AGGRES-e7c2681bc1bd532505db089f,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-ea63c9e6f39bb5e8d66b49a2""}",1,,B4X2500GROWTHSRC-e1356e2f474686bf2da9,,,IA,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,50.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Geneseo,,,,->,,"["""", """", ""50%""]",GROWTH-3,50.0,True,AGGRES-4e6ef40f8aac8152354b57ad,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-9da802aeec4f6c19b0922425""}",1,,B4X2500GROWTHSRC-c177e3701c889a459cc7,,,IL,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,4.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Solomon,,,,->,,"["""", """", ""4%""]",GROWTH-3,4.0,True,AGGRES-0eccf32ab759b9f063d36ec4,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-38514533b4b0ea52f646bf25""}",1,,B4X2500GROWTHSRC-84e862d165bad26c9cc7,,,KS,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,25.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Goshen,,,,->,,"["""", """", ""25%""]",GROWTH-3,25.0,True,AGGRES-b30dd07fb51079f4045e74d1,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-b7adee6f26adb9b40f1e1762""}",1,,B4X2500GROWTHSRC-211641e4ce84b5a43860,,,KY,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Brimfield,,,,->,,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-968baecf598f9752e09409fb,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-2c6d707cd0d6c75c06fd100b""}",1,,B4X2500GROWTHSRC-11e1b8a27368b1b5a776,,,MA,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,,source_reported_direction_or_percentage,,step_schedule_progression,West Bridgewater,,,,->,,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-9a25a1798d0abee5e3f207db,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-72d8063d9e165aabaaec44ca""}",1,,B4X2500GROWTHSRC-1ef9d663130b8aee4a23,,,MA,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,,source_reported_direction_or_percentage,,step_schedule_progression,West Bridgewater,,,,->,,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-e895382b92a90689d66a843c,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-0e5c703ef852ad4f48044aca""}",1,,B4X2500GROWTHSRC-f279ac43bf74a3d58110,,,MA,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,11.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Beaver Cove,,,,->,,"["""", """", ""$18,691.00; 11%""]",GROWTH-3,11.0,True,AGGRES-1ed69f0a519b49f4a8d5f38f,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-ecdd945779957f18c2601413""}",1,,B4X2500GROWTHSRC-b83fab668c672976da5a,,,ME,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.2,,source_reported_direction_or_percentage,,COLA_CPI,Phippsburg,,,,->,,"["""", """", ""3.2%""]",GROWTH-3,3.2,True,AGGRES-eaac06d02f148c6ab866f51b,,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-4dd0a5a653075cb8308fe096""}",1,,B4X2500GROWTHSRC-03844941cc8110c245b5,,,ME,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.14,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Phippsburg,,,,->,,"["""", """", ""5.14%""]",GROWTH-3,5.14,True,AGGRES-390347682d82315f6e27c1d4,,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-e204bf8d9ef7738385d92ea8""}",1,,B4X2500GROWTHSRC-74e7d0f4bd6a7b751327,,,ME,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,7.42,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Phippsburg,,,,->,,"["""", """", ""$10,312,285.00; 7.42%""]",GROWTH-3,7.42,True,AGGRES-7f16bb7f27f7c391cb4031e2,,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-9dfe373eb6efe241a3171093""}",1,,B4X2500GROWTHSRC-a21bf0d4d4c8dc37a041,,,ME,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.2,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Phippsburg,,,,->,,"["""", """", ""3.2%""]",GROWTH-3,3.2,True,AGGRES-4b88770594d5aca327bd4417,,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-795ba26334c60521cb17cc7d""}",1,,B4X2500GROWTHSRC-c4e4e0a9eaa6acd3d782,,,ME,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,12.52,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Phippsburg,,,,->,,"["""", """", ""12.52%""]",GROWTH-3,12.52,True,AGGRES-c866ad60c84bf8bfd341ea7c,,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-6eb7e512e44ddc18a0cf2e1e""}",1,,B4X2500GROWTHSRC-c83622ff88678eb57d24,,,ME,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.2,,source_reported_direction_or_percentage,,COLA_CPI,Phippsburg,,,,->,,"["""", """", ""3.2%; 8.7%""]",GROWTH-3,3.2,True,AGGRES-3fae3c252ae823f18cd8bc40,,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-3b79df34b4585cf692794743""}",1,,B4X2500GROWTHSRC-cb9841e0d1e577c9289d,,,ME,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,19.54,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Phippsburg,,,,->,,"["""", """", ""19.54%""]",GROWTH-3,19.54,True,AGGRES-5439c895512c0d34e414b35d,,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-dc616ec9d64ce0817959ed53""}",1,,B4X2500GROWTHSRC-dfae74270cc8032ef1f1,,,ME,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,21.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Solon,,,,->,,"["""", """", ""21%""]",GROWTH-3,21.0,True,AGGRES-14ea6255d153343183f855e2,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-3f1e2e02fb34a2b75539c103""}",1,,B4X2500GROWTHSRC-6b8a5422a9001a458862,,,ME,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,0.22,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Solon,,,,->,,"["""", """", ""0.22%""]",GROWTH-3,0.22,True,AGGRES-0bbdf0257ea57e6f30206bf9,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-4acea350a06d9ce0f928b279""}",1,,B4X2500GROWTHSRC-bb41c31fd4fe32a68bd8,,,ME,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,47.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Solon,,,,->,,"["""", """", ""47%""]",GROWTH-3,47.0,True,AGGRES-afa4e48b06418ce8e80a1fc5,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-b66cd848e5da4ea87d643244""}",1,,B4X2500GROWTHSRC-fe52527f97da1886c496,,,ME,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Augusta charter,,,,->,,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-93946efb0703714ad48e9471,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-e8f2cc0b534683cda070be3e""}",1,,B4X2500GROWTHSRC-a3bf7d945d4256d2dee2,,,MI,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,16.5,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Goodrich,,,,->,,"["""", """", ""$8,819.20; 16.5%""]",GROWTH-3,16.5,True,AGGRES-63c8aa68dd8cccf970e9d403,,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-17df4dc9e2f0521186c550a9""}",1,,B4X2500GROWTHSRC-6be733ddab02925fff64,,,MI,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Goodrich,,,,->,,"["""", """", ""$2,038.40; 3%""]",GROWTH-3,3.0,True,AGGRES-585dcaa8341840090f1b711c,,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-2fda44ad4e3455f76a2f060e""}",1,,B4X2500GROWTHSRC-78737716c6ea26a73a3f,,,MI,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Goodrich,,,,->,,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-100ee208f391657dbbb8f789,,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-66c0f1278213c14e3972354b""}",1,,B4X2500GROWTHSRC-b8002d4d0b030f7063e8,,,MI,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Goodrich,,,,->,,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-8ab9d62f8a3c47425256b596,,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-173dd73257b56d549c0adb1a""}",1,,B4X2500GROWTHSRC-bfb7be386b42e38f89cd,,,MI,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Harbor Beach,,,,->,,"["""", """", ""1%""]",GROWTH-3,1.0,True,AGGRES-e3859f048cb9eaf38bfbff59,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-05c017180edbe7c603a9b9ff""}",1,,B4X2500GROWTHSRC-06c3f9524fdfa5215274,,,MI,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Harbor Beach,,,,->,,"["""", """", ""1%""]",GROWTH-3,1.0,True,AGGRES-932ab26268d5080ab86dc5a5,,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-35f92d1da22acf0f923299d0""}",1,,B4X2500GROWTHSRC-d34c965d65efd1bd9b4d,,,MI,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,,source_reported_direction_or_percentage,,COLA_CPI,Kalamazoo charter,,,,->,,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-1621803cbaa3306477764c35,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-d8ee308c8920865e3cb86f27""}",1,,B4X2500GROWTHSRC-43ab354af6376397c3a6,,,MI,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,,source_reported_direction_or_percentage,,COLA_CPI,Kalamazoo charter,,,,->,,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-58465ab2eb0ea01b067b9990,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-340c4ac9c79a091d13d4bdf6""}",1,,B4X2500GROWTHSRC-5b2d904a259b41c61bcd,,,MI,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,,source_reported_direction_or_percentage,,COLA_CPI,Kalamazoo charter,,,,->,,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-e14e997819b2bb841cb9d311,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-a9cb8a5d46e4315c44b9a2e2""}",1,,B4X2500GROWTHSRC-dddac6b46eef414f7dad,,,MI,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Shelby,,,,->,,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-cf66e14d706033ff16a90f0a,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-7542d7ba6e38823ef5c22201""}",1,,B4X2500GROWTHSRC-8524e36006bb448790c9,,,MI,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Dundas,,,,->,,"["""", """", ""$28.19; $28.75; $29.33; 2%; 2%; 85%""]",GROWTH-3,2.0,True,AGGRES-2dd8a6d7c59073b0dbffb3d1,,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-b8c2530d548d5dff91dd75c3""}",1,,B4X2500GROWTHSRC-7c24c8b68a98869136bf,,,MN,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,8.8,,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Elysian,,,,->,,"["""", """", ""$873,039.00; $802,483.00; 8.8%""]",GROWTH-3,8.8,True,AGGRES-de656149a41fb91f1010ac30,,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-9f67240f53630c1f394633fe""}",1,,B4X2500GROWTHSRC-4e6147ef38a38eca0d94,,,MN,,source_reported_growth_rate,,,,,growth
,tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,,source_reported_direction_or_percentage,,COLA_CPI,Hawley,,,,->,,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-7c3b1e03bc3f4c82033f0ddc,,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-e2956917c4b4cff8de3cd317""}",1,,B4X2500GROWTHSRC-7e6d81f7d28a31bcc2b6,,,MN,,source_reported_growth_rate,,,,,growth
