qualitative_observation_id,extraction_case_id,document_identity_id,source_review_id,text_table_detection_id,retained_content_hash,pdf_sha256,page_number,bounded_evidence_pointer,mechanism_type,literal_verbatim_evidence_span,span_start,span_end,span_length,span_sha256,span_capture_status,span_failure_reason,span_capture_reason_code,span_candidate_count,span_qa_pass,qa_status,prior_span_capture_status,span_disambiguation_action,span_disambiguation_rule,span_disambiguation_candidate_count,span_disambiguation_top_score,span_disambiguation_score_margin,span_qa_status
lobs_a108d9375e3cae20f16ab347,cex_ec063f9215c2715217302aa8,doc_c3adee4113875d93d0c419f1,sr_647645fe18db7cafc1bf2e3e,ttd_a5c7cc19474ba6ddfc0275e6,f7d064632302438174fcecb11bc984d217ca05dd1eb810b723d490fe8b2d42a7,f7d064632302438174fcecb11bc984d217ca05dd1eb810b723d490fe8b2d42a7,1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0492_sr_647645fe18db7cafc1bf2e3e.pdf#page=1,implementation_or_effective_date_logic,"and shall be effective October 7, 2025.",1753,1792,39,cbaae2860cc05d1040405a6b10b759957a59734d0ca52921b4df93da52cacacb,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=5,5,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_facb027bda9f8e2a48ef0fd7,cex_ec063f9215c2715217302aa8,doc_c3adee4113875d93d0c419f1,sr_647645fe18db7cafc1bf2e3e,ttd_a5c7cc19474ba6ddfc0275e6,f7d064632302438174fcecb11bc984d217ca05dd1eb810b723d490fe8b2d42a7,f7d064632302438174fcecb11bc984d217ca05dd1eb810b723d490fe8b2d42a7,1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0492_sr_647645fe18db7cafc1bf2e3e.pdf#page=1,implementation_or_effective_date_logic,"and shall be effective October 7, 2025.",1753,1792,39,cbaae2860cc05d1040405a6b10b759957a59734d0ca52921b4df93da52cacacb,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=5,5,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,multiple_equally_plausible_exact_candidates,2,13,0,navigation_only_span_not_qa_sufficient
lobs_d92115806802c242ca24e688,cex_ec063f9215c2715217302aa8,doc_c3adee4113875d93d0c419f1,sr_647645fe18db7cafc1bf2e3e,ttd_a5c7cc19474ba6ddfc0275e6,f7d064632302438174fcecb11bc984d217ca05dd1eb810b723d490fe8b2d42a7,f7d064632302438174fcecb11bc984d217ca05dd1eb810b723d490fe8b2d42a7,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0492_sr_647645fe18db7cafc1bf2e3e.pdf#page=5,implementation_or_effective_date_logic,SECTION 1.03 EFFECTIVE DATE,1300,1327,27,675e26315314823d0a71378562aacec0853456ff10b16fc429f60984bd8e486c,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=2,2,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_ce86f9bfcc3320fbf738f4cc,cex_8834a31d6f413f451d76d344,doc_ba482521d0db05ce42407778,sr_c1afb74d8eb07bb7724d3303,ttd_2174175d0cc6e49b006cc48b,89a1252285959c3c4a3d3e4bca7fd12b6a14d9bc8bf800a5f54f543574e8b64b,89a1252285959c3c4a3d3e4bca7fd12b6a14d9bc8bf800a5f54f543574e8b64b,16,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0078_sr_c1afb74d8eb07bb7724d3303.pdf#page=16,implementation_or_effective_date_logic,fire staff premium credit shall be paid for such accumulated hours at the employee’s,1094,1178,84,0bdd482c2da233627e50fe55a77128a0675c7c6dcf4a4142fe9313e6cf728f1d,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=3,3,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_58ca6777853f39edda3c3d35,cex_8834a31d6f413f451d76d344,doc_ba482521d0db05ce42407778,sr_c1afb74d8eb07bb7724d3303,ttd_2174175d0cc6e49b006cc48b,89a1252285959c3c4a3d3e4bca7fd12b6a14d9bc8bf800a5f54f543574e8b64b,89a1252285959c3c4a3d3e4bca7fd12b6a14d9bc8bf800a5f54f543574e8b64b,16,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0078_sr_c1afb74d8eb07bb7724d3303.pdf#page=16,other,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_33e718fcd3de418ad213c676,cex_a95fed37613898243a98ab4a,doc_856748707fc652000dcc13c3,sr_2093e877de9b031d91d5d350,ttd_199f1cf48c7f8ee2f89ed77b,6afa9bfe4cbbd04c58ba27de875938fb9275551ecb1bb6da0c7df22ae9c5564e,6afa9bfe4cbbd04c58ba27de875938fb9275551ecb1bb6da0c7df22ae9c5564e,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0176_sr_2093e877de9b031d91d5d350.pdf#page=12,implementation_or_effective_date_logic,The higher salary rate payable shall commence on the 81,1998,2053,55,81c9d1660ac3c411015f62142aca104163ac0c9ce6f3512ceb33f2c207d39070,exact_verified,,exact_token_segment_unique_context,1,true,exact_literal_span_verified,span_ambiguous_multiple_candidates,resolved_to_exact_verified,exact_token_segment_unique_context,1,18,18,span_exact_unique_verified
lobs_09740c868c022a470219240f,cex_5bcf8fc4872759a9bb92a89b,doc_178fce3ed3483b7f6d02d1df,sr_7a1e7e179be6878c489ecadf,ttd_a52802d44a1f5f198a79a799,700fe9c1531d2134dfdee60e563e577b8484d9a6b847337f652cb57b679d74ad,700fe9c1531d2134dfdee60e563e577b8484d9a6b847337f652cb57b679d74ad,11,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0247_sr_7a1e7e179be6878c489ecadf.pdf#page=11,implementation_or_effective_date_logic,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_e183f31821059045e64e898d,cex_5bcf8fc4872759a9bb92a89b,doc_178fce3ed3483b7f6d02d1df,sr_7a1e7e179be6878c489ecadf,ttd_a52802d44a1f5f198a79a799,700fe9c1531d2134dfdee60e563e577b8484d9a6b847337f652cb57b679d74ad,700fe9c1531d2134dfdee60e563e577b8484d9a6b847337f652cb57b679d74ad,11,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0247_sr_7a1e7e179be6878c489ecadf.pdf#page=11,implementation_or_effective_date_logic,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_e4d89fc11a0eab9215376f0d,cex_5bcf8fc4872759a9bb92a89b,doc_178fce3ed3483b7f6d02d1df,sr_7a1e7e179be6878c489ecadf,ttd_a52802d44a1f5f198a79a799,700fe9c1531d2134dfdee60e563e577b8484d9a6b847337f652cb57b679d74ad,700fe9c1531d2134dfdee60e563e577b8484d9a6b847337f652cb57b679d74ad,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0247_sr_7a1e7e179be6878c489ecadf.pdf#page=10,comparability_or_market_study,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,multiple_equally_plausible_exact_candidates,2,13,0,navigation_only_span_not_qa_sufficient
lobs_293040337bc98cc6e73f3074,cex_5bcf8fc4872759a9bb92a89b,doc_178fce3ed3483b7f6d02d1df,sr_7a1e7e179be6878c489ecadf,ttd_a52802d44a1f5f198a79a799,700fe9c1531d2134dfdee60e563e577b8484d9a6b847337f652cb57b679d74ad,700fe9c1531d2134dfdee60e563e577b8484d9a6b847337f652cb57b679d74ad,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0247_sr_7a1e7e179be6878c489ecadf.pdf#page=10,step_movement_or_seniority,Step to step.,2216,2229,13,0fa43a468461375dc5c173a669d33d033b12a0aea8a6d8c5584e136828fe4628,exact_verified,,exact_structured_field:step_progression_rule,1,true,exact_literal_span_verified,exact_verified,preserved_prior_verified,prior_exact_verified_immutable,1,,,span_exact_unique_verified
lobs_9a911ba6f32064b9c1ecd2a1,cex_5bcf8fc4872759a9bb92a89b,doc_178fce3ed3483b7f6d02d1df,sr_7a1e7e179be6878c489ecadf,ttd_a52802d44a1f5f198a79a799,700fe9c1531d2134dfdee60e563e577b8484d9a6b847337f652cb57b679d74ad,700fe9c1531d2134dfdee60e563e577b8484d9a6b847337f652cb57b679d74ad,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0247_sr_7a1e7e179be6878c489ecadf.pdf#page=12,collective_bargaining_agreement_terms,The Paramedic salary differential will,572,610,38,15238cfcf88b842f682f7763581f392c5ed8ed8476e00a222fa9a43da248116e,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=4,4,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_f4c8960ae8fc8a0b331b8ed0,cex_1864b27ce7870f6f77773cd3,doc_da7485c1ac0e068460084041,sr_78d3b225a23048dc9e1c1ed3,ttd_8afee08ed60e90a39b47afa7,4ac71d98dd4cbe637da048295d0fa3c0fab6c801cc85c8b42a0c20a6b29e6f07,4ac71d98dd4cbe637da048295d0fa3c0fab6c801cc85c8b42a0c20a6b29e6f07,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0095_sr_78d3b225a23048dc9e1c1ed3.pdf#page=5,implementation_or_effective_date_logic,"Effective the first full pay period following adoption of this Memorandum by Council, the salary schedule",832,937,105,87282223871e21a68101a744bcf1ee7b29b1b6fc6eed58f9fabb7542db8fb27d,exact_verified,,exact_token_segment_unique_context,2,true,exact_literal_span_verified,span_ambiguous_multiple_candidates,resolved_to_exact_verified,exact_token_segment_unique_context,2,31,5,span_exact_unique_verified
lobs_a3c32b82733a2566f43c022b,cex_1864b27ce7870f6f77773cd3,doc_da7485c1ac0e068460084041,sr_78d3b225a23048dc9e1c1ed3,ttd_8afee08ed60e90a39b47afa7,4ac71d98dd4cbe637da048295d0fa3c0fab6c801cc85c8b42a0c20a6b29e6f07,4ac71d98dd4cbe637da048295d0fa3c0fab6c801cc85c8b42a0c20a6b29e6f07,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0095_sr_78d3b225a23048dc9e1c1ed3.pdf#page=5,collective_bargaining_agreement_terms,"schedule, then that employee will remain at their current salary until a time when the listed salary",1706,1806,100,690b52e532c6cd1515b90f74ec10191d4b65246ee8e6de9e761f64afceada513,exact_verified,,exact_token_segment_unique_context,1,true,exact_literal_span_verified,span_ambiguous_multiple_candidates,resolved_to_exact_verified,exact_token_segment_unique_context,1,16,16,span_exact_unique_verified
lobs_a8812186313d91fc5f2b7011,cex_1864b27ce7870f6f77773cd3,doc_da7485c1ac0e068460084041,sr_78d3b225a23048dc9e1c1ed3,ttd_8afee08ed60e90a39b47afa7,4ac71d98dd4cbe637da048295d0fa3c0fab6c801cc85c8b42a0c20a6b29e6f07,4ac71d98dd4cbe637da048295d0fa3c0fab6c801cc85c8b42a0c20a6b29e6f07,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0095_sr_78d3b225a23048dc9e1c1ed3.pdf#page=5,wage_reopener_or_future_negotiation,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_c32d309c111767d6d81fe199,cex_1864b27ce7870f6f77773cd3,doc_da7485c1ac0e068460084041,sr_78d3b225a23048dc9e1c1ed3,ttd_8afee08ed60e90a39b47afa7,4ac71d98dd4cbe637da048295d0fa3c0fab6c801cc85c8b42a0c20a6b29e6f07,4ac71d98dd4cbe637da048295d0fa3c0fab6c801cc85c8b42a0c20a6b29e6f07,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0095_sr_78d3b225a23048dc9e1c1ed3.pdf#page=5,other,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_f71ca171d57602651348d3b3,cex_1864b27ce7870f6f77773cd3,doc_da7485c1ac0e068460084041,sr_78d3b225a23048dc9e1c1ed3,ttd_8afee08ed60e90a39b47afa7,4ac71d98dd4cbe637da048295d0fa3c0fab6c801cc85c8b42a0c20a6b29e6f07,4ac71d98dd4cbe637da048295d0fa3c0fab6c801cc85c8b42a0c20a6b29e6f07,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0095_sr_78d3b225a23048dc9e1c1ed3.pdf#page=5,comparability_or_market_study,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_f8f8f3683c7a28372b1c4a7b,cex_43e0f3541d71ad9b5fbacbcc,doc_79700c5b054859ffdfe4e289,sr_d16f4923de223f420aaaa691,ttd_533867202fd7a10fdf0ac4b0,70bfb372d1f9405abb124ac2fabd01847ff365cedbc7a9a5c1d7e78139ba465d,70bfb372d1f9405abb124ac2fabd01847ff365cedbc7a9a5c1d7e78139ba465d,4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0260_sr_d16f4923de223f420aaaa691.pdf#page=4,implementation_or_effective_date_logic,Effective the first full pay period after ratification by the Association and,2229,2306,77,8f585fcc9982e1c94028cace6c281b67204415895b56006e31ff4209d8f16125,exact_verified,,exact_token_segment_unique_context,1,true,exact_literal_span_verified,span_ambiguous_multiple_candidates,resolved_to_exact_verified,exact_token_segment_unique_context,1,17,17,span_exact_unique_verified
lobs_f1ea1beee2c5092c170864bf,cex_43e0f3541d71ad9b5fbacbcc,doc_79700c5b054859ffdfe4e289,sr_d16f4923de223f420aaaa691,ttd_533867202fd7a10fdf0ac4b0,70bfb372d1f9405abb124ac2fabd01847ff365cedbc7a9a5c1d7e78139ba465d,70bfb372d1f9405abb124ac2fabd01847ff365cedbc7a9a5c1d7e78139ba465d,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0260_sr_d16f4923de223f420aaaa691.pdf#page=5,implementation_or_effective_date_logic,of ratification,1437,1452,15,05be79fec55ba81112f138949093185fbc13d8f19adb006d2ea15240ea8ab240,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=5,5,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_f5f787c624af2989a289e25f,cex_43e0f3541d71ad9b5fbacbcc,doc_79700c5b054859ffdfe4e289,sr_d16f4923de223f420aaaa691,ttd_533867202fd7a10fdf0ac4b0,70bfb372d1f9405abb124ac2fabd01847ff365cedbc7a9a5c1d7e78139ba465d,70bfb372d1f9405abb124ac2fabd01847ff365cedbc7a9a5c1d7e78139ba465d,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0260_sr_d16f4923de223f420aaaa691.pdf#page=5,implementation_or_effective_date_logic,of ratification,1437,1452,15,05be79fec55ba81112f138949093185fbc13d8f19adb006d2ea15240ea8ab240,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=5,5,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_37b00ea23114e8bcc3dc5ac6,cex_3aa9b7e69b4a086e1dd2e5b5,doc_a01c7abe7b6d393cff85b9e3,sr_8cdb6ccab3663d30d4acaa57,ttd_d43ca5df65d2c66bfe97721e,72698fd929c00507261701167ca3d0c82ebff6864069d78a32ae8005336fbddf,72698fd929c00507261701167ca3d0c82ebff6864069d78a32ae8005336fbddf,8,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0050_sr_8cdb6ccab3663d30d4acaa57.pdf#page=8,implementation_or_effective_date_logic,(a)  General Salary Increase.,1959,1988,29,545307e068920fff1e61f5e6e37764a89e1b6a19cda466b5ebea3686a526d82d,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=6,6,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,multiple_equally_plausible_exact_candidates,2,19,0,navigation_only_span_not_qa_sufficient
lobs_d21cb18e2de539057c644ca9,cex_3aa9b7e69b4a086e1dd2e5b5,doc_a01c7abe7b6d393cff85b9e3,sr_8cdb6ccab3663d30d4acaa57,ttd_d43ca5df65d2c66bfe97721e,72698fd929c00507261701167ca3d0c82ebff6864069d78a32ae8005336fbddf,72698fd929c00507261701167ca3d0c82ebff6864069d78a32ae8005336fbddf,9,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0050_sr_8cdb6ccab3663d30d4acaa57.pdf#page=9,comparability_or_market_study,(f)  Total Compensation and Survey Database .,646,691,45,df94ecc0d34860ef6ee5310b133f56fe93d11a7af1242a5f69e1916ba0fb2376,exact_verified,,exact_token_segment_unique_context,1,true,exact_literal_span_verified,span_unavailable_or_unverified,resolved_to_exact_verified,exact_token_segment_unique_context,1,15,15,span_exact_unique_verified
lobs_321b74bf35c1678baf2117d9,cex_c30576f6b358214f6fa8d459,doc_33301214a976c11c9f9b3688,sr_0a72e867dbee9c8896d6458b,ttd_84cb9f6e35add6e8eefdacdf,45e7287c538208b5d45031a91122864149f8ffd46ebb7850b4aa6c4fb5f4ade9,45e7287c538208b5d45031a91122864149f8ffd46ebb7850b4aa6c4fb5f4ade9,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0025_sr_0a72e867dbee9c8896d6458b.pdf#page=10,implementation_or_effective_date_logic,initial appointment or reinstatement,225,261,36,02b7a87203d7fc7a14a9f5aea7c519e9300f1c32f8f8f47610f000eea0ea1407,exact_verified,,exact_structured_field:eligibility_rule,1,true,exact_literal_span_verified,exact_verified,preserved_prior_verified,prior_exact_verified_immutable,1,,,span_exact_unique_verified
lobs_d8b9925a8c0256219ace5f62,cex_c30576f6b358214f6fa8d459,doc_33301214a976c11c9f9b3688,sr_0a72e867dbee9c8896d6458b,ttd_84cb9f6e35add6e8eefdacdf,45e7287c538208b5d45031a91122864149f8ffd46ebb7850b4aa6c4fb5f4ade9,45e7287c538208b5d45031a91122864149f8ffd46ebb7850b4aa6c4fb5f4ade9,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0025_sr_0a72e867dbee9c8896d6458b.pdf#page=10,implementation_or_effective_date_logic,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_55e351c61c4db78364bdabd7,cex_c30576f6b358214f6fa8d459,doc_33301214a976c11c9f9b3688,sr_0a72e867dbee9c8896d6458b,ttd_84cb9f6e35add6e8eefdacdf,45e7287c538208b5d45031a91122864149f8ffd46ebb7850b4aa6c4fb5f4ade9,45e7287c538208b5d45031a91122864149f8ffd46ebb7850b4aa6c4fb5f4ade9,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0025_sr_0a72e867dbee9c8896d6458b.pdf#page=10,step_movement_or_seniority,5.4  Salary Step Advancement,749,777,28,4f763a3341b136a3ea596f1825ebfa65b758dd4ee2c43ae1f79a419f3fc87458,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=18,18,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,multiple_equally_plausible_exact_candidates,10,21,0,navigation_only_span_not_qa_sufficient
lobs_c32573d216e88117051a290a,cex_c30576f6b358214f6fa8d459,doc_33301214a976c11c9f9b3688,sr_0a72e867dbee9c8896d6458b,ttd_84cb9f6e35add6e8eefdacdf,45e7287c538208b5d45031a91122864149f8ffd46ebb7850b4aa6c4fb5f4ade9,45e7287c538208b5d45031a91122864149f8ffd46ebb7850b4aa6c4fb5f4ade9,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0025_sr_0a72e867dbee9c8896d6458b.pdf#page=10,step_movement_or_seniority,full-time satisfactory service at each step,2356,2399,43,fdcca7eddd4d674c7b418ddef5d8b69843765c8d5a6303fa8d7b182f6f377471,span_ambiguous_multiple_candidates,,exact_structured_field:eligibility_rule;candidate_count=2,2,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,multiple_equally_plausible_exact_candidates,10,44,0,navigation_only_span_not_qa_sufficient
lobs_a7d9c8996c6599c5f980d15f,cex_c30576f6b358214f6fa8d459,doc_33301214a976c11c9f9b3688,sr_0a72e867dbee9c8896d6458b,ttd_84cb9f6e35add6e8eefdacdf,45e7287c538208b5d45031a91122864149f8ffd46ebb7850b4aa6c4fb5f4ade9,45e7287c538208b5d45031a91122864149f8ffd46ebb7850b4aa6c4fb5f4ade9,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0025_sr_0a72e867dbee9c8896d6458b.pdf#page=10,implementation_or_effective_date_logic,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_5703c38b02f96d25e787bcc8,cex_8ea7a77ddd735767fff951c8,doc_1425fa978fc327287944cfa9,sr_bc2a6e02a467586a4d77b887,ttd_601236266ba089d8f45a3f19,aff25258e60059c06bdad01c3f07cfc6477de2b2eedd69d85c4431882b412a0a,aff25258e60059c06bdad01c3f07cfc6477de2b2eedd69d85c4431882b412a0a,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0430_sr_bc2a6e02a467586a4d77b887.pdf#page=12,certification_or_education_incentive,Effective the first full pay period after City Council ratification of a new MOU,10,90,80,59980f097b1660e471e659dc9e411b027b6f58441bf9d27dd59c15a4a1888869,exact_verified,,exact_structured_field:implementation_rule,1,true,exact_literal_span_verified,exact_verified,preserved_prior_verified,prior_exact_verified_immutable,1,,,span_exact_unique_verified
lobs_fe5f0732483c83ed976081d2,cex_8ea7a77ddd735767fff951c8,doc_1425fa978fc327287944cfa9,sr_bc2a6e02a467586a4d77b887,ttd_601236266ba089d8f45a3f19,aff25258e60059c06bdad01c3f07cfc6477de2b2eedd69d85c4431882b412a0a,aff25258e60059c06bdad01c3f07cfc6477de2b2eedd69d85c4431882b412a0a,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0430_sr_bc2a6e02a467586a4d77b887.pdf#page=12,implementation_or_effective_date_logic,completed ten (10) consecutive years of service with the City,447,508,61,c96632b1c7c7293038c85c04882e15259e546765bb092daff1ffa016d1508692,span_ambiguous_multiple_candidates,,exact_structured_field:eligibility_rule;candidate_count=2,2,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,multiple_equally_plausible_exact_candidates,5,31,0,navigation_only_span_not_qa_sufficient
lobs_75324086b02b5f3c320b6db7,cex_8ea7a77ddd735767fff951c8,doc_1425fa978fc327287944cfa9,sr_bc2a6e02a467586a4d77b887,ttd_601236266ba089d8f45a3f19,aff25258e60059c06bdad01c3f07cfc6477de2b2eedd69d85c4431882b412a0a,aff25258e60059c06bdad01c3f07cfc6477de2b2eedd69d85c4431882b412a0a,11,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0430_sr_bc2a6e02a467586a4d77b887.pdf#page=11,step_movement_or_seniority,salary anniversary date for that employee.,424,466,42,da91641918dfd96c398a5a19e2e496ffd9631c8111035cd7639396c8fefe9d3b,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=6,6,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,multiple_equally_plausible_exact_candidates,4,17,1,navigation_only_span_not_qa_sufficient
