cross_side_routing_id,match_id,original_missing_cross_side_flag,cleaned_analysis_use_primary_category,final_blocker_resolution,cross_side_route,source_locator_lineage
BRMCROSSROUTE-74fc3e22c52bff2ae579ed39,BRMMATCH-20260803-177cca5c76da92eef3efd73e,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-09787-04\"", \""final\"": \""https://avonlake.org/files/agenda-minutes/2023/11/11-27-23.pdf\"", \""original\"": \""https://www.avonlake.org/files/agenda-minutes/2023/11/11-27-23.pdf\"", \""scout_target_id\"": \""BRM5-20260731-09787\""}""]"
BRMCROSSROUTE-b5563ee742bfee2674a66e60,BRMMATCH-20260803-178567f407315faa8dc8eb8c,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-05090-01\"", \""final\"": \""https://d3n9y02raazwpg.cloudfront.net/chatfield/0fa8240f-fb87-4115-a696-80124d33e37c-a4028e22-799e-483a-97d2-7f4b357b3951-1731083723.pdf\"", \""original\"": \""https://d3n9y02raazwpg.cloudfront.net/chatfield/0fa8240f-fb87-4115-a696-80124d33e37c-a4028e22-799e-483a-97d2-7f4b357b3951-1731083723.pdf\"", \""scout_target_id\"": \""BRM5-20260731-05090\""}""]"
BRMCROSSROUTE-6591485084febab9a8ec5f61,BRMMATCH-20260803-178842ab899c595f9ba3b3b9,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-13468-04\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0943.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0943.pdf\"", \""scout_target_id\"": \""BRM5-20260731-13468\""}""]"
BRMCROSSROUTE-47193b83fc1642f58b0d1a23,BRMMATCH-20260803-178b7d2923b2e3620f410d5c,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-01519-01\"", \""final\"": \""https://files.heygov.com/mantraptownshipmn.gov/meetings/me_01kesjy4f7r2xt3pdn7t0d79gn/reorganization-meeting-minutes-2.pdf\"", \""original\"": \""https://files.heygov.com/mantraptownshipmn.gov/meetings/me_01kesjy4f7r2xt3pdn7t0d79gn/reorganization-meeting-minutes-2.pdf\"", \""scout_target_id\"": \""BRM5-20260731-01519\""}""]"
BRMCROSSROUTE-0bef7413e427be7c80754b3e,BRMMATCH-20260803-179b9c5ffc3c0588a05fbb17,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-15382-01\"", \""final\"": \""https://portbarrington.net/wp-content/uploads/2025/09/CHAPTER-36-OTHER-VILLAGE-POLICIES-25-09-Employee-Manual-RTW.pdf\"", \""original\"": \""https://www.portbarrington.net/wp-content/uploads/2025/09/CHAPTER-36-OTHER-VILLAGE-POLICIES-25-09-Employee-Manual-RTW.pdf\"", \""scout_target_id\"": \""BRM5-20260731-15382\""}""]"
BRMCROSSROUTE-afe51f8063d23c9d0ae02958,BRMMATCH-20260803-17a7949c043bce267a13a11c,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14215-02\"", \""final\"": \""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/26/10/56/26105661363302377713642602586304257685\"", \""original\"": \""https://ecommons.cornell.edu/bitstreams/9f6ebf94-bd3c-46dd-9388-629e2fadc7d5/download\"", \""scout_target_id\"": \""BRM5-20260731-14215\""}""]"
BRMCROSSROUTE-da9aa90d40e4220e14d2e2be,BRMMATCH-20260803-17ad55822f34d07367f2d9e6,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-17901-02\"", \""final\"": \""https://villageofclaytonny.gov/wp-content/uploads/2021/05/Village-of-Clayton-Employee-Handbook-v2021.pdf\"", \""original\"": \""https://www.villageofclaytonny.gov/wp-content/uploads/2021/05/Village-of-Clayton-Employee-Handbook-v2021.pdf\"", \""scout_target_id\"": \""BRM5-20260731-17901\""}""]"
BRMCROSSROUTE-46482b4e8d76cfe1a165040d,BRMMATCH-20260803-17adda7b496800002387328a,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-09676-01\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-10-0992.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-10-0992.pdf\"", \""scout_target_id\"": \""BRM5-20260731-09676\""}""]"
BRMCROSSROUTE-e5f26653e541d3f45560ffb1,BRMMATCH-20260803-17b3d339139b3f82669ceb3d,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-15133-01\"", \""final\"": \""https://fathill.com/file/220/Minutes_2011-05-02.pdf\"", \""original\"": \""https://fathill.com/file/220\"", \""scout_target_id\"": \""BRM5-20260731-15133\""}""]"
BRMCROSSROUTE-f6691116a089d6fa0c41ffda,BRMMATCH-20260803-17b4002bd61f204f643fe8e2,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14292-02\"", \""final\"": \""https://csealocal834.org/wp-content/uploads/2017/09/Village_of_Skaneateles_Draft_Contract_2016-19_semi_final.pdf\"", \""original\"": \""https://csealocal834.org/wp-content/uploads/2017/09/Village_of_Skaneateles_Draft_Contract_2016-19_semi_final.pdf\"", \""scout_target_id\"": \""BRM5-20260731-14292\""}""]"
BRMCROSSROUTE-c1eb73d2488ae1b31c0846f0,BRMMATCH-20260803-17b4636a37e587fe025b27e9,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02290-02\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2021/21-MED-05-0794.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2021/21-MED-05-0794.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02290\""}""]"
BRMCROSSROUTE-47199e3e01fc3a2c53251c16,BRMMATCH-20260803-17b5f5e37b853d7579dc23c6,true,write_off_or_exclude,routed_to_write_off,write_off_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-09244-01\"", \""final\"": \""https://huntleigh.org/ordinancesandindentures/HuntleighCodeTitle1.pdf\"", \""original\"": \""https://huntleigh.org/ordinancesandindentures/HuntleighCodeTitle1.pdf\"", \""scout_target_id\"": \""BRM5-20260731-09244\""}""]"
BRMCROSSROUTE-50a44e7eda3665cd523165a3,BRMMATCH-20260803-17bb77dd4b98ba1f34375a30,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-01483-02\"", \""final\"": \""https://cityoflakebronson.com/wp-content/uploads/2021/06/May-17-2021-Minutes.pdf\"", \""original\"": \""https://cityoflakebronson.com/wp-content/uploads/2021/06/May-17-2021-Minutes.pdf\"", \""scout_target_id\"": \""BRM5-20260731-01483\""}""]"
BRMCROSSROUTE-e2cd1a33a70ba585772ece55,BRMMATCH-20260803-17bedf22bca26168fd1ba000,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-17273-02\"", \""final\"": \""https://laurelvilleoh.com/2021-laurelville-council-meeting-minutes\"", \""original\"": \""https://laurelvilleoh.com/2021-laurelville-council-meeting-minutes/\"", \""scout_target_id\"": \""BRM5-20260731-17273\""}""]"
BRMCROSSROUTE-a6394e1374c4d374ff97c3f1,BRMMATCH-20260803-17c305060ff1340940633fc6,true,same_side_growth_evidence,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02242-02\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-11-1259.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-11-1259.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02242\""}""]"
BRMCROSSROUTE-6a78fbf0e4b3fab2abff8c41,BRMMATCH-20260803-17cb25726dd5a40df809ec04,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02244-03\"", \""final\"": \""https://dublinohio.s3.us-east-2.amazonaws.com/Human-Resources/2019-2022-USW-CBA.pdf\"", \""original\"": \""https://dublinohio.s3.us-east-2.amazonaws.com/Human-Resources/2019-2022-USW-CBA.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02244\""}""]"
BRMCROSSROUTE-a7afa16875df307c42e8fc1e,BRMMATCH-20260803-17ced2d97d7d6dfc1d769a04,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-06196-04\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-12-1581.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-12-1581.pdf\"", \""scout_target_id\"": \""BRM5-20260731-06196\""}""]"
BRMCROSSROUTE-2f7dd85635e623e224fd4c47,BRMMATCH-20260803-17d19798dc97277024cdcc21,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-07153-01\"", \""final\"": \""https://fleetwoodboro.com/wp-content/uploads/2025-10-14-Meeting-Minutes_Rev1_MinorChg_11-17-25.pdf\"", \""original\"": \""https://www.fleetwoodboro.com/wp-content/uploads/2025-10-14-Meeting-Minutes_Rev1_MinorChg_11-17-25.pdf\"", \""scout_target_id\"": \""BRM5-20260731-07153\""}""]"
BRMCROSSROUTE-3add936c3dacb61510a1912d,BRMMATCH-20260803-17d582ddb69b204928b997a4,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-03379-01\"", \""final\"": \""https://plymouthtownship.org/download/Human%20Resources/Employee-Resources/employee_documents/Plymouth-Township-Employee-Handbook.pdf\"", \""original\"": \""https://www.plymouthtownship.org/download/Human%20Resources/Employee-Resources/employee_documents/Plymouth-Township-Employee-Handbook.pdf\"", \""scout_target_id\"": \""BRM5-20260731-03379\""}""]"
BRMCROSSROUTE-3526674a21172b8b4a01b910,BRMMATCH-20260803-17da2fdcc645b7eba0ceb8a0,false,pay_basis_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-15528-01\"", \""final\"": \""https://townofclearlake.org/wp-content/uploads/2025/05/05.20.2025.pdf\"", \""original\"": \""https://townofclearlake.org/wp-content/uploads/2025/05/05.20.2025.pdf\"", \""scout_target_id\"": \""BRM5-20260731-15528\""}""]"
BRMCROSSROUTE-f152402d0e30fda3c86b6239,BRMMATCH-20260803-17db05f3c04b0bd5d269b957,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10793-03\"", \""final\"": \""https://lowerheidelbergtownship.org/wp-content/uploads/2025/12/2026-Budget-Final-for-Public.pdf\"", \""original\"": \""https://lowerheidelbergtownship.org/wp-content/uploads/2025/12/2026-Budget-Final-for-Public.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10793\""}""]"
BRMCROSSROUTE-6c530130f282e34f750e7118,BRMMATCH-20260803-17df5ac47ebbb112a46a2134,true,same_side_growth_evidence,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02345-04\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02345\""}""]"
BRMCROSSROUTE-df7e54969ace4515b70926cb,BRMMATCH-20260803-17e0d45d0645e6a8f92d7faa,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-12522-01\"", \""final\"": \""https://ci.austin.mn.us/Council/archiveagendas/2026/03-02-26.pdf\"", \""original\"": \""https://www.ci.austin.mn.us/Council/archiveagendas/2026/03-02-26.pdf\"", \""scout_target_id\"": \""BRM5-20260731-12522\""}""]"
BRMCROSSROUTE-68a63bda81aa3de805365e69,BRMMATCH-20260803-17e1798f7bec18bcdcc3147f,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-01404-02\"", \""final\"": \""https://fairmont.org/wp-content/uploads/2023/01/CCA012323.pdf\"", \""original\"": \""https://fairmont.org/wp-content/uploads/2023/01/CCA012323.pdf\"", \""scout_target_id\"": \""BRM5-20260731-01404\""}""]"
BRMCROSSROUTE-dfdcd957b8e3d93bd034e0b0,BRMMATCH-20260803-17e1f0881cce279cba49fd25,true,same_side_growth_evidence,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-17676-01\"", \""final\"": \""https://glendalewi.gov/AgendaCenter/ViewFile/ArchivedAgenda/_11252024-751\"", \""original\"": \""https://www.glendalewi.gov/AgendaCenter/ViewFile/ArchivedAgenda/_11252024-751\"", \""scout_target_id\"": \""BRM5-20260731-17676\""}""]"
BRMCROSSROUTE-1fa41241cb6d0681eb4d581d,BRMMATCH-20260803-17e8a94a78504e51ee31ef30,true,quant_qual_mechanism_linked_evidence,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-05964-03\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-11-1509.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-11-1509.pdf\"", \""scout_target_id\"": \""BRM5-20260731-05964\""}""]"
BRMCROSSROUTE-076a78c4655b86f86fe1bb42,BRMMATCH-20260803-17f004b40bf8730eed965b6c,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-01044-02\"", \""final\"": \""https://cityofbangormi.org/wp-content/uploads/120224.Combined-Council-Packet_Reduced-Size.pdf\"", \""original\"": \""https://www.cityofbangormi.org/wp-content/uploads/120224.Combined-Council-Packet_Reduced-Size.pdf\"", \""scout_target_id\"": \""BRM5-20260731-01044\""}""]"
BRMCROSSROUTE-4120277b5870f10fb0f0cb93,BRMMATCH-20260803-17f3853db4aca02ed430658d,true,write_off_or_exclude,routed_to_write_off,write_off_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-03094-01\"", \""final\"": \""https://townoftheresany.gov/uploads/1/1/5/4/115409115/jan26meeting_mins.pdf\"", \""original\"": \""https://www.townoftheresany.gov/uploads/1/1/5/4/115409115/jan26meeting_mins.pdf\"", \""scout_target_id\"": \""BRM5-20260731-03094\""}""]"
BRMCROSSROUTE-f84230a2d22cd835ed9a9dbd,BRMMATCH-20260803-17f5037c5ebf41adf0a81251,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-06627-02\"", \""final\"": \""https://villageofwyocena.com/wp-content/uploads/2024/10/9-9-2024_Board_Minutes.pdf\"", \""original\"": \""https://villageofwyocena.com/wp-content/uploads/2024/10/9-9-2024_Board_Minutes.pdf\"", \""scout_target_id\"": \""BRM5-20260731-06627\""}""]"
BRMCROSSROUTE-a397f46be8d1f3bc8c37708d,BRMMATCH-20260803-17f8dd7f5d58ce592a47b97a,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-12267-04\"", \""final\"": \""https://baycitymi.gov/DocumentCenter/View/5914/International-Association-of-Firefighters-Local-116-2026---2029\"", \""original\"": \""https://www.baycitymi.gov/DocumentCenter/View/5914/International-Association-of-Firefighters-Local-116-2026---2029\"", \""scout_target_id\"": \""BRM5-20260731-12267\""}""]"
BRMCROSSROUTE-81139922d021e0f69426d5f3,BRMMATCH-20260803-17f99d419737a024c208d18b,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18123-01\"", \""final\"": \""https://chestercity.com/wp-content/uploads/2025/01/Delibrative-Meeting-Agenda-1625-Council.pdf\"", \""original\"": \""https://www.chestercity.com/wp-content/uploads/2025/01/Delibrative-Meeting-Agenda-1625-Council.pdf\"", \""scout_target_id\"": \""BRM5-20260731-18123\""}""]"
BRMCROSSROUTE-4aecb9f02f7407541a7cff2a,BRMMATCH-20260803-1801346462cca15818524321,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18321-02\"", \""final\"": \""https://nctown.org/wp-content/uploads/2022/10/North-Cornwall-Township-Fire-Study-Report.pdf\"", \""original\"": \""https://www.nctown.org/wp-content/uploads/2022/10/North-Cornwall-Township-Fire-Study-Report.pdf\"", \""scout_target_id\"": \""BRM5-20260731-18321\""}""]"
BRMCROSSROUTE-b95400a1ac9e5dd147ed0a07,BRMMATCH-20260803-1803b77df73d60f49dd966d8,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14215-02\"", \""final\"": \""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/26/10/56/26105661363302377713642602586304257685\"", \""original\"": \""https://ecommons.cornell.edu/bitstreams/9f6ebf94-bd3c-46dd-9388-629e2fadc7d5/download\"", \""scout_target_id\"": \""BRM5-20260731-14215\""}""]"
BRMCROSSROUTE-7b9a39cc858462064c86d5a3,BRMMATCH-20260803-1803ee0c9d3465ed5184659c,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-00477-01\"", \""final\"": \""https://summit-il.org/AgendaCenter/ViewFile/Agenda/_08182025-265\"", \""original\"": \""https://www.summit-il.org/AgendaCenter/ViewFile/Agenda/_08182025-265\"", \""scout_target_id\"": \""BRM5-20260731-00477\""}""]"
BRMCROSSROUTE-dfe8dd1c4d29ffd7d3b2dc42,BRMMATCH-20260803-1806a2edb1b4a2014c2193ca,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10705-01\"", \""final\"": \""https://twp.fairview.pa.us/wp-content/uploads/2025/11/MIN-2022-8-29.pdf\"", \""original\"": \""https://twp.fairview.pa.us/wp-content/uploads/2025/11/MIN-2022-8-29.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10705\""}""]"
BRMCROSSROUTE-866f830407106c4f6b3a6106,BRMMATCH-20260803-180770e974f2891a988d36ca,true,write_off_or_exclude,routed_to_write_off,write_off_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-04345-02\"", \""final\"": \""https://highland.in.gov/mt-content/uploads/2022/03/employee-handbook-2010-rev-12.27.2021.pdf\"", \""original\"": \""https://highland.in.gov/mt-content/uploads/2022/03/employee-handbook-2010-rev-12.27.2021.pdf\"", \""scout_target_id\"": \""BRM5-20260731-04345\""}""]"
BRMCROSSROUTE-be89f897af3615ee877752dd,BRMMATCH-20260803-1808e8abf2f28dce37d8b6e8,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02985-01\"", \""final\"": \""https://seethroughny.net/contracts/VillageofGranville_P_2021.pdf\"", \""original\"": \""https://www.seethroughny.net/contracts/VillageofGranville_P_2021.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02985\""}""]"
BRMCROSSROUTE-0803ed86c6cb03e5d9822452,BRMMATCH-20260803-180d5c53fee117b7cd0d23c9,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-09833-03\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-05-0656.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-05-0656.pdf\"", \""scout_target_id\"": \""BRM5-20260731-09833\""}""]"
BRMCROSSROUTE-cf985b5fb4f56b0bed0db816,BRMMATCH-20260803-1810ba03e82945aab8d68955,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-07825-02\"", \""final\"": \""https://mtvernon.com/media/1u0pmv5p/mt-vernon-dispatch-2022-2026.pdf\"", \""original\"": \""https://www.mtvernon.com/media/1u0pmv5p/mt-vernon-dispatch-2022-2026.pdf\"", \""scout_target_id\"": \""BRM5-20260731-07825\""}""]"
BRMCROSSROUTE-e66a6d8fa383b1f4f2f26633,BRMMATCH-20260803-1817dec89818604aa3c86063,true,write_off_or_exclude,routed_to_write_off,write_off_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-15128-02\"", \""final\"": \""https://ibew702.org/wp-content/uploads/2020/07/2019_-_2022_City_of_Casey_CBA_website.pdf\"", \""original\"": \""https://www.ibew702.org/wp-content/uploads/2020/07/2019_-_2022_City_of_Casey_CBA_website.pdf\"", \""scout_target_id\"": \""BRM5-20260731-15128\""}""]"
BRMCROSSROUTE-cfaf319bd6e795e2003aee1a,BRMMATCH-20260803-181a51375f18a957bb5c1d19,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-04462-01\"", \""final\"": \""https://ind15rpc.org/wp-content/themes/region15/codes/troy/Troy-Title1.pdf\"", \""original\"": \""https://www.ind15rpc.org/wp-content/themes/region15/codes/troy/Troy-Title1.pdf\"", \""scout_target_id\"": \""BRM5-20260731-04462\""}""]"
BRMCROSSROUTE-2f318beaa0bfc2468b250f40,BRMMATCH-20260803-181af0d4d3ec09547819018a,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-11647-01\"", \""final\"": \""https://richmond-il.com/wp-content/uploads/2025/04/04-17-2025-Board-Agenda-with-Supporting-Docs.pdf\"", \""original\"": \""https://richmond-il.com/wp-content/uploads/2025/04/04-17-2025-Board-Agenda-with-Supporting-Docs.pdf\"", \""scout_target_id\"": \""BRM5-20260731-11647\""}""]"
BRMCROSSROUTE-e352480f3318a5dbf44a2031,BRMMATCH-20260803-181c74927c1f2b86b9335825,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18383-01\"", \""final\"": \""https://schuylkilltwp.org/AgendaCenter/ViewFile/Agenda/_08142024-169\"", \""original\"": \""https://schuylkilltwp.org/AgendaCenter/ViewFile/Agenda/_08142024-169\"", \""scout_target_id\"": \""BRM5-20260731-18383\""}""]"
BRMCROSSROUTE-d00c80669690e57278e005cc,BRMMATCH-20260803-18236bc89bdf3a2efd65beea,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-08247-02\"", \""final\"": \""https://augustaks.org/Agenda%20Packets/2024%20Agenda%20Packets/07-08-2024%20Budget%20Work%20Session%204.pdf\"", \""original\"": \""https://www.augustaks.org/Agenda%20Packets/2024%20Agenda%20Packets/07-08-2024%20Budget%20Work%20Session%204.pdf\"", \""scout_target_id\"": \""BRM5-20260731-08247\""}""]"
BRMCROSSROUTE-ee6b02fdd5e4b18b57b3d5b9,BRMMATCH-20260803-182401038fffa3c625db45f8,true,write_off_or_exclude,routed_to_write_off,write_off_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18581-01\"", \""final\"": \""https://cityofburton-tx.gov/documents/247/12.12.23_Signed_OCR_Minutes.pdf\"", \""original\"": \""https://cityofburton-tx.gov/documents/247/12.12.23_Signed_OCR_Minutes.pdf\"", \""scout_target_id\"": \""BRM5-20260731-18581\""}""]"
BRMCROSSROUTE-0fdbafbce636df830aee929d,BRMMATCH-20260803-182436fd15c585d4aeae0b87,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-09677-01\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2013/13-MED-08-0943.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2013/13-MED-08-0943.pdf\"", \""scout_target_id\"": \""BRM5-20260731-09677\""}""]"
BRMCROSSROUTE-2567e954c296b5081cc09a4c,BRMMATCH-20260803-1830c128c190a75f55d8d316,true,quant_qual_mechanism_linked_evidence,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-06379-01\"", \""final\"": \""https://baraboowi.gov/vertical/sites/%7BD06131C5-F452-44C7-954E-97BD998BCA20%7D/uploads/8-13-19_Council_Packet.pdf\"", \""original\"": \""https://baraboowi.gov/vertical/sites/%7BD06131C5-F452-44C7-954E-97BD998BCA20%7D/uploads/8-13-19_Council_Packet.pdf\"", \""scout_target_id\"": \""BRM5-20260731-06379\""}""]"
BRMCROSSROUTE-43200b0accb0a354181a75a0,BRMMATCH-20260803-1834a2bce067035bbc05419c,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02286-01\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0787.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0787.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02286\""}""]"
BRMCROSSROUTE-6519ba959044136569e23c0e,BRMMATCH-20260803-18391f9c1217a765e9504fcd,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-08515-01\"", \""final\"": \""https://cms7files.revize.com/alleganmi/document_center/Governments/Municipal%20Policy/municipalpolicy.pdf\"", \""original\"": \""https://cms7files.revize.com/alleganmi/document_center/Governments/Municipal%20Policy/municipalpolicy.pdf\"", \""scout_target_id\"": \""BRM5-20260731-08515\""}""]"
BRMCROSSROUTE-7f2a944a60e3dd98db75936a,BRMMATCH-20260803-183d25c401ba8f3356edb90e,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-12757-01\"", \""final\"": \""https://milroy.municipalimpact.com/documents/525/2025_Minutes.pdf\"", \""original\"": \""https://milroy.municipalimpact.com/documents/525/2025_Minutes.pdf\"", \""scout_target_id\"": \""BRM5-20260731-12757\""}""]"
