growth_candidate_id,normalization_id,municipality,state,region,side_label,role_unit,growth_value,growth_value_candidates,growth_value_type,pay_basis,period_label,normalization_status,normalization_confidence,mechanism_class,quant_qual_link_id,growth_continuity_status,caveats,source_locator_lineage,cleaned_analysis_use_primary_category,cross_side_wage_level_comparison_forced
BRMGROWTHNORM-20260803-11c723c31011e7a50471c3a2,BRMQNORM-20260803-3166b9e1ffb7fae1d1c57847,Perry,OH,Midwest,police_direct,police_role,3.0,[3.0],percentage,percentage_raise,2022–2024,normalized_growth_or_percentage_only,moderate,strike_no_strike_dispute_process,BRMQLINK-20260803-11c723c31011e7a50471c3a2,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-09853-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1096.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1096.pdf"", ""scout_target_id"": ""BRM5-20260731-09853""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-64a2725c460a935e79545064,BRMQNORM-20260803-324e1c466d49e6d124e24d74,Middlefield,OH,Midwest,police_direct,police_role,1.5,[1.5],percentage,percentage_raise,2025,normalized_growth_or_percentage_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-64a2725c460a935e79545064,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-09820-01"", ""final"": ""https://middlefieldohio.com/wp-content/uploads/2025/03/02.13.2025.pdf"", ""original"": ""https://www.middlefieldohio.com/wp-content/uploads/2025/03/02.13.2025.pdf"", ""scout_target_id"": ""BRM5-20260731-09820""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-c7f9a5b34e7ea393d02c7afc,BRMQNORM-20260803-3261e00238ec88177c3a72e6,Fairfield,OH,Midwest,police_direct,police_role,5.0,[5.0],percentage,percentage_raise,2026,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-c7f9a5b34e7ea393d02c7afc,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13479-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-12-1397.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-12-1397.pdf"", ""scout_target_id"": ""BRM5-20260731-13479""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-5662491388532b909e1be6d0,BRMQNORM-20260803-329dda28c4fd77481953adcf,Kaukauna,WI,Midwest,non_safety_direct,non_safety_role,3.0,[3.0],percentage,budget_amount,2024,normalized_budget_context_only,moderate,,,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02742-04"", ""final"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/kaukaunawi-meet-a10928ecd8564fe5903af0e603b7aaad/ITEM-Attachment-001-7200237e6c694e0d9560845f6a9cad3c.pdf"", ""original"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/kaukaunawi-meet-a10928ecd8564fe5903af0e603b7aaad/ITEM-Attachment-001-7200237e6c694e0d9560845f6a9cad3c.pdf"", ""scout_target_id"": ""BRM5-20260731-02742""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-683c6a66ab1d23cdb6381117,BRMQNORM-20260803-32ac932a9bbb1aa92123ab8c,Vermillion,SD,Midwest,police_direct,police_role,3.0,[3.0],percentage,cola_cpi,2025–2027,normalized_growth_or_percentage_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-683c6a66ab1d23cdb6381117,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10094-01"", ""final"": ""https://vermillion.us/AgendaCenter/ViewFile/Minutes/_11182024-1031"", ""original"": ""https://www.vermillion.us/AgendaCenter/ViewFile/Minutes/_11182024-1031"", ""scout_target_id"": ""BRM5-20260731-10094""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-a37aac5873f93e3057674b69,BRMQNORM-20260803-33d128e9123347948fcb6f61,Ohio,OH,Midwest,police_direct,police_role,3.5,[3.5],percentage,percentage_raise,2024–2025,normalized_growth_or_percentage_only,moderate,market_recruitment_retention,BRMQLINK-20260803-a37aac5873f93e3057674b69,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-17324-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-10-1275.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-10-1275.pdf"", ""scout_target_id"": ""BRM5-20260731-17324""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-15484ccd4d723e5a6cbfd3a4,BRMQNORM-20260803-33e610b44c7663f12bb598a0,Granville,OH,Midwest,police_direct,police_role,3.0,[3.0],percentage,percentage_raise,2020,normalized_growth_or_percentage_only,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-15484ccd4d723e5a6cbfd3a4,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13492-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-09-0836.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-09-0836.pdf"", ""scout_target_id"": ""BRM5-20260731-13492""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-b901db74d9a795ab0ebd6e5a,BRMQNORM-20260803-349844889657dbbcd44c4bc1,Freeport,IL,Midwest,non_safety_direct,non_safety_role,,"[2.0,3.0]",percentage,percentage_raise,2017–2020,normalized_growth_or_percentage_only,moderate,non_base_compensation,BRMQLINK-20260803-b901db74d9a795ab0ebd6e5a,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-00238-02"", ""final"": ""https://cityoffreeport.org/OrdRes/AFSCME%20Memo%20on%20contract%20revisions%20-%20Attorney%20Sosnowski.pdf"", ""original"": ""https://cityoffreeport.org/OrdRes/AFSCME%20Memo%20on%20contract%20revisions%20-%20Attorney%20Sosnowski.pdf"", ""scout_target_id"": ""BRM5-20260731-00238""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-c36502f6a1303e1ae54a700b,BRMQNORM-20260803-353e834f34ce82ad02d77a9c,Bedford Park,IL,Midwest,non_safety_direct,non_safety_role,,"[62046.0,64528.0,66464.0,68458.0,70512.0]",step_schedule_values,step_schedule,2024–2028,normalized_partial,moderate,non_base_compensation,BRMQLINK-20260803-c36502f6a1303e1ae54a700b,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-03859-03"", ""final"": ""https://seiu73.org/wp-content/uploads/2020/11/Bedford-Park-PWW-January-1-2024-December-31-2028-1.pdf"", ""original"": ""https://seiu73.org/wp-content/uploads/2020/11/Bedford-Park-PWW-January-1-2024-December-31-2028-1.pdf"", ""scout_target_id"": ""BRM5-20260731-03859""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-3f880c1fb5d9c0b32df12878,BRMQNORM-20260803-35c5a10d533b999936d2c81e,Thornton,IL,Midwest,police_direct,police_role,4.9,[4.9],percentage,budget_amount,2024,normalized_budget_context_only,moderate,collective_bargaining,BRMQLINK-20260803-3f880c1fb5d9c0b32df12878,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-04230-03"", ""final"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/thorntonil-meet-5849103fc544406c8b79e7373a889a7b/ITEM-Attachment-001-3e170b5ff1374419b30a6a314c952026.pdf"", ""original"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/thorntonil-meet-5849103fc544406c8b79e7373a889a7b/ITEM-Attachment-001-3e170b5ff1374419b30a6a314c952026.pdf"", ""scout_target_id"": ""BRM5-20260731-04230""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-00664d4bb0a2cca507f464c5,BRMQNORM-20260803-35d84d535798a299c2dbe638,Springfield,OH,Midwest,police_direct,police_role,2.0,[2.0],percentage,percentage_raise,2019,normalized_growth_or_percentage_only,moderate,classification_civil_service,BRMQLINK-20260803-00664d4bb0a2cca507f464c5,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02419-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-08-0862.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-08-0862.pdf"", ""scout_target_id"": ""BRM5-20260731-02419""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-56684943f511812f2ae639fb,BRMQNORM-20260803-362b9c8c8b0a72fc01247228,Kinderhook,MI,Midwest,non_safety_direct,non_safety_role,3.0,[3.0],percentage,percentage_raise,2023,normalized_growth_or_percentage_only,moderate,,,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-16113-01"", ""final"": ""https://kinderhooktownship.com/wp-content/uploads/2025/08/2023-March.pdf"", ""original"": ""https://kinderhooktownship.com/wp-content/uploads/2025/08/2023-March.pdf"", ""scout_target_id"": ""BRM5-20260731-16113""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-e3ddbe1bf164f29792ed70ba,BRMQNORM-20260803-3646706c77ddd97aa5600718,Tomah,WI,Midwest,police_direct,police_role,,"[1.8,5.5]",percentage,percentage_raise,1947–1976,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-e3ddbe1bf164f29792ed70ba,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06600-02"", ""final"": ""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia14428.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia14428.pdf"", ""scout_target_id"": ""BRM5-20260731-06600""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-ab0dd4e0c90101fe15c5ce1c,BRMQNORM-20260803-383c0ce7317b57f685706ee2,Woodland,MN,Midwest,police_direct,police_role,10.14,[10.14],percentage,percentage_raise,2024,normalized_growth_or_percentage_only,moderate,ordinance_council_adoption,BRMQLINK-20260803-ab0dd4e0c90101fe15c5ce1c,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05440-01"", ""final"": ""https://cityofwoodlandmn.gov/wp-content/uploads/2025/08/8.11.2025Full-packet.pdf"", ""original"": ""https://woodlandmn.org/wp-content/uploads/2025/08/8.11.2025Full-packet.pdf"", ""scout_target_id"": ""BRM5-20260731-05440""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-a2e6c8e7e8efe1632867dd1a,BRMQNORM-20260803-3883ed422f73f6d99b041075,Brevort,MI,Midwest,fire_direct,fire_role,,"[10.0,3.0]",percentage,hourly,2022,normalized_growth_or_percentage_only,moderate,,,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-08537-01"", ""final"": ""https://brevorttownship.com/wp-content/media/March-19-2022-minutes-with-budget-transfers-1.pdf"", ""original"": ""https://www.brevorttownship.com/wp-content/media/March-19-2022-minutes-with-budget-transfers-1.pdf"", ""scout_target_id"": ""BRM5-20260731-08537""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-a587c046e0a67d83c545ba30,BRMQNORM-20260803-38a8d4a9f1e070bb187cad7e,Franklin,OH,Midwest,police_direct,police_role,,"[11.5,3.0,6.0]",percentage,percentage_raise,2018–2023,normalized_growth_or_percentage_only,moderate,classification_civil_service,BRMQLINK-20260803-a587c046e0a67d83c545ba30,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-7c2e5fbb787b70b535189d0e,BRMQNORM-20260803-38d449becb68b63297d8be27,Upper St. Clair,PA,Northeast,police_direct,police_role,3.06,[3.06],percentage,budget_amount,2024–2025,normalized_budget_context_only,moderate,classification_civil_service,BRMQLINK-20260803-7c2e5fbb787b70b535189d0e,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10959-01"", ""final"": ""https://cms8.revize.com/revize/usctpa/Finance/2025Budget.pdf"", ""original"": ""https://cms8.revize.com/revize/usctpa/Finance/2025Budget.pdf"", ""scout_target_id"": ""BRM5-20260731-10959""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-8e7006960c35414373284435,BRMQNORM-20260803-39574c64d2c3af2eba01932a,Jefferson,WI,Midwest,police_direct,police_role,1.0,[1.0],percentage,percentage_raise,2022,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-8e7006960c35414373284435,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10226-02"", ""final"": ""https://jeffersonwis.com/wp-content/uploads/2021/12/Mins11162021.pdf"", ""original"": ""https://jeffersonwis.com/wp-content/uploads/2021/12/Mins11162021.pdf"", ""scout_target_id"": ""BRM5-20260731-10226""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-a1e3b8bff068091213088cd0,BRMQNORM-20260803-3a2343a7b16f4a48334b9ea3,Monroe,OH,Midwest,fire_direct,fire_role,1.0,[1.0],percentage,percentage_raise,2019,normalized_growth_or_percentage_only,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-a1e3b8bff068091213088cd0,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02345-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""scout_target_id"": ""BRM5-20260731-02345""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-e5f8a433417327f787f12516,BRMQNORM-20260803-3a9fc6f385e365d75aa8f2b2,Bangor,MI,Midwest,police_direct,police_role,2.0,[2.0],percentage,percentage_raise,2025,normalized_growth_or_percentage_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-e5f8a433417327f787f12516,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-01044-02"", ""final"": ""https://cityofbangormi.org/wp-content/uploads/120224.Combined-Council-Packet_Reduced-Size.pdf"", ""original"": ""https://www.cityofbangormi.org/wp-content/uploads/120224.Combined-Council-Packet_Reduced-Size.pdf"", ""scout_target_id"": ""BRM5-20260731-01044""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-83d41fbd4f94d0205eb25ac7,BRMQNORM-20260803-3b03ea6bd29c585aec6d9aff,Monroe,OH,Midwest,fire_direct,fire_role,1.0,[1.0],percentage,percentage_raise,2019,normalized_growth_or_percentage_only,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-83d41fbd4f94d0205eb25ac7,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02345-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""scout_target_id"": ""BRM5-20260731-02345""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-03621367725a52611419efe6,BRMQNORM-20260803-3ba9ec1e854979b5833b2074,Taylorville,IL,Midwest,police_direct,police_role,2.0,[2.0],percentage,annual_salary,2020–2023,normalized_growth_or_percentage_only,moderate,ordinance_council_adoption,BRMQLINK-20260803-03621367725a52611419efe6,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-04223-03"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020agen.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020agen.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-ff3aeb2b0b3781b04e388400,BRMQNORM-20260803-3bad1a6dacb06fbcc89250f5,Urbancrest,OH,Midwest,non_safety_direct,non_safety_role,4.0,[4.0],percentage,percentage_raise,2026,normalized_growth_or_percentage_only,moderate,,,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06177-01"", ""final"": ""https://villageofurbancrestoh.us/minutes.htm"", ""original"": ""https://villageofurbancrestoh.us/minutes.htm"", ""scout_target_id"": ""BRM5-20260731-06177""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-d45ec37e6341db9430f8100a,BRMQNORM-20260803-3c82fa9ffa23cff98eaf1385,Amsterdam,NY,Northeast,police_direct,police_role,5.5,[5.5],percentage,percentage_raise,1993,normalized_growth_or_percentage_only,moderate,retroactivity_implementation,BRMQLINK-20260803-d45ec37e6341db9430f8100a,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06652-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""scout_target_id"": ""BRM5-20260731-06652""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-b555d673278ad103660b02d3,BRMQNORM-20260803-3cdd7b242d4616440c3b5154,Urbancrest,OH,Midwest,non_safety_direct,non_safety_role,4.0,[4.0],percentage,percentage_raise,2026,normalized_growth_or_percentage_only,moderate,,,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06177-01"", ""final"": ""https://villageofurbancrestoh.us/minutes.htm"", ""original"": ""https://villageofurbancrestoh.us/minutes.htm"", ""scout_target_id"": ""BRM5-20260731-06177""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-347147b3cb8cf53ee335d34b,BRMQNORM-20260803-3d57a4db60c3a002dbae0e9e,Geneva,MN,Midwest,non_safety_direct,non_safety_role,,"[2.0,4.0]",percentage,percentage_raise,2016,normalized_growth_or_percentage_only,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-347147b3cb8cf53ee335d34b,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05165-01"", ""final"": ""https://cityofgenevamn.com/minutes-agenda"", ""original"": ""https://cityofgenevamn.com/minutes-agenda/"", ""scout_target_id"": ""BRM5-20260731-05165""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-541b024bc895fb88d15e3e1a,BRMQNORM-20260803-3e1f109960172f4744164159,Belle Plaine,MN,Midwest,police_direct,police_role,3.5,[3.5],percentage,percentage_raise,2025–2027,normalized_growth_or_percentage_only,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-541b024bc895fb88d15e3e1a,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05053-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/676ae6394e9a7e2c68a22004/1735059002659/ActiveContract+-+Belle+Plaine+PD+12-31-2027.pdf"", ""original"": ""https://www.lels.org/s/ActiveContract-Belle-Plaine-PD-12-31-2027.pdf"", ""scout_target_id"": ""BRM5-20260731-05053""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-0308b7ca67ced38ab609d28e,BRMQNORM-20260803-3e4d9dd5dbc8fae1c966b87b,Urbana,IL,Midwest,police_direct,police_role,,"[3.25,3.6]",percentage,percentage_raise,2024–2025,normalized_growth_or_percentage_only,moderate,ordinance_council_adoption,BRMQLINK-20260803-0308b7ca67ced38ab609d28e,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-04238-01"", ""final"": ""https://mccmeetings.blob.core.usgovcloudapi.net/urbanail-pubu/MEET-Packet-e18763c98638444ea81bc3e276ad0e26.pdf"", ""original"": ""https://mccmeetings.blob.core.usgovcloudapi.net/urbanail-pubu/MEET-Packet-e18763c98638444ea81bc3e276ad0e26.pdf"", ""scout_target_id"": ""BRM5-20260731-04238""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-17a54e774bcd782399007a7e,BRMQNORM-20260803-3e6535383e5e2255451c4092,Union,IN,Midwest,police_direct,police_role,15.0,[15.0],percentage,percentage_raise,2024–2025,normalized_growth_or_percentage_only,moderate,ordinance_council_adoption,BRMQLINK-20260803-17a54e774bcd782399007a7e,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-15687-01"", ""final"": ""https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/4771/City_Of_Union_City_In/0c17015b-de22-4506-8ba9-93a08d5580b1/Council_Packet_2025.04.14.pdf"", ""original"": ""https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/4771/City_Of_Union_City_In/0c17015b-de22-4506-8ba9-93a08d5580b1/Council_Packet_2025.04.14.pdf?disposition=inline"", ""scout_target_id"": ""BRM5-20260731-15687""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-92a68a5b156e2c3ac7d0e5d9,BRMQNORM-20260803-3f1c58b68ade2ca274da15dd,Belle,SD,Midwest,police_direct,police_role,15.67,[15.67],step_schedule_values,hourly,2021–2022,normalized_ready,high,market_recruitment_retention,BRMQLINK-20260803-92a68a5b156e2c3ac7d0e5d9,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13707-02"", ""final"": ""https://bellefourche.org/vertical/sites/%7B161B3B9B-0700-4014-A73C-AD9D1DCB57BA%7D/uploads/Council_Minutes_10-18-21%281%29.pdf"", ""original"": ""https://www.bellefourche.org/vertical/sites/%7B161B3B9B-0700-4014-A73C-AD9D1DCB57BA%7D/uploads/Council_Minutes_10-18-21%281%29.pdf"", ""scout_target_id"": ""BRM5-20260731-13707""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-74738187178b086ce04561d2,BRMQNORM-20260803-3fdaafe8bca211fbce1d9cbb,Ohio,OH,Midwest,police_direct,police_role,3.5,[3.5],percentage,percentage_raise,2024–2025,normalized_growth_or_percentage_only,moderate,market_recruitment_retention,BRMQLINK-20260803-74738187178b086ce04561d2,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-17324-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-10-1275.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-10-1275.pdf"", ""scout_target_id"": ""BRM5-20260731-17324""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-375ba073855f94b09c5b612f,BRMQNORM-20260803-3ffb0d28c41739500d123a41,Granville,NY,Northeast,police_direct,police_role,,"[2.0,3.0]",percentage,percentage_raise,2016–2020,normalized_growth_or_percentage_only,moderate,classification_civil_service,BRMQLINK-20260803-375ba073855f94b09c5b612f,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02985-01"", ""final"": ""https://seethroughny.net/contracts/VillageofGranville_P_2021.pdf"", ""original"": ""https://www.seethroughny.net/contracts/VillageofGranville_P_2021.pdf"", ""scout_target_id"": ""BRM5-20260731-02985""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-ab1e5b69bb9ec9dbcb9505db,BRMQNORM-20260803-404d9f6df452cbaef21ed218,Franklin,OH,Midwest,non_safety_direct,non_safety_role,,"[23.02,24.5,25.0,26.97]",step_schedule_values,step_schedule,2021–2023,normalized_partial,moderate,classification_civil_service,BRMQLINK-20260803-ab1e5b69bb9ec9dbcb9505db,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13483-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1280.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1280.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-3e95e00ddd08f17b0486afd3,BRMQNORM-20260803-407080a241b10ae44f9f8405,Monroe,OH,Midwest,fire_direct,fire_role,,"[1.5,2.5]",step_schedule_values,hourly,2019,normalized_partial,moderate,classification_civil_service,BRMQLINK-20260803-3e95e00ddd08f17b0486afd3,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02345-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""scout_target_id"": ""BRM5-20260731-02345""}",same_side_growth_evidence,false
