post_pi_wave_rank,original_priority_rank,post_pi_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_row_count,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,already_canonical_flag,candidate_positive_flag,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
221,235,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,71,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_194187,194187,WA,Des Moines,CITY OF DES MOINES,municipal,place,31988,1,no,King County (53033; primary),74.920,Tier 1,medium,23.188,10.000,16.923,12.131,7.678,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 95.5; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF DES MOINES"" WA official website","""CITY OF DES MOINES"" WA collective bargaining agreement","""CITY OF DES MOINES"" WA police union contract","""CITY OF DES MOINES"" WA fire union contract","""CITY OF DES MOINES"" WA salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF DES MOINES (Census government ID 194187; locked municipality ID cog_2025_194187). County context: King County (53033; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
222,236,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,72,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_132416,132416,OH,Maple Heights,CITY OF MAPLE HEIGHTS,municipal,place,22984,1,no,Cuyahoga County (39035; primary),74.918,Tier 1,low,22.598,10.000,16.670,11.977,8.673,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 93.7; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF MAPLE HEIGHTS"" OH official website","""CITY OF MAPLE HEIGHTS"" OH collective bargaining agreement","""CITY OF MAPLE HEIGHTS"" OH police union contract","""CITY OF MAPLE HEIGHTS"" OH fire union contract","""CITY OF MAPLE HEIGHTS"" OH salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MAPLE HEIGHTS (Census government ID 132416; locked municipality ID cog_2025_132416). County context: Cuyahoga County (39035; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
223,237,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,73,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_176842,176842,WA,SeaTac,CITY OF SEATAC,municipal,place,31799,1,no,King County (53033; primary),74.909,Tier 1,medium,23.177,10.000,16.923,12.131,7.678,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 95.5; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF SEATAC"" WA official website","""CITY OF SEATAC"" WA collective bargaining agreement","""CITY OF SEATAC"" WA police union contract","""CITY OF SEATAC"" WA fire union contract","""CITY OF SEATAC"" WA salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SEATAC (Census government ID 176842; locked municipality ID cog_2025_176842). County context: King County (53033; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
224,238,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,74,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_173637,173637,OR,St. Helens,CITY OF ST HELENS,municipal,place,14437,1,no,Columbia County (41009; primary),74.906,Tier 1,low,21.693,10.000,16.964,12.684,8.565,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 90.6; municipal/place; state evidence low; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF ST HELENS"" OR official website","""CITY OF ST HELENS"" OR collective bargaining agreement","""CITY OF ST HELENS"" OR police union contract","""CITY OF ST HELENS"" OR fire union contract","""CITY OF ST HELENS"" OR salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ST HELENS (Census government ID 173637; locked municipality ID cog_2025_173637). County context: Columbia County (41009; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
225,239,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,75,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_176815,176815,WA,Battle Ground,CITY OF BATTLE GROUND,municipal,place,22285,1,no,Clark County (53011; primary),74.891,Tier 1,medium,22.543,10.000,16.923,12.131,8.293,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 93.6; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF BATTLE GROUND"" WA official website","""CITY OF BATTLE GROUND"" WA collective bargaining agreement","""CITY OF BATTLE GROUND"" WA police union contract","""CITY OF BATTLE GROUND"" WA fire union contract","""CITY OF BATTLE GROUND"" WA salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BATTLE GROUND (Census government ID 176815; locked municipality ID cog_2025_176815). County context: Clark County (53011; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
226,240,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,76,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_194848,194848,OH,Xenia,CITY OF XENIA,municipal,place,25725,1,no,Greene County (39057; primary),74.885,Tier 1,low,22.804,10.000,16.670,11.977,8.433,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 94.4; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF XENIA"" OH official website","""CITY OF XENIA"" OH collective bargaining agreement","""CITY OF XENIA"" OH police union contract","""CITY OF XENIA"" OH fire union contract","""CITY OF XENIA"" OH salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF XENIA (Census government ID 194848; locked municipality ID cog_2025_194848). County context: Greene County (39057; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
227,241,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,77,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_166400,166400,MD,Gaithersburg,CITY OF GAITHERSBURG,municipal,place,69563,1,no,Montgomery County (24031; primary),74.879,Tier 1,low,24.390,10.000,15.807,10.787,8.895,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 98.2; municipal/place; state evidence low; smoothed yield component 15.8/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF GAITHERSBURG"" MD official website","""CITY OF GAITHERSBURG"" MD collective bargaining agreement","""CITY OF GAITHERSBURG"" MD police union contract","""CITY OF GAITHERSBURG"" MD fire union contract","""CITY OF GAITHERSBURG"" MD salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF GAITHERSBURG (Census government ID 166400; locked municipality ID cog_2025_166400). County context: Montgomery County (24031; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
228,242,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,78,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_126690,126690,IA,Ankeny,CITY OF ANKENY,municipal,place,74458,1,no,Polk County (19153; primary),74.878,Tier 1,low,24.482,10.000,15.961,11.137,8.297,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 98.4; municipal/place; state evidence low; smoothed yield component 16.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF ANKENY"" IA official website","""CITY OF ANKENY"" IA collective bargaining agreement","""CITY OF ANKENY"" IA police union contract","""CITY OF ANKENY"" IA fire union contract","""CITY OF ANKENY"" IA salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ANKENY (Census government ID 126690; locked municipality ID cog_2025_126690). County context: Polk County (19153; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
229,243,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,79,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_177249,177249,WI,Sheboygan,CITY OF SHEBOYGAN,municipal,place,49686,1,no,Sheboygan County (55117; primary),74.876,Tier 1,low,23.895,10.000,16.348,10.879,8.754,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 97.3; municipal/place; state evidence low; smoothed yield component 16.3/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF SHEBOYGAN"" WI official website","""CITY OF SHEBOYGAN"" WI collective bargaining agreement","""CITY OF SHEBOYGAN"" WI police union contract","""CITY OF SHEBOYGAN"" WI fire union contract","""CITY OF SHEBOYGAN"" WI salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SHEBOYGAN (Census government ID 177249; locked municipality ID cog_2025_177249). County context: Sheboygan County (55117; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
230,244,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,80,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_161444,161444,CT,Ansonia,CITY OF ANSONIA,municipal,place,19008,1,no,Naugatuck Valley Planning Region (09140; primary),74.874,Tier 1,low,22.243,10.000,16.671,12.477,8.484,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 92.6; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF ANSONIA"" CT official website","""CITY OF ANSONIA"" CT collective bargaining agreement","""CITY OF ANSONIA"" CT police union contract","""CITY OF ANSONIA"" CT fire union contract","""CITY OF ANSONIA"" CT salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ANSONIA (Census government ID 161444; locked municipality ID cog_2025_161444). County context: Naugatuck Valley Planning Region (09140; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
231,245,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,81,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_124257,124257,FL,Leesburg,CITY OF LEESBURG,municipal,place,31721,1,no,Lake County (12069; primary),74.865,Tier 1,medium,23.172,10.000,17.089,11.950,7.654,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 95.5; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF LEESBURG"" FL official website","""CITY OF LEESBURG"" FL collective bargaining agreement","""CITY OF LEESBURG"" FL police union contract","""CITY OF LEESBURG"" FL fire union contract","""CITY OF LEESBURG"" FL salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LEESBURG (Census government ID 124257; locked municipality ID cog_2025_124257). County context: Lake County (12069; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
232,246,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,82,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_161592,161592,FL,Margate,CITY OF MARGATE,municipal,place,58593,1,no,Broward County (12011; primary),74.863,Tier 1,medium,24.138,10.000,17.089,11.950,6.686,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 97.8; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF MARGATE"" FL official website","""CITY OF MARGATE"" FL collective bargaining agreement","""CITY OF MARGATE"" FL police union contract","""CITY OF MARGATE"" FL fire union contract","""CITY OF MARGATE"" FL salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MARGATE (Census government ID 161592; locked municipality ID cog_2025_161592). County context: Broward County (12011; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
233,247,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,83,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_170382,170382,NM,Clovis,CITY OF CLOVIS,municipal,place,37612,1,no,Curry County (35009; primary),74.850,Tier 1,low,23.452,10.000,16.211,11.423,8.764,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 96.2; municipal/place; state evidence low; smoothed yield component 16.2/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF CLOVIS"" NM official website","""CITY OF CLOVIS"" NM collective bargaining agreement","""CITY OF CLOVIS"" NM police union contract","""CITY OF CLOVIS"" NM fire union contract","""CITY OF CLOVIS"" NM salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF CLOVIS (Census government ID 170382; locked municipality ID cog_2025_170382). County context: Curry County (35009; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
234,248,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,84,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_106052,106052,MA,Beverly,CITY OF BEVERLY,municipal,place,42318,1,no,Essex County (25009; primary),74.844,Tier 1,medium,23.645,10.000,16.998,11.785,7.416,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 96.7; municipal/place; state evidence medium; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF BEVERLY"" MA official website","""CITY OF BEVERLY"" MA collective bargaining agreement","""CITY OF BEVERLY"" MA police union contract","""CITY OF BEVERLY"" MA fire union contract","""CITY OF BEVERLY"" MA salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BEVERLY (Census government ID 106052; locked municipality ID cog_2025_106052). County context: Essex County (25009; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
235,249,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,85,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_161596,161596,FL,Coconut Creek,CITY OF COCONUT CREEK,municipal,place,57694,1,no,Broward County (12011; primary),74.839,Tier 1,medium,24.114,10.000,17.089,11.950,6.686,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 97.7; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF COCONUT CREEK"" FL official website","""CITY OF COCONUT CREEK"" FL collective bargaining agreement","""CITY OF COCONUT CREEK"" FL police union contract","""CITY OF COCONUT CREEK"" FL fire union contract","""CITY OF COCONUT CREEK"" FL salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF COCONUT CREEK (Census government ID 161596; locked municipality ID cog_2025_161596). County context: Broward County (12011; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
