mechanism_prep_id,span_rating_id,source_rating_id,span_id,side_label,mechanism_class,source_family,municipality,state,source_ids,span_ids,claim_readiness_bucket,downstream_use_bucket,mechanism_strength,clear_side_confidence,attachable_to_quantitative_cluster_flag,attachable_to_growth_cluster_flag,attachable_to_comparison_cluster_flag,recommended_use,reconciliation_reason_codes,source_locator_lineage
BRMMECHPREP-20260803-218caffa5bc87853836d6a25,BRMGRT-20260802-4edaaf515893f54ae14319a2,BRMGRS-20260802-ffcb03eadddf7646e339ee86,BRMSPAN-20260802-8360f933b1b8622d7c230117,police_direct,collective_bargaining,wage_schedule,Baxter,MN,"[""BRMGRS-20260802-ffcb03eadddf7646e339ee86""]","[""BRMSPAN-20260802-8360f933b1b8622d7c230117""]",qualitative_mechanism_claim_ready,supporting_example_candidate,weak,high,true,true,false,supporting,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05046-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""original"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-05046""}"
BRMMECHPREP-20260803-4586f53782b768551bd82da0,BRMGRT-20260802-ea915fe1f76c3baec4c2d8ae,BRMGRS-20260802-ffcb03eadddf7646e339ee86,BRMSPAN-20260802-8fc39c1ae72eaafc404aa0a8,police_direct,non_base_compensation,wage_schedule,Baxter,MN,"[""BRMGRS-20260802-ffcb03eadddf7646e339ee86""]","[""BRMSPAN-20260802-8fc39c1ae72eaafc404aa0a8""]",qualitative_mechanism_claim_ready,supporting_example_candidate,weak,high,true,true,false,supporting,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05046-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""original"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-05046""}"
BRMMECHPREP-20260803-017684b19777ac04a4b638c3,BRMGRT-20260802-ee05d65f5703c941c76359f6,BRMGRS-20260802-ffcb03eadddf7646e339ee86,BRMSPAN-20260802-99d637a18d7f136385979fe6,police_direct,other_pay_setting_mechanism,wage_schedule,Baxter,MN,"[""BRMGRS-20260802-ffcb03eadddf7646e339ee86""]","[""BRMSPAN-20260802-99d637a18d7f136385979fe6""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05046-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""original"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-05046""}"
BRMMECHPREP-20260803-c2ff4fa21b9e63944d7ca5e2,BRMGRT-20260802-5a3689937aad50934435f72b,BRMGRS-20260802-ffcb03eadddf7646e339ee86,BRMSPAN-20260802-c941ae4ff60964ee2623a06c,police_direct,arbitration_factfinding,wage_schedule,Baxter,MN,"[""BRMGRS-20260802-ffcb03eadddf7646e339ee86""]","[""BRMSPAN-20260802-c941ae4ff60964ee2623a06c""]",qualitative_mechanism_claim_ready,manual_review_candidate,moderate,high,true,true,false,defer,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05046-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""original"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-05046""}"
BRMMECHPREP-20260803-2c82f34e3438dc74d361f179,BRMGRT-20260802-e042466ce7bd19add6022a06,BRMGRS-20260802-ffcb03eadddf7646e339ee86,BRMSPAN-20260802-d96efad5658f1950b1bfc321,police_direct,collective_bargaining,wage_schedule,Baxter,MN,"[""BRMGRS-20260802-ffcb03eadddf7646e339ee86""]","[""BRMSPAN-20260802-d96efad5658f1950b1bfc321""]",local_context_only,local_context_candidate,none,high,true,true,false,local context,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05046-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""original"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-05046""}"
BRMMECHPREP-20260803-c1c626e3d4bac79bbc99fd38,BRMGRT-20260802-9996b0c66318d2b66c74cbb4,BRMGRS-20260802-ffcb03eadddf7646e339ee86,BRMSPAN-20260802-e0ae46708f73e6be5c202921,police_direct,other_pay_setting_mechanism,wage_schedule,Baxter,MN,"[""BRMGRS-20260802-ffcb03eadddf7646e339ee86""]","[""BRMSPAN-20260802-e0ae46708f73e6be5c202921""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,moderate,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05046-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""original"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-05046""}"
BRMMECHPREP-20260803-d52a7097351462586e3a5c29,BRMGRT-20260802-52d1cc86ad6cdd7bd4e59803,BRMGRS-20260802-ffcb03eadddf7646e339ee86,BRMSPAN-20260802-ec082f308dd7d8fcd216c198,police_direct,classification_civil_service,wage_schedule,Baxter,MN,"[""BRMGRS-20260802-ffcb03eadddf7646e339ee86""]","[""BRMSPAN-20260802-ec082f308dd7d8fcd216c198""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05046-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""original"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-05046""}"
BRMMECHPREP-20260803-e14c202ab2129e42d0dd5424,BRMGRT-20260802-149c09bdd3f99f752a753cd5,BRMGRS-20260802-ffcb03eadddf7646e339ee86,BRMSPAN-20260802-f2119a1ac82b77c69281ea12,police_direct,non_base_compensation,wage_schedule,Baxter,MN,"[""BRMGRS-20260802-ffcb03eadddf7646e339ee86""]","[""BRMSPAN-20260802-f2119a1ac82b77c69281ea12""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,moderate,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05046-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""original"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-05046""}"
BRMMECHPREP-20260803-ce0edcb3e90f8987ab67f199,BRMGRT-20260802-66af32b40125cd15cc5b4595,BRMGRS-20260802-ffcb03eadddf7646e339ee86,BRMSPAN-20260802-fbc67ff930f99370b3810295,police_direct,other_pay_setting_mechanism,wage_schedule,Baxter,MN,"[""BRMGRS-20260802-ffcb03eadddf7646e339ee86""]","[""BRMSPAN-20260802-fbc67ff930f99370b3810295""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,moderate,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05046-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""original"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-05046""}"
BRMMECHPREP-20260803-f49ecbff676139765f2e88e7,BRMGRT-20260802-a361375edbb380c02531c886,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-09b409168310106757a18831,police_direct,market_recruitment_retention,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-09b409168310106757a18831""]",local_context_only,local_context_candidate,weak,high,true,true,false,local context,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-7b513b21622ddfceeb16c03d,BRMGRT-20260802-09c2eaa98c2981f30722f90f,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-14b6d2b74513418e72ca3e9d,police_direct,non_base_compensation,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-14b6d2b74513418e72ca3e9d""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-408f2a3509479972ab35c08f,BRMGRT-20260802-35f1c18939056bd06c24fc4c,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-3733d8fbe2cfa6bc5add92db,police_direct,other_pay_setting_mechanism,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-3733d8fbe2cfa6bc5add92db""]",mixed_quant_qual_claim_ready,mechanism_summary_candidate,moderate,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-2e971e7f07eb54e433aeda39,BRMGRT-20260802-8c9605c65cc4d2d7f8a32c6e,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-446356938dd8a32cc6506ae9,police_direct,non_base_compensation,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-446356938dd8a32cc6506ae9""]",directional_hint_only,local_context_candidate,weak,high,true,true,false,local context,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-ed645ccfeeb633dc3a3ed68f,BRMGRT-20260802-3ddea55dc30f4cc71a82585f,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-45c67fa8467fe8732789249a,police_direct,other_pay_setting_mechanism,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-45c67fa8467fe8732789249a""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,moderate,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-b2d47b003537d2df1c3c44cf,BRMGRT-20260802-57fdb416d0727ff0a1571ae6,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-540b1b259526511d594e2a6d,police_direct,classification_civil_service,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-540b1b259526511d594e2a6d""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-df459e63519d58740c334775,BRMGRT-20260802-29b442871ba4c58429119fe1,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-5486875f273d82ee1e6d6c90,police_direct,market_recruitment_retention,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-5486875f273d82ee1e6d6c90""]",weak_or_not_supported,local_context_candidate,weak,original_rating_preserved,true,true,false,local context,[],"{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-38fc32974a22686cb65f2c02,BRMGRT-20260802-d3c6a2fe8bdff7288ca8f3bd,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-57c6695b8fd38b0918dd0706,police_direct,classification_civil_service,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-57c6695b8fd38b0918dd0706""]",local_context_only,exclude_or_write_off,weak,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-f1c3deb85ca83d706816b7dd,BRMGRT-20260802-a2fa7a66a96648421eb4702c,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-5f65eac094d8732304ea16ef,police_direct,non_base_compensation,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-5f65eac094d8732304ea16ef""]",directional_hint_only,local_context_candidate,weak,high,true,true,false,local context,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-774e95ed9157e5fa4b133ff8,BRMGRT-20260802-e440d43e107bb983e5031c08,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-716472b33bf0a16625ba41a2,police_direct,non_base_compensation,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-716472b33bf0a16625ba41a2""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-fd2d69bbe94feabf31ee90ae,BRMGRT-20260802-6856516c940f848a5ddd6d68,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-8a6d648404892f291334e833,police_direct,market_recruitment_retention,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-8a6d648404892f291334e833""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-89d62650d64bab8d9549acb0,BRMGRT-20260802-7efaf2f3addbb1d688e1f5af,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-97bf5f3d4866bf2cc6aa8f55,police_direct,non_base_compensation,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-97bf5f3d4866bf2cc6aa8f55""]",quantitative_direct_text_claim_ready,core_finding_candidate,moderate,high,true,true,false,core,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-f49cfccf118a620a1fd9a305,BRMGRT-20260802-ddef2429463c9f94adb79e83,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-a58270d32867c4c23b9eb31a,police_direct,non_base_compensation,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-a58270d32867c4c23b9eb31a""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,moderate,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-11d0f12c1a792984ec3a6d63,BRMGRT-20260802-55a519f6a83cadb8aa421a99,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-b3fe25fb8ce30411e444de3c,police_direct,other_pay_setting_mechanism,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-b3fe25fb8ce30411e444de3c""]",mixed_quant_qual_claim_ready,mechanism_summary_candidate,moderate,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-ef62e9bbef07ef366b2ad747,BRMGRT-20260802-0e099dc83af06bed81dfbe82,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-b48ff7abfa115c6fcdb48176,police_direct,strike_no_strike_dispute_process,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-b48ff7abfa115c6fcdb48176""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-6e4cdb4815c164943401d0ed,BRMGRT-20260802-9ffbd586b3066cf92d906f84,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-c32dc5d023f278572e1311be,police_direct,non_base_compensation,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-c32dc5d023f278572e1311be""]",directional_hint_only,local_context_candidate,weak,high,true,true,false,local context,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-c3053c4f2b1b4e280d025c56,BRMGRT-20260802-20c94000082f4bbf007c88e3,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-ea8daecb7311032b762c1d3c,police_direct,classification_civil_service,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-ea8daecb7311032b762c1d3c""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-889c40876a2d3f689f47bd4d,BRMGRT-20260802-67737e5c84a7b6dfa6f1fc3d,BRMGRS-20260802-2f411e6f5059fcdd8208a088,BRMSPAN-20260802-ec5e5776e1a9dd3fa7a05172,police_direct,non_base_compensation,cba,Warren,OH,"[""BRMGRS-20260802-2f411e6f5059fcdd8208a088""]","[""BRMSPAN-20260802-ec5e5776e1a9dd3fa7a05172""]",mixed_quant_qual_claim_ready,mechanism_summary_candidate,moderate,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMMECHPREP-20260803-2b98b544c4cd6c98710a27c4,BRMGRT-20260802-5270f6cb686e96954d4c46ae,BRMGRS-20260802-78c219ce2050a9983d81a193,BRMSPAN-20260802-049b628f5f9b0e878b065463,non_safety_direct,classification_civil_service,wage_schedule,Bloomfield,MI,"[""BRMGRS-20260802-78c219ce2050a9983d81a193""]","[""BRMSPAN-20260802-049b628f5f9b0e878b065463""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,true,write_off,"[""source_title_anchor:non_safety_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-01052-01"", ""final"": ""https://bloomfieldtwp.org/media/seud03zj/general-employees-contract-2026-2028_signature-copy-20260427.pdf"", ""original"": ""https://www.bloomfieldtwp.org/media/seud03zj/general-employees-contract-2026-2028_signature-copy-20260427.pdf"", ""scout_target_id"": ""BRM5-20260731-01052""}"
