matching_prep_id,municipality,state,region,cluster_type,source_ids_involved,span_ids_involved,side_labels_represented,has_police,has_fire,has_safety_combined,has_non_safety,has_mixed,clear_safety_anchor_count,clear_non_safety_anchor_count,quantitative_record_count,qualitative_mechanism_record_count,growth_continuity_record_count,comparison_seed_record_count,compatible_pay_basis_flag,compatible_period_flag,same_source_flag,same_document_flag,same_page_or_section_flag,same_cycle_flag,same_fiscal_year_flag,same_contract_period_flag,adjacent_period_flag,period_anchor_quality,role_unit_anchor_quality,pay_basis_compatibility,source_family_mix,strongest_match_tier,matching_prep_confidence,matching_blockers,recommended_next_action,cba_non_cba_hint,evidence_category,claim_readiness_bucket,downstream_use_bucket,mechanism_strength_level,source_locator_lineage
BRMMATCHPREP-20260803-6e1330f496e94a845b5ecea2,Monroe,OH,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-4bb0d184b892b6515ba53ebe"",""BRMGRS-20260802-f437b6422efc52f9f8c885cd""]","[""BRMSPAN-20260802-3f1c9f3c4a57b02a329c9ddb"",""BRMSPAN-20260802-4f5fc087f0478b529340e838""]","[""police_direct""]",true,false,false,false,false,2,0,2,0,2,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""cba"",""wage_schedule""]",Tier E,moderate,"[""missing_clear_cross_side_anchor""]",growth_continuity_review,"[""cba_arbitration_factfinding_hint"",""non_cba_or_unresolved_hint""]","[""quant_step_schedule_progression""]","[""quantitative_direct_text_claim_ready""]","[""core_finding_candidate""]","[""moderate"",""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02346-01\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02346\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-09827-01\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0109.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0109.pdf\"", \""scout_target_id\"": \""BRM5-20260731-09827\""}""]"
BRMMATCHPREP-20260803-6eca1f0dc2248590879daad7,Maidencreek,PA,Northeast,same_municipality_same_effective_period,"[""BRMGRS-20260802-8cd0b49e08e8487b59305d72""]","[""BRMSPAN-20260802-f6ddc728250180cc18c170e5""]","[""police_direct""]",true,false,false,false,false,1,0,0,1,0,0,false,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,needs_review,"[""agenda_packet_or_minutes""]",Tier F,moderate,"[""missing_clear_cross_side_anchor"",""pay_basis_needs_review""]",mechanism_attribution_review,"[""non_cba_or_unresolved_hint""]","[""qual_collective_bargaining""]","[""qualitative_mechanism_claim_ready""]","[""mechanism_summary_candidate""]","[""moderate""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-03311-02\"", \""final\"": \""https://nbrpd.org/wp-content/uploads/2019/07/H-AugSept-2013.pdf\"", \""original\"": \""https://nbrpd.org/wp-content/uploads/2019/07/H-AugSept-2013.pdf\"", \""scout_target_id\"": \""BRM5-20260731-03311\""}""]"
BRMMATCHPREP-20260803-6eec7853e9adac81b8d8392d,Green,OH,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-d57912d68bf63687874e06e2""]","[""BRMSPAN-20260802-0071a4a6fd5afcfc139ed0f1""]","[""fire_direct""]",false,true,false,false,false,1,0,1,0,0,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""wage_schedule""]",Tier G,low,"[""missing_clear_cross_side_anchor""]",defer_or_exclude,"[""non_cba_or_unresolved_hint""]","[""quant_other_compensation_value""]","[""quantitative_direct_text_claim_ready""]","[""core_finding_candidate""]","[""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02267-02\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0896.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0896.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02267\""}""]"
BRMMATCHPREP-20260803-6f4c10813ba9c5a28d980330,Saline,MI,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-4530e7bc048420e9bf1ec007""]","[""BRMSPAN-20260802-740626370786c3c01229e1d7""]","[""police_direct""]",true,false,false,false,false,1,0,1,0,0,0,false,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,needs_review,"[""cba""]",Tier G,low,"[""missing_clear_cross_side_anchor"",""pay_basis_needs_review""]",defer_or_exclude,"[""cba_arbitration_factfinding_hint""]","[""quant_other_compensation_value""]","[""quantitative_needs_normalization""]","[""quantitative_normalization_candidate""]","[""weak""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-12463-01\"", \""final\"": \""https://archive.lib.msu.edu/LIR/Contract%20Archive%20Scans/CityofSaline_and_SergeantsAssoc._1995_ip459.pdf\"", \""original\"": \""https://archive.lib.msu.edu/LIR/Contract%20Archive%20Scans/CityofSaline_and_SergeantsAssoc._1995_ip459.pdf\"", \""scout_target_id\"": \""BRM5-20260731-12463\""}""]"
BRMMATCHPREP-20260803-6fc23022b4d2e68b10f4c4a2,Kaukauna,WI,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-11da59a35d4e62877f7ccd6a""]","[""BRMSPAN-20260802-0033be963d82e9e6477ba56c"",""BRMSPAN-20260802-088e792090eb7a39be6dffee"",""BRMSPAN-20260802-4143ece0414763569039bec1"",""BRMSPAN-20260802-5875945034dc448c43d83ae8"",""BRMSPAN-20260802-89fc2ff8f7226acc4409d360"",""BRMSPAN-20260802-9c10f5709fede8d3e60eab27"",""BRMSPAN-20260802-a20d4638f6d2709ee47c63de"",""BRMSPAN-20260802-c49477b99101dfd55ef60213"",""BRMSPAN-20260802-ceb0aba2ddae4384d5b21da8"",""BRMSPAN-20260802-f230903166aa6074330e0150"",""BRMSPAN-20260802-f804c791d947ed6e63cd27a0"",""BRMSPAN-20260802-f8f29fee755dde719c0114b4""]","[""fire_direct""]",false,true,false,false,false,12,0,8,7,0,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""wage_schedule""]",Tier F,moderate,"[""missing_clear_cross_side_anchor""]",mechanism_attribution_review,"[""non_cba_or_unresolved_hint""]","[""qual_collective_bargaining"",""qual_market_recruitment_retention_pressure"",""qual_non_base_compensation_mechanism"",""quant_allowance_or_reimbursement"",""quant_other_compensation_value"",""quant_overtime_or_holiday_rate"",""quant_salary_schedule_table""]","[""directional_hint_only"",""mixed_quant_qual_claim_ready"",""quantitative_direct_text_claim_ready"",""source_navigation_or_reference_only"",""weak_or_not_supported""]","[""core_finding_candidate"",""exclude_or_write_off"",""local_context_candidate"",""manual_review_candidate"",""supporting_example_candidate""]","[""moderate"",""none"",""weak""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02742-02\"", \""final\"": \""https://mccmeetingspublic.blob.core.usgovcloudapi.net/kaukaunawi-meet-3df21b11f150415ca222cc15415c902b/ITEM-Attachment-001-bec23b23cc7c47059d25d5507edbc9d3.pdf\"", \""original\"": \""https://mccmeetingspublic.blob.core.usgovcloudapi.net/kaukaunawi-meet-3df21b11f150415ca222cc15415c902b/ITEM-Attachment-001-bec23b23cc7c47059d25d5507edbc9d3.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02742\""}""]"
BRMMATCHPREP-20260803-6fe87a599dc0d664f444bfba,Marion,OH,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-af22300d5c8cc4b5eb949f97""]","[""BRMSPAN-20260802-35fdef56d4b6014faf2267a3""]","[""fire_direct""]",false,true,false,false,false,1,0,1,0,0,0,false,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,needs_review,"[""cba""]",Tier G,low,"[""missing_clear_cross_side_anchor"",""pay_basis_needs_review""]",defer_or_exclude,"[""cba_arbitration_factfinding_hint""]","[""quant_other_compensation_value""]","[""local_context_only""]","[""manual_review_candidate""]","[""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-09811-02\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0030.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0030.pdf\"", \""scout_target_id\"": \""BRM5-20260731-09811\""}""]"
BRMMATCHPREP-20260803-6ff2d0293e3334669ae7fbb2,Gaines,MI,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-aa1c1dabe4af80a35d2eed09""]","[""BRMSPAN-20260802-b4485119e03d3d00e97f6f94"",""BRMSPAN-20260802-ca88fbd72fee176de5b76df4""]","[""fire_direct""]",false,true,false,false,false,2,0,1,2,0,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""cba""]",Tier F,moderate,"[""missing_clear_cross_side_anchor""]",mechanism_attribution_review,"[""cba_arbitration_factfinding_hint""]","[""qual_collective_bargaining"",""quant_other_compensation_value""]","[""local_context_only"",""qualitative_mechanism_claim_ready""]","[""exclude_or_write_off"",""mechanism_summary_candidate""]","[""moderate"",""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-12339-02\"", \""final\"": \""https://cms2.revize.com/revize/gaines/01_13_2025%20Township%20Board%20Meeting%20Agenda%20and%20Packet.pdf\"", \""original\"": \""https://cms2.revize.com/revize/gaines/01_13_2025%20Township%20Board%20Meeting%20Agenda%20and%20Packet.pdf\"", \""scout_target_id\"": \""BRM5-20260731-12339\""}""]"
BRMMATCHPREP-20260803-700eef43b6e3584662ff9ec4,Linton,ND,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-6a660b6252f02e4021c15674""]","[""BRMSPAN-20260802-fa9cd79461f1a8600839b871""]","[""police_direct""]",true,false,false,false,false,1,0,0,1,0,0,false,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,needs_review,"[""other_local_government_pay_policy""]",Tier F,moderate,"[""missing_clear_cross_side_anchor"",""pay_basis_needs_review""]",mechanism_attribution_review,"[""non_cba_or_unresolved_hint""]","[""qual_ordinance_or_council_adoption""]","[""qualitative_mechanism_claim_ready""]","[""mechanism_summary_candidate""]","[""central""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-13202-01\"", \""final\"": \""https://lintonnd.org/CityOrdinances.pdf\"", \""original\"": \""https://lintonnd.org/CityOrdinances.pdf\"", \""scout_target_id\"": \""BRM5-20260731-13202\""}""]"
BRMMATCHPREP-20260803-70423edb327698d5b76d29ca,Trade Lake,WI,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-4b02b05c47f84cbd20289126""]","[""BRMSPAN-20260802-a8c8dc1ac1c78aef64c8c00c"",""BRMSPAN-20260802-d1b8b99fb40b1d826499c830""]","[""non_safety_direct""]",false,false,false,true,false,0,2,2,0,0,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""agenda_packet_or_minutes""]",Tier G,low,"[""missing_clear_cross_side_anchor""]",defer_or_exclude,"[""non_cba_or_unresolved_hint""]","[""quant_base_wage_direct_value""]","[""quantitative_direct_text_claim_ready""]","[""core_finding_candidate""]","[""moderate"",""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02853-02\"", \""final\"": \""https://tradelakewi.org/wp-content/uploads/2024/06/01-13-2022-Monthly-board-meeting-minutes.pdf\"", \""original\"": \""https://tradelakewi.org/wp-content/uploads/2024/06/01-13-2022-Monthly-board-meeting-minutes.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02853\""}""]"
BRMMATCHPREP-20260803-7068d9ef213e7d4f22993df6,Dover,OH,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-641e6333fa97bce67e88a6be""]","[""BRMSPAN-20260802-6908a2e62f6b0031af4122f2""]","[""fire_direct""]",false,true,false,false,false,1,0,1,0,0,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""cba""]",Tier G,low,"[""missing_clear_cross_side_anchor""]",defer_or_exclude,"[""cba_arbitration_factfinding_hint""]","[""quant_other_compensation_value""]","[""weak_or_not_supported""]","[""manual_review_candidate""]","[""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02243-03\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-11-1328.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-11-1328.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02243\""}""]"
BRMMATCHPREP-20260803-706b4f3a6e32258a8f8df899,Ticonderoga,NY,Northeast,same_municipality_same_effective_period,"[""BRMGRS-20260802-3adcae7a98cfeb99b4e259b6""]","[""BRMSPAN-20260802-03351c50ce6682acb5e6588a"",""BRMSPAN-20260802-137a5ae00af9fe895807851d"",""BRMSPAN-20260802-166a2ee41357d98a74f1826d"",""BRMSPAN-20260802-18d858365316453465e8f07f"",""BRMSPAN-20260802-3b54d4f54a72bdfaf333a342"",""BRMSPAN-20260802-42787b0219a1f5fafd5be6da"",""BRMSPAN-20260802-45ad23e18b1d7d07350f0e97"",""BRMSPAN-20260802-6c7cb89679c791932e72f980"",""BRMSPAN-20260802-737ce74b7d16084a40f4806d"",""BRMSPAN-20260802-7694362661c36f980d77b827"",""BRMSPAN-20260802-7dcbb808b6467382664cbd83"",""BRMSPAN-20260802-838d42ce2be4e384fbd77220"",""BRMSPAN-20260802-bad8e9faeafc29383162664e"",""BRMSPAN-20260802-c80854aebf9d328f510a79a3"",""BRMSPAN-20260802-ccfdad57a59f96f04621c1a0"",""BRMSPAN-20260802-e6d9ae31b80aa005e9b512da"",""BRMSPAN-20260802-eded1d4e3e8d4a3467e3bc73"",""BRMSPAN-20260802-fe5474d1d4d989ed4cc4bd2d""]","[""fire_direct"",""non_safety_direct""]",false,true,false,true,false,1,17,8,13,1,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_cross_side,candidate_compatible_unverified,"[""mou_or_memorandum""]",Tier B,high,[],bounded_normalization_and_match_quality_review,"[""non_cba_or_unresolved_hint""]","[""qual_budget_or_fiscal_constraint"",""qual_collective_bargaining"",""qual_market_recruitment_retention_pressure"",""qual_mou_or_settlement"",""qual_non_base_compensation_mechanism"",""quant_allowance_or_reimbursement"",""quant_overtime_or_holiday_rate""]","[""qualitative_mechanism_claim_ready"",""quantitative_direct_text_claim_ready"",""weak_or_not_supported""]","[""exclude_or_write_off"",""growth_continuity_candidate"",""local_context_candidate"",""manual_review_candidate"",""mechanism_summary_candidate"",""supporting_example_candidate""]","[""moderate"",""none"",""weak""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18045-03\"", \""final\"": \""https://townofticonderoga.gov/wp-content/uploads/2022-12-08-Minutes-RTB-Mtg.pdf\"", \""original\"": \""https://townofticonderoga.gov/wp-content/uploads/2022-12-08-Minutes-RTB-Mtg.pdf\"", \""scout_target_id\"": \""BRM5-20260731-18045\""}""]"
BRMMATCHPREP-20260803-70895a149e69e758586372b4,Trenton,TX,South,same_municipality_same_effective_period,"[""BRMGRS-20260802-0fa96c4f1e1cb9ae60ec66d2""]","[""BRMSPAN-20260802-79862c04990ebf9ace6e3aff""]","[""police_direct""]",true,false,false,false,false,1,0,0,1,0,0,false,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,needs_review,"[""agenda_packet_or_minutes""]",Tier F,moderate,"[""missing_clear_cross_side_anchor"",""pay_basis_needs_review""]",mechanism_attribution_review,"[""cba_arbitration_factfinding_hint""]","[""qual_ordinance_or_council_adoption""]","[""source_navigation_or_reference_only""]","[""exclude_or_write_off""]","[""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18692-01\"", \""final\"": \""https://cityoftrentontx.org/uploads/9/9/9/0/9990741/minutes_2023_-2024__website_.pdf\"", \""original\"": \""https://www.cityoftrentontx.org/uploads/9/9/9/0/9990741/minutes_2023_-2024__website_.pdf\"", \""scout_target_id\"": \""BRM5-20260731-18692\""}""]"
BRMMATCHPREP-20260803-70c5b2192efc9c8ea6b1bd9e,Lebanon,OH,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-1f5914365ca32cd44183d7ae""]","[""BRMSPAN-20260802-8e633cccc57065ecdf92db2c"",""BRMSPAN-20260802-d52d209736a10e92cc4f6f01"",""BRMSPAN-20260802-e3a5f47f8bc6f2f6fcddf4d4""]","[""police_direct""]",true,false,false,false,false,3,0,3,0,1,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""wage_schedule""]",Tier E,moderate,"[""missing_clear_cross_side_anchor""]",growth_continuity_review,"[""non_cba_or_unresolved_hint""]","[""quant_other_compensation_value"",""quant_step_schedule_progression""]","[""quantitative_direct_text_claim_ready"",""weak_or_not_supported""]","[""core_finding_candidate"",""exclude_or_write_off"",""manual_review_candidate""]","[""none"",""weak""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-13541-01\"", \""final\"": \""https://cms8.revize.com/revize/lebanonoh/City%20Council%20Meeting%20Packets/2023/Council%20Packet%20-%20Feb%2014%202023.pdf\"", \""original\"": \""https://cms8.revize.com/revize/lebanonoh/City%20Council%20Meeting%20Packets/2023/Council%20Packet%20-%20Feb%2014%202023.pdf\"", \""scout_target_id\"": \""BRM5-20260731-13541\""}""]"
BRMMATCHPREP-20260803-70dc37f6169e6cb54d8bd5ae,Lower Heidelberg,PA,Northeast,same_municipality_same_effective_period,"[""BRMGRS-20260802-f31697cb298f2a8dfb31f213""]","[""BRMSPAN-20260802-6dfcaa72b5019cbbdbfcdce9"",""BRMSPAN-20260802-763aef9ede8412777a02757f"",""BRMSPAN-20260802-c6ab6b8316c2852e46e5272c""]","[""non_safety_direct"",""police_direct""]",true,false,false,true,false,2,1,1,2,1,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_cross_side,candidate_compatible_unverified,"[""agenda_packet_or_minutes""]",Tier B,high,[],bounded_normalization_and_match_quality_review,"[""non_cba_or_unresolved_hint""]","[""qual_collective_bargaining"",""quant_percentage_raise_or_cola""]","[""qualitative_mechanism_claim_ready"",""quantitative_direct_text_claim_ready"",""weak_or_not_supported""]","[""core_finding_candidate"",""manual_review_candidate"",""mechanism_summary_candidate""]","[""moderate"",""weak""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10793-01\"", \""final\"": \""https://lowerheidelbergtownship.org/wp-content/uploads/2025/03/2024-Reorganization-Meeting-Minutes-1-2-24.pdf\"", \""original\"": \""https://lowerheidelbergtownship.org/wp-content/uploads/2025/03/2024-Reorganization-Meeting-Minutes-1-2-24.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10793\""}""]"
BRMMATCHPREP-20260803-711d688fae27c1251779aa52,Wadsworth,OH,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-c7faaeffc7062dbeb204f1c1""]","[""BRMSPAN-20260802-0a774b2231b1f3f371fd54d6"",""BRMSPAN-20260802-24760f4a5be27f6047d92f37"",""BRMSPAN-20260802-3b0104c445ec5d808ce3a13b"",""BRMSPAN-20260802-47a1068445915c9f228b5c7d"",""BRMSPAN-20260802-495a83e327ced9099ec771c6"",""BRMSPAN-20260802-563aaec96db24e6f85f6ddb9"",""BRMSPAN-20260802-6e14dbb3e295da326b810495"",""BRMSPAN-20260802-72546c635742b33f7a8500b9"",""BRMSPAN-20260802-83885f14c67dbb7767a8deb9"",""BRMSPAN-20260802-8e0be100616bfa344a064699"",""BRMSPAN-20260802-b0166ab7f6c8d62978e42caf"",""BRMSPAN-20260802-bbfe1a3a8c9331c9beb45c82"",""BRMSPAN-20260802-bef5e5a9a968a6550f306f42"",""BRMSPAN-20260802-d027232904bef27c19cbd8e7"",""BRMSPAN-20260802-e0b91252a6abe90ecc3574ad"",""BRMSPAN-20260802-e1c786448cd32a69cdcc86f3"",""BRMSPAN-20260802-fd6a292d90c448245c86209a"",""BRMSPAN-20260802-fe748076db069e7597468492""]","[""fire_direct""]",false,true,false,false,false,18,0,15,5,4,1,false,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,needs_review,"[""arbitration_award""]",Tier E,moderate,"[""missing_clear_cross_side_anchor"",""pay_basis_needs_review""]",growth_continuity_review,"[""cba_arbitration_factfinding_hint""]","[""qual_position_classification_or_civil_service_structure"",""quant_base_wage_direct_value"",""quant_other_compensation_value"",""quant_percentage_raise_or_cola"",""quant_position_classification_pay_band"",""quant_salary_schedule_table"",""quant_step_schedule_progression""]","[""directional_hint_only"",""local_context_only"",""mixed_quant_qual_claim_ready"",""qualitative_mechanism_claim_ready"",""quantitative_direct_text_claim_ready"",""quantitative_needs_normalization"",""source_navigation_or_reference_only""]","[""comparison_review_candidate"",""core_finding_candidate"",""exclude_or_write_off"",""local_context_candidate"",""manual_review_candidate"",""mechanism_summary_candidate"",""supporting_example_candidate""]","[""moderate"",""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-06184-02\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2018/18-MED-09-0935.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2018/18-MED-09-0935.pdf\"", \""scout_target_id\"": \""BRM5-20260731-06184\""}""]"
BRMMATCHPREP-20260803-71acdd3b2de321d2d013f28f,Salem,PA,Northeast,same_municipality_same_effective_period,"[""BRMGRS-20260802-182ba1d0bb5c5e41cafce220""]","[""BRMSPAN-20260802-e374c17b3737648016de4ffd"",""BRMSPAN-20260802-f6e19005252fd6f3e7925e74"",""BRMSPAN-20260802-f85571c7d942275369be3ada"",""BRMSPAN-20260802-fb1634131b515fba502dea9c""]","[""non_safety_direct"",""police_direct""]",true,false,false,true,false,3,1,3,1,3,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_cross_side,candidate_compatible_unverified,"[""agenda_packet_or_minutes""]",Tier B,high,[],bounded_normalization_and_match_quality_review,"[""non_cba_or_unresolved_hint""]","[""qual_market_recruitment_retention_pressure"",""quant_percentage_raise_or_cola""]","[""quantitative_direct_text_claim_ready"",""weak_or_not_supported""]","[""core_finding_candidate"",""manual_review_candidate""]","[""none"",""weak""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14632-01\"", \""final\"": \""https://salemtwp.org/_files/ugd/9bfdbd_58b5c83870b44f00888d9fc8fc56ada6.pdf\"", \""original\"": \""https://www.salemtwp.org/_files/ugd/9bfdbd_58b5c83870b44f00888d9fc8fc56ada6.pdf\"", \""scout_target_id\"": \""BRM5-20260731-14632\""}""]"
BRMMATCHPREP-20260803-71ccfbf8c0d607162e9c7cfa,Ticonderoga,NY,Northeast,same_municipality_same_effective_period,"[""BRMGRS-20260802-2be8833be7255dfd42bb4032"",""BRMGRS-20260802-be8b6f0149eaeb096aa08458""]","[""BRMSPAN-20260802-04a46db9721cbad4484e5448"",""BRMSPAN-20260802-04f7afd3f0ab049503705c7d"",""BRMSPAN-20260802-266aa47e7cfd159d7e4ce560"",""BRMSPAN-20260802-3b7041f40a4887bb822b0048"",""BRMSPAN-20260802-5b1e9b19d7559cd922b1331a"",""BRMSPAN-20260802-5e591b460575c4e3d9086279"",""BRMSPAN-20260802-646d7a7a8263d7c7c247c295"",""BRMSPAN-20260802-7427fd5a7def0b9395cb721c"",""BRMSPAN-20260802-768a91f146b7ee89db5151f3"",""BRMSPAN-20260802-91c06afd819bbc1bdd4fb06d"",""BRMSPAN-20260802-a42454403967de01ad63c1e4"",""BRMSPAN-20260802-c80e0ce1037ba01d9da2b29f"",""BRMSPAN-20260802-ca3c038adefe06bc663c89bb"",""BRMSPAN-20260802-db3f38989af67acacabca08a"",""BRMSPAN-20260802-ddf9da4023acae5958dce639"",""BRMSPAN-20260802-e6e90fa6eee3f2567cd04f84"",""BRMSPAN-20260802-10a42a62b10d18989d927d57"",""BRMSPAN-20260802-1c2745fdd8c9426f1bd0f8b3"",""BRMSPAN-20260802-5613fa66c547ab70fbfd8977"",""BRMSPAN-20260802-a4aa6d50cb99c68d23670aac"",""BRMSPAN-20260802-ac0bd704d43cf9d6ceab5506"",""BRMSPAN-20260802-e8afb89df6d3ea9a3137ec4f""]","[""non_safety_direct"",""police_direct""]",true,false,false,true,false,10,12,14,13,2,0,false,true,false,false,false,true,true,true,false,explicit_raw_token,clear_cross_side,needs_review,"[""mou_or_memorandum""]",Tier D,moderate,"[""pay_basis_needs_review""]",bounded_normalization_and_match_quality_review,"[""non_cba_or_unresolved_hint""]","[""qual_collective_bargaining"",""qual_factfinding"",""qual_mou_or_settlement"",""qual_non_base_compensation_mechanism"",""qual_retroactivity_or_implementation_timing"",""quant_allowance_or_reimbursement"",""quant_base_wage_direct_value"",""quant_other_compensation_value"",""quant_overtime_or_holiday_rate"",""quant_retroactive_pay_or_lump_sum""]","[""local_context_only"",""quantitative_direct_text_claim_ready"",""source_navigation_or_reference_only"",""weak_or_not_supported""]","[""core_finding_candidate"",""exclude_or_write_off"",""local_context_candidate"",""manual_review_candidate"",""supporting_example_candidate""]","[""none"",""weak""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18045-01\"", \""final\"": \""https://townofticonderoga.gov/wp-content/uploads/2025-12-11-Agenda4-RTB-Mtg.pdf\"", \""original\"": \""https://townofticonderoga.gov/wp-content/uploads/2025-12-11-Agenda4-RTB-Mtg.pdf\"", \""scout_target_id\"": \""BRM5-20260731-18045\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18045-02\"", \""final\"": \""https://townofticonderoga.gov/wp-content/uploads/RTB-Mtg-5-18-2026-PH-Moratorium-BESS-1.pdf\"", \""original\"": \""https://townofticonderoga.gov/wp-content/uploads/RTB-Mtg-5-18-2026-PH-Moratorium-BESS-1.pdf\"", \""scout_target_id\"": \""BRM5-20260731-18045\""}""]"
BRMMATCHPREP-20260803-71d9d9fca8d3f6f689a1b038,Monroe,OH,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-ce5d75079c70050fc8708e0c""]","[""BRMSPAN-20260802-b2ba4baf87bbc35f8d6ac723""]","[""police_direct""]",true,false,false,false,false,1,0,1,0,0,0,false,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,needs_review,"[""arbitration_award""]",Tier G,low,"[""missing_clear_cross_side_anchor"",""pay_basis_needs_review""]",defer_or_exclude,"[""cba_arbitration_factfinding_hint""]","[""quant_other_compensation_value""]","[""quantitative_direct_text_claim_ready""]","[""local_context_candidate""]","[""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02343-01\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2017/17-MED-02-0150.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2017/17-MED-02-0150.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02343\""}""]"
