source_document_cluster_id,source_rating_id,retained_source_id,municipality,state,region,source_type,source_family,span_ids,span_rating_ids,span_count,side_labels_represented,clear_safety_anchor_count,clear_non_safety_anchor_count,quantitative_record_count,qualitative_mechanism_record_count,growth_continuity_record_count,comparison_seed_record_count,raw_period_anchors,pay_basis_hints,same_document_cross_side_candidate,source_locator_lineage
BRMSRCDOC-20260803-089d8d0dfb26d7f7edb14ecf,BRMGRS-20260802-682e37a5db0f4f7a4fed2213,RMSRD-20260802-6706c5311f5d1d8cdb29,Bay,OH,Midwest,pdf,cba,"[""BRMSPAN-20260802-138a84c8a73e4d6f1a4a6e8c"",""BRMSPAN-20260802-18d307510c753cb0c103301e"",""BRMSPAN-20260802-2726d78d11e223615315e6b1"",""BRMSPAN-20260802-2dcb215c40298a62805844d5"",""BRMSPAN-20260802-75a73a8b20962895109f316f"",""BRMSPAN-20260802-7da373b512a6d0afad589288"",""BRMSPAN-20260802-8e924ad3ae699f4ee94c1d81"",""BRMSPAN-20260802-95c57c5c2161d6d18541786d"",""BRMSPAN-20260802-a00de4ac763beb4926c283ad"",""BRMSPAN-20260802-bf3c129cf0ca32129f1046a3"",""BRMSPAN-20260802-bfca9bed06df7642cda4d178"",""BRMSPAN-20260802-cf43c98456d00d24179481f8"",""BRMSPAN-20260802-d7aed37c7fde41a32ffd72b0"",""BRMSPAN-20260802-d91fcd3de1829582203417b1"",""BRMSPAN-20260802-d923ed54d5e1965e6d4799eb"",""BRMSPAN-20260802-dcac8298cb0d10c4f41668f6"",""BRMSPAN-20260802-dd9454364aefebbe30d028a4"",""BRMSPAN-20260802-debbcb3c2125a2e8fffad805"",""BRMSPAN-20260802-e35ee6608e45bc8765e91da4""]","[""BRMGRT-20260802-510a1d516a70b8bcca047a8f"",""BRMGRT-20260802-456e42aab7cece31bff61210"",""BRMGRT-20260802-791629cbd7f7e5515d3ef9b8"",""BRMGRT-20260802-8714a2aa3077819cbc7f7244"",""BRMGRT-20260802-6a83baf331dd5e12d207b0b3"",""BRMGRT-20260802-97c705f28fada0fcaf4b6fa2"",""BRMGRT-20260802-95fbc5f3441c01b14c5334bf"",""BRMGRT-20260802-568876f3d189a74ecc97aa4b"",""BRMGRT-20260802-dd60963efa1317496941fa15"",""BRMGRT-20260802-ae238c9631bd8a7617c6356e"",""BRMGRT-20260802-05a6c26af09db2f2d7303ef8"",""BRMGRT-20260802-e535fb0cb635ddad88a2f092"",""BRMGRT-20260802-2e96a11b71b1dbfc57fd1e75"",""BRMGRT-20260802-af25c2b45eaca3e285606c9c"",""BRMGRT-20260802-36ca475c620b740a2f9c1c35"",""BRMGRT-20260802-4418e3dc1f81380b9149e790"",""BRMGRT-20260802-8274e013f3266ff7a38b2691"",""BRMGRT-20260802-ddbbae8d63dd25af7fdd007d"",""BRMGRT-20260802-6eafed47c8d8e120e17856d8""]",19,"[""non_safety_direct"",""not_applicable"",""remains_unclear"",""write_off""]",0,1,1,1,0,0,"[""January 1, 2023"",""January 1, 2024"",""March 1, 2019""]","[""hourly"",""overtime_rate"",""percentage_raise"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-13411-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-0998.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-0998.pdf"", ""scout_target_id"": ""BRM5-20260731-13411""}"
BRMSRCDOC-20260803-1cd1380982ca626b5e128a1a,BRMGRS-20260802-685909a5f53eae32d6e9daff,RMSRD-20260802-3089cc5710629ecd3468,Rye,PA,Northeast,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-201ba719eef4dff513f1ed56"",""BRMSPAN-20260802-22ecb54b340bf5cdba2bfe47"",""BRMSPAN-20260802-39efba528c49a4215f2111d6"",""BRMSPAN-20260802-44b19358a455c134838fac9b"",""BRMSPAN-20260802-5665f39d891ebb52a867c59d"",""BRMSPAN-20260802-581dbf952f108c6b4ccd027c"",""BRMSPAN-20260802-69d72a6226c0f15b83e65448"",""BRMSPAN-20260802-6a376c5c789eb51428c403b1"",""BRMSPAN-20260802-6a6238627bc7d08c43a13fb0"",""BRMSPAN-20260802-733ab8c1ffcec4a1ceab6da9"",""BRMSPAN-20260802-7e9c7326414c2491033a492a"",""BRMSPAN-20260802-8af2efa435f2ff2c701ada6d"",""BRMSPAN-20260802-8de44cacfc60ea523564939f"",""BRMSPAN-20260802-9f1af2bdbc64029183cffeaf"",""BRMSPAN-20260802-a1a4853ce923e6ac584e6a4a"",""BRMSPAN-20260802-c02ccc179ff2e70ccbd5f2a3"",""BRMSPAN-20260802-ddb8e07105e85c2b50619d75"",""BRMSPAN-20260802-f70fcf0c376885b25c34d737"",""BRMSPAN-20260802-fad7a267c8c64b6f24f4e945""]","[""BRMGRT-20260802-5f6a46e5fad9ae8c96a3272d"",""BRMGRT-20260802-1f54875f8b78616213fdfeae"",""BRMGRT-20260802-6d4ed99604a3ae2b89e9e42d"",""BRMGRT-20260802-3248a10bf17f390b2ad97175"",""BRMGRT-20260802-c10bcc3547a413435a160d81"",""BRMGRT-20260802-89f50000ac8d78e6caedc531"",""BRMGRT-20260802-a97838d5d9fd3a16eb117cff"",""BRMGRT-20260802-bffa0a47f6caa5d533740f7a"",""BRMGRT-20260802-8400fe4ca456d29855830a94"",""BRMGRT-20260802-57564407dc5cb5807c3c156c"",""BRMGRT-20260802-320030ec002258afc6180e1f"",""BRMGRT-20260802-1852026b20372d414a175e44"",""BRMGRT-20260802-c576aa3302b63fc8830da43e"",""BRMGRT-20260802-f9da0c32c189fa8054946d91"",""BRMGRT-20260802-a79e068b6c1bc398aadf56a4"",""BRMGRT-20260802-1115a2bab8905f34d5a8053c"",""BRMGRT-20260802-8a03a6623ef507712fa8a923"",""BRMGRT-20260802-670207861cd02c1ee8aea46f"",""BRMGRT-20260802-736fd49bd8563a6c27a03ca7""]",19,"[""non_safety_direct"",""remains_unclear"",""write_off""]",0,1,1,0,0,0,"[""2019"",""2021"",""January 1, 2021"",""January 28, 2020"",""October 26, 2020""]","[""hourly"",""overtime_rate"",""percentage_raise"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-03400-01"", ""final"": ""https://ryetwp.com/wp-content/uploads/2022/07/2020-Meeting-Minutes.pdf"", ""original"": ""https://ryetwp.com/wp-content/uploads/2022/07/2020-Meeting-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-03400""}"
BRMSRCDOC-20260803-679307b1fa30112ee3715104,BRMGRS-20260802-6873372c11ecdb322aa6c275,RMSRD-20260802-729dc431c7ec60c55a7d,Bay Mills,MI,Midwest,pdf,civil_service_or_hr_pay_plan,"[""BRMSPAN-20260802-0b5a9fed394f20c028c846d5"",""BRMSPAN-20260802-12baec6c5d4a1c0daf007d90"",""BRMSPAN-20260802-2e901f9aeaa3f607ac0580cb"",""BRMSPAN-20260802-5a0dacd638b056460fc0f2ee"",""BRMSPAN-20260802-5d3a40912bd618f96be3e910"",""BRMSPAN-20260802-62863d399104fb82f4d6af59"",""BRMSPAN-20260802-63ee2487ed249dc381ff6f84"",""BRMSPAN-20260802-837dc1ef02408ba04092d308"",""BRMSPAN-20260802-98d6a5a130b806d2813db9d3"",""BRMSPAN-20260802-9f5ed855ca25105f164cdf7a"",""BRMSPAN-20260802-af4b1dac9ce3d339900f6c8e"",""BRMSPAN-20260802-b0e8b9a5615a49690fadde34"",""BRMSPAN-20260802-b9b458b6333a402b83fb503c"",""BRMSPAN-20260802-db8b85abefa81fbad335a0f9"",""BRMSPAN-20260802-e9e55674221651d63aedffea""]","[""BRMGRT-20260802-b6e3a9097c64a0ed8553019b"",""BRMGRT-20260802-b9a26f83dbe89c1a7a329bf5"",""BRMGRT-20260802-c2d34db405bdceec844d03d6"",""BRMGRT-20260802-b5ef76c316316b9d46351901"",""BRMGRT-20260802-e8bfe76bb43a508fb9f590cb"",""BRMGRT-20260802-d5f1efc8e5ed5dcfe90eef93"",""BRMGRT-20260802-076aef4cd01ed01f95c9874a"",""BRMGRT-20260802-2cff7467fb3b0ea44861fd65"",""BRMGRT-20260802-4f56e6307cadfd916b31ee40"",""BRMGRT-20260802-e55656bd4f0bdd2ead9177d2"",""BRMGRT-20260802-59626a5624f5175e33ba5915"",""BRMGRT-20260802-cc096ab36ed99f1a2f61ba94"",""BRMGRT-20260802-1281f4aabec5ee2aace7ba52"",""BRMGRT-20260802-97148251c6e1482a3b72fe10"",""BRMGRT-20260802-8bcaf57f0e8f47cb07ed15b6""]",15,"[""not_applicable"",""remains_unclear"",""write_off""]",0,0,0,0,0,0,[],"[""allowance"",""overtime_rate"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-04785-02"", ""final"": ""https://baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""original"": ""https://www.baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""scout_target_id"": ""BRM5-20260731-04785""}"
BRMSRCDOC-20260803-f9e0414301aa0c8e01b3c70e,BRMGRS-20260802-68a729e60a174de4304a8322,RMSRD-20260802-68460ba0864616acd883,Stow Creek,NJ,Northeast,pdf,wage_schedule,"[""BRMSPAN-20260802-29774f5754b83d9271310a61""]","[""BRMGRT-20260802-deba428959ad84d67a908280""]",1,"[""remains_unclear""]",0,0,0,0,0,0,[],"[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-14126-01"", ""final"": ""https://stowcreektwp.org/wp-content/uploads/2026/03/STOW_CREEK_TOWNSHIP-salary-update-ordiance2.pdf"", ""original"": ""https://stowcreektwp.org/wp-content/uploads/2026/03/STOW_CREEK_TOWNSHIP-salary-update-ordiance2.pdf"", ""scout_target_id"": ""BRM5-20260731-14126""}"
BRMSRCDOC-20260803-b20d49fc8e409c25c80169e6,BRMGRS-20260802-68ab9c494ec1beca3800bd02,RMSRD-20260802-6efafcac094d6cbd13ed,Plymouth,WI,Midwest,pdf,wage_schedule,"[""BRMSPAN-20260802-01e250a106c79989005deef0"",""BRMSPAN-20260802-01f6d0c5856f2d730304dbe4"",""BRMSPAN-20260802-17bf0f26c192630d1f573ea8"",""BRMSPAN-20260802-28bc724f7cc2e3ea51fd4a5f"",""BRMSPAN-20260802-2e4a0f9c852613bab9dc0ed5"",""BRMSPAN-20260802-55e6189848d81b5788003968"",""BRMSPAN-20260802-6a479c95e89863ec6d36b4f1"",""BRMSPAN-20260802-84deaaeca603ca57bcc9a4ff"",""BRMSPAN-20260802-9df3b16e6029358eb5eceabf"",""BRMSPAN-20260802-ac50b0bc4b4b841fc907686c"",""BRMSPAN-20260802-afbb3c96336fbef425d1c2ea"",""BRMSPAN-20260802-bc0788f1c68daa450e9498b0"",""BRMSPAN-20260802-cbd4a296f1058a781a884e20"",""BRMSPAN-20260802-cdf81c1133dc065e0671a15f"",""BRMSPAN-20260802-e72ab3c45d825254e983dcfc"",""BRMSPAN-20260802-ecbfc16ee2e4282738bee465"",""BRMSPAN-20260802-f653ba1a7cb099bbf78224e6"",""BRMSPAN-20260802-f7f6f9eb8e24390012930d07""]","[""BRMGRT-20260802-ba64f6a7585303592b14e3bd"",""BRMGRT-20260802-c98db28ca433ec0ec72d916e"",""BRMGRT-20260802-f34ade60bdceaa7a905833b5"",""BRMGRT-20260802-ca11b2e2b20c29fad5eec2ca"",""BRMGRT-20260802-3f4ed71dd6b9516bfb17d967"",""BRMGRT-20260802-45901881bff7b12832a10bd4"",""BRMGRT-20260802-19c2b029a8d592310e15d83f"",""BRMGRT-20260802-63788e10428c2c558d13404c"",""BRMGRT-20260802-505bbd150afc844c889252de"",""BRMGRT-20260802-933cebc38e7706734edfd072"",""BRMGRT-20260802-c34549235746fbcccec4cdac"",""BRMGRT-20260802-ac9622d38a3a3a9071eca4e2"",""BRMGRT-20260802-fc25d9b48ed9c31ef9772e83"",""BRMGRT-20260802-4036edb992569ae3c015e6f7"",""BRMGRT-20260802-a5bc49948b94e8d98bd5ded2"",""BRMGRT-20260802-54cd1199c43ebfe122013b37"",""BRMGRT-20260802-17b8012c0eb4f52efe6971c9"",""BRMGRT-20260802-aab4260f623dad6144aeae1f""]",18,"[""fire_direct"",""not_applicable""]",15,0,8,9,3,1,"[""2026""]","[""hourly"",""overtime_rate"",""percentage_raise"",""step_schedule""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-17764-03"", ""final"": ""https://plymouthwi.gov/AgendaCenter/ViewFile/Agenda/_03102026-309"", ""original"": ""https://www.plymouthwi.gov/AgendaCenter/ViewFile/Agenda/_03102026-309"", ""scout_target_id"": ""BRM5-20260731-17764""}"
BRMSRCDOC-20260803-c2744ea098891ac8b947af45,BRMGRS-20260802-693ae8d2c6fd2ab7025ca5df,RMSRD-20260802-c0f88a97b4820016ae0b,Hempfield,PA,Northeast,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-85cf3cef211eed894794103e""]","[""BRMGRT-20260802-b615d3ff9a54ba01e63e3148""]",1,"[""remains_unclear""]",0,0,0,0,0,0,"[""2025""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-14488-01"", ""final"": ""https://hempfieldtownshipmc.com/wp-content/uploads/2025/09/09-02-25-minutes.pdf"", ""original"": ""https://hempfieldtownshipmc.com/wp-content/uploads/2025/09/09-02-25-minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-14488""}"
BRMSRCDOC-20260803-4560d6c359662b10e5eda911,BRMGRS-20260802-693b925a27e9519ec08c4888,RMSRD-20260802-551cfdace088a620da29,Mazon,IL,Midwest,pdf,cba,"[""BRMSPAN-20260802-2e7b44842f08a066ceff0745"",""BRMSPAN-20260802-51d65c573029e66278a205e0"",""BRMSPAN-20260802-770e62429950bfed1e2db5a3"",""BRMSPAN-20260802-b6e5e2f1b59563532708f72a""]","[""BRMGRT-20260802-b8e3e0b43091c9763c80b030"",""BRMGRT-20260802-bfb2d5917466386c1710950e"",""BRMGRT-20260802-3005395b45273f258c5cce2f"",""BRMGRT-20260802-ddb198925b8ac5822b0df8dc""]",4,"[""non_safety_direct"",""police_direct""]",2,2,2,2,0,0,"[""2022""]","[""allowance"",""annual_salary""]",true,"{""candidate_id"": ""BRM5C-BRM5-20260731-04079-01"", ""final"": ""https://villageofmazon.org/documents/475/total_comp_2022.pdf"", ""original"": ""https://villageofmazon.org/documents/475/total_comp_2022.pdf"", ""scout_target_id"": ""BRM5-20260731-04079""}"
BRMSRCDOC-20260803-b0c257ecea492d2435975c88,BRMGRS-20260802-695a139807eedfef814a96ba,RMSRD-20260802-ec897809b251e7905a16,Balsam Lake,WI,Midwest,pdf,wage_schedule,"[""BRMSPAN-20260802-35787df6faae60e8a6fa0a2e"",""BRMSPAN-20260802-b50d67cb1c24c3307a661d1a"",""BRMSPAN-20260802-dc06af2d1ab132e2e402deac""]","[""BRMGRT-20260802-13dd17a3b4b077b3894914db"",""BRMGRT-20260802-ed758ad8e66bc0eb591518df"",""BRMGRT-20260802-c51f7c6dbbe182f93e0fdb4d""]",3,"[""non_safety_direct""]",0,3,1,2,1,0,"[""2025""]","[""percentage_raise"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-10121-01"", ""final"": ""https://balsamlakevillage.com/wp-content/uploads/2025/08/08-25-2025-Labor-Comm-Mtg-Minutes.pdf"", ""original"": ""https://balsamlakevillage.com/wp-content/uploads/2025/08/08-25-2025-Labor-Comm-Mtg-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-10121""}"
BRMSRCDOC-20260803-15196d7046e8a9e0d5f8def1,BRMGRS-20260802-698b31fa992a9214017ee739,RMSRD-20260802-40f01d0859b01d552cd6,Richmond,IL,Midwest,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-7c01f1f13965c3186bb4a9f2""]","[""BRMGRT-20260802-fa115897e9748ee8f87b3ba0""]",1,"[""mixed_direct""]",0,0,1,0,0,0,"[""2023""]","[""budget_amount""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-04167-01"", ""final"": ""https://richmond-il.com/wp-content/uploads/2023/06/06-15-2023-Board-Agenda-with-Supporting-Docs.pdf"", ""original"": ""https://richmond-il.com/wp-content/uploads/2023/06/06-15-2023-Board-Agenda-with-Supporting-Docs.pdf"", ""scout_target_id"": ""BRM5-20260731-04167""}"
BRMSRCDOC-20260803-e13e0181bedb281bfce92703,BRMGRS-20260802-699abc2d9b0f5e4f13d4afb8,RMSRD-20260802-95d079e302b4b81503d6,Centerville,NY,Northeast,pdf,budget_or_pay_plan,"[""BRMSPAN-20260802-00ef5a73d3502e236ba750ea"",""BRMSPAN-20260802-885e480ff9c2612a50e9ecaf"",""BRMSPAN-20260802-b9641f385e7820f992bef4a6"",""BRMSPAN-20260802-e6e629c8bb405686b3c3758c""]","[""BRMGRT-20260802-490c6e245a1a9d3b5b66700f"",""BRMGRT-20260802-6bc0e40ed6bde8ac6497c5e1"",""BRMGRT-20260802-ccac19a6fa0a5a5efdc0d070"",""BRMGRT-20260802-fa1e77f152cf8d503d3299f6""]",4,"[""not_applicable"",""remains_unclear""]",0,0,0,0,0,0,"[""2023""]","[""budget_amount""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-06683-01"", ""final"": ""https://centerville.wordpress.com/wp-content/uploads/2022/10/prelimaary-2023.pdf"", ""original"": ""https://centerville.wordpress.com/wp-content/uploads/2022/10/prelimaary-2023.pdf"", ""scout_target_id"": ""BRM5-20260731-06683""}"
BRMSRCDOC-20260803-72dde694b604c53c5054fc0c,BRMGRS-20260802-69bc06a06c5408774ba8a254,RMSRD-20260802-d2e4ceeb9e434b26930d,Pequaywan,MN,Midwest,html,other_local_government_pay_policy,"[""BRMSPAN-20260802-72532a1e1cc5f21826ef10ea"",""BRMSPAN-20260802-b2b8535e34994c5ac9d51433"",""BRMSPAN-20260802-cce680b9fc9fe9b748a45d7f""]","[""BRMGRT-20260802-f3256dce3e8d3c4c25e84ca3"",""BRMGRT-20260802-3a3805cc08bbb8bbcf1c6d2d"",""BRMGRT-20260802-78dd5289a81aefadc4bc0ad2""]",3,"[""non_safety_direct"",""remains_unclear""]",0,1,1,0,0,0,"[""2025""]","[""allowance""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-05312-02"", ""final"": ""https://pequaywantownship.gov/resolution-2025-004-establishing-a-policy-for-the-compensation-and-reimbursement-of-town-officers"", ""original"": ""https://pequaywantownship.gov/resolution-2025-004-establishing-a-policy-for-the-compensation-and-reimbursement-of-town-officers/"", ""scout_target_id"": ""BRM5-20260731-05312""}"
BRMSRCDOC-20260803-a589a9f479a8ef0d131b850c,BRMGRS-20260802-69ca3ede28965cd0894f7cdf,RMSRD-20260802-649804975b4bcc4bb422,Millcreek,PA,Northeast,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-42b0ce30d71ee9e15435c138"",""BRMSPAN-20260802-cf2b429f099ec9255aa5c453""]","[""BRMGRT-20260802-bf7f4bc72888227d68cb8d7d"",""BRMGRT-20260802-a6c1501d81891d100cd9bca0""]",2,"[""remains_unclear""]",0,0,0,0,0,0,"[""2025""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-18292-02"", ""final"": ""https://millcreektwp.org/wp-content/uploads/2025/02/Organization-and-Regular-Meeting-Jan.-6-2025-1.pdf"", ""original"": ""https://millcreektwp.org/wp-content/uploads/2025/02/Organization-and-Regular-Meeting-Jan.-6-2025-1.pdf"", ""scout_target_id"": ""BRM5-20260731-18292""}"
BRMSRCDOC-20260803-6ef68684e151950be5d1f69d,BRMGRS-20260802-69db122607d93ca6af7522b8,RMSRD-20260802-f0325c0ecdfb0871cb88,Zerbe,PA,Northeast,html,cba,"[""BRMSPAN-20260802-5721f7bc6cda6eaaf7a00100"",""BRMSPAN-20260802-7a3f99923ad0949f263e77fc"",""BRMSPAN-20260802-a2d938e8c5350f4617b5fe14""]","[""BRMGRT-20260802-4f2f52cf66d33cf14eefb45d"",""BRMGRT-20260802-0ccac50e2a5ffb03eacfd356"",""BRMGRT-20260802-5085cd576a9a029e430ce998""]",3,"[""remains_unclear""]",0,0,0,0,0,0,[],"[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-14742-01"", ""final"": ""https://afscme13.org/news/zerbe-township-workers-oppose-cost-cutting-on-their-backs-amid-contract"", ""original"": ""https://afscme13.org/news/zerbe-township-workers-oppose-cost-cutting-on-their-backs-amid-contract"", ""scout_target_id"": ""BRM5-20260731-14742""}"
BRMSRCDOC-20260803-790c80fdf78e5aaab8a196f1,BRMGRS-20260802-6a63c894ef92bc287dd82a73,RMSRD-20260802-d65e7914a200ea23d6f0,Chrisney,IN,Midwest,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-ee1b882474c74a30325d0caa""]","[""BRMGRT-20260802-788a8eae380036dcb7f7c8a2""]",1,"[""not_applicable""]",0,0,0,0,0,0,"[""2025""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-08032-02"", ""final"": ""https://in.gov/towns/chrisney/files/Town-Council-Meeting-July-2025-Agenda.pdf"", ""original"": ""https://www.in.gov/towns/chrisney/files/Town-Council-Meeting-July-2025-Agenda.pdf"", ""scout_target_id"": ""BRM5-20260731-08032""}"
BRMSRCDOC-20260803-87e1dee89f4c9c147e091ba4,BRMGRS-20260802-6a660b6252f02e4021c15674,RMSRD-20260802-c27e36222c90123e85c7,Linton,ND,Midwest,pdf,other_local_government_pay_policy,"[""BRMSPAN-20260802-3957736c9aa9f90c10d4e123"",""BRMSPAN-20260802-3c2bcc2907505b6f5a023442"",""BRMSPAN-20260802-46edd74e7def73f3f13ed52e"",""BRMSPAN-20260802-74f053a783609c7e69853680"",""BRMSPAN-20260802-b490cc14cf079cd2a82bf7d7"",""BRMSPAN-20260802-d8ec12eab91ef9cc29cde7d1"",""BRMSPAN-20260802-e1dae3fefe6c00c934e4dbdf"",""BRMSPAN-20260802-e38efd4f56beab10b497917a"",""BRMSPAN-20260802-fa9cd79461f1a8600839b871""]","[""BRMGRT-20260802-871fdb8c657ce8ba5a8fcdf2"",""BRMGRT-20260802-9fa2bdeeeffd150f051f2642"",""BRMGRT-20260802-470e662a9c5a58e30f1586a3"",""BRMGRT-20260802-c25cda0d325476c14e9fdddd"",""BRMGRT-20260802-23ec7c568b5beae201792eff"",""BRMGRT-20260802-a19f704f0a035af8af6de08f"",""BRMGRT-20260802-440d02b3c08dbd8d67c6e5e6"",""BRMGRT-20260802-97ec8c18e01df3fd8bf0146f"",""BRMGRT-20260802-2d06b8bca59be8f8159c2e87""]",9,"[""police_direct""]",9,0,3,6,0,0,"[""1974"",""1989"",""June 15, 1976"",""November 6, 1995""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-13202-01"", ""final"": ""https://lintonnd.org/CityOrdinances.pdf"", ""original"": ""https://lintonnd.org/CityOrdinances.pdf"", ""scout_target_id"": ""BRM5-20260731-13202""}"
BRMSRCDOC-20260803-a0446a7a8db5e261f78bcaa0,BRMGRS-20260802-6a93a7eee66860d5cb70b20d,RMSRD-20260802-fddf176dd41fbbef7cbd,Franklin,IN,Midwest,pdf,budget_or_pay_plan,"[""BRMSPAN-20260802-0e40b1fc3badda7ce7a5d775"",""BRMSPAN-20260802-1ae63ce74aa3816a02bf0ba2"",""BRMSPAN-20260802-21b87a61130cfbb62577fb9a"",""BRMSPAN-20260802-24abe97df7ad1cb23b73bf28"",""BRMSPAN-20260802-2aabe668306bb84a4a200a55"",""BRMSPAN-20260802-30faa9ec985c9f057dcd6db6"",""BRMSPAN-20260802-3a02622cb7610110507693ba"",""BRMSPAN-20260802-414165eb7254e83527ecdf6a"",""BRMSPAN-20260802-4a0201dd294eb35a43a55c78"",""BRMSPAN-20260802-4a8271cd1d64091986a3b150"",""BRMSPAN-20260802-5d85df45a56e0aa556a2d528"",""BRMSPAN-20260802-632af8750c4204241e8f5763"",""BRMSPAN-20260802-764d278891d94836a7975eec"",""BRMSPAN-20260802-803d236393b6cfcb750dc12a"",""BRMSPAN-20260802-964a8103e39937c92d15d4e7"",""BRMSPAN-20260802-a443444e84539fc2d4b3682d"",""BRMSPAN-20260802-a81cad5d8260f7e2d5f7097f"",""BRMSPAN-20260802-ac88790eb0659a371972346c"",""BRMSPAN-20260802-af430f921af0c8c7bd14f467"",""BRMSPAN-20260802-b1f9fa17eab1378bed65ed02"",""BRMSPAN-20260802-b8a6b9f3ba13889923aca220"",""BRMSPAN-20260802-ba5589544e7ba22e759c08ce"",""BRMSPAN-20260802-c4c03d6a9dff3a7d89a9bd3e"",""BRMSPAN-20260802-d3e6ed0b1cb1e337b2503e11"",""BRMSPAN-20260802-d546d238c0d3c9cc4cffc067"",""BRMSPAN-20260802-f251dbb63f5ba9311e9a2284""]","[""BRMGRT-20260802-a25965ffe19fc9a92ae8f55f"",""BRMGRT-20260802-e3fe3ddaa31e0bd19344e4f4"",""BRMGRT-20260802-68f780a09c010cc9e79dd915"",""BRMGRT-20260802-1e3d37e7109a1eeb12d6563b"",""BRMGRT-20260802-1c2480d7e7b7ebe08678039c"",""BRMGRT-20260802-5cb0640344297d337acfa2e4"",""BRMGRT-20260802-05200c9de8b73474698622f9"",""BRMGRT-20260802-44a6802c8684a572e5e571ea"",""BRMGRT-20260802-bfec9ffb6b7ec6bcbcd8dc66"",""BRMGRT-20260802-9a1d8cd78ff2b52246e68499"",""BRMGRT-20260802-1bf8248f6e2b61d532d8ec48"",""BRMGRT-20260802-cd94011d025148864b46b0d9"",""BRMGRT-20260802-0207980b6337023aa970344b"",""BRMGRT-20260802-4fa16028dbbaec7379c250b5"",""BRMGRT-20260802-f8be248a9dcfe3f71149fb10"",""BRMGRT-20260802-6218abeaf69742d31e160845"",""BRMGRT-20260802-d6565f42d428e9df44829fdc"",""BRMGRT-20260802-368c4679588694defe37eec5"",""BRMGRT-20260802-3e4dad2bf2125e62e797ac4f"",""BRMGRT-20260802-93909065aeba055d9b1ac4aa"",""BRMGRT-20260802-96d008b52e5c38be5d87dc04"",""BRMGRT-20260802-9975a1cd8b1cae168bcb505d"",""BRMGRT-20260802-6d052d56380c2e7f9fca6e24"",""BRMGRT-20260802-adeee12ca5a2336ca4503880"",""BRMGRT-20260802-c05f5191a6cacbcebd262a8c"",""BRMGRT-20260802-cfeb062b207305b120b387bc""]",26,"[""non_safety_direct"",""police_direct""]",24,2,17,12,1,0,"[""2025""]","[""annual_salary"",""hourly"",""overtime_rate"",""unknown_or_mixed""]",true,"{""candidate_id"": ""BRM5C-BRM5-20260731-04329-01"", ""final"": ""https://franklin.in.gov/egov/documents/1733852781_74171.pdf"", ""original"": ""https://www.franklin.in.gov/egov/documents/1733852781_74171.pdf"", ""scout_target_id"": ""BRM5-20260731-04329""}"
