span_rating_id,source_rating_id,span_id,municipality,state,region,final_side_relevance_rating,period_cycle_anchor_category,primary_raw_period_anchor,raw_date_effective_period_token_candidates,period_anchor_quality,source_title,page_location_pointer,source_locator_lineage
BRMGRT-20260802-d5f1efc8e5ed5dcfe90eef93,BRMGRS-20260802-6873372c11ecdb322aa6c275,BRMSPAN-20260802-62863d399104fb82f4d6af59,Bay Mills,MI,Midwest,remains_unclear,missing_period_anchor,,[],missing,"BMIC Human Resources — Personnel Policies and Procedures (Appendix ""A"")",94465,"{""candidate_id"": ""BRM5C-BRM5-20260731-04785-02"", ""final"": ""https://baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""original"": ""https://www.baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""scout_target_id"": ""BRM5-20260731-04785""}"
BRMGRT-20260802-076aef4cd01ed01f95c9874a,BRMGRS-20260802-6873372c11ecdb322aa6c275,BRMSPAN-20260802-63ee2487ed249dc381ff6f84,Bay Mills,MI,Midwest,remains_unclear,missing_period_anchor,,[],missing,"BMIC Human Resources — Personnel Policies and Procedures (Appendix ""A"")",109712,"{""candidate_id"": ""BRM5C-BRM5-20260731-04785-02"", ""final"": ""https://baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""original"": ""https://www.baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""scout_target_id"": ""BRM5-20260731-04785""}"
BRMGRT-20260802-2cff7467fb3b0ea44861fd65,BRMGRS-20260802-6873372c11ecdb322aa6c275,BRMSPAN-20260802-837dc1ef02408ba04092d308,Bay Mills,MI,Midwest,not_applicable,missing_period_anchor,,[],missing,"BMIC Human Resources — Personnel Policies and Procedures (Appendix ""A"")",95287,"{""candidate_id"": ""BRM5C-BRM5-20260731-04785-02"", ""final"": ""https://baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""original"": ""https://www.baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""scout_target_id"": ""BRM5-20260731-04785""}"
BRMGRT-20260802-4f56e6307cadfd916b31ee40,BRMGRS-20260802-6873372c11ecdb322aa6c275,BRMSPAN-20260802-98d6a5a130b806d2813db9d3,Bay Mills,MI,Midwest,remains_unclear,missing_period_anchor,,[],missing,"BMIC Human Resources — Personnel Policies and Procedures (Appendix ""A"")",12791,"{""candidate_id"": ""BRM5C-BRM5-20260731-04785-02"", ""final"": ""https://baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""original"": ""https://www.baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""scout_target_id"": ""BRM5-20260731-04785""}"
BRMGRT-20260802-e55656bd4f0bdd2ead9177d2,BRMGRS-20260802-6873372c11ecdb322aa6c275,BRMSPAN-20260802-9f5ed855ca25105f164cdf7a,Bay Mills,MI,Midwest,remains_unclear,missing_period_anchor,,[],missing,"BMIC Human Resources — Personnel Policies and Procedures (Appendix ""A"")",138854,"{""candidate_id"": ""BRM5C-BRM5-20260731-04785-02"", ""final"": ""https://baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""original"": ""https://www.baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""scout_target_id"": ""BRM5-20260731-04785""}"
BRMGRT-20260802-59626a5624f5175e33ba5915,BRMGRS-20260802-6873372c11ecdb322aa6c275,BRMSPAN-20260802-af4b1dac9ce3d339900f6c8e,Bay Mills,MI,Midwest,remains_unclear,missing_period_anchor,,[],missing,"BMIC Human Resources — Personnel Policies and Procedures (Appendix ""A"")",12887,"{""candidate_id"": ""BRM5C-BRM5-20260731-04785-02"", ""final"": ""https://baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""original"": ""https://www.baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""scout_target_id"": ""BRM5-20260731-04785""}"
BRMGRT-20260802-cc096ab36ed99f1a2f61ba94,BRMGRS-20260802-6873372c11ecdb322aa6c275,BRMSPAN-20260802-b0e8b9a5615a49690fadde34,Bay Mills,MI,Midwest,remains_unclear,missing_period_anchor,,[],missing,"BMIC Human Resources — Personnel Policies and Procedures (Appendix ""A"")",166309,"{""candidate_id"": ""BRM5C-BRM5-20260731-04785-02"", ""final"": ""https://baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""original"": ""https://www.baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""scout_target_id"": ""BRM5-20260731-04785""}"
BRMGRT-20260802-1281f4aabec5ee2aace7ba52,BRMGRS-20260802-6873372c11ecdb322aa6c275,BRMSPAN-20260802-b9b458b6333a402b83fb503c,Bay Mills,MI,Midwest,remains_unclear,missing_period_anchor,,[],missing,"BMIC Human Resources — Personnel Policies and Procedures (Appendix ""A"")",139147,"{""candidate_id"": ""BRM5C-BRM5-20260731-04785-02"", ""final"": ""https://baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""original"": ""https://www.baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""scout_target_id"": ""BRM5-20260731-04785""}"
BRMGRT-20260802-97148251c6e1482a3b72fe10,BRMGRS-20260802-6873372c11ecdb322aa6c275,BRMSPAN-20260802-db8b85abefa81fbad335a0f9,Bay Mills,MI,Midwest,remains_unclear,missing_period_anchor,,[],missing,"BMIC Human Resources — Personnel Policies and Procedures (Appendix ""A"")",109712,"{""candidate_id"": ""BRM5C-BRM5-20260731-04785-02"", ""final"": ""https://baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""original"": ""https://www.baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""scout_target_id"": ""BRM5-20260731-04785""}"
BRMGRT-20260802-8bcaf57f0e8f47cb07ed15b6,BRMGRS-20260802-6873372c11ecdb322aa6c275,BRMSPAN-20260802-e9e55674221651d63aedffea,Bay Mills,MI,Midwest,remains_unclear,missing_period_anchor,,[],missing,"BMIC Human Resources — Personnel Policies and Procedures (Appendix ""A"")",94465,"{""candidate_id"": ""BRM5C-BRM5-20260731-04785-02"", ""final"": ""https://baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""original"": ""https://www.baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""scout_target_id"": ""BRM5-20260731-04785""}"
BRMGRT-20260802-7e96319ceeccc353914ea9ae,BRMGRS-20260802-6c19e1ca70f4435f763f4624,BRMSPAN-20260802-1688b3cd1d8aa79d1e402863,Morton,MI,Midwest,remains_unclear,explicit_effective_date,"April 13, 2021","[""April 13, 2021""]",explicit,"Morton Township Policy Manual (updated April 13, 2021) — Employee Classification / Employee Compensation",76665,"{""candidate_id"": ""BRM5C-BRM5-20260731-04935-01"", ""final"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""original"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04935""}"
BRMGRT-20260802-4dc94f2fac0c6c267b8e1720,BRMGRS-20260802-6c19e1ca70f4435f763f4624,BRMSPAN-20260802-213346bacd9f513e02a7677b,Morton,MI,Midwest,remains_unclear,explicit_effective_date,"April 13, 2021","[""April 13, 2021""]",explicit,"Morton Township Policy Manual (updated April 13, 2021) — Employee Classification / Employee Compensation",82866,"{""candidate_id"": ""BRM5C-BRM5-20260731-04935-01"", ""final"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""original"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04935""}"
BRMGRT-20260802-4bd36374288341ece3cb3c5f,BRMGRS-20260802-6c19e1ca70f4435f763f4624,BRMSPAN-20260802-4e6e2f1d3d398088a48d507a,Morton,MI,Midwest,write_off,explicit_effective_date,"April 13, 2021","[""April 13, 2021""]",explicit,"Morton Township Policy Manual (updated April 13, 2021) — Employee Classification / Employee Compensation",6926,"{""candidate_id"": ""BRM5C-BRM5-20260731-04935-01"", ""final"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""original"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04935""}"
BRMGRT-20260802-795bb146ef63010433273c5d,BRMGRS-20260802-6c19e1ca70f4435f763f4624,BRMSPAN-20260802-56f3ed44765d75b42b30eb6d,Morton,MI,Midwest,remains_unclear,explicit_effective_date,"April 13, 2021","[""April 13, 2021""]",explicit,"Morton Township Policy Manual (updated April 13, 2021) — Employee Classification / Employee Compensation",90374,"{""candidate_id"": ""BRM5C-BRM5-20260731-04935-01"", ""final"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""original"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04935""}"
BRMGRT-20260802-7c7e5b2d31b0c6cd2852da39,BRMGRS-20260802-6c19e1ca70f4435f763f4624,BRMSPAN-20260802-5946602d78958a746c73090f,Morton,MI,Midwest,remains_unclear,explicit_effective_date,"April 13, 2021","[""April 13, 2021""]",explicit,"Morton Township Policy Manual (updated April 13, 2021) — Employee Classification / Employee Compensation",95311,"{""candidate_id"": ""BRM5C-BRM5-20260731-04935-01"", ""final"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""original"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04935""}"
BRMGRT-20260802-2212766c28b5ab58d8c5c7bb,BRMGRS-20260802-6c19e1ca70f4435f763f4624,BRMSPAN-20260802-7ef191822f7c52b166b18654,Morton,MI,Midwest,remains_unclear,explicit_effective_date,"April 13, 2021","[""April 13, 2021""]",explicit,"Morton Township Policy Manual (updated April 13, 2021) — Employee Classification / Employee Compensation",15084,"{""candidate_id"": ""BRM5C-BRM5-20260731-04935-01"", ""final"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""original"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04935""}"
BRMGRT-20260802-fc305314b712c55eecab39a8,BRMGRS-20260802-6c19e1ca70f4435f763f4624,BRMSPAN-20260802-8111973b9819cc54509db519,Morton,MI,Midwest,not_applicable,explicit_effective_date,"April 13, 2021","[""April 13, 2021""]",explicit,"Morton Township Policy Manual (updated April 13, 2021) — Employee Classification / Employee Compensation",98611,"{""candidate_id"": ""BRM5C-BRM5-20260731-04935-01"", ""final"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""original"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04935""}"
BRMGRT-20260802-82cc419e9e629f13ae4f6572,BRMGRS-20260802-6c19e1ca70f4435f763f4624,BRMSPAN-20260802-89cc3aee3f7b66a9b43212c9,Morton,MI,Midwest,not_applicable,explicit_effective_date,"April 13, 2021","[""April 13, 2021""]",explicit,"Morton Township Policy Manual (updated April 13, 2021) — Employee Classification / Employee Compensation",98280,"{""candidate_id"": ""BRM5C-BRM5-20260731-04935-01"", ""final"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""original"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04935""}"
BRMGRT-20260802-9d791fab2fdbf8997bcab5f8,BRMGRS-20260802-6c19e1ca70f4435f763f4624,BRMSPAN-20260802-8a24374686866070bf45091e,Morton,MI,Midwest,remains_unclear,explicit_effective_date,"April 13, 2021","[""April 13, 2021""]",explicit,"Morton Township Policy Manual (updated April 13, 2021) — Employee Classification / Employee Compensation",76665,"{""candidate_id"": ""BRM5C-BRM5-20260731-04935-01"", ""final"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""original"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04935""}"
BRMGRT-20260802-88ec459846dd154a531d9c8e,BRMGRS-20260802-6c19e1ca70f4435f763f4624,BRMSPAN-20260802-9b68a905665373dc0c63222d,Morton,MI,Midwest,write_off,explicit_effective_date,"April 13, 2021","[""April 13, 2021""]",explicit,"Morton Township Policy Manual (updated April 13, 2021) — Employee Classification / Employee Compensation",6592,"{""candidate_id"": ""BRM5C-BRM5-20260731-04935-01"", ""final"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""original"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04935""}"
BRMGRT-20260802-9c0ce80b799d96bd57515812,BRMGRS-20260802-6c19e1ca70f4435f763f4624,BRMSPAN-20260802-9f9e2d0c54c3a3ad531f852b,Morton,MI,Midwest,remains_unclear,explicit_effective_date,"April 13, 2021","[""April 13, 2021""]",explicit,"Morton Township Policy Manual (updated April 13, 2021) — Employee Classification / Employee Compensation",98485,"{""candidate_id"": ""BRM5C-BRM5-20260731-04935-01"", ""final"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""original"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04935""}"
BRMGRT-20260802-ff207ae9d3698701d447268e,BRMGRS-20260802-6c19e1ca70f4435f763f4624,BRMSPAN-20260802-b2127e9679b69f89d8b94cec,Morton,MI,Midwest,remains_unclear,explicit_effective_date,"April 13, 2021","[""April 13, 2021""]",explicit,"Morton Township Policy Manual (updated April 13, 2021) — Employee Classification / Employee Compensation",95311,"{""candidate_id"": ""BRM5C-BRM5-20260731-04935-01"", ""final"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""original"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04935""}"
BRMGRT-20260802-1f6677a4de2c372b72e5c866,BRMGRS-20260802-6c19e1ca70f4435f763f4624,BRMSPAN-20260802-dad72ab2cd7a1fa72329f29d,Morton,MI,Midwest,not_applicable,explicit_effective_date,"April 13, 2021","[""April 13, 2021""]",explicit,"Morton Township Policy Manual (updated April 13, 2021) — Employee Classification / Employee Compensation",94797,"{""candidate_id"": ""BRM5C-BRM5-20260731-04935-01"", ""final"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""original"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04935""}"
BRMGRT-20260802-b3aa19cd6c98b1a4a8baf992,BRMGRS-20260802-6c19e1ca70f4435f763f4624,BRMSPAN-20260802-e7063920f2ac425abe4b6e05,Morton,MI,Midwest,write_off,explicit_effective_date,"April 13, 2021","[""April 13, 2021""]",explicit,"Morton Township Policy Manual (updated April 13, 2021) — Employee Classification / Employee Compensation",6751,"{""candidate_id"": ""BRM5C-BRM5-20260731-04935-01"", ""final"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""original"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04935""}"
BRMGRT-20260802-5a619f3e976f891bba24c8ac,BRMGRS-20260802-6c19e1ca70f4435f763f4624,BRMSPAN-20260802-fec813ef590e62e72e1974f6,Morton,MI,Midwest,remains_unclear,explicit_effective_date,"April 13, 2021","[""April 13, 2021""]",explicit,"Morton Township Policy Manual (updated April 13, 2021) — Employee Classification / Employee Compensation",98485,"{""candidate_id"": ""BRM5C-BRM5-20260731-04935-01"", ""final"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""original"": ""https://mortontownship.org/wp-content/uploads/2021/04/Policy-Manual-updated-April-13-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04935""}"
BRMGRT-20260802-ac61b42481e093bd0bb0263d,BRMGRS-20260802-174bd5c0b347b16b6648857c,BRMSPAN-20260802-0239ca7b3d8b8e610c3cc6a6,Union,WI,Midwest,remains_unclear,missing_period_anchor,,[],missing,Town of Union Municipal Code (includes Chapter 5 - Personnel / Personnel Manual reference),51518,"{""candidate_id"": ""BRM5C-BRM5-20260731-14088-01"", ""final"": ""https://townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""original"": ""https://www.townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""scout_target_id"": ""BRM5-20260731-14088""}"
BRMGRT-20260802-49ef2c142c198dca81f0c3a2,BRMGRS-20260802-174bd5c0b347b16b6648857c,BRMSPAN-20260802-0f172515740599c446a7ece2,Union,WI,Midwest,remains_unclear,missing_period_anchor,,[],missing,Town of Union Municipal Code (includes Chapter 5 - Personnel / Personnel Manual reference),427214,"{""candidate_id"": ""BRM5C-BRM5-20260731-14088-01"", ""final"": ""https://townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""original"": ""https://www.townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""scout_target_id"": ""BRM5-20260731-14088""}"
BRMGRT-20260802-34973524456f48c449efb9a7,BRMGRS-20260802-174bd5c0b347b16b6648857c,BRMSPAN-20260802-246ae20bad8344b37e626eac,Union,WI,Midwest,remains_unclear,missing_period_anchor,,[],missing,Town of Union Municipal Code (includes Chapter 5 - Personnel / Personnel Manual reference),486369,"{""candidate_id"": ""BRM5C-BRM5-20260731-14088-01"", ""final"": ""https://townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""original"": ""https://www.townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""scout_target_id"": ""BRM5-20260731-14088""}"
BRMGRT-20260802-1687361092be67e5101cec7c,BRMGRS-20260802-174bd5c0b347b16b6648857c,BRMSPAN-20260802-30d9c236f9410a611dffe022,Union,WI,Midwest,write_off,missing_period_anchor,,[],missing,Town of Union Municipal Code (includes Chapter 5 - Personnel / Personnel Manual reference),136590,"{""candidate_id"": ""BRM5C-BRM5-20260731-14088-01"", ""final"": ""https://townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""original"": ""https://www.townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""scout_target_id"": ""BRM5-20260731-14088""}"
BRMGRT-20260802-8d0230b18f2e62eab573c61d,BRMGRS-20260802-174bd5c0b347b16b6648857c,BRMSPAN-20260802-314bd8e2a22ca9d36a75577f,Union,WI,Midwest,remains_unclear,missing_period_anchor,,[],missing,Town of Union Municipal Code (includes Chapter 5 - Personnel / Personnel Manual reference),51056,"{""candidate_id"": ""BRM5C-BRM5-20260731-14088-01"", ""final"": ""https://townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""original"": ""https://www.townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""scout_target_id"": ""BRM5-20260731-14088""}"
BRMGRT-20260802-4c160f40c3e795ee5b23557d,BRMGRS-20260802-174bd5c0b347b16b6648857c,BRMSPAN-20260802-31d18810002d02e761664677,Union,WI,Midwest,remains_unclear,missing_period_anchor,,[],missing,Town of Union Municipal Code (includes Chapter 5 - Personnel / Personnel Manual reference),225168,"{""candidate_id"": ""BRM5C-BRM5-20260731-14088-01"", ""final"": ""https://townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""original"": ""https://www.townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""scout_target_id"": ""BRM5-20260731-14088""}"
BRMGRT-20260802-01c9d7683c35edd32296625e,BRMGRS-20260802-174bd5c0b347b16b6648857c,BRMSPAN-20260802-3fc3dd70612d7132351f76dc,Union,WI,Midwest,write_off,missing_period_anchor,,[],missing,Town of Union Municipal Code (includes Chapter 5 - Personnel / Personnel Manual reference),483994,"{""candidate_id"": ""BRM5C-BRM5-20260731-14088-01"", ""final"": ""https://townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""original"": ""https://www.townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""scout_target_id"": ""BRM5-20260731-14088""}"
BRMGRT-20260802-32755b12bb13d98cccd62ea8,BRMGRS-20260802-174bd5c0b347b16b6648857c,BRMSPAN-20260802-45b9bc14b05a8b5eb104ef49,Union,WI,Midwest,remains_unclear,missing_period_anchor,,[],missing,Town of Union Municipal Code (includes Chapter 5 - Personnel / Personnel Manual reference),426269,"{""candidate_id"": ""BRM5C-BRM5-20260731-14088-01"", ""final"": ""https://townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""original"": ""https://www.townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""scout_target_id"": ""BRM5-20260731-14088""}"
BRMGRT-20260802-38864e2dac159cc2e6d22ecf,BRMGRS-20260802-174bd5c0b347b16b6648857c,BRMSPAN-20260802-4d1bb44a9c2daab9204f3ac3,Union,WI,Midwest,remains_unclear,missing_period_anchor,,[],missing,Town of Union Municipal Code (includes Chapter 5 - Personnel / Personnel Manual reference),377029,"{""candidate_id"": ""BRM5C-BRM5-20260731-14088-01"", ""final"": ""https://townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""original"": ""https://www.townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""scout_target_id"": ""BRM5-20260731-14088""}"
BRMGRT-20260802-20607013119f6de886e6f87d,BRMGRS-20260802-174bd5c0b347b16b6648857c,BRMSPAN-20260802-62bb7a64b6f7dcf7f15106d0,Union,WI,Midwest,remains_unclear,missing_period_anchor,,[],missing,Town of Union Municipal Code (includes Chapter 5 - Personnel / Personnel Manual reference),51056,"{""candidate_id"": ""BRM5C-BRM5-20260731-14088-01"", ""final"": ""https://townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""original"": ""https://www.townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""scout_target_id"": ""BRM5-20260731-14088""}"
BRMGRT-20260802-d17632a2eceaf68ace8c6d6f,BRMGRS-20260802-174bd5c0b347b16b6648857c,BRMSPAN-20260802-62f1cd47f4d7b56d116055db,Union,WI,Midwest,remains_unclear,missing_period_anchor,,[],missing,Town of Union Municipal Code (includes Chapter 5 - Personnel / Personnel Manual reference),51382,"{""candidate_id"": ""BRM5C-BRM5-20260731-14088-01"", ""final"": ""https://townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""original"": ""https://www.townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""scout_target_id"": ""BRM5-20260731-14088""}"
BRMGRT-20260802-fdcd8403e84dcc2f372d17a3,BRMGRS-20260802-174bd5c0b347b16b6648857c,BRMSPAN-20260802-6a9601cbb1ba338bd14270c6,Union,WI,Midwest,write_off,missing_period_anchor,,[],missing,Town of Union Municipal Code (includes Chapter 5 - Personnel / Personnel Manual reference),136590,"{""candidate_id"": ""BRM5C-BRM5-20260731-14088-01"", ""final"": ""https://townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""original"": ""https://www.townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""scout_target_id"": ""BRM5-20260731-14088""}"
BRMGRT-20260802-57a62e991bd9906e3ed2804d,BRMGRS-20260802-174bd5c0b347b16b6648857c,BRMSPAN-20260802-70b3f0bac49904f68e62c68c,Union,WI,Midwest,remains_unclear,missing_period_anchor,,[],missing,Town of Union Municipal Code (includes Chapter 5 - Personnel / Personnel Manual reference),51382,"{""candidate_id"": ""BRM5C-BRM5-20260731-14088-01"", ""final"": ""https://townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""original"": ""https://www.townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""scout_target_id"": ""BRM5-20260731-14088""}"
BRMGRT-20260802-6a155767b289edc3f3794cc2,BRMGRS-20260802-174bd5c0b347b16b6648857c,BRMSPAN-20260802-8d3c5343aa443041c337150e,Union,WI,Midwest,remains_unclear,missing_period_anchor,,[],missing,Town of Union Municipal Code (includes Chapter 5 - Personnel / Personnel Manual reference),355662,"{""candidate_id"": ""BRM5C-BRM5-20260731-14088-01"", ""final"": ""https://townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""original"": ""https://www.townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""scout_target_id"": ""BRM5-20260731-14088""}"
BRMGRT-20260802-03ee3c153c3b464f4141ec27,BRMGRS-20260802-174bd5c0b347b16b6648857c,BRMSPAN-20260802-e089480051207f4838547a45,Union,WI,Midwest,remains_unclear,missing_period_anchor,,[],missing,Town of Union Municipal Code (includes Chapter 5 - Personnel / Personnel Manual reference),51518,"{""candidate_id"": ""BRM5C-BRM5-20260731-14088-01"", ""final"": ""https://townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""original"": ""https://www.townofunionec.com/assets/files/2019/04/town_union_code_393750c3-ea2e-447d-acb1-cc7e6d1bad64.pdf"", ""scout_target_id"": ""BRM5-20260731-14088""}"
