non_base_wage_observation_id,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,non_base_wage_type,value_text,effective_date,eligibility_or_implementation_rule,bounded_evidence_pointer,confidence,reason_code,qa_status,cumulative_cohort,source_seed_observation_id,qa_original_status,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_provisional_lane,source_quantitative_observation_id,source_mixed_join_key,targeted_qa_resolution_ids,targeted_qa_resolution_classification,targeted_qa_resolution_status,targeted_qa_reason_codes,targeted_qa_source_observation_id,active_in_qa_corrected_lane
nobs_639d31a32fff59e3bb1253d4,cex_16ff780b4cf27e46087761e0,doc_becb749bfaf32f6ddf11fda8,ttd_7715fed4bf345bc67f5c09ba,sr_619bb869adf9c8dd6fbebec7,NSCQ-IL-20260720-0164,IL,Northbrook,VILLAGE OF NORTHBROOK,police,cba,,,9,other,fair share fee,thirty (30) days after the effective date of this Agreement,non-members pay fair share fee for collective bargaining and contract administration services; fee amount determined in accordance with applicable law; Village deducts from earnings and remits to the Union each month,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0181_sr_619bb869adf9c8dd6fbebec7.pdf#page=9,medium,A2C2L1,provisional_unverified,corrected_500_seed,nobs_639d31a32fff59e3bb1253d4,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_639d31a32fff59e3bb1253d4,,true,,,,not_in_targeted_queue,not_applicable,,nobs_639d31a32fff59e3bb1253d4,true
nobs_8a554ac2a08c7af579cbc70b,cex_16ff780b4cf27e46087761e0,doc_becb749bfaf32f6ddf11fda8,ttd_7715fed4bf345bc67f5c09ba,sr_619bb869adf9c8dd6fbebec7,NSCQ-IL-20260720-0164,IL,Northbrook,VILLAGE OF NORTHBROOK,police,cba,,,9,other,list of members covered who are not members of the ASSOCIATION; affidavit specifying the amount of the fair share fee,,Union annually submits to the Village the list and affidavit specifying the fair share fee amount,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0181_sr_619bb869adf9c8dd6fbebec7.pdf#page=9,medium,A2C2L2,provisional_unverified,corrected_500_seed,nobs_8a554ac2a08c7af579cbc70b,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_8a554ac2a08c7af579cbc70b,,true,,,,not_in_targeted_queue,not_applicable,,nobs_8a554ac2a08c7af579cbc70b,true
nobs_ebf6595677d9713c76b84b3c,cex_16ff780b4cf27e46087761e0,doc_becb749bfaf32f6ddf11fda8,ttd_7715fed4bf345bc67f5c09ba,sr_619bb869adf9c8dd6fbebec7,NSCQ-IL-20260720-0164,IL,Northbrook,VILLAGE OF NORTHBROOK,police,cba,,,8,other,ASSOCIATION'S dues,twice monthly,"upon receipt of a voluntarily signed authorization from an employee in the unit, deductions are taken from such employee's pay (starting after authorization notice requirements described); amounts deducted remitted with an itemized-staten, ",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0181_sr_619bb869adf9c8dd6fbebec7.pdf#page=8,medium,A2C2L3,provisional_unverified,corrected_500_seed,nobs_ebf6595677d9713c76b84b3c,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_ebf6595677d9713c76b84b3c,,true,,,,not_in_targeted_queue,not_applicable,,nobs_ebf6595677d9713c76b84b3c,true
nobs_7dc53505aa2f51834f3d0376,cex_16ff780b4cf27e46087761e0,doc_becb749bfaf32f6ddf11fda8,ttd_7715fed4bf345bc67f5c09ba,sr_619bb869adf9c8dd6fbebec7,NSCQ-IL-20260720-0164,IL,Northbrook,VILLAGE OF NORTHBROOK,police,cba,,,8,other,deduction will begin,,Deduction begins with notice to the Village in writing of the amount of the uniform dues to be deducted,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0181_sr_619bb869adf9c8dd6fbebec7.pdf#page=8,medium,A2C2L4,provisional_unverified,corrected_500_seed,nobs_7dc53505aa2f51834f3d0376,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_7dc53505aa2f51834f3d0376,,true,,,,not_in_targeted_queue,not_applicable,,nobs_7dc53505aa2f51834f3d0376,true
nobs_fa92b1f0e29385899d48622d,cex_16ff780b4cf27e46087761e0,doc_becb749bfaf32f6ddf11fda8,ttd_7715fed4bf345bc67f5c09ba,sr_619bb869adf9c8dd6fbebec7,NSCQ-IL-20260720-0164,IL,Northbrook,VILLAGE OF NORTHBROOK,police,cba,,,8,other,remitted to the Treasurer of the ASSOCIATION by the 15th,,Amounts deducted are remitted each month with an itemized statement by the 15th to the Treasurer of the ASSOCIATION,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0181_sr_619bb869adf9c8dd6fbebec7.pdf#page=8,medium,A2C2L5,provisional_unverified,corrected_500_seed,nobs_fa92b1f0e29385899d48622d,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_fa92b1f0e29385899d48622d,,true,,,,not_in_targeted_queue,not_applicable,,nobs_fa92b1f0e29385899d48622d,true
nobs_c1aedd0c531da29c194d380f,cex_efa7726ccaedd5a7c81fc9db,doc_3bffedd27f67600b62b73667,ttd_b463f609b48f4b57a0a62e75,sr_9d914a791403e7794310e9b9,NSCQ-IL-20260720-0130,IL,Pekin,CITY OF PEKIN,non_safety,cba,,,12,other,four (4) hours pay at their regular hourly wage rate,,"School bus drivers and monitors receive four (4) hours pay at their regular hourly wage rate for the listed holidays (Labor Day, New Year's Day, Thanksgiving Day).",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0157_sr_9d914a791403e7794310e9b9.pdf#page=12,medium,HOLIDAY_PAY_MINIMUM_4_HOURS,provisional_unverified,corrected_500_seed,nobs_c1aedd0c531da29c194d380f,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_c1aedd0c531da29c194d380f,,true,,,,not_in_targeted_queue,not_applicable,,nobs_c1aedd0c531da29c194d380f,true
nobs_f7e3e0288deef329d2f8ea50,cex_efa7726ccaedd5a7c81fc9db,doc_3bffedd27f67600b62b73667,ttd_b463f609b48f4b57a0a62e75,sr_9d914a791403e7794310e9b9,NSCQ-IL-20260720-0130,IL,Pekin,CITY OF PEKIN,non_safety,cba,,,12,other,two (2) hours pay at their regular hourly wage rate,,School bus employees receive two (2) hours pay at their regular hourly wage rate on the day after Thanksgiving (as stated) and holiday work is paid under the referenced holiday sections unless otherwise specified.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0157_sr_9d914a791403e7794310e9b9.pdf#page=12,medium,HOLIDAY_PAY_2_HOURS_DAY_AFTER_THANKSGIV,provisional_unverified,corrected_500_seed,nobs_f7e3e0288deef329d2f8ea50,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_f7e3e0288deef329d2f8ea50,,true,,,,not_in_targeted_queue,not_applicable,,nobs_f7e3e0288deef329d2f8ea50,true
nobs_fa08954bf1886fcd006d80f7,cex_efa7726ccaedd5a7c81fc9db,doc_3bffedd27f67600b62b73667,ttd_b463f609b48f4b57a0a62e75,sr_9d914a791403e7794310e9b9,NSCQ-IL-20260720-0130,IL,Pekin,CITY OF PEKIN,non_safety,cba,,,12,other,minimum of three (3) hours,,All school bus drivers and monitors are paid a minimum of three (3) hours (and text indicates a minimum of 3 1/2 hours in the same provision).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0157_sr_9d914a791403e7794310e9b9.pdf#page=12,low,MINIMUM_HOURS_PARTIALLY_CUTOFF,needs_review,corrected_500_seed,nobs_fa08954bf1886fcd006d80f7,needs_review,not_in_targeted_queue,not_applicable,nobs_fa08954bf1886fcd006d80f7,,true,,,,not_in_targeted_queue,not_applicable,,nobs_fa08954bf1886fcd006d80f7,true
nobs_90f738c38a6ee2d61eb05506,cex_efa7726ccaedd5a7c81fc9db,doc_3bffedd27f67600b62b73667,ttd_b463f609b48f4b57a0a62e75,sr_9d914a791403e7794310e9b9,NSCQ-IL-20260720-0130,IL,Pekin,CITY OF PEKIN,non_safety,cba,,,12,other,two hours' pay,,School Bus Drivers are paid two hours' pay for attending the annual refresher course for their license.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0157_sr_9d914a791403e7794310e9b9.pdf#page=12,medium,ANNUAL_REFRESHER_COURSE_PAY_2_HOURS,provisional_unverified,corrected_500_seed,nobs_90f738c38a6ee2d61eb05506,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_90f738c38a6ee2d61eb05506,,true,,,,not_in_targeted_queue,not_applicable,,nobs_90f738c38a6ee2d61eb05506,true
nobs_ca7ed2d960af96a248c88b63,cex_efa7726ccaedd5a7c81fc9db,doc_3bffedd27f67600b62b73667,ttd_b463f609b48f4b57a0a62e75,sr_9d914a791403e7794310e9b9,NSCQ-IL-20260720-0130,IL,Pekin,CITY OF PEKIN,non_safety,cba,,,12,stipend,$150,,Text states drivers are entitled to a time stipend of $150 (context: after the initial period described for bus driver completion).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0157_sr_9d914a791403e7794310e9b9.pdf#page=12,low,STIPEND_150_CONTEXT_PARTIALLY_CUT_OFF_FT,needs_review,corrected_500_seed,nobs_ca7ed2d960af96a248c88b63,needs_review,not_in_targeted_queue,not_applicable,nobs_ca7ed2d960af96a248c88b63,,true,,,,not_in_targeted_queue,not_applicable,,nobs_ca7ed2d960af96a248c88b63,true
nobs_fe43c236f08235b019e77bbc,cex_32924f70afd7e7d858e2477a,doc_486edf27398934937cd02857,ttd_ce7f6ca97cb7cafce643c1f7,sr_fdf27a5c3b62c120c9f294cb,NSCQ-IL-20260720-0128,IL,Pekin,CITY OF PEKIN,police,cba,,,15,other,"up to twenty-five thousand dollars ($25,000.00) as a maximum lifetime benefit",,Employer contribution is for alcohol and drug rehabilitation treatment; treated as a maximum lifetime benefit per employee.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0230_sr_fdf27a5c3b62c120c9f294cb.pdf#page=15,high,A7,provisional_unverified,corrected_500_seed,nobs_fe43c236f08235b019e77bbc,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_fe43c236f08235b019e77bbc,,true,,,,not_in_targeted_queue,not_applicable,,nobs_fe43c236f08235b019e77bbc,true
nobs_97ec3eb28fbb5dcfa33a3149,cex_7fb62cac4d915b216871b5a5,doc_f7680e03102a03036d85c06b,ttd_2bdb3075f48071d39afa35c9,sr_be95ac3ad1ecc8de7da6a319,NSCQ-IL-20260720-0127,IL,Pekin,CITY OF PEKIN,police,cba,,,33,reimbursements,limit to $75; items over $250; includes uniforms if damaged and equipment if broken,,Reimbursement eligibility applies to damaged personal property (uniforms/equipment) and excludes cellular phones and other personally owned electronic devices.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0145_sr_be95ac3ad1ecc8de7da6a319.pdf#page=33,low,DAMAGED_PROPERTY_REIMBURSEMENT_TOKENS_TR,needs_review,corrected_500_seed,nobs_97ec3eb28fbb5dcfa33a3149,needs_review,not_in_targeted_queue,not_applicable,nobs_97ec3eb28fbb5dcfa33a3149,,true,,,,not_in_targeted_queue,not_applicable,,nobs_97ec3eb28fbb5dcfa33a3149,true
nobs_f5c8f9f3d240e4e41dd71c26,cex_67f5c6c34935f05dcc055ff6,doc_ca3ea3d9739a4264b3205797,ttd_40a0a14a100c3eb7dfc568d4,sr_2a0a2a0d1f00ca92436f6b08,NSCQ-IL-20260720-0008,IL,Rockford,CITY OF ROCKFORD,fire,cba,,,24,overtime,Stand-by hours are not counted in computing overtime.,,Rule for determining time included in overtime calculations.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0167_sr_2a0a2a0d1f00ca92436f6b08.pdf#page=24,high,OVERTIME_COMPUTATION_STANDBY_NOT_COUNTED,provisional_unverified,corrected_500_seed,nobs_f5c8f9f3d240e4e41dd71c26,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_f5c8f9f3d240e4e41dd71c26,,true,,,,not_in_targeted_queue,not_applicable,,nobs_f5c8f9f3d240e4e41dd71c26,true
nobs_6e3786b138586875dddfbcf6,cex_67f5c6c34935f05dcc055ff6,doc_ca3ea3d9739a4264b3205797,ttd_40a0a14a100c3eb7dfc568d4,sr_2a0a2a0d1f00ca92436f6b08,NSCQ-IL-20260720-0008,IL,Rockford,CITY OF ROCKFORD,fire,cba,,,24,other,Court appearance credit: minimum two (2) hours or actual time; rounded to nearest fifteen (15) minutes; compensable time,,"Employees ordered/subpoenaed to testify for the City receive credit for each non-duty day appearance; compensable time commences at the hour ordered to appear; if cancelled less than twenty-four (24) hours prior, employee receives minimum (",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0167_sr_2a0a2a0d1f00ca92436f6b08.pdf#page=24,medium,COURT_APPEARANCE_MINIMUM_AND_TIMING_RULE,provisional_unverified,corrected_500_seed,nobs_6e3786b138586875dddfbcf6,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_6e3786b138586875dddfbcf6,,true,,,,not_in_targeted_queue,not_applicable,,nobs_6e3786b138586875dddfbcf6,true
nobs_bba9e6bcc0560f274042f215,cex_67f5c6c34935f05dcc055ff6,doc_ca3ea3d9739a4264b3205797,ttd_40a0a14a100c3eb7dfc568d4,sr_2a0a2a0d1f00ca92436f6b08,NSCQ-IL-20260720-0008,IL,Rockford,CITY OF ROCKFORD,fire,cba,,,25,other,Meal-site rule: 24-hour employees and alarm operators cannot leave appointed stations during their tour for meals.,,Applies to 24-hour employees and alarm operators during their tour of duty for meals.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0167_sr_2a0a2a0d1f00ca92436f6b08.pdf#page=25,low,MEAL_SITE_OPERATIONAL_CONDITION_NO_PAY_T,needs_review,corrected_500_seed,nobs_bba9e6bcc0560f274042f215,needs_review,not_in_targeted_queue,not_applicable,nobs_bba9e6bcc0560f274042f215,,true,,,,not_in_targeted_queue,not_applicable,,nobs_bba9e6bcc0560f274042f215,true
nobs_ac7acd81ee2a72f80eda5299,cex_67f5c6c34935f05dcc055ff6,doc_ca3ea3d9739a4264b3205797,ttd_40a0a14a100c3eb7dfc568d4,sr_2a0a2a0d1f00ca92436f6b08,NSCQ-IL-20260720-0008,IL,Rockford,CITY OF ROCKFORD,fire,cba,,,25,other,Paramedic/ambulance staffing and shift structure: ambulance company staffing described and shift duration split between ,,Ambulances work twelve (12) hours as firefighter and twelve (12) hours as paramedic (if required); staffing references four (4) paramedics per shift.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0167_sr_2a0a2a0d1f00ca92436f6b08.pdf#page=25,low,SHIFT_DURATION_RULE_NO_COMP_AMTS_VISIBLE,needs_review,corrected_500_seed,nobs_ac7acd81ee2a72f80eda5299,needs_review,not_in_targeted_queue,not_applicable,nobs_ac7acd81ee2a72f80eda5299,,true,,,,not_in_targeted_queue,not_applicable,,nobs_ac7acd81ee2a72f80eda5299,true
nobs_5f6b6f20d5a62431a83daa3b,cex_8edceeb0ad4ae0322e14d92d,doc_c9d9aa7d886e4b412239fcf5,ttd_4c1ed1b29d421b077992ebe4,sr_2447772b5afee35ae0e4132e,NSCQ-IL-20260720-0009,IL,Rockford,CITY OF ROCKFORD,non_safety,cba,,,52,other,one-time $300.00 bonus on a separate check,,Separate check (amount tokened); eligibility context present but not fully visible in packet.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0212_sr_2447772b5afee35ae0e4132e.pdf#page=52,medium,ONE_TIME_BONUS_TOKENED_NO_ELIGIBILITY,provisional_unverified,corrected_500_seed,nobs_5f6b6f20d5a62431a83daa3b,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_5f6b6f20d5a62431a83daa3b,,true,,,,not_in_targeted_queue,not_applicable,,nobs_5f6b6f20d5a62431a83daa3b,true
nobs_dd8202d6beec469dbfc8c09f,cex_8edceeb0ad4ae0322e14d92d,doc_c9d9aa7d886e4b412239fcf5,ttd_4c1ed1b29d421b077992ebe4,sr_2447772b5afee35ae0e4132e,NSCQ-IL-20260720-0009,IL,Rockford,CITY OF ROCKFORD,non_safety,cba,,,52,education_or_certification,certification bonus for ICC certifications exceeding minimum requirements (schedule) in 26 pay period,"January 1, 2024",Paid for all ICC certifications exceeding minimum requirements according to the following schedule in 26 pay period.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0212_sr_2447772b5afee35ae0e4132e.pdf#page=52,low,CERT_BONUS_EXISTS_BUT_SCHEDULE_AMOUNTS_M,needs_review,corrected_500_seed,nobs_dd8202d6beec469dbfc8c09f,needs_review,not_in_targeted_queue,not_applicable,nobs_dd8202d6beec469dbfc8c09f,,true,,,,not_in_targeted_queue,not_applicable,,nobs_dd8202d6beec469dbfc8c09f,true
nobs_3f39b4ea1c776a2a278bbd81,cex_5ae5f98e2beab26ced8cb794,doc_fa108ae91e7b77e270a3a21f,ttd_11427692c4aa8fe575fabf7b,sr_590328e936831c03a7b2f8d4,NSCQ-IL-20260720-0007,IL,Rockford,CITY OF ROCKFORD,police,cba,,,25,leave,Funeral leave with pay; leave not granted for day(s) an employee is on approved leave or vacation or holiday as provided,,Chief of Police may authorize time off without pay in situations not covered in the article.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_590328e936831c03a7b2f8d4.pdf#page=25,medium,FUNERAL_LEAVE_WITH_PAY_AND_DENIAL_COND,provisional_unverified,corrected_500_seed,nobs_3f39b4ea1c776a2a278bbd81,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_3f39b4ea1c776a2a278bbd81,,true,,,,not_in_targeted_queue,not_applicable,,nobs_3f39b4ea1c776a2a278bbd81,true
nobs_1305cc30e55e9bed128d11a8,cex_5ae5f98e2beab26ced8cb794,doc_fa108ae91e7b77e270a3a21f,ttd_11427692c4aa8fe575fabf7b,sr_590328e936831c03a7b2f8d4,NSCQ-IL-20260720-0007,IL,Rockford,CITY OF ROCKFORD,police,cba,,,25,leave,Military leave paid difference between military pay (excluding expense allowances) and straight time pay,,Employees on approved military leave are paid the difference; law-covered leave limitations are referenced.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_590328e936831c03a7b2f8d4.pdf#page=25,medium,MILITARY_PAY_DIFFERENCE_EXCLUDING_EXP,provisional_unverified,corrected_500_seed,nobs_1305cc30e55e9bed128d11a8,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_1305cc30e55e9bed128d11a8,,true,,,,not_in_targeted_queue,not_applicable,,nobs_1305cc30e55e9bed128d11a8,true
nobs_34e7e12d1784727123afd4f3,cex_5ae5f98e2beab26ced8cb794,doc_fa108ae91e7b77e270a3a21f,ttd_11427692c4aa8fe575fabf7b,sr_590328e936831c03a7b2f8d4,NSCQ-IL-20260720-0007,IL,Rockford,CITY OF ROCKFORD,police,cba,,,25,leave,Jury service leave: entitled to option of receiving jury duty pay or regular straight time pay; if regular straight time,,"If employee chooses regular straight time pay, the full amount of jury duty pay (excluding expense allowances) is reimbursed to the City by the employee.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_590328e936831c03a7b2f8d4.pdf#page=25,low,JURY_PAY_OPTION_AND_REIMBURSEMENT_RULE,needs_review,corrected_500_seed,nobs_34e7e12d1784727123afd4f3,needs_review,not_in_targeted_queue,not_applicable,nobs_34e7e12d1784727123afd4f3,,true,,,,not_in_targeted_queue,not_applicable,,nobs_34e7e12d1784727123afd4f3,true
nobs_8f63135e175c240c73de2e1e,cex_3c9c7530e9b8f5036e78d302,doc_87bf361ddebc9eec5e311080,ttd_eacde392419e6d72e39926a8,sr_abc2fb6487604746598568e9,NSCQ-IL-20260720-0273,IL,Villa Park,VILLAGE OF VILLA PARK,fire,cba,,,20,overtime,one and one-half (1 1/2),,Employees assigned to 24-hour shifts; overtime consists of hours worked outside the established work schedule; based upon 2713 paid hours of work annually,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0121_sr_abc2fb6487604746598568e9.pdf#page=20,medium,NB1,provisional_unverified,corrected_500_seed,nobs_8f63135e175c240c73de2e1e,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_8f63135e175c240c73de2e1e,,true,,,,not_in_targeted_queue,not_applicable,,nobs_8f63135e175c240c73de2e1e,true
nobs_975cdf91ea149611f9efc35b,cex_3c9c7530e9b8f5036e78d302,doc_87bf361ddebc9eec5e311080,ttd_eacde392419e6d72e39926a8,sr_abc2fb6487604746598568e9,NSCQ-IL-20260720-0273,IL,Villa Park,VILLAGE OF VILLA PARK,fire,cba,,,20,overtime,2713 paid hours of work annually,,Overtime pay calculation reference,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0121_sr_abc2fb6487604746598568e9.pdf#page=20,medium,NB2,provisional_unverified,corrected_500_seed,nobs_975cdf91ea149611f9efc35b,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_975cdf91ea149611f9efc35b,,true,,,,not_in_targeted_queue,not_applicable,,nobs_975cdf91ea149611f9efc35b,true
nobs_64d98dcdbda11510ad7edf05,cex_3c9c7530e9b8f5036e78d302,doc_87bf361ddebc9eec5e311080,ttd_eacde392419e6d72e39926a8,sr_abc2fb6487604746598568e9,NSCQ-IL-20260720-0273,IL,Villa Park,VILLAGE OF VILLA PARK,fire,cba,,,19,other,.212 hours of Kelly time per scheduled shift day,,"Floating Kelly time for probationary member calculated by multiplying .212 hours per scheduled shift day by scheduled shifts from first day on shift until end of fiscal year (including scheduled shifts covered with benefit or trade time,但空除",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0121_sr_abc2fb6487604746598568e9.pdf#page=19,low,NB3,needs_review,corrected_500_seed,nobs_64d98dcdbda11510ad7edf05,needs_review,not_in_targeted_queue,not_applicable,nobs_64d98dcdbda11510ad7edf05,,true,,,,not_in_targeted_queue,not_applicable,,nobs_64d98dcdbda11510ad7edf05,true
nobs_7cc63c6f871e692e93d759e2,cex_3c9c7530e9b8f5036e78d302,doc_87bf361ddebc9eec5e311080,ttd_eacde392419e6d72e39926a8,sr_abc2fb6487604746598568e9,NSCQ-IL-20260720-0273,IL,Villa Park,VILLAGE OF VILLA PARK,fire,cba,,,21,other,minimum of thirty (30) minutes,,"If an employee does not respond within thirty (30) minutes of call back or tone out, paid for a minimum of thirty (30) minutes at basic straight-time hourly rate",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0121_sr_abc2fb6487604746598568e9.pdf#page=21,low,NB4,needs_review,corrected_500_seed,nobs_7cc63c6f871e692e93d759e2,needs_review,not_in_targeted_queue,not_applicable,nobs_7cc63c6f871e692e93d759e2,,true,,,,not_in_targeted_queue,not_applicable,,nobs_7cc63c6f871e692e93d759e2,true
nobs_2cd01484c3af8f4c2ac54d07,cex_90a52d9038b64c1a1778bdcd,doc_4db2d4c78031bbac979d4774,ttd_77f716e3f2422b6881de9f7f,sr_08f63ca8a291f3a735082ac4,NSCQ-IL-20260720-0275,IL,Villa Park,VILLAGE OF VILLA PARK,non_safety,cba,,,13,leave,compensatory time off in lieu of overtime payments,,"Must indicate preference at end of the shift (or no later) under Art. XX, Section 20.1; compensatory time limit referenced as 40 hours per fiscal year; eligibility requires receiving 40 hours of pay during normal work week.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0165_sr_08f63ca8a291f3a735082ac4.pdf#page=13,medium,COMP_TIME_OFF_IN_LIEU_OVERTIME,provisional_unverified,corrected_500_seed,nobs_2cd01484c3af8f4c2ac54d07,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_2cd01484c3af8f4c2ac54d07,,true,,,,not_in_targeted_queue,not_applicable,,nobs_2cd01484c3af8f4c2ac54d07,true
nobs_8fa86fe2cc16defa107334c0,cex_90a52d9038b64c1a1778bdcd,doc_4db2d4c78031bbac979d4774,ttd_77f716e3f2422b6881de9f7f,sr_08f63ca8a291f3a735082ac4,NSCQ-IL-20260720-0275,IL,Villa Park,VILLAGE OF VILLA PARK,non_safety,cba,,,13,leave,40 hours of compensatory time each fiscal year,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0165_sr_08f63ca8a291f3a735082ac4.pdf#page=13,medium,COMP_TIME_ANNUAL_CAP_TOKEN,provisional_unverified,corrected_500_seed,nobs_8fa86fe2cc16defa107334c0,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_8fa86fe2cc16defa107334c0,,true,,,,not_in_targeted_queue,not_applicable,,nobs_8fa86fe2cc16defa107334c0,true
nobs_11f48dd556541aacd530d0ce,cex_90a52d9038b64c1a1778bdcd,doc_4db2d4c78031bbac979d4774,ttd_77f716e3f2422b6881de9f7f,sr_08f63ca8a291f3a735082ac4,NSCQ-IL-20260720-0275,IL,Villa Park,VILLAGE OF VILLA PARK,non_safety,cba,,,13,leave,eligible to receive overtime compensation requires receiving 40 hours of pay during normal work week,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0165_sr_08f63ca8a291f3a735082ac4.pdf#page=13,low,COMP_TIME_ELIGIBILITY_HOURS_PAY_TOKEN,needs_review,corrected_500_seed,nobs_11f48dd556541aacd530d0ce,needs_review,not_in_targeted_queue,not_applicable,nobs_11f48dd556541aacd530d0ce,,true,,,,not_in_targeted_queue,not_applicable,,nobs_11f48dd556541aacd530d0ce,true
