geography_panel,hex_cell_id,implementation_event_count,mechanism_view_name,root_compensation_event_count,scale_group,shared_grid,side_view
lower_48,CONUS50-+00012-+00017,3,timing_implementation:retroactive,3,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00012-+00017,3,pressure_channel:none_identified,3,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00019,3,institutional_channel:none_identified,4,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00019,1,compensation_outcome:across_the_board_raise,1,compensation_outcome:across_the_board_raise,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00019,2,timing_implementation:payroll_effective_date,3,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00019,2,timing_implementation:recurring,2,timing_implementation:recurring,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00019,3,pressure_channel:none_identified,4,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00019,3,compensation_outcome:retroactive_pay,3,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00019,3,timing_implementation:retroactive,3,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00010-+00019,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00010-+00019,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00010-+00018,2,institutional_channel:budget_pay_plan_process,2,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00010-+00018,1,institutional_channel:ordinance_council_adoption,1,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00010-+00018,2,compensation_outcome:no_direct_compensation_outcome,2,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00010-+00018,1,timing_implementation:ordinance_adoption,1,timing_implementation:ordinance_adoption,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00010-+00018,2,timing_implementation:payroll_effective_date,2,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00010-+00018,2,pressure_channel:fiscal_constraint,2,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00010-+00018,1,institutional_channel:settlement_or_mou,1,institutional_channel:settlement_or_mou,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00010-+00018,1,institutional_channel:none_identified,1,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00010-+00018,1,compensation_outcome:longevity,1,compensation_outcome:longevity,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00010-+00018,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00010-+00018,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00001-+00018,1,institutional_channel:none_identified,1,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00001-+00018,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00001-+00018,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00001-+00018,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00001-+00018,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50--00002-+00020,1,institutional_channel:none_identified,2,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50--00002-+00020,1,compensation_outcome:across_the_board_raise,1,compensation_outcome:across_the_board_raise,EPSG:5070_50km_fixed,safety
lower_48,CONUS50--00002-+00020,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,safety
lower_48,CONUS50--00002-+00020,1,pressure_channel:none_identified,2,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50--00002-+00020,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50--00002-+00020,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50--00002-+00020,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00001-+00020,1,institutional_channel:none_identified,1,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00001-+00020,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00001-+00020,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00001-+00020,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00001-+00020,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50--00002-+00022,1,institutional_channel:none_identified,1,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50--00002-+00022,1,compensation_outcome:no_direct_compensation_outcome,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,safety
lower_48,CONUS50--00002-+00022,1,timing_implementation:unclear,1,timing_implementation:unclear,EPSG:5070_50km_fixed,safety
lower_48,CONUS50--00002-+00022,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00000-+00021,1,institutional_channel:none_identified,1,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00000-+00021,1,compensation_outcome:across_the_board_raise,1,compensation_outcome:across_the_board_raise,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00000-+00021,1,compensation_outcome:classification_band_change,1,compensation_outcome:classification_band_change,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00000-+00021,1,timing_implementation:unclear,1,timing_implementation:unclear,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00000-+00021,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00015-+00013,3,institutional_channel:none_identified,3,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00015-+00013,3,compensation_outcome:retroactive_pay,3,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00015-+00013,3,timing_implementation:payroll_effective_date,3,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00015-+00013,3,timing_implementation:retroactive,3,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00015-+00013,3,pressure_channel:none_identified,4,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00015-+00013,2,compensation_outcome:classification_band_change,3,compensation_outcome:classification_band_change,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00015-+00013,1,institutional_channel:ordinance_council_adoption,1,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00015-+00013,1,timing_implementation:ordinance_adoption,1,timing_implementation:ordinance_adoption,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00014,1,institutional_channel:ordinance_council_adoption,1,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00014,1,compensation_outcome:holiday_pay,1,compensation_outcome:holiday_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00014,4,compensation_outcome:retroactive_pay,4,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00014,1,timing_implementation:ordinance_adoption,1,timing_implementation:ordinance_adoption,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00014,8,timing_implementation:payroll_effective_date,10,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00014,7,timing_implementation:recurring,7,timing_implementation:recurring,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00014,4,timing_implementation:retroactive,4,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00014,9,pressure_channel:none_identified,12,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00004-+00010,1,institutional_channel:ordinance_council_adoption,1,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00004-+00010,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00004-+00010,1,timing_implementation:ordinance_adoption,1,timing_implementation:ordinance_adoption,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00004-+00010,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00004-+00010,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00004-+00010,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00004-+00008,1,institutional_channel:none_identified,1,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00004-+00008,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00004-+00008,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00004-+00008,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00004-+00008,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00003-+00011,1,institutional_channel:ordinance_council_adoption,1,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00003-+00011,1,compensation_outcome:base_wage_change,1,compensation_outcome:base_wage_change,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00003-+00011,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00003-+00011,1,timing_implementation:ordinance_adoption,1,timing_implementation:ordinance_adoption,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00003-+00011,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00003-+00011,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00003-+00011,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00003-+00011,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00005-+00008,1,institutional_channel:ordinance_council_adoption,1,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00005-+00008,1,compensation_outcome:base_wage_change,1,compensation_outcome:base_wage_change,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00005-+00008,1,timing_implementation:ordinance_adoption,1,timing_implementation:ordinance_adoption,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00005-+00008,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00005-+00008,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00014,2,institutional_channel:none_identified,3,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00014,1,compensation_outcome:across_the_board_raise,1,compensation_outcome:across_the_board_raise,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00014,2,timing_implementation:contract_ratification,2,timing_implementation:contract_ratification,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00014,2,timing_implementation:payroll_effective_date,3,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00014,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00014,2,pressure_channel:none_identified,3,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00014,2,compensation_outcome:retroactive_pay,2,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00014,2,timing_implementation:retroactive,2,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00026-+00015,4,institutional_channel:none_identified,4,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00026-+00015,2,compensation_outcome:retroactive_pay,2,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00026-+00015,4,timing_implementation:payroll_effective_date,4,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00026-+00015,2,timing_implementation:retroactive,2,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00026-+00015,2,pressure_channel:none_identified,2,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00025-+00015,1,institutional_channel:none_identified,1,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00025-+00015,1,compensation_outcome:across_the_board_raise,1,compensation_outcome:across_the_board_raise,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00025-+00015,1,compensation_outcome:cola_cpi_adjustment,1,compensation_outcome:cola_cpi_adjustment,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00025-+00015,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00025-+00015,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00026-+00015,1,compensation_outcome:base_wage_change,1,compensation_outcome:base_wage_change,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00026-+00015,3,timing_implementation:recurring,3,timing_implementation:recurring,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00015,2,institutional_channel:none_identified,2,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00015,2,compensation_outcome:retroactive_pay,2,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00015,2,timing_implementation:payroll_effective_date,2,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00015,2,timing_implementation:retroactive,2,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00015,2,pressure_channel:none_identified,2,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00026-+00015,2,compensation_outcome:step_progression,2,compensation_outcome:step_progression,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00026-+00015,2,pressure_channel:market_recruitment_retention,2,pressure_channel:market_recruitment_retention,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00016,4,institutional_channel:none_identified,4,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00016,2,compensation_outcome:stipend_or_premium,2,compensation_outcome:stipend_or_premium,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00016,4,timing_implementation:recurring,4,timing_implementation:recurring,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00016,5,pressure_channel:none_identified,5,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00028-+00017,1,institutional_channel:budget_pay_plan_process,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00028-+00017,1,compensation_outcome:stipend_or_premium,1,compensation_outcome:stipend_or_premium,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00028-+00017,1,timing_implementation:budget_appropriation,1,timing_implementation:budget_appropriation,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00028-+00017,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00028-+00017,1,pressure_channel:fiscal_constraint,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00016,1,compensation_outcome:benefit_cost_change,1,compensation_outcome:benefit_cost_change,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00016,2,compensation_outcome:retroactive_pay,2,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00016,2,timing_implementation:payroll_effective_date,2,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00016,2,timing_implementation:retroactive,2,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00016,1,compensation_outcome:base_wage_change,1,compensation_outcome:base_wage_change,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00016,1,compensation_outcome:across_the_board_raise,1,compensation_outcome:across_the_board_raise,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00016,1,institutional_channel:settlement_or_mou,1,institutional_channel:settlement_or_mou,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00027-+00016,1,compensation_outcome:step_progression,1,compensation_outcome:step_progression,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00028-+00016,1,institutional_channel:none_identified,2,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00028-+00016,1,compensation_outcome:across_the_board_raise,1,compensation_outcome:across_the_board_raise,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00028-+00016,1,compensation_outcome:cola_cpi_adjustment,1,compensation_outcome:cola_cpi_adjustment,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00028-+00016,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00028-+00016,1,pressure_channel:none_identified,2,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00028-+00016,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00028-+00016,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00028-+00016,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00020,3,institutional_channel:ordinance_council_adoption,3,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00020,2,compensation_outcome:non_base_compensation_other,2,compensation_outcome:non_base_compensation_other,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00020,4,timing_implementation:payroll_effective_date,6,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00020,4,pressure_channel:none_identified,6,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00020,3,institutional_channel:none_identified,4,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00020,2,compensation_outcome:no_direct_compensation_outcome,2,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00020,1,timing_implementation:unclear,1,timing_implementation:unclear,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00018,24,institutional_channel:none_identified,30,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00018,13,compensation_outcome:retroactive_pay,13,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00018,20,timing_implementation:payroll_effective_date,21,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00018,13,timing_implementation:retroactive,13,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00018,24,pressure_channel:none_identified,31,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00018,3,compensation_outcome:across_the_board_raise,3,compensation_outcome:across_the_board_raise,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00018,7,timing_implementation:recurring,10,timing_implementation:recurring,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00020,1,institutional_channel:budget_pay_plan_process,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00020,1,pressure_channel:fiscal_constraint,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00020,1,compensation_outcome:base_wage_change,1,compensation_outcome:base_wage_change,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00020,2,compensation_outcome:retroactive_pay,3,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00020,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00020,2,timing_implementation:retroactive,3,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00024,3,institutional_channel:none_identified,4,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00024,3,compensation_outcome:non_base_compensation_other,3,compensation_outcome:non_base_compensation_other,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00024,3,timing_implementation:payroll_effective_date,3,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00024,3,pressure_channel:none_identified,4,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00024,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00024,1,timing_implementation:one_time,1,timing_implementation:one_time,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00024,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00022,4,institutional_channel:none_identified,4,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00022,1,compensation_outcome:non_base_compensation_other,1,compensation_outcome:non_base_compensation_other,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00022,3,timing_implementation:payroll_effective_date,3,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00022,4,pressure_channel:none_identified,4,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00023,3,institutional_channel:budget_pay_plan_process,3,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00023,1,compensation_outcome:benefit_cost_change,1,compensation_outcome:benefit_cost_change,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00023,2,timing_implementation:payroll_effective_date,2,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00023,3,pressure_channel:fiscal_constraint,3,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00023,2,compensation_outcome:no_direct_compensation_outcome,2,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00023,1,timing_implementation:unclear,1,timing_implementation:unclear,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00023,1,pressure_channel:vacancy_pressure,1,pressure_channel:vacancy_pressure,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00019,15,institutional_channel:none_identified,19,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00019,12,compensation_outcome:retroactive_pay,12,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00019,12,timing_implementation:payroll_effective_date,13,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00019,12,timing_implementation:retroactive,12,timing_implementation:retroactive,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00019,14,pressure_channel:none_identified,16,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00019,1,compensation_outcome:step_progression,1,compensation_outcome:step_progression,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00019,7,timing_implementation:recurring,7,timing_implementation:recurring,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00019,1,pressure_channel:vacancy_pressure,1,pressure_channel:vacancy_pressure,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00019,3,compensation_outcome:across_the_board_raise,3,compensation_outcome:across_the_board_raise,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00019,1,compensation_outcome:benefit_cost_change,1,compensation_outcome:benefit_cost_change,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00018,9,compensation_outcome:non_base_compensation_other,9,compensation_outcome:non_base_compensation_other,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00018,3,timing_implementation:unclear,3,timing_implementation:unclear,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00014-+00018,4,timing_implementation:one_time,4,timing_implementation:one_time,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00012-+00024,2,institutional_channel:none_identified,2,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00012-+00024,2,compensation_outcome:non_base_compensation_other,2,compensation_outcome:non_base_compensation_other,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00012-+00024,3,timing_implementation:payroll_effective_date,3,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00012-+00024,2,pressure_channel:none_identified,2,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00013-+00020,10,institutional_channel:none_identified,11,institutional_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00013-+00020,3,compensation_outcome:non_base_compensation_other,3,compensation_outcome:non_base_compensation_other,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00013-+00020,10,timing_implementation:payroll_effective_date,11,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00013-+00020,10,pressure_channel:none_identified,11,pressure_channel:none_identified,EPSG:5070_50km_fixed,safety
lower_48,CONUS50-+00011-+00019,1,timing_implementation:one_time,1,timing_implementation:one_time,EPSG:5070_50km_fixed,safety
