implementation_status,join_status,municipality,root_compensation_event_id,side,state,urbanicity
implemented,matched,Plymouth charter,ROOTCOMP-b8c514ead26544acec0aa586,police,MI,urban
implemented,matched,Plymouth charter,ROOTCOMP-b63145296328fce0ba1655eb,police,MI,urban
implemented,matched,Port Huron charter,ROOTCOMP-d1b30ea39eca60433bc01587,fire,MI,urban
implemented,matched,Port Huron charter,ROOTCOMP-6c179dd278d1595d56eac06e,fire,MI,urban
implemented,matched,Port Huron charter,ROOTCOMP-55f51960b898609b05b3b01e,fire,MI,urban
implemented,matched,Port Huron charter,ROOTCOMP-a2cc9cf34a8c9e10a669f266,fire,MI,urban
implemented,matched,Port Huron charter,ROOTCOMP-89019c8d971df46b2873eb03,fire,MI,urban
implemented,matched,Port Huron charter,ROOTCOMP-b9eae5f857a24d2d7e7e32f1,non_safety,MI,urban
implemented,matched,Potterville,ROOTCOMP-08ee5ace9a097a4e9ed2af7c,police,MI,urban
implemented,matched,Prairieville,ROOTCOMP-db900f5f7fe244b6edb84b8a,side_independent,MI,rural
implemented,matched,Putnam,ROOTCOMP-a90ed003877991283f7a07af,fire,MI,unknown
implemented,matched,Putnam,ROOTCOMP-7453893037a58c07ab060b65,fire,MI,unknown
formally_adopted,matched,Reading,ROOTCOMP-420acab51387b707f60d8f7b,remains_unclear,MI,rural
implemented,matched,Reed City,ROOTCOMP-251247d9a06ba1c377de42b6,police,MI,rural
implemented,matched,Reed City,ROOTCOMP-7401905aa1bfbb03a7292d35,police,MI,rural
implemented,matched,Rogers City,ROOTCOMP-f78c7216609d740c87f83a82,remains_unclear,MI,rural
implemented,matched,Rogers City,ROOTCOMP-c1595037013ff8e53573f5f1,remains_unclear,MI,rural
implemented,matched,Rogers City,ROOTCOMP-b6d25579a3612504e085fba3,police,MI,rural
formally_adopted,matched,Roosevelt Park,ROOTCOMP-212ef260bfa7cdc2fba764ac,remains_unclear,MI,urban
implemented,matched,Roosevelt Park,ROOTCOMP-3684e23364fd6b4ea222c664,remains_unclear,MI,urban
implemented,matched,Saline,ROOTCOMP-634af079453bf90834453f99,police,MI,unknown
implemented,matched,Shelby,ROOTCOMP-740126df48409a644dc3a25b,police,MI,rural
implemented,matched,Shelby,ROOTCOMP-f4d866b76dd892372b917e27,police,MI,rural
implemented,matched,Shelby,ROOTCOMP-dd8d16fa020b89cde923d26b,non_safety,MI,rural
implemented,matched,Shelby,ROOTCOMP-0a16bea0f7becf7c34a6d20e,non_safety,MI,rural
implemented,matched,Shelby,ROOTCOMP-2f6344a985cd92f43c9882fe,remains_unclear,MI,rural
implemented,matched,Sherman,ROOTCOMP-ddc79920208278986181abb3,side_independent,MI,rural
implemented,matched,Shiawassee,ROOTCOMP-0fc90378510c331ca5e4cd8f,side_independent,MI,rural
implemented,matched,Soo,ROOTCOMP-4d92eeee8f758b850b4682f4,non_safety,MI,unknown
implemented,matched,Soo,ROOTCOMP-36310bc547b4ed66f3213790,non_safety,MI,unknown
implemented,matched,Spring Lake,ROOTCOMP-8c9c0016dca86dac5a467d90,remains_unclear,MI,urban
implemented,matched,St. Clair,ROOTCOMP-26cb554aaa65207a9e1af48f,non_safety,MI,unknown
implemented,matched,Stevensville,ROOTCOMP-a2773ea24925872c405c42b7,remains_unclear,MI,urban
implemented,matched,Stockbridge,ROOTCOMP-e0be6ef265c41e528930bbad,side_independent,MI,rural
formally_adopted,matched,Sturgis,ROOTCOMP-25980fbc15107194b7d3e139,police,MI,urban
implemented,matched,Summit,ROOTCOMP-c0687384ba0e57f9e1c6991a,fire,MI,urban
implemented,matched,Superior charter,ROOTCOMP-d1389a933be59561f65763f1,police,MI,unknown
implemented,matched,Three Oaks,ROOTCOMP-9cf30b5893a2df7803d71921,remains_unclear,MI,rural
implemented,matched,Tompkins,ROOTCOMP-3fe7f7038376a8d10daa7f10,non_safety,MI,rural
implemented,matched,Torch Lake,ROOTCOMP-ad1113ffcb8d145756785ab6,side_independent,MI,rural
implemented,matched,Union charter,ROOTCOMP-934ec1922a8d565c9f239815,remains_unclear,MI,unknown
implemented,matched,Union charter,ROOTCOMP-41f1516422252b25d54e6845,remains_unclear,MI,unknown
implemented,matched,Union charter,ROOTCOMP-b65e546dc82ac952aad20257,remains_unclear,MI,unknown
implemented,matched,Union charter,ROOTCOMP-d913c07cac99eea9b668d170,remains_unclear,MI,unknown
implemented,matched,Union charter,ROOTCOMP-253ce00a5751facaa399ef80,remains_unclear,MI,unknown
implemented,matched,Village of Grosse Pointe Shores,ROOTCOMP-c342b41fb3edef8efe80b31b,remains_unclear,MI,urban
implemented,matched,Warren,ROOTCOMP-d78944be65d440bcac3bb33b,remains_unclear,MI,rural
implemented,matched,Warren,ROOTCOMP-c8c2e4c3ff1afba4d624b435,remains_unclear,MI,rural
implemented,matched,Warren,ROOTCOMP-6e87a30ba0d37e4450b09dbb,police,MI,rural
implemented,matched,Washington,ROOTCOMP-a7b9f71e62ac50eec2b70d15,fire,MI,rural
implemented,matched,Washington,ROOTCOMP-781aa90696d9fd715e6a1b0f,fire,MI,rural
implemented,matched,Washington,ROOTCOMP-e4eb8cb239884fc5b1ec8ac9,fire,MI,rural
implemented,matched,Washington,ROOTCOMP-adedd4955ef54b0039767b40,fire,MI,rural
implemented,matched,Washington,ROOTCOMP-12d8903ef99996072151d152,fire,MI,rural
implemented,matched,Washington,ROOTCOMP-2a70c2c567fe9b80b85929a6,fire,MI,rural
implemented,matched,Washington,ROOTCOMP-8f7d80de497850f1df497b41,side_independent,MI,rural
implemented,matched,Waterloo,ROOTCOMP-08433e5c15095282f9fa2713,remains_unclear,MI,rural
implemented,matched,Webster,ROOTCOMP-f1729f77901330938e3e80a5,side_independent,MI,unknown
formally_adopted,matched,Webster,ROOTCOMP-f97c1cd828d6de44b7e3cb50,non_safety,MI,unknown
implemented,matched,Williamston,ROOTCOMP-3f0f3b23e047686e88c90a17,police,MI,urban
implemented,matched,Williamston,ROOTCOMP-509f6e1fbebe555959255d5e,police,MI,urban
implemented,matched,Williamston,ROOTCOMP-56305614b16581a5a33a0db6,police,MI,urban
implemented,matched,York charter,ROOTCOMP-5d67218f2c70132aca9d0dcb,remains_unclear,MI,unknown
formally_adopted,matched,Austin,ROOTCOMP-3b834027b3192e3098816e18,side_independent,MN,urban
formally_adopted,matched,Austin,ROOTCOMP-53cc270fe609aba013451d4c,police,MN,urban
implemented,matched,Austin,ROOTCOMP-50b310ccb083f249de381cc8,police,MN,urban
implemented,matched,Austin,ROOTCOMP-55d6d7e5218640ef3a9713a4,side_independent,MN,urban
implemented,matched,Badger,ROOTCOMP-7b8f19181f53eeb579164bc9,side_independent,MN,rural
implemented,matched,Bagley,ROOTCOMP-110405f4f84f424b160d00ff,remains_unclear,MN,rural
implemented,matched,Balaton,ROOTCOMP-efe20566368ccb6ecd5a5882,remains_unclear,MN,rural
implemented,matched,Balaton,ROOTCOMP-5890eafa34090fe44af2fb73,police,MN,rural
implemented,matched,Balkan,ROOTCOMP-38c684ffb37f2e7ae126c871,side_independent,MN,rural
implemented,matched,Battle Lake,ROOTCOMP-c9579c5ffa46f21963c01c2d,remains_unclear,MN,rural
implemented,matched,Baxter,ROOTCOMP-140a0e4761a7e02d60553407,police,MN,unknown
implemented,matched,Baxter,ROOTCOMP-62526ea7829911f5301ac802,remains_unclear,MN,unknown
implemented,matched,Baxter,ROOTCOMP-c3339802aaf08f87684c4fd6,police,MN,unknown
implemented,matched,Becker,ROOTCOMP-b90e5f2a768fb33454466796,remains_unclear,MN,rural
implemented,matched,Belle Plaine,ROOTCOMP-b827e8e576c6384badcece77,police,MN,rural
implemented,matched,Belle Plaine,ROOTCOMP-b9aaada94cd8288420b6cf2b,police,MN,rural
implemented,matched,Belle Plaine,ROOTCOMP-740fbfb0b70d916f93c3dd40,police,MN,rural
implemented,matched,Bemidji,ROOTCOMP-ed50d3ff4778e576730b8cee,police,MN,unknown
implemented,matched,Bemidji,ROOTCOMP-852350e8ca4586fdf1f8a69b,police,MN,unknown
implemented,matched,Benson,ROOTCOMP-834a238660aa7b68240f46e2,remains_unclear,MN,rural
implemented,matched,Benson,ROOTCOMP-5a250f6c6086ed0175709efd,remains_unclear,MN,rural
implemented,matched,Benson,ROOTCOMP-4b0d4cde888bccb30a193906,remains_unclear,MN,rural
implemented,matched,Benson,ROOTCOMP-c593d48dae3d674cb5d8ee77,side_independent,MN,rural
implemented,matched,Benson,ROOTCOMP-6e764eb3589688fa39360326,remains_unclear,MN,rural
formally_adopted,matched,Bigfork,ROOTCOMP-c80d743e5caa62123a685b10,side_independent,MN,rural
implemented,matched,Biwabik,ROOTCOMP-96ed16f4cc8ca12f1821e18b,side_independent,MN,rural
implemented,matched,Biwabik,ROOTCOMP-aa8990c365b1daad050ff863,side_independent,MN,rural
paid_or_observed,matched,Blackduck,ROOTCOMP-464e8869fabb29235a4308b2,fire,MN,rural
implemented,matched,Blackduck,ROOTCOMP-1ef8c8046e84ef7da8725bfb,remains_unclear,MN,rural
implemented,matched,Blooming Prairie,ROOTCOMP-5630f60ff105f108c13dfc3a,remains_unclear,MN,rural
paid_or_observed,matched,Blooming Prairie,ROOTCOMP-051066c77514a95be30ac9cb,remains_unclear,MN,rural
implemented,matched,Blooming Prairie,ROOTCOMP-1f1be2bb27e4a1c011103bd9,remains_unclear,MN,rural
implemented,matched,Blue Earth,ROOTCOMP-74adebbe8e2e696809887f71,police,MN,rural
implemented,matched,Blue Earth,ROOTCOMP-2ef7ff39ba65194e936304b9,police,MN,rural
implemented,matched,Blue Earth,ROOTCOMP-875ae6e85577d9d214b72fac,police,MN,rural
implemented,matched,Braham,ROOTCOMP-87e85777f77e4f01f1828ea5,remains_unclear,MN,rural
implemented,matched,Braham,ROOTCOMP-a6144edc0646fc0148ed362b,remains_unclear,MN,rural
implemented,matched,Caledonia,ROOTCOMP-544c004ffce78a3165d4e148,police,MN,rural
implemented,matched,Canton,ROOTCOMP-792fccaa6e0f61540827effb,side_independent,MN,rural
implemented,matched,Canton,ROOTCOMP-661be0a64a199c2916f197a6,side_independent,MN,rural
formally_adopted,matched,Carlos,ROOTCOMP-d28c3018f034c57023003770,non_safety,MN,rural
implemented,matched,Cass Lake,ROOTCOMP-f1c203e13e23584293f1c1ba,remains_unclear,MN,rural
implemented,matched,Chatfield,ROOTCOMP-c3f76751fb4340f038f5eb53,police,MN,rural
formally_adopted,matched,Chatfield,ROOTCOMP-19897bb29d7a0ea5179aa4e4,police,MN,rural
formally_adopted,matched,Chatfield,ROOTCOMP-cad9faf0b692491ae5e64b34,police,MN,rural
implemented,matched,Clara City,ROOTCOMP-e2abbf323b50a75be5ca4ef4,police,MN,rural
implemented,matched,Cleveland,ROOTCOMP-ba6a7df697509c06e98497e0,remains_unclear,MN,rural
implemented,matched,Coleraine,ROOTCOMP-922c92b9dae9aecbc6808de8,police,MN,rural
implemented,matched,Coleraine,ROOTCOMP-033acb6807e6a84a45268332,police,MN,rural
implemented,matched,Coleraine,ROOTCOMP-ec27ea143d2b7bbdedcf39ef,police,MN,rural
implemented,matched,Crooked Lake,ROOTCOMP-6a94845da9b91da3567dac62,side_independent,MN,rural
implemented,matched,Crosby,ROOTCOMP-9c6c49852ae88d036552afea,non_safety,MN,rural
implemented,matched,Crosby,ROOTCOMP-0dbb228158827a84868726b4,non_safety,MN,rural
implemented,matched,Crow Wing,ROOTCOMP-fb0bc30f2c7d40db3e47296a,police,MN,rural
implemented,matched,Crow Wing,ROOTCOMP-f6f85054d5080c886c48dcb8,police,MN,rural
implemented,matched,Crow Wing,ROOTCOMP-7c657ebc57715d0271e60ef7,police,MN,rural
implemented,matched,Crow Wing,ROOTCOMP-28c19dc1a4b3c390d7dba7ad,police,MN,rural
implemented,matched,Dassel,ROOTCOMP-0192dc872e997028b3f5a5f5,remains_unclear,MN,rural
implemented,matched,Deephaven,ROOTCOMP-e131a800603b2dc1b9572599,police,MN,urban
implemented,matched,Deer River,ROOTCOMP-eb4faa76961092dbe9f53829,police,MN,rural
implemented,matched,Deer River,ROOTCOMP-8ecc84138862753853a87782,remains_unclear,MN,rural
implemented,matched,Detroit,ROOTCOMP-f54d07fe14fd2c6769cfa07e,police,MN,unknown
formally_adopted,matched,Detroit,ROOTCOMP-d17fe1081aa05255e7c8125f,police,MN,unknown
implemented,matched,Detroit,ROOTCOMP-c8c49eff35ba7ae74f5986c1,police,MN,unknown
implemented,matched,Duluth,ROOTCOMP-ede0b54ac4d8b9a6da0bdfd6,fire,MN,rural
implemented,matched,Duluth,ROOTCOMP-ab1f51dd57514fbb832ca89f,fire,MN,rural
implemented,matched,Eagles Nest,ROOTCOMP-866644a24bdff749677b3822,side_independent,MN,rural
formally_adopted,matched,Fairmont,ROOTCOMP-c1d01eebf47b345730bc0dac,side_independent,MN,unknown
implemented,matched,Fairmont,ROOTCOMP-bde23d9850391eb62733e041,police,MN,unknown
implemented,matched,Fish Lake,ROOTCOMP-83243214ed75bea459d47b0a,side_independent,MN,rural
implemented,matched,Floodwood,ROOTCOMP-ebef6b2c2a31d592ca25b4f9,police,MN,rural
implemented,matched,Floodwood,ROOTCOMP-d09509b5b8af32ae1df3b0d6,remains_unclear,MN,rural
paid_or_observed,matched,Foley,ROOTCOMP-054b7abcbbdea7498c06e0db,remains_unclear,MN,rural
implemented,matched,Foley,ROOTCOMP-17520a30bd451aacb4cb8a94,remains_unclear,MN,rural
implemented,matched,Foley,ROOTCOMP-b17a7a7b9054bde2e16f7cfd,police,MN,rural
implemented,matched,Foley,ROOTCOMP-bce4c9279b3ba7127719622b,police,MN,rural
implemented,matched,Fulda,ROOTCOMP-b79834e06783bf0ac55c22be,remains_unclear,MN,rural
implemented,matched,Fulda,ROOTCOMP-c8aef2907f16dc987f91e9c1,remains_unclear,MN,rural
formally_adopted,matched,Ghent,ROOTCOMP-75ef9edced8583b0cca5c875,police,MN,rural
implemented,matched,Glencoe,ROOTCOMP-354a60a910c2453e8e257efa,police,MN,urban
implemented,matched,Glencoe,ROOTCOMP-a185d4edc7acdf7b5cede608,police,MN,urban
implemented,matched,Grand Lake,ROOTCOMP-d8e83f40086055d66180650f,fire,MN,rural
implemented,matched,Grand Marais,ROOTCOMP-2a7b01d8145510ad9eccabab,remains_unclear,MN,rural
implemented,matched,Greenbush,ROOTCOMP-01e547a5831218c533c4f281,remains_unclear,MN,rural
formally_adopted,matched,Grey Eagle,ROOTCOMP-da40b889bcd3ff3420374606,side_independent,MN,rural
implemented,matched,Grey Eagle,ROOTCOMP-c710cd5875e97b674ece5dce,side_independent,MN,rural
formally_adopted,matched,Harmony,ROOTCOMP-3b3629b563ff5f73839bed72,remains_unclear,MN,rural
implemented,matched,Hinckley,ROOTCOMP-34b63cf9d2f0e7e7cbc33f5b,remains_unclear,MN,rural
implemented,matched,Hinckley,ROOTCOMP-62368bbd6f3c28867c7ae1b5,remains_unclear,MN,rural
implemented,matched,Hinckley,ROOTCOMP-9c55debb1ff7cbc77ad6d99f,remains_unclear,MN,rural
formally_adopted,matched,Hinckley,ROOTCOMP-27bf1de291068e7e9e337f4e,side_independent,MN,rural
implemented,matched,Ideal,ROOTCOMP-c026d75d766f118879668f3b,fire,MN,rural
implemented,matched,Ivanhoe,ROOTCOMP-ea8ba4e2e59960aee0922456,remains_unclear,MN,rural
formally_adopted,matched,Ivanhoe,ROOTCOMP-c5b42a5c39ae9e90990871d3,side_independent,MN,rural
implemented,matched,Ivanhoe,ROOTCOMP-923230ef79015ad4d5c9d658,remains_unclear,MN,rural
implemented,matched,Jackson,ROOTCOMP-ef85d4bffec8c83b9bd135c8,remains_unclear,MN,unknown
implemented,matched,Kenyon,ROOTCOMP-abe43fdd0f025e1611dfd5f1,side_independent,MN,rural
implemented,matched,Lac qui Parle,ROOTCOMP-1dfcef36eb965649f183d551,side_independent,MN,rural
implemented,matched,Lake,ROOTCOMP-d72d6096e3443db49b91ace8,remains_unclear,MN,rural
implemented,matched,Lake,ROOTCOMP-a3fcab40d6c49cc5efd79fb1,remains_unclear,MN,rural
implemented,matched,Lake Benton,ROOTCOMP-0337d5a9d9662d6f00f281c0,remains_unclear,MN,rural
implemented,matched,Lake Benton,ROOTCOMP-76bc818b77d1c9004c915769,police,MN,rural
implemented,matched,Lismore,ROOTCOMP-233a1c74612380d9d346fa47,side_independent,MN,rural
implemented,matched,Littlefork,ROOTCOMP-402009042ce8ccac227cdf46,remains_unclear,MN,rural
paid_or_observed,matched,Long Lake,ROOTCOMP-93139a03bd3f9007fa79e340,side_independent,MN,rural
implemented,matched,Lynd,ROOTCOMP-2eb0af79926f4704e1dfe7ad,side_independent,MN,unknown
implemented,matched,Madelia,ROOTCOMP-3be17447b5d6855f80330df7,police,MN,rural
implemented,matched,Madelia,ROOTCOMP-35efb7ca07c5e56cdaf08895,police,MN,rural
implemented,matched,Madelia,ROOTCOMP-0e83cc2673ea9a6aab944d35,police,MN,rural
implemented,matched,Madelia,ROOTCOMP-6a236cdd7d87b03259a171fd,police,MN,rural
formally_adopted,matched,Madison,ROOTCOMP-0c800400d5952e0b97db58e7,remains_unclear,MN,rural
implemented,matched,Madison,ROOTCOMP-1797574e11d9e4ae4d748cf0,remains_unclear,MN,rural
implemented,matched,Mantorville,ROOTCOMP-4d470eb764026bb34106d20e,remains_unclear,MN,unknown
implemented,matched,Mantorville,ROOTCOMP-ecaace569e402b392df7f702,fire,MN,unknown
formally_adopted,matched,Mantorville,ROOTCOMP-2ecbcfba8c0fac4d35ed5c8b,remains_unclear,MN,unknown
formally_adopted,matched,Maple Grove,ROOTCOMP-2b1d1fec5dd00e8dab40b4c0,police,MN,rural
implemented,matched,Maple Lake,ROOTCOMP-240490050632045a7603ac25,remains_unclear,MN,rural
implemented,matched,Maple Lake,ROOTCOMP-e188221991b1c5af03595dd3,remains_unclear,MN,rural
formally_adopted,matched,Maple Lake,ROOTCOMP-c820040d2b239c6a1c6f9f51,remains_unclear,MN,rural
implemented,matched,Maple Plain,ROOTCOMP-503757429b281c6596866807,fire,MN,rural
implemented,matched,Maple Plain,ROOTCOMP-eaab25e589d54c103c249a65,fire,MN,rural
implemented,matched,Marshall,ROOTCOMP-6c516cc061e4eb9307d520e6,remains_unclear,MN,urban
implemented,matched,May,ROOTCOMP-34b34cc54e6a11078ce18c6d,remains_unclear,MN,rural
implemented,matched,Mayer,ROOTCOMP-bd911ab935ef88ea642e9d62,remains_unclear,MN,rural
implemented,matched,Mayer,ROOTCOMP-55de9ea52b7dc00cbd3c31f9,remains_unclear,MN,rural
implemented,matched,Mayer,ROOTCOMP-a8b370d46d7c3af866e3bc11,remains_unclear,MN,rural
implemented,matched,Mayer,ROOTCOMP-2614c61b8abe7ed2feee2595,remains_unclear,MN,rural
implemented,matched,Mayer,ROOTCOMP-6b9cfe346fefd962cc88a7b4,remains_unclear,MN,rural
implemented,matched,Medford,ROOTCOMP-9763cc329f025b1633662ae3,non_safety,MN,rural
implemented,matched,Medford,ROOTCOMP-054af886499a30b2d14ecd8d,side_independent,MN,rural
implemented,matched,Medford,ROOTCOMP-3713e42dd56c31798529edff,remains_unclear,MN,rural
implemented,matched,Milaca,ROOTCOMP-c3a1a7a13c232b0a467d314c,police,MN,rural
implemented,matched,Milaca,ROOTCOMP-03218c68e44b952cc934d3cc,police,MN,rural
implemented,matched,Milaca,ROOTCOMP-f6c5b1f38d66614cb979f5ea,police,MN,rural
implemented,matched,Milaca,ROOTCOMP-27351eee24c32dc3ea6053e9,police,MN,rural
formally_adopted,matched,Milaca,ROOTCOMP-30b19a7849b7afd0c3619742,police,MN,rural
implemented,matched,Milroy,ROOTCOMP-ae02656e68f7b4755554b89d,non_safety,MN,rural
implemented,matched,Milroy,ROOTCOMP-bee1776ff979360ed40b5668,side_independent,MN,rural
implemented,matched,Moorhead,ROOTCOMP-2f8a3abba008c932a19ae32d,non_safety,MN,urban
implemented,matched,Moorhead,ROOTCOMP-db9a9f759848184255f7b69c,non_safety,MN,urban
implemented,matched,Nashwauk,ROOTCOMP-462819c544603c8d808a9a01,police,MN,rural
implemented,matched,Nevis,ROOTCOMP-c89d1faaf158c15445286309,side_independent,MN,rural
formally_adopted,matched,New Auburn,ROOTCOMP-f35297ef3064469fab55264c,side_independent,MN,rural
formally_adopted,matched,New Auburn,ROOTCOMP-a087942288708fa5312146a3,side_independent,MN,rural
implemented,matched,New Richland,ROOTCOMP-a0953d845958fc0220a8a9a1,remains_unclear,MN,rural
formally_adopted,matched,New Richland,ROOTCOMP-6a3abe41dad84b846351e076,police,MN,rural
implemented,matched,New York Mills,ROOTCOMP-7e6c7f60898a8baa99529b75,remains_unclear,MN,rural
implemented,matched,Oak Park Heights,ROOTCOMP-a6f445010b9ebec3558283c7,police,MN,urban
implemented,matched,Oak Park Heights,ROOTCOMP-8c28f9e4341d5bed0ab52f5d,police,MN,urban
implemented,matched,Oak Park Heights,ROOTCOMP-7bb50cb189e0022db5724773,mixed,MN,urban
implemented,matched,Oak Park Heights,ROOTCOMP-bdecf5f4cf80492687becfd9,police,MN,urban
implemented,matched,Osakis,ROOTCOMP-3502f209a5468437262fe063,police,MN,rural
implemented,matched,Osakis,ROOTCOMP-742f6e9dd5bf3217d7fba23e,police,MN,rural
implemented,matched,Osakis,ROOTCOMP-cc799c2530e2cac022e6f3a5,police,MN,rural
implemented,matched,Osakis,ROOTCOMP-145414d1ef4591e2fed1f4ba,police,MN,rural
implemented,matched,Osakis,ROOTCOMP-edda4c80caf9340c2b06e355,police,MN,rural
implemented,matched,Osakis,ROOTCOMP-41a265714b51992b95bf5110,police,MN,rural
implemented,matched,Osakis,ROOTCOMP-111976d1f402059929c39767,police,MN,rural
implemented,matched,Paynesville,ROOTCOMP-9144989c04cbf1ebc8a80ec3,police,MN,rural
implemented,matched,Paynesville,ROOTCOMP-f2d2711e3338a97081618234,remains_unclear,MN,rural
implemented,matched,Paynesville,ROOTCOMP-950a0c52401071ccba524120,police,MN,rural
implemented,matched,Pequot Lakes,ROOTCOMP-4333bcfd442d035e602cbeee,remains_unclear,MN,rural
implemented,matched,Pequot Lakes,ROOTCOMP-e773a00880e38574b6e73e8f,remains_unclear,MN,rural
implemented,matched,Pequot Lakes,ROOTCOMP-b71323d84d46071ada40adea,remains_unclear,MN,rural
implemented,matched,Pequot Lakes,ROOTCOMP-c6a322d3e4fb284ee7ad4688,remains_unclear,MN,rural
implemented,matched,Pierz,ROOTCOMP-d0f701789ab6c2b696b2b391,police,MN,rural
implemented,matched,Pierz,ROOTCOMP-a713671b84be8341e0705c7c,police,MN,rural
implemented,matched,Plainview,ROOTCOMP-0a25fb5b820bc7e824e60360,police,MN,rural
implemented,matched,Plainview,ROOTCOMP-db60fe6823c163079be9f49a,side_independent,MN,rural
implemented,matched,Plainview,ROOTCOMP-0b5de40260bb8ed5991b1a5a,police,MN,rural
formally_adopted,matched,Roseau,ROOTCOMP-cfaddeb5a1918b4d40767286,remains_unclear,MN,rural
implemented,matched,Rothsay,ROOTCOMP-05cc5563b09ae22157ce9b21,remains_unclear,MN,rural
implemented,matched,Sandstone,ROOTCOMP-3cef2e2e260091dd8a0997c8,remains_unclear,MN,rural
implemented,matched,Sauk Centre,ROOTCOMP-9f9cb0e5f8e81c144cc67894,non_safety,MN,urban
formally_adopted,matched,Sauk Centre,ROOTCOMP-77c4efa80ef64b2f75f1528f,non_safety,MN,urban
implemented,matched,Sauk Centre,ROOTCOMP-f8ea9867438c54d1f034b986,remains_unclear,MN,urban
implemented,matched,Sauk Centre,ROOTCOMP-66e3ceef1eef7b1ef4534f6d,non_safety,MN,urban
formally_adopted,matched,Sauk Centre,ROOTCOMP-12baaa32e379da2b03d89650,side_independent,MN,urban
implemented,matched,Sherburn,ROOTCOMP-92c9eb3d55271f4d39c343b7,police,MN,rural
implemented,matched,Sherburn,ROOTCOMP-6f1322b9ef3bbdc92b6e1c11,police,MN,rural
implemented,matched,Sherburn,ROOTCOMP-b86b7617359f5c43776a525a,police,MN,rural
implemented,matched,Sherburn,ROOTCOMP-e0938bad1ebc692125010ba9,police,MN,rural
implemented,matched,Sherburn,ROOTCOMP-7e350973d70ff4ec47073d48,police,MN,rural
implemented,matched,Sleepy Eye,ROOTCOMP-9f9cb5c5e573215b035c236f,police,MN,rural
implemented,matched,Sleepy Eye,ROOTCOMP-2139f0d2fc6957f934d10249,police,MN,rural
formally_adopted,matched,Starbuck,ROOTCOMP-16c3e8fac3aae4475e8a4cc7,mixed,MN,urban
implemented,matched,Starbuck,ROOTCOMP-71f6d197f8a6a0a1c0d4796b,police,MN,urban
implemented,matched,Starbuck,ROOTCOMP-ea167e0163cfe411349b8b96,police,MN,urban
implemented,matched,Stillwater,ROOTCOMP-413a54ef997183a0d197fad6,side_independent,MN,urban
implemented,matched,Sunfish Lake,ROOTCOMP-5d35b343a93eb48c3e3a19a8,side_independent,MN,urban
implemented,matched,Tyler,ROOTCOMP-27533c39bd95bae856099b7e,police,MN,rural
implemented,matched,Tyler,ROOTCOMP-6ee74487ccac0854f06451de,police,MN,rural
formally_adopted,matched,Vergas,ROOTCOMP-777a348f4c0f9062b07e4873,non_safety,MN,rural
formally_adopted,matched,Vergas,ROOTCOMP-5ad4fd192685f64d48a26036,non_safety,MN,rural
implemented,matched,Wabasha,ROOTCOMP-5ada25e1df1f0c2fc725392e,police,MN,rural
implemented,matched,Wabasha,ROOTCOMP-db424b44ef7152cf86f87dc7,police,MN,rural
implemented,matched,Wabasha,ROOTCOMP-898fdf994d0037ec0d93a1f7,remains_unclear,MN,rural
implemented,matched,Waterville,ROOTCOMP-66f014267cb25be7bfb568c7,police,MN,rural
implemented,matched,Waterville,ROOTCOMP-0451afd7e48b009dbf9d1c0d,police,MN,rural
implemented,matched,Welcome,ROOTCOMP-e96d70febbb87af797287be8,remains_unclear,MN,rural
implemented,matched,Winsted,ROOTCOMP-96a83e4412a35eba4f7b3e8d,fire,MN,rural
formally_adopted,matched,Winsted,ROOTCOMP-7b34627c14e1ae2b975c6e18,side_independent,MN,rural
implemented,matched,Winsted,ROOTCOMP-ff7d49fa8e922f0d90d52766,remains_unclear,MN,rural
implemented,matched,Arrow Rock,ROOTCOMP-fec4a5b39c977d47468ca3f5,side_independent,MO,rural
implemented,matched,Concordia,ROOTCOMP-2c1e07ff504246415d981b37,remains_unclear,MO,rural
implemented,matched,Crane,ROOTCOMP-75d92e0424fd86cdd4fdaba8,remains_unclear,MO,rural
implemented,matched,Glenaire,ROOTCOMP-b5ab04dc44322a9c4c42b9f9,side_independent,MO,urban
implemented,matched,Grant City,ROOTCOMP-317ba30a203dd585b9eac76c,remains_unclear,MO,rural
formally_adopted,matched,Jackson,ROOTCOMP-e5d9067e0ea7ac4b428cb432,remains_unclear,MO,rural
implemented,matched,Kahoka,ROOTCOMP-f35115037f0999d0959c234d,remains_unclear,MO,rural
formally_adopted,matched,Marceline,ROOTCOMP-99eaeab532550a03cec73b22,remains_unclear,MO,rural
implemented,matched,Marceline,ROOTCOMP-dabcb35099efd5e52c412502,remains_unclear,MO,rural
formally_adopted,matched,Marceline,ROOTCOMP-e5bc283ddfaada50876d5df1,police,MO,rural
implemented,matched,Miner,ROOTCOMP-07d40aed510929dabb2f7b9f,police,MO,unknown
implemented,matched,Pasadena Park,ROOTCOMP-9ae946aefb435995c1e40d2c,side_independent,MO,urban
implemented,matched,Portageville,ROOTCOMP-d29f44cbff95e4834f11b810,remains_unclear,MO,rural
implemented,matched,Steelville,ROOTCOMP-423337609dcb3c5651a54489,remains_unclear,MO,rural
implemented,matched,Sunrise Beach,ROOTCOMP-7ce2ec5a0c74e31422b0e5c4,police,MO,unknown
implemented,matched,Terry,ROOTCOMP-a7a86adc9242faf349cf53eb,remains_unclear,MS,rural
