canonical_payload_id,lane_id,field_record_count,field_record_ledger,retained_source_ids,candidate_ids,root_event_ids,mechanism_event_ids,claim_ids,relation_scope,evidence_span_count,evidence_span_ledger
EXTPAYLOAD-23af94ba93ef7ce513d40378,field_span_lane_004,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/field_records.jsonl.gz,EXTSOURCE-23af94ba93ef7ce513d40378,EXTCAND-fb05777626196056ee5e72a2,ROOTCOMP-62869a7be27f3f995756581a,MECHEXP-0bc2ec368622887289cf8a6a|MECHEXP-15435f88546f262d28f15536|MECHEXP-1c74d7ed6ef6045a6476440d|MECHEXP-482417bc05047d9beac2f9ef|MECHEXP-51b80e8021675bb4f89064fa|MECHEXP-f59d3f73cee4d845b59068bd,,all deterministic evidence spans for physical payload,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/evidence_spans.jsonl.gz
EXTPAYLOAD-23b0a9a5fbe1728b9d065580,field_span_lane_004,8,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/field_records.jsonl.gz,EXTSOURCE-23b0a9a5fbe1728b9d065580,EXTCAND-4eb00405cce79bf30c36e954,ROOTCOMP-38c558a09c8d289311dbc2a7,MECHEXP-0f9595ff3da89bfe2ae7d480|MECHEXP-2c3e3f5076a87c4122709652|MECHEXP-2e6c349c3e9f3d7880bccac3|MECHEXP-71f745ffc72eb7f26bf7e1ab|MECHEXP-f0f4677703997829b8ab2611,,all deterministic evidence spans for physical payload,8,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/evidence_spans.jsonl.gz
EXTPAYLOAD-23b171eca36a361d60041e8d,field_span_lane_005,435,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-23b171eca36a361d60041e8d,EXTCAND-b47f89adf7a757142939e966,ROOTCOMP-f907dd57e39b7f2ccc557776,MECHEXP-0b6a3c4c4fb9a89e83c72773|MECHEXP-1da57ebfc880405e178c693b|MECHEXP-85f08ae5edc4be094a0477df|MECHEXP-b2be3a870cd8f2acc75bb7d1,,all deterministic evidence spans for physical payload,200,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-23b464869c3b4f02b6864a71,field_span_lane_005,8,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-23b464869c3b4f02b6864a71,RESCAND-9bd689def80e3cb56dc0439d,ROOTCOMP-9a8be38e7379d5cb51f55486,MECHEXP-2e0a381f03f0871c799a2661|MECHEXP-8ed3725ed3f0f80323b57bdd|MECHEXP-d4a79f763e65af3fe126c016|MECHEXP-fe2762c08721b5ccc7e500a1,,all deterministic evidence spans for physical payload,9,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-23b72f509156b31b3b99b6db,field_span_lane_002,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/field_records.jsonl.gz,EXTSOURCE-23b72f509156b31b3b99b6db,EXTCAND-d7a6ee32ed1eb9bcd36d55ac,ROOTCOMP-05e61dcfa96eb812d54e35c9|ROOTCOMP-c5545acb2c41f59f06778e51,MECHEXP-050a191691781879590ff8a3|MECHEXP-055f84d9a09ec6513d4ce498|MECHEXP-0d89b168c41567172e7d77d4|MECHEXP-4e543a8527337dbeb89c55fd|MECHEXP-751b627a03169d8d63eba0fc|MECHEXP-8b25529846adabe532ddbed8|MECHEXP-bd107acd1b71797caa88c374,,all deterministic evidence spans for physical payload,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/evidence_spans.jsonl.gz
EXTPAYLOAD-23c14251b5b55b8f34fa616c,field_span_lane_003,132,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/field_records.jsonl.gz,EXTSOURCE-23c14251b5b55b8f34fa616c,RESCAND-1c55e096ed423d7676a95c45,ROOTCOMP-2a760ebaea238490ec5a3317,MECHEXP-34152b40c1fcfcef74125f13|MECHEXP-3b082a545670c453379540e2|MECHEXP-42f9ea1554810a2e5784367f|MECHEXP-b35024cba8c65f1900a0ee6b|MECHEXP-bf3699f25555662b7feef7bc,,all deterministic evidence spans for physical payload,124,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/evidence_spans.jsonl.gz
EXTPAYLOAD-23ce18f4426b7060e1ccb6e8,field_span_lane_002,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/field_records.jsonl.gz,EXTSOURCE-23ce18f4426b7060e1ccb6e8,EXTCAND-b2ecf3a83b01582344a33530,ROOTCOMP-16f979ab80438711bed71751,MECHEXP-0bdda2cf829309433f7d4085|MECHEXP-4db9ced0031cfa831b9a8047|MECHEXP-5068640f557d42052549c8aa|MECHEXP-6665a1eb8f56af1df1348e72|MECHEXP-b8a372996b573989bf50d1c4|MECHEXP-cb3a45c213526584cf44378a,,all deterministic evidence spans for physical payload,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/evidence_spans.jsonl.gz
EXTPAYLOAD-23d75bf3179ecfff69a5e322,field_span_lane_003,46,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/field_records.jsonl.gz,EXTSOURCE-23d75bf3179ecfff69a5e322,EXTCAND-d225916d96a5a0c50776339f,ROOTCOMP-ad5b83a5ddbc98941c610584,MECHEXP-2717b4e4bd88b8e4971f5213|MECHEXP-8ca2192832eb7807f01699d3|MECHEXP-c544aef373fb182dc3d35d07|MECHEXP-ca2a3fafb01cd77ed8921b18|MECHEXP-e2531cf2947c2193a8a2cbf0,,all deterministic evidence spans for physical payload,35,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/evidence_spans.jsonl.gz
EXTPAYLOAD-23db0a53f8d03c2c0092cde0,field_span_lane_001,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/field_records.jsonl.gz,EXTSOURCE-23db0a53f8d03c2c0092cde0,RESCAND-6ee10b88938e829b6c95bc86,ROOTCOMP-1805b8e6dbb496b1190a8153,MECHEXP-11418b9990d3feabff67718d|MECHEXP-2058ec8df5cdf6efa3c1c214|MECHEXP-819c616c033f500ef267d7f7|MECHEXP-8aef5db0f9572f504a5dcba5|MECHEXP-9b9e1f9f740200eef750a318|MECHEXP-d5d49861f6fdbb897c505684|MECHEXP-f8659a990fd399c00161d9e6,,all deterministic evidence spans for physical payload,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/evidence_spans.jsonl.gz
EXTPAYLOAD-23e01ab1c26cd4cfc65c9bd9,field_span_lane_003,45,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/field_records.jsonl.gz,EXTSOURCE-23e01ab1c26cd4cfc65c9bd9,RESCAND-e1132267ada9f8459a768cca,ROOTCOMP-20d362c553e5f0b7021d284a,MECHEXP-4b3b4542329b883fd14afeb5|MECHEXP-5933defc466caa6561cf803f|MECHEXP-92445071dd63c20cbc346fa5|MECHEXP-dc7ca0d0f24c5884cef3a6c9|MECHEXP-f1ddc272da56714995eae65d,,all deterministic evidence spans for physical payload,39,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/evidence_spans.jsonl.gz
EXTPAYLOAD-23e2a5ad546d70422c493e91,field_span_lane_003,46,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/field_records.jsonl.gz,EXTSOURCE-23e2a5ad546d70422c493e91,RESCAND-135e6c245ee711bc57b5f04c,ROOTCOMP-cc9919d30ca4d1b847b715f3|ROOTCOMP-f08edbe1813352285d6529b3,MECHEXP-04d702a72ef10b3a278ed56a|MECHEXP-28f48a6c89028d89dda1a175|MECHEXP-5412f079d20a1a5b715c4ff8|MECHEXP-afa0d60d0cddbe7c2f07057e|MECHEXP-c42f55c18781e5f085d96d56|MECHEXP-e13b055f3b259803eb61a1e5|MECHEXP-eb2590e71d49eb0aadca0ce5|MECHEXP-f53f4c0eb860e24764ca1ffd,,all deterministic evidence spans for physical payload,22,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/evidence_spans.jsonl.gz
EXTPAYLOAD-23f66c4f1dc9fd5761da6ca0,field_span_lane_001,185,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/field_records.jsonl.gz,EXTSOURCE-23f66c4f1dc9fd5761da6ca0,RESCAND-889675b11bd78de640df0a3f,ROOTCOMP-aee90f2af589612dade4a7e1|ROOTCOMP-dfaf60748d4fdd2d77f940cc,MECHEXP-19a0f384e83d67c1bb156ad1|MECHEXP-22d6f28ec3d5edc5301cab23|MECHEXP-a10dc55904fa2fa3903e8474|MECHEXP-a7b7ce346d63faf90c5c14b4|MECHEXP-b0c03d5c7e7a045acfcc2444|MECHEXP-c1e3aa350ece1494d8e37fd3,,all deterministic evidence spans for physical payload,170,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/evidence_spans.jsonl.gz
EXTPAYLOAD-23f6d01d4effc6d2f89ffb15,field_span_lane_003,663,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/field_records.jsonl.gz,EXTSOURCE-23f6d01d4effc6d2f89ffb15,RESCAND-55ab92b93e031a6dbd74c6fc,ROOTCOMP-3e82acd747154967e644ba9a,MECHEXP-53d5fb7eb4a2821383a75aba|MECHEXP-a0d0b32f49ab17b2e8fe35dc|MECHEXP-a4eb03488af672663f3464ae|MECHEXP-ab129bc1e7502dca5d57fb28|MECHEXP-cc2b30ce84374e6b949cc682,,all deterministic evidence spans for physical payload,562,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/evidence_spans.jsonl.gz
EXTPAYLOAD-23fe86b1d8c4b55c054d2b3b,field_span_lane_005,12,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-23fe86b1d8c4b55c054d2b3b,RESCAND-eb6a8d94a66eabdd0653cb61,ROOTCOMP-8280ebcc4caf526d373b4a05|ROOTCOMP-ceb4551cd1c7a3529346e5c1|ROOTCOMP-f7c869e33ce2212cae287fd7,MECHEXP-053fe7712de789a14b9cdbdb|MECHEXP-07e30946fc124ef631287be0|MECHEXP-11147515b78be2dc47176b67|MECHEXP-12ce50933f0c1b28948ed18c|MECHEXP-19040a3496fa101861465fe9|MECHEXP-39c9a613cb19fe40161fa17d|MECHEXP-4dea1dd06e9af3a304878670|MECHEXP-5b7b96b92ed8748b1caee557|MECHEXP-644fa0042332522d86b256de|MECHEXP-82e4a7a655a8605d690ac640|MECHEXP-a18bab5c3cf801aecfb32167|MECHEXP-c03ac126f91d235c8399a06c|MECHEXP-d311a1b9c3c1f09da17bb6db|MECHEXP-dd4321f3d253eb77144ae677|MECHEXP-e7c51a2fba2e45f3fb63e983|MECHEXP-f2c66fed0334dc388611b336|MECHEXP-f3d87ce5044febd6c90f0bfc|MECHEXP-feb0cbcc62d64e134f292bd2,,all deterministic evidence spans for physical payload,7,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-240298636a1048e5e402f715,field_span_lane_005,618,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,B4X2500SRD-20260730-24e9669c472dfa5d1a5a,EXTCAND-a9d6da7a504e385b1a96afa5,ROOTCOMP-87947013413c80c3384df066,MECHEXP-374f0b60694b250f92129169|MECHEXP-55b04e16dc7e20050e59aa01|MECHEXP-88b29833ff3108b5e297d025|MECHEXP-b458249cb4b5375a689b0588|MECHEXP-ea994a8b3667de9d4c2a2194,,all deterministic evidence spans for physical payload,517,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-240962407ca15e7a8f8c51af,field_span_lane_005,8,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-240962407ca15e7a8f8c51af,EXTCAND-f235fa12bfb43d1146269a08,ROOTCOMP-b12a0594b52c84d1a70bea26,MECHEXP-29f49ec3f6f611a1954187f3|MECHEXP-30d09b55aed4679ded40cd38|MECHEXP-4131001716ca8652ff06215c|MECHEXP-5b25b6a1f798930ab5c9c6b2|MECHEXP-b5befb5cd1ee5ef19fd56e1c,,all deterministic evidence spans for physical payload,8,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-240f4fc562e5233ba1325f54,field_span_lane_005,403,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-240f4fc562e5233ba1325f54,EXTCAND-98012b28d76f042492146c12,ROOTCOMP-6f1322b9ef3bbdc92b6e1c11|ROOTCOMP-b86b7617359f5c43776a525a,MECHEXP-06ab8be8f027f3100b8cc5d1|MECHEXP-0b910658f9ad350706788b65|MECHEXP-28b4f14fa1022afd6e262637|MECHEXP-32b4d7aa87dde0d7be9c41e2|MECHEXP-6398bb051cbb0f1a6593da86|MECHEXP-af05b1ea7511bb40591ba6f6|MECHEXP-fc5c4c6c9fd54de35bbe85ce,,all deterministic evidence spans for physical payload,334,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-2411fee680a731892db2f51d,field_span_lane_004,92,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/field_records.jsonl.gz,EXTSOURCE-2411fee680a731892db2f51d,EXTCAND-ca96fd8388f310a2b7864a1d,ROOTCOMP-8528555589d8717250bad3c0,MECHEXP-3ec5e9540e7901194a7a1fc2|MECHEXP-8af015281e05febb8ce33d05|MECHEXP-e1515855f7d0a946b53c886e|MECHEXP-e204b0658556105809899f6d,,all deterministic evidence spans for physical payload,53,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/evidence_spans.jsonl.gz
EXTPAYLOAD-241a367ab0dc33c19ffbeb94,field_span_lane_001,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/field_records.jsonl.gz,EXTSOURCE-241a367ab0dc33c19ffbeb94,EXTCAND-307051450f0cd53a63722977,ROOTCOMP-a3ace7471bc294f83d844f15,MECHEXP-280c494e78e41f2b1154da0b|MECHEXP-3512f96974a185e4dbfda6bb|MECHEXP-6811b61df978b50afb51db31|MECHEXP-af1bf8b6b2b4f82502c91357|MECHEXP-bb8db8b5a1f36df14d852650,,all deterministic evidence spans for physical payload,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/evidence_spans.jsonl.gz
EXTPAYLOAD-24201556b81c93789225e9b8,field_span_lane_005,6,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-24201556b81c93789225e9b8,RESCAND-c2677f85eec219b512e88888|RESCAND-ccc3fc699587a73dee951fbe,ROOTCOMP-792fccaa6e0f61540827effb,MECHEXP-36b0db6b608e06e91312d245|MECHEXP-3b448c14c5435d687bcb7d97|MECHEXP-467a92ea6186582fba4649e0|MECHEXP-756c56e62dacafcafa80905e|MECHEXP-a8395d20eb95dc5818356a80,,all deterministic evidence spans for physical payload,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-242621c1f31f7322bc1f8257,field_span_lane_003,29,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/field_records.jsonl.gz,EXTSOURCE-242621c1f31f7322bc1f8257,RESCAND-a1cac8a6add7a2c549a254f4,ROOTCOMP-f4c642fb71c22f9e261a4888,MECHEXP-115137c3b8cf89b25d49d164|MECHEXP-1b31f9a40617b551b0102d83|MECHEXP-66c352c748de9a6fa62e872d|MECHEXP-95451f364d5eb2bfc92864bf|MECHEXP-983b798ae73c9bef60247615|MECHEXP-dba08f808e3879caa277a722,,all deterministic evidence spans for physical payload,29,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/evidence_spans.jsonl.gz
EXTPAYLOAD-24271a41019300779cdcedc8,field_span_lane_004,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/field_records.jsonl.gz,EXTSOURCE-24271a41019300779cdcedc8,EXTCAND-4b57fcef4581f29bcea207a9,ROOTCOMP-0d9f6c40454870c65fb2003a|ROOTCOMP-a823ae70ee4ca712be5c4296,MECHEXP-242985d6a880a32baf2b63a0|MECHEXP-2514ea06c523106da4d29bf5|MECHEXP-6b8fd32067799ab2644da7ad|MECHEXP-90d2526537b891c327ffa50c|MECHEXP-91fe944151b22892d37cff42|MECHEXP-bd57225845a1f64254ed2b99,,all deterministic evidence spans for physical payload,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/evidence_spans.jsonl.gz
EXTPAYLOAD-24294c9e985c9a8e8ff854bf,field_span_lane_002,15,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/field_records.jsonl.gz,EXTSOURCE-24294c9e985c9a8e8ff854bf,RESCAND-4e302954b5da7fa5e5e2d552,ROOTCOMP-ca75d89b46c0ed5311f995c7,MECHEXP-0c31c6f0141bf7e3f074337d|MECHEXP-2f7d4997f0942b777db799ea|MECHEXP-3f12b9ba858015df306ec336|MECHEXP-56deb7af2c90a19f0b80c7f6|MECHEXP-5f73c4af0bc2ccf238badefb|MECHEXP-66835c9b4a587f901d117e59|MECHEXP-6a27d02fb969ede00189753a|MECHEXP-c2c4f62be03d081f99fe0de0,,all deterministic evidence spans for physical payload,13,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/evidence_spans.jsonl.gz
EXTPAYLOAD-242e2966a7e53062d5a8ef7e,field_span_lane_002,18,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/field_records.jsonl.gz,EXTSOURCE-242e2966a7e53062d5a8ef7e,RESCAND-272da47d1fda5dc20b7e5199,ROOTCOMP-3d133ba0caa3ce9363cb3942|ROOTCOMP-b2462b2d9825efe1e8f4adcb,MECHEXP-0367bf9da2a839ec4d5174f7|MECHEXP-61328b7945d9152057063d80|MECHEXP-6b150d5d534d21188bca9baf|MECHEXP-7712609599eff0a055af627e|MECHEXP-a2bdb3f61a18f135e8abcd78|MECHEXP-bbfab27f6191da63ee45cf0b|MECHEXP-f0540d1f5a6ed57a84a2161f,,all deterministic evidence spans for physical payload,18,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/evidence_spans.jsonl.gz
EXTPAYLOAD-24318f840b3e2f429a531c35,field_span_lane_004,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/field_records.jsonl.gz,EXTSOURCE-24318f840b3e2f429a531c35,RESCAND-ccbf7c9e45d9f2ee541638c2,ROOTCOMP-cb056d020a3319fd77927354,MECHEXP-4c682ad950086243c7d390c4|MECHEXP-6aaa559b6856e5c4a30bf118|MECHEXP-b248ec46040dfa9580d15c85|MECHEXP-c83c61673cffaafe525d9fed|MECHEXP-fd90255a51576d5a6909c5fa,,all deterministic evidence spans for physical payload,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/evidence_spans.jsonl.gz
EXTPAYLOAD-24323038e4aa42a247f37cef,field_span_lane_005,258,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-24323038e4aa42a247f37cef,EXTCAND-a13a241dff1a05c9da41d12f,ROOTCOMP-77ebecab12b95967e52fc718,MECHEXP-14b280e1eab48c5e5bbc71fb|MECHEXP-7fe3eff4ba88b28fc92e993e|MECHEXP-96369872fac3e82a79a36803|MECHEXP-f3a96d6d917fed52cae58752,,all deterministic evidence spans for physical payload,170,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-2433d04d31dcb23eb9b97f02,field_span_lane_004,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/field_records.jsonl.gz,EXTSOURCE-2433d04d31dcb23eb9b97f02,RESCAND-116c020e01b1201c7de19fea,ROOTCOMP-0a3a1a1ad0a09f995461ee95,MECHEXP-019f098118b8490019da530a|MECHEXP-126ea3f6e7122824432781b4|MECHEXP-18e2cda9b0a9a4efb46d8360|MECHEXP-2ed5ae587ef1435e373e5b47|MECHEXP-3bbc2cfff79bcfe16769420d,,all deterministic evidence spans for physical payload,3,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/evidence_spans.jsonl.gz
EXTPAYLOAD-2434a454c23cefd5b9804b3d,field_span_lane_005,405,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-2434a454c23cefd5b9804b3d,EXTCAND-8d99902415272a84693556ac,ROOTCOMP-85aefeff49495292b5d1f8cc,MECHEXP-275e30f7fcf9bbd57240c4c2|MECHEXP-28e8cef8773f36629c58821e|MECHEXP-7d74df2866933100703e1bb7|MECHEXP-8c308337c14cb155be81e2bd,,all deterministic evidence spans for physical payload,405,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-243541e84141e898a92362b8,field_span_lane_005,777,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,B4X2500SRD-20260730-6d2e69b322fd5147c0c1,EXTCAND-8d174dd6c2a760422152ee6d,ROOTCOMP-0ad4acc7c578cfdd1ffddf12,MECHEXP-4fe3987ebd0ac0c49c0c4135|MECHEXP-aaab101e6e4c1f98bcfc133a|MECHEXP-b98b946062e0758619496eb4|MECHEXP-c793e93a37273029f76c69f8|MECHEXP-edb0e6df8c843aebcea2bb60,,all deterministic evidence spans for physical payload,574,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-243d70235b80150b723d381f,field_span_lane_002,151,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/field_records.jsonl.gz,EXTSOURCE-243d70235b80150b723d381f,EXTCAND-adc452f29629208dac06c5e2,ROOTCOMP-072cccb2441ed3f1a422a8e5,MECHEXP-0cf54abe932ffba1df92546f|MECHEXP-5eba77199fceabc2d375c199|MECHEXP-803b403d2bd939a69bed6491|MECHEXP-8e6eda308a6129a9ee235877|MECHEXP-99608bd4c20589e99b676e27|MECHEXP-d0969a36f2745fbe8b8b8671,,all deterministic evidence spans for physical payload,124,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/evidence_spans.jsonl.gz
EXTPAYLOAD-243d9f998324c877b31de4f4,field_span_lane_001,298,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/field_records.jsonl.gz,EXTSOURCE-243d9f998324c877b31de4f4,EXTCAND-f742ed39672395516e3746e2,ROOTCOMP-4d98ee04ee83a260f8759337,MECHEXP-3653ba289246f403f5e32d52|MECHEXP-557f732f81ad34c85727dd97|MECHEXP-800cbdaa15787171eb551318|MECHEXP-bada115ffebe29bb066e3af3|MECHEXP-e1b0adc29bbe4f18f29bfa4b,,all deterministic evidence spans for physical payload,321,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/evidence_spans.jsonl.gz
EXTPAYLOAD-243f88498d14f5807360fede,field_span_lane_002,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/field_records.jsonl.gz,EXTSOURCE-243f88498d14f5807360fede,EXTCAND-73d54ba2be07a15b21344e44,ROOTCOMP-9c3932306ebbdade36ac6125,MECHEXP-ab0285af831a2a67e4366766|MECHEXP-df02256e22269463127beee0|MECHEXP-f13ad821ab52b3ae6807d314|MECHEXP-fb70209d4134d32bc106518f,,all deterministic evidence spans for physical payload,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/evidence_spans.jsonl.gz
