qa_resolution_id,review_queue_row_number,review_type,extraction_case_id,page_number,lane,source_observation_ids,source_observation_count,resolution_classification,resolution_status,canonical_observation_id,duplicate_observation_ids,affected_quantitative_observation_ids,affected_non_base_wage_observation_ids,corrected_quantitative_action,corrected_non_base_wage_action,local_evidence_inspected,bounded_evidence_pointer,structured_basis,confidence,unresolved_flag,notes
qares_aba066caced114627f9f2b7b,38,potential_quantitative_conflict,cex_47fc35f9d528af0ec6185b9d,10,quantitative,qobs_0cfd9130f3db58b13e3ce452|qobs_42d3cc8dbe5f632424a9c61b|qobs_cfbbe915e7ca1784041391f8,3,insufficient_evidence_needs_review,unresolved,,,qobs_0cfd9130f3db58b13e3ce452|qobs_42d3cc8dbe5f632424a9c61b|qobs_cfbbe915e7ca1784041391f8,,retain_active_flag_unresolved,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf#page=10,Different percentage values share the same structured period and reason code.,low,true,
qares_f83873e28bf7170be97af745,39,potential_quantitative_conflict,cex_d007a3ad5fc6446b74229fa0,11,quantitative,qobs_9d14672bd7e20e7d9a3838d7|qobs_da998591c820f25752a7fec8|qobs_6eead01a0a61fe9e35dea3fd,3,non_base_wage_misroute,resolved,,,qobs_9d14672bd7e20e7d9a3838d7|qobs_da998591c820f25752a7fec8|qobs_6eead01a0a61fe9e35dea3fd,nobsqa_ed561fce6655f9394a5f2395|nobsqa_bb3cd4772aba7bf962e5dd11|nobsqa_e4e3a5212a439dcc03dfc551,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0010_sr_b9a2055dbdd4fd2994034acd.pdf#page=11,Structured values/reason codes identify non-base compensation: overtime,high,false,
qares_537d95192406c87be359b496,40,potential_quantitative_conflict,cex_d007a3ad5fc6446b74229fa0,10,quantitative,qobs_c98662d27ee6ff8e0553062e|qobs_8c9efc05fd76f1c0f93f043f,2,non_base_wage_misroute,resolved,,,qobs_c98662d27ee6ff8e0553062e|qobs_8c9efc05fd76f1c0f93f043f,nobsqa_58d87e773427c97603ba9a42|nobsqa_f39eb38bd5528cd9759b3e77,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0010_sr_b9a2055dbdd4fd2994034acd.pdf#page=10,Structured values/reason codes identify non-base compensation: overtime,high,false,
qares_3b8d769cd154b6405e50f0d6,41,potential_quantitative_conflict,cex_e469fdd18c2c380fe9bc356d,8,quantitative,qobs_923e7d8b7a0accd6b9adfba7|qobs_3615ffb918f4da29293b4fe2,2,distinct_schedule_cell,resolved,,,qobs_923e7d8b7a0accd6b9adfba7|qobs_3615ffb918f4da29293b4fe2,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0442_sr_e502cbf1452fd01f3ef87efc.pdf#page=8,Distinct reason codes identify separate structured values on the page.,medium,false,
qares_454566aafaa4bdc9b9aef47a,42,potential_quantitative_conflict,cex_7ed821d25d407095ec0fd2e4,10,quantitative,qobs_b6146b8f580a62adfd1d8e9c|qobs_3f963ea71cfe2071c653d30c|qobs_9b50901ca6bd7c4fc68707c0,3,distinct_schedule_cell,resolved,,,qobs_b6146b8f580a62adfd1d8e9c|qobs_3f963ea71cfe2071c653d30c|qobs_9b50901ca6bd7c4fc68707c0,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0372_sr_cb1f7d077c71c782a0121ef0.pdf#page=10,Distinct reason codes identify separate structured values on the page.,medium,false,
qares_bab775466d830fbbf118640a,43,potential_quantitative_conflict,cex_7ed821d25d407095ec0fd2e4,14,quantitative,qobs_639d2e509b283ccb11fee1a2|qobs_e77b2d54503fbc1846893dd6,2,non_base_wage_misroute,resolved,,,qobs_639d2e509b283ccb11fee1a2|qobs_e77b2d54503fbc1846893dd6,nobsqa_e8aa89226bd9f8fb50528347|nobsqa_bf9a2abdd65803e6cc773656,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0372_sr_cb1f7d077c71c782a0121ef0.pdf#page=14,Structured values/reason codes identify non-base compensation: stipend,high,false,
qares_73ecbdf4c3bd2e19c177e7c9,44,potential_quantitative_conflict,cex_c6e7e5d5d28aba07a1596a07,11,quantitative,qobs_29e5b2e0544b49a0acd24502|qobs_02a239d6bba4fc68f0e65149,2,non_base_wage_misroute,resolved,,,qobs_29e5b2e0544b49a0acd24502|qobs_02a239d6bba4fc68f0e65149,nobsqa_47a469dd40e4faf498594dfc|nobsqa_6babc9221ff7da993892775c,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0018_sr_9f37963ca71b05bb825044ba.pdf#page=11,Structured values/reason codes identify non-base compensation: overtime,high,false,
qares_f1d13d4bfa84a80c1b598092,45,potential_quantitative_conflict,cex_ad7f5c422f9d6418a27c898f,5,quantitative,qobs_97bf8a0c3548f61c4711643b|qobs_6e2912eea630631297329c3d,2,non_base_wage_misroute,resolved,,,qobs_97bf8a0c3548f61c4711643b|qobs_6e2912eea630631297329c3d,nobsqa_8db2d67acff44130e55917a5|nobsqa_d14d61d05342d187bcc9973f,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0182_sr_e9ad5c6322946be86acbc110.pdf#page=5,"Structured values/reason codes identify non-base compensation: leave, stipend",high,false,
qares_26748a5549ecdb1a4276b0fd,46,potential_quantitative_conflict,cex_88c7246be86ef029ee9ffdb6,9,quantitative,qobs_2a6082628411affd39a3e95a|qobs_c513b4b5923906f3cc0dbb44,2,non_base_wage_misroute,resolved,,,qobs_2a6082628411affd39a3e95a|qobs_c513b4b5923906f3cc0dbb44,nobsqa_35e09aae978727e325737a25|nobsqa_dee2416e9fe6c59b385cf3c8,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0500_sr_710af0ea4068fac7e2b7f3c0.pdf#page=9,Structured values/reason codes identify non-base compensation: overtime,high,false,
qares_b639e720ca853644d332e860,47,potential_quantitative_conflict,cex_b6605fd61e2b4c4900508ccc,6,quantitative,qobs_3dd49ff8a7bda42615fbc9f3|qobs_b1669a8a6617915a9734f0f0|qobs_ccae0f73c0893b3b2a3b27f1|qobs_1f649f5321f2b46486843d00,4,distinct_schedule_cell,resolved,,,qobs_3dd49ff8a7bda42615fbc9f3|qobs_b1669a8a6617915a9734f0f0|qobs_ccae0f73c0893b3b2a3b27f1|qobs_1f649f5321f2b46486843d00,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0234_sr_ff98ef097e4e3d7fad24a658.pdf#page=6,Distinct reason codes identify separate percentage components/cells.,medium,false,
qares_954999d606e972699f0266a5,48,potential_quantitative_conflict,cex_470cfefab424214bb4fbdc85,24,quantitative,qobs_8012fcda643879558650e586|qobs_99005e652095489de116971d,2,non_base_wage_misroute,resolved,,,qobs_8012fcda643879558650e586|qobs_99005e652095489de116971d,nobsqa_389aa53f594e2416427e60f4|nobsqa_b94f412689938a0cdcdb45e2,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0374_sr_25ce75fc274bb14776ba5d6d.pdf#page=24,Structured values/reason codes identify non-base compensation: stipend,high,false,
qares_ee011ac89cdd74b375cfd5ce,49,potential_quantitative_conflict,cex_b9d47fd2cc477ae8962aab4f,2,quantitative,qobs_1b0a916c062b27a12f0e1433|qobs_6a6781510c81b19b2de8e73a,2,distinct_classification_or_rank,resolved,,,qobs_1b0a916c062b27a12f0e1433|qobs_6a6781510c81b19b2de8e73a,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0469_sr_085e00e9c5537c6e4fe3c8f9.pdf#page=2,Distinct structured reason codes identify separate schedule rows/cells.,medium,false,
qares_fc3a4295adf71752811ed9d8,50,potential_quantitative_conflict,cex_55a4686f305f50ca82689d7b,1,quantitative,qobs_0061e768a4924ce0613c5725|qobs_a4e52f92b603d10a4ae720e2|qobs_396bfd3863e6e4b863d82adf,3,distinct_schedule_cell,resolved,,,qobs_0061e768a4924ce0613c5725|qobs_a4e52f92b603d10a4ae720e2|qobs_396bfd3863e6e4b863d82adf,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0128_sr_276eadd5967a39a172cde88e.pdf#page=1,Distinct reason codes identify separate percentage components/cells.,medium,false,
qares_8ec0486ce8c70fa228ed8df9,51,potential_quantitative_conflict,cex_55a4686f305f50ca82689d7b,1,quantitative,qobs_58e50c2dd37dbd4de8b61849|qobs_6170f1389be1d3fc340a2022,2,distinct_schedule_cell,resolved,,,qobs_58e50c2dd37dbd4de8b61849|qobs_6170f1389be1d3fc340a2022,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0128_sr_276eadd5967a39a172cde88e.pdf#page=1,Distinct reason codes identify separate percentage components/cells.,medium,false,
qares_f58863149c5fa81342d4df32,52,potential_quantitative_conflict,cex_a02ff14c6dec91662c76afe7,19,quantitative,qobs_dd6ac7c753c6a5d1210c69e9|qobs_62c2a46baee083c82e9c90ba,2,non_base_wage_misroute,resolved,,,qobs_dd6ac7c753c6a5d1210c69e9|qobs_62c2a46baee083c82e9c90ba,nobsqa_9539ff6a1e1da13c550c8bac|nobsqa_0a5d60261f8c238c1bfb416f,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0159_sr_59aa0a3304588378022a35f0.pdf#page=19,Structured values/reason codes identify non-base compensation: overtime,high,false,
qares_f9d2d8538d0021b91acd4c1a,53,potential_quantitative_conflict,cex_cee255168d800981c6d73c2c,1,quantitative,qobs_4a3de13b5fb7f05ac75fb3d5|qobs_d6af0550806e19d2ed366dde|qobs_d3b829b3b7531334cbec2405,3,insufficient_evidence_needs_review,unresolved,,,qobs_4a3de13b5fb7f05ac75fb3d5|qobs_d6af0550806e19d2ed366dde|qobs_d3b829b3b7531334cbec2405,,retain_active_flag_unresolved,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0029_sr_7ebc1637b23126b4385ddffb.pdf#page=1,Different percentage values share the same structured period and reason code.,low,true,
qares_c81859fd45d3e136241a67b7,54,potential_quantitative_conflict,cex_cee255168d800981c6d73c2c,1,quantitative,qobs_985ddb7a53fed53c92361fdb|qobs_443497d509eb8f225658b2c9,2,insufficient_evidence_needs_review,unresolved,,,qobs_985ddb7a53fed53c92361fdb|qobs_443497d509eb8f225658b2c9,,retain_active_flag_unresolved,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0029_sr_7ebc1637b23126b4385ddffb.pdf#page=1,Different values share an under-specified structured key and reason code.,low,true,
qares_75342a89447f1fff646119ac,55,potential_quantitative_conflict,cex_20342df70b4375b7d1c4b8bd,22,quantitative,qobs_d09a24584823ec8c2869b691|qobs_6b6b4fc07993d196dbca8c56,2,non_base_wage_misroute,resolved,,,qobs_d09a24584823ec8c2869b691|qobs_6b6b4fc07993d196dbca8c56,nobsqa_bd65f92ea776a16e12720927|nobsqa_c06c3dc6c6800c17722f0264,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0054_sr_c52a1c35a88042471bb527f8.pdf#page=22,Structured values/reason codes identify non-base compensation: overtime,high,false,
qares_55362efacc1d525307482224,56,potential_quantitative_conflict,cex_ba95127c5b7fe60b82867d85,4,quantitative,qobs_accd219a6e69307ecfc2e7cf|qobs_72654539f45d350da3772979,2,distinct_classification_or_rank,resolved,,,qobs_accd219a6e69307ecfc2e7cf|qobs_72654539f45d350da3772979,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0484_sr_01a6ca1e036caa63d95335f7.pdf#page=4,Distinct structured reason codes identify separate schedule rows/cells.,medium,false,
qares_998d7434c3e0c1badd060931,57,potential_quantitative_conflict,cex_ba95127c5b7fe60b82867d85,4,quantitative,qobs_db0133a7ce5fe1b737a391ac|qobs_13ef7af45d858a0b18c0fe1e,2,distinct_classification_or_rank,resolved,,,qobs_db0133a7ce5fe1b737a391ac|qobs_13ef7af45d858a0b18c0fe1e,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0484_sr_01a6ca1e036caa63d95335f7.pdf#page=4,Distinct structured reason codes identify separate schedule rows/cells.,medium,false,
qares_d9a3de2f069f8d879c6db33d,58,potential_quantitative_conflict,cex_2a51ac62e4ed6a1c2984049f,38,quantitative,qobs_d6f39640c4aed18a697d3f6a|qobs_778cafef26338040d9708272,2,insufficient_evidence_needs_review,unresolved,,,qobs_d6f39640c4aed18a697d3f6a|qobs_778cafef26338040d9708272,,retain_active_flag_unresolved,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0475_sr_9bb881d253327e22a8b6eed9.pdf#page=38,Different percentage values share the same structured period and reason code.,low,true,
qares_80a8e3a787804773b5327140,59,potential_quantitative_conflict,cex_bfdc42924c7f5a79c445e581,14,quantitative,qobs_10c6eeb6700cce34bb7f2a17|qobs_850c41de0c6719b9c0935b05|qobs_ac159d1e6f029781583b1bc4|qobs_18068778c289a3bb8b395cf4,4,non_base_wage_misroute,resolved,,,qobs_10c6eeb6700cce34bb7f2a17|qobs_850c41de0c6719b9c0935b05|qobs_ac159d1e6f029781583b1bc4|qobs_18068778c289a3bb8b395cf4,nobsqa_4b88847e630817ff32b8ab5b|nobsqa_80e033e652412d6c2ae47bd9|nobsqa_2c1d29bebc0d671257ecec66|nobsqa_cda8e089732602f1399efbde,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0056_sr_686d9d15b5e1ad7bd1e10a9d.pdf#page=14,Structured values/reason codes identify non-base compensation: overtime,high,false,
qares_8dbaa05d1bd23056e1f7ac5a,60,potential_quantitative_conflict,cex_995a391a0e1cd96a38427d0c,7,quantitative,qobs_4917b6e99309266ef7a6dee3|qobs_bf626ad61c78b170a00f609e|qobs_25483f7c98b248266bd5479a|qobs_2d75e2647fe72a0255be3171,4,insufficient_evidence_needs_review,unresolved,,,qobs_4917b6e99309266ef7a6dee3|qobs_bf626ad61c78b170a00f609e|qobs_25483f7c98b248266bd5479a|qobs_2d75e2647fe72a0255be3171,,retain_active_flag_unresolved,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0013_sr_ab020d2123019581b612bdc6.pdf#page=7,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",low,true,
qares_95f3da20b5700fdba072780d,61,potential_quantitative_conflict,cex_a3fc313e790624b8b6fe9f5b,7,quantitative,qobs_b32deaf4f9666278f93edd50|qobs_fb95dd39928c3e6e57ab1a77|qobs_e2ce4e63b9777ddff0794a76,3,insufficient_evidence_needs_review,unresolved,,,qobs_b32deaf4f9666278f93edd50|qobs_fb95dd39928c3e6e57ab1a77|qobs_e2ce4e63b9777ddff0794a76,,retain_active_flag_unresolved,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0044_sr_2d6d8b78b6d547dc93f8d809.pdf#page=7,Different percentage values share the same structured period and reason code.,low,true,
qares_13ffb4791de6be45f4d2e390,62,potential_quantitative_conflict,cex_2725ce85072faaaec2cdbad1,13,quantitative,qobs_9fcb94e9597ebf527d924ee1|qobs_12c1b866c367938eef5b86ab,2,insufficient_evidence_needs_review,unresolved,,,qobs_9fcb94e9597ebf527d924ee1|qobs_12c1b866c367938eef5b86ab,,retain_active_flag_unresolved,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0165_sr_823d9d4ff628a0e6c71b1587.pdf#page=13,Different percentage values share the same structured period and reason code.,low,true,
qares_3b1ea12bb422f1ea7c9935df,63,potential_quantitative_conflict,cex_ccb87034d09c9c318fbda67d,14,quantitative,qobs_1b5e9cfe1ec1670f9e9f0ac0|qobs_2137b9da39c0d87acaa7e6f0|qobs_a6b6a8829774d2462ecfa57d,3,distinct_classification_or_rank,resolved,,,qobs_1b5e9cfe1ec1670f9e9f0ac0|qobs_2137b9da39c0d87acaa7e6f0|qobs_a6b6a8829774d2462ecfa57d,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0137_sr_74a4c8947f081ee8503a77f1.pdf#page=14,Distinct structured reason codes identify separate schedule rows/cells.,medium,false,
qares_b9ec63c121a9c3451279875d,64,potential_quantitative_conflict,cex_7b2db404c0cfea1730f37d20,20,quantitative,qobs_1dfd05fd091516757ac072ff|qobs_a433c4677820a7833c2843c5,2,distinct_schedule_cell,resolved,,,qobs_1dfd05fd091516757ac072ff|qobs_a433c4677820a7833c2843c5,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0189_sr_264137143a0735e8778ad794.pdf#page=20,Distinct reason codes identify separate structured values on the page.,medium,false,
qares_819098336894f1e51423aac1,65,potential_quantitative_conflict,cex_5859194b8a7b4cad893e9bcf,28,quantitative,qobs_714989237b2555e28db1e58e|qobs_46ef4f1ce9ceadf82bd8c657|qobs_cfba49893a2bc411e040c072,3,non_base_wage_misroute,resolved,,,qobs_714989237b2555e28db1e58e|qobs_46ef4f1ce9ceadf82bd8c657|qobs_cfba49893a2bc411e040c072,nobsqa_4779369b76979b65d6794aa7|nobsqa_edad1bc0f893a4f2b97a6b55|nobsqa_44481d9cecaa9168444c9de3,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0359_sr_ceab0bd3abe29229293ed8fb.pdf#page=28,Structured values/reason codes identify non-base compensation: longevity,high,false,
qares_0bf70f55eed0f5a18fc45643,66,potential_quantitative_conflict,cex_e67383f41524bf520ba74c05,13,quantitative,qobs_4be755777768e5d37e92d0d4|qobs_89375c09e462004ed1da8816|qobs_4bb9288f02a680a7a2ef626c,3,non_base_wage_misroute,resolved,,,qobs_4be755777768e5d37e92d0d4|qobs_89375c09e462004ed1da8816|qobs_4bb9288f02a680a7a2ef626c,nobsqa_edf5801cda5313e8bf847e89|nobsqa_e2e5809e3acacec5fe15df2b|nobsqa_1640169516193b3f48514add,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0059_sr_deb449119ea8a5e603bd489d.pdf#page=13,Structured values/reason codes identify non-base compensation: overtime,high,false,
qares_3cdc5f9ce4f835a4e208c773,67,potential_quantitative_conflict,cex_ba17edc93c04373253aa56b0,21,quantitative,qobs_12744d8decb3d5913fd5c27d|qobs_af5a6bded3a5e9b0b531b09e,2,distinct_schedule_cell,resolved,,,qobs_12744d8decb3d5913fd5c27d|qobs_af5a6bded3a5e9b0b531b09e,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0196_sr_36a74ceb961983035210ed82.pdf#page=21,Distinct reason codes identify separate percentage components/cells.,medium,false,
qares_2ba95c3d1f87a8f2dae7c6b4,68,potential_quantitative_conflict,cex_94eca1be458d3acd471c2557,18,quantitative,qobs_0cf42a3c9837cbbde76681c3|qobs_d7f53dee77e357d1521fb1c0,2,non_base_wage_misroute,resolved,,,qobs_0cf42a3c9837cbbde76681c3|qobs_d7f53dee77e357d1521fb1c0,nobsqa_16605eef94c58a3270eaf579|nobsqa_9c286c0568984e6743c5a999,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0144_sr_4e720083c463417f2d6f96a6.pdf#page=18,Structured values/reason codes identify non-base compensation: overtime,high,false,
qares_6a1dc4ba8eaadaee350992ef,69,potential_quantitative_conflict,cex_b8904d5f29508df492899b0a,21,quantitative,qobs_f85460f29dfe3a87f39f9c00|qobs_3771a818927eca91ce6b5f02,2,distinct_schedule_cell,resolved,,,qobs_f85460f29dfe3a87f39f9c00|qobs_3771a818927eca91ce6b5f02,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0417_sr_8600ac402ca15af56272e37b.pdf#page=21,Distinct reason codes identify separate percentage components/cells.,medium,false,
qares_77e8418527f119b91ea3624a,70,potential_quantitative_conflict,cex_7446140946af23ecead13f5c,15,quantitative,qobs_e0d6fcd606ed5903224d38e0|qobs_dc23fbc5265ee1a68a6271e5,2,non_base_wage_misroute,resolved,,,qobs_e0d6fcd606ed5903224d38e0|qobs_dc23fbc5265ee1a68a6271e5,nobsqa_32ff2940eef546c3b5330a56|nobsqa_364fe77dc87d25da80b9d281,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0017_sr_97609f35d61ada342a8e17c6.pdf#page=15,Structured values/reason codes identify non-base compensation: overtime,high,false,
qares_d35c1f03e2f559bb14f1b20c,71,potential_quantitative_conflict,cex_7446140946af23ecead13f5c,14,quantitative,qobs_1adc7909cf3fcba80182050a|qobs_c99b831150532a98f8e9e64a,2,non_base_wage_misroute,resolved,,,qobs_1adc7909cf3fcba80182050a|qobs_c99b831150532a98f8e9e64a,nobsqa_3eefbd3e8686dfd41f9946bc|nobsqa_ff76e55355f61d15cf8a68fb,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0017_sr_97609f35d61ada342a8e17c6.pdf#page=14,Structured values/reason codes identify non-base compensation: overtime,high,false,
qares_6f24bfb22f5688a64953724e,72,potential_quantitative_conflict,cex_f21d2a741f1eed04e42e0c2d,9,quantitative,qobs_12e05d4539d49c320b1275be|qobs_1cae30f385752047fe790fac,2,insufficient_evidence_needs_review,unresolved,,,qobs_12e05d4539d49c320b1275be|qobs_1cae30f385752047fe790fac,,retain_active_flag_unresolved,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0206_sr_e7d16387446eae680fc8cfb4.pdf#page=9,Different percentage values share the same structured period and reason code.,low,true,
qares_2cdcafb70a07b924da145045,73,potential_quantitative_conflict,cex_1b9c6dcb6ff5f24f67c20a67,10,quantitative,qobs_cf92a3dc861c1c2875f3d418|qobs_de6479fbf8ec223f065e14a9|qobs_c05dd38f896d227982e6bea6|qobs_c9060d480445805c2541a7dd|qobs_59342470b69745f2a0d2239b,5,insufficient_evidence_needs_review,unresolved,,,qobs_cf92a3dc861c1c2875f3d418|qobs_de6479fbf8ec223f065e14a9|qobs_c05dd38f896d227982e6bea6|qobs_c9060d480445805c2541a7dd|qobs_59342470b69745f2a0d2239b,,retain_active_flag_unresolved,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0231_sr_665ea175902fd4406293ad90.pdf#page=10,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",low,true,
qares_4478f5d4ab53a8f7fcdc48aa,74,potential_quantitative_conflict,cex_a391efc040235ad6112c9602,1,quantitative,qobs_28fd5f79bc84a2ba8317b81b|qobs_5e725b0940b7f4134543e205|qobs_95f1fdcd916d793921457bd2|qobs_ad7d70588a12ab3a9f1ba91e,4,distinct_schedule_cell,resolved,,,qobs_28fd5f79bc84a2ba8317b81b|qobs_5e725b0940b7f4134543e205|qobs_95f1fdcd916d793921457bd2|qobs_ad7d70588a12ab3a9f1ba91e,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0499_sr_8123dd75cede50505ae0d604.pdf#page=1,Distinct reason codes identify separate percentage components/cells.,medium,false,
